"report_number","offense_id","offense_start_datetime","offense_end_datetime","report_datetime","group_a_b","crime_against_category","offense_parent_group","offense","offense_code","precinct","sector","beat","mcpp","_100_block_address","longitude","latitude"
"2020-032578","12331665327","2020-01-27T10:54:00.000",,"2020-01-27T12:49:44.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","S","S","S1","NEW HOLLY","39XX BLOCK OF S OTHELLO ST","-122.282344890","47.537044030"
"2020-032600","12327478380","2020-01-26T13:00:00.000","2020-01-26T23:00:00.000","2020-01-27T12:19:07.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","E","E","E2","FIRST HILL","11XX BLOCK OF 14TH AVE","-122.314147397","47.612234900"
"2020-901281","12321629748","2020-01-19T11:30:00.000","2020-01-26T11:30:00.000","2020-01-27T11:52:15.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","SW","W","W2","ALASKA JUNCTION","47XX BLOCK OF 42ND AVE SW","-122.385483507","47.560195550"
"2020-032567","12329689587","2020-01-08T11:00:00.000","2020-01-27T10:00:00.000","2020-01-27T11:47:53.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","S","R","R3","LAKEWOOD/SEWARD PARK","52XX BLOCK OF S ALASKA ST","-122.267546066","47.560602080"
"2020-901280","12319869089","2020-01-25T22:00:00.000","2020-01-26T12:20:00.000","2020-01-27T11:42:30.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","Q","Q2","QUEEN ANNE","5XX BLOCK OF HIGHLAND DR","-122.345580055","47.629732530"
"2020-901279","12319836866","2020-01-25T19:00:00.000","2020-01-26T09:30:00.000","2020-01-27T11:42:22.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","G","G1","FIRST HILL","5XX BLOCK OF BROADWAY","-122.320751354","47.606843710"
"2020-901278","12319806719","2020-01-26T03:35:00.000","2020-01-26T03:35:00.000","2020-01-27T11:42:14.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","BALLARD SOUTH","8XX BLOCK OF NW 56TH ST","-122.367390250","47.669432650"
"2020-901276","12318078922","2020-01-26T13:10:00.000","2020-01-26T17:18:00.000","2020-01-27T11:32:15.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","W","D","D2","SLU/CASCADE","5XX BLOCK OF WALL ST","-122.344881686","47.617688720"
"2020-901275","12316469003","2020-01-25T00:00:00.000","2020-01-26T14:00:00.000","2020-01-27T11:22:45.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","W","Q","Q2","QUEEN ANNE","5XX BLOCK OF HIGHLAND DR","-122.345580055","47.629732530"
"2020-901274","12314892818","2020-01-25T20:00:00.000","2020-01-26T11:00:00.000","2020-01-27T11:13:57.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","K","K1","DOWNTOWN COMMERCIAL","4XX BLOCK OF SENECA ST","-122.333658663","47.607747230"
"2020-901273","12314627408","2020-01-26T19:25:00.000","2020-01-26T19:25:00.000","2020-01-27T11:12:23.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","M","M1","DOWNTOWN COMMERCIAL","ALASKAN WAY / UNION ST","-122.341334544","47.606902570"
"2020-901272","12314597063","2020-01-25T00:00:00.000","2020-01-26T13:00:00.000","2020-01-27T11:12:16.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","W","Q","Q2","QUEEN ANNE","5XX BLOCK OF HIGHLAND DR","-122.345580055","47.629732530"
"2020-032516","12318722425","2020-01-27T09:40:00.000",,"2020-01-27T11:07:43.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","W","W1","NORTH ADMIRAL","50XX BLOCK OF SW STEVENS ST","-122.396955737","47.577552460"
"2020-901271","12311540406","2020-01-25T23:00:00.000","2020-01-26T07:00:00.000","2020-01-27T10:53:58.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","Q","Q2","QUEEN ANNE","12XX BLOCK OF 8TH AVE W","-122.367809798","47.631018740"
"2020-901269","12311227360","2020-01-26T16:00:00.000","2020-01-26T16:00:00.000","2020-01-27T10:52:25.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","SW","F","F1","PIGEON POINT","47XX BLOCK OF 21ST AVE SW","-122.360170281","47.558385640"
"2020-901270","12311224667","2020-01-25T23:00:00.000","2020-01-25T23:30:00.000","2020-01-27T10:52:17.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","G","G3","JUDKINS PARK/NORTH BEACON HILL","8XX BLOCK OF DAVIS PL S","-122.308441250","47.595194080"
"2020-901268","12309490106","2020-01-26T10:30:00.000","2020-01-26T10:30:00.000","2020-01-27T10:42:14.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","47XX BLOCK OF 12TH AVE NE","-122.315250735","47.664011570"
"2020-901267","12308255813","2019-12-20T23:00:00.000","2020-01-26T06:00:00.000","2020-01-27T10:34:54.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","BALLARD SOUTH","60XX BLOCK OF 4TH AVE NW","-122.361860500","47.673257790"
"2020-901266","12307933128","2020-01-26T12:15:00.000","2020-01-26T14:30:00.000","2020-01-27T10:33:05.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","R","R3","GENESEE","43XX BLOCK OF S GENESEE ST","-122.278253691","47.564088870"
"2020-032495","12309131679","2020-01-27T09:20:00.000",,"2020-01-27T10:27:58.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","S","R","R3","COLUMBIA CITY","50XX BLOCK OF RENTON AVE S","-122.287889043","47.556182460"
"2020-032345","12309522367","2020-01-27T06:30:00.000","2020-01-27T06:45:00.000","2020-01-27T10:26:27.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","E","E3","FIRST HILL","9XX BLOCK OF 9TH AVE","-122.327034667","47.608052030"
"2020-032378","12305682130","2020-01-26T21:00:00.000","2020-01-27T07:00:00.000","2020-01-27T10:16:40.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","B","B3","WALLINGFORD","23XX BLOCK OF N 38TH ST","-122.330873403","47.653116680"
"2020-032393","12305809224","2020-01-17T00:00:00.000","2020-01-17T00:00:00.000","2020-01-27T10:16:14.000","A","PROPERTY","COUNTERFEITING/FORGERY","Counterfeiting/Forgery","250","E","G","G2","MADRONA/LESCHI","1XX BLOCK OF 23RD AVE S","-122.302235837","47.601002100"
"2020-032350","12301551596","2020-01-27T07:11:00.000",,"2020-01-27T09:50:50.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","W","W1","NORTH ADMIRAL","27XX BLOCK OF 48TH AVE SW","-122.393088616","47.578419110"
"2020-032350","12321531808","2020-01-27T07:20:00.000","2020-01-27T09:50:00.000","2020-01-27T09:50:50.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","SW","W","W1","NORTH ADMIRAL","27XX BLOCK OF 48TH AVE SW","-122.393088616","47.578419110"
"2020-032472","12303551383","2020-01-26T21:00:00.000","2020-01-27T07:00:00.000","2020-01-27T09:42:24.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B3","WALLINGFORD","23XX BLOCK OF N 38TH ST","-122.330873403","47.653116680"
"2020-032365","12308649476","2020-01-27T08:00:00.000","2020-01-27T08:05:00.000","2020-01-27T09:09:44.000","A","PERSON","KIDNAPPING/ABDUCTION","Kidnapping/Abduction","100","N","L","L2","NORTHGATE",,"0.000000000","0.000000000"
"2020-032386","12290601289","2020-01-27T07:46:00.000",,"2020-01-27T08:44:27.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","B","B2","BALLARD SOUTH","9XX BLOCK OF NW 45TH ST","-122.369692489","47.661468170"
"2020-032360","12290211376","2020-01-27T06:50:00.000",,"2020-01-27T08:39:40.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J3","ROOSEVELT/RAVENNA","WINONA AVE N / AURORA AVE N","-122.344484414","47.682772370"
"2020-901264","12287450760","2020-01-26T14:30:00.000","2020-01-26T15:30:00.000","2020-01-27T08:32:27.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","14TH AVE NW / NW 46TH ST","-122.373595428","47.662202340"
"2020-901262","12285860481","2020-01-25T00:05:00.000","2020-01-25T11:35:00.000","2020-01-27T08:23:04.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","D","D2","QUEEN ANNE","9XX BLOCK OF WESTLAKE AVE N","-122.340164663","47.627925210"
"2020-901260","12285793221","2020-01-25T19:10:00.000","2020-01-26T00:00:00.000","2020-01-27T08:22:39.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","O","O1","SODO","17XX BLOCK OF 1ST AVE S","-122.334197241","47.587166180"
"2020-901259","12285730804","2020-01-25T12:35:00.000","2020-01-26T12:35:00.000","2020-01-27T08:22:22.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","L","L2","NORTHGATE","5XX BLOCK OF NE 103RD ST","-122.321797562","47.703131220"
"2020-032322","12284269871","2020-01-26T16:41:00.000","2020-01-26T17:26:00.000","2020-01-27T08:10:13.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","F","F1","SOUTH PARK","W MARGINAL WAY SW / SW FRONT ST","-122.343181979","47.541069720"
"2020-032315","12282880074","2020-01-26T21:00:00.000","2020-01-27T06:30:00.000","2020-01-27T07:42:46.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","D","D1","BELLTOWN","21XX BLOCK OF 1ST AVE","-122.344562694","47.612221860"
"2020-032307","12283469528","2020-01-26T23:00:00.000","2020-01-27T03:00:00.000","2020-01-27T07:35:29.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","D","D3","SLU/CASCADE","11XX BLOCK OF MERCER ST","-122.335057541","47.624618260"
"2020-032306","12282844475","2020-01-27T06:33:00.000","2020-01-27T06:45:00.000","2020-01-27T07:07:55.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","N","N2","NORTHGATE","116XX BLOCK OF AURORA AVE N","-122.344834268","47.713547980"
"2020-032201","12338742686","2020-01-27T02:41:00.000",,"2020-01-27T06:22:21.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","E","G","G2","JUDKINS PARK/NORTH BEACON HILL","S MAIN ST / 22ND AVE S","-122.303290487","47.600322110"
"2020-032219","12282696038","2020-01-27T03:30:31.000","2020-01-27T03:40:00.000","2020-01-27T05:14:43.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","S","R","R1","NORTH BEACON HILL","17XX BLOCK OF 12TH AVE S","-122.317277214","47.587687400"
"2020-032122","12271731918","2020-01-27T00:00:00.000","2020-01-27T00:00:00.000","2020-01-27T01:12:39.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","W","K","K1","DOWNTOWN COMMERCIAL","1XX BLOCK OF CHERRY ST","-122.333726658","47.602787370"
"2020-032108","12268583159","2020-01-26T23:36:01.000",,"2020-01-27T01:02:26.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","E","E","E2","CAPITOL HILL","13XX BLOCK OF E MADISON ST","-122.314869159","47.613624560"
"2020-032088","12267700287","2020-01-26T23:00:00.000","2020-01-26T23:21:00.000","2020-01-27T00:45:54.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","D","D1","BELLTOWN","22XX BLOCK OF 2ND AVE","-122.345003455","47.613655500"
"2020-032102","12267391818","2020-01-26T23:17:00.000",,"2020-01-27T00:36:48.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","U","U2","UNIVERSITY","NE 42ND ST / UNIVERSITY WAY NE","-122.313207174","47.658314850"
"2020-032069","12259363649","2020-01-26T22:37:00.000","2020-01-27T00:00:00.000","2020-01-27T00:07:04.000","A","PROPERTY","ROBBERY","Robbery","120","S","R","R3","HILLMAN CITY","62XX BLOCK OF RAINIER AVE S","-122.276547990","47.546678440"
"2020-032071","12254004555","2020-01-26T22:40:00.000",,"2020-01-26T23:31:42.000","A","PROPERTY","ROBBERY","Robbery","120","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","S JACKSON ST / 5TH AVE S","-122.327666994","47.599194930"
"2020-032061","12248965249","2020-01-26T00:00:00.000","2020-01-26T21:30:00.000","2020-01-26T23:02:37.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","F","F3","HIGHLAND PARK","88XX BLOCK OF 15TH AVE SW","-122.353959159","47.523778740"
"2020-032015","12249665572","2020-01-26T16:40:00.000","2020-01-26T21:00:00.000","2020-01-26T22:34:11.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","J","J2","BALLARD NORTH","13XX BLOCK OF NW 70TH ST","-122.372774996","47.679540660"
"2020-031944","12248916295","2020-01-26T20:20:00.000","2020-01-26T20:50:00.000","2020-01-26T21:33:42.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","D","D2","SLU/CASCADE","9XX BLOCK OF STEWART ST","-122.334006702","47.615948600"
"2020-031854","12248908263","2020-01-26T18:32:00.000",,"2020-01-26T21:30:33.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M3","DOWNTOWN COMMERCIAL","5XX BLOCK OF PIKE ST","-122.335017876","47.610909020"
"2020-031806","12248908809","2020-01-24T17:05:00.000","2020-01-24T18:00:00.000","2020-01-26T21:30:25.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","U","U2","UNIVERSITY","43XX BLOCK OF ROOSEVELT WAY NE","-122.317722691","47.660578740"
"2020-031826","12248896047","2020-01-26T17:00:00.000","2020-01-26T18:30:00.000","2020-01-26T21:22:50.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","N","U","U3","ROOSEVELT/RAVENNA","NE 55TH ST / 25TH AVE NE","-122.300618960","47.668525750"
"2020-031906","12248883509","2020-01-26T19:31:00.000",,"2020-01-26T21:14:04.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M3","DOWNTOWN COMMERCIAL","5XX BLOCK OF PIKE ST","-122.335017876","47.610909020"
"2020-031674","12248866428","2020-01-26T08:00:00.000","2020-01-26T14:00:00.000","2020-01-26T20:53:55.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","U","U3","SANDPOINT","85XX BLOCK OF SAND POINT WAY NE","-122.267521781","47.690361290"
"2020-031761","12248777971","2020-01-25T00:00:00.000","2020-01-26T17:00:00.000","2020-01-26T18:57:06.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","Q","Q2","QUEEN ANNE","18XX BLOCK OF 7TH AVE W","-122.366348559","47.635347410"
"2020-031617","12248745038","2020-01-26T02:00:00.000","2020-01-26T06:00:00.000","2020-01-26T18:18:48.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","45XX BLOCK OF 15TH AVE NE","-122.311979511","47.662172800"
"2020-031695","12248716532","2020-01-26T15:56:00.000",,"2020-01-26T17:38:32.000","A","PROPERTY","STOLEN PROPERTY OFFENSES","Stolen Property Offenses","280","E","G","G3","MADRONA/LESCHI","29TH AVE S / S JUDKINS ST","-122.295469333","47.592173810"
"2020-031421","12248707137","2020-01-25T23:00:00.000","2020-01-26T08:00:00.000","2020-01-26T17:29:21.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U1","SANDPOINT","85XX BLOCK OF 20TH AVE NE","-122.306858192","47.690769800"
"2020-031732","12248687112","2020-01-26T14:00:00.000","2020-01-26T16:10:00.000","2020-01-26T16:56:04.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","R","R3","LAKEWOOD/SEWARD PARK","58XX BLOCK OF LAKE WASHINGTON BLVD S","-122.258073024","47.550616960"
"2020-031708","12248668845","2020-01-25T23:00:00.000","2020-01-26T16:00:00.000","2020-01-26T16:47:04.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","J","J3","ROOSEVELT/RAVENNA","80XX BLOCK OF BAGLEY AVE N","-122.332095474","47.687767730"
"2020-031701","12248644066","2020-01-26T15:56:00.000","2020-01-26T15:58:00.000","2020-01-26T16:23:04.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M3","DOWNTOWN COMMERCIAL","5XX BLOCK OF PIKE ST","-122.335017876","47.610909020"
"2020-031595","12248601865","2020-01-25T00:00:00.000","2020-01-26T00:00:00.000","2020-01-26T15:33:10.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","SW","F","F1","NORTH DELRIDGE","50XX BLOCK OF 25TH AVE SW","-122.364272300","47.556378200"
"2020-031551","12248601716","2020-01-24T00:00:00.000","2020-01-26T13:08:00.000","2020-01-26T15:32:25.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","W","W1","NORTH DELRIDGE","41XX BLOCK OF 25TH AVE SW","-122.364364861","47.565631780"
"2020-031551","12248602940","2020-01-24T00:00:00.000","2020-01-26T13:08:00.000","2020-01-26T15:32:25.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","SW","W","W1","NORTH DELRIDGE","41XX BLOCK OF 25TH AVE SW","-122.364364861","47.565631780"
"2020-031432","12248569619","2020-01-25T18:00:00.000","2020-01-26T09:00:00.000","2020-01-26T14:48:02.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","U","U2","UNIVERSITY","17TH AVE NE / NE 50TH ST","-122.309675333","47.664877050"
"2020-031509","12248565617","2020-01-24T17:00:00.000","2020-01-24T17:30:00.000","2020-01-26T14:41:40.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","SW","F","F1","NORTH DELRIDGE","65XX BLOCK OF 18TH AVE SW","-122.357154115","47.544723150"
"2020-031332","12248545592","2020-01-25T18:00:00.000","2020-01-26T07:00:00.000","2020-01-26T14:21:01.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","J","J2","PHINNEY RIDGE","72XX BLOCK OF 6TH AVE NW","-122.363335032","47.681254650"
"2020-031480","12248601055","2020-01-26T12:00:00.000",,"2020-01-26T14:11:20.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","J","J2","BALLARD NORTH","73XX BLOCK OF 15TH AVE NW","-122.376776958","47.682309770"
"2020-031486","12248514860","2020-01-26T12:10:00.000","2020-01-26T12:20:00.000","2020-01-26T13:44:39.000","A","SOCIETY","WEAPON LAW VIOLATIONS","Weapon Law Violations","520","N","N","N3","GREENWOOD","AURORA AVE N / N 90TH ST","-122.344564967","47.694185670"
"2020-031387","12248483678","2020-01-25T17:30:00.000","2020-01-25T17:30:00.000","2020-01-26T13:11:42.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","E","C","C1","CAPITOL HILL","7XX BLOCK OF BROADWAY E","-122.321314955","47.625976780"
"2020-901256","12248456687","2020-01-26T00:05:00.000","2020-01-26T00:10:00.000","2020-01-26T12:42:35.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","Q","Q2","QUEEN ANNE","23XX BLOCK OF BIGELOW AVE N","-122.348288096","47.639543280"
"2020-901255","12248456331","2020-01-25T18:00:00.000","2020-01-26T00:00:00.000","2020-01-26T12:42:27.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","G","G1","FIRST HILL","3XX BLOCK OF 10TH AVE","-122.319411925","47.604780990"
"2020-901254","12248456231","2019-12-28T18:00:00.000","2019-12-28T18:05:00.000","2020-01-26T12:42:19.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","N","U","U3","ROOSEVELT/RAVENNA","26XX BLOCK OF NE UNIVERSITY VILLAGE ST","-122.298411155","47.663323360"
"2020-901253","12248456131","2020-01-26T00:25:00.000","2020-01-26T01:00:00.000","2020-01-26T12:42:12.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","BALLARD AVE NW / 22ND AVE NW","-122.384745436","47.667645820"
"2020-031433","12248454326","2020-01-25T08:00:00.000","2020-01-26T10:30:00.000","2020-01-26T12:33:54.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","J","J3","ROOSEVELT/RAVENNA","74XX BLOCK OF 4TH AVE NE","-122.324874674","47.682452830"
"2020-901251","12248446492","2020-01-25T02:10:00.000","2020-01-26T11:10:00.000","2020-01-26T12:32:55.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","W","K","K2","PIONEER SQUARE","1XX BLOCK OF S WASHINGTON ST","-122.333200197","47.600881990"
"2020-901249","12248446093","2020-01-26T00:00:00.000","2020-01-26T08:20:00.000","2020-01-26T12:32:39.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U3","SANDPOINT","57XX BLOCK OF 39TH AVE NE","-122.285774562","47.671233250"
"2020-901248","12248445908","2020-01-26T00:00:00.000","2020-01-26T06:00:00.000","2020-01-26T12:32:30.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","O","O3","GEORGETOWN","62XX BLOCK OF CARLETON AVE S","-122.320402556","47.546578410"
"2020-901247","12248445693","2020-01-25T22:00:00.000","2020-01-26T08:30:00.000","2020-01-26T12:32:20.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","BALLARD SOUTH","4XX BLOCK OF NW 45TH ST","-122.362786401","47.661460700"
"2020-901246","12248445530","2020-01-26T07:35:00.000","2020-01-26T08:45:00.000","2020-01-26T12:32:11.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","45XX BLOCK OF 8TH AVE NE","-122.319560828","47.662222030"
"2020-901245","12248439299","2020-01-25T18:30:00.000","2020-01-26T08:00:00.000","2020-01-26T12:23:52.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","B","B2","FREMONT","38XX BLOCK OF EVANSTON AVE N","-122.351287648","47.652813370"
"2020-901244","12248437967","2020-01-25T23:10:00.000","2020-01-25T23:30:00.000","2020-01-26T12:22:12.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","O","O1","SODO","17XX BLOCK OF OCCIDENTAL AVE S","-122.333265005","47.587165820"
