"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"99516","201 Sherman St, Cambridge, MA 02140","42.3933","-71.1331","Complete","2020-11-11T00:00:00.000","2020-11-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Family roofing","STRIP AND REROOF,GRACE ICE&amp;WATERSHIELD,SYNTHETIC UNDERLAYMENT,1/4"" ROOFING NAILS","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2020-11-21T00:00:00.000","LLSWASTEWOOD,STATELINE CONTAINERS","false",,"1",,"false","2021-12-06T00:00:00.000","CSSL-099685","Dumpster","","","","No demolition required","false","false","true","7650","(42.393262, -71.133087)"
"97235","60 Vassar St, Cambridge, MA 02142","42.361","-71.0928","Complete","2020-10-23T00:00:00.000","2020-11-10T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","Remove existing roof system down to concrete deck, install fully adhered vapor barrier, R30 min tapered insulation fully adhered, fully adhered coverboard, fully adhered PVC membrane and all associated flashings","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing roof system","","Construction Supervisor","2021-03-31T00:00:00.000","EZ Disposal 20 Railroad Ave, Revere, MA","true",,,"true","true","2021-10-09T00:00:00.000","CS-031406","Daily Removal","","Class A","min R30 ","Exterior demolition in work area only.","false","true",,"986484","(42.360994, -71.092813)"
"96665","390 Cambridge St, Cambridge, MA 02141","42.3713","-71.0826","Complete","2020-10-19T00:00:00.000","2020-11-10T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","4","false","Senco Home Services","Strip and replace asphalt roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of asphalt shingles&nbsp;","","Construction Supervisor","2020-10-23T00:00:00.000","Okeefe disposal","false",,,,"false","2021-10-12T00:00:00.000","CS-110124","Daily Removal","","Class A","","Exterior demolition in work area only.","false","true",,"65000","(42.371279, -71.082616)"
"97833","8 Mercer Cir, Cambridge, MA 02138","42.3773","-71.1296","Complete","2020-10-28T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","The Follett Co. Inc.","Remove all existing shingles. Install ice and watershield. Install new architectural shingles<br>Remove remaining wood gutters. Install new custom copper gutters to match profile and size of existing wood gutters","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing shingles","","unrestricted","2020-11-30T00:00:00.000","Trojan recycling","false",,,,"false","2022-05-26T00:00:00.000","cs-033975","Daily Removal","","","","Exterior demolition in work area only.","false","true",,"52600","(42.377287, -71.129629)"
"98690","9 Clinton St, Cambridge, MA 02139","42.3683","-71.1063","Complete","2020-11-04T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","FRS","Replace rubber roof on 3 dormers and replace asphalt shingles on right front roof and walls of 2 dormers left side ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","truck removal daily","","Construction Supervisor","2021-02-04T00:00:00.000","Wood Waste of Boston","false",,,,"true","2021-05-25T00:00:00.000","CS-107602","Daily Removal","","","","Exterior demolition in work area only.","true","true",,"12500","(42.368325, -71.106287)"
"98589","11 Leonard Ave, Cambridge, MA 02139","42.3755","-71.1055","Complete","2020-11-03T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Viola Roofing and Contracting","Strip and re-roof 26 sq. asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip and re-roof","","Construction Supervisor","2020-12-31T00:00:00.000","EL Harvey","false",,,,"false","2021-10-23T00:00:00.000","CS-107638","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"21525","(42.375526, -71.105536)"
"98470","9 Peters St, Unit 3, Cambridge, MA 02139","42.3576","-71.1069","Complete","2020-11-03T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","3","false","ARTS Home Improvements INC","Rubber roof replacement&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of rubber roof and rigid foam insulation&nbsp;","","Construction Supervisor","2020-11-23T00:00:00.000","Hi Ho Dumpster ","true",,"1","false","false","2021-05-10T00:00:00.000","CS-111056","Dumpster","","Class B","1.3","Exterior demolition in work area only.","false","true","true","20450","(42.35757, -71.106932)"
"98269","36 Fairmont St, Unit 2, Cambridge, MA 02139","42.3618","-71.1111","Complete","2020-11-01T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Other / Mixed","3","true","Lyons Pride Construction Co. LLC","Strip and install rubber membrane roof for top. &nbsp;Strip and install synthetic slate to mansard roof. &nbsp;Replace aluminum gutter with copper gutter","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-11-30T00:00:00.000","EZ Disposal","false",,,,"false","2020-12-30T00:00:00.000","CS-086157","Daily Removal","Rubber membrane and synthetic slate","Class C","","No demolition required","false","true",,"46100","(42.361783, -71.111105)"
"98740","27 Sullivan Rd, Unit 3, Cambridge, MA 02138","42.3759","-71.1537","Complete","2020-11-05T00:00:00.000","2020-11-09T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","false","Delano Construction","Remove old asphalt shingles and replace it with 28 square Certainteed asphalt shingles, siding the dormer","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip and remove the old asphalt shingles, repair damage board if any, ad 6 feet ice and water shield","","Construction Supervisor","2020-12-04T00:00:00.000","CL Noonan dumpster removal","false",,"1",,"false","2021-08-14T00:00:00.000","CS-085802","Dumpster","","Class A","","Exterior demolition in work area only.","false","false","true","14000","(42.375931, -71.153693)"
"98015","21 Amory St, Cambridge, MA 02139","42.3702","-71.1017","Complete","2020-10-29T00:00:00.000","2020-11-05T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Storm Works Roofing & Restoration Inc","Install a Lifetime GAF Roofing System, Complete Ice &amp; water shield, drip edge, new flashing and&nbsp; 1 1/2"" Nails","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor Specialty","2020-11-15T00:00:00.000","Courtney Disposal Billerica, ma","false",,"1",,"false","2022-05-03T00:00:00.000","CSSL-101063","Dumpster","","","","No demolition required","false","true","true","23472","(42.370219, -71.101748)"
"97566","160 Thorndike St, Cambridge, MA 02141","42.3703","-71.0857","Complete","2020-10-26T00:00:00.000","2020-11-04T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Long Roofing","strip 14 square asphalt shingles. check for rot. Re-roof 14 sq asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of 14 sq asphalt shingles","","Construction Supervisor","2020-11-30T00:00:00.000","E L Harvey","false",,"1",,"false","2021-05-14T00:00:00.000","CS-050928","Dumpster","","","","Exterior demolition in work area only.","false","false","true","15640","(42.3703, -71.085745)"
"97199","105 Chestnut St, Cambridge, MA 02139","42.357","-71.1092","Complete","2020-10-21T00:00:00.000","2020-11-04T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","HELADIO SALGADO","Full Roof Replacement of 25 squares","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","R57405","Construction Supervisor Specialty","2020-11-10T00:00:00.000","Wood Waste of Boston - 85 Boston St, Everett, MA 02149","false",,,,"false","2018-02-11T00:00:00.000","CSSL-106003","Dumpster","","","","No demolition required","false","false","false","9200","(42.357025, -71.109227)"
"95976","10 Sumner Rd, Cambridge, MA 02138","42.376","-71.1124","Complete","2020-10-13T00:00:00.000","2020-11-03T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","5","false","Marques Group LLC","Scrap Shingles; Install 6 feet of Ice Water on the borders; Install Drip Edge; Install Felt Paper; Install<br>Ridge Vent; Install Ledge; Install New 30 year asphalt shingles.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-10-20T00:00:00.000","Wood waste of boston","false",,,,"false","2023-03-03T00:00:00.000","CS-114415","Daily Removal","","Class A","","No demolition required","false","false",,"26000","(42.375988, -71.112385)"
"96173","1493 Cambridge St, Cambridge, MA 02139","42.3744","-71.1044","Complete","2020-10-14T00:00:00.000","2020-11-03T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Other / Mixed",,"false","Reliable Roofing & Sheet Metal LLC","Clean existing EPDM membrane roof and coat existing membrane roof with rolled on restoration product","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2020-11-30T00:00:00.000","Champion in Brockton",,"1",,,,"2021-04-11T00:00:00.000","CS-097718","Daily Removal","Roof Coating/Restoration - Maintenance","Class A","","No demolition required","false","false",,"444200","(42.374425, -71.104437)"
"97028","8 Lancaster St, Unit 10, Cambridge, MA 02138","42.3854","-71.1201","Complete","2020-10-21T00:00:00.000","2020-11-03T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","65","false","Greenwood Industries","Remove existing roofing systems to rigid insulation, replace with new roofing system, add additional roofing insulation to achieve minimum R-30. Repointing of Mortar joints in some areas. Replacement of all roof drains.&nbsp;","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2021-01-20T00:00:00.000","All State Waste ",,"1",,,,"2021-01-24T00:00:00.000","CS-065805","None","","Class A","","No demolition required","false","true",,"787000","(42.385434, -71.120055)"
"97181","6 Garden St, Cambridge, MA 02138","42.3758","-71.1219","Complete","2020-10-22T00:00:00.000","2020-11-03T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","remove and dispose of existing roof system down to the concrete deck. Install new system inclusive of Vapor barrier (adhered), Insulation (flat and tapered: R30, base layer mechanically attached, subsequent layers adhered), Coverboard (adhered) and .060 P","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removing existing roof assembly","","Construction Supervisor","2020-11-20T00:00:00.000","EZ Disposal  20 Railroad St, Revere, MA 02151","true",,,"true","true","2021-10-09T00:00:00.000","CS-031406","Daily Removal","","Class A","R 30 min","Exterior demolition in work area only.","false","true",,"230000","(42.375833, -71.121891)"
"97514","56 Standish St, Cambridge, MA 02138","42.3827","-71.1394","Complete","2020-10-26T00:00:00.000","2020-10-30T00:00:00.000","false","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Stephen Lyle Contracting","Strip entire roof of two layers of old existing roof shingles and rubber roofing. Furnish and install ice and water shield six feet from gutter. Furnish and install 8 inch white drip edge at rakes and eaves. Furnish and install synthetic underlayment over","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2020-11-12T00:00:00.000","Myself with my truck","false",,,,"false","2022-09-25T00:00:00.000","CS-079290","Daily Removal","","","","No demolition required","false","true",,"13800","(42.382747, -71.139434)"
"96140","151 Auburn St, Cambridge, MA 02139","42.3635","-71.1046","Complete","2020-10-14T00:00:00.000","2020-10-29T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","13","false","David Giller","1' polyiso roof insulation, EDPM bonding adhesive,replace drip edge and install peel and stick cover tape, .060 membrane EPDM black","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","remove existing roof","","Construction Supervisor","2020-10-30T00:00:00.000","Passos Construction","false",,,,"true","2021-08-20T00:00:00.000","CS-087386","Daily Removal","","Class A","","Exterior demolition in work area only.","false","true",,"22000","(42.363451, -71.104638)"
"97029","19 Garfield St, Cambridge, MA 02138","42.3839","-71.1185","Complete","2020-10-21T00:00:00.000","2020-10-27T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","8","false","BBC Services Inc","sTRIP EXISTING SLATE ROOF, iNSTALL gaf tIMBERLINE-hdz-cHARCOAL-aLGAE-rESISTANT-lAMINATED-hIGH dEFINITION-sHINGLES- LIFE TIME SHINGLES","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","REMOVAL OF EXISTING SLATE ROOF","","Construction Supervisor","2020-10-29T00:00:00.000","Wood Waste of Boston, Boston Ave, Everett, MA","false",,,,"false","2022-05-17T00:00:00.000","CS-106607","Daily Removal","","Class C","","Exterior demolition in work area only.","false","false",,"13320","(42.383873, -71.118532)"
