Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,cambridge_cdd_zoning,cambridge_zipcodes,cambridge_neighborhoods
30407,02/16/2012 09:00:00 AM,Thursday,Auto,Parked Vehicle,,MEMORIAL DR,," MEMORIAL DR &  Cambridge, MA",,,,,,
24107,04/22/2010 07:30:00 PM,Thursday,Auto,Parked Vehicle,,White St,," White St &  Cambridge, MA",,,,,,
1600000062,01/16/2016 08:37:00 AM,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,50,RC KELLEY STREET,,50 RC KELLEY STREET,,,,,,
24514,07/22/2010 04:40:00 PM,Thursday,Auto,Parked Vehicle,,Hampshire St,," Hampshire St &  Cambridge, MA",,,,,,
33127,12/10/2014 09:19:00 AM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",,,,,,
26959,12/17/2011 12:00:00 AM,,Auto,Parked Vehicle,,MOUNT AUBURN ST,," MOUNT AUBURN ST &  Cambridge, MA",,,,,,
29100,05/09/2013 03:30:00 PM,Thursday,Auto,Parked Vehicle,,Third St,," Third St &  Cambridge, MA",,,,,,
1600000191,02/17/2016 02:41:00 PM,Wednesday,PASSENGER CAR,MOTORCYCLE,,MEMORIAL DRIVE,,MEMORIAL DRIVE,,,,,,
31595,11/18/2012 08:12:00 PM,Sunday,Auto,Parked Vehicle,,,,"  &  Cambridge, MA",,,,,,
1500001688,12/14/2015 05:51:00 PM,Monday,,,,PEABODY STREET,,PEABODY STREET,,,,,,
1500000090,01/26/2015 12:44:00 PM,Monday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",,,BINNEY ST,,BINNEY ST,,,,,,
25172,12/01/2010 12:00:00 AM,Wednesday,Auto,Parked Vehicle,,Columbia St,," Columbia St &  Cambridge, MA",,,,,,
31227,09/01/2012 07:50:00 PM,Saturday,Auto,Parked Vehicle,,JFK St,," JFK St &  Cambridge, MA",,,,,,
27088,01/24/2011 08:25:00 AM,Tuesday,Auto,Auto,,Third St,," Third St &  Cambridge, MA",,,,,,
31911,03/06/2014 03:52:00 PM,Thursday,Auto,,245,Athenaeum St,FIRST ST,"245 Athenaeum St Cambridge, MA",,,,,,
32684,09/14/2014 07:32:00 PM,Sunday,Auto,Auto,,JFK St,,"JFK St Cambridge, MA",,,,,,
1500000490,03/20/2015 06:17:00 PM,Friday,PASSENGER CAR,,,MAIN STREET,,MAIN STREET,,,,,,
29661,09/20/2013 06:04:00 PM,Friday,Auto,Auto,,Porter Sq,," Porter Sq &  Cambridge, MA",,,,,,
28764,02/15/2013 04:30:00 PM,Friday,Auto,Auto,,EXETER PARK,," EXETER PARK &  Cambridge, MA",,,,,,
29141,05/16/2013 03:21:00 PM,Thursday,Auto,Auto,,Charles St,," Charles St &  Cambridge, MA",,,,,,
24144,05/03/2010 04:30:00 PM,Monday,Auto,Parked Vehicle,,Brattle St,," Brattle St &  Cambridge, MA",,,,,,
24947,08/01/2010 08:00:00 AM,Sunday,Auto,Parked Vehicle,,GOLD STAR RD,," GOLD STAR RD &  Cambridge, MA",,,,,,
31671,12/11/2012 08:29:00 AM,Tuesday,Auto,Auto,,Broadway,," Broadway &  Cambridge, MA",,,,,,
1500000126,01/31/2015 01:30:00 AM,Saturday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,MASSACHUSETTS AVE,,MASSACHUSETTS AVE,,,,,,
