"the_geom","objectid","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt","globalid_2","shape_len"
"MULTILINESTRING ((-122.27439940343892 37.806513863629725, -122.27405729996492 37.80704902912304))","603","133623","{7A538F9B-96B7-41CA-A0BD-D1FAB0F58E68}","{161EA0D0-A107-4E50-BD94-224A6C5C384B}","{161EA0D0-A107-4E50-BD94-224A6C5C384B}_","N-S","JEFFERSON","16th","15th","West","JEFFERSON from 16th to 15th , West","9.0","9.0","Meter","0.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"218.49658818","8:00 AM","6:00 PM","0","{37C988C9-1BBD-4263-841A-59380FB31706}","218.496685045"
"MULTILINESTRING ((-122.27213491009894 37.80653159629128, -122.27219256374792 37.806718251982495))","604","133632","{3177F7C2-7C9E-42FB-8942-879B9EBDB60E}","{EC653D8D-5FDC-499D-AB63-B2875AE8DC25}","{EC653D8D-5FDC-499D-AB63-B2875AE8DC25}_5","N-S","SAN PABLO","17th","16th","West","SAN PABLO from 17th to 16th , West","15.0","6.0","Press and City Vehicles Only","5.0",,"2-hr",,,,,,,,,"69.97686711",,,"0","{52743777-7223-4E8B-B596-035FBD28B244}","69.9768463685"
"MULTILINESTRING ((-122.27353515130449 37.806996151344066, -122.27294743868431 37.80676399029648))","605","133654","{D5E5CA1F-AE40-4ECE-A683-5299155ABA1E}","{4A551068-0F70-469F-96C8-60A8B231342F}","{4A551068-0F70-469F-96C8-60A8B231342F}_3","E-W","16th","CLAY","JEFFERSON","North","16th from CLAY to JEFFERSON , North","11.0","9.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.66926947","8:00 AM","6:00 PM","0","{47B79683-0705-49CE-B415-74C94E616BCD}","189.669161178"
"MULTILINESTRING ((-122.27276613564148 37.80675571397445, -122.27272274116575 37.80682855739944))","606","133665","{2587D3E4-6579-4C51-80C0-E3503FA0F5FD}","{25341A16-0865-4D26-BD3F-8CFCE8440D2C}","{25341A16-0865-4D26-BD3F-8CFCE8440D2C}_4","N-S","CLAY","17th","16th","West","CLAY from 17th to 16th , West","5.0","1.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"29.33743017","8:00 AM","6:00 PM","0","{D5D09193-575B-4D14-BBB9-237539D54D97}","29.3374772013"
"MULTILINESTRING ((-122.27194721893973 37.80717298547272, -122.27050263078341 37.80693483478376))","607","133693","{D2123402-C0FC-4592-A639-B7A255EC9513}","{5B6CA151-31EC-433C-B11D-5A08058C30D1}","{5B6CA151-31EC-433C-B11D-5A08058C30D1}_2","E-W","17th","TELEGRAPH","SAN PABLO","North","17th from TELEGRAPH to SAN PABLO , North","20.0","20.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"426.25060872","8:00 AM","6:00 PM","0","{BDE77E29-49A4-43AC-B24C-266F8B3AACE1}","426.250715978"
"MULTILINESTRING ((-122.26783966332891 37.80710357629856, -122.26804014717247 37.806788654339826))","608","133696","{880FC02C-9EEF-498B-AED8-44428CF2307F}","{6FFD3D8A-91EE-4BAB-93E7-FE4757DE562F}","{6FFD3D8A-91EE-4BAB-93E7-FE4757DE562F}_6","N-S","FRANKLIN","17th","19th","East","FRANKLIN from 17th to 19th , East","14.0","6.0","Meter","6.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"128.467447","8:00 AM","6:00 PM","0","{9EE7D487-8EAC-420D-990C-39D916CF5EF3}","128.467675936"
"MULTILINESTRING ((-122.266848406604 37.80685679079695, -122.26715510140718 37.80697567953993))","609","133697","{B22F756D-4AC0-49C3-831C-33B423950411}","{69D6B03A-5AFE-4A5E-8FEC-669D15898FBE}","{69D6B03A-5AFE-4A5E-8FEC-669D15898FBE}_4","E-W","19th","FRANKLIN","WEBSTER ST","South","19th from FRANKLIN to WEBSTER ST , South","10.0","5.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"98.6133568","8:00 AM","6:00 PM","0","{389067D1-B4B3-40B5-B448-865814EAA380}","98.6132858193"
"MULTILINESTRING ((-122.27631835333848 37.8078318439314, -122.27657285218567 37.80741297809524))","610","133969","{A33C3172-47B7-4C8C-AF54-CC6544B713B1}","{9974C825-C881-45C4-A80D-6247679A1BF6}","{9974C825-C881-45C4-A80D-6247679A1BF6}_2","N-S","CASTRO","15th","16th","East","CASTRO from 15th to 16th , East","8.0","8.0","Unmarked","2.0",,,,,,,,,,,"169.31546153",,,"0","{C9F672A3-BC2C-409A-A19F-348D7A309444}","169.315319773"
"MULTILINESTRING ((-122.27574654586817 37.80689431791968, -122.27660565164987 37.80722622624021))","611","133714","{D0C7AC76-55B9-463E-A6A5-401182B6A669}","{B288A12F-6E33-4FEB-93CA-3B7EA233FE5A}","{B288A12F-6E33-4FEB-93CA-3B7EA233FE5A}_2","E-W","15th","CASTRO","MLK JR WAY","South","15th from CASTRO to MLK JR WAY , South","9.0","9.0","Unmarked","2.0",,,,,,,,,,,"276.05385059",,,"0","{34AC3D42-B497-4D36-AE1C-FDBE82F84EBD}","276.053869446"
"MULTILINESTRING ((-122.26761774474295 37.807307837514536, -122.26683155641895 37.8070030781488))","612","133750","{6CDFDAFD-3244-4CF9-A256-2AE5A528EB2A}","{55B1668A-C7A9-44C5-B016-1F6A950A29A2}","{55B1668A-C7A9-44C5-B016-1F6A950A29A2}_2","E-W","19th","WEBSTER","FRANKLIN","North","19th from WEBSTER to FRANKLIN , North","9.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"252.7862794","8:00 AM","6:00 PM","0","{BFB4A4BD-6299-42C7-A827-8EC5C28BD5E6}","252.786417617"
"MULTILINESTRING ((-122.27716630661348 37.806756068092824, -122.27679094377811 37.80737386881104, -122.2767893847646 37.807373273183835))","613","133759","{84A7102B-6E99-45EB-BA2E-0F8867173A7B}","{8C3BA497-4D90-45D5-BF93-E1972A0C776F}","{8C3BA497-4D90-45D5-BF93-E1972A0C776F}_","N-S","CASTRO","15th","14th","West","CASTRO from 15th to 14th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"250.22896924",,,"0","{98AAD3E6-DE95-495E-83B7-B1AB2135D00D}","250.228782794"
"MULTILINESTRING ((-122.27659604492541 37.807375233168294, -122.27605011230297 37.8071643180828))","614","133761","{7A8C887C-7803-49DE-9C05-AD17BC685597}","{4608D4DD-43ED-4F6F-8924-7DE1E00E940D}","{4608D4DD-43ED-4F6F-8924-7DE1E00E940D}_4","E-W","15th","MLK JR WAY","CASTRO","North","15th from MLK JR WAY to CASTRO , North","12.0","8.0","Unmarked","3.0",,,,,,,,,,,"175.42246768",,,"0","{6425BD94-4267-40C7-B1CD-8B76E5039115}","175.422259449"
"MULTILINESTRING ((-122.27519831591236 37.807276387805295, -122.27531196998964 37.80709492858397))","615","133784","{431F7213-0112-4CC9-A473-F4D8E981FC97}","{3D363FE3-6C5C-401C-AB0E-017EAB26E9F1}","{3D363FE3-6C5C-401C-AB0E-017EAB26E9F1}_3","N-S","MLK JR WAY","15th","16th","East","MLK JR WAY from 15th to 16th , East","5.0","0.0","No Parking","3.0",,,,,,,,,,,"73.7820982",,,"0","{18F77417-5DE9-4747-9788-6621CCDDAAB7}","73.782109254"
"MULTILINESTRING ((-122.27414509602464 37.807083713478455, -122.27441810303198 37.80719156682847))","616","133785","{D2B1241F-4BE8-4FA3-BC4E-BA3EA1815254}","{7BE953BA-74B1-4364-BA61-63662C749851}","{7BE953BA-74B1-4364-BA61-63662C749851}_4","E-W","16th","MLK JR WAY","JEFFERSON","South","16th from MLK JR WAY to JEFFERSON , South","9.0","3.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"88.10690972","8:00 AM","6:00 PM","0","{F65177E2-3BF1-4FC7-8F59-90530343C37C}","88.1071903022"
"MULTILINESTRING ((-122.27557638774975 37.806981296442714, -122.27540158558585 37.807260389771365))","617","133810","{A48F9DA9-9FE1-4186-99DD-640641159877}","{541E589A-3DA5-447C-A05C-4AC8E0402F5D}","{541E589A-3DA5-447C-A05C-4AC8E0402F5D}_4","N-S","MLK JR WAY","16th","15th","West","MLK JR WAY from 16th to 15th , West","7.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"113.48007212","8:00 AM","6:00 PM","0","{D122DBA8-36A3-4BDE-AD17-8CC31903C2C0}","113.480134296"
"MULTILINESTRING ((-122.27357382140609 37.80753310462851, -122.27366721412533 37.807376898336116))","618","133818","{2CECC732-B53E-442D-9ED1-27DFB700B9F4}","{61048B08-CD02-4CFB-A853-60D994C70648}","{61048B08-CD02-4CFB-A853-60D994C70648}_4","N-S","JEFFERSON","16th","17th","East","JEFFERSON from 16th to 17th , East","4.0","0.0","No Parking","4.0",,,,,,,,,,,"62.95318198",,,"0","{2F51B945-263B-4D73-88C4-373E615554CC}","62.953209495"
"MULTILINESTRING ((-122.27264208212225 37.807179515707716, -122.27346515741536 37.80749186751588))","619","133819","{41E9C3EA-9D34-4834-9002-0BD27DAEEE6A}","{765C9BF5-48F4-4763-8C68-BE91A88C82BB}","{765C9BF5-48F4-4763-8C68-BE91A88C82BB}_2","E-W","17th","JEFFERSON","CLAY","South","17th from JEFFERSON to CLAY , South","11.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"263.58332145","8:00 AM","6:00 PM","0","{27C5C2B1-46EF-4C8C-A4D8-0B9B702B9494}","263.583450769"
"MULTILINESTRING ((-122.27490020382764 37.80753540596976, -122.27440798078159 37.80734095345856))","620","133839","{379C833D-B7A5-41AA-96F1-8882D4FDBD5F}","{48D920DB-C749-4550-B939-2F7C7E0EE925}","{48D920DB-C749-4550-B939-2F7C7E0EE925}_5","E-W","16th","JEFFERSON","MLK JR WAY","North","16th from JEFFERSON to MLK JR WAY , North","9.0","4.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"158.85336173","8:00 AM","6:00 PM","0","{AB39E323-A1F0-49B4-B751-6366F773C177}","158.85338073"
"MULTILINESTRING ((-122.27398107016555 37.807172299753205, -122.27383321701838 37.8074196096659))","621","133842","{0CD67432-94EF-4325-8372-93B82C8304FA}","{B15EEF40-A9D5-4510-AE1A-C8B016C17DBE}","{B15EEF40-A9D5-4510-AE1A-C8B016C17DBE}_3","N-S","JEFFERSON","17th","16th","West","JEFFERSON from 17th to 16th , West","7.0","5.0","Yellow Curb","3.0",,,,,,,,,,,"99.66823016",,,"0","{BCD885EE-DE58-4007-AFEA-613F26F84A8B}","99.6681420191"
"MULTILINESTRING ((-122.27313241985922 37.80751780130499, -122.27266717837155 37.80734124350736))","622","133868","{D8CD483C-1F7E-4D34-8DA7-DD80C664E29B}","{2DCF6753-5D45-4BCF-842B-C0C60CA7459B}","{2DCF6753-5D45-4BCF-842B-C0C60CA7459B}_2","E-W","17th","CLAY","JEFFERSON","North","17th from CLAY to JEFFERSON , North","8.0","5.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"148.99010989","8:00 AM","6:00 PM","0","{B51DED74-F705-48E6-BCDA-65F307D88856}","148.990065409"
"MULTILINESTRING ((-122.26896615622127 37.80768222812222, -122.26920924186938 37.807305501855474))","623","133879","{ADBB10B4-43B2-44DB-B44A-0F515BF570C6}","{9BE9C54B-013F-4FDC-9777-FA001219E1BE}","{9BE9C54B-013F-4FDC-9777-FA001219E1BE}_4","N-S","BROADWAY","17th","19th","East","BROADWAY from 17th to 19th , East","2.0","0.0","No Parking","4.0",,,,,,,,,,,"154.106101",,,"0","{FD122244-CBE0-4A45-900E-798DB387F5C0}","154.106004512"
"MULTILINESTRING ((-122.26793384933873 37.807268777944074, -122.26861952434409 37.80754339953784))","624","133880","{7C44C5D5-CA17-4497-9DC5-FEE685140908}","{B7166F25-ABB6-4CC8-89E2-1CA26495220F}","{B7166F25-ABB6-4CC8-89E2-1CA26495220F}_4","E-W","19th","BROADWAY","FRANKLIN","South","19th from BROADWAY to FRANKLIN , South","4.0","0.0","No Parking","4.0",,,,,,,,,,,"221.89661654",,,"0","{0863D01B-4122-46C9-90C1-4317223FC21D}","221.896838504"
"MULTILINESTRING ((-122.26972654276216 37.80681780279574, -122.26947742301466 37.80719866977483))","625","133902","{5B4292A8-B780-4C56-A99A-1C59D7B9A12F}","{BBBBAC7E-83C1-46D1-8F4A-BDE8B2830380}","{BBBBAC7E-83C1-46D1-8F4A-BDE8B2830380}_5","N-S","BROADWAY","19th","17th","West","BROADWAY from 19th to 17th , West","18.0","8.0","Meter","5.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"156.24515095","8:00 AM","6:00 PM","0","{9E0C4446-E5C3-4AB2-B616-B74D2949E11C}","156.245070136"
"MULTILINESTRING ((-122.27217877788247 37.80752783866605, -122.27212648813371 37.80736934820196, -122.27206816489704 37.80719267596035))","626","133928","{2C51A26C-2BA1-4953-A39A-7919788C3294}","{CFE54EF9-B03A-4D6D-8358-7F2C527DCFAB}","{CFE54EF9-B03A-4D6D-8358-7F2C527DCFAB}_1","N-S","SAN PABLO","17th","18th","East","SAN PABLO from 17th to 18th , East","4.0","0.0","No Parking","1.0",,,,,,,,,,,"126.15486684",,,"0","{EF9BDF2C-9E0A-46A4-AFA7-7EDB7A0632A3}","126.154914151"
"MULTILINESTRING ((-122.27031169706467 37.80756581693488, -122.27102246163633 37.80767979511994))","627","133946","{4FFA2930-634E-4DCA-9447-9AB637DF2D4F}","{3A877337-122E-48B8-B716-BDED3BED20F0}","{3A877337-122E-48B8-B716-BDED3BED20F0}_6","E-W","18th","SAN PABLO","TELEGRAPH","South","18th from SAN PABLO to TELEGRAPH , South","22.0","8.0","Meter","6.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"209.48825669","8:00 AM","6:00 PM","0","{82FADAA4-D05E-474D-A808-D747E0218D1E}","209.488153228"
"MULTILINESTRING ((-122.27241600125082 37.80725732966893, -122.27242601464312 37.80734800141802, -122.27247847563386 37.807566161988206))","628","133954","{CBE1F213-CBF6-4E56-9E54-49AE0A116E05}","{834EBA25-9575-4DD0-BEB3-C822CBB77742}","{834EBA25-9575-4DD0-BEB3-C822CBB77742}_3","N-S","SAN PABLO","18th","17th","West","SAN PABLO from 18th to 17th , West","4.0","0.0","No Parking","3.0",,,,,,,,,,,"114.01266109",,,"0","{6D09BFD4-3D03-413C-B3B4-73E2BBA2546C}","114.012405554"
"MULTILINESTRING ((-122.27672497361804 37.80717021347581, -122.27696287466635 37.80679815013194))","629","133713","{0527A4EE-B6F0-48C1-A27C-A4AB773FBAA3}","{66160F07-C737-421E-88B8-1D90B28551FC}","{66160F07-C737-421E-88B8-1D90B28551FC}_3","N-S","CASTRO","14th","15th","East","CASTRO from 14th to 15th , East","8.0","7.0","Unmarked","3.0",,,,,,,,,,,"151.9135075",,,"0","{8E9804C3-01F5-4846-9170-0F0EECE48CA6}","151.913347569"
"MULTILINESTRING ((-122.27542481823288 37.80758773779323, -122.27616400930862 37.80787542284786))","630","133970","{25DE749D-8DD4-4072-B9D0-06C7B746317C}","{35977163-EFD2-4474-895A-A3443567AE04}","{35977163-EFD2-4474-895A-A3443567AE04}_2","E-W","16th","CASTRO","MLK JR WAY","South","16th from CASTRO to MLK JR WAY , South","11.0","10.0","Unmarked","2.0",,,,,,,,,,,"237.85676318",,,"0","{64CBD1EE-0429-405F-8848-F9FC1BDBCD74}","237.856835961"
"MULTILINESTRING ((-122.26549288199445 37.80648136982624, -122.2651770210909 37.806991353065946))","631","133980","{445A1C03-94B9-487B-B6B2-5C712724067A}","{A4903B16-ADA3-48B4-A924-CEA9BDA38CC8}","{A4903B16-ADA3-48B4-A924-CEA9BDA38CC8}_5","N-S","HARRISON","20th","19th","West","HARRISON from 20th to 19th , West","21.0","10.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"206.90598347","8:00 AM","6:00 PM","0","{A8151DD8-2333-4223-9A7C-4609F1B71024}","206.906134743"
"MULTILINESTRING ((-122.26410384676632 37.80801454826968, -122.26385096313685 37.80787697913033, -122.26384427489776 37.80787294993711, -122.26384325671238 37.8078722613409, -122.26369667792288 37.80777157168842))","632","134017","{5FFEE84F-BC59-4B5A-97AF-AD9DAED7DC50}","{082FB1BC-6394-4BDA-9A0C-1F704289D492}","{082FB1BC-6394-4BDA-9A0C-1F704289D492}_","E-W","20th","LAKESIDE","HARRISON","North","20th from LAKESIDE to HARRISON , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"147.40485905",,,"0","{54D603C4-A440-439A-A7E7-77D8BB8E7C42}","147.405004623"
"MULTILINESTRING ((-122.27484420028073 37.807842230617965, -122.27498776855606 37.80761268046606))","633","134018","{EF84F108-744F-4442-AC53-6B2A80E956D6}","{DBBC4683-F9D5-4B23-B7AA-ECA7E4397F7C}","{DBBC4683-F9D5-4B23-B7AA-ECA7E4397F7C}_2","N-S","MLK JR WAY","16th","17th","East","MLK JR WAY from 16th to 17th , East","6.0","5.0","Unmarked","2.0",,,,,,,,,,,"93.30946311",,,"0","{A3D7EC3E-3DFF-4878-9ECE-960D9669E652}","93.3093942265"
"MULTILINESTRING ((-122.27388593376757 37.80765566694798, -122.2745821299753 37.80793216602198, -122.27458666289934 37.807934102052066, -122.27459500524364 37.80793845091014, -122.27465441763948 37.80797347545584))","634","134019","{874CE169-DDED-48C1-B773-BD5D6EB1B0B9}","{2E2C666B-604B-47E5-8B96-CC593DF000EF}","{2E2C666B-604B-47E5-8B96-CC593DF000EF}_2","E-W","17th","MLK JR WAY","JEFFERSON","South","17th from MLK JR WAY to JEFFERSON , South","7.0","7.0","Unmarked","2.0",,,,,,,,,,,"250.67288388",,,"0","{D6BD82DB-32EF-47FA-9B99-05C74DE363D0}","250.672843382"
"MULTILINESTRING ((-122.2767886223376 37.807374495862376, -122.27679016605865 37.807375116953125, -122.27637017641837 37.80803196451042))","635","134028","{B245DC0D-585E-431C-B374-08E6D1D42362}","{EFE069FE-550D-4DC0-A0FD-D3ABD59DE013}","{EFE069FE-550D-4DC0-A0FD-D3ABD59DE013}_","N-S","CASTRO","16th","15th","West","CASTRO from 16th to 15th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"268.68928102",,,"0","{9FDC991D-6211-4DE1-B52E-42753151BCB2}","268.689495606"
"MULTILINESTRING ((-122.27576833930668 37.80787437056091, -122.2751643215685 37.807639291911634))","636","134029","{EA69C681-272B-415A-9F3A-6F1B4E89FA3A}","{E523ABAB-23B3-4BF8-A467-42400A8561DC}","{E523ABAB-23B3-4BF8-A467-42400A8561DC}_3","E-W","16th","MLK JR WAY","CASTRO","North","16th from MLK JR WAY to CASTRO , North","11.0","7.0","Fire Department Only","3.0",,,,,,,,,,"Not included in original count - verified by Streetview when occupancies were consistenly higher than 200% -- question is, do we include or not? Not publicly available","194.36098326",,,"0","{870665E8-55D7-4A70-8915-0F5157A0090A}","194.36097125"
"MULTILINESTRING ((-122.26990510857641 37.807956811082896, -122.26997834942377 37.80764220282321))","637","134035","{11664456-771B-4C03-8596-A3F544C10CF5}","{525A8E9E-9FB1-436A-BBD7-0D968EB63C71}","{525A8E9E-9FB1-436A-BBD7-0D968EB63C71}_2","N-S","TELEGRAPH","18th","19th","East","TELEGRAPH from 18th to 19th , East","6.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"116.49408343","8:00 AM","6:00 PM","0","{604680A7-137D-488A-A78F-3A29B848DFF6}","116.493888562"
"MULTILINESTRING ((-122.26924812125347 37.80779539672753, -122.26975485576806 37.807997780620894))","638","134036","{28E8CAA9-64B3-4F33-BF50-BF125EA3BF23}","{09A0FDB5-3B3A-4948-9756-636750DF53C5}","{09A0FDB5-3B3A-4948-9756-636750DF53C5}_2","E-W","19th","TELEGRAPH","BROADWAY","South","19th from TELEGRAPH to BROADWAY , South","8.0","8.0","Meter","2.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"163.89417066","8:00 AM","6:00 PM","0","{D927715A-3FD8-437F-A682-8BE82026C008}","163.894211919"
"MULTILINESTRING ((-122.2751643215685 37.807639291911634, -122.27487743336903 37.80809799130012))","639","134058","{93E1042D-AFC7-4AFD-B0FD-8E9971256481}","{E095666A-FFA0-48B9-8C5D-D0813420CAB8}","{E095666A-FFA0-48B9-8C5D-D0813420CAB8}_","N-S","MLK JR WAY","17th","16th","West","MLK JR WAY from 17th to 16th , West","3.0","3.0","Fire Department Only","0.0",,,,,,,,,,"Not included in original count - verified by Streetview when occupancies were consistenly higher than 200% -- question is, do we include or not? Not publicly available","186.45605526",,,"0","{7EEC025D-344E-4483-A216-1827630A3BAD}","186.456062549"
"MULTILINESTRING ((-122.2732681464611 37.80802459539963, -122.27343909972079 37.80775124976722))","640","134062","{EE8678B0-03A5-422F-9E66-1B30F2F1D6D9}","{A0ED68A8-8A20-4E74-BBE5-F914F5068482}","{A0ED68A8-8A20-4E74-BBE5-F914F5068482}_2","N-S","JEFFERSON","17th","18th","East","JEFFERSON from 17th to 18th , East","4.0","4.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"111.11065718","8:00 AM","6:00 PM","0","{3C10B421-E2C8-46CE-81BA-C5BCBB544A0A}","111.110897879"
"MULTILINESTRING ((-122.27266307861413 37.8078963768322, -122.27312521482084 37.80807146467164))","641","134063","{EC588C9E-D5A3-4E1C-8C6B-3F2309CA23E5}","{3D92B28E-6D17-4EB3-92C2-3961EA22BFD3}","{3D92B28E-6D17-4EB3-92C2-3961EA22BFD3}_2","E-W","18th","JEFFERSON","SAN PABLO","South","18th from JEFFERSON to SAN PABLO , South","8.0","8.0","Unmarked","1.0",,,,,,,,,,,"147.94893236",,,"0","{519D8367-5802-41C7-AA11-CDF233D694C7}","147.948954927"
"MULTILINESTRING ((-122.2635179712117 37.808185226341436, -122.26410395686455 37.80801444929522))","642","134068","{626F44A5-F6BE-4D25-A50A-D486070B4AB0}","{71253CFD-21F8-4C32-A29D-9937F82E4C55}","{71253CFD-21F8-4C32-A29D-9937F82E4C55}_","N-S","HARRISON","20th","21st","East","HARRISON from 20th to 21st , East","0.0","0.0","No Parking","0.0",,,,,,,,,,"new entry to match MTC ids - confusing (area around kaiser triangle)","180.34678202",,,"0","{8AEB6A18-4EAA-4F65-8DED-E36F727FB452}","180.346632995"
"MULTILINESTRING ((-122.274205156944 37.80793599816058, -122.27370861356972 37.807738792424765))","643","134082","{4F4C2864-BE24-41E6-87E3-1E9041BB45A3}","{3AEB5A6F-ED69-4AA6-82D0-A2BFD1E6260C}","{3AEB5A6F-ED69-4AA6-82D0-A2BFD1E6260C}_2","E-W","17th","JEFFERSON","MLK JR WAY","North","17th from JEFFERSON to MLK JR WAY , North","14.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"160.41731782","8:00 AM","6:00 PM","0","{60DC9522-6AE8-4777-8E5A-C81F7FD1D397}","160.417182296"
"MULTILINESTRING ((-122.27365371465216 37.8077169883974, -122.27354294495989 37.80789410930911))","644","134090","{B4653619-C46E-4E2A-A9CE-30154AF332AE}","{FE1F20EA-3E61-4556-8706-84C8178874F7}","{FE1F20EA-3E61-4556-8706-84C8178874F7}_4","N-S","JEFFERSON","18th","17th","West","JEFFERSON from 18th to 17th , West","5.0","0.0","No Parking","4.0",,,,,,,,,,,"71.99649278",,,"0","{8D4F03A8-4942-417A-95DA-10E59675A033}","71.9965446945"
"MULTILINESTRING ((-122.26369667792288 37.80777157168842, -122.26366812002738 37.80784992848806, -122.26366669044555 37.8078534861054, -122.26351727459804 37.80819305451395))","645","134101","{226B9A81-FD09-47C0-8AE2-4002FB4F25B2}","{45586735-4F05-4229-896C-FE96B8B127F2}","{45586735-4F05-4229-896C-FE96B8B127F2}_","N-S","LAKESIDE","LAKESIDE","HARRISON","West","LAKESIDE from LAKESIDE to HARRISON , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"162.02287476",,,"0","{6702B812-1381-45EE-8801-14F0AEEF5241}","162.022937282"
"MULTILINESTRING ((-122.27014570545883 37.80767928103195, -122.27009245379809 37.807908027433164))","646","134111","{9BBB28A2-CD9D-459C-B050-C9AF1B0FF1A0}","{50EBF582-3BB7-4B67-8F1D-3B5122CFF7D8}","{50EBF582-3BB7-4B67-8F1D-3B5122CFF7D8}_3","N-S","TELEGRAPH","19th","18th","West","TELEGRAPH from 19th to 18th , West","2.0","0.0","No Parking","3.0",,,,,,,,,,,"84.70059328",,,"0","{1D307F2C-7C15-4612-B4B6-9268A9221B50}","84.7007291936"
