"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"700 Merriam St","Chattanooga","TN","37405","2022-08-22T22:00:00.000","TN0330100","A4","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-091576","4","Inactive/Suspended","35.071920999999996","-85.311401","POINT (-85.311401 35.071921)","1"
"6100 Shallowford Rd","Chattanooga","TN","37421","2022-08-22T19:45:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091540","4","Inactive/Suspended","35.052203","-85.18209","POINT (-85.18209 35.052203)","6"
"6400 E Brainerd Rd","Chattanooga","TN","37421","2022-08-22T19:34:00.000","TN0330100","C4","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-091682","3","Pending/Possible Leads","35.018626","-85.193524","POINT (-85.193524 35.018626)","6"
"2100 Shepherd Rd","Chattanooga","TN","37421","2022-08-22T19:00:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091566","3","Pending/Possible Leads","35.043554","-85.181537","POINT (-85.181537 35.043554)","6"
"600 Carriage Parc Dr","Chattanooga","TN","37421","2022-08-22T18:25:00.000","TN0330100","C8","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-091362","3","Pending/Possible Leads","35.010979999999996","-85.164852","POINT (-85.164852 35.01098)","4"
"3700 4th Ave","Chattanooga","TN","37407","2022-08-22T18:10:00.000","TN0330100","B9","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-091354","4","Inactive/Suspended","34.998996000000005","-85.28942500000001","POINT (-85.289425 34.998996)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-22T17:50:00.000","TN0330100","C3","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091350","2","Cleared by Arrest","35.008436","-85.205269","POINT (-85.205269 35.008436)","6"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-22T17:43:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-091334","3","Pending/Possible Leads","35.037813","-85.1533","POINT (-85.1533 35.037813)","4"
"E 46th St & 10th Ave","Chattanooga","TN","37407","2022-08-22T17:33:00.000","TN0330100","B9","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-091331","4","Inactive/Suspended","34.9906007","-85.289318","POINT (-85.289318 34.9906007)","7"
"700 Broad St","Chattanooga","TN","37402","2022-08-22T17:30:00.000","TN0330100","A7","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-091580","3","Pending/Possible Leads","35.047836","-85.311841","POINT (-85.311841 35.047836)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-22T17:15:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-091319","2","Cleared by Arrest","35.009538","-85.204876","POINT (-85.204876 35.009538)","6"
"300 Garden Rd","Chattanooga","TN","37419","2022-08-22T17:03:00.000","TN0330100","A13","Adam S","23H","All Other Larceny","Part 1 Crimes","22-091311","3","Pending/Possible Leads","35.012106","-85.359201","POINT (-85.359201 35.012106)","1"
"2500 Bailey Ave","Chattanooga","TN","37404","2022-08-22T16:40:00.000","TN0330100","B5","Baker S","23D","Theft From Buildings","Part 1 Crimes","22-091336","2","Cleared by Arrest","35.029129999999995","-85.26685499999999","POINT (-85.266855 35.02913)","9"
"3900 Hixson Pike","Chattanooga","TN","37415","2022-08-22T15:00:00.000","TN0330100","A3","Adam N","23C","Shoplifting","Part 1 Crimes","22-094036","3","Pending/Possible Leads","35.11392","-85.263649","POINT (-85.263649 35.11392)","2"
"1200 Boynton Dr","Chattanooga","TN","37402","2022-08-22T14:10:00.000","TN0330100","A6","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-091256","3","Pending/Possible Leads","35.045721","-85.321072","POINT (-85.321072 35.045721)","7"
"300 Northgate Mall Dr","Chattanooga","TN","37343","2022-08-22T14:00:00.000","TN0330100","A2","Adam N","23H","All Other Larceny","Part 1 Crimes","22-091530","3","Pending/Possible Leads","35.127674","-85.236557","POINT (-85.236557 35.127674)","3"
"5900 Highway 153","Chattanooga","TN","37343","2022-08-22T13:27:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-091119","3","Pending/Possible Leads","35.165166","-85.24939599999999","POINT (-85.249396 35.165166)","3"
"4700 English Ave","Chattanooga","TN","37407","2022-08-22T12:00:00.000","TN0330100","B9","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-092376","4","Inactive/Suspended","34.988930999999994","-85.289948","POINT (-85.289948 34.988931)","7"
"3900 Forest Highland Dr","Chattanooga","TN","37415","2022-08-22T10:38:00.000","TN0330100","A3","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091189","4","Inactive/Suspended","35.114579000000006","-85.263812","POINT (-85.263812 35.114579)","2"
"3500 Broad St","Chattanooga","TN","37409","2022-08-22T10:35:00.000","TN0330100","A11","Adam S","23C","Shoplifting","Part 1 Crimes","22-091188","3","Pending/Possible Leads","35.012772","-85.32615","POINT (-85.32615 35.012772)","7"
"300 N Holtzclaw Ave","Chattanooga","TN","37404","2022-08-22T10:30:00.000","TN0330100","B4","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091250","4","Inactive/Suspended","35.042236","-85.281779","POINT (-85.281779 35.042236)","8"
"600 E 11th St","Chattanooga","TN","37403","2022-08-22T08:32:00.000","TN0330100","A9","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-091144","3","Pending/Possible Leads","35.041245","-85.302638","POINT (-85.302638 35.041245)","8"
"900 Carter St","Chattanooga","TN","37402","2022-08-22T08:31:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-091143","3","Pending/Possible Leads","35.045335","-85.312951","POINT (-85.312951 35.045335)","7"
"7800 Holiday Hills Cir","Chattanooga","TN","37416","2022-08-22T08:28:00.000","TN0330100","C5","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091137","4","Inactive/Suspended","35.079868","-85.168176","POINT (-85.168176 35.079868)","5"
"1500 Duncan Ave","Chattanooga","TN","37404","2022-08-22T07:51:00.000","TN0330100","B5","Baker S","23H","All Other Larceny","Part 1 Crimes","22-091126","4","Inactive/Suspended","35.036741","-85.279213","POINT (-85.279213 35.036741)","9"
"1400 Market St","Chattanooga","TN","37402","2022-08-22T06:46:00.000","TN0330100","A9","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-092826","3","Pending/Possible Leads","35.037622999999996","-85.30817099999999","POINT (-85.308171 35.037623)","7"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-22T06:00:00.000","TN0330100","A13","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091111","4","Inactive/Suspended","35.019141000000005","-85.376167","POINT (-85.376167 35.019141)","1"
"200 Northgate Mall Dr","Chattanooga","TN","37415","2022-08-22T02:30:00.000","TN0330100","A2","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-091094","3","Pending/Possible Leads","35.131377","-85.240025","POINT (-85.240025 35.131377)","3"
"1700 Williams St","Chattanooga","TN","37408","2022-08-22T01:31:00.000","TN0330100","A10","Adam S","23H","All Other Larceny","Part 1 Crimes","22-091081","2","Cleared by Arrest","35.034127","-85.310301","POINT (-85.310301 35.034127)","7"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-22T01:15:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-091182","2","Cleared by Arrest","35.036369","-85.145925","POINT (-85.145925 35.036369)","4"
"1800 E 4th St","Chattanooga","TN","37404","2022-08-22T00:00:00.000","TN0330100","B4","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091082","4","Inactive/Suspended","35.040149","-85.27314399999999","POINT (-85.273144 35.040149)","8"
"800 Intermont Rd","Chattanooga","TN","37415","2022-08-21T23:30:00.000","TN0330100","A3","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091591","4","Inactive/Suspended","35.107914","-85.27492799999999","POINT (-85.274928 35.107914)","2"
"1200 Cypress Street Ct","Chattanooga","TN","37402","2022-08-21T23:30:00.000","TN0330100","A6","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-091438","3","Pending/Possible Leads","35.043906","-85.317989","POINT (-85.317989 35.043906)","7"
"700 Intermont Rd","Chattanooga","TN","37415","2022-08-21T22:00:00.000","TN0330100","A3","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091128","4","Inactive/Suspended","35.107526","-85.27774299999999","POINT (-85.277743 35.107526)","2"
"700 Spears Ave","Chattanooga","TN","37405","2022-08-21T21:32:00.000","TN0330100","A4","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-091016","4","Inactive/Suspended","35.071763000000004","-85.30931199999999","POINT (-85.309312 35.071763)","1"
"5900 Shallowford Rd","Chattanooga","TN","37404","2022-08-21T20:10:00.000","TN0330100","C4","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-091012","4","Inactive/Suspended","35.029112","-85.28178799999999","POINT (-85.281788 35.029112)","8"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-21T19:45:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-091000","3","Pending/Possible Leads","35.008685","-85.205853","POINT (-85.205853 35.008685)","6"
"3900 Marigold Dr","Chattanooga","TN","37421","2022-08-21T19:30:00.000","TN0330100","C1","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-090987","3","Pending/Possible Leads","35.061091","-85.210712","POINT (-85.210712 35.061091)","5"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-21T17:47:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-090951","2","Cleared by Arrest","35.016171","-85.376367","POINT (-85.376367 35.016171)","1"
"3700 4th Ave","Chattanooga","TN","37407","2022-08-21T17:30:00.000","TN0330100","B9","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-091145","4","Inactive/Suspended","35.000266","-85.290366","POINT (-85.290366 35.000266)","7"
"6100 Lee Hwy","Chattanooga","TN","37421","2022-08-21T16:00:00.000","TN0330100","C4","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090921","4","Inactive/Suspended","35.030627","-85.190435","POINT (-85.190435 35.030627)","6"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-21T14:11:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-090889","2","Cleared by Arrest","35.015705999999994","-85.377295","POINT (-85.377295 35.015706)","1"
"100 Wert St","Chattanooga","TN","37405","2022-08-21T10:30:00.000","TN0330100","A4","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-090868","3","Pending/Possible Leads","35.07667","-85.310157","POINT (-85.310157 35.07667)","1"
"7800 Basswood Dr","Chattanooga","TN","37416","2022-08-21T09:39:00.000","TN0330100","C5","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090807","4","Inactive/Suspended","35.082482999999996","-85.16896200000001","POINT (-85.168962 35.082483)","5"
"1300 E 3rd St","Chattanooga","TN","37404","2022-08-21T08:33:00.000","TN0330100","B4","Baker N","23D","Theft From Buildings","Part 1 Crimes","22-090799","2","Cleared by Arrest","35.042817","-85.27874","POINT (-85.27874 35.042817)","8"
"1300 E 3rd St","Chattanooga","TN","37404","2022-08-21T08:33:00.000","TN0330100","B4","Baker N","23C","Shoplifting","Part 1 Crimes","22-090799","2","Cleared by Arrest","35.043467","-85.280034","POINT (-85.280034 35.043467)","8"
"3200 Calhoun Ave","Chattanooga","TN","37407","2022-08-21T08:21:00.000","TN0330100","B7","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-090793","4","Inactive/Suspended","35.006641","-85.294991","POINT (-85.294991 35.006641)","7"
"2400 Leann Cir","Chattanooga","TN","37406","2022-08-21T02:30:00.000","TN0330100","C2","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090806","4","Inactive/Suspended","35.057366","-85.22786099999999","POINT (-85.227861 35.057366)","5"
"1800 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-20T22:42:00.000","TN0330100","C8","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-090961","4","Inactive/Suspended","35.02462","-85.155221","POINT (-85.155221 35.02462)","4"
"5400 Hwy 153","Chattanooga","TN","37343","2022-08-20T22:13:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-090663","3","Pending/Possible Leads","35.140412999999995","-85.24836099999999","POINT (-85.248361 35.140413)","3"
"100 Market St","Chattanooga","TN","37402","2022-08-20T22:00:00.000","TN0330100","A7","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-091180","3","Pending/Possible Leads","35.054531","-85.30857900000001","POINT (-85.308579 35.054531)","7"
"4800 58 Hwy","Chattanooga","TN","37416","2022-08-20T21:35:00.000","TN0330100","C5","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090640","3","Pending/Possible Leads","35.090694","-85.182237","POINT (-85.182237 35.090694)","5"
"400 Northmont Rd","Chattanooga","TN","37343","2022-08-20T21:18:00.000","TN0330100","A1","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-090633","3","Pending/Possible Leads","35.166726999999995","-85.238208","POINT (-85.238208 35.166727)","3"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-20T21:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090645","3","Pending/Possible Leads","35.035047","-85.146177","POINT (-85.146177 35.035047)","4"
"2500 Market St","Chattanooga","TN","37408","2022-08-20T20:20:00.000","TN0330100","A10","Adam S","23H","All Other Larceny","Part 1 Crimes","22-090631","3","Pending/Possible Leads","35.026978","-85.309591","POINT (-85.309591 35.026978)","7"
"500 Derby St","Chattanooga","TN","37404","2022-08-20T20:00:00.000","TN0330100","B4","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090794","3","Pending/Possible Leads","35.040611000000006","-85.26295599999999","POINT (-85.262956 35.040611)","8"
"300 Broad St","Chattanooga","TN","37402","2022-08-20T19:52:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-090623","3","Pending/Possible Leads","35.051991","-85.311384","POINT (-85.311384 35.051991)","7"
"900 E 3rd St","Chattanooga","TN","37403","2022-08-20T19:46:00.000","TN0330100","A8","Adam S","23H","All Other Larceny","Part 1 Crimes","22-090617","3","Pending/Possible Leads","35.049040000000005","-85.29127899999999","POINT (-85.291279 35.04904)","8"
"400 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-08-20T19:29:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-090615","3","Pending/Possible Leads","35.044406","-85.30293099999999","POINT (-85.302931 35.044406)","8"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-20T18:10:00.000","TN0330100","C7","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-090601","4","Inactive/Suspended","35.037661","-85.154531","POINT (-85.154531 35.037661)","4"
"1300 Side Creek Way","Chattanooga","TN","37421","2022-08-20T16:41:00.000","TN0330100","C8","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090565","4","Inactive/Suspended","35.008887","-85.16014000000001","POINT (-85.16014 35.008887)","4"
"400 N Market St","Chattanooga","TN","37405","2022-08-20T16:30:00.000","TN0330100","A4","Adam N","23C","Shoplifting","Part 1 Crimes","22-090575","3","Pending/Possible Leads","35.065896","-85.308807","POINT (-85.308807 35.065896)","2"
"4700 58 Hwy","Chattanooga","TN","37416","2022-08-20T16:20:00.000","TN0330100","C5","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090573","3","Pending/Possible Leads","35.087567","-85.189129","POINT (-85.189129 35.087567)","5"
"1300 Passenger St","Chattanooga","TN","37408","2022-08-20T16:15:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-090569","3","Pending/Possible Leads","35.036338","-85.300786","POINT (-85.300786 35.036338)","8"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-20T15:25:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090536","2","Cleared by Arrest","35.029996000000004","-85.152704","POINT (-85.152704 35.029996)","4"
"1200 Mccallie Ave","Chattanooga","TN","37404","2022-08-20T15:05:00.000","TN0330100","B5","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-090529","4","Inactive/Suspended","35.038015","-85.28464600000001","POINT (-85.284646 35.038015)","8"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-20T15:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090557","3","Pending/Possible Leads","35.036416","-85.14569","POINT (-85.14569 35.036416)","4"
"1000 Market St","Chattanooga","TN","37402","2022-08-20T15:00:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-092817","3","Pending/Possible Leads","35.045151999999995","-85.309138","POINT (-85.309138 35.045152)","7"
"2000 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-20T14:45:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-090526","3","Pending/Possible Leads","35.031304","-85.161079","POINT (-85.161079 35.031304)","4"
"4300 Brainerd Rd","Chattanooga","TN","37411","2022-08-20T14:30:00.000","TN0330100","C2","Charlie S","23B","Purse Snatching","Part 1 Crimes","22-090530","3","Pending/Possible Leads","35.015576","-85.23468199999999","POINT (-85.234682 35.015576)","6"
"Camden St & Bradt St","Chattanooga","TN","37406","2022-08-20T13:38:00.000","TN0330100","B2","Baker N","23H","All Other Larceny","Part 1 Crimes","22-090510","3","Pending/Possible Leads","35.054134999999995","-85.262329","POINT (-85.262329 35.054135)","8"
"3900 10th Ave","Chattanooga","TN","37407","2022-08-20T10:37:00.000","TN0330100","B9","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-090450","4","Inactive/Suspended","34.997365","-85.283964","POINT (-85.283964 34.997365)","7"
"3900 10th Ave","Chattanooga","TN","37407","2022-08-20T10:37:00.000","TN0330100","B9","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-090450","4","Inactive/Suspended","34.996561","-85.283361","POINT (-85.283361 34.996561)","7"
