"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2020","SYEP","NYCHA MAP","Educational Services; Jobs and Internships","The Children's Aid Society","Patterson Community Center","Bronx","340 MORRIS AVENUE","Bronx","NY","10451","40.8135891","-73.9248474","1005092","236003","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","51","Bronx Neighborhood Development Area 003","BX39","2091127","2023250001","POINT (-73.9248474 40.8135891)","Mott Haven-Port Morris","N/A","N/A","91031",
"2020","CSBG","Housing","Community Services; Family Support; Housing Support; Immigrant Services","West Bronx Housing & Neighborhood Resource Center","West Bronx Housing & Neighborhood Resource Center","Bronx","220 EAST 204 STREET","BRONX","NY","10458","40.87445511","-73.88557436","1015895","257886","Bronx CD 007","Bronx CD 007","Council District 011 Bronx","413","NDA007X","BX05","2017268","2033090010","POINT (-73.88557436 40.87445511)","Bedford Park-Fordham North","N/A","N/A","811207A",
"2021","Literacy and Immigrant Services","Adult Literacy - NDA (ABE/HSE/Spanish HSE)","Educational Services","RiseBoro Community Partnership Inc","RiseBoro Youth Center","Brooklyn","1474 GATES AVENUE","Brooklyn","NY","11237","40.69780111","-73.91382024","1008123","193511","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","Brooklyn Neighborhood Development Area 004","BK77","3387654","3033440016","POINT (-73.91382024 40.69780111)","Bushwick North","125","132","840503B",
"2021","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","I Challenge Myself, Inc","High School for Media and Communications","Manhattan","549 AUDUBON AVENUE","New York","NY","10040","40.85585507","-73.92711993","1004430","251133","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","277","NDA012M","MN35","1076751","1021600018","POINT (-73.92711993 40.85585507)","Washington Heights North","20","7","210010A","210010-2"
"2020","Discretionary","Over Threshold","Community Services","ComuniLife, Inc.","Life is Precious Brooklyn site","Brooklyn","113 THROOP AVENUE","Brooklyn","NY","11206","40.7011256","-73.944664","999563","194634","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","507","NDA002X","BK75","3061499","3022750001","POINT (-73.944664 40.7011256)","Bedford","N/A","N/A","32254R",
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Opportunities for a Better Tomorrow Inc","Opportunities for a Better Tomorrow","Brooklyn","783 FOURTH AVENUE","Brooklyn","NY","11232","40.65892792","-73.99893951","984453","179466","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","101","NDA004K","BK32","3009757","3006610005","POINT (-73.99893951 40.65892792)","Sunset Park West","294","270","766610A",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Learning Through An Expanded Arts Program, Inc.","PAVE Academy Charter School: Red Hook","Brooklyn","732 HENRY STREET","Brooklyn","NY","11231","40.67592738","-74.00337082","983315","185535","Brooklyn CD 006","Brooklyn CD 006","Council District 038 Brooklyn","59","Out of NDA","BK33","3397377","3005390024","POINT (-74.00337082 40.67592738)","Carroll Gardens-Columbia Street-Red Hook","91","60","142144A","142144-2"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","South Asian Youth Action SAYA Inc","P.S. 124 Osmond A Church","Queens","129-15 150 AVENUE","QUEENS","NY","11420","40.66505772","-73.8117011","1036489","181631","Queens CD 010","Queens CD 010","Council District 028 Queens","84602","NDA Not-defined","QN55","4257530","4118820001","POINT (-73.8117011 40.66505772)","South Ozone Park","171","192","126124A","126124"
"2021","RHY","Transitional Independent Living (TIL)",,"Project Hospitality, Inc",,"Staten Island",,"Staten Island","NY","10303",,,,,"Richmond CD 001","Richmond CD 001","Council District 049 Richmond",,"NDA001R","SI12",,,,"Mariner's Harbor-Arlington-Port Ivory-Graniteville","N/A","N/A","9329C",
"2020","Discretionary","Over Threshold","Community Services","Museum of Contemporary African Diasporian Arts","MS 267","Brooklyn","800 GATES AVENUE","Brooklyn","NY","11221","40.6878785","-73.9322228","1003317","190098","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","293","NDA003K","BK35","3044657","3016360001","POINT (-73.9322228 40.6878785)","Stuyvesant Heights","N/A","N/A","93177R",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Inwood Community Services, Inc.","P.S. 189","Manhattan","2580 AMSTERDAM AVENUE","New York","NY","10040","40.85263035","-73.92760422","1004278","249922","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","277","NDA012M","MN35","1076750","1021590051","POINT (-73.92760422 40.85263035)","Washington Heights North","157","107","126040A","126040"
"2020","Discretionary","Over Threshold","Community Services","TSQ, Inc DBA Tomchei Shabbos of Queens","TSQ, INC DBA SHABBOS OF QUEENS","Queens","129-01 METROPOLITAN AVENUE","Kew Gardens","NY","11415","40.703977","-73.823262","1033235","195733","Queens CD 009","Queens CD 009","Council District 029 Queens","138","NDA Not-defined","QN60","4193302","4092500058","POINT (-73.823262 40.703977)","Kew Gardens","N/A","N/A","48262R",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Kips Bay Boys and Girls Club Inc","M.S. 101 Edward R. Byrne","Bronx","2750 LAFAYETTE AVENUE","BRONX","NY","10465","40.82747095","-73.82975278","1031366","240793","Bronx CD 010","Bronx CD 010","Council District 013 Bronx","152","NDA Not-defined","BX52","2080231","2055470001","POINT (-73.82975278 40.82747095)","Schuylerville-Throgs Neck-Edgewater Park","50","34","135101C","135101"
"2020","Literacy and Immigrant Services","NDA Immigrant Services","Family Support; Immigrant Services","BronxWorks, Inc.","BronxWorks","Bronx","60 EAST TREMONT AVENUE","Bronx","NY","10453","40.85083389","-73.90815735","1009649","249397","Bronx CD 005","Bronx CD 005","Council District 009 Bronx","233.01","Bronx Neighborhood Development Area 005","BX41","2007915","2028280020","POINT (-73.90815735 40.85083389)","Mount Hope","N/A","N/A","810510A",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Queens Community House, Inc.","JHS 190 Russell Sage","Queens","68-17 AUSTIN STREET","Queens","NY","11375","40.72270704","-73.85169899","1025357","202613","Queens CD 006","Queens CD 006","Council District 029 Queens","71305","NDA Not-defined","QN17","4075214","4031720002","POINT (-73.85169899 40.72270704)","Forest Hills","300","126","99329A","99329-2"
"2020","Discretionary","Under Threshold","Community Services","Unique People Services, Inc","Arts Therapy","Bronx","2120 HUGHES AVENUE","Bronx","NY","10457","40.84972414","-73.88997247","1014748","248769","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","373","Bronx Neighborhood Development Area 009","BX17","2114116","2030810008","POINT (-73.88997247 40.84972414)","East Tremont","N/A","N/A","18173R",
"2020","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc.","Brooklyn","191 JORALEMON STREET","Brooklyn","NY","11201","40.69267025","-73.99178541","986528","191635","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","9","NDA Not-defined","BK09","3002244","3002550008","POINT (-73.99178541 40.69267025)","Brooklyn Heights-Cobble Hill","N/A","N/A","91084",
"2021","Discretionary","Over Threshold","Community Services","Black Veterans for Social Justice, Inc.","Black Veterans for Social Justice - Watchful Eye","Brooklyn","875 WILLIAMS AVENUE","Brooklyn","NY","11207","40.65403094","-73.89485424","1013425","177575","Brooklyn CD 018","Brooklyn CD 018","Council District 042 Brooklyn","982","NDA Not-defined","BK50","3229155","3081580035","POINT (-73.89485424 40.65403094)","Canarsie","N/A","N/A","93244S",
"2021","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Samuel Field YM & YWHA, Inc.","John Bowne High School","Queens","63-25 MAIN STREET","Flushing","NY","11367","40.73813895","-73.82494354","1032762","208249","Queens CD 008","Queens CD 008","Council District 024 Queens","809","Out of NDA","QN37","4439900","4065070001","POINT (-73.82494354 40.73813895)","Kew Gardens Hills","N/A","N/A","91132",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Variety Boys and Girls Club of Queens Inc","Variety Boys and Girls Club of Queens","Queens","21-12 30TH ROAD","Queens","NY","11102","40.76895514","-73.9282692","1004119","219436","Queens CD 001","Queens CD 001","Council District 022 Queens","79","NDA001Q","QN71","4006319","4005500007","POINT (-73.9282692 40.76895514)","Old Astoria","70","100","143171A","143171"
"2021","Discretionary","Under Threshold","Community Services","Everyone Reading Inc","Everybody Reading, Inc","Brooklyn","1 SMITH STREET","Brooklyn","NY","11201","40.69129676","-73.98734964","987775","191059","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","37","Brooklyn Neighborhood Development Area 002","BK38","3000438","3001550010","POINT (-73.98734964 40.69129676)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","N/A","N/A","32574S",
"2020","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","New York Center for Interpersonal Development Inc","Olympus Academy","Brooklyn","755 EAST 100 STREET","BROOKLYN","NY","11236","40.6457223","-73.89874","1012307","174532","Brooklyn CD 018","Brooklyn CD 018","Council District 046 Brooklyn","974","NDA Not-defined","BK50","3229773","3081880001","POINT (-73.89874 40.6457223)","Canarsie","N/A","N/A","91115",
"2020","Discretionary","Under Threshold","Community Services","New Wave Dance Youth & Community Development, Inc.","New Wave Dance Yoth and Community Development","Brooklyn","1286 E. 91ST STREET","Brooklyn","NY","11236","40.6383294","-73.902798","1011159","171866","Brooklyn CD 018","Brooklyn CD 018","Council District 018 Brooklyn","992","NDA Not-defined","BK50","3339146","3082177501","POINT (-73.902798 40.6383294)","Canarsie","N/A","N/A","28792R",
"2020","Discretionary","Under Threshold","Community Services","Vocal Village, Inc.","Vocal Village, Inc","Brooklyn","1515 PENNSYLVANIA AVENUE","Brooklyn","NY","11239","40.64507247","-73.87864906","1017926","174317","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","105801","NDA005K","BK93","3343603","3044520200","POINT (-73.87864906 40.64507247)","Starrett City","N/A","N/A","28850R",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Chinese-American Planning Council Inc","JHS 220 John J. Pershing","Brooklyn","4812 9 AVENUE","Brooklyn","NY","11220","40.64054447","-74.00073146","984047","172644","Brooklyn CD 012","Brooklyn CD 012","Council District 038 Brooklyn","108","NDA007K","BK34","3012824","3007780023","POINT (-74.00073146 40.64054447)","Sunset Park East","300","189","99315A","99315"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Bronx House Inc","Bronx Green Middle School","Bronx","2441 WALLACE AVENUE","BRONX","NY","10467","40.86210868","-73.86457656","1021709","253396","Bronx CD 011","Bronx CD 011","Council District 013 Bronx","330","NDA011X","BX07","2051313","2044320001","POINT (-73.86457656 40.86210868)","Bronxdale","111","112","142107A","142107"
"2020","Discretionary","Over Threshold","Community Services","Long Island Gay and Lesbian Youth, Inc.","Queens LGBT Center","Queens","37-18 NORTHERN BOULEVARD","Long Island City","NY","11101","40.7519244","-73.925419","1004946","213237","Queens CD 001","Queens CD 001","Council District 026 Queens","171","NDA Not-defined","QN31","4003103","4002140040","POINT (-73.925419 40.7519244)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","62349R",
"2021","Discretionary","Over Threshold","Community Services","New York City H2O, Inc.","CASA Ecology & Engineering of Ridgewood Reservoir - Maspeth High School","Queens","54-40 74 STREET","Elmhurst","NY","11373","40.72993884","-73.88748223","1015435","205233","Queens CD 005","Queens CD 005","Council District 030 Queens","49302","Out of NDA","QN30","4062864","4028030001","POINT (-73.88748223 40.72993884)","Maspeth","N/A","N/A","68460S",
"2021","Discretionary","Under Threshold","Community Services","University Settlement Society of New York","University Settlement Society of New York","Manhattan","184 ELDRIDGE STREET","New York","NY","10002","40.7205521","-73.9905885","986952","202126","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","18","NDA003M","MN27","1005483","1004150018","POINT (-73.9905885 40.7205521)","Chinatown","N/A","N/A","38659S",
"2021","RHY","Transitional Independent Living (TIL)",,"Under 21",,"Bronx",,"Bronx","NY","10472",,,,,"Bronx CD 009","Bronx CD 009","Council District 018 Bronx",,"Bronx Neighborhood Development Area 009","BX08",,,,"West Farms-Bronx River","N/A","N/A","9535A",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","P.S. 109","Brooklyn","1001 EAST 45 STREET","Brooklyn","NY","11203","40.63645477","-73.93358196","1002684","171161","Brooklyn CD 017","Brooklyn CD 017","Council District 045 Brooklyn","836","Out of NDA","BK91","3114526","3050220002","POINT (-73.93358196 40.63645477)","East Flatbush-Farragut","100","115","124227C","124227"
"2020","Discretionary","Under Threshold","Community Services","Children's Musuem of the Arts","Children's Museum of the Arts","Manhattan","103 CHARLTON STREET","New York","NY","10014","40.72740331","-74.00762178","982031","204288","Manhattan CD 002","Manhattan CD 002","Council District 003 Manhattan","37","NDA Not-defined","MN24","1010378","1005980058","POINT (-74.00762178 40.72740331)","SoHo-TriBeCa-Civic Center-Little Italy","N/A","N/A","32480R",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Queens Community House, Inc.","Queens Community House-Forest Hills","Queens","108-25 62 DRIVE","Forest Hills","NY","11375","40.73591016","-73.85021181","1025761","207424","Queens CD 006","Queens CD 006","Council District 029 Queens","745","NDA Not-defined","QN17","4432108","4021590002","POINT (-73.85021181 40.73591016)","Forest Hills","58","77","126150A","126150"
"2020","Discretionary","Over Threshold","Community Services","The New York Immigration Coalition Inc","P.S. 398Q","Queens","69-01 34 AVENUE","Woodside","NY","11377","40.75249308","-73.89692215","1012809","213447","Queens CD 003","Queens CD 003","Council District 025 Queens","291","Out of NDA","QN28","4028492","4012420032","POINT (-73.89692215 40.75249308)","Jackson Heights","N/A","N/A","38334R",
"2020","Discretionary","Under Threshold","Community Services","East Shore Little League, Inc.","East Shore Little League","Staten Island","246 HYLAN BOULEVARD","Staten Island","NY","10305","40.61172867","-74.07022095","964754","162252","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","8","NDA001R","SI37","5042847","5028560019","POINT (-74.07022095 40.61172867)","Stapleton-Rosebank","N/A","N/A","52571R",
