"project_number","building_id","project_description","school_name","school_address","sed_approved_final_cost","fcrtosed","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"15OC","Q465","Building System Improvement - Reconstruction of Electrical Systems","M.S. 282 - QUEENS","8-21 BAY 25 STREET","1408557.00","2021-06-04T00:00:00.000","QUEENS","11691","40.60201","-73.762795","414","31","100802","4300730","4157360001","Far Rockaway-Bayswater"
"16DO","K136","Asbestos  abatement","I.S. 136 - BROOKLYN","4004 4TH AVENUE","33172.00","2021-06-04T00:00:00.000","BROOKLYN","11232","40.651977","-74.006862","307","38","82","3010580","3007130020","Sunset Park West"
"16DJ","Q062","Asbestos  abatement","P.S. 62 - QUEENS","97-25 108 STREET","32631.00","2021-06-04T00:00:00.000","QUEENS","11419","40.68867","-73.836205","409","28","110","4197909","4094100001","Richmond Hill"
"16DE","M185","Asbestos  abatement","P.S. 185 - MANHATTAN","20 WEST 112 STREET","32191.00","2021-06-04T00:00:00.000","MANHATTAN","10026","40.798511","-73.949251","110","9","186","1051410","1015950015","Central Harlem South"
"16DK","X105","Asbestos  abatement","P.S. 105 - BRONX","725 BRADY AVENUE","30557.00","2021-06-04T00:00:00.000","BRONX","10462","40.852398","-73.866617","211","13","22404","2048794","2042880001","Pelham Parkway"
"16DA","Q217","Asbestos  abatement","I.S. 217 - QUEENS","85-05 144 STREET","33805.00","2021-06-04T00:00:00.000","QUEENS","11435","40.710024","-73.812508","408","24","232","4208124","4097240173","Briarwood-Jamaica Hills"
"16D5","X070","Asbestos  abatement","P.S. 70 - BRONX","1691 WEEKS AVENUE","50551.00","2021-06-04T00:00:00.000","BRONX","10457","40.844253","-73.907616","204","15","22902","2007387","2027930028","Mount Hope"
"16DC","M911","Asbestos  abatement","HARLEM RENAISSANCE HS - M","22 EAST 128 STREET","76737.00","2021-06-04T00:00:00.000","MANHATTAN","10035","40.807987","-73.940061","111","9","206","1054159","1017520059","Central Harlem North-Polo Grounds"
"16DL","Q450","Asbestos  abatement","NEWCOMERS HIGH SCHOOL - Q","28-01 41ST AVENUE","216252.00","2021-06-04T00:00:00.000","QUEENS","11101","40.751356","-73.937445","401","26","33","4004874","4004040001","Queensbridge-Ravenswood-Long Island City"
"16D1","K128","Asbestos  abatement","P.S. 128 - BROOKLYN","2075 84 STREET","271753.00","2021-06-04T00:00:00.000","BROOKLYN","11214","40.604871","-73.995545","311","47","288","3165232","3063290032","Bensonhurst West"
"15Z8","K299","Asbestos  abatement","P.S. 299 - BROOKLYN","88 WOODBINE STREET","102533.00","2021-06-04T00:00:00.000","BROOKLYN","11221","40.691077","-73.918152","304","34","399","3076734","3033580001","Bushwick South"
"16D2","X138","Asbestos  abatement","P.S. 138 - BRONX","2060 LAFAYETTE AVENUE","61845.00","2021-06-04T00:00:00.000","BRONX","10473","40.822665","-73.853366","209","18","74","2022289","2036090016","Soundview-Castle Hill-Clason Point-Harding Park"
"16CX","K262","Asbestos  abatement","P.S. 262 - BROOKLYN","500 MACON STREET","125579.00","2021-06-04T00:00:00.000","BROOKLYN","11233","40.683241","-73.930813","303","36","297","3046876","3016710019","Crown Heights North"
"15Z9","K106","Asbestos  abatement","P.S. 106 - BROOKLYN","1328 PUTNAM AVENUE","34854.00","2021-06-04T00:00:00.000","BROOKLYN","11221","40.693879","-73.913056","304","37","435","3077286","3033770001","Bushwick North"
"15UX","Q173","Asbestos  abatement","P.S. 173 - QUEENS","174-10 67TH AVENUE","261008.00","2021-06-04T00:00:00.000","QUEENS","11365","40.734572","-73.795484","408","24","1223","4149690","4069270022","Pomonok-Flushing Heights-Hillcrest"
"15ZA","K384","Asbestos  abatement","P.S. 384 - BROOKLYN","242 COOPER STREET","243502.00","2021-06-04T00:00:00.000","BROOKLYN","11207","40.690353","-73.904803","304","37","409","3080043","3034420001","Bushwick North"
"16CZ","K236","Asbestos  abatement","P.S. 236 - BROOKLYN","6302 AVENUE U","69359.00","2021-06-04T00:00:00.000","BROOKLYN","11234","40.615998","-73.912989","318","46","698","3326821","3084640001","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"16D3","K655","Asbestos  abatement","BROOKLYN HS OF THE ARTS - BROO","345 DEAN STREET","16586.00","2021-06-04T00:00:00.000","BROOKLYN","11217","40.683559","-73.98027","302","33","39","3001190","3001920013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"15YZ","K430","Asbestos  abatement","BROOKLYN TECH HS - K","29 FT GREENE PLACE","30924.00","2021-06-04T00:00:00.000","BROOKLYN","11217","40.688834","-73.976905","302","35","33","3058752","3020980013","Fort Greene"
"15YV","K495","Asbestos  abatement","ORIGINS HIGH SCHOOL","3000 AVENUE X","292871.00","2021-06-04T00:00:00.000","BROOKLYN","11235","40.594124","-73.937696","315","48","626","3203631","3074250002","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"15YR","X065","Asbestos  abatement","P.S. 65 - BRONX","677 EAST 141 STREET","15480.00","2021-06-04T00:00:00.000","BRONX","10454","40.807335","-73.912731","201","8","33","2003834","2025710001","Mott Haven-Port Morris"
"15YW","X120","Asbestos  abatement","I.S. 301 - BRONX","890 CAULDWELL AVENUE","16345.00","2021-06-04T00:00:00.000","BRONX","10456","40.822474","-73.907194","203","16","185","2004496","2026310048","Morrisania-Melrose"
"15Z0","M118","Asbestos  abatement","P.S. 333 - MANHATTAN","154 WEST 93 STREET","29163.00","2021-06-04T00:00:00.000","MANHATTAN","10025","40.791709","-73.970802","107","6","177","1032522","1012230005","Upper West Side"
"15YM","Q031","Asbestos  abatement","P.S. 31 - QUEENS","211-45 46 ROAD","107765.00","2021-06-04T00:00:00.000","QUEENS","11361","40.757064","-73.770122","411","19","1447","4156949","4073160018","Bayside-Bayside Hills"
"15YL","Q053","Asbestos  abatement","I.S. 53 - QUEENS","10-45 NAMEOKE STREET","118532.00","2021-06-04T00:00:00.000","QUEENS","11691","40.603622","-73.749097","414","31","103202","4298234","4155570025","Far Rockaway-Bayswater"
"15YN","X101","Asbestos  abatement","P.S. 304 - BRONX","2750 LAFAYETTE AVENUE","91167.00","2021-06-04T00:00:00.000","BRONX","10465","40.827471","-73.829753","210","13","152","2080231","2055470001","Schuylerville-Throgs Neck-Edgewater Park"
"15YJ","K161","Asbestos  abatement","P.S. 161 - BROOKLYN","330 CROWN STREET","53216.00","2021-06-04T00:00:00.000","BROOKLYN","11225","40.666181","-73.949013","309","35","319","3034181","3012970026","Crown Heights South"
"15YX","K236","Asbestos  abatement","P.S. 236 - BROOKLYN","6302 AVENUE U","76303.00","2021-06-04T00:00:00.000","BROOKLYN","11234","40.615998","-73.912989","318","46","698","3326821","3084640001","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"15YY","K127","Asbestos  abatement","P.S. 127 - BROOKLYN","7805 7 AVENUE","20923.00","2021-06-04T00:00:00.000","BROOKLYN","11228","40.624132","-74.018826","310","43","206","3150481","3059730001","Dyker Heights"
"15YH","Q130","Asbestos  abatement","P.S. 130 - QUEENS","200-01 42 AVENUE","21602.00","2021-06-04T00:00:00.000","QUEENS","11361","40.759517","-73.784029","411","19","1463","4137034","4062030001","Bayside-Bayside Hills"
"15YK","X140","Asbestos  abatement","P.S. 140 - BRONX","916 EAGLE AVENUE","168990.00","2021-06-04T00:00:00.000","BRONX","10456","40.823289","-73.907948","203","17","185","2004469","2026270009","Morrisania-Melrose"
"15UU","X073","Asbestos  abatement","P.S. 73 - BRONX","1020 ANDERSON AVENUE","55462.00","2021-06-04T00:00:00.000","BRONX","10452","40.832706","-73.926838","204","8","189","2003051","2025040082","Highbridge"
"15ZB","K218","Asbestos  abatement","I.S. 218 - BROOKLYN","370 FOUNTAIN AVENUE","74974.00","2021-06-04T00:00:00.000","BROOKLYN","11208","40.670724","-73.874208","305","42","1118","3095977","3042780001","East New York"
"15Z5","K176","Asbestos  abatement","P.S. 176 - BROOKLYN","1225 69 STREET","16777.00","2021-06-04T00:00:00.000","BROOKLYN","11219","40.624611","-74.005378","310","43","196","3143190","3057740001","Dyker Heights"
"15Z4","K128","Asbestos  abatement","P.S. 128 - BROOKLYN","2075 84 STREET","42204.00","2021-06-04T00:00:00.000","BROOKLYN","11214","40.604871","-73.995545","311","47","288","3165232","3063290032","Bensonhurst West"
"15Z7","M110","Asbestos  abatement","P.S. 110 - MANHATTAN","285 DELANCY STREET","34123.00","2021-06-04T00:00:00.000","MANHATTAN","10002","40.715915","-73.979893","103","1","12","1004066","1003310140","Lower East Side"
"15Z6","M015","Asbestos  abatement","P.S. 15 - MANHATTAN","333 EAST 4 STREET","55254.00","2021-06-04T00:00:00.000","MANHATTAN","10009","40.721791","-73.978986","103","2","2601","1004415","1003740020","Lower East Side"
"15QA","Q477","Leased Facility Improvements","3K CENTER @87-40 88 STREET","87-40 88 STREET","5048895.00","2021-06-04T00:00:00.000","QUEENS","11421","40.692032","-73.856091","409","32","16","4438404","4089250026","Woodhaven"
"16D4","K145","Asbestos  abatement","P.S. 145 - BROOKLYN","100 NOLL STREET","36529.00","2021-06-04T00:00:00.000","BROOKLYN","11206","40.701621","-73.93241","304","34","425","3071915","3031530011","Bushwick South"
"16D7","K067","Asbestos  abatement","P.S. 67 - BROOKLYN","51 ST EDWARDS STREET","10814.00","2021-06-04T00:00:00.000","BROOKLYN","11205","40.695633","-73.978215","302","35","2901","3332507","3020390002","Fort Greene"
"16D9","R880","Asbestos  abatement","P.S. 80 - STATEN ISLAND","715 OCEAN TERRACE","14503.00","2021-06-04T00:00:00.000","STATEN IS","10301","40.608512","-74.102067","502","50","177","5113169","5006830001","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"15OJ","K092","Indoor Building Improvement - Conversion of Administrative Space into Classrooms","P.S. 92 - BROOKLYN","601 PARKSIDE AVENUE","692418.00","2021-06-04T00:00:00.000","BROOKLYN","11226","40.656046","-73.953742","309","40","802","3115866","3050490055","Prospect Lefferts Gardens-Wingate"
"16DD","K119","Asbestos  abatement","P.S. 119 - BROOKLYN","3829 AVENUE K","44770.00","2021-06-04T00:00:00.000","BROOKLYN","11210","40.625662","-73.938265","318","45","734","3215816","3077860001","Flatlands"
"16DI","R016","Asbestos  abatement","P.S. 16 - STATEN ISLAND","80 MONROE AVENUE","123103.00","2021-06-04T00:00:00.000","STATEN IS","10301","40.6397","-74.079141","501","49","11","5000291","5000180015","West New Brighton-New Brighton-St. George"
"16DF","M099","Asbestos  abatement","I.S. 224 - MANHATTAN","410 EAST 100 STREET","50209.00","2021-06-04T00:00:00.000","MANHATTAN","10029","40.785671","-73.942548","111","8","162","1052998","1016930001","East Harlem South"
"15YQ","K430","Asbestos  abatement","BROOKLYN TECH HS - K","29 FT GREENE PLACE","74399.00","2021-06-04T00:00:00.000","BROOKLYN","11217","40.688834","-73.976905","302","35","33","3058752","3020980013","Fort Greene"
"15Z1","K485","Asbestos  abatement","TELECOM. ARTS & TECH. HS - K","350 67 STREET","35098.00","2021-06-04T00:00:00.000","BROOKLYN","11220","40.637282","-74.023849","310","43","70","3144482","3058500030","Bay Ridge"
"15L2","M047","Asbestos  abatement","J.H.S. 47 (SCH FOR THE DEAF) -","223 EAST 23 STREET","24319.00","2021-06-04T00:00:00.000","MANHATTAN","10010","40.738548","-73.982455","106","2","64","1019775","1009040024","Gramercy"
"15L0","X140","Asbestos  abatement","P.S. 140 - BRONX","916 EAGLE AVENUE","37395.00","2021-06-04T00:00:00.000","BRONX","10456","40.823289","-73.907948","203","17","185","2004469","2026270009","Morrisania-Melrose"
"15L5","K111","Asbestos  abatement","I.S. 349 - BROOKLYN","35 STARR STREET","185745.00","2021-06-04T00:00:00.000","BROOKLYN","11221","40.70069","-73.927481","304","34","423","3072497","3031850001","Bushwick South"
"15L4","K262","Asbestos  abatement","P.S. 262 - BROOKLYN","500 MACON STREET","24506.00","2021-06-04T00:00:00.000","BROOKLYN","11233","40.683241","-73.930813","303","36","297","3046876","3016710019","Crown Heights North"
"15L7","X041","Asbestos  abatement","P.S. 41 - BRONX","3352 OLINVILLE AVENUE","11920.00","2021-06-04T00:00:00.000","BRONX","10467","40.874313","-73.868157","212","12","374","2056898","2046240015","Williamsbridge-Olinville"
"15LU","K161","Asbestos  abatement","P.S. 161 - BROOKLYN","330 CROWN STREET","279377.00","2021-06-04T00:00:00.000","BROOKLYN","11225","40.666181","-73.949013","309","35","319","3034181","3012970026","Crown Heights South"
"15YG","X081","Asbestos  abatement","P.S. 81 - BRONX","5550 RIVERDALE AVENUE","57447.00","2021-06-04T00:00:00.000","BRONX","10471","40.903553","-73.905229","208","11","337","2084806","2058501550","North Riverdale-Fieldston-Riverdale"
"15V1","Q088","Asbestos  abatement","P.S. 88 - QUEENS","60-85 CATALPA AVENUE","85424.00","2021-06-04T00:00:00.000","QUEENS","11385","40.703779","-73.896374","405","30","585","4085173","4035340012","Ridgewood"
"15Z2","K116","Asbestos  abatement","P.S. 116 - BROOKLYN","515 KNICKERBOCKER AVENUE","33786.00","2021-06-04T00:00:00.000","BROOKLYN","11237","40.697779","-73.916521","304","37","433","3075909","3033170001","Bushwick North"
"15KV","M110","Asbestos  abatement","P.S. 110 - MANHATTAN","285 DELANCY STREET","12991.00","2021-06-04T00:00:00.000","MANHATTAN","10002","40.715915","-73.979893","103","1","12","1004066","1003310140","Lower East Side"
"15KW","X079","Asbestos  abatement","I.S. 447 - BRONX","125 EAST 181 STREET","17637.00","2021-06-04T00:00:00.000","BRONX","10453","40.854872","-73.903458","205","14","23704","2013849","2031700001","Fordham South"
"15V2","Q009","Building System Improvement - Heating Plant Upgrade","Q009 SPED - QUEENS","58-74 57 STREET","114693.00","2021-06-04T00:00:00.000","QUEENS","11378","40.718935","-73.912208","405","30","535","4059130","4026310106","Maspeth"
"16CT","M033","Asbestos  abatement","P.S. 33 - MANHATTAN","281 9TH AVENUE","262338.00","2021-06-04T00:00:00.000","MANHATTAN","10001","40.748977","-73.999531","104","3","97","1012829","1007240023","Hudson Yards-Chelsea-Flatiron-Union Square"
"15N5","K660","SECURITY CAMERA SYSTEM UPGRADE","WILLIAM MAXWELL VOC HS - K","145 PENNSYLVANIA AVENUE","378729.00","2021-06-04T00:00:00.000","BROOKLYN","11207","40.674135","-73.89643","305","37","1144","3083660","3037040001","East New York (Pennsylvania Ave)"
"15KR","X660","Asbestos  abatement","HIGH SCHOOL FOR ENERGY AND TEC","2474 CROTONA AVENUE","27023.00","2021-06-04T00:00:00.000","BRONX","10458","40.855698","-73.882715","206","15","393","2012887","2031040007","Belmont"
"15KP","K128","Asbestos  abatement","P.S. 128 - BROOKLYN","2075 84 STREET","19102.00","2021-06-04T00:00:00.000","BROOKLYN","11214","40.604871","-73.995545","311","47","288","3165232","3063290032","Bensonhurst West"
"15KT","K262","Asbestos  abatement","P.S. 262 - BROOKLYN","500 MACON STREET","56569.00","2021-06-04T00:00:00.000","BROOKLYN","11233","40.683241","-73.930813","303","36","297","3046876","3016710019","Crown Heights North"
"15KU","X156","Emergency Stabilization","X017 SPED - BRONX","750 CONCOURSE VILLAGE WEST","369543.00","2021-06-04T00:00:00.000","BRONX","10451","40.823174","-73.923326","204","17","61","2002454","2024430079","East Concourse-Concourse Village"
"15KO","X087","Asbestos  abatement","P.S. 87 - BRONX","1935 BUSSING AVENUE","55660.00","2021-06-04T00:00:00.000","BRONX","10466","40.895104","-73.845968","212","12","428","2069061","2050180001","Woodlawn-Wakefield"
"15KX","K056","Asbestos  abatement","P.S. 56 - BROOKLYN","170 GATES AVENUE","75778.00","2021-06-04T00:00:00.000","BROOKLYN","11238","40.68505","-73.960659","302","35","231","3056874","3019830010","Clinton Hill"
"15KZ","K525","Asbestos  abatement","EDWARD R. MURROW HS - K","1600 AVENUE L","51651.00","2021-06-04T00:00:00.000","BROOKLYN","11230","40.620525","-73.959285","314","44","768","3180673","3067340109","Midwood"
"16CU","K005","Asbestos  abatement","P.S. 5 - BROOKLYN","820 HANCOCK STREET","66470.00","2021-06-04T00:00:00.000","BROOKLYN","11233","40.685695","-73.922463","303","41","377","3039906","3014900001","Stuyvesant Heights"
"16CV","K328","Asbestos  abatement","P.S. 328 - BROOKLYN","330 ALABAMA AVENUE","69585.00","2021-06-04T00:00:00.000","BROOKLYN","11207","40.668167","-73.897835","305","42","1134","3084283","3037680001","East New York (Pennsylvania Ave)"
"15KI","M661","Emergency Stabilization","MNHT COMPR. NIGHT & DAY HS - M","240 2ND AVENUE","36793.00","2021-06-04T00:00:00.000","MANHATTAN","10003","40.732716","-73.984665","106","2","48","1020416","1009210064","Gramercy"
"15KH","Q089","Asbestos  abatement","P.S. 89 - QUEENS","85-28 BRITTON AVENUE","76604.00","2021-06-04T00:00:00.000","QUEENS","11373","40.745923","-73.880205","404","25","271","4037370","4015140001","Elmhurst"
"15KK","K183","Asbestos  abatement","P.S. 446 - BROOKLYN","76 RIVERDALE AVENUE","17422.00","2021-06-04T00:00:00.000","BROOKLYN","11212","40.660204","-73.913933","316","42","896","3082253","3035970011","Brownsville"
"15KF","K420","Asbestos  abatement","CYPRESS HILLS COLLEGIATE - K","999 JAMAICA AVENUE","58844.00","2021-06-04T00:00:00.000","BROOKLYN","11208","40.691146","-73.868328","305","37","1180","3090738","3040940001","park-cemetery-etc-Brooklyn"
"15KD","M099","Asbestos  abatement","I.S. 224 - MANHATTAN","410 EAST 100 STREET","12692.00","2021-06-04T00:00:00.000","MANHATTAN","10029","40.785671","-73.942548","111","8","162","1052998","1016930001","East Harlem South"
"15KG","X115","Asbestos  abatement","I.S. 459 - BRONX","120 EAST 184 STREET","65271.00","2021-06-04T00:00:00.000","BRONX","10468","40.859752","-73.900161","205","14","23703","2013899","2031720046","Fordham South"
"15KL","K296","Asbestos  abatement","I.S. 562 - BROOKLYN","125 COVERT STREET","17758.00","2021-06-04T00:00:00.000","BROOKLYN","11207","40.688387","-73.910276","304","37","413","3079027","3034160001","Bushwick South"
"15KA","X136","Asbestos  abatement","X186 SPED - BRONX","750 JENNINGS STREET","84660.00","2021-06-04T00:00:00.000","BRONX","10459","40.83182","-73.898075","203","16","151","2010344","2029690001","Morrisania-Melrose"
"15K9","K208","Asbestos  abatement","P.S. 208 - BROOKLYN","4801 AVENUE D","127555.00","2021-06-04T00:00:00.000","BROOKLYN","11203","40.642031","-73.931151","317","45","840","3105680","3047690025","East Flatbush-Farragut"
"15KB","X122","Asbestos  abatement","P.S. 310 - BRONX","260 WEST KINGSBRIDGE RD","22310.00","2021-06-04T00:00:00.000","BRONX","10463","40.872895","-73.905244","207","14","269","2096486","2032390041","Kingsbridge Heights"
"15K7","Q041","Asbestos  abatement","P.S. 41 - QUEENS","214-43 35 AVENUE","18083.00","2021-06-04T00:00:00.000","QUEENS","11361","40.769601","-73.770863","411","19","1097","4135975","4061210001","Bayside-Bayside Hills"
