"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"1","HO","2001-06-26T00:00:00.000","336 McDonough Street","Brooklyn","1675","22","3016750022","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.682194","-73.933374","303","36","297","3047084","Crown Heights North","11233"
"1","HO","2001-06-26T00:00:00.000","338 McDonough Street","Brooklyn","1675","25","3016750025","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.682202","-73.933316","303","36","297","3047085","Crown Heights North","11233"
"1","NFP","2001-06-26T00:00:00.000","47-49 East 65th Street","Manhattan","1380","30","1013800030","Individual Landmark","Closed","Presented to board","Approved","50000.00","Completed","40.767129","-73.968152","108","4","122","1041133","Upper East Side-Carnegie Hill","10065"
"2","NFP","2001-07-16T00:00:00.000","3742 Richmond Road","Staten Island","4441","1","5044410001","Individual Landmark","Closed","Presented to board","Approved","22000.00","Completed","40.571895","-74.146195","503","50","279","5121936","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10306"
"2","HO","2001-07-16T00:00:00.000","95 Fenimore Street","Brooklyn","5037","89","3050370089","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.65817","-73.958995","309","40","79801","3115351","Prospect Lefferts Gardens-Wingate","11225"
"2","HO","2001-07-23T00:00:00.000","550 East 16th Street","Brooklyn","5201","21","3052010021","Ditmas Park Historic District","Closed","Denied at staff level",,,,"40.636647","-73.962629","314","40","520","3120170","Flatbush","11226"
"2","HO","2001-07-27T00:00:00.000","94 Fort Greene Place","Brooklyn","2112","33","3021120033","Brooklyn Academy of Music Historic District","Closed","Presented to board","Denied",,,"40.686984","-73.976555","302","35","35","3059212","Fort Greene","11217"
"2","NFP","2001-08-03T00:00:00.000","171 West 85th Street","Manhattan","1216","3","1012160003","Upper West Side/Central Park West Historic District","Closed","Presented to board","Denied",,,"40.786591","-73.974513","107","6","169","1032139","Upper West Side","10024"
"2","HO","2001-08-28T00:00:00.000","56 Cheever Place","Brooklyn","321","66","3003210066","Cobble Hill Historic District","Closed","Presented to board","Denied",,,"40.685661","-73.999575","306","39","49","3003722","Carroll Gardens-Columbia Street-Red Hook","11231"
"2","NFP","2001-10-17T00:00:00.000","380-82 Lewis Avenue","Brooklyn","1669","7501","3016697501","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.68248","-73.934964","303","36","273","3046749","Stuyvesant Heights","11233"
"2","NFP","2001-10-25T00:00:00.000","1000 Richmond Terrace","Staten Island","76","200","5000760200","Individual Landmark","Closed","Presented to board","Denied",,,"40.645232","-74.104674","501","49","97","5000000","West New Brighton-New Brighton-St. George","10310"
"2","HO","2001-08-06T00:00:00.000","741 Greenwich Street","Manhattan","633","42","1006330042","Greenwich Village Historic District","Closed","Denied at staff level",,,,"40.735332","-74.006888","102","3","75","1011874","West Village","10014"
"2","HO","2001-08-15T00:00:00.000","181 Malcolm X Boulevard / Lenox Avenue ?","Manhattan","1904","29","1019040029","Mount Morris Park Historic District","Closed","Denied at staff level",,,,,,,,,,,
"2","NFP","2001-12-19T00:00:00.000","180 West 135th Street","Manhattan","1919","53","1019190053","Individual Landmark","Closed","Presented to board","Approved","50000.00","Completed","40.815114","-73.943263","110","9","228","1058250","Central Harlem North-Polo Grounds","10030"
"2","NFP","2002-01-30T00:00:00.000","1064 Clay Avenue","Bronx","2425","14","2024250014","Clay Avenue Historic District","Closed","Presented to board","Approved","20000.00","Completed","40.828843","-73.912566","204","16","143","2002061","East Concourse-Concourse Village","10456"
"2","HO","2002-02-20T00:00:00.000","293 Alexander Avenue","Bronx","2314","70","2023140070","Mott Haven Historic District","Closed","Presented to board","Denied",,,"40.811142","-73.924358","201","8","39","2000714","Mott Haven-Port Morris","10454"
"2","NFP","2002-02-20T00:00:00.000","16 Willoughby Avenue","Brooklyn","2089","37","3020890037","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.69168","-73.972854","302","35","183","3058445","Fort Greene","11205"
"2","HO","2002-04-22T00:00:00.000","389 Lewis Avenue","Brooklyn","1670","2","3016700002","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.682198","-73.934885","303","36","297","3046789","Crown Heights North","11233"
"2","NFP","2002-06-06T00:00:00.000","126 Cambridge Place","Brooklyn","1980","53","3019800053","Clinton Hill Historic District","Closed","Presented to board","Approved","20000.00","Completed","40.683431","-73.96282","302","35","201","3056722","Clinton Hill","11238"
"2","NFP","2002-06-06T00:00:00.000","308 Clermont Avenue","Brooklyn","2104","44","3021040044","Fort Greene Historic District","Closed","Presented to board","Approved","14800.00","Completed","40.688649","-73.969974","302","35","181","3059097","Fort Greene","11205"
"2","HO","2002-06-12T00:00:00.000","121 Heberton Avenue","Staten Island","1015","9","5010150009","Individual Landmark","Closed","Presented to board","Approved","16000.00","Completed","40.637086","-74.131122","501","49","207","5023873","Port Richmond","10302"
"2","HO","2002-06-14T00:00:00.000","1107 Forest Avenue","Bronx","2651","46","2026510046","Morris High School Historic District","Closed","Presented to board","Approved","6000.00","Completed","40.827092","-73.90253","203","16","135","2004642","Morrisania-Melrose","10456"
"2","HO","2002-06-17T00:00:00.000","14 Cambridge Place","Brooklyn","1964","42","3019640042","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.686399","-73.963406","302","35","201","3056146","Clinton Hill","11238"
"2","HO","2002-06-19T00:00:00.000","99 Lafayette Avenue","Brooklyn","2100","76","3021000076","Not Landmarked","Closed","Denied at staff level",,,,"40.68725","-73.974168","302","35","181","3058922","Fort Greene","11217"
"2","HO","2002-06-24T00:00:00.000","67 Cambridge Place","Brooklyn","1965","1","3019650001","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.685276","-73.963161","302","35","201","3056179","Clinton Hill","11238"
"2","NFP","2002-06-26T00:00:00.000","141 West 73rd Street","Manhattan","1145","12","1011450012","Upper West Side/Central Park West Historic District","Closed","Presented to board","Approved","25000.00","Completed","40.778624","-73.979527","107","6","157","1030011","Lincoln Square","10023"
"3","HO","2002-07-15T00:00:00.000","43 St. Nicholas Place","Manhattan","2067","30","1020670030","Hamilton Heights/Sugar Hill Northwest Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.828581","-73.941459","109","9","23501","1061619","Hamilton Heights","10031"
"3","HO","2002-07-31T00:00:00.000","276 Sterling Street","Brooklyn","1320","27","3013200027","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.663048","-73.952046","309","40","329","3035043","Prospect Lefferts Gardens-Wingate","11225"
"3","HO","2002-08-06T00:00:00.000","1129 Forest Avenue","Bronx","2651","35","2026510035","Morris High School Historic District","Closed","Withdrawn",,,,"40.827589","-73.90232","203","16","135","2004633","Morrisania-Melrose","10456"
"3","HO","2002-08-14T00:00:00.000","217 DeKalb Avenue","Brooklyn","2091","72","3020910072","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.689535","-73.970706","302","35","183","3058541","Fort Greene","11205"
"3","NFP","2002-08-20T00:00:00.000","Victory Boulevard at Murray Hulbert Avenue","Staten Island","487","100","5004870100","Individual Landmark","Closed","Presented to board","Approved","25000.00","Rescinded",,,,,,,,
"3","NFP","2002-10-07T00:00:00.000","399 Stuyvesant Avenue","Brooklyn","1686","6","3016860006","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","15400.00","Completed","40.680565","-73.931569","303","36","297","3047787","Crown Heights North","11233"
"3","NFP","2002-10-09T00:00:00.000","35-16 79th Street","Queens","1278","14","4012780014","Jackson Heights Historic District","Closed","Presented to board","Denied",,,"40.751164","-73.887421","403","25","285","4029649","Jackson Heights","11372"
"3","NFP","2002-10-15T00:00:00.000","295 East 8th Street","Manhattan","391","1","1003910001","Individual Landmark","Closed","Presented to board","Approved","27500.00","Completed","40.725584","-73.980507","103","2","2602","1004733","Lower East Side","10009"
"3","NFP","2002-10-22T00:00:00.000","West 160th Street and Edgecombe Avenue","Manhattan","2109","106","1021090106","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed",,,,,,,,
"3","NFP","2002-10-22T00:00:00.000","Broadway at West 204th Street","Manhattan","2241","35","1022410035","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed",,,,,,,,
"3","NFP","2002-10-22T00:00:00.000","895 Shore Road","Bronx","5650","1","2056500001","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed","40.875733","-73.80166","228","13","504","2097423","park-cemetery-etc-Bronx","10464"
"3","HO","2003-01-01T00:00:00.000","77 Midwood Street","Brooklyn","5031","73","3050310073","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.659646","-73.958241","309","40","79801","3114878","Prospect Lefferts Gardens-Wingate","11225"
"3","HO","2003-03-28T00:00:00.000","234 Cumberland Street","Brooklyn","2101","49","3021010049","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688773","-73.972967","302","35","181","3058972","Fort Greene","11205"
"3","HO","2003-03-28T00:00:00.000","236 Cumberland Street","Brooklyn","2101","50","3021010050","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688732","-73.97296","302","35","181","3058973","Fort Greene","11205"
"3","HO","2003-03-24T00:00:00.000","119 95th Street","Brooklyn","6115","52","3061150052","Individual Landmark","Closed","Denied at staff level",,,,"40.616744","-74.03773","310","43","54","3322549","Bay Ridge","11209"
"3","HO","2003-03-24T00:00:00.000","390 Van Duzer Street","Staten Island","518","7","5005180007","Individual Landmark","Closed","Presented to board","Approved","1920.00","Completed","40.628585","-74.080086","501","49","33","5013589","Grymes Hill-Clifton-Fox Hills","10304"
"3","NFP","2003-04-01T00:00:00.000","1649 Amsterdam Avenue","Manhattan","2058","1","1020580001","Hamilton Heights Historic District Extension","Closed","Presented to board","Approved","20000.00","Completed","40.823019","-73.94921","109","7","227","1061221","Hamilton Heights","10031"
"3","HO","2003-04-21T00:00:00.000","233 Decatur Street","Brooklyn","1675","75","3016750075","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","15000.00","Rescinded","40.681382","-73.934056","303","36","297","3047126","Crown Heights North","11233"
"3","NFP","2003-04-30T00:00:00.000","29 East 4th Street","Manhattan","544","71","1005440071","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.727579","-73.992528","102","2","57","1008785","West Village","10003"
"3","NFP","2003-04-30T00:00:00.000","2640 Grand Concourse","Bronx","3155","1","2031550001","Individual Landmark","Closed","Presented to board","Approved","20000.00","Rescinded","40.865259","-73.894987","207","15","39901","2118309","Bedford Park-Fordham North","10458"
"3","HO","2003-05-05T00:00:00.000","16 Sylvan Terrace","Manhattan","2109","65","1021090065","Jumel Terrace Historic District","Closed","Denied at staff level",,,,"40.834726","-73.939441","112","10","24301","1062560","Washington Heights South","10032"
"3","NFP","2003-05-05T00:00:00.000","East End Avenue at East 88th Street","Manhattan","1592","1","1015920001","Individual Landmark","Closed","Presented to board","Approved","25000.00","Rescinded",,,,,,,,
"3","NFP","2003-06-09T00:00:00.000","301 Vanderbilt Avenue","Brooklyn","1929","15","3019290015","Clinton Hill Historic District","Closed","Presented to board","Approved","4000.00","Rescinded","40.688972","-73.968993","302","35","197","3055280","Clinton Hill","11205"
"4","HO","2003-07-23T00:00:00.000","273 Lefferts Avenue","Brooklyn","1320","64","3013200064","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.662274","-73.952234","309","40","329","3035078","Prospect Lefferts Gardens-Wingate","11225"
"4","NFP","2003-07-23T00:00:00.000","Hamilton Terrace and West 144th","Manhattan",,,,"Hamilton Heights Historic District","Closed","Presented to board","Denied",,,,,,,,,,
"4","HO","2003-07-23T00:00:00.000","376-378 Lewis Avenue","Brooklyn","1669","36","3016690036","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","20000.00","Completed","40.682596","-73.934985","303","36","273","3046748","Stuyvesant Heights","11233"
"4","HO","2003-08-06T00:00:00.000","297 Cumberland Street","Brooklyn","2119","13","3021190013","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.686733","-73.972542","302","35","181","3059384","Fort Greene","11238"
"4","HO","2003-08-08T00:00:00.000","120 Midwood Street","Brooklyn","5035","8","3050350008","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659755","-73.956251","309","40","800","3115140","Prospect Lefferts Gardens-Wingate","11225"
"4","HO","2003-08-12T00:00:00.000","255 MacDonough Street","Brooklyn","1669","55","3016690055","Stuyvesant Heights Historic District","Closed","Presented to board","Denied",,,"40.681894","-73.936133","303","36","273","3046765","Stuyvesant Heights","11233"
"4","NFP","2003-08-12T00:00:00.000","391 Grand Avenue","Brooklyn","1982","24","3019820024","Clinton Hill Historic District","Open","Withdrawn",,,,"40.684019","-73.961925","302","35","231","3056820","Clinton Hill","11238"
"4","HO","2003-08-12T00:00:00.000","238 MacDonough Street","Brooklyn","1674","9","3016740009","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681787","-73.936904","303","36","273","3047052","Stuyvesant Heights","11233"
"4","NFP","2003-08-25T00:00:00.000","3755 Broadway","Manhattan","2134","53","1021340053","Audubon Terrace Historic District","Closed","Presented to board","Approved","45000.00","Completed","40.833342","-73.945419","112","7","241","1063250","Washington Heights South","10032"
