"queens_condominium_property_boro_block_lot","queens_condominium_property_condo_section","queens_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","queens_condominium_property_neighborhood","queens_condominium_property_building_classification","queens_condominium_property_total_units","queens_condominium_property_year_built","queens_condominium_property_gross_sqft","queens_condominium_property_est_gross_income","queens_condominium_property_gross_income_per_sqft","queens_condominium_property_full_market_value","queens_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-05105-7502","429-R1","133-38 AVERY AVENUE","4","11355","40.753038","-73.830427","7","20","79702","4115187","4051057502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","24","2001","22116","442320","20","1650002","75","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.45","4-05104-0027","132-54 POPLE AVENUE","FLUSHING-NORTH","D6-ELEVATOR","33","1990","43957","876995","19.95","3280000","75","0.05"
"4-05105-7503","652-R1","133-20 AVERY AVENUE","4","11355","40.752978","-73.830589","7","20","79702","4115179","4051057503","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","23","2008","30302","848456","28","3510000","116","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.7","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.65"
"4-05122-7501","165-R1","134-46 MAPLE AVENUE","4","11355","40.754865","-73.829675","7","20","853","4309803","4051227501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","27","1987","23951","383216","16","1300002","54","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.8","4-05121-0050","134-37 MAPLE AVENUE","FLUSHING-NORTH","D1-ELEVATOR","49","1968","33490","500939","14.96","1690000","50","0.1"
"4-05125-7501","119-R1","13-40 DAHLIA AVENUE","4",,,,,,,,,,"FLUSHING-NORTH","R2-WALK-UP","48","1965","37660","527240","14","1779989","47.3","4-04256-0030","25-60 COLLEGE POINT BOULE","COLLEGE POINT","C1-WALK-UP","15","1964","11196","178363","15.93","603000","54","1.95","4-05124-0012","134-10 BLOSSOM AVENUE","FLUSHING-NORTH","C7-WALK-UP","12","1991","8680","133858","15.42","453000","52","0.05"
"4-05125-7502","443-R1","43-18 MAIN STREET","4","11355","40.751992","-73.826484","7","20","79702","4115474","4051257502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","66","2001","64520","1483960","23","6149994","95","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.4","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.75"
"4-05131-7501","125-R1","55-16 MAIN STREET","4","11355","40.748908","-73.825915","7","20","799","4449120","4051317501","Queensboro Hill                                                            ","FLUSHING-NORTH","R2-WALK-UP","16","1986","20020","330330","16.5","1119998","56","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","1.2","4-05124-0012","134-10 BLOSSOM AVENUE","FLUSHING-NORTH","C7-WALK-UP","12","1991","8680","133858","15.42","453000","52","0.25"
"4-05134-7501","104-R1","42-20 KISSENA BOULEVARD","4","11355","40.756781","-73.826501","7","20","853","4115673","4051347501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","102","1985","170000","2720000","16","9200000","54","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.4","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.7"
"4-05134-7502","246-R1","136-17 MAPLE AVENUE","4","11355","40.755548","-73.827901","7","20","853","4309833","4051347502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","68","1989","89200","1427200","16","4829993","54","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.4","4-05134-0030","42-02 KISSENA BOULEVARD","FLUSHING-NORTH","D7-ELEVATOR","107","1964","87408","1405145","16.08","4750000","54","0"
"4-05135-7501","114-R1","136-24 MAPLE AVENUE","4","11355","40.755534","-73.827886","7","20","853","4115799","4051357501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","48","1986","62720","1034880","16.5","3500001","56","4-05134-0030","42-02 KISSENA BOULEVARD","FLUSHING-NORTH","D7-ELEVATOR","107","1964","87408","1405145","16.08","4750000","54","0.1","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.3"
"4-05137-7501","121-R1","138-35 ELDER AVENUE","4","11355","40.75207","-73.823867","7","20","79701","4115910","4051377501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","227","1986","232145","3598247","15.5","12200003","53","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.15","4-05137-0093","43-44 KISSENA BOULEVARD","FLUSHING-NORTH","D7-ELEVATOR","287","1962","267554","4019225","15.02","13600000","51","0"
"4-05137-7502","273-R1","137-10 FRANKLIN AVENUE","4","11355","40.754652","-73.82677","7","20","79701","4431722","4051377502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","89","1961","75515","1076088","14.25","3640000","48.2","4-05053-0011","147-25 SANFORD AVENUE","FLUSHING-NORTH","D1-ELEVATOR","90","1963","76649","952948","12.43","2680000","35","0.65","4-05140-0006","136-04 CHERRY AVENUE","FLUSHING-NORTH","D7-ELEVATOR","88","1960","74807","1239084","16.56","4190000","56","0.15"
"4-05137-7503","390-R1","42-31 COLDEN STREET","4","11355","40.754031","-73.826613","7","20","79701","4583528","4051377503","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","72","1997","77117","1310989","17","4899992","64","4-05044-0063","138-47 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","66","1996","71456","1024991","14.34","3470000","48.6","0.35","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.2"
"4-05180-7501","101-R3","42-42 UNION STREET","4","11355","40.757022","-73.824443","7","20","857","4116936","4051807501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","57","1986","43200","712800","16.5","2410008","56","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.35","4-05137-0093","43-44 KISSENA BOULEVARD","FLUSHING-NORTH","D7-ELEVATOR","287","1962","267554","4019225","15.02","13600000","51","0.2"
"4-05180-7502","323-R1","42-22 UNION STREET","4","11355","40.75722","-73.82468","7","20","857","4116933","4051807502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","32","1990","36336","581376","16","1970002","54","4-05145-0049","138-52 ELDER AVENUE","FLUSHING-NORTH","D7-ELEVATOR","175","1988","121091","1749925","14.45","4540000","37.5","0.35","4-05137-0093","43-44 KISSENA BOULEVARD","FLUSHING-NORTH","D7-ELEVATOR","287","1962","267554","4019225","15.02","13600000","51","0.2"
"4-05181-7501","536-R1","42-47 UNION STREET","4","11355","40.756992","-73.824378","7","20","857","4534924","4051817501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","14","2005","15229","380725","25","1579999","104","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.5","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.8"
"4-05185-7501","555-R1","43-43 ASH AVENUE","4",,,,,,,,,,"FLUSHING-NORTH","R4-ELEVATOR","80","1958","75600","1096200","14.5","3710000","49.1","4-05185-0014","140-18 ASH AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1932","38806","587004","15.13","1980000","51","0","4-05186-0029","140-60 BEECH AVENUE","FLUSHING-NORTH","D1-ELEVATOR","124","1959","96774","1439221","14.87","4870000","50","0.05"
"4-05186-7501","240-R1","43-55 KISSENA BOULEVARD","4","11355","40.754306","-73.823295","7","20","859","4117147","4051867501","Flushing                                                                   ","FLUSHING-NORTH","R9-CONDOPS","56","1938","53000","742000","14","2310000","43.6","4-05182-0015","142-02 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","55","1929","50909","699869","13.75","2180000","42.8","0.1","4-05185-0014","140-18 ASH AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1932","38806","587004","15.13","1980000","51","0.05"
"4-05186-7502","471-R1","140-37 CHERRY AVENUE","4","11355","40.754187","-73.82235","7","20","859","4533766","4051867502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","21","2004","14912","365344","24.5","1510009","101","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.65","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.65"
"4-05186-7503","580-R1","140-31 CHERRY AVENUE","4","11355","40.754157","-73.822397","7","20","859","4534599","4051867503","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","21","2006","26892","752976","28","3119999","116","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.65","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.65"
"4-05186-7504","595-R1","140-22 BEECH AVENUE","4","11355","40.75463","-73.822991","7","20","859","4537246","4051867504","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","42","2007","27060","811800","30","3359984","124","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.65","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","2.7"
"4-05192-7501","510-R1","140-14 CHERRY AVENUE","4","11355","40.754058","-73.822512","7","20","859","4534925","4051927501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","12","2005","12712","292376","23","1210001","95","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","2.65","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.75"
"4-05192-7502","593-R1","140-26 CHERRY AVENUE","4","11355","40.754124","-73.822415","7","20","859","4535115","4051927502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","32","2006","51000","1326000","26","5490000","108","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.75","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.5"
"4-05192-7503","539-R1","43-22 UNION STREET","4","11355","40.754342","-73.821364","7","20","859","4117233","4051927503","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","24","2005","29971","779246","26","3230004","108","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.75","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.5"
"4-05193-7501","403-R1","43-73 UNION STREET","4","11355","40.754298","-73.821288","7","20","859","4463151","4051937501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","23","1999","16383","270319","16.5","914000","56","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.2","4-05044-0063","138-47 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","66","1996","71456","1024991","14.34","3470000","48.6","0.5"
"4-05193-7502","501-R1","43-21 UNION STREET","4","11355","40.754353","-73.821349","7","20","859","4534926","4051937502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","24","2005","62800","1507200","24","6239999","99","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.75","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.55"
"4-05281-7501","481-R1","35-91 161 STREET","4","11358","40.763194","-73.804536","7","19","1171","4119429","4052817501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","70","1929","53175","757743","14.25","2560000","48.1","4-05287-0020","36-14 165 STREET","FLUSHING-NORTH","D6-ELEVATOR","90","1930","87978","1298909","14.76","4390000","49.9","0.2","4-05190-0014","42-66 PHLOX PLACE","FLUSHING-NORTH","D1-ELEVATOR","65","1930","62954","814462","12.94","2540000","40.3","1"
"4-05294-7501","199-R1","36-20 168 STREET","4","11358","40.762573","-73.798033","7","19","1175","4312301","4052947501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","78","1937","85000","1232500","14.5","4170003","49.1","4-05294-0006","36-35 167 STREET","FLUSHING-NORTH","D1-ELEVATOR","73","1942","66795","972565","14.56","3030000","45.4","0","4-05287-0020","36-14 165 STREET","FLUSHING-NORTH","D6-ELEVATOR","90","1930","87978","1298909","14.76","4390000","49.9","0.15"
"4-05301-7501","54-R1","170-20 CROCHERON AVENUE","4","11358","40.762811","-73.795827","7","19","1175","4119887","4053017501","Murray Hill                                                                ","FLUSHING-NORTH","R2-WALK-UP","24","1981","17340","260100","15","878994","51","4-05124-0012","134-10 BLOSSOM AVENUE","FLUSHING-NORTH","C7-WALK-UP","12","1991","8680","133858","15.42","453000","52","1.8","4-04996-0007","147-15 35 AVENUE","FLUSHING-NORTH","C1-WALK-UP","12","1962","8400","265798","31.6","1240000","148","1.3"
"4-05310-7501","538-R1","189-30 37 AVENUE","4","11358","40.76233","-73.792803","11","19","1139","4120043","4053107501","Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","16","1932","17213","327047","19","1220000","71","4-05124-0012","134-10 BLOSSOM AVENUE","FLUSHING-NORTH","C7-WALK-UP","12","1991","8680","133858","15.42","453000","52","1.95","4-05285-0010","163-02 CROCHERON AVENUE","FLUSHING-NORTH","C7-WALK-UP","15","1964","11866","224163","18.89","838000","71","0.55"
"4-05315-7501","171-R1","36-21 193 STREET","4","11358","40.763488","-73.789287","11","19","1139","4309870","4053157501","Auburndale                                                                 ","FLUSHING-NORTH","R4-ELEVATOR","15","1986","15096","241536","16","817001","54","4-07117-0189","193-02 HOR HARDING EXPWY","FRESH MEADOWS","D7-ELEVATOR","40","1988","51125","872675","17.07","3260000","64","1.6","4-06853-0006","80-25 PARSONS BOULEVARD","HILLCREST","D1-ELEVATOR","112","1962","58089","937149","16.13","3170000","55","3.2"
"4-05333-7501","371-R1","160-21 SANFORD AVENUE","4","11358","40.760571","-73.805565","7","20","1171","4447173","4053337501","Murray Hill                                                                ","FLUSHING-NORTH","R2-WALK-UP","20","1991","19460","282170","14.5","954002","49","4-05331-0020","41-05 158 STREET","FLUSHING-NORTH","C1-WALK-UP","31","1926","20645","325498","15.77","1100000","53","0.1","4-05357-0001","192-07 42 AVENUE","FLUSHING-NORTH","C9-WALK-UP","26","1950","19489","312424","16.03","1060000","54","0.85"
"4-05374-7501","492-R1","42-11 PARSONS BOULEVARD","4","11355","40.757835","-73.819044","7","20","861","4534371","4053747501","East Flushing                                                              ","FLUSHING-NORTH","R4-ELEVATOR","20","2006","16385","360470","22","1490001","91","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.65","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.3"
"4-05387-7501","191-R1","42-58 157 STREET","4","11355","40.759995","-73.808758","7","20","1187",,,"East Flushing                                                              ","FLUSHING-NORTH","R4-ELEVATOR","16","1987","13000","195000","15","659001","51","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.95","4-05122-0022","134-38 MAPLE AVENUE","FLUSHING-NORTH","D1-ELEVATOR","64","1963","51450","745573","14.49","2520000","49","1.1"
"4-05390-7501","146-R1","42-49 159 STREET","4","11358","40.75989","-73.80687","7","20","1185","4446659","4053907501","East Flushing                                                              ","FLUSHING-NORTH","R2-WALK-UP","20","1962","18010","261145","14.5","882996","49","4-05357-0033","40-11 192 STREET","FLUSHING-NORTH","C9-WALK-UP","28","1950","19489","312424","16.03","1060000","54","0.9","4-05117-0001","133-01 BOOTH MEMORIAL AVE","FLUSHING-NORTH","C1-WALK-UP","36","1957","19836","267949","13.51","834000","42","1.5"
"4-05415-7501","195-R1","43-04 158 STREET","4","11358","40.758687","-73.808","7","20","1191","4312386","4054157501","East Flushing                                                              ","FLUSHING-NORTH","R4-ELEVATOR","17","1987","16145","242175","15","819001","51","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","1.05","4-04995-0034","145-16 34 AVENUE","FLUSHING-NORTH","D6-ELEVATOR","42","1989","47516","751370","15.81","2540000","53","0.95"
"4-05459-7502","231-R1","46-22 171 STREET","4",,,,,,,,,,"FLUSHING-NORTH","R2-WALK-UP","12","1988","10562","158430","15","536001","51","4-05420-0011","43-41 162 STREET","FLUSHING-NORTH","C7-WALK-UP","18","1989","17600","270643","15.38","915000","52","0.35","4-07315-0034","211-63 46 AVENUE","BAYSIDE","C7-WALK-UP","13","1988","7761","156469","20.16","585000","75","1.95"
"4-05598-7501","49-R1","175-10 56 AVENUE","4","11365","40.742864","-73.794119","11","20","1417","4443578","4055987501","Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","26","1982","23400","351000","15","1190000","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.25","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.3"
"4-05598-7501","49-R2","175-32 56 AVENUE","4","11365","40.742814","-73.793441","11","20","1417","4444869","4055997501","Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","52","1982","46800","702000","15","2370020","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.3","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.25"
"4-05598-7501","49-R3","5603A UTOPIA PARKWAY","4","11365","40.742914","-73.792661","11","20","1417",,,"Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","54","1982","48600","729000","15","2460006","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.3","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.2"
"4-05598-7501","49-R4","5627A 184 STREET","4","11365","40.742948","-73.791701","11","20","1417","4448439","4056707501","Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","16","1982","14400","216000","15","729998","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.35","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.15"
"4-05598-7501","49-R5","1830A 58 AVENUE","4",,,,,,,,,,"FLUSHING-NORTH","R2-WALK-UP","14","1982","12600","189000","15","639002","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.4","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.2"
"4-05598-7501","49-R6","184-06 58 AVENUE","4","11365","40.741662","-73.790908","11","20","1417","4443645","4056887501","Auburndale                                                                 ","FLUSHING-NORTH","R2-WALK-UP","16","1982","14400","216000","15","730000","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","2.45","4-08276-0658","56-20 MARATHON PARKWAY","DOUGLASTON","C9-WALK-UP","54","1977","27690","377128","13.62","1170000","42.3","3.15"
"4-05893-7501","43-R1","209-90 23 AVENUE","4","11360","40.779083","-73.781518","7","19","99704","4131229","4058937501","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","R4-ELEVATOR","543","1983","515402","9792638","19","36600068","71","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","0.35","4-05865-0118","16-66 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2824784","19.13","10600000","72","0.35"
"4-05893-7501","43-R2","209-90 23 AVENUE","4","11360","40.779083","-73.781518","7","19","99704","4131229","4058937501","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","R4-ELEVATOR","100","1983","89015","1691285","19","6320004","71","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","0.35","4-05865-0118","16-66 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2824784","19.13","10600000","72","0.35"
"4-05893-7501","43-R3","209-90 23 AVENUE","4","11360","40.779083","-73.781518","7","19","99704","4131229","4058937501","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","R4-ELEVATOR","240","1983","216662","4138244","19.1","15500019","72","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","0.35","4-05865-0118","16-66 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2824784","19.13","10600000","72","0.35"
"4-05893-7501","43-R5","209-90 23 AVENUE","4","11360","40.779083","-73.781518","7","19","99704","4131229","4058937501","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","R4-ELEVATOR","138","1983","124491","2365329","19","8839996","71","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","0.35","4-05865-0118","16-66 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2824784","19.13","10600000","72","0.35"
"4-05893-7501","43-R7","209-90 23 AVENUE","4","11360","40.779083","-73.781518","7","19","99704","4131229","4058937501","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","R4-ELEVATOR","16","1983","13073","248387","19","929000","71","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","0.35","4-05865-0118","16-66 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2824784","19.13","10600000","72","0.35"
"4-06283-7502","654-R1","42-23 212 STREET","4","11361","40.761951","-73.77212","11","19","1467","4533970","4062837502","Bayside-Bayside Hills                                                      ","BAYSIDE","R4-ELEVATOR","11","2008","17287","484036","28","2290133","132","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","9.6","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","5"
"4-06284-7501","343-R1","213-02 42 AVENUE","4","11361","40.762578","-73.771287","11","19","1467","4433427","4062847501","Bayside-Bayside Hills                                                      ","BAYSIDE","R4-ELEVATOR","47","1989","32208","483120","15","1629993","51","4-06853-0006","80-25 PARSONS BOULEVARD","HILLCREST","D1-ELEVATOR","112","1962","58089","937149","16.13","3170000","55","3.55","4-05958-0030","23-50 WATERS EDGE DRIVE","BAYSIDE","D1-ELEVATOR","121","1969","146525","2365393","16.14","8000000","55","1.35"
"4-06542-7501","109-R1","152-72 MELBOURNE AVENUE","4","11367","40.733846","-73.815721","8","24","809","4142148","4065427501","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","R4-ELEVATOR","90","1963","86652","1256454","14.5","4249991","49","4-06636-0001","135-10 GRAND CENTRAL PARK","BRIARWOOD","D1-ELEVATOR","181","1952","125164","1769186","14.13","5510000","44","1.25","4-05186-0029","140-60 BEECH AVENUE","FLUSHING-NORTH","D1-ELEVATOR","124","1959","96774","1439221","14.87","4870000","50","1.55"
"4-06548-7501","148-R1","135 JEWEL AVENUE","4",,,,,,,,,,"FLUSHING-SOUTH","R2-WALK-UP","318","1950","219528","3292920","15","11100041","51","4-08401-0600","245-10 GRND CNTRL PARKWAY","GLEN OAKS","D3-ELEVATOR","240","1966","263883","3828165","14.51","12900000","48.9","5.7","4-07117-0003","188-02 64 AVENUE","FRESH MEADOWS","D9-ELEVATOR","1201","1947","1228778","21217873","17.27","79300000","65","2.55"
"4-06713-7501","14-R1","150-38 UNION TURNPIKE","4","11367","40.719087","-73.811999","8","24","77905","4446721","4067137501","Kew Gardens Hills                                                          ","HILLCREST","R4-ELEVATOR","458","1967","454660","6592570","14.5","22299981","49","4-06712-0001","150-05 UNION TURNPIKE","FLUSHING-SOUTH","D7-ELEVATOR","186","1966","235016","2965828","12.62","8330000","35.4","0.1","4-08401-0600","245-10 GRND CNTRL PARKWAY","GLEN OAKS","D3-ELEVATOR","240","1966","263883","3828165","14.51","12900000","48.9","5"
"4-06797-7503","325-R1","158-13 72 AVENUE","4","11365","40.727863","-73.810824","8","24","122701","4147000","4067977503","Pomonok-Flushing Heights-Hillcrest                                         ","FLUSHING-SOUTH","R4-ELEVATOR","71","1987","51125","894687","17.5","3340007","65","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","2","4-05865-0112","16-70 BELL BOULEVARD","BAYSIDE","D3-ELEVATOR","152","1973","147700","2808793","19.02","10500000","71","4.1"
