"calendarnumber","premiseaddressnumber","premiseaddressstreet","borough","block","lot","c1","c2","c3","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"71-18-A",,"East 169th St","Bronx","NONE",,"71","1918","A",,,,,,,,,
"73-18-S","533","Greenwich St","Manhattan","00597","37","73","1918","S","10013","40.726854","-74.00894","102","3","37","1010365","1005970037","SoHo-TriBeCa-Civic Center-Little Italy"
"77-18-S","533","Greenwich St","Manhattan","00597","37","77","1918","S","10013","40.726854","-74.00894","102","3","37","1010365","1005970037","SoHo-TriBeCa-Civic Center-Little Italy"
"80-18-S","323","Canal St","Manhattan","00230","6","80","1918","S","10013","40.720146","-74.002922","102","1","47","1002983","1002300006","SoHo-TriBeCa-Civic Center-Little Italy"
"83-18-S","214-222","West 26th St","Manhattan","00775","48","83","1918","S","10001","40.746298","-73.994976","104","3","91","1087325","1007750046","Hudson Yards-Chelsea-Flatiron-Union Square"
"87-18-BZ","2205-2211","Bedford Ave","Brooklyn","05104","6,8","87","1918","BZ","11226","40.650118","-73.9558","317","40","794",,,"Erasmus"
"88-18-A","542-50","Eldert St & Irving Ave","Brooklyn","03419","31, 37","88","1918","A",,,,,,,,,
"97-18-S","12-16","John St","Manhattan","00065","20","97","1918","S",,,,,,,,,
"98-18-A","12-16","John St","Manhattan","00065","20","98","1918","A",,,,,,,,,
"100-18-S","533-561","Prospect Pl","Brooklyn","01156","1, 21","100","1918","S","11238","40.675555","-73.958761","308","35","305","3395077","3011560080","Crown Heights North"
"106-18-S","382","Lafayette St","Manhattan","00531","11","106","1918","S","10003","40.727554","-73.993426","102","1","5502","1008508","1005317502","West Village"
"107-18-S","196-198","Chambers St","Manhattan","00138","34","107","1918","S","10007","40.71681","-74.012099","101","1","21",,,"SoHo-TriBeCa-Civic Center-Little Italy"
"108-18-S","53-55","5th Ave","Manhattan","570","1","108","1918","S","10003","40.734767","-73.994505","102","2","61","1009373","1005707501","West Village"
"111-18-S","160-164","Broadway","Manhattan","00064","15","111","1918","S","10038","40.709493","-74.01024","101","1","1502","1079040","1000640015","Battery Park City-Lower Manhattan"
"117-18-S","143","Chambers St","Manhattan","00140","3","117","1918","S","10007","40.715748","-74.009718","101","1","21","1001501","1001400003","SoHo-TriBeCa-Civic Center-Little Italy"
"117-18-A","289-293","22nd St","Brooklyn","00897","pt-41, 45","117","1918","A","11215","40.659813","-73.99237","307","38","145","3000000","3008970045","Sunset Park West"
"121-18-A","1655-1667","St Marks Ave","Brooklyn","01454","54, 58","121","1918","A","11233","40.673147","-73.912189","316","41","36501","3039123","3014540054","Ocean Hill"
"121-18-BZ","1653-1663","St Marks Ave","Brooklyn","01454","54, 58","121","1918","BZ","11233","40.67315","-73.912222","316","41","36501","3039124","3014540058","Ocean Hill"
"123-18-S","3-5","Waverly Pl","Manhattan","00548","68","123","1918","S",,,,,,,,,
"128-18-S","52-56","Garden St","Brooklyn","03137","86","128","1918","S","11206","40.700795","-73.937063","304","34","389","3000000","3031370086","Bushwick South"
"129-18-A","2165-2217","Tilden Ave","Brooklyn","05126","33,40,62","129","1918","A","11226","40.646592","-73.956667","314","40","794",,,"Erasmus"
"131-18-BZ","36-40","East 49th St","Manhattan","01084","50,152","131","1918","BZ","10017","40.757118","-73.975794","105","4","94","1035443","1012840052","Midtown-Midtown South"
"141-18-S","817-819","East 144th St","Bronx","NONE",,"141","1918","S","10454","40.808958","-73.906996","201","8","31",,,"Mott Haven-Port Morris"
"148-18-BZ","161-175","East 51st St","Manhattan","01306","30,33,41","148","1918","BZ","10022","40.756859","-73.971254","106","4","100","1036462","1013060033","Turtle Bay-East Midtown"
"148-18-BZ","161-175","51st St","Manhattan","01306","30,33,41","148","1918","BZ",,,,,,,,,
"151-18-S","336","East 142nd St","Bronx","NONE",,"151","1918","S",,,,,,,,,
"154-18-S","245","East 23rd St","Manhattan","00904","14,24,22","154","1918","S","10010","40.7384","-73.982102","106","2","64","1087220","1009049024","Gramercy"
"155-18-S","138-142","Prince St","Manhattan","00501","12 & 14","155","1918","S","10012","40.725586","-74.000538","102","1","49","1007711","1005010012","SoHo-TriBeCa-Civic Center-Little Italy"
"161-18-S","79-81","Chambers St","Manhattan","00149","3","161","1918","S","10007","40.714428","-74.00685","101","1","21","1001625","1001490003","SoHo-TriBeCa-Civic Center-Little Italy"
"164-18-S","146-150","West 63rd St","Manhattan","01134","58","164","1918","S",,,,,,,,,
"165-18-S","2-50","Taffe Pl","Brooklyn","01881","39","165","1918","S",,,,,,,,,
"165-18-A","24-30","Taffe Pl","Brooklyn","01881","35","165","1918","A",,,,,,,,,
"166-18-S","2-50","Taffe Pl","Brooklyn","01881","39","166","1918","S",,,,,,,,,
"166-18-S","24-30","Taffe Pl","Brooklyn","01881","35","166","1918","S",,,,,,,,,
"167-18-A","24-30","Taffe Pl","Brooklyn","01881","35","167","1918","A",,,,,,,,,
