"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2016","35","Education","17","Renovate Decrepit Bathrooms at PS 9 & PS 316","Update 6 badly deteriorated bathrooms; includes replacing broken toilets & installing hand dryers.","80 Underhill Ave & 750 Classon Ave.","1024","1","300000","0","3","40.678297","-73.965541","11238","8","205","3028204","3011450026","Prospect Heights                                                           "
"2016","35","Housing","8","Basketball Court Renovation at Atlantic Terminal","Basketball court renovation","Atlantic Terminal Housing Development","331","0","350000","0","3",,,," ",,,,
"2016","35","Housing","6","Basketball Court Renovation at Lafayette Gardens","Renovation of basketball court","Lafayette Gardens Housing Development","190","0","350000","0","3",,,," ",,,,
"2016","35","Housing","7","Basketball Court Renovation at Whitman Houses","Renovation of basketball court","Whitman Housing Development","201","0","350000","0","3",,,," ",,,,
"2016","35","Housing","9","Grounds Renovation (Atlantic Terminal Housing Development)","Project will be designed to budget in collaboration with the Resident Association leadership. Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches","Atlantic Terminal Housing Development","295","0","500000","0","3",,,," ",,,,
"2016","35","Housing","13","Grounds Renovation (Ingersoll Housing Development Garden)","Project will be designed to budget in collaboration with the Resident Association leadership. Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches","Lafayette Gardens Housing Development Garden","275","0","500000","0","3",,,," ",,,,
"2016","35","Housing","12","Grounds Renovation (Lafayette Gardens Housing Development Garden)","Project will be designed to budget in collaboration with the Resident Association leadership. Priorities to be considered will include lighting, trees, bushes, irrigation system and metal benches","Ingersoll Housing Development Garden","125","0","500000","0","3",,,," ",,,,
"2016","35","Housing","15","HVAC System for the Willoughby Senior Center","HVAC system for the Willoughby Senior Center","Whitman Housing Development","375","1","500000","1","3",,,," ",,,,
"2016","35","Housing","14","Renovation of Farragut Community Center Entrance","Renovate the entry way to the Farragut community Center needs new walls, new paint and new floors. 
","Farragut Housing Development","171","0","500000","0","3",,,," ",,,,
"2016","35","Housing","11","Renovation to Willoughby Senior Center Entrance","Grounds Renovation for the outside. The entry way to the Willoughby Senior Center needs new walls, new paint and new floors.
","Whitman Housing Development","253","0","500000","0","3",,,," ",,,,
"2016","35","Housing","10","Safety Upgrades in Farragut Housing Development","Design it to budget. Install Cameras in staircases and elevators.","Farragut Housing Development","335","0","500000","0","3",,,," ",,,,
"2016","35","Public Safety","5","Security Cameras in Precincts 71 and 78","Install Argus security cameras at intersections where NYPD precincts have identified a need. Each Argus unit is a set of 2 cameras. Three units will be allocated to each of the 2 precincts.","NYPD to choose place","180","0","210000","0","3",,,," ",,,,
"2016","44","Arts, Culture & Community","13","Therapeutic Center at Mishkon Division","The Mishkon Division services the needs of people with developmental disabilities. This project would develop a brand new therapeutic center.","District Wide","832","0","225000","0","3",,,," ",,,,
"2016","35","Public Safety","4","Security Cameras in Precincts 88 and 77","Install Argus security cameras at intersections where NYPD precincts have identified a need. Each Argus unit is a set of 2 cameras. Three units will be allocated to each of the 2 precincts.","NYPD to Choose Place","292","0","210000","0","3",,,," ",,,,
"2016","35","Transit","3","Bump Out at Washington Avenue and Dean Street","Create a bump-out at the Dean Street and Washington Avenue intersection. This is in response to increased vehicular traffic on Dean Street. It will help reduce the risk of pedestrian injuries.","Washington Avenue at Dean Street","286","0","300000","0","3",,,," ",,,,
"2016","35","Transit","2","Bus Pads on Fulton Street","Bus pads replace the surface where buses stop and replace the pavement that gets warped with a solid concrete pad. The warped streets cause danger for bikes, the old and the young who walk there.","Vanderbilt Avenue to Carlton Avenue","183","0","220000","0","3",,,," ",,,,
"2016","35","Transit","1","President Street Bump-Outs","On President Street, create bump-outs to extend curbs into the street. This is a high-volume subway station with inadequate space for pedestrians. Project would decrease likelihood of injury/death.","President St. and Nostrand Ave. (2/5 Stop)","151","0","300000","0","3",,,," ",,,,
"2016","35","Transit","19","Real-Time Information Signs: B65 & B44 Passengers","Install real-time bus signs on two of the busiest lines in Brooklyn:

B65: Flatbush & Dean; Flatbush & Bergen; Bergen & New York; Dean & Nostrand

B44: New York & Eastern Pkwy; Nostrand & Eastern Pkwy","B65 and B44 Stops

","288","0","160000","0","3",,,," ",,,,
"2016","36","Arts, Culture & Community","1","Renovate and Upgrade Marcy Library Auditorium","Upgrade the multi-purpose room/ auditorium of the Marcy Branch of the Brooklyn Public Library with new electrical, lighting, flooring & shelving.","617 Dekalb Avenue","410","1","350000","0","3","40.691423","-73.951034","11216","3","253","3049472","3017740081","Bedford                                                                    "
"2016","36","Education","11","4 Science Carts for Bed-Stuy New Beginnings","Each Science Cart = $62,000","82 Lewis Ave","350","1","248000","0","3","40.694679","-73.93739","11206","3","283","3043017","3015910045","Stuyvesant Heights                                                         "
"2016","36","Education","12","Dance Studio at P.S. 3","Transform a classroom into a dance studio w/ new floor, mirrors, barre & sound system.","50 Jefferson Ave.","275","0","200000","0","3","40.682663","-73.955338","11216","3","227","3057406","3019980001","Clinton Hill                                                               "
"2016","36","Education","10","New Laptops for P.S. 59","2 laptop carts w/ 30-35 Lenovo laptops each","211 Throop Avenue","307","1","70000","0","3","40.696733","-73.943652","11206","3","28502","3048546","3017490001","Stuyvesant Heights                                                         "
"2016","36","Education","9","Smartboards for Smart Kids!","New smartboards for five D36 schools -- PS 289, PS 138, PS 93, PS 243 & Bedford Academy. $64K will fund 8 smartboards per school. Includes required electrical & data.","PS 289, PS 138, PS 93, PS 243 & Bedford Acdmy","301","1","320000","0","3",,,," ",,,,
"2016","36","Housing","2","Security Cameras for Albany Houses","Add new security cameras to Albany Houses. (Project will be designed to budget and may not cover fully CCTV at both Albany I and II.)","Albany Houses (NYCHA)","241","0","750000","0","3",,,," ",,,,
"2016","36","Housing","3","Security Cameras for Marcy Houses Senior Buildings","Install security camera system to cover the two senior buildings (Marcy Avenue and Stockton Place) and other parts of Marcy Houses, as feasible. (Project will be designed to budget.)","Marcy Houses (NYCHA)","303","0","750000","0","3",,,," ",,,,
"2016","36","Parks & Recreation","4","A Top-Notch Dog Run for District 36","Transform the informal dog play area at Von King Park into a top notch dog run with separate vestibules and play areas for big and little dogs, new fencing, dog fountains and proper drainage.","Von King Park, 670 Lafayette Avenue","99","0","650000","0","3",,,," ",,,,
"2016","36","Parks & Recreation","5","Upgrade Brower Park Basketball Courts","Provide beautiful new surfaces for two of the four basketball courts in Brower Park, including new drainage, pavement and lines.","Brower Park","289","1","600000","1","3",,,," ",,,,
"2016","36","Parks & Recreation","6","Upgrade Hattie Carthan Playground Handball Courts","Reconstruct wall (strip down to supports and re-cement); repave underfoot surface; install new benches and new fence; prune trees.","308 Monroe Street","143","0","400000","0","3","40.685939","-73.946419","11216","3","265","3051458","3018190014","Bedford                                                                    "
"2016","36","Transit","8","Goodbye to Sidewalk Cracks","Repair cracked sidewalks around the Armstrong NYCHA developments in D36. Quincy St b/w Marcy & Tompkins Aves.; Marcy b/w Gates to Quincy; Gates b/w Marcy and Tompkins","Armstrong I & II NYCHA Development","264","0","85000","0","3",,,," ",,,,
"2016","36","Transit","7","Pedestrian Safety at Marcy Ave. and Myrtle Ave.","Install neckdown at Marcy Avenue and Myrtle Avenue (In front of Marcy Houses and subway entrance).","Bedford-Stuyvesant","251","0","300000","0","3",,,," ",,,,
