"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M060059","Manhattan","1","6","309","EAST 48 STREET","10017","309 EAST 48 STREET, New York, NY 10017","1341","6","Libya House","North side of East 48th Street between First and Second Avenues","1984","Completed","Arcade; Plaza","309-315 East 48th Street Company","Raymond & Rado and Partners","Raymond & Rado and Partners","Arcade 1123.66 sf; Plaza 1942.00 sf","24 Hours","None",,,"Full/Partial","40.753512","-73.968588","992953","213803","4","90","1038917","1013410006","Turtle Bay-East Midtown","POINT (-73.968588 40.753512)"
"M060037","Manhattan","1","6","245","EAST 40 STREET","10016","245 EAST 40 STREET, New York, NY 10016","1314","21","Marlborough","Northwest corner of East 40th Street and Second Avenue","1973","Completed","Arcade; Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Arcade 648.00 sf; Plaza 7505.30 sf","24 Hours","None",,,"Full/Partial","40.748957","-73.973343","991636","212143","4","88","1037175","1013140021","Turtle Bay-East Midtown","POINT (-73.973343 40.748957)"
"M050005","Manhattan","1","5","499","PARK AVENUE","10022","499 PARK AVENUE, New York, NY 10022","1313","4",,"Southeast corner of Park Avenue and East 59th Street","1980","Completed","Glass-Enclosed Urban Plaza Equivalent; Open Urban Plaza Equivalent; Sidewalk Widening Equivalent; Through Block Arcade Equivalent",,"I.M. Pei and Partners","I.M. Pei and Partners","Glass-Enclosed Urban Plaza Equivalent 1450.00 sf; Open Urban Plaza Equivalent 525.00 sf; Sidewalk Widening Equivalent 487.00 sf; Through Block Arcade Equivalent 1540.00 sf","24 Hours","Lighting; None; Plaque/Sign; Seating; Trees within Space",,,"Full/Partial","40.76254","-73.969605","992670","217092","4","112.03","1037164","1013130004","Turtle Bay-East Midtown","POINT (-73.969605 40.76254)"
"M080085","Manhattan","1","8","301","EAST 94 STREET","10128","301 EAST 94 STREET, New York, NY 10128","1557","7502","Marmara Manhattan","Northeast corner of Second Avenue and East 94th Street. Original BBL: 1557/1,4,104.","1989","Completed","Residential Plaza",,"Liebman Liebman Associates","Liebman Liebman Associates","Residential Plaza 3310.54 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.782975","-73.947598","998762","224540","5","156.01","1050324","1015577502","Yorkville","POINT (-73.947598 40.782975)"
"M040008","Manhattan","1","4","1000","TENTH AVENUE","10019","1000 TENTH AVENUE, New York, NY 10019","1068","1","St. Luke's-Roosevelt Hospital Center","Full block bounded by Ninth Avenue, Tenth  Avenue, West 58th Street, and West 59th Street","1990","Completed","Public Open Space",,"Skidmore Owings & Merrill/Norman Rosenfeld, Buck/Cane","Skidmore Owings & Merrill/Norman Rosenfeld, Buck/Cane","Public Open Space 13266.00 sf","Restricted Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.769696","-73.986888","987882","219698","3","145","1082718","1010680001","Lincoln Square","POINT (-73.98688800000001 40.769696)"
"M060007","Manhattan","1","6","115","EAST 34 STREET","10016","115 EAST 34 STREET, New York, NY 10016","890","11","Murray Hill","North side of East 34th Street between Lexington and Park Avenues","1980","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 1330.00 sf","24 Hours","None",,,"Full/Partial","40.746892","-73.980165","989746","211390","2","72","1018517","1008900011","Murray Hill-Kips Bay","POINT (-73.980165 40.746892)"
"M060023","Manhattan","1","6","311","EAST 38 STREET","10016","311 EAST 38 STREET, New York, NY 10016","944","7501","Whitney","North side of East 38th Street between First and Second Avenues","1984","Completed","Residential Plaza",,"Liebman Liebman Associates","Liebman Liebman Associates","Residential Plaza 3871.17 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","2 additional amenities",,"Full/Partial","40.747242","-73.973221","991670","211518","4","78","1021933","1009447501","Murray Hill-Kips Bay","POINT (-73.973221 40.747242)"
"M050010","Manhattan","1","5","211","WEST 56 STREET","10019","211 WEST 56 STREET, New York, NY 10019","1028","17","Carnegie Mews","Northeast corner of West 56th Street and Broadway","1976","Completed","Plaza","Ralph Kern","Philip Birnbaum","Philip Birnbaum","Plaza 4773.50 sf","24 Hours","Other Required; Planting","access ramp from West 56th Street to Plaza",,"Full/Partial","40.765474","-73.98147","989383","218160","4","137","1024894","1010280017","Midtown-Midtown South","POINT (-73.98147 40.765474)"
"M080097","Manhattan","1","8","330","EAST 75 STREET","10021","330 EAST 75 STREET, New York, NY 10021","1449","7501","Saratoga","Southwest corner of First Avenue and East 75th Street. Original BBL: 1449/26, 1001-2000.","1985","Completed","Residential Plaza","Sherwood Equities","Schuman Lichtenstein Claman Efron","Quennell Rothschild Associates","Residential Plaza 4862.75 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.769798","-73.955251","996645","219738","5","134","1044935","1014497501","Lenox Hill-Roosevelt Island","POINT (-73.955251 40.769798)"
"M080027","Manhattan","1","8","400","EAST 70 STREET","10021","400 EAST 70 STREET, New York, NY 10021","1464","7501","Kingsley","Southeast corner of First Avenue and East 70th Street","1983","Completed","Residential Plaza",,"Stephen B. Jacobs & Associates","Quennell Rothschild Associates","Residential Plaza 4739.00 sf","Restricted Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.76614","-73.956792","996219","218405","5","124","1045589","1014647501","Lenox Hill-Roosevelt Island","POINT (-73.956792 40.76614)"
"M010026","Manhattan","1","1","125","BROAD STREET","10004","125 BROAD STREET, New York, NY 10004","5","7501","2 New York Plaza","Northeast corner of Broad and South Streets","1970","Completed","Arcade; Plaza","Sol G. Atlas and John P. McGrath","Kahn and Jacobs","Kahn and Jacobs","Arcade 3656.00 sf; Plaza 21009.00 sf","24 Hours","Plaque/Sign",,,"Full/Partial","40.702266","-74.010607","981309","195131","1","9","1000006","1000057501","Battery Park City-Lower Manhattan","POINT (-74.010607 40.702266)"
"M080006","Manhattan","1","8","733","PARK AVENUE","10021","733 PARK AVENUE, New York, NY 10021","1405","72",,"Southeast corner of Park Avenue and East 71st Street","1970","Completed","Arcade; Plaza","733 Park Ave. Co.","Kahn and Jacobs with Harry F. Green","Kahn and Jacobs with Harry F. Green","Arcade 2070.57 sf; Plaza 1760.39 sf","24 Hours","None",,,"Full/Partial","40.770092","-73.964136","994184","219844","4","128","1042760","1014050072","Upper East Side-Carnegie Hill","POINT (-73.964136 40.770092)"
"M010012","Manhattan","1","1","110","WALL STREET","10005","110 WALL STREET, New York, NY 10005","37","8",,"Northeast corner of Wall and Front Streets","1964","Completed","Arcade",,"Emery Roth & Sons","Emery Roth & Sons","Arcade 3613.00 sf","24 Hours","None",,"Open Air Cafe","Full/Partial","40.70491","-74.006355","982488","196094","1","7","1000872","1000370008","Battery Park City-Lower Manhattan","POINT (-74.006355 40.70491)"
"M060067","Manhattan","1","6","300","EAST 54 STREET","10022","300 EAST 54 STREET, New York, NY 10022","1346","49","Connaught Tower","Southeast corner of Second Avenue and East 54th Street","1978","Completed","Park; Plaza",,"Philip Birnbaum","Philip Birnbaum; Brennan Beer Gorman Architects (for alteration in 2003)","Park 0.00 sf; Plaza 2354.20 sf","24 Hours; Restricted Hours","Artwork; Planting; Plaque/Sign; Seating; Trees within Space",,,"Full/Partial","40.756954","-73.966399","993559","215057","4","98","1039846","1013460049","Turtle Bay-East Midtown","POINT (-73.966399 40.756954)"
"M050067","Manhattan","1","5","1250","BROADWAY","10001","1250 BROADWAY, New York, NY 10001","833","11",,"Full blockfront on the east side of Broadway between West 31st and 32nd Streets","1968","Completed","Arcade; Plaza","Louis Cooper, Jerry Bregstein","Shreve, Lamb & Harmon","Shreve, Lamb & Harmon","Arcade 1035.72 sf; Plaza 8562.55 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.747774","-73.987874","987610","211711","4","76","1015805","1008330011","Midtown-Midtown South","POINT (-73.987874 40.747774)"
"M080066","Manhattan","1","8","401","EAST 84 STREET","10028","401 EAST 84 STREET, New York, NY 10028","1564","7502","Dunhill","Northeast corner of First Avenue and East 84th Street. Original BLL: 1564/5, 1101-1189.","1987","Completed","Open Plaza","Ganbir Construction Corp.","Liebman Liebman Associates","Liebman Liebman Associates","Open Plaza 846.00 sf","24 Hours","Other Required; Planting; Trees on Street; Trees within Space","12 lamp posts of the kind used throughout the City's public park system",,"Full/Partial","40.775565","-73.949915","998122","221840","5","144.01","1073786","1015647502","Yorkville","POINT (-73.949915 40.775565)"
"M050100","Manhattan","1","5","1548","BROADWAY","10036","1548 BROADWAY, New York, NY 10036",,,"Bertelsmann","East side of Broadway between West 45th and West 46th Streets. Original BBL: 998/1001-1005,8.","1999","Completed","Through Block Connection","Broadway State Partners/Eichner Properties","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill","Through Block Connection 3012.00 sf","Restricted Hours","Lighting; Plaque/Sign",,,"Full/Partial","40.758432","-73.98515","988364","215594","4","119",,,"Midtown-Midtown South","POINT (-73.98515 40.758432)"
"M010044","Manhattan","1","1","1","WALL STREET","10005","1 WALL STREET, New York, NY 10005","23","7501","Bank of New York","North side of Exchange Place between New Street and Broadway","1964","Completed","Plaza",,"Voorhees Walker Smith Smith & Haines","Voorhees Walker Smith Smith & Haines","Plaza 4618.50 sf","24 Hours","None",,,"Full/Partial","40.707121","-74.01183","980970","196900","1","7","1000815","1000237501","Battery Park City-Lower Manhattan","POINT (-74.01183 40.707121)"
"M050020","Manhattan","1","5","230","WEST 55 STREET","10019","230 WEST 55 STREET, New York, NY 10019","1026","7502","La Premiere","Southwest corner of West 55th Street and Broadway","1979","Completed","Residential Plaza",,"Philip Birnbaum","Philip Birnbaum; Elliot Vilkas Architect (for alteration in 2004)","Residential Plaza 5215.00 sf","Restricted Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.764686","-73.982694","989044","217873","3","137","1078861","1010267502","Midtown-Midtown South","POINT (-73.982694 40.764686000000005)"
"M050082","Manhattan","1","5","420","FIFTH AVENUE","10018","420 FIFTH AVENUE, New York, NY 10018","839","7501",,"Full blockfront on west side of Fifth Avenue between West 37th and 38th Streets","1989","Completed","Urban Plaza","Hammerson Property Corp.","Brennan Beer Gorman","M. Paul Friedberg & Partners","Urban Plaza 3765.00 sf","24 Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.750812","-73.983336","988867","212818","4","84","1081017","1008397501","Midtown-Midtown South","POINT (-73.98333600000001 40.750812)"
"M050047","Manhattan","1","5","1211","SIXTH AVENUE","10036","1211 SIXTH AVENUE, New York, NY 10036","1000","29","1211 Avenue of the Americas","West side of Sixth Avenue between West 47th and 48th Streets","1973","Completed","Plaza; Subway Concourse; Through Block Arcade","Rockefeller Center Inc","Harrison and Abramovitz","Harrison and Abramovitz","Plaza 21872.00 sf; Subway Concourse 0.00 sf; Through Block Arcade 5579.27 sf","24 Hours","Escalator; Lighting; None; Retail Frontage; Subway",,,"Full/Partial","40.758664","-73.982399","989126","215679","4","125","1022678","1010000029","Midtown-Midtown South","POINT (-73.982399 40.758664)"
"M010009","Manhattan","1","1","180","WATER STREET","10038","180 WATER STREET, New York, NY 10038","70","32",,"Full blockfront on south side of John Street between Water and Pearl Streets","1969","Completed","Arcade; Plaza","Theodore Locker","Emery Roth & Sons","Emery Roth & Sons","Arcade 2404.41 sf; Plaza 3949.00 sf","24 Hours","None",,,"Full/Partial","40.706996","-74.005544","982713","196854","1","15.02","1001134","1000700032","Battery Park City-Lower Manhattan","POINT (-74.005544 40.706996)"
"K020008","Brooklyn","3","2","343","GOLD STREET","11201","343 GOLD STREET, Brooklyn, NY 11201","2049","2","Avalon Fort Greene","North of Myrtle Avenue between Flatbush Avenue Extension and Prince Street","2008","Completed","Residential Plaza","Avalon Bay Communities, Inc.","Perkins Eastman","Moss Gilday Group","Residential Plaza 17475.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Unknown","40.694078","-73.982885","988996","192148","35","15","3393888","3020490002","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.982885 40.694078)"
"M020003","Manhattan","1","2","375","HUDSON STREET","10014","375 HUDSON STREET, New York, NY 10014","599","64","Saatchi & Saatchi","Full block bounded by Hudson, Greenwich, King Streets, and West Houston Streets","1987","Completed","Arcade; Plaza",,"Lee Harris Pomeroy Associates/Emery Roth & Sons","Lee Harris Pomeroy Associates/Emery Roth & Sons","Arcade 2454.30 sf; Plaza 13163.87 sf","24 Hours","None",,,"Full/Partial","40.728482","-74.007923","982054","204682","3","37","1010379","1005990064","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.007923 40.728482)"
"M070019","Manhattan","1","7","45","WEST 60 STREET","10023","45 WEST 60 STREET, New York, NY 10023","1113","1","Regent","Northeast corner of Columbus Avenue and West 60th Street","1982","Completed","Residential Plaza",,"Horace Ginsbern","Horace Ginsbern","Residential Plaza 9256.43 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.769943","-73.983711","988762","219788","3","145","1027187","1011130001","Lincoln Square","POINT (-73.983711 40.769943)"
"M050026","Manhattan","1","5","1330","SIXTH AVENUE","10019","1330 SIXTH AVENUE, New York, NY 10019","1269","1",,"East side of Sixth Avenue between West 53rd and 54th Streets","1965","Completed","Plaza",,"Emery Roth & Sons","Emery Roth & Sons; Moed de Armas & Shannon Architects, P.C. (for alteration in 2012)","Plaza 6312.00 sf","24 Hours","Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables",,,"Full/Partial","40.761966","-73.978475","990213","216882","4","104","1034522","1012690001","Midtown-Midtown South","POINT (-73.978475 40.761966)"
"M010047","Manhattan","1","1","55","CHURCH STREET","10007","55 CHURCH STREET, New York, NY 10007","80","4","Millenium Hilton Hotel","East side of Church Street between Dey and Fulton Streets","1991","Completed","Sidewalk Widening; Urban Plaza","Kalikow Realty","Eli Attia Architects","Eli Attia Architects; Stonehill and Taylor Architects and Planners (for alteration in 2005)","Sidewalk Widening 604.10 sf; Urban Plaza 4803.60 sf","24 Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.71114","-74.010244","981410","198364","1","13","1075702","1000800004","Battery Park City-Lower Manhattan","POINT (-74.010244 40.71114)"
"Q020001","Queens","4","2","1","COURT SQUARE","11101","1 COURT SQUARE, Queens, NY 11101","79","30","Citicorp at Court Square","Block bounded by Jackson Avenue, 45th Avenue, 23rd Street, and 44th Drive","1989","Completed","Landscaped Public Open Space; Pedestrian Circulation Space",,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill","Landscaped Public Open Space 0.00 sf; Pedestrian Circulation Space 0.00 sf","24 Hours","Escalator; Subway; Trees on Street; Trees within Space",,,"Full/Partial","40.747058","-73.944064","999749","211455","26","19","4307108","4000790030","Hunters Point-Sunnyside-West Maspeth","POINT (-73.944064 40.747058)"
"M060041","Manhattan","1","6","685","THIRD AVENUE","10017","685 THIRD AVENUE, New York, NY 10017","1317","1",,"East side of Third Avenue between East 43rd and 44th Streets","1975","Completed","Augmented Sidewalk; Vest Pocket Park","American Home Products Corporation","Emery Roth & Sons","Emery Roth & Sons","Augmented Sidewalk 570.00 sf; Vest Pocket Park 4000.00 sf","24 Hours; Restricted Hours","Food Service; Lighting; Planting; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.751581","-73.973331","991639","213099","4","88","1037555","1013170001","Turtle Bay-East Midtown","POINT (-73.973331 40.751581)"
"M060055","Manhattan","1","6","885","THIRD AVENUE","10022","885 THIRD AVENUE, New York, NY 10022","1327","1",,"East side of Third Avenue between East 53rd and 54th Streets","1985","Completed","Pedestrian Circulation Space","Gerald Hines","John Burgee Architects with Philip Johnson","John Burgee Architects with Philip Johnson","Pedestrian Circulation Space 0.00 sf","24 Hours","Lighting; Planting; Plaque/Sign; Subway; Trees on Street",,,"Full/Partial","40.757885","-73.968777","992900","215396","4","98","1038549","1013270001","Turtle Bay-East Midtown","POINT (-73.968777 40.757885)"
"M060011","Manhattan","1","6","201","EAST 17 STREET","10003","201 EAST 17 STREET, New York, NY 10003","898","1","Park Towers Medical Plaza","East side of Third Avenue between East 17th and 18th Streets","1973","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 7738.14 sf","24 Hours","None",,,"Full/Partial","40.735365","-73.985267","988333","207190","2","48","1019551","1008980001","Gramercy","POINT (-73.985267 40.735365)"
"M060085","Manhattan","1","6","200","EAST 32 STREET","10016","200 EAST 32 STREET, New York, NY 10016","912","7502","Future","East side of Third Avenue between East 31st and 32nd Streets","1992","Completed","Residential Plaza",,"Costas Kondylis","Costas Kondylis","Residential Plaza 5755.35 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.744021","-73.97896","990080","210344","2","70","1077352","1009127502","Murray Hill-Kips Bay","POINT (-73.97896 40.744021000000004)"
"R010001","Staten Island","5","1","155","RICHMOND TERRACE","10301","155 RICHMOND TERRACE, Staten Island, NY 10301","2","22","NY Wheel","Observation wheel and parking garage on northern commuter lot at the St. George ferry terminal.",,,,,"Perkins Eastman","MPFP",,,,,,"None","40.647158","-74.078641","962427","175063","49","7","5516463","5000020022","West New Brighton-New Brighton-St. George","POINT (-74.078641 40.647158)"
"M080059","Manhattan","1","8","301","EAST 87 STREET","10128","301 EAST 87 STREET, New York, NY 10128","1550","1","Corniche","Northeast corner of Second Avenue and East 87th Street","1974","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 3357.00 sf","24 Hours","Bicycle Parking; Litter Receptacles; Planting; Plaque/Sign; Seating",,,"Full/Partial","40.77861","-73.950797","997877","222949","5","146.02","1050044","1015500001","Yorkville","POINT (-73.95079700000001 40.77861)"
"M040001","Manhattan","1","4","555","WEST 57 STREET","10019","555 WEST 57 STREET, New York, NY 10019","1086","7502","BMW","Full blockfront on east side of Eleventh Avenue between West 57th and 58th Streets","1971","Completed","Arcade; Plaza",,"Eggers and Higgins","Eggers and Higgins","Arcade 9061.00 sf; Plaza 14359.00 sf","24 Hours","None",,,"Full/Partial","40.770402","-73.990491","986884","219955","6","135","1027072","1010867502","Clinton","POINT (-73.990491 40.770402)"
"M060019","Manhattan","1","6","250","EAST 40 STREET","10016","250 EAST 40 STREET, New York, NY 10016","920","7501","Highpoint","Southwest corner of East 40th Street and Second Avenue","1988","Completed","Residential Plaza",,"Wechsler, Grasso, Menziuso","Wechsler, Grasso, Menziuso","Residential Plaza 6427.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.74854","-73.973654","991550","211991","4","88","1076162","1009207501","Turtle Bay-East Midtown","POINT (-73.973654 40.74854)"
"M070015","Manhattan","1","7","1886","BROADWAY","10023","1886 BROADWAY, New York, NY 10023","1115","7503","30 Lincoln Plaza","East side of Broadway between West 62nd and 63rd Streets","1978","Completed","Covered Plaza; Landscaped Plaza; Mandatory Arcade; Special Permit Arcade","Lincoln Plaza Associates South/Milstein","Philip Birnbaum","M. Paul Friedberg","Covered Plaza 2386.25 sf; Landscaped Plaza 14385.17 sf; Mandatory Arcade 3492.61 sf; Special Permit Arcade 1000.00 sf","24 Hours; Restricted Hours","Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature","regular maintenance of Covered Plaza and Landscaped Plaza; reconstruction and landscaping of Broadway Malls from West 62nd to West 64th Streets; regular maintenance of Covered Plaza and Landscaped Plaza",,"Full/Partial","40.770769","-73.981573","989354","220089","6","149","1027463","1011157503","Lincoln Square","POINT (-73.981573 40.770769)"
"M050060","Manhattan","1","5","1095","SIXTH AVENUE","10036","1095 SIXTH AVENUE, New York, NY 10036","994","7501","Bell Atlantic","Full blockfront on west side of Sixth Avenue between West 41st and 42nd Streets","1971","Completed","Special Permit Plaza; Subway Concourse","New York Telephone Co.","Kahn and Jacobs","Kahn and Jacobs; Bonsignore Brignati & Mazzotta (for alteration in 1989); Moed de Armas & Shannon (for alteration in 2010)","Special Permit Plaza 17034.18 sf; Subway Concourse 0.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Programs; Seating; Subway; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.754754","-73.985006","988404","214254","4","113","1087119","1009947501","Midtown-Midtown South","POINT (-73.985006 40.754754)"
"M080002","Manhattan","1","8","167","EAST 61 STREET","10065","167 EAST 61 STREET, New York, NY 10065","1396","33","Trump Plaza","Full blockfront of west side of Third Avenue between East 61st and 62nd Streets","1983","Completed","Residential Plaza","Donald J. Trump","Frank Williams/Philip Birnbaum","Thomas Balsley","Residential Plaza 7319.54 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.763253","-73.965768","993733","217352","4","114.02","1041986","1013960033","Upper East Side-Carnegie Hill","POINT (-73.965768 40.763253)"
"M080021","Manhattan","1","8","304","EAST 65 STREET","10065","304 EAST 65 STREET, New York, NY 10065","1439","7501","Rio","Southeast corner of Second Avenue and East 65th Street","1987","Completed","Residential Plaza","Vector Real Estate Group","The Gruzen Partnership","Thomas Balsley Associates; Langan (2018 Redesign)","Residential Plaza 4054.00 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.763976","-73.961461","994926","217616","5","118","1072488","1014397501","Lenox Hill-Roosevelt Island","POINT (-73.961461 40.763976)"
"M010022","Manhattan","1","1","45","BROADWAY","10006","45 BROADWAY, New York, NY 10006","20","9","45 Broadway Atrium","West side of Broadway between Morris Street and Exchange Alley","1983","Completed","Arcade; Shopping Arcade","HRO International, Ltd.","Fox and Fowle","Fox and Fowle","Arcade 1983.00 sf; Shopping Arcade 81.68 sf","24 Hours","Escalator; Subway",,,"Full/Partial","40.706542","-74.013266","980572","196689","1","13","1000804","1000200009","Battery Park City-Lower Manhattan","POINT (-74.013266 40.706542)"
"M050078","Manhattan","1","5","611","FIFTH AVENUE","10022","611 FIFTH AVENUE, New York, NY 10022","1285","7501","Saks Tower","East side of Fifth Avenue between East 49th and 50th Streets","1990","Completed","Building Entrance Recess Area; Special Permit Pedestrian Circulation Sp","Saks Fifth Avenue/Swiss Bank Corp.","Lee Harris Pomeroy","Lee Harris Pomeroy","Building Entrance Recess Area 174.00 sf; Special Permit Pedestrian Circulation Sp 930.00 sf","24 Hours","Lighting; Other Required; Planting; Plaque/Sign; Seating","through block public passage connecting East 49th and East 50th Streets, open to the public during the Saks Fifth Avenue department store hours",,"Full/Partial","40.757966","-73.976816","990673","215425","4","102","1081145","1012857501","Midtown-Midtown South","POINT (-73.976816 40.75796600000001)"
"M060074","Manhattan","1","6","420","EAST 54 STREET","10022","420 EAST 54 STREET, New York, NY 10022","1365","9","River Tower","South side of East 54th Street between Sutton Place South and First Avenue","1982","Completed","Residential Plaza","Harry Macklowe","Schuman, Lichenstein, Claman, Efron","Schuman, Lichenstein, Claman, Efron; Mathew Nielsen Landscape Architects (2018 Design Change)","Residential Plaza 12673.31 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.755676","-73.96353","994354","214592","4","86.03","1040158","1013650009","Turtle Bay-East Midtown","POINT (-73.96353 40.755676)"
"M050054","Manhattan","1","5","1155","SIXTH AVENUE","10036","1155 SIXTH AVENUE, New York, NY 10036","997","29",,"Full blockfront on west side of Sixth Avenue between West 44th and 45th Streets","1983","Completed","Arcade; Sidewalk Widening; Urban Plaza","Durst Building Corporation","Emery Roth & Sons","Emery Roth & Sons; Thomas Balsley Associates; Fox & Fowle Architects (for alteration in 2003); STUDIOS Architecture (for 2016 design change)","Arcade 1460.00 sf; Sidewalk Widening 3714.00 sf; Urban Plaza 4258.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.756672","-73.98336","988860","214953","4","119","1022631","1009970029","Midtown-Midtown South","POINT (-73.98336 40.756672)"
"M010016","Manhattan","1","1","77","WATER STREET","10005","77 WATER STREET, New York, NY 10005","33","1",,"Full block bounded by Front Street, Water Street, Old Slip, and Gouverneur Lane","1970","Completed","Arcade; Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Arcade 10335.00 sf; Plaza 4956.00 sf","24 Hours","None",,,"Full/Partial","40.704226","-74.008198","981977","195845","1","7","1000863","1000330001","Battery Park City-Lower Manhattan","POINT (-74.008198 40.704226)"
"M010040","Manhattan","1","1","59","MAIDEN LANE","10038","59 MAIDEN LANE, New York, NY 10038","67","1",,"North corner of Maiden Lane and William Street","1965","Completed","Arcade; Plaza","The Home Insurance Company","Alfred Easton Poor Architects","Alfred Easton Poor Architects; Kohn Pedersen Fox (for alteration)","Arcade 4904.00 sf; Plaza 27700.87 sf","24 Hours","None",,,"Full/Partial","40.708659","-74.007982","982037","197460","1","15.02","1079043","1000670001","Battery Park City-Lower Manhattan","POINT (-74.007982 40.708659)"
"M050104","Manhattan","1","5","1585","BROADWAY","10036","1585 BROADWAY, New York, NY 10036","1019","7502","Morgan Stanley Building","West side of Broadway between West 47th Street and West 48th Street","1989","Completed","Through Block Connection",,"Gwathmey Siegel & Associates Architects/Emery Roth & Sons",,,"Restricted Hours","Lighting; Plaque/Sign",,,"None","40.759977","-73.985507","988265","216157","3","125","1076193","1010197502","Midtown-Midtown South","POINT (-73.985507 40.759977)"
"M050094","Manhattan","1","5","45","EAST 25 STREET","10010","45 EAST 25 STREET, New York, NY 10010","855","7501","Stanford","North side of East 25th Street between Park Avenue South and Madison Avenue","1986","Completed","Plaza",,"Liebman Liebman Associates","Liebman Liebman Associates","Plaza 2000.40 sf","24 Hours","None",,,"Full/Partial","40.742024","-73.986164","988084","209616","2","56","1016750","1008557501","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.986164 40.742024)"
