"manhattan_condominiums_comparable_properties_boro_block_lot","manhattan_condominiums_comparable_properties_condo_section","manhattan_condominiums_comparable_properties_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","manhattan_condominiums_comparable_properties_neighborhood","manhattan_condominiums_comparable_properties_building_classification","manhattan_condominiums_comparable_properties_total_units","manhattan_condominiums_comparable_properties_year_built","manhattan_condominiums_comparable_properties_gross_sqft","manhattan_condominiums_comparable_properties_estimated_gross_income","manhattan_condominiums_comparable_properties_gross_income_per_sqft","manhattan_condominiums_comparable_properties_estimated_expense","manhattan_condominiums_comparable_properties_expense_per_sqft","manhattan_condominiums_comparable_properties_net_operating_income","manhattan_condominiums_comparable_properties_full_market_value","manhattan_condominiums_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_condo_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_condo_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_condo_in_miles"
"1-01220-7504","0774-R1","110 WEST 90 STREET","1","10024","40.789315","-73.970954","7","6","173","1077360","1012207504","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","59","1990","60767","2047240","33.69","851953","14.02","1195287","8873994","146.03","1-01220-0029","60218 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D6-ELEVATOR","170","1986","175436","9678460","55.17","1954109","11.14","7724351","57619000","328.43","0","1-01217-0025","115 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","81","1931","83837","2824749","33.69","1069842","12.76","1754907","13028000","155.4","0.15","1-01200-0005","51 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","83","1927","70,144","2,092,644","29.83","980,376","13.98","1,112,268","8,335,000","118.83","0.23"
"1-01223-7501","0357-R1","661 AMSTERDAM AVENUE","1","10025","40.791638","-73.97212","7","6","177","1032532","1012237501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","93","1930","100964","3131903","31.02","1167144","11.56","1964759","14676000","145.36","1-01217-0025","115 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","81","1931","83837","2824749","33.69","1069842","12.76","1754907","13028000","155.4","0.3","1-01216-0060","168 WEST 86 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","50","1923","100042","2835051","28.34","895398","8.95","1939653","13951000","139.45","0.36",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01223-7502","0550-R1","124 WEST 93 STREET","1","10025","40.791341","-73.969928","7","6","177","1070916","1012237502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","53","1925","62389","2079425","33.33","709363","11.37","1370062","10178999","163.15","1-01239-0044","2476 BROADWAY","UPPER WEST SIDE (79-96)","D7-ELEVATOR","64","1920","67954","1862613","27.41","656625","9.66","1205988","8697000","127.98","0.13","1-01241-0046","2512 BROADWAY","UPPER WEST SIDE (79-96)","D7-ELEVATOR","68","1900","62280","2443712","39.24","814704","13.08","1629008","12319000","197.8","0.13",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01223-7503","1645-R1","100 WEST 93 STREET","1","10025","40.790951","-73.969","7","6","177","1032526","1012237503","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","279","1973","246842","4800000","19.45","1372800","5.56","3427200","24552007","99.46","1-01221-0001","621 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","D9-ELEVATOR","190","1974","233880","6092012","26.05","2488161","10.64","3603851","26094000","111.57","0.1","1-01226-0029","720 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D6-ELEVATOR","171","1986","232831","7452920","32.01","2831225","12.16","4621695","34452000","147.97","0.15",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01292-7501","0086-R1","721 5 AVENUE","1","10022","40.76239","-73.974374","5","4","11202","1035794","1012927501","Midtown-Midtown South                                                      ","MIDTOWN CBD","R4-CONDOMINIUM","244","1983","499668","22220236","44.47","6980362","13.97","15239874","114241751","228.64","1-01274-0006","39 WEST 58 STREET","MIDTOWN WEST","D6-ELEVATOR","338","1948","269346","12733536","47.28","3794155","14.09","8939381","67163000","249.36","0.19","1-01332-0029","240 EAST 59 STREET","MIDTOWN EAST","D6-ELEVATOR","167","1983","324212","13502516","41.65","4351027","13.42","9151489","69083000","213.08","0.42",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01223-7504","1984-R1","134 WEST 93 STREET","1","10025","40.791448","-73.970181","7","6","177","1032528","1012237504","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","53","1925","55008","1542424","28.04","476919","8.67","1065505","7672003","139.47","1-01239-0044","2476 BROADWAY","UPPER WEST SIDE (79-96)","D7-ELEVATOR","64","1920","67954","1862613","27.41","656625","9.66","1205988","8697000","127.98","0.13","1-01241-0046","2512 BROADWAY","UPPER WEST SIDE (79-96)","D7-ELEVATOR","68","1900","62280","2443712","39.24","814704","13.08","1629008","12319000","197.8","0.13",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01228-7501","0508-R1","2250 BROADWAY","1","10024","40.784879","-73.979193","7","6","167","1070992","1012287501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","123","1987","132774","4738704","35.69","1696852","12.78","3041852","22474002","169.27","1-01232-0014","2326 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","129","1925","104810","4113341","39.25","1359844","12.97","2753497","20822000","198.66","0.2","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111811","3590971","32.12","1407605","12.59","2183366","16272000","145.53","0.22",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01228-7502","0490-R1","219 WEST 80 STREET","1","10024","40.784176","-73.978623","7","6","167","1071116","1012287502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","28","1910","27772","1067000","38.42","179129","6.45","887871","5820001","209.56","1-01244-0020","306 WEST 80 STREET","UPPER WEST SIDE (79-96)","D5-ELEVATOR","30","1910","22740","713531","31.38","182478","8.02","531053","3795000","166.89","0.18","1-01244-0022","310 WEST 80 STREET","UPPER WEST SIDE (79-96)","D1-ELEVATOR","36","1910","22728","873120","38.42","146625","6.45","726495","5497000","241.86","0.18","1-01150-0035","102 WEST 79 STREET","UPPER WEST SIDE (59-79)","D9-ELEVATOR","42","1931","20,281","978,791","48.26","261,967","12.92","716,824","5,378,000","265.17","0.17"
"1-01228-7503","1487-R1","223 WEST 80 STREET","1","10024","40.784228","-73.978749","7","6","167","1087153","1012287503","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","12","2004","21807","891906","40.9","303553","13.92","588353","4443998","203.79","1-01196-0003","465 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D6-ELEVATOR","21","1988","19303","799945","41.44","200368","10.38","599577","4527000","234.52","0.31","1-01244-0022","310 WEST 80 STREET","UPPER WEST SIDE (79-96)","D1-ELEVATOR","36","1910","22728","873120","38.42","146625","6.45","726495","5497000","241.86","0.18","1-01246-0044","328 WEST 85 STREET","UPPER WEST SIDE (79-96)","D2-ELEVATOR","48","1920","24,544","911,659","37.14","228,211","9.3","683,448","5,029,000","204.9","0.28"
"1-01229-7501","0261-R1","203 WEST 81 STREET","1","10024","40.784596","-73.977655","7","6","167","1032699","1012297501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","55","1920","80629","2636568","32.7","867568","10.76","1769000","9547996","118.42","1-01210-0012","147 WEST 79 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","61","1926","76193","2491263","32.7","820130","10.76","1671133","12431000","163.15","0.16","1-01231-0007","2301 BROADWAY","UPPER WEST SIDE (79-96)","D9-ELEVATOR","37","1910","61250","2003026","32.7","484526","7.91","1518500","11296000","184.42","0.13","1-01232-0014","2326 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","129","1925","104,810","4,113,341","39.25","1,359,844","12.97","2,753,497","20,822,000","198.66","0.15"
"1-01229-7502","1872-R1","219 WEST 81 STREET","1","10024","40.784807","-73.978157","7","6","167","1032680","1012297502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","117","1912","176424","5645568","32","1866566","10.58","3779002","28172000","159.68","1-01230-0043","2290 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","5293936","32","1750347","10.58","3543589","26417000","159.67","0.05","1-01170-0012","2200 BROADWAY","UPPER WEST SIDE (59-79)","D6-ELEVATOR","117","1905","202586","6767501","33.41","2053654","10.14","4713847","35013000","172.83","0.16","1-01168-0010","2161 BROADWAY","UPPER WEST SIDE (59-79)","D6-ELEVATOR","83","1925","170,801","5,187,226","30.37","1,971,044","11.54","3,216,182","24,055,000","140.84","0.27"
"1-01229-7503","2016-R1","442 AMSTERDAM AVENUE","1","10024","40.784662","-73.977236","7","6","167","1032682","1012297503","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","12","1920","8594","292798","34.07","97456","11.34","195342","1448000","168.49","1-01229-0036","454 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","C7-WALK-UP","12","1900","11205","403565","36.02","107965","9.64","295600","2181000","194.65","0","1-01228-0030","422 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","C7-WALK-UP","15","1910","8750","272706","31.17","106868","12.21","165838","1238000","141.49","0.05","1-01230-0030","462 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","C7-WALK-UP","14","1910","10,638","362,440","34.07","120,642","11.34","241,798","1,792,000","168.45","0.05"
"1-01230-7501","0590-R1","2280 BROADWAY","1","10024","40.785922","-73.97842","7","6","171","1076247","1012307501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","97","1923","155319","4970208","32","1643275","10.58","3326933","19800000","127.48","1-01230-0043","2290 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","5293936","32","1750347","10.58","3543589","26417000","159.67","0","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111811","3590971","32.12","1407605","12.59","2183366","16272000","145.53","0.13","1-01233-0029","520 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","D6-ELEVATOR","87","1929","102,693","2,702,441","26.32","994,911","9.69","1,707,530","12,355,000","120.31","0.15"
"1-01231-7501","0386-R1","225 WEST 83 STREET","1","10024","40.786199","-73.97751","7","6","171","1084303","1012317501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","306","1985","369189","14778636","40.03","3850641","10.43","10927995","82594009","223.72","1-01228-0061","424 WEST END AVENUE","UPPER WEST SIDE (79-96)","D8-ELEVATOR","235","1982","288631","13190917","45.7","3285337","11.38","9905580","74506000","258.14","0.17","1-01221-0029","620 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D7-ELEVATOR","238","1986","239598","8230191","34.35","2882364","12.03","5347827","39619000","165.36","0.38",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01232-7501","0616-R1","255 WEST 84 STREET","1","10024","40.787261","-73.978066","7","6","171","1033104","1012327501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","76","1915","147022","4722347","32.12","1851007","12.59","2871340","18810000","127.94","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111811","3590971","32.12","1407605","12.59","2183366","16272000","145.53","0","1-01230-0043","2290 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","5293936","32","1750347","10.58","3543589","26417000","159.67","0.13","1-01232-0014","2326 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","129","1925","104,810","4,113,341","39.25","1,359,844","12.97","2,753,497","20,822,000","198.66","0.09"
"1-01232-7502","1230-R1","500 WEST END AVENUE","1","10024","40.787657","-73.978734","7","6","171","1033103","1012327502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","89","1915","141562","4538478","32.06","1640704","11.59","2897774","21599004","152.58","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111811","3590971","32.12","1407605","12.59","2183366","16272000","145.53","0","1-01230-0043","2290 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","5293936","32","1750347","10.58","3543589","26417000","159.67","0.13",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01233-7501","0296-R1","530 WEST END AVENUE","1","10024","40.788655","-73.978011","7","6","171","1033149","1012337501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","45","1912","79554","2630851","33.07","1275251","16.03","1355600","9427008","118.5","1-01249-0036","575 WEST END AVENUE","UPPER WEST SIDE (79-96)","D3-ELEVATOR","54","1915","104942","3510310","33.45","1298133","12.37","2212177","16430000","156.56","0.16","1-01210-0012","147 WEST 79 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","61","1926","76193","2491263","32.7","820130","10.76","1671133","12431000","163.15","0.37",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01233-7502","0892-R1","255 WEST 85 STREET","1","10024","40.787884","-73.977582","7","6","171","1033131","1012337502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","57","1986","60115","2729221","45.4","509174","8.47","2220047","16701005","277.82","1-01231-0007","2301 BROADWAY","UPPER WEST SIDE (79-96)","D9-ELEVATOR","37","1910","61250","2003026","32.7","484526","7.91","1518500","11296000","184.42","0.1","1-01229-0008","2261 BROADWAY","UPPER WEST SIDE (79-96)","D7-ELEVATOR","47","1912","58254","3452070","59.26","526161","9.03","2925909","21744000","373.26","0.2",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01234-7501","0600-R1","2373 BROADWAY","1","10024","40.788718","-73.976166","7","6","175","1076251","1012347501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","354","1987","412000","16492360","40.03","4297160","10.43","12195200","92171000","223.72","1-01228-0061","424 WEST END AVENUE","UPPER WEST SIDE (79-96)","D8-ELEVATOR","235","1982","288631","13190917","45.7","3285337","11.38","9905580","74506000","258.14","0.3","1-01221-0029","620 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D7-ELEVATOR","238","1986","239598","8230191","34.35","2882364","12.03","5347827","39619000","165.36","0.3",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01235-7501","0074-R1","250 WEST 88 STREET","1","10024","40.789662","-73.975681","7","6","175","1033227","1012357501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","60","1920","56306","1743234","30.96","434119","7.71","1309115","6930007","123.08","1-01236-0044","2412 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","52","1915","76627","1733066","22.62","583188","7.61","1149878","8403000","109.66","0.1","1-01251-0063","302 WEST 92 STREET","UPPER WEST SIDE (79-96)","D3-ELEVATOR","100","1912","64598","2908985","45.03","875831","13.56","2033154","15300000","236.85","0.22",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01236-7501","0428-R1","250 WEST 89 STREET","1","10024","40.790362","-73.975403","7","6","175","1071151","1012367501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R9-CONDOMINIUM","142","1986","134054","5261620","39.25","1738680","12.97","3522940","26641000","198.73","1-01240-0052","2495 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","146","2005","129000","6215220","48.18","1486080","11.52","4729140","35480000","275.04","0.2","1-01232-0014","2326 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","129","1925","104810","4113341","39.25","1359844","12.97","2753497","20822000","198.66","0.23","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111,811","3,590,971","32.12","1,407,605","12.59","2,183,366","16,272,000","145.53","0.21"
"1-01236-7502","1814-R1","215 WEST 88 STREET","1","10024","40.789248","-73.974656","7","6","175","1087732","1012367502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","94","1915","171946","5502272","32","1819189","10.58","3683083","27456989","159.68","1-01236-0037","210 WEST 89 STREET","UPPER WEST SIDE (79-96)","D6-ELEVATOR","152","1963","133284","3820158","28.66","1349245","10.12","2470913","18560000","139.25","0","1-01230-0043","2290 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","125","1924","165452","5293936","32","1750347","10.58","3543589","26417000","159.67","0.31","1-01200-0019","21 WEST 86 STREET","UPPER WEST SIDE (79-96)","D7-ELEVATOR","157","1927","141,498","4,780,943","33.79","1,678,225","11.86","3,102,718","23,029,000","162.75","0.31"
"1-01236-7503","2075-R1","211 WEST 88 STREET","1","10024","40.789201","-73.97454","7","6","175","1033293","1012367503","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R2-CONDOMINIUM","15","1910","10789","329820","30.57","91275","8.46","238545","1784001","165.35","1-01235-0032","566 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","C7-WALK-UP","18","1910","10285","380162","36.96","70074","6.81","310088","1969000","191.44","0.05","1-01235-0035","572 AMSTERDAM AVENUE","UPPER WEST SIDE (79-96)","C7-WALK-UP","14","1905","9750","235686","24.17","98502","10.1","137184","998000","102.36","0.05",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01237-7501","0285-R1","2421 BROADWAY","1","10024","40.790354","-73.97493","7","6","175","1033313","1012377501","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","72","1920","147994","4577454","30.93","1380784","9.33","3196670","23881999","161.37","1-01236-0037","210 WEST 89 STREET","UPPER WEST SIDE (79-96)","D6-ELEVATOR","152","1963","133284","3820158","28.66","1349245","10.12","2470913","18560000","139.25","0.1","1-01232-0055","2333 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","128","1922","111811","3590971","32.12","1407605","12.59","2183366","16272000","145.53","0.26",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-01237-7502","0384-R1","250 WEST 90 STREET","1","10024","40.791067","-73.975128","7","6","175","1033386","1012377502","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","R4-CONDOMINIUM","157","1985","170760","6869675","40.23","2435038","14.26","4434637","33511998","196.25","1-01240-0052","2495 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","146","2005","129000","6215220","48.18","1486080","11.52","4729140","35480000","275.04","0.15","1-01235-0042","2380 BROADWAY","UPPER WEST SIDE (79-96)","D6-ELEVATOR","162","1984","252000","14006444","55.58","3214726","12.76","10791718","80475000","319.35","0.13","1-01221-0029","620 COLUMBUS AVENUE","UPPER WEST SIDE (79-96)","D7-ELEVATOR","238","1986","239,598","8,230,191","34.35","2,882,364","12.03","5,347,827","39,619,000","165.36","0.22"
