"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"33","WEST 37 STREET","Manhattan","839","21","1084661",,"true","988434.628234863","213000.397583007","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10018","40.750864","-73.98439","5","4","84","1008390021","Midtown-Midtown South                                                      "
"5","ALLEN STREET","Manhattan","293","19","1089346",,"true","986189.033996582","199667.731384277","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10002","40.714771","-73.992656","3","1","16","1002930019","Chinatown                                                                  "
"551","MAIN STREET","Manhattan","1373","45","1089340",,"true","997964.738220214","217010.402038574","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10044","40.761962","-73.949697","8","5","23801","1013737505","Lenox Hill-Roosevelt Island                                                "
"545","MAIN STREET","Manhattan","1373","45","1083201",,"true","997878.357788085","216972.045410156","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10044","40.761729","-73.949813","8","5","23801","1013737505","Lenox Hill-Roosevelt Island                                                "
"555","MAIN STREET","Manhattan","1373","45","1084705",,"true","998135.958007812","216944.458007812","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10044","40.762045","-73.949658","8","5","23801","1013737505","Lenox Hill-Roosevelt Island                                                "
"575","MAIN STREET","Manhattan","1373","45","1084705",,"true","998201.648620605","217094.553588867","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10044","40.76253","-73.949423","8","5","23801","1013737505","Lenox Hill-Roosevelt Island                                                "
"1","COLUMBUS PLACE","Manhattan","1068","3","1085140","Vanity address","true","988276.665039062","219570.551635742","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.768916","-73.985","4","3","145","1010680003","Lincoln Square                                                             "
"400","WEST 59 STREET","Manhattan","1068","3","1085140",,"true","988228.975036621","219596.93182373","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.769397","-73.985198","4","3","145","1010680003","Lincoln Square                                                             "
"410","WEST 59 STREET","Manhattan","1068","3",,,"false","988294.0","219620.0","Successfully geocoded","Application","New/Permanent","2013-08-06T00:00:00.000","2013-08-06T00:00:00.000","10019","40.769482","-73.9854","4","3","145","1010680003","Lincoln Square                                                             "
"415","WEST 58 STREET","Manhattan","1068","3","1085140",,"false","988133.627197265","219451.854003906","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.768903","-73.985924","4","3","145","1010680003","Lincoln Square                                                             "
"411","WEST 58 STREET","Manhattan","1068","3","1085140",,"false","988256.0234375","219384.940002441","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.768867","-73.985841","4","3","145","1010680003","Lincoln Square                                                             "
"915","9 AVENUE","Manhattan","1068","3","1085140",,"false","988327.614196777","219408.996826171","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.768944","-73.984982","4","3","145","1010680003","Lincoln Square                                                             "
"921","9 AVENUE","Manhattan","1068","3","1085140",,"false","988352.370422363","219457.632995605","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.769026","-73.98492","4","3","145","1010680003","Lincoln Square                                                             "
"925","9 AVENUE","Manhattan","1068","10","1085141",,"true","988344.216613769","219527.69140625","Successfully geocoded","Completed","New/Permanent","2013-08-06T00:00:00.000","2017-05-16T00:00:00.000","10019","40.769081","-73.984881","4","3","145","1010680010","Lincoln Square                                                             "
"109","EAST 81 STREET","Manhattan","1510","7","1047551",,"false","995680.34020996","222264.572204589","Successfully geocoded","Completed","Tentative","2013-08-07T00:00:00.000","2017-05-16T00:00:00.000","10028","40.776713","-73.958947","8","4","140","1015100007","Upper East Side-Carnegie Hill                                              "
"312","WEST 112 STREET","Manhattan","1846","55","1811391",,"true","995993.0","231468.0","Successfully geocoded","Application","New/Permanent","2013-08-07T00:00:00.000","2016-02-24T00:00:00.000","10026","40.801995","-73.957585","10","9","19702","1018460055","Central Harlem South                                                       "
"215","WEST 115 STREET","Manhattan","1831","21","1813362",,"true","997085.0","231764.0","Successfully geocoded","Application","New/Permanent","2013-08-07T00:00:00.000","2016-02-24T00:00:00.000","10026","40.802899","-73.95386","10","9","218","1018310021","Central Harlem South                                                       "
"274","WEST 117 STREET","Manhattan","1922","58","1807107",,"true","996944.0","232484.0","Successfully geocoded","Application","New/Permanent","2013-08-07T00:00:00.000","2016-02-24T00:00:00.000","10026","40.804782","-73.954148","10","9","218","1019220058","Central Harlem South                                                       "
"228","WEST 116 STREET","Manhattan","1831","47","1807072",,"true","997098.0","232075.0","Successfully geocoded","Application","New/Permanent","2013-08-07T00:00:00.000","2016-02-24T00:00:00.000","10026","40.803659","-73.953592","10","9","218","1018310047","Central Harlem South                                                       "
"300","RECTOR PLACE","Manhattan","16","7507","1065321",,"true","979410.962219238","197621.75201416","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.709097","-74.017104","1","1","31704","1000167507","Battery Park City-Lower Manhattan                                          "
"377","RECTOR PLACE","Manhattan","16","7501","1000061",,"true","979306.219787597","197832.52178955","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.709506","-74.018002","1","1","31704","1000167501","Battery Park City-Lower Manhattan                                          "
"295","WEST THAMES STREET","Manhattan","16","7506","1065199",,"false","979546.995605468","197382.766601562","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.708405","-74.017252","1","1","31704","1000167506","Battery Park City-Lower Manhattan                                          "
"350","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979345.960388183","198042.075988769","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710233","-74.017021","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"320","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979510.01763916","197985.665588378","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710165","-74.016751","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"25","PINE STREET","Manhattan","43","2",,,"false","981508.0","197033.0","Successfully geocoded","Application","New/Permanent","2014-09-15T00:00:00.000","2014-09-15T00:00:00.000","10005","40.707487","-74.00989","1","1","7","1000430002","Battery Park City-Lower Manhattan                                          "
"324","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979481.434997558","197994.164794921","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710173","-74.016787","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"328","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979457.03338623","198001.420837402","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710181","-74.016823","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"332","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979439.311401367","198006.690612792","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710192","-74.016859","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"336","ALBANY STREET","Manhattan","16","7502","1000301",,"true","979420.37701416","198012.320800781","Successfully geocoded","Completed","New/Permanent","2012-08-15T00:00:00.000","2017-05-16T00:00:00.000","10280","40.7102","-74.016895","1","1","31704","1000167502","Battery Park City-Lower Manhattan                                          "
"354","WEST 123 STREET","Manhattan","1949","157","1059262",,"true","996891.751586914","234266.496582031","Successfully geocoded","Completed","New/Permanent","2012-08-29T00:00:00.000","2017-05-16T00:00:00.000","10027","40.809659","-73.954025","10","9","257","1019490157","Central Harlem South                                                       "
"300","ALBANY STREET","Manhattan","16","7504","1000436",,"true","979617.539001464","197962.285583496","Successfully geocoded","Completed","New/Permanent","2012-08-29T00:00:00.000","2017-05-16T00:00:00.000","10280","40.710118","-74.016574","1","1","31704","1000167504","Battery Park City-Lower Manhattan                                          "
"99","BATTERY PLACE","Manhattan","16","7510","1080815",,"true","979650.222595214","197172.539611816","Successfully geocoded","Completed","New/Permanent","2012-08-29T00:00:00.000","2017-05-16T00:00:00.000","10280","40.707977","-74.016729","1","1","31704","1000167510","Battery Park City-Lower Manhattan                                          "
