BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1987,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,88505,5.46431489312,51.4367175824
Eik,Quercus robur,Waardevol,1960,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,138383,5.40024256018,51.469099103600001
Es,Fraxinus excelsior,Basis,1985,6-9,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,86261,5.46286419699,51.417447078000002
Linde,Tilia europaea Pallida,Waardevol,1968,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Verharding,7631,5.4960311258,51.431791871599998
Eik,Quercus rubra,Waardevol,1950,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,2135,5.50816623445,51.459475871599999
Es,Fraxinus excelsior Diversifolia,Basis,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,66044,5.43491533903,51.422281662899998
Linde,Tilia europaea Pallida,Waardevol,1968,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,106676,5.48683573078,51.427552110400001
Linde,Tilia cordata,Basis,1975,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7806,5.49650393517,51.4340577555
Eik,Quercus robur,Basis,1970,18-24,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,35448,5.49468664765,51.458870664099997
Berk,Betula pendula,Waardevol,1970,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,48315,5.42952956804,51.484442060600003
Esdoorn,Acer rubrum,Basis,1986,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,52740,5.47556209749,51.481540282399997
Eik,Quercus rubra,Waardevol,1950,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,698,5.50806802814,51.4594424187
Es,"Fraxinus pennsylvanica
Zundert",Waardevol,1960,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,20005,5.50232844026,51.429740737899998
Populier,Populus canescens,Basis,1955,18-24,60 t/m 65,TR 3.00,Zeer laag,<5 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,NVT,Berm,11692,5.48080517221,51.421205894899998
Iep,Ulmus columella,Waardevol,1950,18-24,65 t/m 70,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,43130,5.48456342327,51.473932775199998
Esdoorn,Acer platanoides Schwedleri,Basis,1980,9-12,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,63755,5.5200684598,51.442511823399997
Esdoorn,Acer platanoides Schwedleri,Waardevol,1960,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,116315,5.44128675839,51.439729681899998
Eik,Quercus robur,Basis,1960,15-18,40 t/m 45,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,83695,5.47160696398,51.411890412299996
Lijsterbes,Sorbus aria Magnifica,Basis,1970,6-9,35 t/m 40,TR 4.20,Laag,10-15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,72458,5.50226880078,51.481105572600001
Berk,Betula pendula,Basis,2006,,,TR 3.00,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,103888,5.42519445513,51.482564372600002
Linde,Tilia cordata,Basis,1960,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,10297,5.48966648135,51.421277552299998
Plataan,Platanus hispanica,Basis,1960,15-18,70 t/m 75,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,11599,5.482320147,51.4283239341
Eik,Quercus robur,Waardevol,1965,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,Eenrw.1 rijstr,Berm,120295,5.50785975097,51.434270580300002
Els,Alnus cordata,Basis,1976,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,16802,5.49858651855,51.443974624500001
Sierappel,Malus tschonoskii,Basis,1970,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,20117,5.49827644965,51.424481371799999
Amberboom,Liquidambar styraciflua,Basis,1990,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,69153,5.47456342359,51.4880778363
Kers,Prunus serrulata Kanzan,Basis,1960,6-9,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,131564,5.44365959114,51.4153943329
Es,Fraxinus americana Microcarpa,Basis,1965,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,85922,5.43775469582,51.417977802300001
Eik,Quercus cerris,Basis,2005,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,EB geen rijstr.ind,Verharding,2764,5.49274725259,51.471685333800004
Eik,Quercus robur,Basis,1975,15-18,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,55758,5.45732383388,51.480075600699998
Esdoorn,Acer campestre Elsrijk,Basis,1987,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,26926,5.49648687188,51.439024514400003
Iep,Ulmus hollandica Groeneveld,Basis,1990,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,21040,5.50360899895,51.418787246400001
Berk,Betula pendula,Basis,1970,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,95021,5.50330626527,51.485742233099998
Kers,Prunus avium Plena,Basis,1990,6-9,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,4451,5.44862422555,51.417567520399999
Berk,Betula pendula,Waardevol,1990,12-15,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,82406,5.43608745896,51.418981239700003
Eik,Quercus robur,Basis,1980,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,22965,5.52875442137,51.448000198899997
Esdoorn,Acer pseudoplatanus,Basis,1970,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,65399,5.50634317633,51.450256285000002
Eik,Quercus robur,Basis,1935,18-24,55 t/m 60,Kandelaber,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,9023,5.48369248595,51.428422875999999
Valse Tulpenboom,Magnolia kobus,Basis,1980,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,33524,5.52649854529,51.444291903
Plataan,Platanus hispanica,Basis,1966,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7466,5.48469340077,51.4308080984
Eik,Quercus robur,Basis,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,57681,5.45716159974,51.480132452699998
Sierappel,Malus Wintergold,Basis,1985,< 6,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,27518,5.51613740022,51.451105878100002
Eik,Quercus cerris,Basis,1975,9-12,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,129693,5.50212497797,51.452082445999999
Populier,Populus berolinensis,Waardevol,1960,> 24,70 t/m 75,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,127999,5.4947451182,51.459330983000001
Esdoorn,Acer platanoides Deborah,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,44755,5.43401427456,51.476104201799998
Esdoorn,Acer platanoides,Waardevol,1960,15-18,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,38569,5.45260129709,51.472796970099999
Cypress,Metasequoia glyptostroboides,Basis,1990,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,79146,5.43510409987,51.411908277499997
Hemelboom,Ailanthus altissima,Basis,2008,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,109563,5.47641340301,51.470043452500001
Els,Alnus cordata,Basis,2006,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,84992,5.46826753328,51.423489134
Eik,Quercus palustris,Basis,1975,15-18,40 t/m 45,TR 3.00,Hoog,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,11774,5.48114721532,51.423806622900003
Kers,Prunus avium Plena,Basis,1995,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,122709,5.45471504585,51.420626690500001
,,,0,,,,,,Particulier,,,0,,,,,25335,5.49345100341,51.455093300900003
Kers,Prunus persica Purpurea,Basis,1993,< 6,20 t/m 25,Bol,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,29761,5.46798907978,51.451003843300001
Plataan,Platanus acerifolia,Waardevol,1950,18-24,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,48477,5.48425881002,51.468760871599997
Populier,Populus euramericana,Basis,1985,> 24,45 t/m 50,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,46014,5.45685005073,51.489804663000001
Populier,Populus canescens,Waardevol,1970,15-18,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,47814,5.46061651926,51.483556216899999
Eik,Quercus robur,Waardevol,1975,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,81523,5.43588201107,51.418887313200003
Esdoorn,Acer rubrum,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,103017,5.46246698504,51.482691334199998
Es,Fraxinus angustifolia,Basis,1970,12-15,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Gazon,58049,5.47172996657,51.481432484199999
Plataan,Platanus acerifolia,Basis,1975,12-15,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,73747,5.48073943024,51.478100120199997
Peer,Pyrus calleryana Chanticleer,Waardevol,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,135652,5.47084364759,51.432774476500001
Esdoorn,Acer rubrum Scanlon,Basis,1990,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,44853,5.44919994113,51.486364733999999
Esdoorn,Acer campestre,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,47545,5.43374377689,51.484250080000002
Es,Fraxinus angustifolia Raywood,Basis,1965,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,113044,5.45026475135,51.420831523399997
Linde,Tilia europaea Pallida,Waardevol,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Berm,10823,5.49253094443,51.415763515599998
Linde,Tilia europaea Pallida,Waardevol,1975,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Verharding,8555,5.50229525817,51.431204372000003
Eik,Quercus robur,Waardevol,1960,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,122742,5.44503281087,51.4747857168
Esdoorn,Acer platanoides Olmsted,Basis,1980,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.> 1 rijstr,Verharding,70452,5.49878737026,51.481417169399997
Eik,Quercus palustris,Basis,1990,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,74828,5.48418484295,51.4866497047
Iep,Ulmus glabra,Basis,1970,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,43715,5.4788820307,51.476127668899998
Haagbeuk,Carpinus japonica,Basis,1985,< 6,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Voetpad,Verharding,30638,5.52786639984,51.444065407899998
Eik,Quercus robur,Basis,1997,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Buitengebied,BgsV,0,0,Geen actie,C 1 x 5jr,NVT,Berm,46162,5.45222237355,51.492025530100001
Kers,Prunus serrulata Kanzan,Waardevol,1958,< 6,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,118219,5.47546466253,51.451031477699999
Esdoorn,Acer platanoides Cleveland,Basis,2000,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,49015,5.42346450678,51.479709338200003
Eik,Quercus robur,Basis,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,121470,5.41999122954,51.465889437500003
Haagbeuk,Carpinus betulus Columnaris,Basis,1990,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,60668,5.46308554433,51.4324733861
Eik,Quercus petraea,Waardevol,1949,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,Particulier,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,76263,5.46425391469,51.442590601399999
Eik,Quercus rubra,Waardevol,1950,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,67035,5.53567040547,51.437839563300003
Eik,Quercus robur,Waardevol,1960,18-24,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,81125,5.39339739166,51.470749392800002
Es,Fraxinus excelsior Jaspidea,Basis,1990,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Eenrw.> 1 rijstr,Beplanting,70614,5.47500392534,51.490780833099997
Plataan,Platanus hispanica,Basis,1984,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,25941,5.50038417465,51.437057870799997
Berk,Betula nigra,Basis,1975,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,29305,5.49036339797,51.463976514300001
Paardenkastanje,Aesculus hippocastanum Baumannii,Basis,1970,6-9,40 t/m 45,TR 4.20,Zeer laag,<5 jr,REB Stedelijk,OhsA,>2.5-5,0,Kapvergunning,C 1 x 3jr,EB geen rijstr.ind,Verharding,49566,5.46553978385,51.474009429500001
Hartjesboom,Cercidiphyllum japonicum,Basis,2010,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,98771,5.46154744014,51.426393668000003
Linde,Tilia europaea Pallida,Waardevol,1940,> 24,70 t/m 75,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,97387,5.4454817278,51.456774917600001
Eik,Quercus palustris,Basis,1975,15-18,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,20653,5.50497227076,51.430062442599997
Sierappel,Malus Gorgeous,Basis,1980,< 6,10 t/m 15,TR 3.00,Basis,10-15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,65692,5.52233784492,51.453764499800002
Eik,Quercus cerris,Waardevol,1960,18-24,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,49312,5.44458075532,51.4808364115
Eik,Quercus robur,Basis,1980,12-15,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,85973,5.43383988907,51.423918507800003
Lijsterbes,Sorbus aucuparia,Basis,2000,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,107268,5.44376826472,51.422418455600003
Cypress,Metasequoia glyptostroboides,Waardevol,1998,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,89563,5.43587936504,51.440611730100002
Krentenboom,Amelanchier arborea Robin Hill,Basis,1980,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,51287,5.42962182041,51.473639525300001
Wilg,Salix alba,Basis,1985,< 6,35 t/m 40,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,NVT,Berm,135266,5.45330979737,51.430369678799998
Populier,Populus canescens,Basis,1980,> 24,45 t/m 50,TR 3.00,Hoog,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,73395,5.50868997012,51.478751282099999
Berk,Betula pubescens,Basis,1980,12-15,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,27862,5.50762509426,51.444306941599997
Populier,Populus canescens,Basis,1995,9-12,15 t/m 20,Vrij uitgroei,Zeer laag,<5 jr,REB Buitengebied,OhsA,0,0,NO,C 1 x jr,NVT,Berm,70147,5.50582636196,51.475321344299999
Plataan,Platanus hispanica,Basis,1985,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,83430,5.43901147653,51.4223016531
Es,Fraxinus ornus Arie Peters,Basis,1990,6-9,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,60245,5.46645044092,51.425058866599997
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1995,6-9,20 t/m 25,TR 4.20,Hoog,>15 jr,REB Stedelijk,OhsB,2.5,4,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,35656,5.51268752742,51.440671824900001
Peer,Pyrus calleryana Chanticleer,Waardevol,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,136162,5.467370763,51.429988764800001
Eik,Quercus robur,Waardevol,1970,18-24,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,20201,5.52943591878,51.432172465000001
Trompetboom,Catalpa bignonioides Nana,Basis,2003,< 6,5 t/m 10,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsA,2.5,0,Geen actie,C 1 x 3jr,Voetpad,Verharding,26736,5.49319842819,51.437011067900002
Haagbeuk,Carpinus betulus,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,50174,5.44764359374,51.488842195099998
Esdoorn,Acer pseudoplatanus,Basis,1975,12-15,25 t/m 30,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,105243,5.47665734558,51.414517271800001
Valse acasia,Robinia pseudoacacia,Basis,1948,> 24,85 t/m 90,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,8963,5.48310757573,51.428504482100003
Plataan,Platanus hispanica,Basis,1970,15-18,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,17108,5.50758621215,51.437940144099997
Eik,Quercus robur,Basis,1970,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,108178,5.43189815277,51.411835604899998
Berk,Betula pendula,Basis,1995,9-12,25 t/m 30,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,72895,5.50418228889,51.4822864948
Esdoorn,Acer pseudoplatanus,Basis,1985,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,54063,5.48731506107,51.477217291400002
Esdoorn,Acer negundo Volaceum,Basis,1965,12-15,65 t/m 70,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,9901,5.4840490412,51.426490065899998
Eik,Quercus robur,Waardevol,1940,18-24,75 t/m 80,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,140287,5.42763504048,51.465696622099998
Esdoorn,Acer platanoides Schwedleri,Basis,1988,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,95249,5.46335912547,51.441401475699998
Haagbeuk,Carpinus betulus,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,50179,5.44751702552,51.489387952599998
Wilg,Salix alba,Basis,1960,18-24,60 t/m 65,TR 3.00,Laag,5-10 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,NVT,Berm,60706,5.42507079353,51.435409853700001
Berk,Betula pendula,Basis,1970,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,Fietspad,Gazon,73895,5.42950451946,51.475634492600001
Esdoorn,Acer campestre Elsrijk,Basis,2003,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,80768,5.46042396509,51.425978842299997
