ADRES;APOTHEEK;HUISARTS;FYSIO;TANDARTS;BIBLIOTHEEK;PSYCHO;ZIEKENHUIS;VERPLEEGHUIS;VERZORGINGSHUIS;FITPLAATS;OVHALTE_RG;OUDERENSOCIETEIT;BUURTHUIS;BUURTHUISVANDETOEKOMST;PRIMAIROND;KINDEROPVANG;ZORGINSTELLING;WELZIJN;SUPERMARKT;COUNTER
Ursulaland 95;501;225;219;329;1892;533;4297;554;534;629;131;524;1093;517;427;279;534;1093;396;694
Ursulaland 99;572;476;108;400;2143;619;4549;625;568;881;275;530;1164;447;180;180;568;1164;65;695
Venestraat 15;398;398;381;273;571;435;1177;1473;1229;2934;80;264;784;583;673;397;1229;784;253;696
Vermaasstraat 10;289;521;263;591;734;1170;3404;960;613;2315;282;239;548;271;1083;100;613;548;394;697
Rederserf 3 en 1 andere adressen;954;596;300;85;1282;1850;3443;1541;1470;1353;142;697;967;831;424;297;1470;967;558;698
Vaillantplein 34 en 5 andere adressen;532;532;547;584;601;924;854;915;1044;1860;272;117;118;757;330;117;915;118;468;699
Valeriusstraat 9 en 3 andere adressen;489;238;142;163;1125;179;1488;1918;627;2067;66;368;1102;1401;382;39;627;1102;469;700
Valeriusstraat 13 en 3 andere adressen;539;246;149;171;1132;229;1485;1870;635;2060;73;364;1109;1398;381;89;635;1109;422;701
Valeriusstraat 17 en 2 andere adressen;547;254;158;179;1140;237;1477;1863;643;2052;82;356;1117;1390;373;97;643;1117;414;702
Valkenboskade 534 en 5 andere adressen;191;450;223;215;473;251;922;1441;856;1614;223;349;568;1212;353;254;856;568;434;703
Verseveldtweg 3;1160;303;1029;109;2451;1441;1676;532;354;2258;449;432;2416;532;275;253;354;2416;1631;704
Valkenboskade 424 en 5 andere adressen;136;274;248;192;625;238;1168;1534;806;1364;167;295;421;993;309;215;806;421;235;705
Wingerdstraat 93 en 1 andere adressen;270;307;389;238;1104;570;1245;815;532;2140;295;207;681;572;698;189;532;681;465;706
Verseveldtweg 11;1127;269;996;145;2417;1478;1712;498;391;2295;416;454;2383;498;311;275;391;2383;1598;707
Verseveldtweg 18;1231;407;1003;77;2425;1462;1697;506;358;2280;423;453;2390;506;227;227;358;2390;1680;708
Zomereik 9;2556;802;667;1693;2542;1004;9182;7742;5231;6046;1607;2296;2312;628;769;687;5231;2312;2404;709
Zomereik 32;2406;930;439;1618;2392;776;9033;7593;5003;5896;1805;2146;2162;400;649;459;5003;2162;2254;710
Zomereik 35;2470;985;502;1682;2456;839;9096;7656;5066;5959;1791;2210;2226;463;712;522;5066;2226;2317;711
De Rijkstraat 22;706;706;521;160;694;590;7329;5889;4629;4192;332;448;464;2032;479;133;4629;464;555;712
De Rijkstraat 34;790;731;449;301;778;518;7413;5973;4714;4277;260;532;548;1905;564;295;4714;548;640;713
Olieslagerslaan 84;265;265;1020;312;635;915;6771;5331;4447;3635;355;392;408;1977;231;258;4447;408;509;714
Hopmanstraat 5;428;428;913;238;816;750;6882;5442;4557;3745;489;572;587;2088;410;285;4557;587;689;715
Hopmanstraat 7;433;433;908;232;810;756;6887;5447;4563;3751;494;566;582;2093;405;280;4563;582;684;716
Henriette van Soelenlaan 36;767;540;659;337;1896;910;1122;1506;1374;2184;260;710;1601;921;889;545;1374;1601;1181;717
Veurnsestraat 24;287;183;283;367;1753;1942;2176;571;1089;2759;86;68;1719;572;218;120;571;1719;785;718
Stevinstraat 13;616;271;219;279;844;1478;3269;1122;1148;1950;448;206;649;801;262;204;1122;649;746;719
Trompstraat 262;445;437;298;314;646;524;1966;1727;820;3162;468;240;638;1177;363;354;820;638;343;720
Wassenaarsestraat 16 en 2 andere adressen;409;444;361;426;873;1387;3637;1099;711;2119;258;284;542;319;987;117;711;542;515;721
Henriette van Soelenlaan 8;654;427;546;225;1784;797;1010;1394;1261;2071;147;597;1488;809;776;432;1261;1488;1068;722
Henriette van Soelenlaan 38;779;552;671;349;1908;922;1134;1518;1385;2196;272;722;1613;933;901;557;1385;1613;1193;723
Trude Mertenslaan 24;641;414;533;212;1770;784;996;1381;1248;2058;134;584;1475;795;763;419;1248;1475;1055;724
Van Ostadestraat 266 en 6 andere adressen;275;114;114;515;627;1210;1219;745;1739;2132;348;223;108;399;144;108;745;108;332;606
Amsterdamse Veerkade 22 en 15 andere adressen;336;51;51;51;441;281;1428;975;730;2576;272;223;758;374;542;205;730;758;347;607
Ru Parestraat 35;353;348;379;775;562;1256;2530;876;637;3364;287;541;565;690;741;329;637;565;551;608
Dublinweg 51;440;401;261;310;1319;401;5017;3188;1573;5413;236;433;3949;1574;719;148;1573;3949;539;609
Kopenhagenweg 31;245;204;348;113;1407;204;5105;3276;1661;5501;175;236;4037;1662;735;236;1661;4037;418;610
Kopenhagenweg 33;273;233;347;142;1405;233;5102;3273;1659;5499;204;265;4034;1659;764;233;1659;4034;413;611
Kopenhagenweg 37;266;226;340;135;1397;226;5095;3266;1652;5492;197;258;4027;1652;757;226;1652;4027;406;612
Kopenhagenweg 45;287;246;390;156;1448;246;5145;3316;1702;5542;218;278;4077;1703;778;277;1702;4077;376;613
Wenenweg 15;390;470;54;289;1195;470;4892;3085;1449;5289;130;446;3824;1450;624;170;1449;3824;599;614
Wenenweg 18;393;473;56;291;1198;473;4895;3087;1452;5292;133;449;3827;1453;627;173;1452;3827;602;615
Calandstraat 1 en 14 andere adressen;384;384;384;0;881;1343;1755;485;1957;2344;115;241;672;476;388;341;485;672;624;616
Trooststraat 46;155;155;155;235;614;1524;1156;1069;1342;1863;314;267;317;742;170;26;1069;317;406;617
Oscar Romeroplein 24;699;331;489;822;2040;1509;1380;958;856;1828;561;823;1131;1174;695;646;856;1131;1055;618
Praagsingel 45;610;690;280;508;1128;576;4825;3018;1382;5222;204;666;3757;1383;557;59;1382;3757;819;619
Koningstraat 465;164;164;563;164;90;784;1648;423;1387;2601;340;351;171;578;284;43;423;171;203;620
Koningstraat 471;180;180;547;180;106;800;1664;406;1403;2585;324;367;187;594;300;27;406;187;219;621
Suezkade 19;482;432;221;323;679;342;1451;1034;856;1935;171;192;355;905;582;271;856;355;421;622
Suezkade 23;465;449;204;306;696;360;1468;1051;838;1952;153;175;338;923;600;263;838;338;403;623
Van Speijkstraat 33A en 3 andere adressen;285;270;127;43;529;216;1945;1553;349;2839;71;45;522;1378;280;102;349;522;277;624
Groot Hertoginnelaan 8H en 30 andere adressen;491;388;220;69;771;281;2075;1683;301;2873;116;433;919;1462;558;81;301;919;489;625
Jutland 25;631;711;497;529;1497;711;5194;3386;1751;5591;553;687;4126;1752;926;428;1751;4126;840;626
Jutland 27;648;728;514;547;1540;728;5237;3429;1794;5634;570;704;4169;1795;969;471;1794;4169;857;627
Oscar Romeroplein 13;663;295;453;787;2004;1473;1344;922;820;1792;525;787;1096;1138;660;611;820;1096;1019;628
Oscar Romeroplein 35;681;313;471;805;2022;1491;1362;940;838;1810;543;805;1114;1156;678;629;838;1114;1037;629
Machiel Vrijenhoeklaan 100;1298;1241;790;787;1620;967;3010;1732;710;3861;292;713;1969;894;635;607;710;1969;820;630
Beijersstraat 41;247;254;253;268;708;1315;1485;1188;201;1131;186;394;404;1081;174;204;201;404;121;631
Beijersstraat 47;262;234;269;248;688;1331;1501;1204;182;1111;201;410;419;1097;155;184;182;419;136;632
Beijersstraat 49;266;231;272;245;685;1334;1504;1207;179;1108;204;413;423;1100;152;181;179;423;139;633
Strausslaan 198;887;407;126;74;688;678;2689;898;630;3306;588;611;611;619;474;293;630;611;870;634
1e Sweelinckstraat 64;329;270;163;26;737;163;1986;1577;267;2669;224;308;931;1666;459;0;267;931;564;635
Kikkerstraat 5 en 8 andere adressen;159;154;359;161;583;498;1662;782;538;2224;204;458;547;538;419;176;538;547;135;636
Stationsweg 62 en 2 andere adressen;151;146;168;168;747;548;1711;804;785;2127;328;507;357;647;615;225;785;357;143;637
Het Oord 20 en 10 andere adressen;344;344;344;570;1440;1558;2182;876;557;3339;276;284;284;1470;391;60;557;284;397;638
Sumatrastraat 211 en 1 andere adressen;270;108;28;452;1075;342;2051;1635;1048;2297;250;606;2004;501;447;132;1048;2004;223;639
's-Gravenzandelaan 57 en 27 andere adressen;624;691;699;785;813;830;903;821;1149;1965;455;416;418;663;249;249;821;418;276;640
Waterlandsingel 139;972;998;636;756;941;304;4652;2806;1195;5071;439;1028;3460;1196;448;385;1195;3460;875;641
Jan Ligthartstraat 4;256;256;566;256;181;836;1740;425;1394;2508;343;425;263;669;375;81;425;263;294;642
Jan Ligthartstraat 6;248;248;558;248;174;843;1732;418;1401;2516;336;418;256;662;368;73;418;256;287;643
Koningstraat 495;260;260;466;260;186;880;1744;326;1484;2521;244;326;268;653;380;43;326;268;299;644
Koningstraat 509;298;298;429;298;224;917;1782;288;1475;2483;206;288;305;616;418;27;288;305;336;645
Koningstraat 511;303;303;423;303;229;923;1787;283;1469;2478;201;283;311;610;423;32;283;311;342;646
1e Sweelinckstraat 46 en 1 andere adressen;418;264;96;51;647;251;1951;1559;177;2758;273;309;841;1600;548;108;177;841;475;647
1e Sweelinckstraat 54;388;280;125;22;676;222;1979;1570;206;2729;283;301;870;1629;519;79;206;870;503;648
Sumatrastraat 179;239;169;77;513;1137;403;2112;1673;1109;2358;312;575;1973;470;416;101;1109;1973;192;649
Sumatrastraat 201 en 2 andere adressen;258;120;28;464;1088;354;2063;1647;1060;2309;263;594;1991;489;434;120;1060;1991;210;650
Steenwijklaan 58 en 8 andere adressen;330;129;1040;126;243;1473;2122;1076;1108;2428;180;301;1371;229;91;229;1076;1371;770;651
Stuwstraat 97 en 7 andere adressen;475;488;488;823;860;1185;3459;1860;1962;427;462;347;284;150;349;211;1860;284;366;652
1e Sweelinckstraat 72 en 1 andere adressen;301;242;135;39;765;135;1996;1587;295;2641;196;318;959;1676;431;48;295;959;592;653
Suezkade 179 en 1 andere adressen;675;175;292;155;791;451;1266;1873;294;2013;149;412;768;1247;458;60;294;768;550;654
Swammerdamstraat 36 en 14 andere adressen;504;475;475;548;1216;394;2695;1097;1198;1314;106;201;199;841;554;364;1097;199;350;655
Sweelinckplein 64 en 1 andere adressen;492;28;28;106;1001;240;1820;1550;532;2400;306;304;957;1549;365;52;532;957;415;656
Suezkade 169;675;133;333;180;832;409;1307;1831;335;2054;190;453;803;1288;499;0;335;803;508;657
Suezkade 173 en 1 andere adressen;695;153;313;176;813;429;1288;1851;316;2034;170;434;790;1268;479;38;316;790;528;658
Steurendaal 41;1013;1438;464;1127;1333;1126;3271;2024;1130;4417;607;868;868;1306;1254;912;1130;868;633;659
Sweelinckplein 80;327;165;161;111;836;161;1919;1511;366;2565;222;241;1030;1600;373;119;366;1030;580;660
Swammerdamstraat 72 en 14 andere adressen;554;526;526;522;1267;348;2670;1063;1165;1365;157;176;173;891;604;317;1063;173;401;661
Swammerdamstraat 86;552;523;523;588;1264;414;2719;1095;1196;1362;154;242;239;889;601;383;1095;239;398;662
Swanenburgstraat 9;147;63;234;884;900;2863;3214;1774;234;2165;332;748;1087;1692;153;80;234;1087;216;663
Swanenburgstraat 14 en 5 andere adressen;211;128;258;819;836;2927;3147;1838;258;2229;396;812;1151;1625;217;103;258;1151;280;664
Sweelinckplein 21 en 2 andere adressen;415;152;152;152;1020;156;1803;1590;551;2382;254;342;977;1570;277;121;551;977;435;665
Thomsonlaan 74 en 1 andere adressen;33;51;71;305;235;221;768;1636;500;1858;416;341;341;1278;285;189;500;341;286;666
Thomsonlaan 88 en 1 andere adressen;43;86;107;340;196;183;729;1597;535;1819;377;303;303;1240;247;225;535;303;248;667
Cornelis Jolstraat 46;404;195;127;435;415;991;3298;542;274;2618;215;399;404;939;550;125;274;404;730;668
Symonszstraat 21 en 1 andere adressen;422;154;86;394;433;1000;3307;550;311;2636;174;417;423;957;568;143;311;423;748;669
Symonszstraat 25 en 2 andere adressen;427;149;81;389;438;995;3302;545;316;2642;169;422;428;962;574;149;316;428;754;670
Veenendaalkade 60 en 7 andere adressen;750;936;315;720;1733;714;1111;1756;547;871;390;556;700;707;602;200;547;700;453;671
Theo Mann-Bouwmeesterlaan 109;1228;1418;257;479;1864;813;1082;2556;192;542;272;192;3111;246;586;238;192;3111;459;672
Symonszstraat 46 en 1 andere adressen;482;101;33;335;493;947;3254;497;336;2678;121;477;483;1017;530;203;336;483;808;673
Lagezijde 16;588;604;369;578;934;1383;3155;538;1558;4068;404;365;1204;1540;534;326;538;1204;559;849
Laan van Poot 110 en 1 andere adressen;1063;227;528;481;861;111;676;1892;1230;1306;520;591;877;323;268;389;1230;877;809;850
Lagezijde 42 en 7 andere adressen;619;635;400;609;882;1331;3186;569;1589;4099;435;390;1235;1488;565;275;569;1235;590;851
Laan van Meerdervoort 1553 en 9 andere adressen;455;397;549;45;763;502;3087;875;534;3367;122;358;1168;523;377;250;534;1168;688;852
Laan van Meerdervoort 48;473;326;175;33;448;326;2173;1910;559;3201;269;399;824;978;242;223;559;824;62;853
Laan van Meerdervoort 1056 en 7 andere adressen;549;566;290;233;788;886;2358;735;580;2622;178;574;1455;728;699;321;580;1455;315;854
Laan van Nieuw-Oost-Indie 254;444;346;284;398;862;358;2881;1811;945;2077;35;438;603;766;456;151;945;603;470;855
Laan van Meerdervoort 1148 en 9 andere adressen;172;189;52;63;426;520;2606;486;485;2798;154;342;1192;646;554;223;485;1192;181;856
Leyweg 57;319;189;110;443;1660;1073;944;930;476;1448;151;443;752;766;316;267;476;752;676;857
Leyweg 335 en 7 andere adressen;267;255;142;406;1342;409;622;1583;1075;1596;135;320;1410;421;389;225;1075;1410;627;858
Kruidentuinen 26;514;155;551;488;926;1507;1773;498;525;2606;177;388;679;525;530;474;498;679;573;859
Kruisbeklaan 1;1029;578;538;703;1376;1039;1801;963;538;2652;55;541;2061;181;476;181;538;2061;824;860
Kruisbeklaan 27;1161;710;592;698;1496;1158;1934;1096;658;2641;192;494;2180;301;376;279;658;2180;944;861
Lange Voorhout 16;700;428;411;374;922;407;1803;1816;1570;3372;185;175;1282;1243;404;558;1570;1282;667;862
Lange Voorhout 50;591;234;322;228;1004;603;1999;1707;1461;3178;381;371;1478;1439;295;692;1461;1478;729;863
Lange Voorhout 28;652;380;460;374;972;457;1853;1768;1522;3324;234;225;1332;1293;356;608;1522;1332;717;864
Reviusstraat 8 en 138 andere adressen;607;689;315;327;343;2744;2655;1769;800;1775;121;721;1079;1333;388;45;800;1079;593;743
Nieuwe Parklaan 56A;1103;1103;977;383;1676;1598;2469;37;1124;2872;138;456;1666;1058;1066;343;37;1666;1466;744
Herderinnestraat 6 en 2 andere adressen;356;329;135;138;630;205;908;1120;1234;2730;222;401;514;259;266;317;1120;514;297;745
Gabriel Metsustraat 109 en 4 andere adressen;341;341;326;462;815;1509;1468;620;1800;2145;375;374;486;293;310;41;620;486;359;746
Bep Bakhuijsweg 127;2104;2218;659;1589;1992;2159;4617;2964;2116;5452;1955;825;2079;825;1862;366;2116;2079;1970;747
Arie de Jongstraat 1;2003;2118;559;1489;1892;2058;4517;2863;2016;5351;1854;725;1979;725;1762;266;2016;1979;1869;748
Sneeuwklokjestraat 16B;633;205;113;265;627;593;698;1031;890;1593;272;346;658;803;525;109;890;658;180;749
Frederik Hendrikplein 8;664;189;137;249;1286;383;1301;1624;924;1579;235;492;1103;1214;204;173;924;1103;176;750
Mangaanstraat 74;898;881;514;514;1938;1964;1409;1064;1040;2713;739;684;705;1040;854;624;1040;705;803;751
Pieter Meinersstraat 70;852;599;168;66;1389;1155;1356;806;1182;1561;158;942;1439;1389;858;86;806;1439;142;752
Arie de Jongstraat 17;2098;2212;653;1584;1987;2153;4611;2958;2111;5446;1949;819;2073;819;1857;222;2111;2073;1964;753
Rubensstraat 5;504;265;215;359;892;749;961;1265;1644;2530;393;372;568;371;517;326;1265;568;275;754
Rubensstraat 7;498;270;220;354;887;754;966;1260;1638;2525;387;367;573;376;512;331;1260;573;269;755
Van Speijkstraat 213;603;211;171;298;560;59;1604;1195;292;2459;167;281;754;1285;696;236;292;754;387;756
Rubensstraat 33;427;341;291;283;816;825;1037;1189;1567;2453;316;296;644;447;441;402;1189;644;198;757
Arie de Jongstraat 27;2153;2267;708;1639;2042;2208;4666;3013;2166;5501;2004;874;2128;874;1912;166;2166;2128;2019;758
Arie de Jongstraat 4;2008;2122;563;1493;1896;2063;4521;2868;2020;5356;1859;729;1983;729;1766;270;2020;1983;1874;759
Oude Haagweg 124E;388;252;425;196;994;1562;1629;525;399;2316;253;363;580;399;619;359;399;580;447;760
Oude Haagweg 124G;397;262;434;187;1003;1572;1638;534;408;2307;263;372;589;408;628;368;408;589;457;761
Fischerstraat 133;176;267;534;352;225;1523;1156;1292;690;1609;142;247;247;1240;0;0;690;247;101;762
Waldeck Pyrmontkade 414;721;262;264;298;282;357;1215;823;652;2222;98;180;481;896;421;100;652;481;398;763
Waldeck Pyrmontkade 416;732;253;255;308;293;353;1226;834;644;2233;109;191;492;907;432;110;644;492;409;764
Frits Diepenlaan 74;468;468;769;309;454;838;7095;5655;4390;3958;235;208;224;1792;241;217;4390;224;316;765
Kalmoesplantsoen 16;694;440;929;811;2023;724;5721;3886;2278;6117;231;700;4633;2278;428;428;2278;4633;659;766
Kalmoesplantsoen 24;732;478;967;849;2062;762;5759;3925;2316;6156;270;739;4671;2317;466;466;2316;4671;698;767
Rijswijkse Landingslaan 277;547;547;627;174;533;696;7173;5733;4468;4036;100;287;303;1657;319;222;4468;303;394;768
Faberlaan 2;937;306;589;670;1374;446;7391;5951;5066;4254;248;1130;1146;1877;969;117;5066;1146;1248;769
Andrej Sacharowstraat 13;280;578;450;662;1503;1518;1390;1066;538;1594;205;589;898;1058;678;554;538;898;606;770
Boswinde 59;1031;820;1133;821;1306;1884;7315;5875;4065;4178;1061;1231;1231;1698;868;401;4065;1231;1267;771
Boswinde 75;1102;891;1204;892;1377;1955;7274;5834;4135;4138;1121;1302;1302;1769;938;327;4135;1302;1338;772
Vreeswijkstraat 411 en 5 andere adressen;213;767;473;917;1742;326;1109;2047;977;1084;284;373;1129;597;417;115;977;1129;261;773
Andrej Sacharowstraat 15;285;583;455;667;1509;1524;1395;1071;544;1599;210;594;903;1063;683;559;544;903;611;774
Andrej Sacharowstraat 24;272;570;442;653;1495;1510;1381;1057;530;1586;197;581;889;1050;669;546;530;889;598;775
Bieremalaan 79;1347;150;407;791;1520;343;7801;6361;5456;4665;531;1274;1290;2195;1306;393;5456;1290;1382;776
Schenklaan 1;1418;220;347;731;1460;351;7872;6432;5396;4735;471;1214;1230;2201;1246;464;5396;1230;1322;777
Schenklaan 3;1410;213;340;723;1453;344;7864;6424;5389;4728;464;1207;1223;2209;1238;456;5389;1223;1315;778
Schenklaan 27;1336;139;266;650;1379;270;7790;6350;5315;4654;390;1133;1149;2235;1164;382;5315;1149;1241;779
Boswinde 51;996;785;1098;786;1271;1849;7280;5840;4029;4143;1026;1196;1196;1663;832;435;4029;1196;1232;780
Vivienstraat 44;582;510;353;232;1016;573;2409;661;866;2041;242;946;1118;1458;384;289;661;1118;344;781
Vreeswijkstraat 393 en 5 andere adressen;219;792;490;940;1748;351;1134;2072;972;1060;290;398;1117;622;441;139;972;1117;267;782
IJsclubweg 44;439;439;439;674;963;329;3327;1531;1391;1667;358;474;921;349;265;197;1391;921;585;783
IJsselsteinstraat 1;704;852;351;640;1646;700;1286;1858;468;784;311;666;613;872;515;181;468;613;373;784
Ypersestraat 4A;452;284;183;198;1494;2025;2505;661;1178;2628;340;478;1460;581;353;186;661;1460;665;785
IJmuidenstraat 80;642;297;276;207;870;1505;3465;1148;1175;1827;326;285;675;861;458;127;1148;675;796;786
Vivienstraat 96;418;347;189;84;1083;409;2246;728;934;1878;78;783;1186;1526;274;170;728;1186;180;787
Vredeoord 73 en 7 andere adressen;441;441;373;354;1537;1763;1967;973;474;3239;229;347;381;1621;314;265;474;381;601;788
Vreeswijkstraat 551 en 5 andere adressen;218;651;486;800;1664;300;992;1936;991;1198;289;377;1143;486;305;100;991;1143;266;789
Ypersestraat 8;453;333;232;220;1495;2026;2528;620;1137;2649;389;527;1460;602;402;235;620;1460;687;790
Wormerveerstraat 28;866;922;397;322;1794;973;1133;1533;221;932;237;587;556;955;563;80;221;556;335;791
Wormerveerstraat 40;832;889;364;289;1828;1007;1100;1499;188;966;204;554;523;922;529;47;188;523;302;792
Wormerveerstraat 42;828;884;359;284;1833;1012;1095;1495;183;971;199;549;518;917;525;42;183;518;297;793
Wormerveerstraat 245;548;546;227;218;1978;861;733;1143;445;1283;235;665;780;555;393;346;445;780;559;794
Vreeswijkstraat 325 en 5 andere adressen;308;876;498;1029;1818;447;1230;2168;954;968;237;494;1098;718;538;157;954;1098;357;795
Vreeswijkstraat 341 en 5 andere adressen;292;872;482;1013;1822;431;1214;2152;964;984;253;478;1109;702;521;141;964;1109;341;796
Stortenbekerstraat 352 en 3 andere adressen;516;516;205;264;585;1781;1413;1211;1314;1519;62;408;335;885;183;154;1211;335;195;797
Suezkade 76 en 2 andere adressen;434;428;231;238;880;303;1659;1242;832;2054;180;202;365;1025;598;267;832;365;340;798
Suezkade 104;376;343;262;119;999;184;1773;1360;713;2062;129;320;483;1079;479;209;713;483;221;799
Strausslaan 111;860;433;152;170;784;649;2715;994;601;3332;559;638;638;590;444;389;601;638;791;800
Strausslaan 115;821;442;160;178;793;686;2724;1002;638;3341;596;646;646;627;482;398;638;646;752;801
Strausslaan 201 en 1 andere adressen;772;500;219;237;851;745;2782;1061;697;3399;555;670;704;686;540;456;697;704;704;802
Strausslaan 207 en 1 andere adressen;811;504;223;241;855;748;2786;1065;700;3403;593;708;708;689;544;460;700;708;742;803
