OBJECTID,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNCTIONELE_SPOORTAK_PUIC,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T
1445,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1446,,,Basis,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1447,,,Kunstwerken,Zeeland,310,Goes,18,Strukton Rail,,,,
1448,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1449,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1450,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1451,,,Baan,Limburg,340,Maastricht,26,Strukton Rail,,,,
1452,,,Kunstwerken,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1453,,,Telecom,Limburg,340,Roermond,25,Strukton Rail,,,,
1454,,,Kunstwerken,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1455,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1456,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1457,,,3kv,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1458,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1459,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1460,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1461,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1462,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1463,,,Kunstwerken,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1464,,,Telecom,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1465,,,3kv,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1466,,,Baan,Wadden,420,Friesland,36,Strukton Rail,,,,
1467,,,Seinwezen,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1468,,,Kunstwerken,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1469,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1470,,,Seinwezen,Limburg,340,Maastricht,26,Strukton Rail,,,,
1471,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1472,,,Telecom,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1473,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1474,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1475,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1476,,,Kunstwerken,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1477,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1478,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1479,,,Basis,De Peel,300,Venlo,27,ASSET Rail,,,,
1480,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1481,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1482,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1483,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1484,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1485,,,Basis,Limburg,340,Roermond,25,Strukton Rail,,,,
1486,,,Kunstwerken,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1487,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1488,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1489,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1490,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1491,,,3kv,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1492,,,Basis,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1493,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1494,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1495,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1496,,,3kv,Limburg,340,Roermond,25,Strukton Rail,,,,
1497,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1498,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1499,,,Baan,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1500,,,Basis,Wadden,420,Groningen,37,Strukton Rail,,,,
1501,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1502,,,Telecom,Twente,410,Twente,32,VolkerRail,,,,
1503,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1504,,,Telecom,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1505,,,Kunstwerken,Limburg,340,Roermond,25,Strukton Rail,,,,
1506,,,Telecom,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1507,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1508,,,BVL,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1509,,,3kv,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1510,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1511,,,Basis,Wadden,420,Groningen,37,Strukton Rail,,,,
1512,,,3kv,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1513,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1514,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1515,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1516,,,Basis,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1517,,,Seinwezen,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1518,,,Telecom,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1519,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1520,,,Basis,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1521,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1522,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1523,,,Kunstwerken,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1524,,,Basis,Zeeland,310,Goes,18,Strukton Rail,,,,
1525,,,Baan,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1526,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1527,,,Basis,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1528,,,Basis,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1529,,,Basis,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1530,,,Telecom,Eemland,200,Maarn,16,ASSET Rail,,,,
1531,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1532,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1533,,,Kunstwerken,Wadden,420,Friesland,36,Strukton Rail,,,,
1534,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1535,,,Telecom,Wadden,420,Friesland,36,Strukton Rail,,,,
1536,,,BVL,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1537,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1538,,,3kv,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1539,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1540,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1541,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1542,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1543,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1544,,,3kv,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1545,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1546,,,Telecom,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1547,,,Kunstwerken,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1548,,,Kunstwerken,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1549,,,Seinwezen,Zeeland,310,Goes,18,Strukton Rail,,,,
1550,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1551,,,BVL,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1552,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1553,,,Telecom,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1554,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1555,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1556,,,Seinwezen,De Peel,300,Venlo,27,ASSET Rail,,,,
1557,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1558,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1559,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1560,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1561,,,3kv,De Peel,300,Venlo,27,ASSET Rail,,,,
1562,,,Kunstwerken,Twente,410,Twente,32,VolkerRail,,,,
1563,,,Telecom,Limburg,340,Maastricht,26,Strukton Rail,,,,
1564,,,3kv,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1565,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1566,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1567,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1568,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1569,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1570,,,BVL,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1571,,,3kv,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1572,,,Seinwezen,,,,,,,,,
1573,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1574,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1575,,,Seinwezen,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1576,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1577,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1578,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1579,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1580,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1581,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1582,,,Baan,Zeeland,310,Goes,18,Strukton Rail,,,,
1583,,,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1584,,,Seinwezen,De Peel,300,Venlo,27,ASSET Rail,,,,
1585,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1586,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1587,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1588,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1589,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1590,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1591,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1592,,,Baan,Wadden,420,Friesland,36,Strukton Rail,,,,
1593,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1594,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1595,,,BVL,Limburg,340,Maastricht,26,Strukton Rail,,,,
1596,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1597,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1598,,,3kv,Zeeland,310,Goes,18,Strukton Rail,,,,
1599,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1600,,,Basis,Zee-Zevenaar,130,A15trace,71,VolkerRail,,,,
1601,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1602,,,Telecom,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1603,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1604,,,Telecom,Limburg,340,Maastricht,26,Strukton Rail,,,,
1605,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1606,,,Basis,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1607,,,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1608,,,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1609,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1610,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1611,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1612,,,BVL,Wadden,420,Groningen,37,Strukton Rail,,,,
1613,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1614,,,Basis,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1615,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1616,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1617,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1618,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1619,,,BVL,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1620,,,3kv,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1621,,,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,,,,
1622,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1623,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1624,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1625,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1626,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1627,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1628,,,Kunstwerken,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1629,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1630,,,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1631,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1632,,,3kv,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1633,,,3kv,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1634,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1635,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1636,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1637,,,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,,,,
1638,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1639,,,BVL,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1640,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1641,,,Seinwezen,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1642,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1643,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1644,,,Seinwezen,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1645,,,Seinwezen,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1646,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1647,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1648,,,BVL,Limburg,340,Maastricht,26,Strukton Rail,,,,
1649,,,Telecom,Limburg,340,Roermond,25,Strukton Rail,,,,
1650,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1651,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1652,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1653,,,Telecom,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1654,,,Seinwezen,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1655,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1656,,,Kunstwerken,Twente,410,Twente,32,VolkerRail,,,,
1657,,,BVL,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1658,,,3kv,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1659,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1660,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1661,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1662,,,BVL,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1663,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1664,,,BVL,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1665,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1666,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1667,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1668,,,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1669,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1670,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1671,,,Baan,Zeeland,310,Goes,18,Strukton Rail,,,,
1672,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1673,,,Kunstwerken,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1674,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1675,,,3kv,Wadden,420,Friesland,36,Strukton Rail,,,,
1676,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1677,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1678,,,BVL,Wadden,420,Friesland,36,Strukton Rail,,,,
1679,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1680,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1681,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1682,,,BVL,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1683,,,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,,,,
1684,,,Seinwezen,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1685,,,Telecom,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1686,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1687,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1688,,,BVL,Zeeland,310,Goes,18,Strukton Rail,,,,
1689,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1690,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1691,,,3kv,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1692,,,3kv,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1693,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1694,,,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1695,,,Seinwezen,De Peel,300,Venlo,27,ASSET Rail,,,,
1696,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1697,,,Basis,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1698,,,Basis,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1699,,,Seinwezen,Wadden,420,Groningen,37,Strukton Rail,,,,
1700,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1701,,,Kunstwerken,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,,,,
1702,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1703,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1704,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1705,,,Baan,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1706,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1707,,,Kunstwerken,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1708,,,Basis,Twente,410,Twente,32,VolkerRail,,,,
1709,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1710,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1711,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1712,,,BVL,Limburg,340,Maastricht,26,Strukton Rail,,,,
1713,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1714,,,Seinwezen,Limburg,340,Roermond,25,Strukton Rail,,,,
1715,,,Telecom,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1716,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1717,,,Basis,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1718,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1719,,,3kv,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1720,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1721,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1722,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1723,,,3kv,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,,,,
1724,,,Kunstwerken,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1725,,,Baan,Limburg,340,Maastricht,26,Strukton Rail,,,,
1726,,,3kv,,,,,,,,,
1727,,,Telecom,Zeeland,310,Goes,18,Strukton Rail,,,,
1728,,,BVL,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1729,,,3kv,De Peel,300,Venlo,27,ASSET Rail,,,,
1730,,,Kunstwerken,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1731,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1732,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1733,,,Basis,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1734,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1735,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1736,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1737,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1738,,,Kunstwerken,Twente,410,Twente,32,VolkerRail,,,,
1739,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1740,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1741,,,Telecom,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1742,,,3kv,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1743,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1744,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1745,,,Telecom,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1746,,,BVL,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1747,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1748,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1749,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1750,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1751,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1752,,,Basis,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1753,,,Basis,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1754,,,Kunstwerken,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1755,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1756,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1757,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1758,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1759,,,Seinwezen,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1760,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1761,,,Kunstwerken,Zeeland,310,Goes,18,Strukton Rail,,,,
1762,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1763,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1764,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1765,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1766,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1767,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1768,,,Telecom,Twente,410,Twente,32,VolkerRail,,,,
1769,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1770,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1771,,,Basis,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1772,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1773,,,Seinwezen,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1774,,,Baan,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1775,,,BVL,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1776,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1777,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1778,,,Telecom,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1779,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1780,,,BVL,Zeeland,310,Goes,18,Strukton Rail,,,,
1781,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1782,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1783,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1784,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1785,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1786,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1787,,,Kunstwerken,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1788,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1789,,,Kunstwerken,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1790,,,Baan,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1791,,,3kv,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1792,,,Telecom,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1793,,,Basis,,,,,,,,,
1794,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1795,,,Baan,Limburg,340,Roermond,25,Strukton Rail,,,,
1796,,,Seinwezen,Eemland,200,Maarn,16,ASSET Rail,,,,
1797,,,Kunstwerken,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1798,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1799,,,3kv,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1800,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1801,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
