FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.501,0,0,,,"LINESTRING (81844.1950000003 400218.9439999983, 81839.0009999983 400194.3040000014, 81827.11800000072 400145.40399999917, 81813.70899999887 400098.36100000143, 81798.42599999905 400052.9840000011, 81780.95899999887 400008.97100000083, 81761.06500000134 399965.96599999815, 81738.61400000006 399923.6409999989, 81713.61400000006 399881.76000000164, 81686.22899999842 399840.22300000116, 81656.76399999857 399799.0720000006, 81634.91800000146 399770.5700000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.502,0,0,,,"LINESTRING (80479.11699999869 390733.7349999994, 80604.74700000137 390316.9450000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.503,0,0,,,"LINESTRING (80083.38199999928 391646.7529999986, 80085.56100000069 391644.256000001, 80143.62299999967 391562.7419999987, 80202.00699999928 391461.23900000006, 80262.06799999997 391335.55999999866, 80315.93699999899 391206.1030000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.504,0,0,,,"LINESTRING (80315.93699999899 391206.1030000001, 80331.34499999881 391169.07499999925, 80430.46400000155 390895.1469999999, 80479.11699999869 390733.7349999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.505,0,0,,,"LINESTRING (79698.7109999992 391962.368999999, 79744.97599999979 391933.6860000007, 79775.69200000167 391913.57499999925, 79843.40500000119 391866.41600000113, 79882.60099999979 391837.33999999985, 79926.54399999976 391802.81500000134, 79975.50200000033 391760.9299999997, 80028.94799999893 391709.13699999824, 80083.38199999928 391646.7529999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.506,0,0,,,"LINESTRING (79249.32999999821 392179.18200000003, 79274.9600000009 392170.3040000014, 79325.06899999827 392151.5320000015, 79374.22199999914 392131.6719999984, 79421.6959999986 392111.05099999905, 79466.91600000113 392090.0240000002, 79509.50800000131 392068.9530000016, 79586.43400000036 392027.9299999997, 79684.78700000048 391971.0009999983, 79698.7109999992 391962.368999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.507,0,0,,,"LINESTRING (77833.12099999934 392965.45699999854, 77833.86100000143 392959.65399999917, 77841.8599999994 392907.4290000014, 77850.76399999857 392855.9239999987, 77870.69200000167 392754.21599999815, 77893.94900000095 392653.3819999993, 77907.49700000137 392603.2019999996, 77922.83900000155 392553.2580000013, 77940.37000000104 392503.7120000012, 77949.91099999845 392480.44900000095)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.508,0,0,,,"LINESTRING (78760.26300000027 392258.97199999914, 78784.87299999967 392262.1499999985, 78816.72800000012 392264.41699999943, 78849.23900000006 392264.8920000009, 78882.84600000083 392263.58900000155, 78917.98900000006 392260.5069999993, 78955.06799999997 392255.62900000066, 78994.3900000006 392248.9279999994, 79036.13199999928 392240.3740000017, 79080.30600000173 392229.9510000013, 79126.73600000143 392217.6620000005, 79175.04899999872 392203.5529999994, 79224.69099999964 392187.71599999815, 79249.32999999821 392179.18200000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.509,0,0,,,"LINESTRING (77949.91099999845 392480.44900000095, 77960.41699999943 392454.83100000024, 77983.19399999827 392407.0159999989, 78008.75600000098 392360.8049999997, 78036.98600000143 392316.8720000014, 78067.60200000182 392275.98900000006, 78100.19700000063 392238.96499999985, 78134.29100000113 392206.56799999997, 78169.39799999818 392179.4459999986, 78205.07699999958 392158.0560000017, 78240.98000000045 392142.6099999994, 78276.86499999836 392133.0549999997, 78281.53599999845 392132.53599999845)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.510,0,0,,,"LINESTRING (78281.53599999845 392132.53599999845, 78312.59200000018 392129.08300000057, 78348.10700000077 392130.16000000015, 78383.4059999995 392135.5720000006, 78418.50899999961 392144.48600000143, 78453.43100000173 392156.0080000013, 78488.16699999943 392169.23800000176, 78590.79199999943 392211.13800000027, 78624.23099999875 392223.7199999988, 78657.17599999905 392234.88899999857, 78689.61199999973 392244.41099999845, 78721.59699999914 392252.1550000012, 78753.27100000158 392258.0689999983, 78760.26300000027 392258.97199999914)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.511,-1.14,-1.14,,,"LINESTRING (85221.28599999845 452582.5170000009, 85261.61600000039 452638.6330000013, 85578.94200000167 453085.36499999836)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.512,3.1,3.1,,,"LINESTRING (83707.44700000063 450656.70800000057, 83753.1240000017 450813.6640000008, 83793.35000000149 450935.7329999991, 83829.11199999973 451030.90399999917, 83861.29800000042 451105.4970000014, 83872.49300000072 451127.95899999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.513,1.7,1.7,,,"LINESTRING (83872.49300000072 451127.95899999887, 83890.68899999931 451164.46599999815, 83917.97300000116 451211.6559999995, 83943.73900000006 451250.0249999985, 83968.48699999973 451281.83399999887, 83992.63399999961 451308.8049999997, 84016.51399999857 451332.24500000104, 84040.39400000125 451353.1550000012, 84064.47399999946 451372.30799999833, 84088.89600000158 451390.30900000036, 84217.93699999899 451477.37999999896)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.514,1.51,1.51,,,"LINESTRING (84594.75 451804.22100000083, 84608.37700000033 451818.5729999989, 84691.78000000119 451910.46400000155, 84776.83799999952 452007.4780000001, 84866.93400000036 452113.4450000003, 84922.47500000149 452181.7030000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.515,0.73,0.73,,,"LINESTRING (84217.93699999899 451477.37999999896, 84245.20600000024 451495.77899999917, 84300.4840000011 451535.53500000015, 84356.5540000014 451579.0560000017, 84412.90399999917 451626.4530000016, 84469.14499999955 451677.5219999999, 84497.14999999851 451704.31500000134, 84552.89200000092 451760.13599999994, 84594.75 451804.22100000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.516,1.03,1.03,,,"LINESTRING (84922.47500000149 452181.7030000016, 84935.79399999976 452198.0729999989, 85024.80900000036 452313.4079999998, 85160.8909999989 452498.4829999991, 85221.28599999845 452582.5170000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.517,6.08,6.08,,,"LINESTRING (85414.44099999964 456812.91099999845, 85435.46200000122 456778.34800000116, 85489.42300000042 456683.2509999983, 85538.59299999848 456588.46499999985, 85583.40399999917 456494.4699999988, 85624.53299999982 456401.4239999987, 85638.94799999893 456366.7349999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.518,0.32,0.32,,,"LINESTRING (85638.94799999893 456366.7349999994, 85662.8350000009 456309.25499999896, 85770.56899999827 456035.68400000036, 85807.54500000179 455944.5700000003, 85825.45600000024 455902.84899999946)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.519,6.9,6.9,,,"LINESTRING (84479.14799999818 457980.6339999996, 84679.9690000005 457693.27600000054, 84770.51999999955 457574.38800000027)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.520,3.58,3.58,,,"LINESTRING (85825.45600000024 455902.84899999946, 85846.80000000075 455853.1339999996, 85889.29800000042 455761.311999999, 85935.80700000003 455669.2410000004, 85986.71799999848 455577.3539999984, 86041.85399999842 455486.4629999995, 86058.47899999842 455461.23800000176)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.521,0.08,0.08,,,"LINESTRING (84770.51999999955 457574.38800000027, 84817.2809999995 457512.993999999, 84913.82800000161 457398.76399999857, 84985.10799999908 457322.9770000018, 85131.09600000083 457180.9670000002, 85170.56100000069 457139.94000000134, 85208.12200000137 457098.1220000014, 85244.24599999934 457055.1000000015, 85279.11499999836 457010.88599999994, 85312.78799999878 456965.6490000002, 85345.27400000021 456919.5850000009, 85376.55999999866 456872.89400000125, 85406.62799999863 456825.7589999996, 85414.44099999964 456812.91099999845)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.522,5.94,5.94,,,"LINESTRING (86058.47899999842 455461.23800000176, 86100.30099999905 455397.7820000015, 86160.31700000167 455312.8379999995, 86300.72199999914 455124.97300000116, 86351.30900000036 455056.0940000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.523,0,0,,,"LINESTRING (86672.62900000066 454673.256000001, 86718.74100000039 454621.2879999988, 86996.27600000054 454318.59600000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.524,9.18,9.18,,,"LINESTRING (86351.30900000036 455056.0940000005, 86356.22500000149 455049.40100000054, 86394.92000000179 454998.41800000146, 86454.14400000125 454924.5780000016, 86552.43100000173 454808.7170000002, 86672.62900000066 454673.256000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.525,2.61,2.61,,,"LINESTRING (85386.03500000015 434522.95899999887, 85394.73000000045 434510.65399999917, 85409.95800000057 434486.6499999985, 85424.69299999997 434460.51099999994, 85438.89999999851 434431.9129999988, 85452.54800000042 434400.55700000003, 85465.6099999994 434366.1950000003, 85478.07299999893 434328.64499999955, 85489.93600000069 434287.8040000014, 85501.22500000149 434243.6570000015, 85510.27499999851 434203.875)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.526,25.33,25.33,,,"LINESTRING (85059.77100000158 435417.62099999934, 85059.83900000155 435328.4310000017, 85061.6640000008 435254.7100000009, 85064.76300000027 435181.5920000002, 85071.80000000075 435076.41099999845, 85078.39600000158 435011.7479999997, 85082.42799999937 434981.6020000018, 85092.33799999952 434926.20800000057, 85093.92100000009 434919.61499999836)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.527,0,0,,,"LINESTRING (84781.57999999821 437381.93400000036, 84790.67199999839 437269.6979999989, 84825.26700000092 436958.90199999884, 84836.98000000045 436884.6079999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.528,0.4,0.4,,,"LINESTRING (84947.52499999851 436397.86400000006, 84949.54199999943 436390.0549999997, 84975.16299999878 436299.15900000185, 84987.42100000009 436259.4270000011, 85010.64600000158 436190.7280000001, 85040.82499999925 436107.3029999994, 85056.6409999989 436057.5859999992, 85063.02800000086 436032.8759999983, 85068.35300000012 436007.76300000027, 85072.6099999994 435982, 85075.82299999893 435955.4360000007, 85078.22899999842 435917.0639999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.529,7.3,7.3,,,"LINESTRING (85078.22899999842 435917.0639999993, 85079.3200000003 435899.6499999985, 85079.46200000122 435840.41099999845, 85077.1090000011 435778.19900000095, 85066.68899999931 435613.1970000006, 85061.56500000134 435509.1420000009, 85059.75600000098 435437.83300000057, 85059.77100000158 435417.62099999934)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.530,0.91,0.91,,,"LINESTRING (84836.98000000045 436884.6079999991, 84851.35500000045 436793.43499999866, 84872.52400000021 436692.3770000003, 84890.72199999914 436617.6979999989, 84947.52499999851 436397.86400000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.531,25.15,25.15,,,"LINESTRING (85093.92100000009 434919.61499999836, 85098.38699999824 434901.0089999996, 85105.27699999884 434877.41000000015, 85113.0859999992 434855.2950000018, 85121.87900000066 434834.5080000013, 85131.69999999925 434814.86300000176, 85142.57299999893 434796.16000000015, 85154.49300000072 434778.19999999925, 85167.4290000014 434760.80000000075, 85196.06700000167 434727.05000000075, 85227.68899999931 434693.9219999984, 85295.56700000167 434626.95699999854, 85329.72199999914 434591.6790000014, 85362.94999999925 434553.561999999, 85379.04600000009 434532.8509999998, 85386.03500000015 434522.95899999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.532,0,0,,,"LINESTRING (84741.21200000122 437880.3020000011, 84781.57999999821 437381.93400000036)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.533,0,0,,,"LINESTRING (85939.59699999914 432605.47199999914, 86024.74799999967 432254.2989999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.534,0,0,,,"LINESTRING (85902.42700000107 432758.76900000125, 85939.14200000092 432607.3520000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.535,0,0,,,"LINESTRING (85654.00400000066 433565.26199999824, 85664.50400000066 433531.88800000027, 85745.4990000017 433294.9239999987, 85805.90500000119 433107.35500000045, 85810.65799999982 433090.4780000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.536,-13.06,-13.06,,,"LINESTRING (85539.79600000009 434051.5700000003, 85565.08700000122 433914.7100000009, 85578.29100000113 433849.19200000167, 85593.8599999994 433779.5520000011, 85612.70899999887 433704.6579999998, 85635.86800000072 433622.9079999998, 85654.00400000066 433565.26199999824)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.537,0,0,,,"LINESTRING (85810.65799999982 433090.4780000001, 85892.18299999833 432801.0179999992, 85902.42700000107 432758.76900000125)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.538,0,0,,,"LINESTRING (85510.27499999851 434203.875, 85512.00499999896 434196.26999999955, 85522.38899999857 434145.7679999992, 85539.79600000009 434051.5700000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.539,0,0,,,"LINESTRING (85939.14200000092 432607.3520000018, 85939.59699999914 432605.47199999914)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.540,0.46,0.46,,,"LINESTRING (81123.41800000146 447208.81599999964, 81116.9849999994 447173.86199999973, 81109.59499999881 447125.01300000027, 81104.09899999946 447076.5560000017, 81100.6640000008 447028.6770000011, 81099.36100000143 446981.4699999988, 81100.18200000003 446934.95899999887, 81103.06500000134 446889.1099999994, 81107.91200000048 446843.8539999984, 81114.61499999836 446799.09699999914, 81123.05700000003 446754.7329999991, 81132.55700000003 446713.1339999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.541,-1.53,-1.53,,,"LINESTRING (81646.45499999821 448596.21400000155, 81620.74599999934 448547.83399999887, 81530.8909999989 448367.20800000057, 81489.23200000077 448286.3029999994, 81446.34800000116 448210.8969999999, 81411.23600000143 448155.33900000155)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1262,0,0,,,"LINESTRING (108001.17799999937 403948.84800000116, 108192.83399999887 403487.0379999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.542,-0.15,-0.15,,,"LINESTRING (81411.23600000143 448155.33900000155, 81333.92500000075 448033.0080000013, 81313.32899999991 447996.8420000002, 81294.51099999994 447960.006000001, 81277.84499999881 447922.4990000017, 81263.54199999943 447884.43499999866, 81251.62000000104 447846.0179999992, 81241.91000000015 447807.4910000004, 81234.07400000095 447769.0780000016, 81227.64600000158 447730.9200000018, 81222.95600000024 447698.2899999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.543,0.17,0.17,,,"LINESTRING (81222.95600000024 447698.2899999991, 81211.32299999893 447617.3359999992, 81197.98299999908 447539.4450000003, 81180.17100000009 447456.3520000018, 81136.2490000017 447271.5529999994, 81125.99599999934 447222.8269999996, 81123.41800000146 447208.81599999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.544,0.4,0.4,,,"LINESTRING (81132.55700000003 446713.1339999996, 81133.1259999983 446710.6420000009, 81144.71499999985 446666.6979999989, 81157.71700000018 446622.7679999992, 81187.5390000008 446534.4270000011, 81204.12799999863 446489.7899999991, 81240.01300000027 446399.2520000003, 81278.50299999863 446307.1400000006, 81305.46400000155 446244.59899999946)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.545,-0.01,-0.01,,,"LINESTRING (81305.46400000155 446244.59899999946, 81338.56500000134 446167.81500000134, 81420.22899999842 445984.94299999997, 81462.64699999988 445895.8040000014, 81484.5859999992 445851.95600000024, 81516.64499999955 445791.5799999982)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.546,0.4,0.4,,,"LINESTRING (81516.64499999955 445791.5799999982, 81530.10000000149 445766.23900000006, 81577.54199999943 445684.0460000001, 81626.39699999988 445605.62999999896, 81755.71599999815 445408.73000000045, 81781.45800000057 445367.688000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.547,6.23,6.23,,,"LINESTRING (81781.45800000057 445367.688000001, 81812.47399999946 445318.23699999973, 81872.58100000024 445217.5789999999, 81965.72399999946 445053.05999999866, 82025.8440000005 444941.1790000014, 82029.6640000008 444933.78500000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.548,5.09,5.09,,,"LINESTRING (81889.89999999851 449032.90199999884, 81874.35599999875 449003.1339999996, 81818.82200000063 448902.77899999917, 81730.27499999851 448748.3139999993, 81673.10099999979 448646.3590000011, 81646.45499999821 448596.21400000155)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.549,5.55,5.55,,,"LINESTRING (82137.96200000122 449466.0029999986, 82130.18299999833 449455.89400000125, 82095.5159999989 449407.76399999857, 82065.1649999991 449362.1719999984, 82038.34099999815 449318.2989999987, 82014.10799999908 449275.3110000007, 81991.47399999946 449232.4299999997, 81924.3200000003 449098.81700000167, 81889.89999999851 449032.90199999884)"
