OBJECTID,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,REF_DIENSTREGELPUNT_PUIC
442,Lelystad overloopwissels,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Llsow,Nee,OA Overloop-aansluiting,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,30071971-b003-49c8-a9c2-76688f7ed30a,LLSOA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Lelystad Opstelterrein Aansl.,Amsterdam Centraal,6707d3cf-3cc5-4f68-a8ee-a35f94f32b94
443,Watergraafsmeer West aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wgmw,Ja,Goederen emplacement,Asd-Zp,Amsterdam Centraal - Zutphen ,050,,50,050__,Amsterdam Muiderpoort - Diemen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3f461488-12a2-4944-a712-6a9a376f566a,WGM,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Watergraafsmeer,Amsterdam Centraal,c586d832-7152-4302-83fd-e011af4e3f4e
444,Nieuw Vennep,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nvp,Ja,Stop-station,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,0a65e4d1-ad69-41c7-9b1b-166b1313647f
445,Diemen Zuid,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dmnz,Ja,Stop-station,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,027,,27,027__,Diemen - Duivendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8eb7a180-060e-4a84-8c6e-b5d84c1fb338,DMNZ,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Diemen Zuid,Amsterdam Centraal,935fc744-424f-4c52-a8a3-3ea18a3a0f04
446,Amsterdam Zuid,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Asdz,Ja,Stop-station,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,21199872-1034-470d-9739-336a92985e6e
447,Abcoude overloop,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Aco,Ja,OV Overige,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,076ff4b8-0550-4df1-839a-9b90c95058f6,AC,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Abcoude,Amsterdam Centraal,1a52271b-797f-4e0d-8007-d028ab49f445
448,Amsterdam Sloterdijk,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ass,Ja,Stop-station,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,523,b,523,523_b,Amsterdam Sloterdijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86b62b6c-f86a-4d29-9ef7-379a2e507a46,ASS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Sloterdijk,Amsterdam Centraal,897ac25c-ee7a-4895-87d8-3c4b2c4f425c
449,Keverdijk,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Kv,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7b029fcd-abc8-4207-a9ed-20ad0cdf5f44,KV,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Keverdijk,Amsterdam Centraal,e534e7b4-d41a-4bb3-b085-a150aba08528
450,Amersfoort Schothorst,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Amfs,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,7018bf44-3bc8-4059-b854-2d55357d9b51
451,Hollandsche Rading,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hor,Ja,Stop-station,Hvs-Utm,Hilversum - Utrecht Maliebaan ,095,,95,095__,Hilversum - Blauwkapel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,1225723e-4ac2-470a-ba01-a5800363b0c1
452,Amersfoort racc. Pon,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Amfpon,Nee,Goederen emplacement,Lsd-Amf,Leusden - Amersfoort ,040,,40,040__,Leusden - Amersfoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,411ff6e9-2f67-445f-a1a0-d3a1343f268f
453,Barneveld Centrum,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Bnc,Ja,Stop-station,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,211,,211,211__,Barneveld Noord - Ede=Wageningen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2d3d33d5-9507-4347-b6f8-f0b050c22e14,BNC,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Barneveld Centrum,Amersfoort,ca269291-6f86-4640-867c-413011eca5b1
454,Amersfoort Vlasakkers,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Amfv,Nee,Goederen emplacement,Ut-Amf,Utrecht - Amersfoort ,090,,90,090__,Den Dolder - Amersfoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,50380090-de52-4703-9109-913ff054c3de
455,Hilversum Media Park,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hvsm,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,d4e87e94-b40a-429f-82e6-ab945150c961
456,Amersfoort Vathorst,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Avat,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d4d04852-6c92-4095-af7d-8d55447cca31,AVAT,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort Vathorst,Amersfoort,c290c798-f572-4fa0-b398-a2b358f4ec79
457,Nijkerk,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Nkk,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5c733a7b-0633-4e72-8184-ad5681b6f19d,NKK,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Nijkerk,Amersfoort,438e641c-3d06-43e3-870f-5f6fd4b77232
458,Soest Zuid,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Stz,Ja,Stop-station,Dld-Brn,Den Dolder - Baarn ,091,,91,091__,Den Dolder - Baarn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,8179a8a6-2412-4d9c-92df-0d1bbc2cc3f7
459,Hemmen-Dodewaard,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hmn,Ja,Stop-station,Est-Gdm,Elst - Geldermalsen ,042,,42,042__,Vork - Kesteren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,8641cb56-b02d-4254-8575-9d37f2a63a62
460,Nijmegen Lent,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nml,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,044,,44,044__,Ressen=Bemmel - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,8c3e669b-c7e2-4227-88b9-5253c35c956f
461,Elst Betuwelijn aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ebtwa,Ja,OA Overloop-aansluiting,Ah-Vl,Arnhem - Venlo ,510,b,510,510_b,Elst,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,8929767e-fdf0-4586-a610-38731f246d89
462,Zutphen goed. empl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zpge,Nee,Goederen emplacement,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,2f92328a-29bf-4534-87b0-0dab33ed7d2c
463,Gaanderen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Gdr,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,42e4ac72-ef19-49f9-aa70-d025753abc3d
464,Oss West,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ow,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,d596fa90-c665-4d2f-8577-3ee1f7aaf8d5
465,Velp,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Vp,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,e9bbba15-02b4-45a5-b759-39e8d2a8fee0
466,Oss,Station,Nederland,Klein,Nee,Nee,Nee,Ja,O,Ja,IC Intercity-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9951df18-4bc6-4d8b-b77b-62938e2676ac,OSS,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Oss,Arnhem,d64b99ce-d778-4bb6-bb4b-7c51812837b8
467,Arnhem West aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ahwa,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8d938307-10ac-45fd-b8ce-2ce1d8be0f13,AH,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem Centraal,Arnhem,72510f87-c86c-4279-8a70-9b47562f22f0
468,Lochem,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Lc,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e462b45a-9aa2-4bdc-acc8-fbf2294ce2d0,LC,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Lochem,Arnhem,c18a89b7-84bf-4d2b-9bcb-e032dcaf0157
469,Goor,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Go,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c2b08364-eff6-4e32-ac67-4ed35708a926,GO,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Goor,Arnhem,310e9c4e-caba-444c-8f85-dd99677ce2e4
470,Eefde,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Efd,Ja,OA Overloop-aansluiting,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,3c23be3e-634c-45fe-934f-26248acfdf45
471,Duiven,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Dvn,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,038,,38,038__,Velperbroek Aansl. - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,076fcf04-25d6-4d20-a5b9-176d90cfc12f
472,Nijmegen Heyendaal,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nmh,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,049,,49,049__,Nijmegen - Beugen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,5d29cf24-f4ba-4131-9910-5886e295ab70
473,Maasbrug Ravenstein Oostzijde,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mbrvo,Ja,OA Overloop-aansluiting,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c44f0eed-676d-43fd-8bd7-6e362b2ea69c,RVS,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Ravenstein,Arnhem,e8112222-5c56-48b1-a7c3-2a4a018b3031
474,Voorst-Empe,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Vem,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,208,,208,208__,Apeldoorn - Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,eafdb15a-9012-463b-8fe4-f86b75747bf9
475,Maastricht grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mtg,Ja,OA Overloop-aansluiting,Has-Glk,Hasselt (B) - Lanaken (B) ,785,,785,785__,Lanaken (B) - Maastricht grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,9dfda238-acaf-4f90-b581-6fe776927143
476,Noorderkempen (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Ndkp,Ja,IC Intercity-station,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,439a9d24-488e-4f02-9131-116c6bae6bc3
477,Essen (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Esn,Ja,Stop-station,Esn-Np,Essen (B) - Nispen ,788,,788,788__,Roosendaal Grens - Essen (B),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,98f7b747-9998-428c-a3e3-0fdb758b696f
478,Neerpelt (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Lnp,Nee,AS Aansluiting/splitsing,Lnp-Bdl,Neerpelt (B) - Budel ,786,,786,786__,Neerpelt (B) - Budel Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,59af23d0-ef97-48ad-ba62-67a3af7e8c10
479,Springbiel (D),Aansluiting,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Spb,Ja,OA Overloop-aansluiting,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,32f47dd5-23fc-43dc-a9b8-6b9081b7a0f2
480,Emmerich-Elten (D),Halte,Duitsland,Onbekend,Nee,Nee,Nee,Nee,El,Ja,Stop-station,Zvg-Em,Zevenaar Grens - Emmerich (D) ,779,,779,779__,Emmerich (D) - Zevenaar Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,222fb522-bb9d-4e66-8c41-16d38e471614
481,Nieuweschans Grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Nscg,Ja,OA Overloop-aansluiting,Hlg-Nscg,Harlingen - Nieuweschans Grens ,005,,5,005__,Zuidbroek - Nieuweschans Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,31f33022-4d64-4ee2-956d-a7f343766b42
482,Venlo grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Vlgr,Ja,OA Overloop-aansluiting,Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,780,,780,780__,Venlo Grens - Keulen (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,7044a825-fd54-47b9-a496-0cd737e72aa1
483,Terneuzen Zuidzijde (racc.),Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Tnzz,Ja,Goederen emplacement,Fsz-Tnz,Zelzate (B) - Terneuzen ,557,a,557,557_a,Terneuzen Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,063532be-ebd1-4c41-803d-f75a73b73997
484,Axel aansl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Axa,Nee,Goederen emplacement,Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,130,a,130,130_a,Axel Aansl. - Terneuzen Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,27041447-2a90-4ac5-bdbf-ed76ac476581
485,Merwedekanaalbrug - bij Arkel,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mkbr,Ja,BR Beweegbare brug,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,8d2036cf-4857-4f29-957c-a2fb4c6e130a
486,Sliedrecht Baanhoek,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Sdtb,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,249e64c7-00a2-4477-919a-2b06f8926185
487,Willemstunnel Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wiltz,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,720fc36c-b289-494d-ba5e-774c9fabef60,WSPT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Willemstunnel,Rotterdam Centraal,23eb0aab-da98-41d8-a1da-2a9e305e6a3a
488,Wantijbrug - bij Dordrecht,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wijb,Ja,BR Beweegbare brug,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,91fca8c4-ba07-407a-b3d8-f85cc2008ca4,DDRS,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Dordrecht Stadspolders,Rotterdam Centraal,73910df5-a6a2-44fc-9ab9-024ffe0271f2
489,Rotterdam Alexander,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rta,Ja,IC Intercity-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,9cf56c17-6c55-430d-a563-c2d30e76487d
490,Barendrecht,Halte,Nederland,Middel,Nee,Nee,Nee,Nee,Brd,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,9441b570-8ab4-4877-a22a-b673dd77c5df
491,Boven Hardinxveld,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bhdv,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d8c55e9c-d44e-4200-b0a4-f22271adf443,BHDV,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Boven Hardinxveld,Rotterdam Centraal,14d9ad86-2ea4-4ffd-84af-8e307a6419bb
492,HSL Rotterdam Viaduct,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsrtdv,Ja,OV Overige,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,973fee31-3f2a-41e6-9236-c3109432b061,GHTRTD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Groene Hart Tunnel Rotterdam,Rotterdam Centraal,5abbabc3-1ee9-4d21-a2a4-9b4742bf3a20
493,Schiedam Centrum,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Sdm,Ja,Stop-station,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,539,,539,539__,Schiedam Centrum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3e702ccb-e29e-4a59-bd99-9ad9596dfe1b,SDM,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Schiedam Centrum,Rotterdam Centraal,f9a87e95-77bd-4979-9c43-9da218e5406d
494,Rotterdam Rechter Maasoever aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rmoa,Ja,OA Overloop-aansluiting,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,540,d,540,540_d,Rotterdam Westelijke Splitsing,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,499e8fcd-20a6-471e-92b7-258e2c543c5d,DHSA,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Delfshaven Schiebrug aansl.,Rotterdam Centraal,d7d69370-2f4e-49f5-bacb-4a136834c583
495,Rotterdam Noord goed.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rtng,Ja,Goederen emplacement,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2a8b87ba-6a98-49b4-a8c3-09fcb273bd8f,RTNG,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Noord goed.,Rotterdam Centraal,bb359ad0-b6d9-400b-803f-c693210b9ec0
496,Beesd,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bsd,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d7f7ba1b-ca9e-4736-9814-54ad4261dc9a,BSD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Beesd,Rotterdam Centraal,ab682d3b-dd2a-42c1-a628-5a2a3ffc6149
497,Rotterdam Noord goed. West,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rtngw,Ja,OA Overloop-aansluiting,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2a8b87ba-6a98-49b4-a8c3-09fcb273bd8f,RTNG,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Noord goed.,Rotterdam Centraal,c399003e-bfab-4a97-bb1f-aa9faba62c87
498,Westelijke splitsing Blijdorp aansl,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wsba,Ja,AS Aansluiting/splitsing,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,555,,555,555__,Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cd874b7f-07a5-4ac4-8b05-babd30506a77,WSPL,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Westelijke Splitsing,Rotterdam Centraal,9c1f1a7b-bef7-48df-8381-063083a4aba5
499,HSL Tunnel Oude Maas,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hstom,Ja,OV Overige,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,165,,165,165__,Kijfhoek - Moerdijkbrug,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,dbe63b93-28e7-49ac-b3a6-faafc1fca5d6,RTDBD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Breda HSL,Rotterdam Centraal,67ede63c-ab7d-4620-aab9-dfd1a44894ab
500,Breda aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bda,Ja,OA Overloop-aansluiting,Rsd-Bd,Roosendaal - Breda ,544,b,544,544_b,Breda,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,22b6b823-6358-4c5e-83ef-8578d36a61b7,BD,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Breda,Roosendaal,62fafdbb-9af5-4781-aeae-aacd5e20f04a
