FID,klasse,gdb_geomattr_data,shape
heggen.173,Heg/Haag,,"LINESTRING (175654.9050000012 320747.256000001, 175660.77290000021 320734.8792000003)"
heggen.174,Heg/Haag,,"LINESTRING (175608.74700000137 320770.33999999985, 175590.63100000098 320763.5219999999)"
heggen.175,Heg/Haag,,"LINESTRING (175585.21200000122 320771.28599999845, 175580.61100000143 320769.0329999998, 175580.52199999988 320769.71499999985, 175579.8280000016 320775.03500000015)"
heggen.176,Heg/Haag,,"LINESTRING (175622.51900000125 320777.1240000017, 175629.91800000146 320780.3420000002)"
heggen.177,Heg/Haag,,"LINESTRING (175611.54800000042 320784.1090000011, 175631.92300000042 320794.1939999983, 175635.8599999994 320786.26099999994)"
heggen.178,Heg/Haag,,"LINESTRING (176594.5610000007 320831.3999999985, 176588.80099999905 320828.7829999998, 176588.7259999998 320828.7490000017, 176583.06700000167 320841.68499999866, 176577.07499999925 320855.381000001)"
heggen.179,Heg/Haag,,"LINESTRING (176577.07499999925 320855.381000001, 176576.99399999902 320855.34899999946, 176575.87200000137 320854.8979999982)"
heggen.180,Heg/Haag,,"LINESTRING (176577.07499999925 320855.381000001, 176577.00200000033 320855.5469999984, 176570.57499999925 320870.23699999973)"
heggen.181,Heg/Haag,,"LINESTRING (176453.11199999973 320856.02899999917, 176457.50200000033 320844.2529999986)"
heggen.182,Heg/Haag,,"LINESTRING (176587.9800999984 320880.80680000037, 176589.1330000013 320878.0780000016, 176580.6009999998 320874.756000001, 176587.3590000011 320860.22300000116, 176587.63599999994 320859.6259999983, 176577.07499999925 320855.381000001)"
heggen.183,Heg/Haag,,"LINESTRING (176607.69999999925 320892.7820000015, 176615.23800000176 320876.20800000057, 176628.29199999943 320846.85500000045)"
heggen.184,Heg/Haag,,"LINESTRING (176673.3590000011 320961.9200000018, 176688.08900000155 320926.9750000015, 176707.81899999827 320885.2509999983, 176732.05200000107 320832.4750000015, 176754.25400000066 320784.4970000014, 176759.1640000008 320772.84699999914, 176769.8299999982 320749.83900000155)"
heggen.185,Heg/Haag,,"LINESTRING (176591.313000001 320970.0610000007, 176584.85399999842 320971.12099999934, 176576.0780000016 320974.26000000164, 176563.69399999827 320980.256000001)"
heggen.186,Heg/Haag,,"LINESTRING (176617.21299999952 320970.61199999973, 176625.7349999994 320971.6420000009, 176640.05000000075 320975.5390000008, 176658.9459999986 320983.5249999985, 176662.14499999955 320984.5769999996, 176667.88100000098 320974.20899999887)"
heggen.187,Heg/Haag,,"LINESTRING (176269.62900000066 320984.95600000024, 176269.69099999964 320984.9070000015)"
heggen.188,Heg/Haag,,"LINESTRING (176283.2650000006 321001.27600000054, 176282.6700000018 321001.67599999905, 176288.45800000057 321009.40300000086, 176289.33300000057 321008.5940000005)"
heggen.189,Heg/Haag,,"LINESTRING (176943.40700000152 321068.1479999982, 176944.97700000182 321077.9299999997, 176945 321078.0709999986, 176943.3830000013 321078.19099999964, 176934.66099999845 321078.8370000012, 176930.42599999905 321079.9919999987, 176924.01700000092 321080.63899999857, 176920.40900000185 321081.2670000009, 176918.5399999991 321081.5929999985, 176903.6330000013 321084.1330000013, 176903.3110000007 321081.4439999983, 176899.7039999999 321063.8420000002, 176897.6240000017 321050.7509999983)"
heggen.190,Heg/Haag,,"LINESTRING (176415.86400000006 321137.06599999964, 176444.97399999946 321103.78500000015, 176478.1400000006 321064.875, 176513.1710000001 321024.59800000116, 176534.26199999824 321000.65399999917, 176539.94900000095 320994.01300000027, 176544.89600000158 320990.2329999991, 176551.80000000075 320986.8960000016)"
heggen.191,Heg/Haag,,"LINESTRING (175761.23200000077 321370.08999999985, 175763.46799999848 321355.29399999976, 175763.96499999985 321352.01099999994, 175764.55200000107 321347.7890000008, 175765.91600000113 321337.98999999836, 175767.82600000128 321324.2670000009, 175767.1160000004 321323.8280000016, 175765.8669999987 321323.0540000014)"
heggen.192,Heg/Haag,,"LINESTRING (175815.26099999994 321387.2509999983, 175816.40890000015 321386.06010000035)"
heggen.193,Heg/Haag,,"LINESTRING (175899.62000000104 321456.0229999982, 175899.52899999917 321455.94299999997, 175894.00499999896 321451.03599999845, 175895.00600000098 321449.96499999985)"
heggen.194,Heg/Haag,,"LINESTRING (175905.4448999986 321458.74709999934, 175903.78700000048 321460.9120000005)"
heggen.195,Heg/Haag,,"LINESTRING (175927.5159999989 321480.44099999964, 175929.0647 321478.6444000006)"
heggen.196,Heg/Haag,,"LINESTRING (175938.64600000158 321488.6779999994, 175939.57400000095 321487.5210000016)"
heggen.197,Heg/Haag,,"LINESTRING (175948.41000000015 321497.9310000017, 175948.4210000001 321497.91699999943, 175949.8280000016 321496.18200000003)"
heggen.198,Heg/Haag,,"LINESTRING (175959.1719999984 321506.30700000003, 175960.12669999897 321505.00030000135)"
heggen.199,Heg/Haag,,"LINESTRING (176898.43400000036 321878.05099999905, 176911.5789999999 321896.4670000002, 176923.3209999986 321912.44999999925, 176927.5309999995 321919.2280000001)"
heggen.200,Heg/Haag,,"LINESTRING (177690.6409999989 322471.58399999887, 177695.32200000063 322483.4360000007)"
heggen.266,Heg/Haag,,"LINESTRING (176851.8299999982 323266.4539999999, 176849.10599999875 323260.2729999982)"
heggen.201,Heg/Haag,,"LINESTRING (177464.82600000128 322590.18200000003, 177472.46299999952 322609.73099999875, 177476.40100000054 322619.8660000004)"
heggen.202,Heg/Haag,,"LINESTRING (177714.561999999 322628.118999999, 177697.31500000134 322638.25499999896, 177680.14299999923 322648.4930000007, 177661.5789999999 322659.48000000045)"
heggen.203,Heg/Haag,,"LINESTRING (177693.4690000005 322650.6319999993, 177717.71499999985 322635.8590000011, 177725.73600000143 322630.8370000012)"
heggen.204,Heg/Haag,,"LINESTRING (177636.57400000095 322657.80700000003, 177629.81799999997 322661.438000001)"
heggen.205,Heg/Haag,,"LINESTRING (177629.49399999902 322661.61199999973, 177612.48999999836 322670.75, 177576.24300000072 322691.48600000143)"
heggen.206,Heg/Haag,,"LINESTRING (177665.95600000024 322666.8570000008, 177688.436999999 322653.35500000045)"
heggen.207,Heg/Haag,,"LINESTRING (177552.3359999992 322722.11499999836, 177567.90199999884 322712.94200000167)"
heggen.208,Heg/Haag,,"LINESTRING (177450.03799999878 322743.4149999991, 177453.13699999824 322742.04399999976, 177456.96599999815 322740.4910000004, 177459.99799999967 322740.1099999994)"
heggen.209,Heg/Haag,,"LINESTRING (177376.82600000128 322756.34699999914, 177376.26000000164 322754.69999999925, 177374.36100000143 322749.99599999934, 177375.2100000009 322749.15399999917, 177378.41299999878 322748.59699999914)"
heggen.210,Heg/Haag,,"LINESTRING (177678.9822999984 322765.0637000017, 177685.14400000125 322781.70800000057)"
heggen.211,Heg/Haag,,"LINESTRING (177478.2250000015 322766.8819999993, 177483.48800000176 322763.4679999985, 177488.9299999997 322759.9279999994, 177501.8500000015 322751.9780000001, 177511.88699999824 322746.3830000013, 177517.4699999988 322742.55999999866, 177521.42799999937 322740.4360000007, 177527.15300000086 322736.8960000016, 177531.81799999997 322734.48800000176, 177542.06599999964 322728.1860000007)"
heggen.212,Heg/Haag,,"LINESTRING (177375.1790000014 322770.94999999925, 177374.19799999893 322770.58300000057)"
heggen.213,Heg/Haag,,"LINESTRING (177685.14400000125 322781.70800000057, 177685.52800000086 322781.5210000016)"
heggen.214,Heg/Haag,,"LINESTRING (177672.03400000185 322788.0520000011, 177673.09899999946 322787.5929999985, 177673.16800000146 322787.55900000036, 177674.39600000158 322786.95899999887, 177685.14400000125 322781.70800000057)"
heggen.215,Heg/Haag,,"LINESTRING (177693.2740000002 322801.37900000066, 177678.20820000023 322806.5749000013)"
heggen.216,Heg/Haag,,"LINESTRING (177683.00499999896 322823.5769999996, 177685.72800000012 322822.76300000027)"
heggen.217,Heg/Haag,,"LINESTRING (177351.7419999987 322833.7800000012, 177345.4140000008 322824.22300000116)"
heggen.218,Heg/Haag,,"LINESTRING (177693.07200000063 322859.4670000002, 177695.2030000016 322858.78500000015, 177698.41099999845 322858.01000000164)"
heggen.219,Heg/Haag,,"LINESTRING (177273.05700000003 322868.5179999992, 177263.37200000137 322874.84099999815)"
heggen.220,Heg/Haag,,"LINESTRING (177698.0009999983 322877.2740000002, 177701.0416000001 322876.2501000017)"
heggen.221,Heg/Haag,,"LINESTRING (177700.96700000018 322895.8779999986, 177729.88100000098 322887.74599999934)"
heggen.222,Heg/Haag,,"LINESTRING (177165.5399999991 322905.21499999985, 177172.29199999943 322902.3839999996, 177174.0709999986 322901.5089999996, 177183.20699999854 322897.01300000027, 177193.53599999845 322891.3500000015, 177196.16600000113 322889.10599999875, 177211.50600000098 322881.05999999866)"
heggen.223,Heg/Haag,,"LINESTRING (177172.87900000066 322930.8200000003, 177176.5949999988 322937.70800000057, 177180.18100000173 322944.51099999994)"
heggen.224,Heg/Haag,,"LINESTRING (177706.24300000072 322938.76300000027, 177701.66699999943 322938.68499999866)"
heggen.225,Heg/Haag,,"LINESTRING (176721.0780000016 322951.88800000027, 176722.90799999982 322935.30900000036, 176717.17770000175 322934.564100001)"
heggen.226,Heg/Haag,,"LINESTRING (176725.21299999952 322951.91899999976, 176729.00699999928 322952.0210000016, 176727.5390000008 322974.93400000036, 176727.41099999845 322976.6070000008, 176726.0240000002 322994.72100000083)"
heggen.227,Heg/Haag,,"LINESTRING (177723.1950000003 322955.09699999914, 177715.43200000003 322955.1770000011, 177703.19900000095 322955.30099999905)"
heggen.228,Heg/Haag,,"LINESTRING (177192.33300000057 322959.73600000143, 177196.7580000013 322965.48999999836, 177201.8289999999 322972.08300000057)"
heggen.229,Heg/Haag,,"LINESTRING (176672.4759999998 322969.6889999993, 176678.41000000015 322983.618999999, 176679.436999999 322986.0300000012, 176682.0859999992 322989.186999999, 176688.64600000158 323004.94999999925, 176698.65799999982 323029.06799999997, 176708.32400000095 323050.7729999982)"
heggen.230,Heg/Haag,,"LINESTRING (177203.67399999872 322972.3570000008, 177202.09299999848 322973.8839999996, 177197.28599999845 322978.5249999985, 177196.81500000134 322979.33999999985, 177201.16000000015 322984.9510000013, 177201.87900000066 322985.8779999986)"
heggen.231,Heg/Haag,,"LINESTRING (177701.51900000125 322973.29100000113, 177715.16600000113 322973.4820000008)"
heggen.232,Heg/Haag,,"LINESTRING (176738.57200000063 322973.5219999999, 176746.0390000008 322988.71499999985, 176756.77600000054 323006.08300000057, 176758.6248999983 323009.07279999927)"
heggen.233,Heg/Haag,,"LINESTRING (177210.75200000033 322981.3680000007, 177201.87900000066 322985.8779999986)"
heggen.234,Heg/Haag,,"LINESTRING (177701.37700000033 322989.67500000075, 177719.9360000007 322989.94200000167, 177720.33799999952 322991.2259999998, 177723.06799999997 322990.9829999991, 177722.91600000113 323003.186999999)"
heggen.235,Heg/Haag,,"LINESTRING (176764.9849999994 323002.68299999833, 176765.49300000072 323002.3209999986)"
heggen.236,Heg/Haag,,"LINESTRING (177216.80999999866 323005.15399999917, 177207.90300000086 322993.6550000012, 177201.87900000066 322985.8779999986)"
heggen.237,Heg/Haag,,"LINESTRING (177712.94099999964 323007.34099999815, 177701.2250000015 323007.30000000075)"
heggen.238,Heg/Haag,,"LINESTRING (177719.00499999896 323008.73699999973, 177722.87700000033 323008.8979999982, 177722.48200000077 323031.7199999988, 177715.08549999818 323031.686999999)"
heggen.239,Heg/Haag,,"LINESTRING (176739.77100000158 323026.3830000013, 176736.00200000033 323028.8420000002)"
heggen.240,Heg/Haag,,"LINESTRING (176736.00200000033 323028.8420000002, 176734.11300000176 323020.4620000012, 176729.22199999914 322998.57499999925, 176728.55000000075 322994.37000000104, 176729.39799999818 322976.58900000155)"
heggen.241,Heg/Haag,,"LINESTRING (176736.00200000033 323028.8420000002, 176735.12900000066 323029.41099999845)"
heggen.242,Heg/Haag,,"LINESTRING (177148.03700000048 323037.2010000013, 177156.04199999943 323046.6739999987)"
heggen.243,Heg/Haag,,"LINESTRING (176701.14699999988 323038.7829999998, 176712.88599999994 323062.7030000016)"
heggen.244,Heg/Haag,,"LINESTRING (176859.33700000122 323043.06700000167, 176856.94900000095 323036.6180000007, 176855.03400000185 323031.4459999986)"
heggen.245,Heg/Haag,,"LINESTRING (177191.24309999868 323053.8178999983, 177197.36899999902 323048.86199999973, 177203.59600000083 323057.00400000066, 177211.89799999818 323067.2179999985)"
heggen.246,Heg/Haag,,"LINESTRING (177163.18499999866 323053.8669999987, 177178.3280000016 323071.04300000146, 177178.45199999958 323071.18299999833)"
heggen.247,Heg/Haag,,"LINESTRING (177179.563000001 323067.7410000004, 177183.7199999988 323063.4750000015)"
heggen.248,Heg/Haag,,"LINESTRING (176872.70800000057 323075.28400000185, 176872.86300000176 323075.6070000008)"
heggen.249,Heg/Haag,,"LINESTRING (176749.35680000111 323080.7030999996, 176748.30600000173 323081.12900000066, 176747.7410000004 323081.3590000011, 176745.29100000113 323072.12999999896, 176740.73099999875 323052.48099999875, 176738.88500000164 323043.73800000176, 176738.8669999987 323043.6499999985, 176738.67399999872 323040.686999999, 176737.61100000143 323035.9750000015, 176736.19700000063 323029.70600000024, 176736.00200000033 323028.8420000002)"
heggen.250,Heg/Haag,,"LINESTRING (177507.0549999997 323091.0179999992, 177474.42500000075 323099.36400000006)"
heggen.251,Heg/Haag,,"LINESTRING (177174.43100000173 323096.9450000003, 177170.2419999987 323092.03599999845)"
heggen.252,Heg/Haag,,"LINESTRING (177156.2250000015 323131.0920000002, 177146.38500000164 323119.16699999943, 177148.18499999866 323117.6640000008)"
heggen.253,Heg/Haag,,"LINESTRING (177187.98000000045 323144.85500000045, 177178.3280000016 323134.4759999998, 177172.3669999987 323128.06500000134, 177153.94999999925 323106.61100000143, 177149.5450000018 323100.7470000014)"
heggen.254,Heg/Haag,,"LINESTRING (177170.66000000015 323146.73099999875, 177165.3280000016 323141.4820000008, 177160.8209999986 323136.0069999993)"
heggen.255,Heg/Haag,,"LINESTRING (177464.90100000054 323148.30099999905, 177463.35200000182 323144.5729999989, 177454.59699999914 323123.9310000017, 177452.11100000143 323117.743999999)"
heggen.256,Heg/Haag,,"LINESTRING (177315.5240000002 323160.75, 177325.59200000018 323179.7329999991, 177331.5799999982 323190.5870000012, 177340.48900000006 323207.1160000004, 177347.61499999836 323220.69900000095, 177358.37700000033 323239.6099999994, 177366.39299999923 323253.77800000086, 177372.3599999994 323265.13699999824)"
heggen.257,Heg/Haag,,"LINESTRING (177203.0859999992 323167.41099999845, 177210.90340000018 323176.2336000018)"
heggen.258,Heg/Haag,,"LINESTRING (177297.7659999989 323172.58999999985, 177297.28299999982 323171.7980000004, 177296.311999999 323170.20600000024, 177286.08700000122 323175.9210000001)"
heggen.259,Heg/Haag,,"LINESTRING (177286.08700000122 323175.9210000001, 177284.22399999946 323176.9620000012)"
heggen.260,Heg/Haag,,"LINESTRING (177591.9759999998 323176.6570000015, 177598.7349999994 323175.881000001)"
heggen.261,Heg/Haag,,"LINESTRING (177289.5709999986 323181.48600000143, 177286.08700000122 323175.9210000001)"
heggen.262,Heg/Haag,,"LINESTRING (177687.64200000092 323200.34800000116, 177691.12900000066 323221.89400000125, 177693.12200000137 323243.5329999998, 177686.6959999986 323255.28599999845, 177669.48299999908 323278.84699999914, 177662.01410000026 323287.16899999976)"
heggen.263,Heg/Haag,,"LINESTRING (176832.8740000017 323223.1009999998, 176829.6719999984 323224.2580000013, 176821.4450000003 323227.2320000008)"
heggen.264,Heg/Haag,,"LINESTRING (176799.5 323235.79300000146, 176788.95600000024 323237.9840000011, 176784.34899999946 323222.65199999884, 176780.81799999997 323211.84899999946)"
heggen.265,Heg/Haag,,"LINESTRING (177274.32440000027 323262.4855999984, 177278.5709999986 323268.8909999989, 177289.15799999982 323283.05700000003, 177298.36800000072 323292.67599999905, 177306.51999999955 323302.2950000018, 177313.29399999976 323309.1649999991, 177316.36300000176 323311.48999999836, 177323.66600000113 323316.87900000066, 177342.60799999908 323329.55700000003, 177358.26999999955 323339.5929999985, 177367.58199999854 323344.4510000013, 177368.51700000092 323345.19000000134)"
heggen.267,Heg/Haag,,"LINESTRING (177622.60300000012 323275.5080000013, 177615.91299999878 323259.061999999, 177601.63100000098 323223.28599999845, 177590.42500000075 323192.44200000167, 177588.0240000002 323186.0529999994, 177586.51700000092 323182.4219999984)"
heggen.268,Heg/Haag,,"LINESTRING (177622.60300000012 323275.5080000013, 177622.6719999984 323275.4670000002)"
heggen.269,Heg/Haag,,"LINESTRING (177622.63599999994 323275.58999999985, 177622.60300000012 323275.5080000013)"
heggen.270,Heg/Haag,,"LINESTRING (177616.47399999946 323283.8260000013, 177608.60209999979 323287.8038999997)"
