Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Bridge,Pegasus,www.nbbclubsites.nl/club/1036,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,,,52.31520626,4.86336374
Bridge,BC Ruit,jajbakke.home.xs4all.nl/ruit,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Centrum,,,,52.34048973,4.85088251
Bridge,A.B.K.,www.abk-bridge.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,,,52.34048973,4.85088251
Bridge,H.O.K.,www.het-hok.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,40535271,,52.34048973,4.85088251
Bridge,US Uil,www.usuil.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,,,52.34048973,4.85088251
Bridge,BC Elzenhagen,www.nbbclubsites.nl/club/1014,Het Zwanenmeer,Beemsterstraat 491,1024BE,Amsterdam,Noord,,40532852,,52.39533345,4.94936028
Bridge,BC Starters 86,www.nbbclubsites.nl/club/1052,Hotel New West Inn,Reimerswaalstraat 5,1069AE,Amsterdam,Nieuw-West,,,,52.36243992,4.79475552
Bridge,Om de Sloterplas,www.nbbclubsites.nl/club/1072,Hotel New West Inn,Reimerswaalstraat 5,1069AE,Amsterdam,Nieuw-West,,34351314,,52.36243992,4.79475552
Bridge,Osdorp,www.nbbclubsites.nl/club/1060,Hotel New West Inn,Reimerswaalstraat 5,1069AE,Amsterdam,Nieuw-West,,,,52.36243992,4.79475552
Bridge,Continental aan de Amstel,www.nbbclubsites.nl/club/1038,Huize Theresia,Rondehoep Oost 25,1191KC,Ouderkerk aan de Amstel,Buiten Amsterdam,,,,52.29412901,4.90430685
Bridge,Joodse Bridge Club JBC,geen website,Joods Cultureel Centrum,Van der Boechorststraat 26,1081BT,Amsterdam,Zuid,,40530872,,52.3319364,4.86157827
Bridge,KLM Bridgeclub,nbbclubsites.nl/club/1050,KLM sportcentrum,Wimbledonpark 2,1185XN,Amstelveen,Buiten Amsterdam,,,,52.28913047,4.84527371
Bridge,Nieuwer Amstel,www.nbbclubsites.nl/club/1031,M.O.C.,Lindenlaan 75,1185LC,Amstelveen,Buiten Amsterdam,,,,52.29329927,4.85061729
Bridge,ENPS Quibus,www.enps-quibus.nl,Old School,Gaasterlandstraat 5,1079RH,Amsterdam,Zuid,,34379170,,52.33744037,4.89572979
Bridge,BC Koeperman,www.nbbclubsites.nl/club/1019,OZBB59,Oudezijds Voorburgwal 59,1012EJ,Amsterdam,Centrum,,,,52.37418244,4.89911824
Bridge,Pontania,www.nbbclubsites.nl/club/1071,S & O Pontania,Roomtuintjes 233,1093TD,Amsterdam,Oost,,,,52.36541781,4.92911542
Bridge,BC de Groene Brug,www.nbbclubsites.nl/club/1073,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,BC Dio,www.nbbclubsites.nl/club/1076,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,BC Elzenhagen,www.nbbclubsites.nl/club/1014,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,BC Nieuwendam,www.nbbclubsites.nl/club/1051,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,BC Noord,www.nbbclubsites.nl/club/1075,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,De Ban,www.bcdeban.nl,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,,,52.39204864,4.95800153
Bridge,De Looier,www.looier.nl,Sociëteit De Looier,Beemsterstraat 491,1024BE,Amsterdam,Centrum,,,,52.39533345,4.94936028
Capoeira,Batuque Capoeira,www.capoeiraholland.com,Gymzaal Bankastraat 18,Bankastraat 18,1094ED,Amsterdam,Oost,,,,52.36472212,4.93283709
Capoeira,Capoeira Noord,www.capoeiranoord.nl,Gymzaal Chrysantenstraat 28,Chrysantenstraat 28,1031HT,Amsterdam,Noord,,34371545,,52.39189037,4.90604312
Capoeira,Caravelas Negras,www.cncapoeira.nl,Gymzaal Kortvoort,Klateringpad 1,1104KW,Amsterdam,Zuidoost,,37129624,ja,52.31497894,4.97310349
Capoeira,Caravelas Negras,www.cncapoeira.nl,Gymzaal Lekstraat 35,Lekstraat 35,1079EM,Amsterdam,Zuid,,37129624,ja,52.34424265,4.90422499
Capoeira,Berimbau de Ouro,www.berimbau.nl,Gymzaal Tweede Constantijn Huygensstraat 31,Tweede Constantijn Huygensstraat 31,1054NN,Amsterdam,West,,41216886,,52.36450252,4.87258554
Capoeira,Caravelas Negras,www.cncapoeira.nl,Gymzaal Verbindingstraat,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,37129624,ja,52.35284882,4.89884731
Capoeira,Berimbau de Ouro,www.berimbau.nl,Gymzaal Vrolikstraat 8,Vrolikstraat 8,1091VG,Amsterdam,Oost,,41216886,,52.3549356,4.91250476
Capoeira,Caravelas Negras,www.cncapoeira.nl,NoLimit,Klateringpad 1,1104NA,Amsterdam,Zuidoost,,37129624,ja,52.31497894,4.97310349
Capoeira,Capoeira Noord,www.capoeiranoord.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,34371545,,52.34975372,4.89371511
Capoeira,Caravelas Negras,www.cncapoeira.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,37129624,ja,52.34975372,4.89371511
Capoeira,Grupo Malunga Capoeira,geen website,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,,,52.36466138,4.86575665
Capoeira,Capoeira Noord,www.capoeiranoord.nl,Sportzaal Eva Besnyöstraat 491,Eva Besnyöstraat 491,1087LG,Amsterdam,Oost,,34371545,,52.35008822,5.00795858
Capoeira,Caravelas Negras,www.cncapoeira.nl,Sportzaal Montessori Lyceum Amsterdam,Hobbemakade 54,1071XL,Amsterdam,Zuid,,37129624,ja,52.3554203,4.88618062
Cheerleading,Turnz,www.turnz.nl/cheerleading,OSB,Gulden Kruis 5,1103BE,Amsterdam,Zuidoost,,,ja,52.31862767,4.96538424
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,ja,52.34975372,4.89371511
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40535474,ja,52.3678604,4.80397743
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,,ja,52.35682337,4.99617033
Circus ,Olympia Circus,www.olympiacircus.amsterdam,Circus Lab Amsterdam,Schipluidenlaan 10,1062HE,Amsterdam,Nieuw-West,,34272442,,52.35723125,4.83852566
Circus ,Circuswerkplaats Boost,www.cwboost.nl,Circuswerkplaats Boost,Marcusstraat 48,1091TK,Amsterdam,Oost,,34206036,,52.3514938,4.91262963
Circus ,De Circusclub,www.decircusclub.nl,Vormingscentrum Rapenburg,Rapenburg 51,1011TV,Amsterdam,Centrum,,41261425,,52.3700626,4.91043403
Conditietraining,Gaasperdam,www.conditietrainen-gaasperdam.nl,De Tamboerijn,Reigersbos 301,1107EZ,Amsterdam,Zuidoost,,,,52.294348,4.97712152
Conditietraining,C.C.A.N.,www.ccan.nl,Gymzaal IJdoornschool,Werengouw 85,1024NN,Amsterdam,Noord,,62817132,,52.39175376,4.95353841
Conditietraining,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,ja,40539506,,52.36037903,4.86684929
Conditietraining,Gaasperdam,www.sporthalgaasperdam.nl/conditietraining,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537847,,52.29676965,4.97825726
Cricket,Groen & Wit,www.facebook.com/bijlmer.sportpark,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,,,52.3114262,4.96474872
Cricket,V.V.V.,www.vvv-cricket.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40530657,,52.32047213,4.88479553
Cricket,A.C.C.,www.acc-cricket.nl,Sportpark 't Loopveld,Aanloop 3,1183SZ,Amstelveen,Zuid,,40534241,,52.31905238,4.88380799
Cricket,V.R.A.,www.vra.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21b,1182AA,Amstelveen,Zuid,,40530970,,52.31905472,4.85052718
Cricket,Cricket Club Qui Vive,www.quivivecc.com,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,40536998,,52.37924265,4.78522141
Cricket,Dosti,www.dosticricketclub.nl,Sportpark Drie Burg,Drie Burgpad 5,1097HK,Amsterdam,Oost,,40534216,,52.34054322,4.93233618
Cricket,F.C. Amsterdam,www.fc-amsterdam.nl,Sportpark Strandvliet,De Passage 7,1114BH,Amsterdam-Duivendrecht,Buiten Amsterdam,,40531876,,52.31707573,4.93745371
Dammen,V.A.D.,www.kndb.nl,Denksportcafé 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,,,52.37013411,4.86557485
Dammen,Damclub 020,www.damclub020.nl,Go-centrum,Schokland 14,1181HV,Amstelveen,Zuid,,,,52.31520626,4.86336374
Dans,Amsterdam Dance Centre,www.amsterdamdancecentre.nl,Amsterdam Dance Centre locatie Centrum,Marnixstraat 342E,1016XT,Amsterdam,West,,34156497,,52.36682753,4.87922668
Dans,Amsterdam Dance Centre,www.amsterdamdancecentre.nl,Amsterdam Dance Centre locatie IJburg,Krijn Taconiskade 444,1087HW,Amsterdam,Oost,,34156497,,52.35373907,5.00673637
Dans,Balletschool Kamperfoelie,www.balletschool-kamperfoelie.nl,Balletschool Kamperfoelie,Kamperfoelieweg 84,1032HR,Amsterdam,Noord,,67573185,,52.39570292,4.91453651
Dans,Chassé Dans Studio,www.chassedancestudios.com,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,,,52.37002713,4.86158761
Dans,Mascha's Dansstudio,www.maschasdansstudio.nl,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,52090868,,52.37002713,4.86158761
Dans,Dansschool Pastora Flamenco,www.pastora.nl,Cinetol,Tolstraat 182,1074VM,Amsterdam,Zuid,,34353860,,52.35282649,4.90656811
Dans,Studio Westerdans,www.studiowesterdans.nl,Cliffordstudio,Cliffordstraat 38,1051GV,Amsterdam,West,,,,52.38370204,4.87092329
Dans,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249,,52.35959043,4.87980641
Dans,Movelab Dance Centre,www.movelabdance.com,Daltonschool De Meer,Van 't Hofflaan 50,1097EP,Amsterdam,Oost,,66693551,,52.34712379,4.93367471
Dans,Dansschool DanceMatic,www.dancematic.nl,DanceMatic,Kometensingel 189,1033BE,Amsterdam,Noord,,,,52.41438071,4.88645465
Dans,DANSLAB Noord,www.danslabnoord.nl/,Danslab Noord,Korte Papaverweg 14-A,1032KB,Amsterdam,Noord,,68947275,,52.39371298,4.91147574
Dans,DANSLAB Noord,www.danslabnoord.nl,DANSLAB Noord,Korte Papaverweg 14A,1032KB,Amsterdam,Noord,,,,52.39371298,4.91147574
Dans,Dansschool Pastora Flamenco,www.pastora.nl,Dansschool Oostveen,Amstelveenseweg 132,1075XL,Amsterdam,Zuid,,34353860,,52.35442291,4.85533784
Dans,Dansschool Redlex,www.dansschoolredlex.nl,Dansschool Redlex,Johan van Hasseltweg 39,1021KN,Amsterdam,Noord,,,,52.38566198,4.92788992
Dans,Studio Solebay,www.solebay.nl,Dansstudio Solebay,Livornostraat 22,1055ZZ,Amsterdam,West,,,,52.38426357,4.8536433
Dans,Ohla! KidsDance,www.ohla.nl,De Cameleon Theater Amsterdam West,Derde Kostverlorenkade 35,1054TS,Amsterdam,West,,30222759,,52.35861395,4.8559482
Dans,Studio West,www.studiowest.nl,De Meervaart,Osdorpplein 6,1068EL,Amsterdam,Nieuw-West,,,,52.35854554,4.8069184
Dans,Balletschool de Kattensprong,www.balletschooldekattensprong.nl,De Springplank (gymzaal),Robert Scottstraat 28-34,1056AZ,Amsterdam,West,,63968622,,52.37356228,4.84640028
Dans,Dansschool Pastora Flamenco,www.pastora.nl,El Flamenco,Tussen de Bogen 95,1013JB,Amsterdam,Centrum,,34353860,,52.38478047,4.88554045
Dans,Rock 'n Roll vereniging Gel,www.gel-online.nl,Global Dancelab,Borgerstraat 112,1053PX,Amsterdam,West,,,,52.36478338,4.86488899
Dans,Roos Dansverhalen,www.roosdansverhalen.nl,Gymzaal Meidoornschool,Chasséstraat 59,1057JA,Amsterdam,West,,,,52.36905504,4.86138813
Dans,Mascha's Dansstudio,www.maschasdansstudio.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,52090868,,52.37763867,4.85384756
Dans,Ohla! KidsDance,www.ohla.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,30222759,,52.35123583,4.87034696
Dans,DanceMatic,www.dancematic.nl/home/,Huis van de Wijk De Evenaar,Kometensingel 189,1033BE,Amsterdam,Noord,,57460132,,52.41438071,4.88645465
Dans,Wolverine Line Dancers,www.kindervreugd.org,Kindervreugd,Kramatweg 31a,1095JS,Amsterdam,Oost,,40530364,,52.36478255,4.94644649
Dans,Streetmotion,www.streetmotion.nl,Streetmotion,Buikslotermeerplein 15,1025ES,Amsterdam,Noord,,,,52.39973968,4.93560785
Drakenbootracen,Eerste Hollandse Drakenboot Club/EHDC,www.ehdc.nl,EHDC,Langbroekpad 3,1108EA,Amsterdam,Zuidoost,,40536950,,52.30471376,4.98054474
Duiksport,Duikteam Amsterdam,www.duikteamamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40532426,,52.39826964,4.91872836
Floorball,Floorball Agents,www.amsterdamfloorball.nl,Sporthal Oostenburg,Oostenburgergracht 151,1018ND,Amsterdam,Centrum,,34208581,,52.36808996,4.92521155
Frisbee,Disc Sport Amsterdam Disc Golf,www.dsadiscgolf.com,Sloterplas,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,63166887,,52.37001857,4.81712029
Frisbee,Crunch Ultimate Frisbee,www.crunch-ultimate.net,Sportpark Drie Burg,Drie Burgpad 3,1097HK,Amsterdam,Oost,,,,52.34105234,4.93150923
Gaelic Football,Amsterdam Gaelic Athelic Club,www.amsterdamgac.nl,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,61403288,,52.37972092,4.78712247
Go,De Amsterdamse Go Club,www.goinamsterdam.nl,Café Batavia,Prins Hendrikkade 85,1012AE,Amsterdam,Centrum,,,,52.37670484,4.90166866
Go,De Twee Ogen,www.tweeogen.nl,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,40539088,,52.31520626,4.86336374
Golf,Old Course Amsterdam,www.amsterdamoldcourse.nl,Clubhuis,Zwartelaantje 4,1114BA,Amsterdam-Duivendrecht,Buiten Amsterdam,,40536982,,52.31850793,4.93652335
Golf,Olympus,www.olympusgolf.nl,De Hoge Dijk,Abcouderstraatweg 46,1105AA,Amsterdam,Zuidoost,,40530004,,52.28710527,4.9597622
Golf,Golfclub Houtrak,www.houtrak.nl,Golfbaan Houtrak,Machineweg 1b,1165NB,Halfweg,Buiten Amsterdam,,,,52.41465075,4.73323864
Golf,K-Zone Sports,www.kzonesports.nl,Golfbaan Kraaiennest,Kruitberg 3016,1104CA,Amsterdam,Zuidoost,,34166847,ja,52.3178963,4.97721219
Golf,Golfclub Amstelborgh,www.borchland.nl,Golfclub Amstelborgh,Borchlandweg 6-12,1114BD,Amsterdam-Duivendrecht,Zuidoost,,55268412,,52.31582756,4.9276264
Golf,Amsterdamse Golf Club,www.amsterdamsegolfclub.nl,Houtrakpolder,Bauduinlaan 35,1047HK,Amsterdam,Buiten Amsterdam,,40531631,,52.39982859,4.74634003
Golf,Spaarnwoude,www.golfbaanspaarnwoude.nl,Spaarnwoude,Het Hoge Land 2,1981LT,Velsen,Buiten Amsterdam,,,,52.43091591,4.69899921
Golf,AMVJ,www.amvj-golf.nl,Sportpark 't Loopveld,Aanloop 4,1183SZ,Amstelveen,Zuid,,40533621,,52.31935266,4.88793439
Golf,Golfclub Ookmeer,www.golfclubookmeer.nl,Sportpark Ookmeer,Abe Lenstralaan 8,1067MV,Amsterdam,Nieuw-West,,40535608,,52.3723841,4.79729527
Golf,Golfschool Vasco Tilon,www.golfles.org,Sportpark Ookmeer,Abe Lenstralaan 8,1067MV,Amsterdam,Nieuw-West,,,,52.3723841,4.79729527
Golf,Sloten Golfclub,www.golfbaansloten.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40537226,ja,52.33961512,4.80649086
Golf,Waterlandse Golf Club,www.waterlandsegolfclub.nl,Waterland,Buikslotermeerdijk 141,1027AC,Amsterdam,Noord,,40537160,,52.40939047,4.94222582
Gymnastiek,Turnz,www.turnz.nl,Copernicusstraat 38-40,Copernicusstraat 38-40,1098JH,Amsterdam,Oost,,40535474,ja,52.35457457,4.93743258
Gymnastiek,N.O.S.,www.nos-turnen.nl,Dapperschool,Pieter Nieuwlandstraat 3,1093XG,Amsterdam,Oost,,40531788,,52.36149669,4.92616104
Gymnastiek,Holendrecht,www.svholendrecht.nl,De Brink,Mijehof 300,1106HW,Amsterdam,Zuidoost,,,,52.30042026,4.96843048
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,De Piramide,Houdringe 2,1025BA,Amsterdam,Noord,,40532661,ja,52.40062309,4.94584032
Gymnastiek,Diemer Gymnastiek Vereniging,www.dgc-turnen.nl,Gymzaal,Schoolstraat 61,1111BP,Diemen,Buiten Amsterdam,,40532493,,52.34110356,4.9589162
Gymnastiek,Vlug & Vaardig Osdorp,www.vlugenvaardigosdorp.nl,Gymzaal Akerwateringstraat 2,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,40531508,ja,52.35505659,4.78498999
Gymnastiek,N.O.S.,www.nos-turnen.nl,Gymzaal Borneokade 103,Borneokade 103,1019KZ,Amsterdam,Oost,,40531788,,52.37050696,4.93906246
Gymnastiek,Veerkracht,www.tvveerkracht.nl,Gymzaal Braeburnstraat 1,Braeburnstraat 1,1036LD,Amsterdam,Nieuw-West,,40534778,,52.40800966,4.90337736
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Gymzaal Burgemeester Haspelslaan,Burgemeester Haspelslaan 137A,1181NC,Amstelveen,Buiten Amsterdam,,34165812,,52.3063518,4.86748517
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal de Krijtmolen,Molenwijk 8,1035EE,Amsterdam,Noord,,40531691,ja,52.41986804,4.89189045
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal De Poolster,Plejadenplein 40,1033VL,Amsterdam,Noord,,40531691,ja,52.41393359,4.88698883
Gymnastiek,Amstels Gymnastiekvereeniging (anno 1866),www.amstelsgym.nl,Gymzaal Dongeschool,Dintelstraat 5,1078VN,Amsterdam,Zuid,,40531363,ja,52.34575209,4.8932166
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal EGoli 5-7,EGoli 5-7,1103AC,Amsterdam,Zuidoost,,40532005,,52.32198854,4.96021866
Gymnastiek,Salto,www.gvsalto.nl,Gymzaal Galileïplantsoen 39,Galileïplantsoen 39,1098LW,Amsterdam,Oost,,40536635,ja,52.35417565,4.93888977
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Huntum 16,Huntum 16,1102JA,Amsterdam,Zuidoost,,40532005,,52.309236,4.9610047
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzaal Lekstraat 35,Lekstraat 35,1079EM,Amsterdam,Zuid,,40533213,,52.34424265,4.90422499
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam,Zuidoost,,40532005,,52.30042026,4.96843048
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Gymzaal Oostelijk halfrond,Oostelijk Halfrond 445,1183EZ,Amstelveen,Buiten Amsterdam,,34165812,,52.31274943,4.8794065
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Palmstraat 13,Palmstraat 13,1015HP,Amsterdam,Centrum,,40532716,ja,52.38166558,4.88432725
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Pieter Calandlaan 768,Pieter Calandlaan 768,1060TZ,Amsterdam,Nieuw-West,,40532005,,52.35020295,4.7884903
Gymnastiek,FDO,www.gvfdo.nl,Gymzaal Reigersbos 301,Reigersbos 301,1107EZ,Amsterdam,Zuidoost,,40532005,,52.294348,4.97712152
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Sint-Nicolaaslyceum,Beethovenplein 2,1077WM,Amsterdam,Zuid,,40532716,ja,52.34150723,4.87811483
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzaal Theophile de Bockstraat 100,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,40533213,,52.35510924,4.84614077
Gymnastiek,SV Vriendschap,www.svvriendschap.nl,Gymzaal Twiskeschool,Pandorinastraat 7A,1035VR,Amsterdam,Noord,,40531691,ja,52.41901116,4.90201349
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Van Gentstraat,Van Gentstraat 16A,1055PE,Amsterdam,West,,40532716,ja,52.38312296,4.85183572
Gymnastiek,Olympia,www.olympia.dds.nl,Gymzaal Verbindingstraat 2,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,40532564,,52.35284882,4.89884731
Gymnastiek,Turnz,www.turnz.nl,Gymzaal Verbindingstraat 2,Verbindingstraat 2,1073TJ,Amsterdam,Zuid,,40535474,ja,52.35284882,4.89884731
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,40532661,ja,52.3918908,4.95909018
Gymnastiek,Salto,www.gvsalto.nl,Gymzaal Volendammerweg 160,Volendammerweg 160,1024JR,Amsterdam,Noord,,40536635,ja,52.3918908,4.95909018
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzaal Westerstraat 202,Westerstraat 202,1015MS,Amsterdam,Centrum,,40532716,ja,52.37812849,4.88106295
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40533213,,52.35123583,4.87034696
Gymnastiek,DOS,www.dosamsterdam.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40532716,ja,52.35123583,4.87034696
Gymnastiek,Ontspanningsvereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1065DC,Amsterdam,Nieuw-West,,,,52.35325129,4.83308527
Gymnastiek,KDO,www.gv-kdo-amsterdam.nl,IJdoornschool,Alkmaarstraat 14,1024TT,Amsterdam,Noord,,40532661,ja,52.39501142,4.95053525
Gymnastiek,sv West!,www.svwest.nl,Louis Bouwmeester,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,Nieuw-West,,40532344,ja,52.35570058,4.82076845
Gymnastiek,Kidsbootcamp M&M Sportcoaching,www.mmsportcoaching.nl,M&M Sportclub,Abraham Staalmanplein 10,1066AG,Amsterdam,Nieuw-West,,61717711,ja,52.34950102,4.82875839
Gymnastiek,Wilskracht,www.tvwilskracht.nl,Marcanti college,Jan van Galenstraat 31,1051KM,Amsterdam,West,,40532248,,52.37522361,4.86613178
Gymnastiek,Driemond Fit,www.driemondfit.nl,MatchZO,Stammerlandweg 10,1109BR,Amsterdam,Zuidoost,,40532599,,52.30881441,5.01467674
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,MKC de Amstel,Markonstraat 1,1096GJ,Amsterdam,Oost,,65052715,ja,52.3396187,4.9183821
Gymnastiek,C.G.V. Vaardig & Vlug Zuid,www.vaardigenvlugzuid.nl,Montessori school De Maas en Waalschool,Uiterwaardenstraat 544,1079AZ,Amsterdam,Zuid,,40533213,,52.34350851,4.90053493
Gymnastiek,Olympia,www.olympia.dds.nl,Mozaïek Het,Rustenburgerstraat 246,1073GK,Amsterdam,Zuid,,40532564,,52.35243978,4.8977363
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,Openbare Dalton Basisschool (ODBS) De Meer,Van 't Hofflaan 50,1097EP,Amsterdam,Oost,,65052714,ja,52.34712379,4.93367471
Gymnastiek,Turnz,www.turnz.nl,OSB,Gulden Kruis 5,1103BE,Amsterdam,Zuidoost,,40535474,ja,52.31862767,4.96538424
Gymnastiek,Arma,www.armagym.nl,P.J. Troelstraschool,Dr. H. Colijnstraat 2,1067CG,Amsterdam,Nieuw-West,,40532601,,52.37529812,4.80659079
Gymnastiek,sv West!,www.svwest.nl,ProRegeSchool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,40532344,ja,52.36092523,4.82322682
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Rosa Boekdrukker,Vancouverstraat 3-5,1056DT,Amsterdam,West,,54804728,ja,52.3731714,4.855348
Gymnastiek,Arma,www.armagym.nl,Sociëteit Het Open Huis,Bilderdijkpark 12a,1052SC,Amsterdam,Nieuw-West,,40532601,,52.37124648,4.86918872
Gymnastiek,FDO,www.gvfdo.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532005,,52.35443917,4.80713356
Gymnastiek,sv West!,www.svwest.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532344,ja,52.35443917,4.80713356
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40535474,ja,52.34975372,4.89371511
Gymnastiek,Turnz,www.turnz.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40535474,ja,52.3678604,4.80397743
Gymnastiek,Veerkracht,www.tvveerkracht.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Noord,,40534778,,52.3678604,4.80397743
Gymnastiek,DOS,www.dosamsterdam.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40532716,ja,52.34013284,4.80943351
Gymnastiek,City Gymnastics Amsterdam ,www.citygymnastics.nl,Sportcentrum Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,,,52.34013284,4.80943351
Gymnastiek,Peutergym,www.peuter-gym.nl,Sportcentrum voor Vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,73584983,ja,52.35682337,4.99617033
Gymnastiek,Turnz,www.turnz.nl,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,40535474,ja,52.35682337,4.99617033
