woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Wormerveer;Wormerveer;Industriebuurt;201902;3;;38.00;12.7
Zaandam;Nieuw West;Westerwatering;201709;171;177;1400.40;8.2
Westknollendam;Wormerveer;Westknollendam;201811;26;;308.10;11.9
Zaandam;Pelders- en Hoornseveld;Peldersveld;201609;170;176;997.70;5.9
Zaandam;Pelders- en Hoornseveld;Peldersveld;201704;207;213;1121.90;5.4
Zaandam;Oude Haven;Het Eiland;201612;167;167;859.40;5.1
Zaandijk;Rooswijk;Rooswijk;201610;120;125;974.90;8.1
Zaandam;Oude Haven;Het Eiland;201809;69;;383.30;5.6
Koog aan de Zaan;Westerkoog;Westerkoog;201803;436;437;3377.47;7.7
Westzaan;Westzaan;Westzaan Noord;201512;75;76;752.90;10.0
Westzaan;Westzaan;Westzaan Noord;201501;164;164;1181.00;7.2
Zaandam;Rosmolenwijk;Rosmolenbuurt;201701;361;366;1973.00;5.5
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201805;50;50;313.70;6.3
Koog aan de Zaan;Westerkoog;Westerkoog;201902;418;;3071.00;7.3
Zaandijk;Rooswijk;Rooswijk Noord;201810;87;;825.62;9.5
Krommenie;Krommenie West;Zuiderham;201707;92;94;1019.60;11.1
Westzaan;Westzaan;Westzaan Zuid;201606;11;11;82.10;7.5
Zaandam;Oude Haven;Havenbuurt;201503;11;11;66.10;6.0
Assendelft;Assendelft-Noord;Langeheit;201706;30;30;231.40;7.7
Zaandam;Nieuw West;Westerwatering;201504;198;201;1547.00;7.8
Krommenie;Krommenie West;Willis;201705;2;2;6.30;3.2
Zaandam;Nieuw West;Westerspoor;201510;99;99;853.00;8.6
Krommenie;Krommenie West;Zuiderham;201507;158;158;1362.50;8.6
Zaandam;Rosmolenwijk;Rosmolenbuurt;201806;386;388;3178.97;8.2
Zaandam;Pelders- en Hoornseveld;Peldersveld;201803;209;209;1219.22;5.8
Assendelft;Assendelft-Noord;Langeheit;201508;31;31;161.00;5.2
Wormerveer;Wormerveer;Wormerveer Zuid;201901;154;;1363.40;8.9
Krommenie;Krommenie West;Noorderham;201510;51;52;586.20;11.5
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201805;179;183;844.30;4.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201902;279;;1481.00;5.3
Krommenie;Krommenie Oost;Rosariumbuurt;201703;198;198;1709.40;8.6
Westzaan;Westzaan;J.J. Allanbuurt;201605;10;10;57.40;5.7
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201610;88;88;427.20;4.9
Zaandam;Rosmolenwijk;Rosmolenbuurt;201708;462;474;3186.40;6.9
;;;201608;112;114;1028.40;9.2
;;;201711;135;135;988.30;7.3
Krommenie;Krommenie West;Zuiderham;201502;182;184;1588.00;8.7
Wormerveer;Wormerveer;Wormerveer Zuid;201607;82;82;501.90;6.1
Zaandam;Oude Haven;Russische buurt;201511;129;129;1279.20;9.9
Zaandijk;Oud Zaandijk;Oud Zaandijk;201506;185;186;1155.50;6.2
Zaandam;Oude Haven;Havenbuurt;201709;49;49;237.30;4.8
Assendelft;Assendelft-Noord;Waterrijk;201510;31;31;265.60;8.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201901;51;;395.00;7.7
Zaandam;Zaandam West;Spoorbuurt;201512;35;35;350.30;10.0
Wormerveer;Wormerveer;Industriebuurt;201804;4;4;46.40;11.6
Zaandam;Zaandam West;Spoorbuurt;201501;76;76;510.10;6.7
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201511;161;165;1436.10;8.9
Zaandam;Zaandam Zuid;Bomenbuurt;201506;141;141;783.10;5.6
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201807;167;;1440.14;8.6
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201604;30;33;341.80;11.4
Wormerveer;Wormerveer;Wormerveer Zuid;201610;113;116;1021.90;9.0
Krommenie;Krommenie Oost;Rosariumbuurt;201612;167;167;1238.10;7.4
Krommenie;Krommenie Oost;Snuiverbuurt;201707;169;171;2112.40;12.5
Zaandam;Zaandam Noord;Zaanse Schans;201608;3;3;12.60;4.2
Zaandam;Zaandam Noord;Zaanse Schans;201711;4;4;16.80;4.2
Assendelft;Assendelft-Noord;Langeheit;201611;14;14;119.30;8.5
Zaandam;Nieuw West;Westerwatering;201802;187;190;1412.78;7.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201607;31;31;260.00;8.4
Krommenie;Krommenie Oost;Snuiverbuurt;201507;182;186;2005.10;11.0
Zaandam;Kogerveldwijk;Kogerveld;201807;150;;693.80;4.6
Westknollendam;Wormerveer;Westknollendam;201803;28;28;401.40;14.3
Zaandam;Nieuw West;Westerwatering;201702;157;159;1020.60;6.5
Krommenie;Krommenie West;Krommeniedijk;201601;12;12;65.00;5.4
Zaandijk;Rooswijk;Rooswijk;201607;112;114;669.00;6.0
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201604;279;281;1419.30;5.1
Zaandam;Oude Haven;Het Eiland;201705;152;152;799.30;5.3
Westzaan;Westzaan;J.J. Allanbuurt;201801;2;2;11.50;5.8
;;;201808;106;;900.58;8.5
Westknollendam;Wormerveer;Westknollendam;201902;24;;276.80;11.5
Krommenie;Krommenie West;Willis;201809;18;;190.70;10.6
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201509;236;239;1783.90;7.6
Wormerveer;Wormerveer;Wormerveer Noord;201602;523;535;4637.90;8.9
Krommenie;Krommenie Oost;Snuiverbuurt;201502;224;230;2070.70;9.2
Zaandijk;Rooswijk;Rooswijk;201901;163;;1290.10;7.9
Zaandam;Oude Haven;Havenbuurt;201710;67;67;292.20;4.4
Wormerveer;Wormerveer;Industriebuurt;201811;2;;7.20;3.6
Zaandam;Zaandam West;Oud West;201612;245;249;2444.80;10.0
Zaandam;Kogerveldwijk;Kogerveld;201902;124;;850.60;6.9
Zaandijk;Oud Zaandijk;Oud Zaandijk;201602;109;109;771.50;7.1
Assendelft;Assendelft-Zuid;De Zuid;201612;57;57;596.10;10.5
Krommenie;Krommenie West;Noorderham;201508;60;62;804.40;13.4
Zaandam;Nieuw West;Westerspoor;201706;51;52;457.20;9.0
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201703;386;392;3041.40;7.9
Assendelft;Assendelft-Noord;Langeheit;201510;37;39;297.00;8.0
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201808;50;;491.80;9.8
Westknollendam;Wormerveer;Westknollendam;201807;17;;234.00;13.8
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201801;60;61;454.20;7.6
Zaandam;Kogerveldwijk;Kogerveld;201803;156;156;651.50;4.2
Zaandam;Zaandam West;Spoorbuurt;201505;59;60;607.50;10.3
Zaandam;Oude Haven;Het Eiland;201712;122;123;564.90;4.6
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201707;333;337;2477.70;7.4
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201507;259;270;1743.70;6.7
Assendelft;Assendelft-Zuid;Centrum;201504;212;216;2177.20;10.3
Zaandam;Poelenburg;Poelenburg;201701;245;255;1678.30;6.9
Assendelft;Assendelft-Noord;Waterrijk;201611;100;100;738.30;7.4
Zaandam;Oude Haven;Havenbuurt;201603;35;35;153.20;4.4
Assendelft;Assendelft-Noord;Parkrijk;201607;123;125;1557.90;12.7
Zaandam;Zaandam Noord;Kalf;201504;235;242;1619.60;6.9
Zaandam;Poelenburg;Poelenburg;201708;227;239;1614.20;7.1
Westzaan;Westzaan;J.J. Allanbuurt;201604;15;15;128.10;8.5
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201801;156;156;747.90;4.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201902;215;;1935.10;9.0
Krommenie;Krommenie Oost;Snuiverbuurt;201509;226;226;1945.60;8.6
Krommenie;Krommenie West;Krommeniedijk;201704;2;2;24.80;12.4
;;;201511;96;98;641.60;6.7
Zaandam;Poelenburg;Poelenburg;201806;263;278;1995.70;7.6
Assendelft;Assendelft-Noord;Parkrijk;201901;212;;1967.50;9.3
Zaandam;Oude Haven;Russische buurt;201608;99;100;1030.30;10.4
Zaandam;Oude Haven;Russische buurt;201711;117;119;1379.70;11.8
Krommenie;Krommenie West;Krommeniedijk;201609;7;7;32.60;4.7
Zaandam;Nieuw West;Westerspoor;201508;98;98;772.10;7.9
Krommenie;Krommenie West;Noorderham;201706;72;72;702.60;9.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201803;197;203;1617.31;8.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201502;284;293;2030.80;7.2
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201608;79;85;897.50;11.4
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201711;68;68;354.70;5.2
Krommenie;Krommenie West;Krommeniedijk;201804;2;2;25.00;12.5
Zaandam;Nieuw West;Westerspoor;201611;58;58;496.80;8.6
Wormerveer;Wormerveer;Wormerveer Noord;201506;656;679;6543.60;10.0
Assendelft;Assendelft-Noord;Parkrijk;201610;143;146;1658.50;11.6
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201605;26;26;303.70;11.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201807;192;;1171.09;6.1
Westzaan;Westzaan;Westzaan Noord;201505;143;144;1000.40;7.0
Assendelft;Assendelft-Zuid;Centrum;201802;134;137;1283.11;9.6
Zaandam;Zaandam Noord;Kalf;201702;242;244;1942.10;8.0
Assendelft;Assendelft-Noord;Waterrijk;201706;57;57;528.10;9.3
Zaandam;Zaandam Noord;Zaanse Schans;201511;9;9;64.20;7.1
Wormerveer;Wormerveer;Industriebuurt;201601;2;2;16.20;8.1
Zaandam;Zaandam West;Oud West;201703;239;239;1510.40;6.3
Krommenie;Krommenie West;Willis;201712;6;6;58.90;9.8
Assendelft;Assendelft-Zuid;De Zuid;201703;61;61;616.40;10.1
Zaandam;Zaandam Noord;Kalf;201802;208;211;1398.79;6.7
Assendelft;Assendelft-Zuid;Centrum;201702;121;121;1211.40;10.0
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201612;374;383;2577.10;6.9
Assendelft;Assendelft-Noord;Waterrijk;201508;35;35;339.60;9.7
Krommenie;Krommenie West;Zuiderham;201509;158;160;1434.30;9.1
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201605;214;217;1183.90;5.5
Koog aan de Zaan;Westerkoog;Westerkoog;201807;321;;2985.89;9.3
Zaandam;Zaandam Zuid;Bomenbuurt;201602;128;128;690.00;5.4
Krommenie;Krommenie West;Noorderham;201611;48;48;538.90;11.2
Zaandam;Oude Haven;Russische buurt;201808;109;;1390.92;12.8
Zaandijk;Rooswijk;Rooswijk Noord;201812;76;;808.25;10.6
Westzaan;Westzaan;Westzaan Zuid;201808;27;;231.40;8.6
Zaandam;Poelenburg;Poelenburg;201805;222;242;1906.81;8.6
Koog aan de Zaan;Westerkoog;Westerkoog;201601;342;351;2624.10;7.7
Zaandam;Zaandam Noord;Zaanse Schans;201606;4;4;16.80;4.2
Wormerveer;Wormerveer;Wormerveer Noord;201706;428;436;3778.90;8.8
Zaandam;Kogerveldwijk;Kogerveld;201811;117;;597.45;5.1
Wormerveer;Wormerveer;Wormerveer Zuid;201509;112;116;874.40;7.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201801;406;413;2737.35;6.7
Westzaan;Westzaan;Westzaan Noord;201810;154;;1495.30;9.7
Assendelft;Assendelft-Noord;Waterrijk;201506;53;53;665.40;12.6
Zaandam;Zaandam West;Oud West;201705;175;177;982.30;5.6
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201809;586;;4292.63;7.3
Zaandam;Zaandam Noord;Kalf;201503;289;297;1968.60;6.8
Assendelft;Assendelft-Zuid;De Zuid;201705;43;43;494.50;11.5
Zaandijk;Rooswijk;Rooswijk Noord;201501;214;217;1148.90;5.4
Zaandijk;Rooswijk;Rooswijk Noord;201512;164;166;1160.70;7.1
Zaandam;Nieuw West;Westerwatering;201603;200;201;1392.40;7.0
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201804;177;183;1568.68;8.9
Zaandam;Zaandam Zuid;Bomenbuurt;201510;107;108;763.30;7.1
Assendelft;Assendelft-Zuid;Centrum;201503;256;257;2354.50;9.2
Zaandam;Pelders- en Hoornseveld;Peldersveld;201601;212;213;1104.80;5.2
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201811;179;;1641.00;9.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201610;227;250;1553.40;6.8
Wormerveer;Wormerveer;Wormerveer Noord;201508;656;672;6692.80;10.2
Zaandam;Kogerveldwijk;Kogerveld;201804;107;107;404.25;3.8
Krommenie;Krommenie Oost;Rosariumbuurt;201712;182;183;1476.20;8.1
Westzaan;Westzaan;J.J. Allanbuurt;201806;2;2;15.50;7.8
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201607;289;293;1830.90;6.3
Zaandam;Zaandam Noord;Kalf;201709;265;268;2382.00;9.0
Wormerveer;Wormerveer;Wormerveer Noord;201611;582;585;5491.90;9.4
Zaandam;Nieuw West;Westerspoor;201506;124;128;991.40;8.0
Westzaan;Westzaan;Westzaan Zuid;201608;19;19;158.80;8.4
Zaandam;Kogerveldwijk;Kogerveld;201609;71;71;457.40;6.4
Westzaan;Westzaan;Westzaan Zuid;201711;13;13;81.70;6.3
Assendelft;Assendelft-Zuid;Centrum;201710;147;147;1363.70;9.3
Zaandam;Zaandam West;Spoorbuurt;201810;75;;639.56;8.5
Zaandam;Kogerveldwijk;Kogerveld;201704;61;61;379.30;6.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201901;366;;2855.80;7.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201605;443;446;3324.40;7.5
Assendelft;Assendelft-Noord;Parkrijk;201502;132;136;1386.70;10.5
Zaandijk;Rooswijk;Rooswijk;201509;148;148;1181.40;8.0
Zaandam;Poelenburg;Poelenburg;201604;353;364;2289.30;6.5
Westzaan;Westzaan;J.J. Allanbuurt;201708;7;7;40.30;5.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201704;223;225;2199.10;9.9
Assendelft;Assendelft-Noord;Langeheit;201602;30;30;121.30;4.0
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201609;251;254;2928.60;11.7
Westknollendam;Wormerveer;Westknollendam;201601;2;2;13.00;6.5
;;;201606;90;92;900.10;10.0
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201509;46;46;403.80;8.8
Zaandijk;Oud Zaandijk;Oud Zaandijk;201510;122;122;772.00;6.3
Krommenie;Krommenie West;Krommeniedijk;201803;4;4;12.30;3.1
Westzaan;Westzaan;J.J. Allanbuurt;201701;6;6;34.40;5.7
Assendelft;Assendelft-Noord;Parkrijk;201707;114;117;1255.00;11.0
Assendelft;Assendelft-Zuid;Centrum;201709;133;133;1226.70;9.2
Zaandam;Zaandam Noord;Kalf;201710;236;237;1863.80;7.9
Assendelft;Assendelft-Zuid;De Zuid;201809;21;;306.09;14.6
Krommenie;Krommenie West;Noorderham;201506;74;74;924.50;12.5
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201705;283;289;2526.10;8.9
Zaandam;Zaandam West;Oud West;201809;237;;1639.64;6.9
Assendelft;Assendelft-Noord;Parkrijk;201507;151;151;1617.00;10.7
Zaandam;Kogerveldwijk;Kogerveld;201502;60;60;402.80;6.7
Zaandijk;Rooswijk;Rooswijk;201601;129;130;1048.00;8.1
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201505;14;16;128.70;9.2
Krommenie;Krommenie West;Krommeniedijk;201607;10;10;46.50;4.7
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201707;178;178;1695.40;9.5
Zaandam;Zaandam West;Spoorbuurt;201801;27;29;222.20;8.2
Assendelft;Assendelft-Noord;Langeheit;201603;51;51;227.70;4.5
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201507;220;228;2406.30;10.9
Assendelft;Assendelft-Noord;Parkrijk;201609;107;110;1163.80;10.9
Zaandam;Oude Haven;Het Eiland;201511;132;132;934.90;7.1
Assendelft;Assendelft-Noord;Parkrijk;201704;135;136;1510.00;11.2
Westzaan;Westzaan;Westzaan Noord;201605;105;109;934.80;8.9
Wormerveer;Wormerveer;Wormerveer Noord;201504;694;709;6148.50;8.9
Krommenie;Krommenie Oost;Snuiverbuurt;201807;118;;1103.24;9.3
Krommenie;Krommenie West;Noorderham;201503;81;81;1003.10;12.4
Assendelft;Assendelft-Noord;Waterrijk;201710;63;63;470.90;7.5
Assendelft;Assendelft-Noord;Waterrijk;201709;77;77;754.40;9.8
Westzaan;Westzaan;J.J. Allanbuurt;201512;6;6;38.70;6.5
Zaandam;Kogerveldwijk;Kogerveld;201507;54;55;423.60;7.8
Westzaan;Westzaan;J.J. Allanbuurt;201501;16;16;104.20;6.5
Zaandam;Oude Haven;Havenbuurt;201510;3;3;32.90;11.0
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201803;374;375;2392.29;6.4
Zaandam;Kogerveldwijk;Kogerveld;201707;89;89;473.20;5.3
Westzaan;Westzaan;Westzaan Zuid;201612;5;5;42.20;8.4
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201502;219;223;1907.00;8.7
Zaandam;Nieuw West;Westerspoor;201503;107;107;752.90;7.0
Zaandam;Oude Haven;Russische buurt;201809;145;;1653.10;11.4
;;;201712;157;157;1304.30;8.3
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201705;60;60;551.60;9.2
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201601;48;48;254.80;5.3
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201505;202;203;1369.90;6.8
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201902;337;;2799.40;8.3
Zaandam;Poelenburg;Poelenburg;201812;268;;2712.27;10.1
Zaandam;Rosmolenwijk;Rosmolenbuurt;201810;441;;3616.83;8.2
Westzaan;Westzaan;Westzaan Noord;201801;131;134;1135.50;8.7
Zaandam;Oude Haven;Russische buurt;201705;97;97;857.80;8.8
Zaandam;Nieuw West;Westerspoor;201710;54;54;318.40;5.9
Assendelft;Assendelft-Zuid;Centrum;201506;204;204;2054.90;10.1
Krommenie;Krommenie West;Noorderham;201709;100;100;920.60;9.2
Westzaan;Westzaan;Westzaan Zuid;201703;21;21;153.60;7.3
Wormerveer;Wormerveer;Wormerveer Zuid;201601;89;93;744.40;8.4
Assendelft;Assendelft-Noord;Parkrijk;201811;151;;1684.32;11.2
Wormerveer;Wormerveer;Wormerveer Noord;201802;440;442;3438.25;7.8
Koog aan de Zaan;Westerkoog;Westerkoog;201509;279;283;2562.70;9.2
Krommenie;Krommenie West;Zuiderham;201807;138;;1328.57;9.6
Zaandam;Zaandam West;Spoorbuurt;201605;50;52;462.20;9.2
Zaandam;Zaandam Noord;Zaanse Schans;201712;3;3;11.80;3.9
Zaandijk;Rooswijk;Rooswijk Noord;201701;174;174;1033.20;5.9
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201809;72;;739.00;10.3
Assendelft;Assendelft-Noord;Parkrijk;201804;126;126;1121.25;8.9
Krommenie;Krommenie West;Willis;201511;9;9;85.00;9.4
Krommenie;Krommenie West;Krommeniedijk;201610;10;10;46.50;4.7
Zaandijk;Rooswijk;Rooswijk Noord;201708;145;146;1065.90;7.4
Wormerveer;Wormerveer;Wormerveer Noord;201702;445;447;3439.20;7.7
Krommenie;Krommenie Oost;Rosariumbuurt;201606;148;151;1266.70;8.6
Zaandijk;Rooswijk;Rooswijk Noord;201806;68;72;792.98;11.7
Zaandam;Zaandam Noord;Kalf;201506;228;246;1553.80;6.8
Assendelft;Assendelft-Noord;Waterrijk;201503;54;56;637.20;11.8
Krommenie;Krommenie West;Noorderham;201710;88;88;904.90;10.3
Zaandam;Nieuw West;Westerwatering;201602;175;175;1064.50;6.1
Zaandam;Pelders- en Hoornseveld;Peldersveld;201509;250;251;1530.20;6.1
Zaandam;Nieuw West;Westerspoor;201709;84;86;644.60;7.7
Assendelft;Assendelft-Noord;Waterrijk;201802;90;90;644.10;7.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201804;419;421;2778.10;6.6
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201608;260;266;2076.40;8.0
Zaandam;Zaandam Noord;Kalf;201508;212;213;1821.60;8.6
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201711;508;512;3750.10;7.4
Assendelft;Assendelft-Zuid;Centrum;201706;141;141;1278.90;9.1
Zaandam;Nieuw West;Westerwatering;201510;212;212;1529.30;7.2
Zaandam;Kogerveldwijk;Kogerveld;201610;74;74;411.40;5.6
Zaandam;Nieuw West;Westerspoor;201504;123;125;883.50;7.2
Zaandijk;Rooswijk;Rooswijk Noord;201604;176;177;1291.10;7.3
Zaandam;Zaandam Zuid;Bomenbuurt;201603;158;160;1017.10;6.4
Zaandam;Rosmolenwijk;Rosmolenbuurt;201505;518;526;3383.70;6.5
Wormerveer;Wormerveer;Wormerveer Noord;201503;818;827;6693.70;8.2
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201612;80;81;796.10;10.0
Krommenie;Krommenie West;Noorderham;201504;72;72;803.50;11.2
Wormerveer;Wormerveer;Wormerveer Zuid;201807;184;;1761.46;9.6
Zaandam;Zaandam West;Oud West;201808;214;;1866.80;8.7
Assendelft;Assendelft-Zuid;De Zuid;201808;29;;366.59;12.6
Krommenie;Krommenie West;Zuiderham;201601;150;150;1129.40;7.5
Westknollendam;Wormerveer;Industriebuurt;201712;1;1;3.80;3.8
Zaandam;Oude Haven;Russische buurt;201703;93;93;892.00;9.6
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201811;394;;2557.17;6.5
Krommenie;Krommenie West;Willis;201606;4;4;32.90;8.2
Krommenie;Krommenie Oost;Rosariumbuurt;201511;215;224;1868.00;8.7
Assendelft;Assendelft-Zuid;Centrum;201508;186;186;1991.20;10.7
Zaandam;Zaandam Noord;Kalf;201706;220;222;1330.20;6.0
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201610;200;202;2194.60;11.0
Westzaan;Westzaan;Westzaan Zuid;201705;20;20;178.50;8.9
Assendelft;Assendelft-Noord;Waterrijk;201702;100;101;1094.10;10.9
Wormerveer;Wormerveer;Industriebuurt;201509;2;2;11.90;6.0
Zaandam;Oude Haven;Het Eiland;201606;131;131;722.00;5.5
Westzaan;Westzaan;Middel;201811;2;;20.10;10.1
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201808;554;;4136.79;7.5
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201807;76;;982.92;12.9
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201703;56;56;447.50;8.0
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201901;225;;1810.30;8.0
Zaandijk;Rooswijk;Rooswijk Noord;201805;66;68;687.95;10.4
Assendelft;Assendelft-Zuid;Centrum;201611;162;163;1752.60;10.8
Wormerveer;Wormerveer;Wormerveer Noord;201710;522;526;4883.80;9.4
Assendelft;Assendelft-Noord;Waterrijk;201504;59;66;686.80;11.6
Assendelft;Assendelft-Noord;Parkrijk;201803;187;187;1638.94;8.8
Zaandam;Oude Haven;Havenbuurt;201602;37;37;201.00;5.4
Westzaan;Westzaan;Westzaan Zuid;201809;32;;266.22;8.3
Zaandam;Poelenburg;Poelenburg;201512;371;371;2284.80;6.2
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201607;238;242;2502.30;10.5
Zaandam;Oude Haven;Russische buurt;201612;97;97;841.70;8.7
Krommenie;Krommenie West;Krommeniedijk;201707;2;2;14.60;7.3
Krommenie;Krommenie West;Noorderham;201702;87;88;803.80;9.2
Zaandam;Poelenburg;Poelenburg;201501;332;345;2462.50;7.4
Krommenie;Krommenie West;Krommeniedijk;201507;6;6;28.20;4.7
Assendelft;Assendelft-Noord;Parkrijk;201902;230;;2546.90;11.1
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201810;36;;221.80;6.2
Zaandam;Nieuw West;Westerspoor;201802;49;49;409.98;8.4
Zaandam;Zaandam West;Oud West;201608;216;220;1756.00;8.1
Zaandam;Zaandam West;Oud West;201711;219;223;1775.70;8.1
Assendelft;Assendelft-Zuid;De Zuid;201608;56;56;525.70;9.4
Assendelft;Assendelft-Zuid;De Zuid;201711;23;23;282.20;12.3
Zaandam;Nieuw West;Westerspoor;201702;43;43;446.50;10.4
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201810;255;;1242.02;4.9
Krommenie;Krommenie West;Noorderham;201802;58;58;544.76;9.4
Zaandam;Kogerveldwijk;Kogerveld;201901;153;;773.20;5.1
Zaandijk;Oud Zaandijk;Oud Zaandijk;201603;120;120;829.10;6.9
Krommenie;Krommenie Oost;Snuiverbuurt;201601;195;196;1483.60;7.6
Zaandijk;Rooswijk;Rooswijk;201807;142;;1056.80;7.4
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201704;224;228;1417.30;6.3
Wormerveer;Wormerveer;Wormerveer Noord;201709;400;406;3514.20;8.8
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201609;224;229;1524.30;6.8
Zaandam;Zaandam Noord;Kalf;201611;210;216;1299.30;6.2
Zaandam;Kogerveldwijk;Kogerveld;201607;61;61;472.80;7.8
Krommenie;Krommenie West;Krommeniedijk;201502;9;9;42.30;4.7
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201511;371;377;2303.00;6.2
Krommenie;Krommenie West;Zuiderham;201804;142;142;1397.08;9.8
Koog aan de Zaan;Westerkoog;Westerkoog;201610;301;302;2638.30;8.8
Assendelft;Assendelft-Noord;Langeheit;201504;32;32;200.50;6.3
Zaandam;Zaandam West;Spoorbuurt;201701;29;31;234.90;8.1
Zaandijk;Rooswijk;Rooswijk;201803;155;155;1044.80;6.7
Zaandijk;Rooswijk;Rooswijk Noord;201605;149;154;1148.90;7.7
Zaandam;Nieuw West;Westerwatering;201706;190;190;1406.40;7.4
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201812;226;;1260.40;5.6
Zaandijk;Oud Zaandijk;Oud Zaandijk;201709;125;130;833.50;6.7
Zaandam;Poelenburg;Poelenburg;201505;330;336;2777.50;8.4
Zaandijk;Rooswijk;Rooswijk;201902;124;;1067.30;8.6
Assendelft;Assendelft-Zuid;Centrum;201510;196;197;2081.10;10.6
Wormerveer;Wormerveer;Wormerveer Noord;201603;613;623;5142.70;8.4
Westknollendam;Wormerveer;Westknollendam;201901;28;;327.60;11.7
Zaandam;Zaandam Noord;Kalf;201510;193;194;1484.10;7.7
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201902;48;;394.60;8.2
Zaandam;Pelders- en Hoornseveld;Peldersveld;201610;158;160;865.40;5.5
Zaandam;Zaandam Zuid;Bomenbuurt;201503;157;163;1103.00;7.0
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201601;206;208;1473.30;7.2
Zaandam;Zaandam West;Spoorbuurt;201806;65;67;631.25;9.7
Krommenie;Krommenie Oost;Snuiverbuurt;201609;165;166;1404.50;8.5
Krommenie;Krommenie West;Zuiderham;201811;162;;1725.20;10.6
Krommenie;Krommenie Oost;Rosariumbuurt;201608;143;143;1160.20;8.1
Zaandam;Zaandam West;Spoorbuurt;201708;55;55;623.90;11.3
Krommenie;Krommenie Oost;Rosariumbuurt;201711;183;187;1631.60;8.9
Zaandijk;Oud Zaandijk;Oud Zaandijk;201710;100;102;612.50;6.1
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201803;52;52;306.60;5.9
