FID,type,categorie,geometrie
O10002_Speelomgeving_OD.317,,speellocatie,"MULTIPOLYGON (((178304.513 503641.231, 178322.017 503684.788, 178355.601 503683.771, 178357.433 503717.965, 178343.185 503719.594, 178331.584 503726.514, 178315.097 503705.549, 178299.424 503712.47, 178288.433 503694.762, 178286.601 503668.098, 178293.318 503645.505, 178304.513 503641.231)))"
O10002_Speelomgeving_OD.318,,speellocatie,"MULTIPOLYGON (((178454.527 503852.07, 178462.554 503851.273, 178465.75 503868.395, 178459.814 503869.08, 178455.705 503866.112, 178454.527 503852.07)))"
O10002_Speelomgeving_OD.319,,speellocatie,"MULTIPOLYGON (((175622.119 495898.144, 175642.287 495875.455, 175665.741 495895.7, 175645.658 495918.949, 175622.119 495898.144)))"
O10002_Speelomgeving_OD.320,,speellocatie,"MULTIPOLYGON (((175533.113 495979.372, 175561.826 495946.241, 175577.488 495960.096, 175547.77 495993.026, 175533.113 495979.372)))"
O10002_Speelomgeving_OD.321,,speellocatie,"MULTIPOLYGON (((178000.538 504673.951, 178055.371 504661.323, 178068.83 504727.288, 178015.16 504740.914, 178000.538 504673.951)))"
O10002_Speelomgeving_OD.322,,speellocatie,"MULTIPOLYGON (((175681.465 496058.277, 175736.25 495986.535, 175810.6 496051.102, 175751.903 496120.236, 175681.465 496058.277)))"
O10002_Speelomgeving_OD.323,,speellocatie,"MULTIPOLYGON (((175830.945 496125.424, 175842.657 496109.375, 175868.682 496132.364, 175856.103 496148.847, 175830.945 496125.424)))"
O10002_Speelomgeving_OD.324,,speellocatie,"MULTIPOLYGON (((177636.286 503844.967, 177664.883 503841.634, 177669.444 503877.599, 177639.795 503883.038, 177636.286 503844.967)))"
O10002_Speelomgeving_OD.325,,speellocatie,"MULTIPOLYGON (((176260.354 495978.499, 176270.252 495946.522, 176442.698 496042.453, 176331.16 496244.592, 176315.172 496211.092, 176260.354 495978.499)))"
O10002_Speelomgeving_OD.326,,speellocatie,"MULTIPOLYGON (((177601.228 502791.825, 177595.46 502795.771, 177589.084 502777.859, 177616.408 502763.59, 177628.552 502752.964, 177650.411 502763.287, 177658.001 502786.663, 177645.553 502791.217, 177642.517 502785.753, 177616.408 502793.646, 177613.068 502786.967, 177601.228 502791.825)))"
O10002_Speelomgeving_OD.327,,speellocatie,"MULTIPOLYGON (((176155.405 496041.813, 176173.531 496020.001, 176183.976 496068.541, 176155.405 496041.813)))"
O10002_Speelomgeving_OD.328,,speellocatie,"MULTIPOLYGON (((177358.07 502737.262, 177392.117 502723.033, 177404.313 502749.458, 177367.725 502763.686, 177358.07 502737.262)))"
O10002_Speelomgeving_OD.329,,speellocatie,"MULTIPOLYGON (((175252.003 496192.032, 175262.773 496176.475, 175330.384 496235.112, 175312.434 496256.652, 175267.56 496217.162, 175252.003 496192.032)))"
O10002_Speelomgeving_OD.330,,speellocatie,"MULTIPOLYGON (((178134.886 504704.18, 178163.862 504697.675, 178172.436 504702.406, 178195.794 504698.267, 178198.455 504691.762, 178198.751 504679.344, 178261.433 504664.56, 178271.486 504665.152, 178277.695 504695.901, 178205.551 504711.276, 178209.691 504728.425, 178161.792 504739.069, 178158.835 504733.155, 178149.374 504734.634, 178134.886 504704.18)))"
O10002_Speelomgeving_OD.331,,speellocatie,"MULTIPOLYGON (((177383.418 502581.292, 177375.833 502559.877, 177368.918 502537.123, 177384.756 502536.231, 177397.917 502574.6, 177383.418 502581.292)))"
O10002_Speelomgeving_OD.332,,speellocatie,"MULTIPOLYGON (((177804.051 504712.998, 177898.53 504691.123, 177909.235 504726.96, 177874.329 504733.941, 177872.002 504727.891, 177811.963 504739.526, 177804.051 504712.998)))"
O10002_Speelomgeving_OD.333,,speellocatie,"MULTIPOLYGON (((177840.009 502790.869, 177836.319 502801.94, 177818.852 502810.304, 177803.107 502814.979, 177789.331 502817.685, 177775.062 502785.457, 177758.758 502792.484, 177748.908 502770.916, 177727.09 502778.323, 177717.741 502758.15, 177689.204 502758.888, 177672.967 502719.034, 177710.853 502704.273, 177719.463 502717.804, 177731.764 502744.619, 177754.889 502736.501, 177761.039 502747.325, 177777.03 502749.785, 177779.982 502756.92, 177789.331 502781.029, 177797.941 502802.432, 177801.139 502801.448, 177804.583 502809.566, 177809.996 502808.336, 177810.242 502803.908, 177815.654 502798.25, 177822.296 502791.115, 177840.009 502790.869)))"
O10002_Speelomgeving_OD.334,,speellocatie,"MULTIPOLYGON (((177565.717 503026.785, 177577.418 503000.304, 177609.441 503015.392, 177597.432 503049.879, 177571.567 503041.257, 177565.717 503026.785)))"
O10002_Speelomgeving_OD.335,,speellocatie,"MULTIPOLYGON (((177397.504 503552.498, 177383.594 503554.098, 177384.21 503564.807, 177371.231 503565.79, 177371.432 503559.919, 177376.55 503541.603, 177396.121 503538.893, 177397.504 503552.498)))"
O10002_Speelomgeving_OD.336,,speellocatie,"MULTIPOLYGON (((177717.565 503678.621, 177717.089 503662.279, 177744.378 503658.947, 177747.552 503675.447, 177717.565 503678.621)))"
O10002_Speelomgeving_OD.337,,speellocatie,"MULTIPOLYGON (((177610.313 503597.131, 177629.164 503594.531, 177633.715 503630.933, 177646.715 503632.233, 177650.29 503683.261, 177639.89 503683.911, 177642.49 503714.137, 177620.714 503715.112, 177610.313 503597.131)))"
O10002_Speelomgeving_OD.338,,speellocatie,"MULTIPOLYGON (((177894.118 502508.768, 177882.373 502486.956, 177931.031 502468.919, 177947.81 502473.533, 177952.424 502485.278, 177894.118 502508.768)))"
O10002_Speelomgeving_OD.339,,speellocatie,"MULTIPOLYGON (((177988.209 502852.652, 177994.038 502835.896, 178016.987 502824.968, 178033.743 502856.659, 178031.193 502864.309, 177999.866 502878.151, 177988.209 502852.652)))"
O10002_Speelomgeving_OD.340,,speellocatie,"MULTIPOLYGON (((176852.872 504405.927, 176918.533 504424.04, 176917.401 504440.455, 176910.043 504458.569, 176837.589 504442.154, 176852.872 504405.927)))"
O10002_Speelomgeving_OD.341,,speellocatie,"MULTIPOLYGON (((176114.884 504492.138, 176124.997 504468.798, 176144.447 504473.855, 176135.5 504498.362, 176114.884 504492.138)))"
O10002_Speelomgeving_OD.342,,speellocatie,"MULTIPOLYGON (((172192.205 508832.157, 172171.319 508880.369, 172166.968 508878.106, 172153.044 508868.882, 172182.459 508822.41, 172191.683 508827.631, 172192.205 508832.157)))"
O10002_Speelomgeving_OD.343,,speellocatie,"MULTIPOLYGON (((175219.358 505316.273, 175226.695 505242.708, 175249.101 505245.286, 175240.773 505318.256, 175219.358 505316.273)))"
O10002_Speelomgeving_OD.344,,speellocatie,"MULTIPOLYGON (((175334.38 505423.927, 175241.898 505412.474, 175245.334 505374.393, 175338.961 505384.414, 175334.38 505423.927)))"
O10002_Speelomgeving_OD.345,,speellocatie,"MULTIPOLYGON (((175163.48 504899.44, 175189.085 504789.704, 175218.348 504795.648, 175214.69 504893.953, 175192.286 504914.529, 175141.075 504913.614, 175141.075 504899.897, 175163.48 504899.44)))"
O10002_Speelomgeving_OD.346,,speellocatie,"MULTIPOLYGON (((175369.022 505160.358, 175302.948 505153.616, 175310.23 505083.497, 175376.033 505091.048, 175369.022 505160.358)))"
O10002_Speelomgeving_OD.347,,speellocatie,"MULTIPOLYGON (((174947.136 505094.502, 174969.462 504916.64, 175043.881 504924.082, 175033.462 504981.385, 174997.741 504985.106, 174982.857 505098.968, 174947.136 505094.502)))"
O10002_Speelomgeving_OD.348,,speellocatie,"MULTIPOLYGON (((175436.149 505612.816, 175429.526 505611.797, 175415.262 505579.703, 175485.565 505582.25, 175485.055 505591.674, 175475.631 505597.024, 175474.357 505593.967, 175436.149 505612.816)))"
O10002_Speelomgeving_OD.349,,speellocatie,"MULTIPOLYGON (((175695.708 505606.193, 175645.783 505625.297, 175641.963 505610.778, 175653.17 505594.222, 175687.303 505577.41, 175710.227 505571.552, 175715.576 505579.703, 175716.086 505606.193, 175699.784 505610.778, 175695.708 505606.193)))"
