FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.822,Fietspad,"MULTILINESTRING ((175830.602 505591.607, 175828.528 505595.009))"
O10002_Open_Strooiroutes.823,Fietspad,"MULTILINESTRING ((175847.135 505593.305, 175838.324 505607.756))"
O10002_Open_Strooiroutes.824,Fietspad,"MULTILINESTRING ((175901.101 505552.814, 175865.891 505610.565))"
O10002_Open_Strooiroutes.825,Fietspad,"MULTILINESTRING ((175903.475 505529.709, 175854.864 505609.441))"
O10002_Open_Strooiroutes.826,Fietspad,"MULTILINESTRING ((175777.645 505374.809, 175780.973 505403.293, 175785.86 505415.477, 175799.366 505444.709))"
O10002_Open_Strooiroutes.827,Fietspad,"MULTILINESTRING ((175902.306 505454.801, 175862.035 505520.833))"
O10002_Open_Strooiroutes.828,Fietspad,"MULTILINESTRING ((175907.816 505455.369, 175864.073 505527.095))"
O10002_Open_Strooiroutes.829,Fietspad,"MULTILINESTRING ((175896.352 505599.023, 175890.928 505607.921))"
O10002_Open_Strooiroutes.830,Fietspad,"MULTILINESTRING ((175897.539 505587.471, 175885.379 505607.416))"
O10002_Open_Strooiroutes.831,Fietspad,"MULTILINESTRING ((175899.914 505564.366, 175871.405 505611.127))"
O10002_Open_Strooiroutes.832,Fietspad,"MULTILINESTRING ((175896.796 505454.233, 175858.492 505517.04))"
O10002_Open_Strooiroutes.833,Fietspad,"MULTILINESTRING ((175836.113 505592.173, 175827.297 505606.633))"
O10002_Open_Strooiroutes.834,Fietspad,"MULTILINESTRING ((175908.186 505483.572, 175860.223 505562.214))"
O10002_Open_Strooiroutes.835,Fietspad,"MULTILINESTRING ((177265.292 504444.041, 177318.895 504410.703, 177319.645 504410.233, 177320.354 504409.704, 177321.018 504409.119, 177321.633 504408.483, 177322.194 504407.799, 177322.698 504407.072, 177323.142 504406.306, 177323.522 504405.508, 177323.837 504404.681, 177324.084 504403.831, 177324.261 504402.964, 177324.368 504402.086, 177328.822 504356.138, 177327.801 504346.202))"
O10002_Open_Strooiroutes.836,Fietspad,"MULTILINESTRING ((177220.626 504330.877, 177221.238 504330.815, 177221.852 504330.816, 177222.464 504330.878, 177223.066 504331.002, 177223.652 504331.186, 177224.217 504331.428, 177224.754 504331.726, 177225.259 504332.077, 177229.829 504335.254, 177234.515 504339.344, 177234.969 504339.915, 177235.367 504340.527, 177235.706 504341.173, 177235.984 504341.848, 177236.197 504342.546, 177236.343 504343.261, 177236.422 504343.986, 177237.707 504358.231, 177237.685 504358.905, 177237.596 504359.573, 177237.441 504360.228, 177237.221 504360.865, 177236.939 504361.477, 177236.597 504362.058, 177232.311 504369.647, 177231.061 504372.009, 177230.784 504372.466, 177230.452 504372.885, 177230.071 504373.259, 177229.646 504373.583, 177229.184 504373.852, 177228.692 504374.061, 177228.178 504374.207))"
O10002_Open_Strooiroutes.837,Fietspad,"MULTILINESTRING ((177203.915 504332.902, 177203.142 504333.192, 177202.399 504333.551, 177201.692 504333.976, 177201.026 504334.464, 177200.408 504335.01, 177199.841 504335.611, 177199.332 504336.26, 177191.352 504351.009, 177191.068 504351.687, 177190.851 504352.389, 177190.705 504353.109, 177190.63 504353.84, 177190.628 504354.575, 177190.698 504355.306, 177190.839 504356.027, 177191.051 504356.731, 177191.331 504357.41, 177191.676 504358.059, 177196.719 504369.84, 177197.014 504370.468, 177197.362 504371.068, 177197.759 504371.637, 177198.203 504372.17, 177198.691 504372.664, 177199.219 504373.114, 177199.783 504373.518, 177208.684 504378.171, 177209.475 504378.297, 177210.274 504378.362, 177211.076 504378.366, 177211.875 504378.309, 177212.668 504378.192, 177213.449 504378.014, 177228.178 504374.207))"
O10002_Open_Strooiroutes.838,Fietspad,"MULTILINESTRING ((176924.142 504485.481, 176916.657 504464.488))"
O10002_Open_Strooiroutes.839,Fietspad,"MULTILINESTRING ((177203.915 504332.902, 177220.626 504330.877))"
O10002_Open_Strooiroutes.840,Fietspad,"MULTILINESTRING ((178125.942 503097.885, 178120.808 503087.94, 178115.671 503075.67))"
O10002_Open_Strooiroutes.841,Fietspad,"MULTILINESTRING ((175544.028 503287.319, 175551.034 503299.064, 175556.259 503309.426, 175559.608 503319.964, 175565.748 503343.501, 175566.176 503345.968, 175566.535 503348.447, 175566.823 503350.934, 175567.042 503353.428, 175567.191 503355.928, 175567.27 503358.431, 175567.278 503360.935, 175567.216 503363.438, 175567.083 503365.939, 175566.881 503368.435, 175565.492 503373.821, 175560.015 503381.936, 175559.428 503383.061, 175558.91 503384.22, 175558.461 503385.407, 175558.083 503386.618, 175557.778 503387.85, 175557.547 503389.098, 175557.39 503390.358, 175557.308 503391.624, 175558.686 503413.731, 175559.441 503427.508, 175558.523 503431.744, 175550.577 503447.648, 175541.856 503470.96, 175531.573 503493.396, 175529.642 503500.042, 175531.127 503525.263, 175533.697 503548.692, 175537.145 503565.544, 175544.645 503588.294, 175554.426 503611.171, 175568.933 503633.227, 175579.542 503646.269, 175590.876 503658.35, 175613.284 503676.872, 175629.528 503687.434, 175642.645 503694.897, 175668.833 503706.153, 175692.805 503713.828, 175996.668 503809.504, 176004.802 503809.361, 176013.686 503808.644, 176044.85 503803.417, 176054.428 503803.31, 176077.491 503810.223, 176107.55 503837.796, 176116.903 503845.731, 176126.96 503850.602, 176980.677 504117.153, 177006.351 504121.78, 177029.326 504122.041, 177122.083 504114.095, 177127.907 504111.454, 177138.895 504103.634, 177153.774 504094.822))"
O10002_Open_Strooiroutes.842,Fietspad,"MULTILINESTRING ((177185.588 504088.31, 177187.971 504092.976, 177205.883 504195.974, 177213.006 504245.204, 177217.918 504295.551, 177220.009 504311.811, 177223.585 504331.162))"
O10002_Open_Strooiroutes.879,Voetpaden,"MULTILINESTRING ((177502.767 504100.01, 177511.575 504099.122))"
O10002_Open_Strooiroutes.843,Fietspad,"MULTILINESTRING ((176077.491 503810.223, 176082.28 503802.896, 176087.144 503799.625, 176091.026 503798.221, 176095.59 503797.591, 176096.185 503797.549, 176096.771 503797.44, 176097.341 503797.266, 176097.888 503797.028, 176098.404 503796.731, 176098.884 503796.377, 176099.321 503795.971, 176099.709 503795.518, 176100.043 503795.025, 176100.32 503794.497, 176108.822 503766.257, 176112.182 503760.069, 176117.134 503753.882, 176122.28 503740.144))"
O10002_Open_Strooiroutes.844,Fietspad,"MULTILINESTRING ((175567.878 503278.484, 175575.397 503304.99, 175578.843 503319.487, 175582.998 503338.724, 175586.653 503363.061, 175588.205 503384.778, 175589.206 503401.033))"
O10002_Open_Strooiroutes.845,Fietspad,"MULTILINESTRING ((177291.292 502670.3, 177277.605 502659.579, 177274.195 502651.312, 177261.449 502623.575, 177250.449 502602.09, 177201.554 502484.322, 177192.503 502461.599))"
O10002_Open_Strooiroutes.846,Fietspad,"MULTILINESTRING ((177844.577 502406.639, 177832.727 502377.563, 177832.455 502376.741, 177832.117 502375.943, 177831.718 502375.175, 177831.258 502374.441, 177830.741 502373.747, 177830.171 502373.095, 177829.55 502372.491, 177828.884 502371.938, 177828.175 502371.441, 177827.429 502371.001, 177826.65 502370.622, 177825.844 502370.307, 177809.724 502363.523, 177808.54 502363.134, 177807.335 502362.812, 177806.114 502362.56, 177804.881 502362.377, 177803.639 502362.265, 177802.393 502362.224, 177801.146 502362.254, 177799.904 502362.354, 177798.669 502362.525, 177797.445 502362.766, 177796.238 502363.076, 177795.05 502363.454, 177793.885 502363.899, 177778.777 502371.159, 177646.849 502426.062, 177645.478 502426.806, 177644.074 502427.484, 177642.638 502428.094, 177641.175 502428.634, 177639.687 502429.103, 177638.179 502429.5, 177636.653 502429.824, 177635.114 502430.075, 177633.564 502430.251, 177632.007 502430.353, 177630.448 502430.38, 177628.889 502430.332, 177627.334 502430.209, 177615.419 502428.797, 177613.645 502428.658, 177611.867 502428.591, 177610.088 502428.596, 177608.311 502428.671, 177606.538 502428.819, 177604.772 502429.037, 177603.017 502429.326, 177601.274 502429.685, 177599.548 502430.115, 177597.84 502430.613, 177596.153 502431.179, 177594.491 502431.813, 177564.264 502445.012, 177562.896 502445.543, 177561.556 502446.142, 177560.248 502446.807, 177558.974 502447.537, 177557.739 502448.33, 177556.545 502449.183, 177555.395 502450.095, 177554.292 502451.063, 177553.239 502452.086, 177552.239 502453.159, 177551.293 502454.282, 177550.405 502455.45, 177542.813 502464.084, 177541.762 502465.353, 177540.651 502466.57, 177539.482 502467.732, 177538.259 502468.837, 177536.985 502469.881, 177535.661 502470.863, 177534.292 502471.78, 177532.88 502472.63, 177531.429 502473.411, 177529.942 502474.121, 177528.422 502474.759, 177526.874 502475.323, 177397.078 502528.305, 177396.173 502528.839, 177395.309 502529.438, 177394.491 502530.099, 177393.723 502530.817, 177393.01 502531.59, 177392.355 502532.412, 177391.762 502533.28, 177391.234 502534.189, 177390.774 502535.135, 177390.384 502536.111, 177390.066 502537.113, 177389.822 502538.135, 177389.653 502539.173, 177389.561 502540.22, 177389.545 502541.272, 177389.606 502542.321, 177389.743 502543.363, 177389.956 502544.393, 177390.244 502545.404, 177415.317 502606.568, 177341.235 502638.15, 177324.63 502644.942, 177322.966 502645.642, 177321.329 502646.404, 177319.722 502647.226, 177318.147 502648.108, 177316.606 502649.048, 177315.101 502650.045, 177313.634 502651.097, 177312.208 502652.204, 177310.824 502653.363, 177309.484 502654.574, 177308.191 502655.833, 177291.292 502670.3, 177296.985 502678.187, 177299.014 502685.328, 177280.936 502698.387))"
O10002_Open_Strooiroutes.847,Fietspad,"MULTILINESTRING ((176566.838 505402.548, 176548.224 505409.765, 176537.432 505431.382, 176535.802 505433.672, 176541.452 505450.53, 176544.758 505453.836, 176561.318 505460.954, 176567.816 505459.666, 176575.487 505475.784, 176588.285 505517.215, 176585.114 505530.126, 176585.832 505534.647, 176632.576 505673.006, 176635.594 505695.815))"
O10002_Open_Strooiroutes.848,Fietspad,"MULTILINESTRING ((176530.315 505435.712, 176535.802 505433.672))"
O10002_Open_Strooiroutes.849,Fietspad,"MULTILINESTRING ((175703.923 504997.637, 175675.814 504993.169, 175498.999 504975.588, 175453.237 504971.423, 175313.338 504959.086, 175208.601 504948.321, 175207.781 504948.341, 175206.966 504948.441, 175206.165 504948.618, 175205.385 504948.873, 175204.633 504949.202, 175203.917 504949.602, 175203.242 504950.069, 175202.616 504950.6, 175202.044 504951.189, 175201.532 504951.83, 175201.085 504952.518, 175200.706 504953.246, 175200.399 504954.007, 175200.168 504954.794, 175200.014 504955.6, 175199.938 504956.417, 175188.923 505063.65, 175181.463 505139.222, 175171.49 505235.775, 175156.389 505382.264, 175154.457 505401.182, 175149.186 505452.939, 175141.199 505479.108, 175139.175 505483.394))"
O10002_Open_Strooiroutes.850,Fietspad,"MULTILINESTRING ((175810.222 504643.862, 175794.675 504638.876, 175790.53 504638.716, 175787.445 504640.065, 175783.086 504644.013, 175780.5 504651.013, 175778.95 504654.983, 175777.279 504657.552, 175774.482 504660.705, 175771.301 504662.857, 175766.954 504664.467, 175763.323 504664.402, 175752.742 504661.461, 175700.477 504646.066, 175692.105 504644.517, 175679.434 504642.171, 175668.93 504641.31, 175620.999 504636.814, 175617.018 504636.548, 175610.114 504638.569, 175309.713 504608.169))"
O10002_Open_Strooiroutes.851,Fietspad,"MULTILINESTRING ((175735.793 505009.714, 175712.994 505010.682, 175709.107 505005.313, 175708.959 505004.453, 175708.739 505003.608, 175708.448 505002.785, 175708.088 505001.989, 175707.663 505001.227, 175707.174 505000.503, 175706.626 504999.824, 175706.022 504999.193, 175705.367 504998.616, 175704.666 504998.096, 175703.923 504997.637, 175703.45 504994.812, 175705.066 504980.245, 175708.298 504974.187, 175715.294 504967.662, 175722.105 504966.219, 175734.113 504967.546, 175738.684 504968.942))"
O10002_Open_Strooiroutes.852,Voetpaden,"MULTILINESTRING ((178131.618 503071.586, 178170.813 503051.56))"
O10002_Open_Strooiroutes.853,Voetpaden,"MULTILINESTRING ((178067.092 502305.624, 178055.298 502276.77))"
O10002_Open_Strooiroutes.854,Voetpaden,"MULTILINESTRING ((172074.032 509158.268, 172081.224 509144.483))"
O10002_Open_Strooiroutes.855,Voetpaden,"MULTILINESTRING ((172390.197 509210.225, 172395.411 509214.751, 172420.519 509222.963, 172453.051 509243.374, 172453.599 509243.692, 172454.178 509243.947, 172454.783 509244.136, 172455.404 509244.258, 172456.035 509244.309, 172456.668 509244.291, 172457.295 509244.202, 172457.908 509244.045, 172458.501 509243.82, 172459.064 509243.532, 172459.592 509243.183, 172460.079 509242.777, 172460.517 509242.32, 172460.902 509241.817, 172461.229 509241.275, 172481.552 509208.977, 172478.555 509170.251, 172472.714 509164.366, 172442.878 509133.732, 172399.365 509177.532, 172390.197 509210.225))"
O10002_Open_Strooiroutes.856,Voetpaden,"MULTILINESTRING ((172388.313 509163.502, 172323.156 509109.841, 172261.645 509058.905, 172198.685 509006.995, 172182.959 508993.916, 172174.134 509002.556, 172137.884 508987.197))"
O10002_Open_Strooiroutes.857,Voetpaden,"MULTILINESTRING ((172832.722 508416.853, 172842.906 508410.216))"
O10002_Open_Strooiroutes.858,Voetpaden,"MULTILINESTRING ((176042.286 496135.661, 176046.555 496116.915))"
O10002_Open_Strooiroutes.859,Voetpaden,"MULTILINESTRING ((172118.248 509215.058, 172074.032 509158.268))"
O10002_Open_Strooiroutes.860,Voetpaden,"MULTILINESTRING ((176173.917 495973.49, 176113.825 496041.492))"
O10002_Open_Strooiroutes.861,Voetpaden,"MULTILINESTRING ((176046.555 496116.915, 176085.01 496073.739))"
O10002_Open_Strooiroutes.862,Voetpaden,"MULTILINESTRING ((175521.118 496210.183, 175550.057 496180.153, 175515.024 496147.712))"
O10002_Open_Strooiroutes.863,Voetpaden,"MULTILINESTRING ((172081.347 508948.347, 172078.426 508952.9))"
O10002_Open_Strooiroutes.864,Voetpaden,"MULTILINESTRING ((172336.372 509354.569, 172315.684 509367.091))"
O10002_Open_Strooiroutes.865,Voetpaden,"MULTILINESTRING ((176157.637 495949.307, 176122.45 495989.104))"
O10002_Open_Strooiroutes.866,Voetpaden,"MULTILINESTRING ((176085.01 496073.739, 176108.938 496046.69))"
O10002_Open_Strooiroutes.867,Voetpaden,"MULTILINESTRING ((172127.298 508979.325, 172109.013 508970.729, 172110.702 508967.702))"
O10002_Open_Strooiroutes.868,Voetpaden,"MULTILINESTRING ((172834.202 508426.671, 172823.282 508433.751))"
O10002_Open_Strooiroutes.869,Voetpaden,"MULTILINESTRING ((172081.224 509144.483, 172090.525 509120.817))"
O10002_Open_Strooiroutes.870,Voetpaden,"MULTILINESTRING ((176157.637 495949.307, 176204.145 495929.227))"
O10002_Open_Strooiroutes.871,Voetpaden,"MULTILINESTRING ((172081.347 508948.347, 172110.702 508967.702))"
O10002_Open_Strooiroutes.872,Voetpaden,"MULTILINESTRING ((177526.443 504328.603, 177548.258 504340.766))"
O10002_Open_Strooiroutes.873,Voetpaden,"MULTILINESTRING ((177459.401 504270.547, 177519.737 504264.186))"
O10002_Open_Strooiroutes.874,Voetpaden,"MULTILINESTRING ((177504.291 504115.826, 177513.197 504114.928))"
O10002_Open_Strooiroutes.875,Voetpaden,"MULTILINESTRING ((177656.227 502840.788, 177659.566 502849.706, 177638.397 502903.008))"
O10002_Open_Strooiroutes.876,Voetpaden,"MULTILINESTRING ((172071.462 509124.558, 172080.44 509101.417))"
O10002_Open_Strooiroutes.877,Voetpaden,"MULTILINESTRING ((177572.402 504012.362, 177567.616 503964.422))"
O10002_Open_Strooiroutes.878,Voetpaden,"MULTILINESTRING ((177404.696 504260.759, 177459.401 504270.547))"
O10002_Open_Strooiroutes.880,Voetpaden,"MULTILINESTRING ((172071.294 508962.927, 172101.524 508981.776))"
O10002_Open_Strooiroutes.881,Voetpaden,"MULTILINESTRING ((172109.013 508970.729, 172101.524 508981.776))"
O10002_Open_Strooiroutes.882,Voetpaden,"MULTILINESTRING ((177191.214 504145.588, 177185.944 504125.467))"
O10002_Open_Strooiroutes.883,Voetpaden,"MULTILINESTRING ((177504.291 504115.826, 177526.443 504328.603))"
O10002_Open_Strooiroutes.884,Voetpaden,"MULTILINESTRING ((177513.197 504114.928, 177511.575 504099.122))"
O10002_Open_Strooiroutes.885,Voetpaden,"MULTILINESTRING ((177509.373 504099.344, 177502.899 504036.337))"
O10002_Open_Strooiroutes.886,Voetpaden,"MULTILINESTRING ((172545.172 509009.506, 172538.055 509007.185))"
O10002_Open_Strooiroutes.887,Voetpaden,"MULTILINESTRING ((172392.076 509165.895, 172394.213 509165.981))"
O10002_Open_Strooiroutes.888,Voetpaden,"MULTILINESTRING ((172431.756 509063.627, 172430.718 509058.962, 172428.061 509057.27))"
O10002_Open_Strooiroutes.889,Voetpaden,"MULTILINESTRING ((172430.389 509063.88, 172442.191 509061.693))"
O10002_Open_Strooiroutes.890,Voetpaden,"MULTILINESTRING ((172496.618 508947.137, 172489.723 508951.464))"
O10002_Open_Strooiroutes.891,Voetpaden,"MULTILINESTRING ((172536.714 509006.72, 172500.122 508952.719))"
O10002_Open_Strooiroutes.892,Voetpaden,"MULTILINESTRING ((172520.399 509037.42, 172521.239 509036.605))"
O10002_Open_Strooiroutes.893,Voetpaden,"MULTILINESTRING ((172408.452 509150.589, 172410.77 509146.836))"
O10002_Open_Strooiroutes.894,Voetpaden,"MULTILINESTRING ((172390.494 509165.254, 172392.076 509165.895))"
O10002_Open_Strooiroutes.895,Voetpaden,"MULTILINESTRING ((172468.382 508918.752, 172525.555 508880.414))"
O10002_Open_Strooiroutes.896,Voetpaden,"MULTILINESTRING ((172092.341 509108.619, 172104.634 509078.391, 172110.609 509066.074, 172128.561 509021.068, 172134.341 508999.469, 172134.492 508995.198, 172137.884 508987.197, 172143.193 508977.32))"
O10002_Open_Strooiroutes.897,Voetpaden,"MULTILINESTRING ((177551.077 502856.044, 177574.383 502846.725, 177585.261 502845.399, 177599.408 502849.315, 177602.466 502849.006, 177665.048 502824.773))"
O10002_Open_Strooiroutes.898,Voetpaden,"MULTILINESTRING ((172482.733 508555.89, 172513.877 508557.51))"
O10002_Open_Strooiroutes.899,Voetpaden,"MULTILINESTRING ((172446.053 508562.751, 172468.653 508563.933))"
O10002_Open_Strooiroutes.900,Voetpaden,"MULTILINESTRING ((177354.866 503423.787, 177361.21 503414.611, 177384.797 503378.461))"
O10002_Open_Strooiroutes.901,Voetpaden,"MULTILINESTRING ((177347.219 503458.651, 177330.635 503484.486))"
O10002_Open_Strooiroutes.902,Voetpaden,"MULTILINESTRING ((176490.191 502943.727, 176459.84 502939.427))"
O10002_Open_Strooiroutes.903,Voetpaden,"MULTILINESTRING ((175847.411 504524.121, 175867.107 504460.924, 175867.516 504459.884, 175867.993 504458.874, 175868.535 504457.897, 175869.14 504456.958, 175869.806 504456.061, 175870.529 504455.21, 175871.307 504454.408, 175872.136 504453.659, 175873.012 504452.966, 175880.908 504447.335, 175883.094 504444.259))"
O10002_Open_Strooiroutes.904,Voetpaden,"MULTILINESTRING ((178198.132 503662.876, 178194.929 503643.052, 178192.432 503619.404))"
O10002_Open_Strooiroutes.905,Voetpaden,"MULTILINESTRING ((178169.118 503598.287, 178165.456 503582.371))"
O10002_Open_Strooiroutes.906,Voetpaden,"MULTILINESTRING ((177886.457 504191.105, 177879.168 504113.137, 177869.61 504105.249, 177860.493 504014.367, 177863.14 504011.813, 177869.363 504010.675, 177877.559 504011.359, 177908.763 504009.158, 177919.842 504005.668, 177930.75 504003.763, 177942.512 504003.688, 177970.591 504001.185, 177977.584 503998.992, 177983.644 503998.378, 177985.907 504000.704, 178004.977 503998.844, 178007.727 503996.284, 178018.42 503995.623, 178046.94 504018.054, 178053.791 504011.151, 178091.917 504006.883, 178094.934 504008.123, 178099.163 504002.587, 178099.163 503997.783, 178128.73 503999.385, 178158.677 504000.073, 178183.22 504000.875))"
O10002_Open_Strooiroutes.907,Voetpaden,"MULTILINESTRING ((175895.221 505353.245, 175932.624 505403.76, 175945.998 505391.574, 175970.042 505369.999))"
O10002_Open_Strooiroutes.908,Voetpaden,"MULTILINESTRING ((175878.201 504986.937, 175855.577 504991.376))"
O10002_Open_Strooiroutes.909,Voetpaden,"MULTILINESTRING ((176042.604 504943.518, 176026.753 504946.791))"
O10002_Open_Strooiroutes.910,Voetpaden,"MULTILINESTRING ((176513.049 505163.22, 176508.984 505144.572))"
O10002_Open_Strooiroutes.911,Voetpaden,"MULTILINESTRING ((175900.865 505487.131, 175865.432 505483.021))"
O10002_Open_Strooiroutes.912,Voetpaden,"MULTILINESTRING ((175866.032 505467.763, 175867.841 505450.069, 175906.041 505450.061))"
O10002_Open_Strooiroutes.913,Voetpaden,"MULTILINESTRING ((176439.421 505052.576, 176426.523 505038.171))"
O10002_Open_Strooiroutes.914,Voetpaden,"MULTILINESTRING ((175864.44 505508.229, 175866.032 505467.763, 175864.393 505466.287, 175862.702 505464.872, 175860.961 505463.518, 175859.173 505462.227, 175857.339 505461.002, 175855.462 505459.844, 175853.545 505458.753, 175851.59 505457.733, 175849.599 505456.784, 175847.576 505455.907, 175845.522 505455.103, 175843.441 505454.374, 175841.335 505453.72, 175839.206 505453.143, 175837.058 505452.642, 175834.894 505452.219, 175832.716 505451.874, 175830.526 505451.608, 175828.329 505451.421, 175826.126 505451.314, 175823.921 505451.285, 175821.716 505451.336, 175790.589 505454.512, 175791.33 505462.343, 175797.47 505463.191))"
O10002_Open_Strooiroutes.915,Fietspad,"MULTILINESTRING ((177604 504002.288, 177598.101 504010.202))"
O10002_Open_Strooiroutes.916,Fietspad,"MULTILINESTRING ((177574.868 504012.703, 177598.101 504010.202))"
O10002_Open_Strooiroutes.917,Fietspad,"MULTILINESTRING ((177603.342 503994.766, 177591.27 504010.958))"
O10002_Open_Strooiroutes.918,Fietspad,"MULTILINESTRING ((177602.687 503987.281, 177584.495 504011.679))"
O10002_Open_Strooiroutes.919,Fietspad,"MULTILINESTRING ((177598.101 504010.202, 177604.631 504009.499, 177604 504002.288))"
O10002_Open_Strooiroutes.920,Fietspad,"MULTILINESTRING ((177796.198 503430.142, 177823.406 503352.873, 177823.915 503351.421, 177824.355 503349.947, 177824.727 503348.454, 177825.03 503346.945, 177825.262 503345.424, 177825.424 503343.894, 177825.514 503342.358, 177825.533 503340.819, 177825.481 503339.282, 177825.358 503337.748, 177819.246 503300.964, 177819.119 503299.492, 177819.056 503298.016, 177819.057 503296.538, 177819.121 503295.062, 177819.25 503293.59, 177819.442 503292.124, 177819.697 503290.669, 177837.149 503242.782, 177855.535 503179.189, 177859.842 503144.088, 177862.976 503042.339, 177807.719 503019.148, 177809.199 503015.11, 177809.52 503014.341, 177809.769 503013.545, 177809.944 503012.73, 177810.043 503011.903, 177810.066 503011.069, 177810.012 503010.238, 177809.881 503009.414, 177809.676 503008.607, 177809.397 503007.821, 177794.932 502972.811, 177794.521 502971.98, 177794.18 502971.117, 177793.912 502970.23, 177793.718 502969.323, 177793.601 502968.403, 177793.56 502967.476, 177793.596 502966.549, 177793.71 502965.629, 177793.899 502964.721, 177794.163 502963.832, 177794.5 502962.968, 177794.908 502962.135, 177798.342 502955.672, 177798.873 502954.674, 177799.335 502953.642, 177799.725 502952.581, 177800.043 502951.496, 177800.287 502950.392, 177800.455 502949.274, 177800.547 502948.147, 177800.562 502947.017, 177800.501 502945.888, 177800.363 502944.766, 177799.213 502941.256, 177795.575 502933.34, 177795.265 502932.516, 177794.884 502931.723, 177794.436 502930.965, 177793.924 502930.249, 177793.352 502929.581, 177792.724 502928.964, 177792.044 502928.405, 177791.319 502927.907, 177790.553 502927.473, 177789.752 502927.108, 177784.674 502924.606, 177783.844 502924.294, 177783.04 502923.92, 177782.266 502923.486, 177781.527 502922.995, 177780.828 502922.45, 177780.171 502921.853, 177779.562 502921.209, 177779.003 502920.521, 177778.497 502919.792, 177778.048 502919.027, 177729.165 502801.043, 177728.816 502800.382, 177728.404 502799.757, 177727.935 502799.175, 177727.411 502798.641, 177726.839 502798.16, 177726.223 502797.736, 177725.569 502797.374, 177724.883 502797.076, 177724.171 502796.845, 177723.441 502796.684, 177722.698 502796.594, 177721.951 502796.576, 177721.205 502796.63, 177711.505 502800.843))"
O10002_Open_Strooiroutes.921,Fietspad,"MULTILINESTRING ((176514.544 503156.394, 176514.581 503154.908, 176514.692 503153.426, 176514.876 503151.952, 176515.132 503150.488, 176515.461 503149.039, 176515.861 503147.608, 176516.331 503146.198, 176516.871 503144.813, 176517.478 503143.457, 176518.152 503142.132, 176518.89 503140.843, 176519.691 503139.591, 176520.554 503138.381, 176521.475 503137.214, 176522.452 503136.095, 176523.484 503135.026, 176524.567 503134.008, 176525.7 503133.046, 176526.878 503132.141, 176528.1 503131.295))"
O10002_Open_Strooiroutes.1007,Voetpaden,"MULTILINESTRING ((177315.285 504095.62, 177361.67 504090.901, 177358.446 504047.566))"
O10002_Open_Strooiroutes.922,Fietspad,"MULTILINESTRING ((178058.679 503139.319, 178062.128 503126.246, 178071.675 503110.188, 178083.796 503097.58, 178094.892 503082.567, 178105.642 503077.274, 178111.82 503075.189, 178122.17 503076.392, 178131.735 503074.778, 178183.953 503048.08, 178194.466 503038.592, 178222.175 503005.384, 178238.154 502985.32, 178251.514 502961.52, 178269.513 502925.778, 178276.693 502909.645, 178277.42 502907.011, 178278.072 502904.358, 178278.649 502901.688, 178279.151 502899.002, 178279.577 502896.303, 178279.927 502893.594, 178280.2 502890.875, 178280.396 502888.15, 178280.516 502885.421, 178280.558 502882.689, 178279.36 502870.873, 178268.036 502835.053, 178255.408 502798.3, 178245.092 502776.843, 178226.852 502752.15, 178205.199 502728.385, 178195.991 502715.842, 178185.859 502695.852, 178172.659 502684.488, 178165.045 502666.458, 178165.505 502656.982, 178166.609 502650.174, 178161.823 502631.496, 178155.624 502611.915, 178142.836 502553.483, 178133.445 502510.119, 178125.852 502490.642, 178076.976 502373.056, 178074.599 502367.144, 178074.135 502365.863, 178073.607 502364.608, 178073.016 502363.381, 178072.362 502362.186, 178071.649 502361.026, 178070.877 502359.904, 178070.049 502358.823, 178069.167 502357.785, 178068.233 502356.794, 178067.25 502355.851, 178066.22 502354.96, 178065.146 502354.123, 178064.031 502353.341, 178056.242 502350.885, 178055.689 502350.66, 178055.168 502350.367, 178054.688 502350.012, 178054.257 502349.599, 178053.88 502349.135, 178053.564 502348.628, 178053.315 502348.086, 178053.135 502347.516, 178053.028 502346.929, 178052.995 502346.332, 178053.037 502345.736, 178053.153 502345.151, 178053.342 502344.584, 178060.892 502323.756, 178044.563 502321.003, 178042.72 502320.847, 178040.871 502320.769, 178039.021 502320.772, 178037.173 502320.854, 178035.33 502321.015, 178033.495 502321.255, 178031.673 502321.574, 178029.866 502321.97, 178028.077 502322.444, 178026.311 502322.994, 178024.57 502323.62, 177981.458 502341.267, 177971.013 502352.327))"
O10002_Open_Strooiroutes.923,Fietspad,"MULTILINESTRING ((176525.888 503185.094, 176501.146 503195.17))"
O10002_Open_Strooiroutes.924,Fietspad,"MULTILINESTRING ((175910.555 505460.481, 175862.79 505538.802))"
O10002_Open_Strooiroutes.925,Fietspad,"MULTILINESTRING ((175904.538 505518.361, 175862.331 505587.589))"
O10002_Open_Strooiroutes.926,Fietspad,"MULTILINESTRING ((175869.246 505451.394, 175864.042 505459.926))"
O10002_Open_Strooiroutes.927,Fietspad,"MULTILINESTRING ((175899.206 505527.106, 175862.331 505587.589))"
O10002_Open_Strooiroutes.928,Fietspad,"MULTILINESTRING ((175864.965 505450.953, 175911.045 505455.702, 175895.396 505608.327, 175882.215 505607.128, 175881.844 505612.19, 175825.267 505606.426, 175825.485 505601.994, 175823.18 505601.754, 175823.577 505595.591, 175828.463 505596.067, 175828.747 505591.417, 175861.475 505594.778, 175863.077 505581.335, 175858.172 505580.929, 175864.493 505523.264, 175858.168 505517.008, 175864.965 505450.953))"
