Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd door de bezoekers (in seconden),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec) na het hier in te voeren.,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
Loket/prodcat/products/getProductDetailsAction.do?id=566,300,444,45490,11,358,0.001,8.252,83,543,54232,35,79,286,75,73,152,42%,26%,0.956,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=566,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D566,
Loket/prodcat/products/getProductsAction.do,300,379,15447,17,317,0.085,12.509,3,18,470,2,17,298,3,17,51,67%,6%,1.252,https://pki.utrecht.nl/Loket/prodcat/products/getProductsAction.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductsAction.do,
utrechts-onderzoek-en-cijfers/meedoen-aan-onderzoek/resultaten-inwonersenquete/utrecht-langs-de-lat/index,299,340,32376,3,253,0.001,6.816,154,473,41358,36,66,295,151,64,108,23%,22%,0.633,http://www.utrecht.nl/utrechts-onderzoek-en-cijfers/meedoen-aan-onderzoek/resultaten-inwonersenquete/utrecht-langs-de-lat/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechts-onderzoek-en-cijfers%2Fmeedoen-aan-onderzoek%2Fresultaten-inwonersenquete%2Futrecht-langs-de-lat%2F,
werk-en-inkomen/actieplan-jeugdwerkloosheid/index,299,399,53361,5,325,0.001,4.105,215,1208,94317,98,152,280,203,141,178,46%,51%,0.556,http://www.utrecht.nl/werk-en-inkomen/actieplan-jeugdwerkloosheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Factieplan-jeugdwerkloosheid%2F,
wonen/studentenhuisvesting/index,298,356,11717,3,292,0.001,22.24,70,249,13928,27,55,291,70,54,39,39%,18%,0.93,http://www.utrecht.nl/wonen/studentenhuisvesting/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Fstudentenhuisvesting%2F,
Formulieren/flow/stateAction.do?flow=process_add_vog&state=overzicht,297,365,12263,,337,0.064,180.241,1,15,272,0,4,294,1,4,41,0%,1%,2.87,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vog&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vog%26state%3Doverzicht,
nieuws/artikel/t-goylaan-opnieuw-ingericht-als-stadsboulevard/index,297,326,24967,6,204,0.001,3.881,225,739,54172,104,123,289,218,120,84,46%,41%,0.993,http://www.utrecht.nl/nieuws/artikel/t-goylaan-opnieuw-ingericht-als-stadsboulevard/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Ft-goylaan-opnieuw-ingericht-als-stadsboulevard%2F,
wijk-noordwest/nieuws/index,297,434,35294,22,330,0.001,10.248,101,373,26900,47,94,290,99,93,119,47%,32%,0.982,http://www.utrecht.nl/wijk-noordwest/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordwest%2Fnieuws%2F,
Loket/prodcat/topics/getTopicsAction.do?id=212,296,399,15086,4,342,0.001,20.77,5,15,3010,3,16,295,5,16,51,60%,5%,1.213,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=212,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D212,
bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/index,295,325,34187,1,276,0.001,15.368,6,9,530,5,161,293,6,160,116,83%,55%,1.094,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/afspraakverzoek-verzonden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2Fafspraakverzoek-verzonden%2F,
evenementen/organisator-evenement/vergunning-aanvragen/index,295,447,21090,25,358,0.001,25.563,98,1911,106623,16,30,283,92,30,71,16%,10%,0.694,http://www.utrecht.nl/evenementen/organisator-evenement/vergunning-aanvragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fvergunning-aanvragen%2F,
college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/index,294,437,28899,9,305,0.001,3.754,84,401,34233,31,80,283,80,76,98,37%,27%,0.565,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fvictor-everhardt%2F,
economie-bedrijf/ondernemersloket/index,294,389,25810,5,304,0.001,6.924,21,165,14000,9,36,290,20,36,88,43%,12%,0.6,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2F,
leidsche-rijn/informatiecentrum/index,294,388,28821,3,268,0.001,12.622,163,913,69671,62,106,283,154,101,98,38%,36%,0.743,http://www.utrecht.nl/leidsche-rijn/informatiecentrum/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Finformatiecentrum%2F,
sociale-stad-in-ontwikkeling/ondersteuning-zorg-jeugdhulp-en-werk-in-2015/index,292,399,22726,11,332,0.001,3.562,38,150,7705,16,59,287,38,59,78,42%,20%,0.486,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/ondersteuning-zorg-jeugdhulp-en-werk-in-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Fondersteuning-zorg-jeugdhulp-en-werk-in-2015%2F,
wijk-vleuten-de-meern/de-wijk/projecten/bomen-europaweg-en-groot-onderhoud/index,292,337,30876,20,235,0.001,17.021,90,205,12227,46,92,284,87,88,106,51%,32%,0.774,http://www.utrecht.nl/wijk-vleuten-de-meern/de-wijk/projecten/bomen-europaweg-en-groot-onderhoud/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-vleuten-de-meern%2Fde-wijk%2Fprojecten%2Fbomen-europaweg-en-groot-onderhoud%2F,
volksgezondheid/jeugdgezondheidszorg/index,291,366,24033,9,292,0.001,5.069,157,586,40878,37,68,289,155,68,83,24%,23%,0.614,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2F,
Loket/prodcat/topics/getTopicsAction.do?id=211,290,371,4837,,316,0.001,20.588,2,12,1849,1,6,288,2,5,17,50%,2%,0.864,https://pki.utrecht.nl/Loket//prodcat/topics/getTopicsAction.do?id=211,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2F%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D211,
afval/bedrijfsafval/index,289,463,33178,18,354,0.001,12.179,61,379,26504,19,70,286,60,70,115,31%,24%,0.582,http://www.utrecht.nl/afval/bedrijfsafval/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fafval%2Fbedrijfsafval%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Kliko,289,325,50137,52,218,0.037,7.994,96,265,31480,65,166,280,90,158,173,68%,57%,0.896,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Kliko,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DKliko,
begraafplaatsen/index,288,442,19908,12,327,0.001,10.176,177,927,83824,34,71,276,169,68,69,19%,25%,0.588,http://www.utrecht.nl/begraafplaatsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,287,427,24688,,394,0.011,180.495,2,63,7499,0,12,282,2,12,86,0%,4%,5.022,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Doverzicht,
sport-in-utrecht/zwembaden/huisregels/index,286,353,23625,2,224,0.001,4.355,13,31,891,7,69,280,13,69,83,54%,24%,0.713,http://www.utrecht.nl/sport-in-utrecht/zwembaden/huisregels/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fhuisregels%2F,
welzijn/welzijnsaccommodaties/speeltuinen/index,286,371,22429,30,244,0.001,6.119,144,791,88218,31,63,278,140,61,78,22%,22%,0.598,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/speeltuinen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Fspeeltuinen%2F,
nieuws/artikel/geen-betaald-parkeren-in-drie-utrechtse-buurten/index,285,301,31065,1,177,0.002,29.266,251,1041,100304,202,221,279,246,217,109,80%,78%,1.226,http://www.utrecht.nl/nieuws/artikel/geen-betaald-parkeren-in-drie-utrechtse-buurten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fgeen-betaald-parkeren-in-drie-utrechtse-buurten%2F,
college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/index,284,407,19889,8,309,0.001,45.365,93,302,24964,43,86,269,87,81,70,46%,30%,0.845,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fjeroen-kreijkamp%2F,
Loket/prodcat/process/ - Andere,284,309,22099,1,212,0.003,29.728,166,1402,146436,17,25,282,164,25,78,10%,9%,0.842,,,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bijlagen,283,353,42857,,295,0.004,7.646,2,3,5,1,42,276,2,41,151,50%,15%,0.575,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3Dbijlagen,
english/about-utrecht/index,282,368,16763,5,299,0.001,6.745,13,47,2787,8,61,277,12,60,59,62%,22%,0.784,http://www.utrecht.nl/english/about-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fabout-utrecht%2F,
leefbaarheidsbudget/realiseer-uw-idee/index,281,367,32970,2,287,0.001,8.557,50,143,14098,38,90,267,41,82,117,76%,32%,0.716,http://www.utrecht.nl/leefbaarheidsbudget/realiseer-uw-idee/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleefbaarheidsbudget%2Frealiseer-uw-idee%2F,
startpagina/wonen-wijken-veiligheid/bouwprojecten/index,281,417,3275,3,318,0.001,129.19,1,4,96,0,9,281,1,9,12,0%,3%,0.851,http://www.utrecht.nl/startpagina/wonen-wijken-veiligheid/bouwprojecten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fwonen-wijken-veiligheid%2Fbouwprojecten%2F,
castellum-hoge-woerd/volg-de-bouw/index,280,351,21809,,261,0.001,21.099,89,226,12984,46,71,272,84,68,78,52%,25%,0.925,http://www.utrecht.nl/castellum-hoge-woerd/volg-de-bouw/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcastellum-hoge-woerd%2Fvolg-de-bouw%2F,
college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/index,280,366,35043,10,260,0.001,22.731,97,353,29984,37,103,274,94,99,125,38%,37%,0.716,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fpaulus-jansen%2F,
gemeenteberichten/index,280,360,31533,14,285,0.001,4.25,90,490,32704,18,51,275,88,50,113,20%,18%,0.472,http://www.utrecht.nl/gemeenteberichten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteberichten%2F,
sociale-stad-in-ontwikkeling/index,279,405,33169,11,339,0.001,7.657,119,549,50701,43,80,272,117,79,119,36%,29%,0.52,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2F,
sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/index,279,332,21396,1,203,0.001,7.846,37,325,43333,12,44,273,37,43,77,32%,16%,0.882,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fvrij-zwemmen%2Frecreatief-zwemmen%2F,
stadhuis/bereikbaarheid/index,279,336,40288,1,236,0.001,9.567,100,471,48629,55,139,274,96,135,144,55%,50%,0.744,http://www.utrecht.nl/stadhuis/bereikbaarheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadhuis%2Fbereikbaarheid%2F,
utrecht-fietst/fiets-weg/opruimacties-weesfietsen/index,277,311,26989,4,213,0.002,7.883,40,136,14864,18,57,274,40,57,97,45%,21%,0.931,http://www.utrecht.nl/utrecht-fietst/fiets-weg/opruimacties-weesfietsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2Ffiets-weg%2Fopruimacties-weesfietsen%2F,
wijk-oost/index,276,364,18764,12,274,0.001,8.435,102,613,45373,35,57,262,102,57,68,34%,21%,0.663,http://www.utrecht.nl/wijk-oost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-oost%2F,
wijken-en-participatie/buurt-bij-wijk/index,276,357,18669,6,273,0.001,11.195,58,242,20952,31,84,272,56,81,68,53%,30%,0.872,http://www.utrecht.nl/wijken-en-participatie/buurt-bij-wijk/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijken-en-participatie%2Fbuurt-bij-wijk%2F,
verkeersbeleid/oproep-verkeerslichten/index,275,330,24573,9,211,0.002,36.141,194,657,46737,110,143,272,192,141,89,57%,52%,0.801,http://www.utrecht.nl/verkeersbeleid/oproep-verkeerslichten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fverkeersbeleid%2Foproep-verkeerslichten%2F,
Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,272,480,17783,,414,0.005,21.311,2,9,84,1,7,269,2,6,65,50%,3%,1.402,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=personApplicantDetails,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_burgerlijkestand%26state%3DpersonApplicantDetails,
Formulieren/flow/stateAction.do?flow=process_add_verhuizingdoorgeven&state=Toestemming,272,307,7357,,265,0.001,26.575,2,3,8,1,5,267,2,5,27,50%,2%,0.693,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_verhuizingdoorgeven&state=Toestemming,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_verhuizingdoorgeven%26state%3DToestemming,
Loket/prodcat/process/checkPreconditionsAction.do?name=Uittreksel Burgerlijke Stand aanvragen&processName=Aanvragen,272,318,24280,,256,0.002,14.298,9,81,4276,2,33,266,9,32,89,22%,12%,0.731,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Uittreksel+Burgerlijke+Stand+aanvragen&processName=Aanvragen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DUittreksel+Burgerlijke+Stand+aanvragen%26processName%3DAanvragen,
nieuws/artikel/hart-van-de-meern-weer-een-stap-dichterbij/index,272,338,33836,2,223,0.001,5.6,177,653,67766,80,118,267,172,116,124,45%,43%,0.717,http://www.utrecht.nl/nieuws/artikel/hart-van-de-meern-weer-een-stap-dichterbij/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fhart-van-de-meern-weer-een-stap-dichterbij%2F,
"Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning, ongeboren kind,271,336,37034,5,207,0.029,8.812,151,692,59065,62,94,262,142,89,137,41%,35%,1.04,""https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning,+ongeboren+kind"",pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DErkenning%2C+ongeboren+kind",,,,,,,,,,,,,,,,,,,,,,
Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,269,353,8670,1,303,0.01,27.959,3,12,1749,1,8,264,3,8,32,33%,3%,1.511,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_afspraakweni%26state%3Duwgegevens_personen,
nieuws/artikel/nieuwe-aanpak-werkloosheid-utrecht-met-social-impact-bond/index,269,329,38160,2,237,0.001,5.211,198,412,38636,144,193,262,192,189,142,73%,72%,0.828,http://www.utrecht.nl/nieuws/artikel/nieuwe-aanpak-werkloosheid-utrecht-met-social-impact-bond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fnieuwe-aanpak-werkloosheid-utrecht-met-social-impact-bond%2F,
wmo-in-utrecht/welke-hulp-hebt-u-nodig/huishouden/index,269,373,26032,9,292,0.001,9.722,68,348,24019,20,58,266,67,58,97,29%,22%,0.597,http://www.utrecht.nl/wmo-in-utrecht/welke-hulp-hebt-u-nodig/huishouden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fwelke-hulp-hebt-u-nodig%2Fhuishouden%2F,
evenementen/organisator-evenement/wegwijs-a-z/index,268,380,29026,58,318,0.001,16.072,104,412,33877,44,97,260,102,94,108,42%,36%,1.068,http://www.utrecht.nl/evenementen/organisator-evenement/wegwijs-a-z/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Forganisator-evenement%2Fwegwijs-a-z%2F,
welzijn/onderwijs/basisonderwijs/index,268,308,20267,7,219,0.002,9.677,155,385,28570,51,86,264,152,86,76,33%,32%,0.71,http://www.utrecht.nl/welzijn/onderwijs/basisonderwijs/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fbasisonderwijs%2F,
leidsche-rijn/plattegrond/index,267,326,11311,2,247,0.001,3.567,44,113,5429,22,45,262,42,44,42,50%,17%,0.693,http://www.utrecht.nl/leidsche-rijn/plattegrond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fplattegrond%2F,
wonen/kamer-verhurenwoning-splitsen/index,267,367,34392,23,299,0.001,14.789,76,383,37244,29,74,260,74,72,129,38%,28%,0.695,http://www.utrecht.nl/wonen/kamer-verhurenwoning-splitsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Fkamer-verhurenwoning-splitsen%2F,
wonen/legaal-wonen/index,267,353,30756,10,296,0.001,130.927,93,344,22116,42,89,260,90,85,115,45%,33%,1.081,http://www.utrecht.nl/wonen/legaal-wonen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Flegaal-wonen%2F,
sport-in-utrecht/zwembaden/zwemles-volwassenen/index,265,392,44406,7,265,0.001,180.567,88,440,28790,34,101,257,84,97,168,39%,38%,1.339,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwemles-volwassenen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwemles-volwassenen%2F,
volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/index,265,314,18132,10,212,0.002,7.454,148,828,85197,30,48,259,145,47,68,20%,18%,0.643,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2Fhet-consultatiebureau%2F,
welzijn/welzijnsaccommodaties/tarieven-tot-1-augustus/index,265,348,50071,23,283,0.001,14.366,37,252,27115,20,89,254,34,86,189,54%,34%,0.906,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/tarieven-tot-1-augustus/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Ftarieven-tot-1-augustus%2F,
gemeenteberichten/?osadcampaign=gemeenteberichten,264,317,11471,5,248,0.001,2.54,6,31,2663,1,34,262,6,34,43,17%,13%,0.463,http://www.utrecht.nl/gemeenteberichten/?osadcampaign=gemeenteberichten,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteberichten%2F%3Fosadcampaign%3Dgemeenteberichten,
utrechtse-energie/energiepunt-wonen/index,264,390,21427,2,294,0.001,4.596,103,494,30918,23,53,255,98,52,81,22%,20%,0.555,http://www.utrecht.nl/utrechtse-energie/energiepunt-wonen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechtse-energie%2Fenergiepunt-wonen%2F,
economie-bedrijf/economisch-beleid/horecabeleid/index,263,355,34617,17,250,0.001,17.338,141,470,35647,62,94,250,133,90,132,44%,36%,0.866,http://www.utrecht.nl/economie-bedrijf/economisch-beleid/horecabeleid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Feconomisch-beleid%2Fhorecabeleid%2F,
wijken-en-participatie/index,263,316,13729,2,225,0.001,21.028,29,157,7805,13,39,262,29,39,52,45%,15%,0.81,http://www.utrecht.nl/wijken-en-participatie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijken-en-participatie%2F,
Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=gegevensAanvraag,262,456,49290,,414,0.007,15.887,3,14,248,2,18,261,3,18,188,67%,7%,1.008,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_burgerlijkestand&state=gegevensAanvraag,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_burgerlijkestand%26state%3DgegevensAanvraag,
auto/autoprojecten/monicabrug/index,261,368,35179,11,266,0.001,17.563,150,825,65637,46,78,243,140,76,135,31%,30%,0.649,http://www.utrecht.nl/auto/autoprojecten/monicabrug/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fauto%2Fautoprojecten%2Fmonicabrug%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bevestiging,261,293,38962,,262,0.003,12.604,,,,,136,260,,136,149,0%,52%,0.654,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3Dbevestiging,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/informatie-zwemles/index,261,338,32400,7,217,0.001,18.843,43,126,11091,22,88,255,39,85,124,51%,34%,0.918,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fzwemles%2Finformatie-zwemles%2F,
Loket/prodcat/topics/getTopicsAction.do?id=165,259,381,9711,,317,0.054,9.67,4,18,318,0,7,253,4,7,37,0%,3%,0.945,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=165,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D165,
afval/het-nieuwe-inzamelen/restafval-ondergronds/index,257,319,26449,6,231,0.001,32.916,43,176,11898,18,63,255,42,61,103,42%,25%,0.833,http://www.utrecht.nl/afval/het-nieuwe-inzamelen/restafval-ondergronds/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fafval%2Fhet-nieuwe-inzamelen%2Frestafval-ondergronds%2F,
