OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKARCH,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length,RICHTING
629,,,,,,,,,4,,,,,rioolleiding Justitie Bastion,,"Gewoon onderhoud is gemeente, buitengewoon onderhoud WDOD.
",Justitie Bastion,1,,IWK-09-0310,3,2,,,1,,,Gemeente,Onbekend,,,5.99028079682402,
630,1,,-2.16,-2.16,35,0.6,3,2,,,2009,,Noordwal te Vollenhove,817 BENTPOLDER (KIN),,Meetbout,817 BENTPOLDER (KIN),1,,817 BENTPOLDER (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,34.8143693970593,
631,1,,-1.13,-1.21,23.5,0.5,3,,4,,1960,zie memo veld,"Willem Meijerpolder, Kampereiland",inlaat,99,"Duiker verlengt met 9,2m. HDPE rond 600 tot.lengte 32,7m.
Afsluitmiddel    = Schuif
Materiaalsoort = Staal
bevat vlotterton
vervolg metadata:
2019-05-20 ; JosK. Rev.meting verwerkt via levering van Boskalis (Joinnummer Z/17/010328)
JosK , 5-10-2015 ; lengte ingevuld ivm. migratie Geonis
Duiker aangepast ahv. inspectieboek Afsluitbare duiker 2009 (JosK 23-02-2011)",inlaatduiker Willem Meijerpolder,2,,WM.5-D56,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,32.6808911706286,
632,,,,,,,,,4,,,tweede lozingsmogelijkheid,,effluentleiding,5,,effluentleiding RWZI Zwolle / Zwolle Ijsselkanaal,1,,IWK-10-0350,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98992287189893,
633,1,,-0.9,-0.9,27.2,0.4,3,,,,1963,"zie memo veld, was ooit IWK-101-0080","Zwartemeerpolder, Kampereiland",,,"Afsluitmiddel    = klep met windwerk
Materiaalsoort = Staal",uitlaatduiker Zwartemeerpolder,1,,ZP-D34,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.2381516730266,
634,1,,-1.35,-1.32,7.3,0.3,20,,,,,,,,,,,1,,KV.140-D10,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.29093557373608,
635,1,,-1.25,-1.37,12,0.3,20,,,,,,,,,,,1,,KV.140-D14,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,13.0945305394404,
636,1,,1.55,1.13,13,0.6,3,,,,2015,,,,,,,1,,OV.65-D124,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.9773698813938,
637,1,,-1.39,-1.39,8.4,0.7,3,,,,1997,,,,,,Rechterensweg nb Garsteweg,1,,KO.55.176-PD8,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.35487644686592,
638,,,,,,,,,5,,,open leiding,,effluentleiding,4,,effluentleiding RWZI Zwolle,1,,IWK-10-0010,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.9890102694959,
639,1,,-0.7,-1.23,30.5,0.7,20,,4,,1960,zie memo veld,"Stikkenpolder, Kampereiland",in-/uitlaat,99,"Afsluitmiddel    = Schuif
Materiaalsoort = Staal en kunstof
bevat vlotterton.
vervolg metadata:
2019-05-20 ; JosK. Rev.meting verwerkt via levering van Boskalis (Joinnummer Z/17/010328)
(JosK 26-09-2013) Lengte duiker ingevuld ahv. kartering 2012
Duiker aangepast ahv. inspectieboek Afsluitbare duiker 2009 (JosK 23-02-2011)",in-/uitlaat Prins,2,,SP-D48,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,30.5319668896964,
640,2,0.4,-0.72,-0.72,,0.4,3,,4,,1900,zie memo veld,"Dekker Mandjeswaardweg, Mandjeswaard",inlaat,99,"Vlotterton geplaatst in 1996

Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium
","inlaatduiker Dekker, Mandjeswaard",1,,MW.35-D30,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98867394909145,
641,1,,3.41,3.41,17.9,1,3,,,,,RvK Raarhoek-Veldhoek,,Inlaat,,"Afsluitbare duiker staat ALTIJD open.
Meetspijker Oostkant van de weg, bovenkant damwand",,1,,NW.15-D117,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,17.9133777985473,
642,1,,-0.44,-0.44,15,0.3,21,,,,1960,zie memo veld,,,,"Afsluitmiddel    = Klep
Materiaalsoort = Staal
Niet Peilscheidend",Inlaat Seveningen,1,,GA.5.8-D44,3,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,14.9856225611068,
643,1,,0.84,0.84,12,0.3,20,,,,,JAF Rouveen,,,,,,1,,DV.15.11-D89,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,11.7189106569222,
644,1,,3.33,3.39,7.7,0.8,3,,,,,,Oude Zwolseweg,,,Meetspijker In beton stuw S16 Oude Zwolseweg,,1,,DV.215.32-D16,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.65858897007944,
645,1,,-0.58,-0.58,6.9,0.8,3,,,,,,G.W. van Marleweg,,,Meetspijker in beton N. kant G.W. Van Marleweg,,1,,DV.10.6-D883,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.85937559726588,
646,1,,-0.18,-0.16,9,0.3,3,,,,1991,,,,,De afsluiter is in beheer en onderhoud van WGS,Stationsweg,1,,SZ.25.388-D1,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,8.83418270274312,
647,,,,,,,,,,,,,,Inlaat,,,SM082I1,1,,SM082I1,3,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,22.402786142956,
648,2,,,,,,28,,,,,,,Inlaat,,,RM415I3,1,,RM415I3,3,,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,71.8663820954709,
649,,,,,,,,,,,,,,Inlaat,,,SM082I2,1,,SM082I2,3,,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,24.4242435803524,
650,1,,7.57,7.55,46,0.8,3,,4,,,Luttenberg 2,,,,,,1,,OK.20.116-D5,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,45.5061273256226,
651,2,,15.95,16.18,1.5,1.45,3,6,99,,,,,Inlaat (een spindelschuif),,"Br. 1,45
Max. 16,179
Min. 15,952",,1,,O_AU_122,3,2,,,,,,Waterschap,Geheel onderhoud,,,1.50162923781265,
652,1,,10.42,10.42,10.3,0.3,3,,,,,,,,,,,1,,D696014,3,,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,10.2569485714731,
653,1,,10.18,10.23,8.3,0.8,3,4,4,,,,,Dam met duiker en inlaat,,,OD-04-52_E_12A,1,,OD-04-52_E_12A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.97772620836265,
654,1,,11.9,11.9,8,0.6,3,,4,,2011,HV5 204MV-119,Inlaatwerk Tiendeveen/Dr. Hvrt,Dam met duiker met schuif,,,0335 DRIJBERSEHVAART,1,,0335 DRIJBERSEHVAART,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.36183371472779,
655,1,,-1.34,-1.34,7.37,0.3,20,4,,,1963,zie memo veld,,Dam met duiker met inlaat,,"Afsluitmiddel    = Klep
Materiaalsoort = Kunststof en staal

Breedte= 0,30
Stuw/Inlaat min = -1,125
Stuw/Inlaat max =-0,809",,1,,GA.20.12-D27,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.3720956355213,
656,1,,0,0,15,0.8,3,,4,,,Inlaat beton / dubbele schuif,,,,,,1,,SW.55.17-D490A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,15.0110161214134,
657,99,,,,,,98,,,,,,,,,,,1,,OV.00-D49,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.99052385055656,
658,1,,4.06,4.11,17.4,0.5,3,,,,,,,afsluitbare duiker met schuif,,,,1,,SW.55.126-D4,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.3977495668552,
659,1,,3.4,3.4,8.7,0.5,3,,,,,Inlaatwerk put,,,,,,1,,OK.10.7-D9A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.72932057108432,
660,1,,-1.45,-1.45,9,1.3,21,,4,,1930,zie memo veld,"Brinkweg, Kampereiland",in-/uitlaat,,"Afsluitmiddel    = Schuif 
Materiaalsoort = Hout/Staal",in-/uitlaat Brinkweg,1,,GA.20.8-D50,3,2,,,1,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.46660489901223,
661,2,1.5,0.35,0.32,9.85,1.6,3,2,,,2017,,,Weg met duiker en inlaat,,,Bloemen(KIN),1,,Bloemen(KIN),3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),9.84543708633268,
662,1,,,,31.2,,20,,,,,,,,,,,1,,D5001,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,31.2000955070373,
663,1,,5.12,5.12,7.6,0.4,3,,,,,,,,,,,1,,SW.75.86-D119A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.57866460343419,
664,1,,0.71,0.71,17.4,0.5,3,,4,,,"Midden-West;Inlaat, krooshek, kunststof schuif",,,,,,1,,SW.60.12-D498A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,17.3711920430961,
665,1,,4.65,4.51,10,0.6,3,,,,,,,,,,,1,,OK.20.170-D854,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.93843206989413,
666,1,,6.5,6.5,13.5,0.5,3,,4,,,,Mr. Harm Smeengelaan,Weg met duiker met afsluiter,99,,NHV-10-3_F_16,1,,NHV-10-3_F_16,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,13.3210532384864,
667,1,,,0.01,7.5,0.5,3,,,,,Emmertochtsloot,,,,,,1,,SW.20.188-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.44832491324717,
668,99,0,0,0,8.3,0,99,,,,1988,,,,,Meetspijker in damwand stuw kruising Koloniedijk/Marsmanweg,Koloniedijk marsmanweg,1,,DV.215.130-D1,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,8.29675485672752,
669,1,,-1.22,-1.22,9.95,1,3,,,,1986,,G.W. van Marleweg,,,,Dedemsvaart spoorbrug,1,,SZ.25.308-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.94724383077622,
670,1,,0.75,0.74,106.4,0.8,3,,4,,,JAF Rouveen,,,,,,1,,DV.15.48-D33,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,106.391935832652,
671,1,,3,2.97,12.4,0.5,3,,,,,Inlaat,,,,,,1,,SW.75.62-D138A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.2593449247415,
672,1,,-1.07,-1.07,,0.5,3,,5,,,,,,,,,1,,VO-D64,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,66.5147354799907,
673,1,,,2.3,,0.1,20,,,,,,,,,,,1,,SZ.335.26-D776,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.50197337314556,
674,1,,2.7,2.7,24,1,98,,5,,,,,duiker,4,,Duiker Deventerweg,1,,OV.90.2-D2,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.6792456955051,
675,1,,6.4,6.4,18.3,0.3,98,,5,,,Dijkverbetering Platvoet-Rande,,incl. put + schuifafsluiter,4,,Duiker Persleiding gemaal Zandweerd,1,,ZW-D7,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.28538357510272,
676,2,1.5,0,-1.47,24.8,3,3,,4,,1970,,Hoogeveense vaart Garsteweg,Inlaat,,bt in inlaat gemaal slootzijde zuidknt v/d dijk,KO.20.320-D1A,1,,KO.20.320-D1A,3,1,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,24.7640784524757,
677,1,,0,0,17,0.6,21,,4,,1965,,Zandput Hoogeveense Vaart,Inlaat,,,KO.20.206-D1A,1,,KO.20.206-D1A,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.7264110400361,
678,1,,0,0,27,0.5,3,,4,,,,"Aalvangersweg, Laag Zuthem",Inlaat,,,Inlaat,1,,SW.30.17-D330,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.0428378512829,
679,1,,-0.75,-0.75,22.6,0.5,3,,4,,,,"Bremmelerstraat, Herxen",inlaat,,Meetspijker op inlaat,inlaat,1,,SW.45.39-D132A,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.5974660738562,
680,2,1.4,-1.02,-1.02,18.4,1.6,3,,,,,,"Gravenweg, Windesheim",Inlaatduiker,,,,1,,SW.45.1-D153A,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,18.4348463510934,
681,1,,-0.9,-0.9,20,0.5,3,,4,,,,"Soestweteringpad, Windesheim",Inlaat,,,Inlaatduiker,1,,SW.45.13-D153B,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.9961772865564,
682,1,,-2.36,-2.34,17,0.8,3,,4,,,854C,Lageweg (koppeling Blankenham-/bed.Rondebroek),Weg met duiker en inlaat,,"BOK duiker uitstroom -2.04
bovenkant duiker uitstroom -1.44
meting 2.2..2008",854C,1,,854C,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.9416137540131,
683,1,,-1.65,-1.65,15,0.7,3,2,4,,,"NAP Hoogte HWZ 0,242 LWZ -0,686",Lageweg/Kloosterdijk Ossenzijl,Weg met duiker met inlaat,,"constructieis is zeer robust, kan ook wel wat kleiner",853A,1,,853A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.9968750401292,
684,1,,-1.07,-1.07,6,0.3,3,,5,,,851A,inlaat Worstdijk,Dam met duiker en inlaat,,,851A,1,,851A,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.5595068531701,
685,1,,-1.31,-1.37,16.43,0.6,3,,4,-1.791.17 waterschap Vollenhove nr. 2534,,818A,Kadoelerweg,Weg met duiker en inlaat,,Vergunning verleend door de Dienst der Zuiderzeewerken,818A,1,,818A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),16.4325544259948,
686,1,,-1.76,-1.76,16,0.5,13,,4,-1.791.17 waterschap Vollenhove nr. 2531,,819B,Arembergerweg/Woldweg,Weg met duiker en inlaat vlotterput,,"Vlotterput schoonmaken, werking niet perfect, te weinig hoogte verschil.
Vergunning verleend door de gemeente Vollenhove.
zie ook dossier 2548 over de aanleg vande duikers in de Arembergerweg
Zie ook dossier 2550 over de vlotterinlaat van de Barsbeker Binnenpolder",819B,1,,819B,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,15.1632597108312,
687,1,,-0.83,-0.83,29.9,0.4,3,,4,,1965,zie memo veld,"Middenweg, Genemuiden",inlaat,4,"Afsluitinrichting i.o.h. WS.

Afsluitmiddel    = Schuif op azobéwand
Materiaalsoort = Aluminium
",inlaat Middenweg,1,,BV.5-D25,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,29.8557945752771,
688,6,3,,,6,2,17,,4,,1890,,Nabij Gennigerdijk 4 Hasselt,Sluis Gennegerzijl,1,"Meetspijker op muur - Gemaal w-zijde Gennerdijk
Hoogte duiker 2,4 en 3 meter",Sluis Gennegerzijl,1,,SZ.5.46-D473,3,1,,,1,,,Gemeente,Gewoon en buitengewoon en constructie,,,5.9980947823451,
689,1,,-0.73,0,19,0.3,3,,4,,1985,zie memo veld,"Mandjeswaardweg, Mandjeswaard",uitlaat,4,"Vlotterton geplaatst in 1995
",Aflaatduiker thv Oudedijk,1,,MW.25.8-D21,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.1451688999303,
690,1,,-0.96,0,22.3,0.3,3,,4,,1962,,"kade Veneriete, Polder de Pieper",inlaat,,"Materiaal duiker = Beton/PVC

Afsluitmiddel    = Schuif met spindel
Materiaalsoort = Aluminium schuif met RVS spindel
bevat vlotterton","inlaat kade Veneriete bij van Dalfsen, Pieper",1,,VR.10.1-D4,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.3006962483587,
691,1,,-0.62,-0.62,30.6,0.3,13,4,5,,,822A,Genemuiden (Veerweg),Dam met duiker en inlaat,,Meetspijker.,822A,1,,822A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,32.7872290818558,
692,1,,-1.01,-0.95,32.36,0.2,21,2,4,,1999,Vereniging Natuurmonumenten Inlaat,Zomerdijk,Weg met duiker Voor aanvoer Meppelerdieplanden,4,Meetspijker op het gemaal als hoogte.,D1844,1,,D1844,3,2,,,2,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,31.8964412737136,
693,1,,1.82,1.82,9,0.6,3,2,4,,,1830I waterschap Reest en Wieden,Kerkhoflaan/Oostra in Wittelte,Dam met duiker en inlaat,4,,1830I,1,,1830I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.0989687004095,
694,1,,10.8,10.8,19.4,0.3,3,2,4,,,DH1 102SM-13,Inlaat Bosweg,Weg met duiker en inlaat,4,Hoogte op bout. Bout is een ondedeel van de constructie. Noordwesthoek is de bout. Geen meetbout.,BOSWEG (KIN),1,,BOSWEG (KIN),3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.8889178608506,
695,1,,0.07,0.04,15.5,0.5,3,,4,,,Onderhoud inlaat waterschap,Bulten Postweg,Weg met duiker en inlaat,,"26 april 07, lekkage, duikers van elkaar? damwand slecht! klep niet best.",DH-02-02-02-02_A_4,1,,DH-02-02-02-02_A_4,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,15.5246372775149,
696,,,,,1.5,,,,,,1987,,,,,,Broekhuizen,1,,SZ.255-D757,3,1,,,1,,,Onbekend,Onbekend,,,1.46398702275298,
697,1,,-3.35,-3.35,50,0.2,13,,4,,1908,zie memo veld,,inlaatduiker Halingen,4,"Hoofdwatergang staat niet op de legger
Afsluitbare duiker met vlotterton

Afsluitmiddel  = Schuif/TBS
Materiaalsoort = Gietstaal",Halingen,1,,KK.00-D2,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,52.075049027801,
698,1,,3.16,3.16,6.5,0.5,20,4,4,,,,,Dam met duiker en inlaat,,Meetspijker,O-04-04-06_INL_12,1,,O-04-04-06_INL_12,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.74254581013346,
699,2,1,2.71,2.71,12.5,1.25,3,2,4,,,Inlaat semi-automaat zonder telemetrie DH5 104OV-6,Nieuwlandenweg Uffeltesluis,Weg met duiker en inlaatwerk,,Meetspijker,UFFELTE (KIN),1,,UFFELTE (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.7202911696351,
700,1,,6.75,6.75,6,0.4,3,,4,,,,,Dam met duiker en inlaat,4,,OD4-06_D_34,1,,OD4-06_D_34,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam rechts (grondlichaam),7.53046752331068,
701,2,0.3,7.53,7.53,8,0.3,3,,4,,,pvc O.46.6,174,Dam met duiker en inlaat,,Meetbout.,O-38-08_A_8,1,,O-38-08_A_8,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.59296966659903,
702,1,,1.92,1.92,5,0.4,3,4,4,71/6646,,,233,Dam met duiker en inlaat,,Meetbout ingemeten door RB,O-06-08_G_26,1,,O-06-08_G_26,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.047298973523,
703,1,,1.1,1.11,12,0.4,3,,4,,,,244,Dam met duiker en inlaat,,,O-02_M_70,1,,O-02_M_70,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.515759304205,
704,2,0.4,0.98,0.98,16,1,3,,4,,,,313,Dam met duiker en inlaat,,"NAP was 1,861 op 01-12-2011",OV-03-02_52,1,,OV-03-02_52,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,15.0385893575378,
705,1,,0.2,0.2,9.6,0.7,3,4,4,,,,323,Dam met duiker en inlaat,,Meetspijker,OV-03-04_62,1,,OV-03-04_62,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.58625860260841,
706,1,,1.61,1.56,8,0.6,3,2,4,,,,416,Weg met duiker en inlaat,,"Stuw Max  2,191
Stuw Min  1,549
Breedte 0,75",WA-12-12-12_2,1,,WA-12-12-12_2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.75841623264234,
707,1,,0.26,0.26,15.6,0.4,3,4,4,,,,506,Dam met duiker en inlaat,,Hoogte op een put. Noordwesthoek op ijzer.,WA-04-14_4,1,,WA-04-14_4,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,20.1604600046648,
708,2,,,,15.4,,3,,4,,,Ivm waterkering,,Afsluiter,,,0599 SCHUTLANDEN,2,,0599 SCHUTLANDEN,3,1,,,1,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,15.4041682962972,
709,1,,0.98,0.98,2,0.5,3,4,4,,,,Dr. Laryweg,Dam met duiker en inlaat,,Meetspijker,WA-12-12-06_B_20,1,,WA-12-12-06_B_20,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam links (grondlichaam),3.18355042438049,
710,1,,1.39,1.39,9.2,0.5,3,,4,,,,,Dam met duiker en inlaat,,"Stuw Max 1,896
Stuw Min 1,418
Breedte 0,75

Meetspijker",WA-12-12-10_B_24,1,,WA-12-12-10_B_24,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam links (grondlichaam),16.7345111872342,
711,1,,5.1,5.1,2,1,3,,4,,,zie memo,Westerveldseweg Werveloverstort,Inlaatwerk,,"Krooshek vijver           6.033 NAP
Betonplaat meterkast  6.951 NAP",H02-02-42_D_36,1,,H02-02-42_D_36,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.722015250289055,
712,1,,5.96,5.81,12,0.3,20,,4,,,,,Dam met duiker en inlaatwerk,,"Meetbout
Is in 2008 vervangen, was een afsluiter  is nu een 
rvs schuif, onderdoorlaat. Betonnen duiker vervangen voor een PVC.",O-28_D_44,1,,O-28_D_44,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.4760790492816,
713,1,,12.09,12.09,6,0.4,3,,4,,,,,Dam met duiker en inlaatwerk,,,OD-04-62_C_20,1,,OD-04-62_C_20,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam links (grondlichaam),5.98212900290563,
714,1,,7.08,7.08,15.7,0.3,3,1,4,,,,,Dam met duiker en afsluiter,99,,NHV-10-4-4-4_A_2,1,,NHV-10-4-4-4_A_2,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,15.6879768977099,
715,1,,1.35,1.35,20,1,3,,4,,,HV3 102WA-44 Telemetrie,nlaat OssesluisI nrd,Dam met duiker en inlaat,,"Diameter schuif 0,5 m (bok 3,3 m +NAP ???) ",706 OSSESLUIS (KIN),1,,706 OSSESLUIS (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.9510270380651,
716,1,,-0.83,-0.79,10,0.2,20,2,4,,,Mantelbuis dient voor het bedienen van de klep,,Weg met duiker en inlaat fietspad,,Meetbout,859B,1,,859B,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.98244827466167,
717,1,,-1.19,-1.19,25.1,0.3,20,2,4,,,Inlaat en duiker voor waterschap,Weerdijk Oldmarkt,Weg met duiker met inlaat,,Meetbout,838A,1,,838A,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,25.2407633263854,
718,99,,,,35,,17,,4,,,,,vijver Noorderbergsingel uit/inlaat,2,"Meetspijker op muur uitlaat

Afsluiter wordt bij een peil hoger dan 5,2m +NAP in de IJssel dicht gezet",vijver Noorderbergsingel uit/inlaat,1,,AS.30.6-D361,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,35.0003614242848,
719,1,,0,0,9.3,0.6,3,,4,,,851B,Worstdijk (t.o. gemaal aan de tussenlinde),Dam met duiker en inlaat,,,851B,1,,851B,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.5144073306144,
720,2,1.5,-2.66,-2.66,7.4,2,3,4,4,,,900C Koppeling Nijeveen-De Auken,Stouwe,Weg met duiker en inlaat,,,900C,1,,900C,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.78016074390938,
721,1,,-1.55,-1.55,18,0.3,3,,4,,,837A,Hellingstraat,Dam met duiker en inlaat,,"Meetbout
Breedte 0.33
Damwandhoogte -0.34 NAP",837A,1,,837A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.21755520616481,
722,1,,-0.43,-0.43,18.8,0.3,20,4,4,,,,Fietspad,Dam met duiker en inlaat,,,BLANKENSTEIN (KIN),1,,BLANKENSTEIN (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),15.2977811945177,
723,1,,3.17,1.62,17.5,0.4,20,4,4,,,"Min inlaat 2,898 Max inlaat 3,898",,Dam met duiker en inlaat,,Meetspijker,WA-12-15_A_2,1,,WA-12-15_A_2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.477028362876,
724,1,,3.25,3.25,7.7,0.4,20,4,4,,,Schuif is  70 cm,,Dam met duiker en inlaat,,Meetspijker,WA-12-14-02_A_14,1,,WA-12-14-02_A_14,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,6.95062179019277,
725,1,,-1.42,-1.42,11.5,0.5,3,4,4,,,831B,Veldhuisweg voor Nederland,Dam met duiker en inlaat en regelput,,"Uiteinde bout op put.
Westkant put. (Waterkant).",831B,1,,831B,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.2242256165862,
726,1,,-1.97,-1.97,3,0.3,3,4,4,,,831R,Nederland,Dam met duiker en inlaat en regelput,,Bout (Geen meetbout) Hart stuw,831R,1,,831R,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.9574346972427,
727,1,,3.79,3.79,5.4,0.4,3,4,4,,,,,Dam met duiker,,Hoogte op betonnen vlak. Noordoosthoek.,O-14-10_A_16,1,,O-14-10_A_16,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de gehele dam (grondlichaam),7.59170685377084,
