FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.446,Kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,FIETSOVERSTEEKPLAATS,R,11.48499966,011,KPK0001220639,I,,POINT (104890.20270000026 458253.59530000016)
kruispunten_kenmerk.447,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,R,19.90500069,011,KPK0001220640,I,,POINT (110706.27849999815 453852.10269999877)
kruispunten_kenmerk.448,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,HUNNEVELDWEG,R,142.55000305,012,KPK0001220702,I,,POINT (202845.61719999835 439614.3328000009)
kruispunten_kenmerk.449,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,MGR.VAN STEELAAN,R,13.03800011,014,KPK0001220922,I,,POINT (85732.3049999997 456098.91600000113)
kruispunten_kenmerk.450,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,R,10.73600006,014,KPK0001220923,I,,POINT (84466.29019999877 457973.194600001)
kruispunten_kenmerk.451,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,R,10.73600006,014,KPK0001220924,I,,POINT (84548.50250000134 457961.1715000011)
kruispunten_kenmerk.452,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LICHTENVOORDSEWEG,R,218.03700256,015,KPK0001221151,I,,POINT (230411.70190000162 441323.6678000018)
kruispunten_kenmerk.453,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VARSSEVELDSEWEG,R,223.2250061,015,KPK0001221155,I,,POINT (234491.98299999908 444250.89550000057)
kruispunten_kenmerk.454,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIEUWENTSEWEG                  ZIEUWENTSEWEG=N312,R,224.57800293,015,KPK0001221159,I,,POINT (235179.25670000166 445326.4706000015)
kruispunten_kenmerk.455,Niet indeelbaar,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),L,OVERSTEEKPLAATS,R,27.40299988,015,KPK0001221219,I,,POINT (67439.36699999869 439917.41739999875)
kruispunten_kenmerk.456,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,46.07500076,015,KPK0001221254,I,,POINT (81753.01700000092 431763.5738000013)
kruispunten_kenmerk.457,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,48.38299942,015,KPK0001221255,I,,POINT (83962.2751000002 432360.25670000166)
kruispunten_kenmerk.458,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,AVELING,R,48.61600113,015,KPK0001221264,I,,POINT (84185.77050000057 432372.9811999984)
kruispunten_kenmerk.459,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,R,28.92099953,020,KPK0001221593,I,,POINT (89723.48930000141 438444.69220000133)
kruispunten_kenmerk.460,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,29.07799911,020,KPK0001221595,I,,POINT (89828.00510000065 438580.94519999996)
kruispunten_kenmerk.461,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,81.62999725,027,KPK0001221826,I,,POINT (139047.9250999987 457303.6816999987)
kruispunten_kenmerk.462,Pseudo kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,CADO,R,21.14699936,028,KPK0001221853,I,,POINT (157376.8317000009 463490.5678999983)
kruispunten_kenmerk.463,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEARREWEI,R,66.46499634,031,KPK0001221989,I,,POINT (197481.02650000155 573488.6788999997)
kruispunten_kenmerk.464,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,23.03700066,032,KPK0001221997,I,,POINT (204803.02519999817 535031.8161000013)
kruispunten_kenmerk.465,Kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BEERZERWEG,R,25.76600075,036,KPK0001222129,I,,POINT (234831.0124000013 503120.64130000025)
kruispunten_kenmerk.466,Kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BEERZERWEG,R,25.77199936,036,KPK0001222130,I,,POINT (234811.7767000012 503115.0042000003)
kruispunten_kenmerk.467,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,ROZENWEG                       RIJKSSTRAATWEG,R,21.64500046,044,KPK0001222159,I,,POINT (88457.71779999882 461945.61290000007)
kruispunten_kenmerk.468,T-kruispunt met voorrangsregeling,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,RW. 14 VBW. a/d,R,27.26000023,044,KPK0001222185,I,,POINT (84524.71620000154 457995.96759999916)
kruispunten_kenmerk.469,Kruispunt met voorrangsregeling,J,J,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,RW. 14 VBW. a/d,R,27.26000023,044,KPK0001222186,I,,POINT (84554.58520000055 457986.4684000015)
kruispunten_kenmerk.470,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,L,STOOFWEG=N651,R,47.40200043,057,KPK0001222429,I,,POINT (45787.78519999981 414256.9884000011)
kruispunten_kenmerk.471,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIJSTRAAT,R,48.05199814,057,KPK0001222444,I,,POINT (45889.65049999952 413603.3231000006)
kruispunten_kenmerk.472,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,R,SEROOSKERKSEWEG=R059,R,48.0870018,057,KPK0001222445,I,,POINT (45878.64460000023 413570.21499999985)
kruispunten_kenmerk.473,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIJSTRAAT,R,48.05199814,057,KPK0001222446,I,,POINT (45898.28799999878 413598.16310000047)
kruispunten_kenmerk.474,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,R,SEROOSKERKSEWEG=R059,R,48.0870018,057,KPK0001222447,I,,POINT (45883.90709999949 413567.45259999856)
kruispunten_kenmerk.475,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WEELDEWEG,R,53.8219986,057,KPK0001222524,I,,POINT (40971.49390000105 412336.2243000008)
kruispunten_kenmerk.476,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,3.32999992,057,KPK0001222555,I,,POINT (73967.93180000037 435311.1294)
kruispunten_kenmerk.477,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,3.34299994,057,KPK0001222556,I,,POINT (73968.64519999921 435325.65619999915)
kruispunten_kenmerk.478,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DELINGSDIJK                    DELINGSDIJK=N653,R,9.10000038,059,KPK0001222772,I,,POINT (46306.03130000085 413354.5837999992)
kruispunten_kenmerk.479,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DELINGSDIJK                    DELINGSDIJK=N653,R,9.10000038,059,KPK0001222773,I,,POINT (46313.05649999902 413365.4299999997)
kruispunten_kenmerk.480,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,MIDDENWEG                      STOLPWEG,R,20.72999954,059,KPK0001222868,I,,POINT (58994.852699998766 407231.32140000165)
kruispunten_kenmerk.481,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,MIDDENWEG                      STOLPWEG,R,20.72999954,059,KPK0001222869,I,,POINT (58993.26110000163 407240.30099999905)
kruispunten_kenmerk.482,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,PROVINCIALEWEG=N498            PROVINCIALEWEG,R,43.48300171,059,KPK0001222875,I,,POINT (79403.81300000101 412901.95699999854)
kruispunten_kenmerk.483,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,PROVINCIALEWEG=N498            PROVINCIALEWEG,R,43.48300171,059,KPK0001222876,I,,POINT (79400 412915)
kruispunten_kenmerk.484,Pseudo T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PPL.+ CARP.PL.,R,102.03099823,059,KPK0001223005,I,,POINT (119711.70120000094 410736.9340999983)
kruispunten_kenmerk.485,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,132.80900574,059,KPK0001223017,I,,POINT (148708.86789999902 414246.77219999954)
kruispunten_kenmerk.486,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,OVERSTEEKPLAATS,R,132.79200745,059,KPK0001223018,I,,POINT (148702.9074999988 414447.8247999996)
kruispunten_kenmerk.487,Kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TRACTAATWEG                    GUIDO GEZELLESTRAAT,R,25.76399994,061,KPK0001223026,I,,POINT (48320.143599998206 369417.7479999997)
kruispunten_kenmerk.488,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DE BREAUTELAAN                 MARTINILAAN,R,5.29300022,065,KPK0001223034,I,,POINT (147378.1724999994 406982.4384999983)
kruispunten_kenmerk.489,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DE BREAUTELAAN                 MARTINILAAN,R,5.30000019,065,KPK0001223035,I,,POINT (147381.08989999816 406966.4215000011)
kruispunten_kenmerk.490,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,DE VISELAAN,R,5.37200022,065,KPK0001223036,I,,POINT (147311.36140000075 406937.4349000007)
kruispunten_kenmerk.491,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOSLAAN                        VIJVERBOSWEG,R,5.73199987,065,KPK0001223043,I,,POINT (147013.67440000176 406733.3964000009)
kruispunten_kenmerk.492,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOSLAAN                        VIJVERBOSWEG,R,5.73199987,065,KPK0001223048,I,,POINT (147021.69099999964 406721.06799999997)
kruispunten_kenmerk.493,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,9.54800034,065,KPK0001223073,I,,POINT (144288.44959999993 404329.3324000016)
kruispunten_kenmerk.494,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KOOLHOFWEG                     MGR.ZWIJSENSTRAAT,R,11.93799973,065,KPK0001223077,I,,POINT (142453.30959999934 402770.4215000011)
kruispunten_kenmerk.495,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HEUSDENSEBAAN,R,13.81999969,065,KPK0001223080,I,,POINT (141072.54140000045 401493.5918000005)
kruispunten_kenmerk.496,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HEUSDENSEBAAN,R,13.81999969,065,KPK0001223081,I,,POINT (141086.10080000013 401482.1416000016)
kruispunten_kenmerk.497,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,49.68500137,067,KPK0001223174,I,,POINT (188152.28220000118 378044.0185999982)
kruispunten_kenmerk.498,Niet indeelbaar,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,OVERSTEEKPLAATS,R,49.61500168,067,KPK0001223175,I,,POINT (188127.29830000177 378223.4776000008)
kruispunten_kenmerk.499,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BALGWEG                        OOSTOEVERWEG,R,3.18799996,099,KPK0001223455,I,,POINT (115435.09490000084 547400.9813000001)
kruispunten_kenmerk.500,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BALGWEG                        OOSTOEVERWEG,R,3.19000006,099,KPK0001223456,I,,POINT (115445.05759999901 547418.3284000009)
kruispunten_kenmerk.501,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AKKERWEG                       AKKERWEG,R,19.7329998,099,KPK0001223457,I,,POINT (130154.12929999828 548685.4789999984)
kruispunten_kenmerk.502,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AKKERWEG                       AKKERWEG,R,19.7329998,099,KPK0001223458,I,,POINT (130136.26069999859 548710.5742999986)
kruispunten_kenmerk.503,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,VBW.c =RW.  7,R,20.91600037,099,KPK0001223459,I,,POINT (131218.5936000012 549189.5460000001)
kruispunten_kenmerk.504,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.d =RW.  7,R,20.95400047,099,KPK0001223460,I,,POINT (131255.7087999992 549183.6077999994)
kruispunten_kenmerk.505,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.d =RW.  7,R,20.95400047,099,KPK0001223461,I,,POINT (131255.7087999992 549183.6077999994)
kruispunten_kenmerk.506,Pseudo kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.a =RW.  7                  VBW.b =RW.  7,R,21.13800049,099,KPK0001223462,I,,POINT (131439.36190000176 549130.1603000015)
kruispunten_kenmerk.507,Pseudo kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.a =RW.  7                  VBW.b =RW.  7,R,21.13800049,099,KPK0001223463,I,,POINT (131439.36190000176 549130.1603000015)
kruispunten_kenmerk.508,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,BUSBAAN,R,11.49199963,028,KPK0001464824,I,,POINT (149389.3088000007 458773.37970000133)
kruispunten_kenmerk.509,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,ZIJSTRAAT,R,56.41799927,001,KPK0001465614,I,,POINT (169236.01740000024 464678.1226999983)
kruispunten_kenmerk.510,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor met linksaf toegestaan en keerverbod voor de linker zijstraat (D6L + F7),,ZIJSTRAAT,R,56.26200104,001,KPK0001465615,I,,POINT (169244.31489999965 464665.6688000001)
kruispunten_kenmerk.511,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,BEZINESTATION,R,148.8999939,012,KPK0001467025,I,,POINT (207699.2824999988 435571.3390999995)
kruispunten_kenmerk.512,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,21.03899956,020,KPK0001467770,I,,POINT (82314.55939999968 437091.82930000126)
kruispunten_kenmerk.513,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,20.95599937,020,KPK0001467771,I,,POINT (82266.74969999865 437169.9296000004)
kruispunten_kenmerk.514,Kruispunt zonder voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,WESTLANDSEWEG,R,21.0170002,020,KPK0001467773,I,,POINT (82368.33460000157 437118.30579999834)
kruispunten_kenmerk.515,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,22.2310009,020,KPK0001467775,I,,POINT (83468.54800000042 437678.1442999989)
kruispunten_kenmerk.516,Kruispunt zonder voorrangsregeling,J,J,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,HOLYSINGEL,R,22.26000023,020,KPK0001467776,I,,POINT (83518.9813000001 437532.04470000044)
kruispunten_kenmerk.517,Kruispunt zonder voorrangsregeling,J,J,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,CHURCHILLWEG,R,24.28899956,020,KPK0001467782,I,,POINT (85428.00809999928 438098.6187000014)
kruispunten_kenmerk.518,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,OOSTERWEG,R,30.65999985,057,KPK0001468713,I,,POINT (55513.892000000924 425420.23999999836)
