FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.1482,Pseudo Haarlemmermeer-aansluiting,D,47.6y,,'BOTLEKBRUG'RANG.BAAN y,R,47.89599991,015,KPK0001134579,I,,POINT (83477.02580000088 432340.3781000003)
divergenties_kenmerk.1483,Pseudo T-knooppunt,D,49.9p,,'KP.BENELUX'ROTTERDAM-HEIJPLAAT VBW. p,R,49.83300018,015,KPK0001134612,I,,POINT (85370.63659999892 432272.45479999855)
divergenties_kenmerk.1484,Pseudo T-knooppunt,D,52.1s,,'KP.BENELUX'RING-WEST ROTTERDAM-NOORD VBW.s,R,52.31399918,015,KPK0001134651,I,,POINT (87804.56089999899 432105.18389999866)
divergenties_kenmerk.1485,Pseudo Haarlemmermeer-aansluiting,U,50.4c,17,'HOOGVLIET'VBW. c,R,50.57600021,015,KPK0001135925,I,,POINT (86080.28110000119 432113.7804000005)
divergenties_kenmerk.1486,Pseudo Haarlemmermeer-aansluiting,U,55.3c,19,'ROTTERDAM-CHARLOIS'VBW. c,R,55.40399933,015,KPK0001135956,I,,POINT (90750.49769999832 431106.64020000026)
divergenties_kenmerk.1487,Pseudo Haarlemmermeer-aansluiting,D,0.0#,18,'ROTTERDAM-HEIJPLAAT'VBW. p,R,53.79499817,015,KPK0001135993,I,,POINT (89223.23299999908 431663.5562000014)
divergenties_kenmerk.1488,Halfklaverblad-aansluiting,U,46.0a,11,'STRAND HORST'VBW. a,R,45.87400055,028,KPK0001139786,I,,POINT (166825.86980000138 480135.1097000018)
divergenties_kenmerk.1489,Haarlemmermeer-aansluiting,U,52.9a,13,'HARDERWIJK'VBW. a,R,52.73300171,028,KPK0001139797,I,,POINT (172250.93710000068 483027.6226999983)
divergenties_kenmerk.1490,,U,62.2n,,BS.PPL.'HENDRIKSBOS'+ REST.,R,62.45399857,028,KPK0001139805,I,,POINT (181281.43519999832 486055.7413999997)
divergenties_kenmerk.1491,Haarlemmermeer-aansluiting,U,66.5c,15,'NUNSPEET-OOST'VBW. c,R,66.72799683,028,KPK0001139812,I,,POINT (184784.92880000174 487966.6777999997)
divergenties_kenmerk.1492,Haarlemmermeer-aansluiting,U,50.8a,12,'ERMELO'VBW. a,R,50.68700027,028,KPK0001139793,I,,POINT (170395.28669999912 482539.81159999967)
divergenties_kenmerk.1493,,U,0.0#,,BS.PPL.'HOOGVONDEREN',R,18.90399933,073,KPK0001198442,I,,POINT (199988.75519999862 356294.48319999874)
divergenties_kenmerk.1494,,U,0.0#,,BS.PPL.'PORTLAND',R,55.38899994,015,KPK0001134687,I,,POINT (90718.7947999984 431077.32979999855)
divergenties_kenmerk.1495,Overig volledig knooppunt,U,58.3m,,'KP.VAANPLEIN'RING-ZUID RANG.BAAN m,R,58.16500092,015,KPK0001134729,I,,POINT (93416.68329999968 431017.09420000017)
divergenties_kenmerk.1496,Niet indeelbaar,D,57.6q,,'RING-ZUID AMSTERDAM'VBW. q,R,57.81999969,015,KPK0001136012,I,,POINT (93069.62040000036 430982.6757000014)
divergenties_kenmerk.1497,Overig volledig knooppunt,D,61.1h,,'KP.VAANPLEIN'BERGEN OP ZOOM VBW. h,R,61.31200027,015,KPK0001136034,I,,POINT (96536.56320000067 430960.3458000012)
divergenties_kenmerk.1498,Overig volledig knooppunt,U,59.3g,,'KP.VAANPLEIN'ROTTERDAM-ZUIDPLEIN VBW. g,R,59.22700119,015,KPK0001136046,I,,POINT (94473.60889999941 431097.98380000144)
divergenties_kenmerk.1499,Overig volledig knooppunt,U,59.7e,,'KP.VAANPLEIN'ANTWERPEN-HAVENS VBW. e,R,59.61199951,015,KPK0001136066,I,,POINT (94793.47529999912 430992.70320000127)
divergenties_kenmerk.1500,Overig volledig knooppunt,U,60.3f,,'KP.VAANPLEIN'ROTTERDAM-ZUIDPLEIN VBW. f,R,60.41600037,015,KPK0001136076,I,,POINT (95617.73470000178 431048.5245999992)
divergenties_kenmerk.1501,Pseudo Halfklaverblad-aansluiting,U,62.2a,20,'ROTTERDAM-IJSSELMONDE'VBW. a,R,62.08200073,015,KPK0001136096,I,,POINT (97263.57149999961 431125.71920000017)
divergenties_kenmerk.1502,Pseudo Overig volledig knooppunt,U,63.3p,,'KP.RIDDERKERK-NOORD'NIJMEGEN VBW. p,R,63.1570015,015,KPK0001136101,I,,POINT (98207.5111999996 431623.749400001)
divergenties_kenmerk.1503,Pseudo Halfklaverblad-aansluiting,U,62.3c,20,'ROTTERDAM-IJSSELMONDE'VBW. c,R,62.44499969,015,KPK0001136116,I,,POINT (97542.60110000148 431378.4860999994)
divergenties_kenmerk.1504,Pseudo Klaverbladknooppunt,U,18.5e,,'KP.KUNDERBERG'MAASTRICHT VBW. e,R,18.32600021,076,KPK0001144471,I,,POINT (194643.21810000017 321374.3267999999)
divergenties_kenmerk.1505,Pseudo Klaverbladknooppunt,U,19.1n,,'KP.KUNDERBERG'MAASTRICHT RANG.BAAN n,R,19.23900032,076,KPK0001144473,I,,POINT (195141.61890000105 320594.5520000011)
divergenties_kenmerk.1506,,U,26.4m,,BS.PPL.'TIENBAAN',R,26.30900002,076,KPK0001144479,I,,POINT (199488.375500001 315164.92489999905)
divergenties_kenmerk.1507,,U,26.9a,,DOUANE EMPL.,R,26.88400078,076,KPK0001144481,I,,POINT (199792.86199999973 314699.9849999994)
divergenties_kenmerk.1508,,U,26.5n,,BS.PPL.'LANGVELD',R,26.60300064,076,KPK0001144482,I,,POINT (199662.73640000075 314935.6937999986)
divergenties_kenmerk.1509,Halfklaverblad-aansluiting,U,36.0c,17,'BELFELD'VBW. c,R,36.20600128,073,KPK0001198562,I,,POINT (207209.71570000052 370148.08089999855)
divergenties_kenmerk.1510,,D,101.5#,,'KP.TIGLIA'KOBLENZ (RW74 L.RIJB.),R,39.85499954,073,KPK0001198565,I,,POINT (208659.55299999937 373398.2351000011)
divergenties_kenmerk.1511,Pseudo Halfklaverblad-aansluiting,D,40.9c,16,'VENLO-ZUID'VBW. c,R,41.01300049,073,KPK0001198568,I,,POINT (207920.16110000014 374276.58839999884)
divergenties_kenmerk.1512,Pseudo Halfklaverblad-aansluiting,U,43.2a,14,'MAASBREE'VBW. a,R,43.06499863,073,KPK0001198572,I,,POINT (206314.8407999985 375520.95230000094)
divergenties_kenmerk.1513,Klaverbladknooppunt,U,44.5x,,'KP.ZAARDERHEIKEN'RANG.BAAN x,R,44.30199814,073,KPK0001198576,I,,POINT (206235.57600000128 376735.1849000007)
divergenties_kenmerk.1514,Haarlemmermeer-aansluiting,U,56.2a,10,'HORST NOORD'VBW. a,R,56.0719986,073,KPK0001198584,I,,POINT (201517.50549999997 386495.83520000055)
divergenties_kenmerk.1515,Haarlemmermeer-aansluiting,U,56.7c,10,'HORST NOORD'VBW. c,R,56.89500046,073,KPK0001198586,I,,POINT (201199.62090000138 387261.1700000018)
divergenties_kenmerk.1516,,U,0.0#,,BS.PPL.'DE WUUST',R,61.35100174,073,KPK0001198592,I,,POINT (198922.87590000033 391051.1158999987)
divergenties_kenmerk.1517,Halfklaverblad-aansluiting,U,66.6c,8,'VENRAY-NOORD'VBW. c,R,66.69999695,073,KPK0001198599,I,,POINT (196969.10770000145 395837.32719999924)
divergenties_kenmerk.1518,Pseudo Overig volledig knooppunt,U,61.9m,,'KP.RIDDERKERK-NOORD'RING-OOST RANG.BAAN m,R,61.83300018,015,KPK0001134784,I,,POINT (97010.9897999987 431036.18730000034)
divergenties_kenmerk.1519,Pseudo Overig volledig knooppunt,U,62.8g,,'KP.RIDDERKERK-NOORD'ROTTERDAM-NOORD VBW. g,R,62.61399841,015,KPK0001134797,I,,POINT (97710.34919999912 431427.4642000012)
divergenties_kenmerk.1520,Pseudo Overig volledig knooppunt,D,63.3e,,'KP.RIDDERKERK-NOORD'ANTWERPEN VBW. e,R,63.06700134,015,KPK0001134798,I,,POINT (98101.22549999878 431664.1458999999)
divergenties_kenmerk.1521,Pseudo T-knooppunt,D,27.2p,,'KP.RIDDERKERK-ZUID'ANTWERPEN VBW. p(RW16),R,65.85700226,015,KPK0001134842,I,,POINT (100237.66000000015 430319.2131000012)
divergenties_kenmerk.1522,Pseudo T-knooppunt,D,70.1h,,'KP.RIDDERKERK-ZUID'RING-OOST VBW. h,R,70.27799988,015,KPK0001134853,I,,POINT (100929.99870000035 430089.7575000003)
divergenties_kenmerk.1523,Pseudo T-knooppunt,U,70.7k,,'KP.RIDDERKERK-ZUID'BREDA VBW. k,R,70.84500122,015,KPK0001134867,I,,POINT (101502.00510000065 430068.3231000006)
divergenties_kenmerk.1524,Haarlemmermeer-aansluiting,U,71.7a,21,'HENDRIK-IDO-AMBACHT'VBW. a,R,71.51899719,015,KPK0001134881,I,,POINT (102164.90170000121 430035.90370000154)
divergenties_kenmerk.1525,Haarlemmermeer-aansluiting,U,72.0m,,BS,R,71.86799622,015,KPK0001136165,I,,POINT (102510.19530000165 430011.28269999847)
divergenties_kenmerk.1526,Halfklaverblad-aansluiting,U,76.0q,,'BS+PPL',R,76.21600342,015,KPK0001136175,I,,POINT (106513.82999999821 429113.2100000009)
divergenties_kenmerk.1527,Klaverbladknooppunt,U,95.7k,,'KP.GORINCHEM'BREDA VBW. k,R,95.7539978,015,KPK0001136184,I,,POINT (124867.93499999866 428713.8641999997)
divergenties_kenmerk.1528,Halfklaverblad-aansluiting,U,94.9a,27,'GORINCHEM'VBW. a,R,94.78500366,015,KPK0001136197,I,,POINT (124036.56920000166 428239.9188000001)
divergenties_kenmerk.1529,Klaverbladknooppunt,U,95.4e,,'KP.GORINCHEM'BREDA VBW. e,R,95.31999969,015,KPK0001136201,I,,POINT (124477.6248999983 428526.6103999987)
divergenties_kenmerk.1530,Pseudo Haarlemmermeer-aansluiting,D,45.6t,,'ROZENBURG'VBW t,R,45.26499939,015,KPK0001135823,I,,POINT (80947.11190000176 431694.189100001)
divergenties_kenmerk.1531,Pseudo Haarlemmermeer-aansluiting,D,54.1a,19,'ROTTERDAM-CHARLOIS'VBW a,R,53.90999985,015,KPK0001135887,I,,POINT (89309.32330000028 431602.7318000011)
divergenties_kenmerk.1532,Pseudo Overig volledig knooppunt,U,63.8v,,'KP.RIDDERKERK-NOORD'NIJMEGEN VBW. v,R,63.80500031,015,KPK0001136134,I,,POINT (98708.07339999825 432063.131000001)
divergenties_kenmerk.1533,T-knooppunt,U,82.3h,,'KP.RIJKEVOORT'GENNEP VBW. h,R,82.41899872,073,KPK0001198611,I,,POINT (190350.65450000018 409431.81529999897)
divergenties_kenmerk.1534,Halfklaverblad-aansluiting,U,84.8a,5,'HAPS'VBW. a,R,84.62799835,073,KPK0001198614,I,,POINT (189681.35319999978 411529.9829999991)
divergenties_kenmerk.1535,Halfklaverblad-aansluiting,U,85.1c,5,'HAPS'VBW. c,R,85.23600006,073,KPK0001198619,I,,POINT (189406.26570000127 412078.63699999824)
divergenties_kenmerk.1536,Halfklaverblad-aansluiting,U,90.0a,4,'CUIJK'VBW. a,R,89.86699677,073,KPK0001198620,I,,POINT (186956.36210000142 415900.5100999996)
divergenties_kenmerk.1537,Halfklaverblad-aansluiting,U,94.7c,3,'MALDEN'VBW. c,R,94.93000031,073,KPK0001198626,I,,POINT (186016.83680000156 420811.6640999988)
divergenties_kenmerk.1538,T-knooppunt,U,109.7j,,'KP.NEERBOSCH'VENLO VBW. j,R,109.55500031,783,KPK0001198668,I,,POINT (181955.53990000114 428297.31529999897)
divergenties_kenmerk.1539,Halfklaverblad-aansluiting,D,75.6a,22,'ALBLASSERDAM'VBW. a,R,75.43199921,015,KPK0001134891,I,,POINT (105875.34670000151 429580.991799999)
divergenties_kenmerk.1540,Haarlemmermeer-aansluiting,D,72.2c,21,'HENDRIK-IDO-AMBACHT'VBW. c,R,72.40599823,015,KPK0001134892,I,,POINT (103048.6154000014 430064.29019999877)
divergenties_kenmerk.1541,Halfklaverblad-aansluiting,U,76.4c,22,'ALBLASSERDAM'VBW. c,R,76.64099884,015,KPK0001134893,I,,POINT (106854.0634999983 428852.54940000176)
divergenties_kenmerk.1542,Klaverbladknooppunt,U,115.2w,,'KP.DEIL''s-HERTOGENBOSCH VBW. w,R,115.2440033,015,KPK0001136229,I,,POINT (143944.70069999993 429832.3403999992)
divergenties_kenmerk.1543,Klaverbladknooppunt,D,115.9s,,'KP.DEIL'UTRECHT VBW. s,R,116.05000305,015,KPK0001136230,I,,POINT (144743.8883999996 429992.16050000116)
divergenties_kenmerk.1544,Klaverbladknooppunt,D,114.8v,,'KP.DEIL'UTRECHT VBW. v,R,114.59999847,015,KPK0001136232,I,,POINT (143393.3300999999 429503.1206)
divergenties_kenmerk.1545,Haarlemmermeer-aansluiting,U,7.4c,,'IND.HALFWEG'VBW. c,R,7.51100016,200,KPK0001144575,I,,POINT (110389.78209999949 488965.4596000016)
divergenties_kenmerk.1546,Klaverbladknooppunt,D,13.2w,,'KP.RESSEN'TIEL VBW. w,R,13.13199997,325,KPK0001144600,I,,POINT (188135.4134999998 434528.2038999982)
divergenties_kenmerk.1547,Klaverbladknooppunt,D,13.4r,,'KP.RESSEN'EINDHOVEN VBW. r,R,13.62800026,325,KPK0001144608,I,,POINT (188305.46070000157 434986.40480000153)
divergenties_kenmerk.1548,Pseudo Halfklaverblad-aansluiting,U,15.9c,27,'ROTTERDAM-PR.ALEXANDER'VBW. c,R,15.94699955,016,KPK0001136284,I,,POINT (96227.0716000013 440105.49240000173)
divergenties_kenmerk.1549,Pseudo Halfklaverblad-aansluiting,U,19.9c,25,'CAPELLE A/D IJSSEL'VBW. c,R,20.00200081,016,KPK0001136312,I,,POINT (96569.79089999944 436203.0513000004)
divergenties_kenmerk.1550,Pseudo Haarlemmermeer-aansluiting,U,87.8a,26,'HARDINXVELD-GIESSENDAM'VBW. a,R,87.66699982,015,KPK0001135130,I,,POINT (117319.98110000044 426268.84329999983)
divergenties_kenmerk.1551,Pseudo Haarlemmermeer-aansluiting,U,88.3c,26,'HARDINXVELD-GIESSENDAM'VBW. c,R,88.33699799,015,KPK0001135138,I,,POINT (117990.94619999826 426374.01469999924)
divergenties_kenmerk.1552,,U,90.4m,,BS.PPL.'STEENENHOEK',R,90.24700165,015,KPK0001135164,I,,POINT (119775.78849999979 426914.91490000114)
divergenties_kenmerk.1553,Klaverbladknooppunt,U,94.5m,,'KP.GORINCHEM'UTRECHT RANG.BAAN m,R,94.49500275,015,KPK0001135222,I,,POINT (123774.40450000018 428094.78599999845)
divergenties_kenmerk.1554,Pseudo Halfklaverblad-aansluiting,D,22.8u,24,'ROTTERDAM-FEIJENOORD'VBW. u,R,22.94799995,016,KPK0001136341,I,,POINT (98206.38589999825 433860.3398000002)
divergenties_kenmerk.1555,Pseudo Halfklaverblad-aansluiting,U,18.1a,26,'ROTTERDAM-KRALINGEN'VBW. a,R,17.95800018,016,KPK0001136356,I,,POINT (96608.02019999921 438160.9930999987)
divergenties_kenmerk.1556,Pseudo Halfklaverblad-aansluiting,D,21.7a,24,'ROTTERDAM-FEIJENOORD'VBW. a,R,21.6079998,016,KPK0001136378,I,,POINT (97222.46869999915 434743.2932000011)
divergenties_kenmerk.1557,Pseudo Halfklaverblad-aansluiting,U,0.0#,,'BRAINPARK III',R,19.37700081,016,KPK0001136405,I,,POINT (96398.22700000182 436795.2129999995)
divergenties_kenmerk.1558,Pseudo Halfklaverblad-aansluiting,U,22.4c,24,'BEVERWAARD'VBW. c,R,22.54500008,016,KPK0001136411,I,,POINT (98076.24500000104 434270.76099999994)
divergenties_kenmerk.1559,Pseudo Halfklaverblad-aansluiting,U,0.0#,24,'NOORDERHELLING'VBW. w,R,21.88500023,016,KPK0001136417,I,,POINT (97183.6136999987 434572.2003000006)
divergenties_kenmerk.1560,Pseudo Halfklaverblad-aansluiting,U,0.0#,,BUSBAAN,R,22.14299965,016,KPK0001136418,I,,POINT (97050.26080000028 434721.94750000164)
divergenties_kenmerk.1561,Pseudo Overig volledig knooppunt,U,25.0j,,'KP.RIDDERKERK-NOORD'RIDDERKERK VBW. j,R,24.89900017,016,KPK0001136442,I,,POINT (98825.8376000002 431987.07239999995)
divergenties_kenmerk.1562,Haarlemmermeer-aansluiting,U,72.5b,21,'HENDRIK-IDO-AMBACHT'VBW. b (RW15),R,22.10000038,915,KPK0001144741,I,,POINT (102776.00890000165 429899.5846000016)
divergenties_kenmerk.1563,Halfklaverblad-aansluiting,U,141.1a,35,'OCHTEN'VBW. a,R,141.00999451,015,KPK0001135398,I,,POINT (167750.08029999956 436826.99489999935)
divergenties_kenmerk.1564,,U,149.7p,,PPL.'LEIGRAAF',R,149.60499573,015,KPK0001135409,I,,POINT (176266.51190000027 436524.7996999994)
divergenties_kenmerk.1565,Haarlemmermeer-aansluiting,U,30.5c,10,'HAVENS 5700-6200'VBW. c,R,30.60300064,015,KPK0001134258,I,,POINT (70363.43219999969 439062.4840000011)
divergenties_kenmerk.1566,Halfklaverblad-aansluiting,U,99.7a,28,'ARKEL'VBW. a,R,99.56199646,015,KPK0001135260,I,,POINT (128588.41800000146 428363.10280000046)
divergenties_kenmerk.1567,Halfklaverblad-aansluiting,U,99.7c,28,'ARKEL'VBW. c,R,99.79299927,015,KPK0001135306,I,,POINT (128894.03649999946 428302.059799999)
divergenties_kenmerk.1568,Halfklaverblad-aansluiting,U,105.5a,29,'LEERDAM'VBW. a,R,105.3219986,015,KPK0001135331,I,,POINT (134386.54710000008 428070.3158)
divergenties_kenmerk.1569,Halfklaverblad-aansluiting,U,105.8c,29,'LEERDAM'VBW. c,R,105.91999817,015,KPK0001135332,I,,POINT (134929.71810000017 428315.36780000106)
divergenties_kenmerk.1570,,U,112.4m,,BS.PPL.'MOLENKAMP',R,112.20800018,015,KPK0001135334,I,,POINT (141102.74639999866 428856.14990000054)
divergenties_kenmerk.1571,Pseudo T-knooppunt,U,27.8s,,'KP.RIDDERKERK-ZUID'NIJMEGEN VBW. s,R,27.93199921,016,KPK0001136468,I,,POINT (100866.55090000108 429724.37579999864)
divergenties_kenmerk.1572,Haarlemmermeer-aansluiting,U,33.3c,22,'ZWIJNDRECHT'VBW. c,R,33.46099854,016,KPK0001136482,I,,POINT (103568.13749999925 425114.25780000165)
divergenties_kenmerk.1573,Haarlemmermeer-aansluiting,U,34.8a,21,'DORDRECHT-CENTRUM'VBW. a,R,34.62599945,016,KPK0001136527,I,,POINT (104145.71689999849 424231.94779999927)
divergenties_kenmerk.1574,Pseudo T-knooppunt,U,56.4y,,'KP.BENELUX'ROTTERDAM-CHARLOIS RANG.BAAN y,R,56.72100067,015,KPK0001134707,I,,POINT (92005.39449999854 430783.75939999893)
divergenties_kenmerk.1575,Klaverbladknooppunt,U,36.6w,,'KP.GORINCHEM'GORINCHEM-OOST VBW. w,R,36.67399979,027,KPK0001185572,I,,POINT (124849.83300000057 428570.3931999989)
divergenties_kenmerk.1576,Klaverbladknooppunt,U,37.1v,,'KP.GORINCHEM'GORINCHEM VBW. v,R,36.95999908,027,KPK0001185580,I,,POINT (124971.2714000009 428821.89649999887)
divergenties_kenmerk.1577,Haarlemmermeer-aansluiting,U,0.0#,2,'KAAG (DORP)'VBW. c,R,6.43499994,044,KPK0001185637,I,,POINT (99107.37029999867 471353.8792999983)
divergenties_kenmerk.1578,Haarlemmermeer-aansluiting,U,11.2c,4,'WARMOND'VBW. c,R,11.39000034,044,KPK0001185646,I,,POINT (94533.55669999868 469552.2969999984)
divergenties_kenmerk.1579,Pseudo Halfklaverblad-aansluiting,U,17.5a,8a,'KATWIJK'VBW. a,R,17.33200073,044,KPK0001185655,I,,POINT (91192.54349999875 465118.2184999995)
divergenties_kenmerk.1580,Niet indeelbaar,U,0.0#,,EIKENHORSTLAAN & BUSH.,R,24.75499916,044,KPK0001185673,I,,POINT (86279.13199999928 459772.29300000146)
divergenties_kenmerk.1581,Niet indeelbaar,U,0.0#,,'IND.FLORAHOLLAND',R,16.09000015,044,KPK0001185689,I,,POINT (91455.25299999863 466336.7010000013)
divergenties_kenmerk.1582,Haarlemmermeer-aansluiting,U,10.8d,,'LEIDSCHENDAM'VBW. d (RW14),R,27.27899933,044,KPK0001185691,I,,POINT (84542.87000000104 457975.5709999986)
divergenties_kenmerk.1583,Halfklaverblad-aansluiting,U,106.4j,,'KP.MAANDERBROEK'BARNEVELD VBW. j,R,106.22599792,012,KPK0001162608,I,,POINT (170556.311999999 448541.43239999935)
divergenties_kenmerk.1584,Halfklaverblad-aansluiting,U,5.0c,3,'DORDRECHT-STADSPOLDERS'VBW. c,R,5.09200001,003,KPK0001184553,I,,POINT (107155.91070000082 423686.0379999988)
divergenties_kenmerk.1585,Haarlemmermeer-aansluiting,U,6.5c,4,'DORDRECHT-KRISPIJN'VBW. c,R,6.61800003,003,KPK0001184558,I,,POINT (105876.71930000186 422923.25759999827)
divergenties_kenmerk.1586,Haarlemmermeer-aansluiting,U,7.9c,5,'DORDRECHT-STERRENBURG'VBW. c,R,8.07600021,003,KPK0001184561,I,,POINT (105145.12000000104 421665.5593000017)
divergenties_kenmerk.1587,,U,30.5m,,BS.PPL.'DE ANDEL',R,30.16900063,012,KPK0001162545,I,,POINT (107984.71180000156 450232.2377999984)
divergenties_kenmerk.1588,Niet indeelbaar,U,0.0#,,'IND. BIC',R,13.86299992,058,KPK0001163241,I,,POINT (155014.73589999974 388349.37959999964)
divergenties_kenmerk.1589,Niet indeelbaar,U,0.0#,,'WASSENAAR-ZUID',R,10.18700027,014,KPK0001184867,I,,POINT (84077.89200000092 458429.34600000083)
divergenties_kenmerk.1590,Haarlemmermeer-aansluiting,U,27.3a,9,'HAVENS 6200-7000'VBW. a,R,27.0529995,015,KPK0001184898,I,,POINT (67117.84499999881 439832.99540000036)
divergenties_kenmerk.1591,Pseudo T-knooppunt,U,37.8y,13,'ROZENBURG'RANG.BAAN y,R,38.04199982,015,KPK0001184918,I,,POINT (76230.47740000114 435076.65410000086)
divergenties_kenmerk.1592,Pseudo Haarlemmermeer-aansluiting,U,78.1a,23,'PAPENDRECHT'VBW. a,R,77.96499634,015,KPK0001185005,I,,POINT (108008.50189999864 428241.8387000002)
divergenties_kenmerk.1593,Pseudo Haarlemmermeer-aansluiting,U,78.9c,23,'PAPENDRECHT'VBW. c,R,79.10399628,015,KPK0001185007,I,,POINT (109080.47170000151 427840.86659999937)
divergenties_kenmerk.1594,Haarlemmermeer-aansluiting,U,81.3c,24,'SLIEDRECHT-WEST'VBW. c,R,81.45400238,015,KPK0001185048,I,,POINT (111279.72150000185 427021.0612999983)
divergenties_kenmerk.1595,Halfklaverblad-aansluiting,U,84.8a,25,'SLIEDRECHT-OOST'VBW. a,R,84.63200378,015,KPK0001185071,I,,POINT (114380.58830000088 426386.1086000018)
divergenties_kenmerk.1596,Halfklaverblad-aansluiting,U,85.3c,25,'SLIEDRECHT-OOST'VBW. c,R,85.54499817,015,KPK0001185080,I,,POINT (115246.45820000023 426079.50759999827)
divergenties_kenmerk.1597,,U,0.0#,,BS.PPL.'DE BOUT',R,91.00800323,015,KPK0001185090,I,,POINT (120429.11960000172 427292.89169999957)
divergenties_kenmerk.1598,,U,113.0n,,BS.PLL.'EIGENBLOK',R,113.08399963,015,KPK0001185119,I,,POINT (141970.65900000185 429005.9545999989)
divergenties_kenmerk.1599,,U,143.0m,,BS.PPL.'OVERBROEK'+ REST.,R,142.56599426,015,KPK0001185152,I,,POINT (169300.65320000052 436991.05970000103)
divergenties_kenmerk.1600,Halfklaverblad-aansluiting,U,100.7c,26,'HEERLE'VBW. c,R,100.74299622,058,KPK0001143014,I,,POINT (83628.78959999979 391378.3238000013)
divergenties_kenmerk.1601,Pseudo Haarlemmermeer-aansluiting,U,134.2a,32,'KRUININGEN'VBW. a,R,134.05700684,058,KPK0001143039,I,,POINT (63421.987900000066 383712.49920000136)
divergenties_kenmerk.1602,Haarlemmermeer-aansluiting,U,30.0c,9,'MOERGESTEL'VBW. c,R,30.05699921,058,KPK0001142554,I,,POINT (140324.28379999846 394195.8845000006)
divergenties_kenmerk.1603,Halfklaverblad-aansluiting,U,14.0c,7,'BEST'VBW. c,R,14.20800018,058,KPK0001163041,I,,POINT (154842.1667000018 388612.2507000007)
divergenties_kenmerk.1604,Haarlemmermeer-aansluiting,U,49.2a,37,'LIESSEL'VBW. a,R,49.05599976,067,KPK0001143880,I,,POINT (187602.2325000018 378349.61630000174)
divergenties_kenmerk.1605,,U,1.4n,,BS.PPL.'DE BEERZE',R,1.53100002,067,KPK0001163248,I,,POINT (143835.68360000104 370656.6750999987)
divergenties_kenmerk.1606,,U,31.5n,,BS.'KERKEIND',R,31.59000015,058,KPK0001163064,I,,POINT (139000.746199999 394959.21440000087)
divergenties_kenmerk.1607,Pseudo T-knooppunt,U,18.4t,,'KP.DE HOGT'S-HERTOGENBOSCH VBW. t,R,18.24600029,067,KPK0001163262,I,,POINT (157789.94799999893 379454.41970000044)
divergenties_kenmerk.1608,Pseudo T-knooppunt,D,18.6p,,'KP.DE HOGT'EINDHOVEN-CENTRUM VBW. p,R,18.54999924,067,KPK0001163270,I,,POINT (158091.62139999866 379452.0175999999)
divergenties_kenmerk.1609,Haarlemmermeer-aansluiting,U,42.4c,36,'ASTEN'VBW. c,R,42.58499908,067,KPK0001163315,I,,POINT (181666.94680000097 380895.87359999865)
divergenties_kenmerk.1610,Pseudo T-knooppunt,D,0.0#,,'KP.DE HOGT'VELDHOVEN VBW. p,R,18.83099937,067,KPK0001163361,I,,POINT (158081.7109999992 379833.3885000013)
divergenties_kenmerk.1611,,U,0.0#,,BS.'DEERSELS',R,59.35699844,067,KPK0001163329,I,,POINT (197554.0150000006 376734.93510000035)
divergenties_kenmerk.1612,Halfklaverblad-aansluiting,U,71.4a,40,'VELDEN'VBW. a,R,71.27300262,067,KPK0001163344,I,,POINT (209138.5170999989 378819.751600001)
divergenties_kenmerk.1613,,U,72.5p,,BS.'ZWARTEWATER',R,72.40000153,067,KPK0001163348,I,,POINT (210247.6623999998 378680.89290000126)
divergenties_kenmerk.1614,Halfklaverblad-aansluiting,U,72.1c,40,'VELDEN'VBW. c,R,72.26599884,067,KPK0001163349,I,,POINT (210131.0124000013 378729.1374000013)
divergenties_kenmerk.1615,Haarlemmermeer-aansluiting,U,73.5a,41,'VENLO'VBW. a,R,73.35399628,067,KPK0001163354,I,,POINT (211121.02950000018 378294.8341999985)
divergenties_kenmerk.1616,Haarlemmermeer-aansluiting,U,74.1c,41,'VENLO'VBW. c,R,74.19000244,067,KPK0001163356,I,,POINT (211884.19830000028 377951.4219999984)
divergenties_kenmerk.1617,,U,0.0#,,'DOUANE',R,74.64800262,067,KPK0001163357,I,,POINT (212290.49720000103 377742.05099999905)
divergenties_kenmerk.1618,Klaverbladknooppunt,U,44.3e,,'KP.HOEVELAKEN'UTRECHT VBW. e,R,44.13199997,001,KPK0001218815,I,,POINT (157486.5731999986 465625.36250000075)
divergenties_kenmerk.1619,Klaverbladknooppunt,U,68.4k,,'KP.ZAARDERHEIKEN'VENLO-WEST/ZUID VBW. k,R,68.61499786,067,KPK0001163372,I,,POINT (206501.28069999814 378556.3630999997)
divergenties_kenmerk.1620,Pseudo Klaverbladknooppunt,U,114.7v,,'KP.EWIJK'EINDHOVEN VBW. v,R,114.55500031,073,KPK0001144167,I,,POINT (177288.4754000008 430035.97679999843)
divergenties_kenmerk.1621,Klaverbladknooppunt,U,44.8j,,'KP.HOEVELAKEN'ZWOLLE VBW. j,R,44.72100067,001,KPK0001218819,I,,POINT (157879.17669999972 465190.49980000034)
divergenties_kenmerk.1622,Klaverbladknooppunt,U,46.8y,,'KP.ZAARDERHEIKEN'RANG.BAAN y,R,47.12200165,073,KPK0001163421,I,,POINT (206470.17449999973 379413.1206)
