KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
GVH32 AP 02090 G 0000;664673;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;247277;51;
GVH01 D 02029 G 0000;630920;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240306;249;vastgesteld
GVH14 V 08130 G 0000;215630;5;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;240307;7;vastgesteld
GVH16 X 02188 G 0000;220636;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240309;317;vastgesteld
LDN03 I 06032 G 0000;43989;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240310;374;vastgesteld
GVH24 AG 01684 G 0000;255811;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240464;55;vastgesteld
GVH09 N 02038 G 0000;181312;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;247297;166;vastgesteld
LDN03 L 01096 G 0000;393816;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240468;297;vastgesteld
GVH42 BC 03035 G 0000;8736;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240463;357;vastgesteld
LDN03 L 01116 G 0000;393820;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240469;252;vastgesteld
GVH09 N 01821 G 0000;181286;6;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240470;299;vastgesteld
GVH10 O 04204 G 0000;187447;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;247299;417;vastgesteld
GVH16 X 01843 G 0000;220364;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240472;213;vastgesteld
GVH38 AX 09382 G 0000;4614;16;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240091;124;vastgesteld
GVH27 AK 04784 G 0000;86701;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;247198;225;vastgesteld
GVH02 E 03723 G 0000;168055;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;297304;29;vastgesteld
GVH44 BE 04458 G 0000;15408;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240093;122;vastgesteld
GVH26 AI 09402 G 0000;81210;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320993;121;vastgesteld
GVH27 AK 01425 G 0000;84942;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133732;191;vastgesteld
GVH08 L 05280 G 0000;174634;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321023;48;vastgesteld
LDN03 H 08278 G 0000;573735;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240102;289;
GVH39 AY 05051 G 0000;7914;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321055;128;vastgesteld
GVH34 AS 02425 G 0000;637645;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321056;138;vastgesteld
LDN03 O 00189 G 0000;66557;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;297333;142;vastgesteld
GVH08 L 06074 G 0000;174774;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321067;52;vastgesteld
GVH44 BE 06067 G 0000;17358;12;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;321075;87870;vastgesteld
LDN03 L 00811 G 0000;50173;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240209;530;vastgesteld
GVH09 N 06539 G 0000;182875;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240210;83;vastgesteld
GVH11 P 09037 G 0000;192731;6;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240211;2765;vastgesteld
GVH11 P 09226 G 0000;192803;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321076;647;vastgesteld
LDN03 G 02037 G 0000;28458;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240213;188;vastgesteld
GVH39 AY 04177 G 0000;7029;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240214;122;vastgesteld
GVH08 L 06059 G 0000;174760;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321108;80;vastgesteld
GVH11 P 04557 G 0000;190939;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240216;124;vastgesteld
GVH44 BE 05213 G 0000;16304;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;297350;7;vastgesteld
GVH10 O 07238 G 0000;187749;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;297362;114;vastgesteld
LDN03 L 01054 G 0000;261348;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240218;267;vastgesteld
GVH23 AF 00777 G 0000;251155;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240219;36;vastgesteld
GVH18 Z 06282 G 0000;333385;8;Gemeentelijk eigendom niet belast met erfpacht;Gesplitst in appartementsrechten;240313;668;vastgesteld
GVH43 BD 03946 G 0000;11138;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103768;163;vastgesteld
GVH24 AG 03200 G 0000;256474;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240314;382;vastgesteld
GVH27 AK 02277 G 0000;85280;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108953;178;vastgesteld
GVH12 R 03931 G 0000;199524;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;254953;204;vastgesteld
GVH31 AO 00762 G 0000;126572;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;135193;328;vastgesteld
GVH35 AU 02752 G 0000;139329;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;125044;205;vastgesteld
GVH06 I 01898 G 0000;171842;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;125077;157;vastgesteld
GVH29 AM 02914 G 0000;109272;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240389;109;vastgesteld
LDN03 K 01058 G 0000;48541;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321182;2172;vastgesteld
GVH43 BD 06735 G 0000;629239;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240104;5306;
GVH11 P 06229 G 0000;191550;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;254962;78;vastgesteld
GVH21 AD 03441 G 0000;246197;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321213;6;vastgesteld
GVH09 N 03472 G 0000;181885;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;321214;234;vastgesteld
GVH03 F 00156 G 0000;168103;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240109;100;vastgesteld
GVH11 P 07851 G 0000;192269;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240110;243;vastgesteld
GVH23 AF 04049 G 0000;254991;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;254986;5;vastgesteld
GVH43 BD 02818 G 0000;9878;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;175126;10303;vastgesteld
GVH16 X 05203 G 0000;223659;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;135223;1075;vastgesteld
GVH14 V 03227 G 0000;208153;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240111;302;vastgesteld
GVH43 BD 04885 G 0000;12070;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;163979;263;vastgesteld
GVH09 N 04432 G 0000;182145;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;254947;167;vastgesteld
GVH09 N 08662 G 0000;186293;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;101183;910;vastgesteld
GVH45 BF 03431 G 0000;17514;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321272;207;vastgesteld
GVH29 AM 03349 G 0000;109536;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320614;142;vastgesteld
GVH05 H 01669 G 0000;170666;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240115;255;vastgesteld
GVH27 AK 08950 G 0000;89535;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108978;25;vastgesteld
GVH26 AI 09750 G 0000;81586;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320618;135;vastgesteld
GVH47 BH 03398 G 0000;22835;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104560;124;vastgesteld
GVH43 BD 03711 G 0000;10819;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102735;146;vastgesteld
GVH43 BD 03953 G 0000;11145;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102737;248;vastgesteld
GVH37 AW 01828 G 0000;151783;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;294807;155;vastgesteld
GVH09 N 08922 G 0000;395624;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;298422;169;vastgesteld
GVH27 AK 04412 G 0000;86446;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;108960;153;vastgesteld
GVH27 AK 06467 G 0000;87656;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108969;218;vastgesteld
GVH38 AX 07892 G 0000;2794;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1466;339;vastgesteld
GVH29 AM 02035 G 0000;108764;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;242621;81;vastgesteld
GVH38 AX 07897 G 0000;2796;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1468;1;vastgesteld
GVH38 AX 07898 G 0000;2797;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1469;1;vastgesteld
GVH38 AX 07902 G 0000;2798;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1470;17;vastgesteld
GVH12 R 12375 G 0000;202108;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;242625;493;vastgesteld
GVH38 AX 07906 G 0000;2800;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1472;788;vastgesteld
GVH45 BF 04805 G 0000;431688;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240434;291;
GVH47 BH 03088 G 0000;22552;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102803;90;vastgesteld
LDN03 H 08275 G 0000;573713;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240437;120;
GVH09 N 06039 G 0000;182743;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240438;138;vastgesteld
GVH27 AK 01427 G 0000;84944;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133733;155;vastgesteld
LDN03 M 05949 G 0000;55068;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;242627;106;vastgesteld
LDN03 L 00834 G 0000;50194;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;130141;363;vastgesteld
GVH45 BF 03623 G 0000;17694;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;133556;135;vastgesteld
GVH38 AX 07928 G 0000;2819;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1491;61;vastgesteld
GVH48 BI 03080 G 0000;370386;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167766;7;vastgesteld
GVH38 AX 07930 G 0000;2821;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1493;25;vastgesteld
GVH38 AX 07932 G 0000;2823;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1495;7;vastgesteld
GVH23 AF 02000 G 0000;251501;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;167771;107;vastgesteld
GVH16 X 00720 G 0000;219669;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240118;184;vastgesteld
GVH38 AX 07934 G 0000;2825;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1497;17;vastgesteld
LDN03 G 02212 G 0000;28548;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240119;95;vastgesteld
GVH38 AX 07937 G 0000;2828;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1500;1;vastgesteld
GVH38 AX 07939 G 0000;2830;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1502;17;vastgesteld
GVH38 AX 07943 G 0000;2833;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1505;267;vastgesteld
GVH01 D 00273 G 0000;165120;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240124;37;vastgesteld
GVH29 AM 03247 G 0000;109451;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240061;124;vastgesteld
GVH09 N 01533 G 0000;181256;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240063;132;vastgesteld
GVH11 P 07354 G 0000;192032;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240064;139;vastgesteld
GVH26 AI 05567 G 0000;71813;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;126403;180;vastgesteld
GVH38 AX 08041 G 0000;2919;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1591;278;vastgesteld
LDN03 G 03049 G 0000;29361;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;130052;155;vastgesteld
LDN03 H 02423 G 0000;30255;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;130053;563;vastgesteld
GVH37 AW 00422 G 0000;148774;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;250992;309;vastgesteld
GVH38 AX 08048 G 0000;2926;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1598;317;vastgesteld
GVH38 AX 08049 G 0000;2927;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1599;155;vastgesteld
GVH38 AX 08051 G 0000;2929;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1601;128;vastgesteld
GVH24 AG 04062 G 0000;258042;4;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;240411;17427;vastgesteld
GVH38 AX 09352 G 0000;4585;19;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240413;121;vastgesteld
GVH38 AX 09354 G 0000;4587;17;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240414;138;vastgesteld
GVH27 AK 02321 G 0000;85312;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133778;167;vastgesteld
GVH01 D 00020 G 0000;165093;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;104607;61;vastgesteld
LDN03 L 01228 G 0000;628771;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;240417;360;
GVH11 P 07938 G 0000;192310;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;104619;137;vastgesteld
GVH11 P 09980 G 0000;194343;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240418;437;vastgesteld
GVH38 AX 08087 G 0000;2969;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1631;65;vastgesteld
GVH43 BD 02825 G 0000;9884;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;108839;438;vastgesteld
GVH38 AX 06526 G 0000;365;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102645;890;vastgesteld
GVH29 AM 01423 G 0000;108371;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;110371;193;vastgesteld
GVH27 AK 06225 G 0000;87591;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;128709;234;vastgesteld
LDN03 K 01930 G 0000;49203;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;130128;887;vastgesteld
LDN03 G 03394 G 0000;30001;7;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;186554;1806;vastgesteld
GVH19 AB 01419 G 0000;234487;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;127911;131;vastgesteld
GVH43 BD 04739 G 0000;11930;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103284;188;vastgesteld
GVH16 X 04474 G 0000;222129;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;183992;227;vastgesteld
GVH35 AU 00595 G 0000;138065;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;166802;162;vastgesteld
GVH38 AX 08062 G 0000;2940;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1612;303;vastgesteld
GVH18 Z 00452 G 0000;231418;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;166831;151;vastgesteld
GVH23 AF 00914 G 0000;251222;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;132440;10;vastgesteld
GVH38 AX 08106 G 0000;3001;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1640;3;vastgesteld
GVH11 P 07084 G 0000;191904;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240483;156;vastgesteld
GVH49 BK 02593 G 0000;25573;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105330;452;vastgesteld
GVH38 AX 08121 G 0000;3012;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1651;509;vastgesteld
GVH38 AX 08122 G 0000;3013;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1652;519;vastgesteld
GVH38 AX 08123 G 0000;3014;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1653;1034;vastgesteld
GVH38 AX 08124 G 0000;3015;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1654;38;vastgesteld
GVH38 AX 08127 G 0000;3017;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1656;22;vastgesteld
GVH26 AI 04025 G 0000;70564;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240485;99;vastgesteld
GVH23 AF 04128 G 0000;255106;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;132441;5;vastgesteld
GVH15 W 02884 G 0000;217020;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132293;105;vastgesteld
GVH27 AK 05417 G 0000;87100;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240486;194;vastgesteld
GVH31 AO 02202 G 0000;127651;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240487;287;vastgesteld
GVH38 AX 06059 G 0000;125;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203064;355;vastgesteld
GVH38 AX 06130 G 0000;148;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203065;485;vastgesteld
GVH41 BB 00632 G 0000;8299;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152640;533;vastgesteld
GVH43 BD 04256 G 0000;11465;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;130047;143;vastgesteld
GVH47 BH 02667 G 0000;22189;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152621;178;vastgesteld
GVH24 AG 02166 G 0000;255986;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152623;195;vastgesteld
GVH38 AX 07984 G 0000;2874;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1546;122;vastgesteld
GVH38 AX 06315 G 0000;237;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;135161;130;vastgesteld
GVH38 AX 07989 G 0000;2879;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1551;195;vastgesteld
GVH19 AB 02333 G 0000;234663;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;132423;107;vastgesteld
GVH38 AX 07991 G 0000;2881;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1553;131;vastgesteld
GVH38 AX 08023 G 0000;2903;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1575;86;vastgesteld
GVH38 AX 08024 G 0000;2904;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1576;219;vastgesteld
GVH38 AX 07949 G 0000;2839;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167486;237;vastgesteld
GVH17 Y 02032 G 0000;229313;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;169804;62;vastgesteld
GVH34 AS 00971 G 0000;131770;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105392;450;vastgesteld
GVH09 N 06054 G 0000;182754;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105400;172;vastgesteld
GVH12 R 11379 G 0000;200525;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;186564;151;vastgesteld
GVH29 AM 03044 G 0000;109329;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167528;126;vastgesteld
GVH35 AU 02400 G 0000;139071;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;153549;201;vastgesteld
GVH27 AK 01395 G 0000;84929;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102847;182;vastgesteld
GVH38 AX 03901 G 0000;34;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203059;1165;vastgesteld
GVH38 AX 04738 G 0000;61;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203060;390;vastgesteld
GVH35 AU 02551 G 0000;139183;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;153551;344;vastgesteld
GVH35 AU 01923 G 0000;138742;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;153568;175;vastgesteld
LDN03 K 02875 G 0000;610635;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;246446;684;
GVH35 AU 02761 G 0000;139338;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;153578;205;vastgesteld
GVH15 W 02825 G 0000;216976;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132284;101;vastgesteld
GVH47 BH 02548 G 0000;22097;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;188601;185;vastgesteld
GVH29 AM 00657 G 0000;108095;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;218092;2450;vastgesteld
GVH24 AG 00646 G 0000;255717;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;188656;40;vastgesteld
LDN03 H 03920 G 0000;30942;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;246396;164;vastgesteld
GVH14 V 07521 G 0000;213763;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;246408;303;vastgesteld
GVH15 W 02841 G 0000;216983;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132285;303;vastgesteld
GVH15 W 02803 G 0000;216966;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132283;127;vastgesteld
GVH15 W 02842 G 0000;216984;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132286;303;vastgesteld
GVH29 AM 00840 G 0000;108158;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;218093;106;vastgesteld
GVH16 X 01051 G 0000;219819;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321215;138;vastgesteld
GVH34 AS 02437 G 0000;998889;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;321237;0;
GVH34 AS 02307 G 0000;496679;6;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;321238;47;vastgesteld
GVH43 BD 05689 G 0000;12827;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103287;5080;vastgesteld
GVH24 AG 02102 G 0000;255954;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167525;245;vastgesteld
GVH36 AV 00242 G 0000;144389;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;168613;116;vastgesteld
GVH11 P 10663 G 0000;198725;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;304924;53;vastgesteld
GVH29 AM 08279 G 0000;117641;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;216160;174;vastgesteld
GVH07 K 03289 G 0000;173905;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;304929;136;vastgesteld
GVH44 BE 05497 G 0000;16645;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167524;363;vastgesteld
GVH49 BK 02004 G 0000;24941;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167527;136;vastgesteld
GVH16 X 02944 G 0000;221102;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167543;201;vastgesteld
GVH12 R 11393 G 0000;200534;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;117927;156;vastgesteld
GVH15 W 01132 G 0000;216124;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;117942;136;vastgesteld
GVH16 X 03064 G 0000;221183;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167554;186;vastgesteld
LDN03 I 04711 G 0000;43034;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;174177;188;vastgesteld
GVH16 X 01922 G 0000;220436;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167582;429;vastgesteld
GVH26 AI 03141 G 0000;69930;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;167605;80;vastgesteld
GVH27 AK 01323 G 0000;84896;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;169467;167;vastgesteld
GVH10 O 06434 G 0000;187619;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;304891;113;vastgesteld
GVH31 AO 01742 G 0000;127281;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;312852;364;vastgesteld
LDN03 I 04966 G 0000;43244;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;182997;341;vastgesteld
GVH44 BE 04397 G 0000;15348;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118411;126;vastgesteld
GVH09 N 02065 G 0000;181317;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;182972;171;vastgesteld
GVH16 X 05495 G 0000;225698;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;312851;1360;vastgesteld
GVH38 AX 08355 G 0000;3258;1;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;1869;37;vastgesteld
GVH46 BG 03937 G 0000;20677;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118421;123;vastgesteld
GVH27 AK 06764 G 0000;87724;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;177181;161;vastgesteld
GVH33 AR 00666 G 0000;130901;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202964;141;vastgesteld
GVH33 AR 00681 G 0000;130910;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;202965;561;vastgesteld
