OBJECTID,GEOCODE,SUBCODE,GEOSUBCODE,GEOCODE_NR,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_TOT,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length
595,504,a,504_a,504,Heerlen,0.1,0.2,"0,100","0,200",99.03659685,Hrl-Sog,Heerlen - Schin op Geul ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.0365968526659
596,851,b,851_b,851,Born Franciscushaven,110,110.8,"110,000","110,800",789.81268818,Bon-Boniw,Born - Born Industrieweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,789.812688183638
597,801,q,801_q,801,Moerdijk Industrieterrein,925,925.455,"925,000","925,455",465.40515464,Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,465.405154640886
598,662,,662__,662,Simpelveld,11.9,13.5,"11,900","13,500",1618.43578156,Vet-Mtn,Verschau (D) - Maastricht Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1618.43578156759
599,109,,109__,109,Rhenen - De Haar Aansl.,23.7,37.2,"23,700","37,200",13489.71588299,Rhn-Har,Rhenen - De Haar Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13489.7158829969
600,467,a,467_a,467,Rotterdam Waalhaven Oost,10,11.07,"10,000","11,070",1077.90636003,Who-Whns,Rotterdam Waalhaven Oost - Rotterdam Waalhaven Nijmegenstraat ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1077.90636003721
601,546,a,546_a,546,Blauwkapel,0.2,0.5,"0,200","0,500",299.35382041,Bln-Blw,Blauwkapel Noord - Blauwkapel West ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,299.353820414527
602,565,b,565_b,565,Leidschenveen,101.035,101.827,"101,035","101,827",792.50145471,Ypb-Ldvn,Den Haag Ypenburg - Leidschenveen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,792.501454717689
603,070,,070__,70,Schin op Geul - Maastricht,23,33.2,"23,000","33,200",10204.84126182,Vet-Mtn,Verschau (D) - Maastricht Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10204.8412618291
604,831,b,831_b,831,Oss Racc. Elzenburg,200,201.4,"200,000","201,400",1400.67665092,Oelz-Owk,Oss Racc. Elzenburg - Oss Waalkade ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1400.67665092155
605,133,b,133_b,133,Amsterdam Riekerpolder - Warmond,145.9,147.609,"145,900","147,609",1706.58381119,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1706.58381119509
606,818,d,818_d,818,Terneuzen Dow Chemical,400,401.6,"400,000","401,600",1609.81047593,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1609.81047593769
607,474,b,474_b,474,Rotterdam Europoort 1,110.1,110.9,"110,100","110,900",803.46397002,Erp-Erpsw,"Rotterdam, Emplacement Europoort - Europoort Scheldeweg ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,803.463970020119
608,557,a,557_a,557,Terneuzen Aansl.,26.4,28.3,"26,400","28,300",1900.53654815,Fsz-Tnz,Zelzate (B) - Terneuzen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1900.53654815452
609,028,,028__,28,Hengelo - Enschede Grens,46.7,59.727,"46,700","59,727",13035.73221259,Zp-Esg,Zutphen - Enschede Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13035.7322125909
610,213,,213__,213,Boxtel - Uden,1.4,18.2,"1,400","18,200",16813.30138753,Btl-Veg,Boxtel - Veghel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16813.3013875348
