Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00BFK1,1,Diesel,,,,,,80,84,6,,595/2009*64/2012B,,,294.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFK3,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,220.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFK4,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,294.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BFK5,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFK6,1,Diesel,,,,,,75,77,6,,595/2009*136/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFK7,1,Diesel,,,,,,,,5,,,0.01900,,118.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BFK9,1,Diesel,,,,,,80,84,6,,595/2009*64/2012B,,,324.00,,0.60,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFL2,1,Diesel,,,,,,,,4,,,,,151.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BFL4,1,Diesel,,,,,,78,89,6,,595/2009*64/2012A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFL6,1,Diesel,,,,,,76,95,6,,595/2009*64/2012A,,,235.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BFL8,1,Diesel,,,,,,77,92,6,,595/2009*64/2012A,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFL9,1,Diesel,,,,,,75,77,6,,595/2009*136/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BFN1,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,210.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BFN2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFN6,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BFN7,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFN8,1,Diesel,,,,,,,,3,,,,,162.00,,,,,,,,,,,,,,,,,,,,EURO 3
00BFP2,1,Diesel,,,,,,,,5,,,,,118.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BFP3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFP4,1,Diesel,,,,,,,,5,,,,,279.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BFP7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFP8,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFP9,1,Diesel,,,,,,,,5,715/2007*136/2014M,,,,120.00,,0.40,,,,,,,,,,,,,,,,,,EURO 5 M
00BFR3,1,Diesel,,,,,,76,89,6,,595/2009*64/2012A,,,310.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFR5,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,184.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BFR6,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,271.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFR9,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,331.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFS1,1,Diesel,,,,,,,,6,,,,,375.00,,0.60,,,,,,,,,,,,,,,,,,
00BFS7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFS8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFT1,1,Diesel,,,,,,,,5,715/2007*195/2013M,,0.00200,,96.00,,0.52,,,,,,,,,,,,,,,,,,EURO 5 M
00BFT2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFT3,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,375.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFT5,1,Diesel,,,,,,,,6,,,,,324.00,,0.51,,,,,,,,,,,,,,,,,,EURO 6
00BFT6,1,Diesel,,,,,,80,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFT7,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFT8,1,Diesel,,,,,,77,88,6,,595/2009*64/2012A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFV1,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,345.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BFV2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFV5,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,320.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFV6,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,0.00700,211.00,,0.85,,,,,,,,,,,,,,,,,,EURO V
00BFV8,1,Diesel,,,,,,80,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFX1,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,310.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFX4,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFX5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFX7,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BFX8,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,405.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BFZ2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,303.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFZ3,1,Diesel,,,,,,79,87,6,,595/2009*64/2012A,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BFZ4,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BFZ5,1,Diesel,,,,,,,,5,,,,,340.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BFZ6,1,Diesel,,,,,,80,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BFZ7,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,184.00,,0.65,,,,,,,,,,,,,,,,,,EURO VI B
00BFZ8,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,291.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BFZ9,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,107.00,,0.52,,,,,,,,,,,,,,,,,,EURO VI A
00BGB1,1,Diesel,,,,,,,,6,,595/2009*64/2012A,0.00270,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGB3,1,Diesel,,,,,,77,89,6,,595/2009*136/2014B,,,323.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGB5,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,315.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BGB6,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGB7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGB8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGB9,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGD1,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,375.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGD2,1,CNG,,,,,,,,6,,595/2009*136/2014B,,,100.00,,,,,,,,,,,,,,,,,,,,EURO VI B
00BGD3,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,154.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI A
00BGD7,1,Diesel,,,,,,75,83,6,,595/2009*136/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGD8,1,Diesel,,,,,,77,88,6,,595/2009*627/2014A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGF1,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGF2,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGF3,1,Diesel,,,,,,75,83,6,,595/2009*136/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGF4,1,Diesel,,,,,,76,89,6,,595/2009*627/2014A,,,310.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGF7,1,Diesel,,,,,,80,79,6,,595/2009*64/2012B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGF8,1,Diesel,,,,,,78,88,6,,595/2009*136/2014A,,,338.00,,0.44,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGF9,1,Diesel,,,,,,78,88,6,,595/2009*136/2014A,,,338.00,,0.44,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGG1,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,302.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGG3,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,330.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGG4,1,Diesel,,,,,,,,6,,595/2009*64/2012A,,,180.00,,0.51,,,,,,,,,,,,,,,,,,EURO VI A
00BGG5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGG6,1,Diesel,,,,,,80,87,6,,595/2009*136/2014A,,,265.00,,0.52,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGG8,1,Diesel,,,,,,75,83,6,,595/2009*136/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGH1,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,320.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGH4,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGH5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGH8,1,Diesel,,,,,,,,6,,595/2009*136/2014B,,,375.00,,0.50,,,,,,,,,,,,,,,,,,EURO VI B
00BGH9,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGJ1,1,Diesel,,,,,,,,6,,595/2009*64/2012B,,,158.00,,0.55,,,,,,,,,,,,,,,,,,EURO VI B
00BGJ4,1,Diesel,,,,,,,,6,,595/2009*627/2014A,,,340.00,,,,,,,,,,,,,,,,,,,,EURO VI A
00BGJ6,1,Diesel,,,,,,77,92,6,,595/2009*627/2014A,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGJ7,1,Diesel,,,,,,80,83,6,,595/2009*136/2014B,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGK2,1,Diesel,,,,,,,87,6,,595/2009*64/2012B,,,158.00,,0.55,1650,,,,,,,,,,,,,,,,,EURO VI B
00BGK3,1,Diesel,,,,,,,,6,,,,,345.00,,0.50,,,,,,,,,,,,,,,,,,EURO 6
00BGK4,1,Diesel,,,,,,,83,6,,,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO 6
00BGK6,1,Diesel,,,,,,80,87,6,,595/2009*136/2014A,,,265.00,,0.52,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGK7,1,Diesel,,,,,,,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGK8,1,Diesel,,,,,,,88,6,,595/2009*627/2014A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGK9,1,Diesel,,,,,,,87,6,,595/2009*136/2014A,,,235.00,,0.52,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGL1,1,Diesel,,,,,,75,83,6,,595/2009*136/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGL2,1,Diesel,,,,,,78,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGL3,1,Diesel,,,,,,,89,6,,595/2009*64/2012A,,,265.00,,0.51,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGL4,1,Diesel,,,,,,,86,6,,595/2009*627/2014A,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGL6,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGL8,1,Diesel,,,,,,,84,5,715/2007*143/2013M,,0.00156,,125.00,,0.54,2625,,,,,,,,,,,,,,,,,EURO 5 M
00BGL9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGN1,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGN3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGN4,1,Diesel,,,,,,,88,6,,595/2009*627/2014A,,,240.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGN5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGN6,1,Diesel,,,,,,,,4,,,,,353.00,,,,,,,,,,,,,,,,,,,,EURO 4
00BGN7,1,Diesel,,,,,,77,92,6,,595/2009*627/2014,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI
00BGN8,1,Diesel,,,,,,,81,6,,595/2009*627/2014A,,,140.00,,,2850,,,,,,,,,,,,,,,,,EURO VI A
00BGP2,1,Diesel,,,,,,,87,6,,,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO 6
00BGP3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGR3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,271.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGR5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI
00BGR6,1,Diesel,,,,,,75,83,6,,595/2009*627/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGR8,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGR9,1,Diesel,,,,,,80,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGS1,1,Diesel,,,,,,79,90,6,,595/2009/EC*64/2012/EU,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGS2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGS5,1,Diesel,,,,,,77,92,6,,595/2009*627/2014A,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BGS8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGS9,1,Diesel,,,,,,,90,5,,2005/55*2008/74G,,,340.00,,,1425,,,,,,,,,,,,,,,,,EURO V
00BGT1,1,Diesel,,,,,,,,6,,,,,400.00,,,,,,,,,,,,,,,,,,,,
00BGT2,1,Diesel,,,,,,,88,5,,2005/55*2008/74G,,,132.00,,,1800,,,,,,,,,,,,,,,,,EURO V
00BGT3,1,Diesel,,,,,,78,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGT4,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGT5,1,Diesel,,,,,,78,90,6,595/2009/ec*64/2012/eu,,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGT6,1,Diesel,,,,,,,89,6,,595/2009*627/2014B,,,323.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGT7,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGT8,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGT9,1,Diesel,,,,,,79,90,6,,595/2009/EC*64/2012/EU,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGV2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGV3,1,Diesel,,,,,,78,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGV4,1,Diesel,,,,,,,,1,,,,,125.00,,,,,,,,,,,,,,,,,,,,EURO 1
00BGV5,1,Diesel,,,,,,77,92,6,,595/2009*627/2014A,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BGV6,1,Diesel,,,,,,78,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGV8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGV9,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGX1,1,Diesel,,,,,,,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BGX2,1,Diesel,,,,,,,93,6,,595/2009*627/2014A,,,200.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BGX3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGX4,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGX5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGX8,1,Diesel,,,,,,,92,6,,595/2009*627/2014A,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGX9,1,Diesel,,,,,,,82,5,,2005/55*2006/51G,,,161.00,,,1725,,,,,,,,,,,,,,,,,EURO V
00BGZ1,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BGZ3,1,Diesel,,,,,,,88,6,,595/2009*627/2014A,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BGZ4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014B,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BGZ5,1,Diesel,,,,,,,86,6,,595/2009*627/2014A,,,156.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI A
00BGZ9,1,Diesel,,,,,,77,92,6,,595/2009*627/2014A,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BH20,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BH31,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BH31,2,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BH57,1,LPG,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BH57,2,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BH65,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,EURO 0
00BHB2,1,Diesel,,,,,,77,90,6,,595/2009*627/2014A,,,290.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHB3,1,Diesel,,,,,,80,87,6,,595/2009*136/2014,,,265.00,,0.52,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHB5,1,Diesel,,,,,,80,84,6,,595/2009*136/2014,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHB7,1,Diesel,,,,,,80,84,6,,595/2009*136/2014,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHB8,1,Diesel,,,,,,76,95,6,,595/2009*627/2014A,,,235.00,,,1650,,,,,,,,,,,,,,,,,EURO VI
00BHB9,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHD1,1,Diesel,,,,,,,88,6,,595/2009*136/2014A,,,338.00,,0.44,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHD2,1,Diesel,,,,,,,85,6,,595/2009*136/2014B,,,162.00,,0.65,1725,,,,,,,,,,,,,,,,,EURO VI B
00BHD3,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHD4,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHD8,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHD9,1,Diesel,,,,,,77,89,6,,595/2009*627/2014B,,,345.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHF1,1,Diesel,,,,,,,87,6,,595/2009*627/2014B,,,158.00,,0.55,1650,,,,,,,,,,,,,,,,,EURO VI B
00BHF2,1,Diesel,,,,,,,85,5,715/2007*143/2013M,,0.00100,,150.00,,0.52,2625,,,,,,,,,,,,,,,,,EURO 5 M
00BHF3,1,Diesel,,,,,,,81,6,,595/2009*627/2014A,,,140.00,,,2850,,,,,,,,,,,,,,,,,EURO VI A
00BHF4,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHF5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHF6,1,Diesel,,,,,,,83,6,,595/2009*64/2012A,,,95.00,,,2850,,,,,,,,,,,,,,,,,EURO VI A
00BHF8,1,Diesel,,,,,,86,87,6,,97/68QA*2012/46,,,380.00,,0.53,1350,,,,,,,,,,,,,,,,,
00BHF9,1,Diesel,,,,,,77,88,6,,595/2009*627/2014A,,,265.00,,,1350,,,,,,,,,,,,,,,,,EURO VI
00BHG2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHG4,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHG5,1,Diesel,,,,,,,93,6,,595/2009*627/2014A,,,200.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BHG7,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHG8,1,Diesel,,,,,,,92,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHG9,1,Diesel,,,,,,80,86,6,595/2009*627/2014A,,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHH3,1,Diesel,,,,,,,89,6,,595/2009*136/2014B,,,308.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHH4,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHH5,1,Diesel,,,,,,,90,6,,595/2009*136/2014A,,,368.00,,0.34,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHH6,1,Diesel,,,,,,80,90,6,,595/2009*136/2014,,,383.00,,0.52,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHH7,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHH9,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,210.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHJ2,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,210.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHJ3,1,Diesel,,,,,,,86,6,,595/2009*627/2014A,,,112.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI A
00BHJ4,1,Diesel,,,,,,,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHJ5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHJ6,1,Diesel,,,,,,,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO 6
00BHJ7,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHK3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
