OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,RECHTSTAND,BINNENZIJDEBOOG,POSITIONELE_NAUWKEURIGHEID_MM,KWALITEIT,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
1049,099-2022-25-1015,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,3.598,BN,099__,3.596574,BN,Y,N,250,Hoog,Voorlopig,311366,Y,130,099_1021AV_6.1,4.24402396052264e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,3c298e54-871a-43b9-afe1-4540f0ff3c0a,0.270379363117824
1050,531-2022-25-2774,,Bovenleiding,2022/11/07 13:47:54+00,9000,531_c,35.066,14,531_c,35.066788,14,Y,N,250,Hoog,Voorlopig,312137,Y,80,531_2323V_33.8,4.24399158242461e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,c0a8dd67-6ec4-4674-86e5-78288932dff2,1.85779331466124
1051,588-2022-27-1068,,Rijdraad,2022/11/07 15:03:00+00,2737,588__,1.548,MU,588__,1.547722,MU,N,N,250,Hoog,Voorlopig,312334,Y,60,588_341AR_1.0,4.24399158489494e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,d5049082-51bd-4c8f-9264-47b17badf393,0.267525699700048
1052,098-2022-25-1148,,Rijdraad,2022/10/05 11:23:31+00,9000,098__,28.242,815,098__,28.241836,815,Y,N,250,Hoog,Voorlopig,308838,Y,140,098_3807R_27.3,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,6e468a50-005f-4a3b-8a70-9a3d610577ec,0.271562147583201
1053,096-2022-27-1079,,Rijdraad,2022/11/07 13:39:46+00,9000,096_b,105.493,UP,096_b,105.497147,UP,Y,Y,250,Hoog,Voorlopig,311544,N,1,526_495L_104.3,4.24399158193054e-314,4.24399427607051e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.275675533916233
1054,102-2022-20-1284,,Rijdraad,2022/12/22 08:26:47+00,9000,102__,10.257,LD,102__,10.256602,LD,Y,N,250,Hoog,Voorlopig,316175,Y,120,623_365V_17.0,4.24399158193054e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.279250783347156
1055,117-2021-05-0595,,Rijdraad,2021/10/21 16:24:49+00,9000,117__,10.838,GF,117__,10.837575,GF,Y,Y,250,Hoog,Definitief,271127,,,117_1AV_15.4,,,2021/02/05 00:00:00+00,6fae7d0b-70ab-456b-82ad-ad6a87e4b546,0.203973037433873
1056,038-2022-16-1454,,Rijdraad,2022/09/21 10:42:16+00,9000,038__,99.993,VY,038__,99.993329,VY,Y,N,250,Hoog,Voorlopig,305595,Y,130,038_285BV_96.0,4.24399158193054e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1b3d44a0-db36-4de9-8e79-9123c015e566,0.29267387994148
1057,133-2018-41-4072,,Paal,2020/03/05 14:28:48+00,9000,133_a,14.29,104,133_a,14.291462,104,Y,Y,250,Hoog,Definitief,208193,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,1.19301173506383
1058,109-2022-16-1338,,Rijdraad,2022/09/21 10:44:23+00,1054,109__,31.179,w241Av-s2,109__,31.178701,w241AV-s2,N,N,250,Hoog,Voorlopig,305688,Y,40,109_233AR_32.3,4.24399158440087e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,994b151e-3b22-4bdb-9ee4-6ac4bd1b3230,0.290697437209206
1059,589-2022-25-1062,,Rijdraad,2022/11/07 19:31:33+00,504,589_d,201.31,s581-sDM,,,s581-sDM,N,Y,250,Hoog,Voorlopig,312584,Y,80,027_969L_149.5,4.24399163528963e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,4f835615-7791-45c3-8057-eaa9acfc57f6,0.275261693666227
1060,047-2022-05-0647,,Rijdraad,2022/06/29 10:11:56+00,9000,047__,62.708,WN,047__,62.707578,WN,Y,N,250,Hoog,Voorlopig,303506,Y,120,514_49AV_65.2,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.270844974108806
1061,098-2022-25-1216,,Bovenleiding,2022/10/05 11:24:12+00,9000,098__,28.806,3865,098__,28.805624,3865,Y,Y,250,Hoog,Voorlopig,308906,Y,80,098_3865R_28.8,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,2a939d3a-cd83-4ee0-8b15-6e7f87c12f71,1.60876660830588
1062,098-2022-27-1287,,Rijdraad,2022/11/07 13:36:55+00,9000,098__,28.895,3867,098__,28.896358,3867,Y,N,250,Hoog,Voorlopig,311242,Y,140,098_3831L_27.8,4.24402396002858e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,884f3fee-f7c2-47c3-b42e-505d0e73ea73,0.266007518690732
1063,133-2018-41-2560,,Rijdraad,2020/07/22 06:03:43+00,9000,133_a,11.584,RA,133_a,11.585003,RA,Y,N,250,Hoog,Definitief,231093,,,133_1019V_8.7,,,2018/10/09 00:00:00+00,cd2c7e85-bb43-40d5-a0a4-a39f4f2a5d5b,0.26964050140882
1064,531-2022-25-2015,,Bovenleiding,2022/10/05 11:59:09+00,405,531_d,1.106,226,531_d,1.101912,226,N,Y,250,Hoog,Voorlopig,309992,Y,80,531_2347L_34.3,4.24399162244393e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,33fe1ab3-d805-49b8-b6b8-ee26a180ac35,0.713061007207658
1065,526-2022-27-1050,,Rijdraad,2022/11/07 13:44:06+00,645,526_b,103.831,209,526_b,103.831448,209,N,N,250,Hoog,Voorlopig,311845,Y,70,588_411AR_2.8,4.24399162293799e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,ce11a0ff-cc9a-49b8-bc47-9795780f7d43,0.26864288563072
1066,098-2022-25-1131,,Rijdraad,2022/10/05 11:23:31+00,9000,098__,28.729,813b,098__,28.72849,813b,Y,N,250,Hoog,Voorlopig,308821,N,80,098_3837V_28.0,4.24402395657012e-314,4.24399571726e-314,2022/06/25 00:00:00+00,44ac21cc-7352-4db8-b2fd-f888213667dd,0.284383543827698
1067,133-2018-41-2911,,Paal,2020/07/22 05:52:46+00,9000,133_a,13.478,w1045Bl-sRB1,133_a,13.478262,sRB1-w1045BL,Y,N,250,Hoog,Definitief,230836,,,133_1045BL_13.6,,,2018/10/09 00:00:00+00,529095aa-4c15-4107-9305-10e54902f432,1.95896528810492
1068,099-2022-25-1077,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,1.735,s712-sBN,099__,1.73526,s712-sBN,Y,N,250,Hoog,Voorlopig,311428,Y,130,099_1021AV_6.1,4.24402396052264e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,3c298e54-871a-43b9-afe1-4540f0ff3c0a,0.285243755409299
1069,133-2018-41-2407,,Paal,2020/07/22 05:58:11+00,9000,133_a,15.225,HA,133_a,15.22674,HA,Y,N,250,Hoog,Definitief,230951,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,1.5301718857697
1070,059-2021-16-0688,,Rijdraad,2021/10/21 16:24:49+00,9000,059__,83.962,FF,059__,83.961959,FF,Y,N,250,Hoog,Definitief,270011,,,519_89V_47.4,,,2021/04/20 00:00:00+00,d648f062-186f-4cc3-9883-f3dc252c0986,0.256704109822963
1071,133-2018-41-3878,,Paal,2020/03/05 14:42:51+00,9000,133_a,15.068,s123-w1083Av,133_a,15.06901,s123-w1083AV,Y,N,250,Hoog,Definitief,208721,,,133_1077BV_14.6,,,2018/10/11 00:00:00+00,38a38817-f7ee-4296-9adb-e6ef1b999b69,1.13296954945841
1072,163-2021-34-0524,,Bovenleiding,2022/03/04 09:40:12+00,2323,163__,45.556,sHE-sHD,163__,45.555681,sHE-sHD,N,N,250,Hoog,Voorlopig,299556,Y,60,555_387V_84.4,4.24399160021097e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.84489159573131
1073,617-2021-05-0373,,Rijdraad,2021/10/21 16:24:49+00,9000,617_a,39.206,507a,617_a,39.205758,507a,Y,N,250,Hoog,Definitief,277098,,,617_1115AR_38.9,,,2021/02/05 00:00:00+00,6c204c3c-d5e2-4ac7-853b-9355da44b39b,0.244695729427385
1074,116-2021-08-0098,,Rijdraad,2021/10/21 16:24:49+00,9000,116_a,32.517,56,116_a,32.517102,56,Y,N,250,Hoog,Definitief,270329,,,116_1339R_31.9,,,2021/02/25 00:00:00+00,3300191b-c76c-4af8-9f53-d3b3e22bca33,0.268486498729452
1075,047-2022-05-0055,,Bovenleiding,2022/06/29 10:05:01+00,4632,047__,59.65,NW,047__,59.649633,NW,N,N,250,Hoog,Voorlopig,302922,N,1,514_49BS_65.3,4.24399159131779e-314,4.24402117596866e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,2.0016218424068
1076,109-2022-16-1559,,Rijdraad,2022/09/21 10:46:32+00,9000,109__,34.079,VN,109__,34.079082,VN,Y,N,250,Hoog,Voorlopig,305909,Y,80,562_161R_61.2,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.286225435627234
1077,163-2021-41-0578,,Bovenleiding,2022/03/04 09:30:27+00,9000,163__,47.503,LB,163__,47.503096,LB,Y,N,250,Hoog,Voorlopig,299472,N,60,555_379V_84.4,4.24399158291868e-314,4.24402303464362e-314,2021/10/11 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,2.17907365639622
1078,047-2022-05-0051,,Bovenleiding,2022/06/29 10:05:01+00,4182,047__,59.591,NW,047__,59.590387,NW,N,N,250,Hoog,Voorlopig,302918,N,1,514_49BS_65.3,4.24399159329405e-314,4.2440202219279e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,1.86863934454993
1079,163-2021-44-0333,,Bovenleiding,2021/11/18 18:15:21+00,1936,163__,47.445,HB,163__,47.44448,HB,N,N,250,Hoog,Voorlopig,284451,N,60,555_387V_84.4,4.24399159428219e-314,4.24402099514064e-314,2021/11/01 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.78460107587102
1080,109-2022-16-1402,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,29.493,VR,109__,29.493384,VR,Y,Y,250,Hoog,Voorlopig,305752,Y,100,109_243AL_31.0,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,3e1aeee2-abd1-4265-a325-1297b1c80778,0.281852798460473
1081,133-2018-41-3618,,Paal,2020/03/05 14:16:55+00,9000,133_a,13.741,s113-w1063Av,133_a,13.742139,s113-w1063AV,Y,N,250,Hoog,Definitief,207830,,,133_1047BV_13.5,,,2018/10/11 00:00:00+00,399842f7-a918-4383-baf0-fd8c5517ff73,1.02760741530995
1082,080-2022-25-1231,,Rijdraad,2022/11/07 13:33:09+00,9000,080__,10.446,672,080__,10.445477,672,Y,N,250,Hoog,Voorlopig,311112,Y,140,080_3403V_9.8,4.24402396052264e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,b9423aa2-d9f6-4610-a40b-65ff7646a5dd,0.291386341478114
1083,038-2022-16-1243,,Rijdraad,2022/09/21 10:40:57+00,9000,038__,96.675,WY,038__,96.674767,WY,Y,N,250,Hoog,Voorlopig,305384,Y,130,038_285AL_95.9,4.24399158193054e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1fce4775-9c87-49e0-9723-bf17155d8824,0.275218095335318
1084,163-2021-44-0335,,Bovenleiding,2021/11/18 18:15:21+00,1994,163__,47.482,HB,163__,47.482221,HB,N,N,250,Hoog,Voorlopig,284453,Y,60,555_387V_84.4,4.24399159428219e-314,4.24399602852136e-314,2021/11/01 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.78964242238499
1085,163-2021-34-0481,,Bovenleiding,2022/03/04 09:40:12+00,522,163__,48.55,LA,163__,48.549871,LA,N,N,250,Hoog,Voorlopig,299513,N,60,555_379V_84.4,4.24399161305668e-314,4.24399419454968e-314,2021/08/23 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,1.53838941754031
1086,531-2022-25-1772,,Bovenleiding,2022/10/05 11:46:13+00,9000,531_c,35.156,7,531_c,35.155258,7,Y,N,250,Hoog,Voorlopig,309749,Y,80,531_2679R_34.7,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,0.376198086119534
1087,133-2018-41-3846,,Paal,2020/03/05 14:59:09+00,9000,133_a,15.816,HY,133_a,15.816882,HY,Y,N,250,Hoog,Definitief,209022,,,133_1083AL_15.1,,,2018/10/11 00:00:00+00,934abd36-f04d-4630-8efb-5bb23ee54c81,2.04280517915929
1088,057-2021-16-0630,,Rijdraad,2021/10/21 16:24:49+00,9000,057__,21.83,FD,057__,21.829921,FD,Y,Y,250,Hoog,Definitief,269614,,,057_87V_20.0,,,2021/04/20 00:00:00+00,cc9ab0e6-336e-4972-b2a8-084c946bf206,0.258056195430375
1089,163-2021-34-0475,,Bovenleiding,2022/03/04 09:40:12+00,9000,163__,44.302,sLF-w969r,163__,44.301232,sLF-w969R,Y,N,250,Hoog,Voorlopig,299507,N,130,163_919BV_43.6,4.24399158291868e-314,4.24399576963096e-314,2021/08/23 00:00:00+00,3d1c9475-fb70-41f5-a290-4e49fefbaffb,0.658057748225792
1090,133-2018-41-3677,,Paal,2020/03/05 14:10:03+00,9000,133_a,12.963,R3,133_a,12.963641,R3,Y,N,250,Hoog,Definitief,207529,,,133_1047BR_13.5,,,2018/10/11 00:00:00+00,5b43c9d2-536e-4f3c-bb33-a8c8e0bdb96f,2.00920008958789
1091,057-2021-16-0773,,Rijdraad,2021/10/21 16:24:49+00,9000,057__,7.807,FB,057__,7.806622,FB,Y,N,250,Hoog,Definitief,269228,,,057_43R_11.2,,,2021/04/20 00:00:00+00,f93a1540-87b5-45aa-930f-24cc48043259,0.272660961635508
1092,163-2021-40-8036,,Bovenleiding,2022/03/16 09:37:02+00,0,163__,47.52,LB,163__,47.543108,,Y,N,250,Hoog,Voorlopig,300909,Y,130,,4.24399158390681e-314,4.24399602852136e-314,2021/10/07 10:00:00+00,,1.42902834121651
1093,096-2022-27-1069,,Rijdraad,2022/11/07 13:39:46+00,406,096_b,104.917,UP,096_b,104.917034,UP,N,Y,250,Hoog,Voorlopig,311534,N,1,526_495L_104.3,4.24399162985491e-314,4.24399266936903e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.298328677803526
1094,508-2022-05-0387,,Bovenleiding,2022/06/29 10:15:07+00,9000,508__,91.713,10,508__,91.7128,10,Y,N,250,Hoog,Voorlopig,303714,Y,80,508_2117L_91.4,4.24399158193054e-314,4.24399602852136e-314,2022/02/06 00:00:00+00,070dafde-313b-4a73-b606-25761ad9bc88,0.418243947953823
1095,133-2018-41-3042,,Paal,2020/07/22 06:10:30+00,9000,133_a,15.039,w1087Ar-sHB,133_a,15.039705,w1087AR-sHB,Y,N,250,Hoog,Definitief,231292,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,0.818772251606025
1096,041-2022-05-0027,,Kunstwerk,2022/12/21 09:12:31+00,931,041__,1.01,BE,041__,1.009519,BE,N,Y,250,Hoog,Definitief,315397,N,110,510_403L_9.7,4.2439916184914e-314,4.24402128367498e-314,2022/02/05 00:00:00+00,d9e5ef93-0a73-4062-9717-401c354eaef1,1.90092740524198
1097,611-2022-16-1463,,Rijdraad,2022/09/21 11:11:14+00,9000,611_b,105.909,901,611_b,105.908566,901,Y,N,250,Hoog,Voorlopig,308162,Y,120,212_215R_45.0,4.24402395212353e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,eb6df402-011a-4a2a-be0c-8dc20957db43,0.217264815375155
1098,531-2022-25-1717,,Bovenleiding,2022/10/05 11:46:13+00,9000,531_c,35.141,7,531_c,35.141172,7,Y,N,250,Hoog,Voorlopig,309694,Y,80,531_2679R_34.7,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,3.33492323749738
1099,589-2022-27-1206,,Rijdraad,2022/11/07 19:46:45+00,9000,589_b,4.149,sUP-s505,589_b,4.150074,sUP-s505,Y,N,250,Hoog,Voorlopig,312728,Y,140,526_495L_104.3,4.24399158588307e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.275136329843952
1100,531-2022-25-2148,,Rijdraad,2022/10/05 11:59:46+00,541,531_c,34.077,52,531_c,34.076229,52,N,N,250,Hoog,Voorlopig,310125,N,40,531_1473V_1.0,4.24402396052264e-314,4.2440202881327e-314,2022/06/25 00:00:00+00,72eac289-e733-4f44-a78e-ca4e92ecf91e,0.29178073959739
1101,508-2022-05-9340,,Rijdraad,2022/12/21 09:20:15+00,9000,508__,90.6,25a,508__,90.599371,25a,N,N,250,Hoog,Definitief,315810,Y,130,508_2021V_90.5,4.24402396052264e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,4931034b-e40f-41aa-8843-39b701f281be,0.297
1102,531-2022-25-1961,,Rijdraad,2022/10/05 11:49:38+00,478,531_c,35.002,s218-s21,531_c,35.00129,s218-s21,N,N,250,Hoog,Voorlopig,309938,Y,80,531_2643V_34.6,4.24399161108042e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,df1c01a6-4e17-4797-b1d4-0ae8db3855cb,0.265956763403377
1103,038-2022-16-1442,,Rijdraad,2022/09/21 10:42:16+00,9000,038__,100.025,VY,038__,100.024835,VY,Y,N,250,Hoog,Voorlopig,305583,Y,130,038_285BV_96.0,4.24399158193054e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1b3d44a0-db36-4de9-8e79-9123c015e566,0.289913780286485
1104,663-2021-19-0082,,Rijdraad,2021/12/29 05:15:26+00,9000,663_a,40.112,w311Bv-w317Av,663_a,40.112388,w311BV-w317AV,Y,Y,250,Hoog,Definitief,289768,,,663_311BV_40.1,,,2021/05/15 00:00:00+00,0a0d4446-32ca-472a-bf59-1b60bbff2bbc,0.261705941850773
1105,133-2018-41-3040,,Paal,2020/07/22 06:10:26+00,9000,133_a,15.048,w1087Ar-sHB,133_a,15.048683,w1087AR-sHB,Y,N,250,Hoog,Definitief,231290,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,0.77743488473312
1106,163-2021-40-7212,,Rijdraad,2022/03/11 13:01:37+00,9000,163__,44.9,w991V-sHE,163__,44.904053,w991V-sHE,Y,N,250,Hoog,Voorlopig,300698,N,130,555_387V_84.4,4.24402395854638e-314,4.24399373012797e-314,2021/10/07 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,0.261629509039023
1107,038-2022-16-1368,,Rijdraad,2022/09/21 10:41:41+00,9000,038__,96.502,VY,038__,96.502212,VY,Y,N,250,Hoog,Voorlopig,305509,Y,130,038_285BV_96.0,4.24399158193054e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1b3d44a0-db36-4de9-8e79-9123c015e566,0.267421016376799
1108,163-2021-34-0535,,Bovenleiding,2022/03/04 09:40:12+00,9000,163__,43.679,HG,163__,43.67495,HG,Y,N,250,Hoog,Voorlopig,299567,Y,140,664_907BV_43.3,4.24402396052264e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,dcc17448-b33c-4cc9-b1fe-2bd522bb8e9a,3.5004402580247
1109,034-2022-16-1413,,Rijdraad,2022/09/21 10:38:16+00,9000,034__,10.084,RU,034__,10.084119,RU,Y,N,250,Hoog,Voorlopig,305227,Y,130,610_151AR_14.0,4.24402396052264e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,71dd75f6-fbe7-4c0d-b90b-d8f023ae82b6,0.240168690715505
1110,097-2022-25-1085,,Rijdraad,2022/11/07 13:36:15+00,9000,097__,20.983,UC7,097__,20.983273,UC7,Y,N,250,Hoog,Voorlopig,311229,Y,140,080_3427V_11.3,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,11a3d055-38fc-4049-aa98-12851a0963e7,0.264850901452119
1111,133-2018-41-2706,,Paal,2020/07/22 06:08:42+00,2481,133_a,16,HA,133_a,15.999944,HA,N,Y,250,Hoog,Definitief,231226,,,133_1087BV_15.1,,,2018/10/09 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,2.03312813172215
1112,133-2018-41-3022,,Paal,2020/07/22 06:09:57+00,9000,133_a,15.139,w1087Ar-sHB,133_a,15.139851,w1087AR-sHB,Y,N,250,Hoog,Definitief,231272,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,0.754964899846344
1113,133-2018-41-2910,,Paal,2020/07/22 05:52:45+00,9000,133_a,13.501,w1045Bl-sRB1,133_a,13.498694,sRB1-w1045BL,Y,N,250,Hoog,Definitief,230835,,,133_1045BL_13.6,,,2018/10/09 00:00:00+00,529095aa-4c15-4107-9305-10e54902f432,1.40813990782166
1114,508-2022-05-0385,,Rijdraad,2022/06/29 10:15:07+00,9000,508__,91.715,10,508__,91.714196,10,Y,N,250,Hoog,Voorlopig,303713,Y,80,508_2117L_91.4,4.24399158193054e-314,4.24399602852136e-314,2022/02/06 00:00:00+00,070dafde-313b-4a73-b606-25761ad9bc88,0.297578561055732
1115,048-2013-15-0507,,Hekwerk,2017/10/09 14:39:59+00,0,048__,2.224,-,048__,1.802222,TI_X0531-ES_X0531,Y,N,250,Middel,Definitief,29426,,,048_ST_X0531_0.0,,,2013/04/11 00:00:00+00,08f2149c-bf49-44c0-a2ef-27de2cd55bda,4.336
1116,047-2022-05-0555,,Rijdraad,2022/06/29 10:10:54+00,9000,047__,53.804,RS,047__,53.803592,RS,Y,Y,250,Hoog,Voorlopig,303420,Y,130,047_71R_52.2,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,3b17f45d-54e6-49f6-978a-b48d92dfbd47,0.274781731561616
1117,133-2018-41-3265,,Paal,2020/03/05 14:40:54+00,9000,133_a,14.675,124,133_a,14.676559,124,Y,N,250,Hoog,Definitief,208524,,,133_1079V_14.6,,,2018/10/11 00:00:00+00,dd9527b4-1ddb-45ce-ad04-7769f65686e1,2.01977053152085
1118,047-2022-05-0137,,Bovenleiding,2022/06/29 10:06:03+00,9000,047__,52.612,w71l-sRE,047__,52.611366,w71L-sRE,Y,N,250,Hoog,Voorlopig,303004,Y,130,047_71L_52.2,4.24402396052264e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c31df4c6-061b-4d77-bf4e-c5953c9d3871,1.90593625286891
1119,009-2021-04-0003,,Rijdraad,2021/10/21 16:24:49+00,9000,009__,102.483,UF,009__,102.483026,UF,Y,N,250,Hoog,Definitief,265300,,,009_5BL_114.1,,,2021/01/25 00:00:00+00,76c6cf2c-3ced-4ab4-818f-100f62f50a6f,0.255225390586438
1120,109-2022-16-1390,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,27.971,VR,109__,27.971066,VR,Y,Y,250,Hoog,Voorlopig,305740,Y,100,109_243AL_31.0,4.24399158242461e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,3e1aeee2-abd1-4265-a325-1297b1c80778,0.2881752938751
1121,508-2022-05-9342,,Rijdraad,2022/12/21 09:20:15+00,9000,508__,91.733,9,508__,91.731626,9,N,N,250,Hoog,Definitief,315812,Y,80,508_2115V_91.6,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,e0598933-56fe-460a-8b66-1ab26beab85a,0.3
1122,163-2021-34-0061,,Rijdraad,2021/11/18 18:53:45+00,1844,163__,44.517,w969v-w971v,163__,44.516537,w969V-w971V,N,Y,250,Hoog,Voorlopig,284570,N,130,163_969V_44.4,4.24399159527032e-314,4.24399206858521e-314,2021/08/23 00:00:00+00,ddb3a92d-9bd3-4b84-95bf-774dc9ea38b0,0.259140888321392
1123,109-2022-16-1483,,Rijdraad,2022/09/21 10:45:09+00,9000,109__,33.896,VA,109__,33.895283,VA,Y,N,250,Hoog,Voorlopig,305833,Y,80,562_159L_60.9,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,b6deb1ad-d097-4822-a80a-fb28112679ca,0.27951744131628
1124,038-2022-16-1347,,Rijdraad,2022/09/21 10:41:41+00,9000,038__,99.998,WY,038__,99.998471,WY,Y,N,250,Hoog,Voorlopig,305488,Y,130,038_285AL_95.9,4.24402396002858e-314,4.24399602852136e-314,2022/04/20 00:00:00+00,1fce4775-9c87-49e0-9723-bf17155d8824,0.254096438385114
1125,133-2018-41-2941,,Paal,2020/07/22 05:53:36+00,1845,133_a,13.976,1067A,133_a,13.977146,1067A,N,Y,250,Hoog,Definitief,230866,,,133_1067AR_13.9,,,2018/10/09 00:00:00+00,80bdd90e-003d-427e-bd52-9e59bc43608e,2.04242625325861
1126,133-2018-41-2794,,Rijdraad,2020/07/22 05:46:30+00,9000,133_a,12.64,RB1,133_a,12.64022,RB1,Y,N,250,Hoog,Definitief,230712,,,133_1045BL_13.6,,,2018/10/09 00:00:00+00,529095aa-4c15-4107-9305-10e54902f432,0.271532686798477
1127,532-2022-25-1074,,Bovenleiding,2023/02/01 15:45:10+00,2574,532__,10.968,sKP-sKM,532__,10.967535,sKP-sKM,N,N,250,Hoog,Voorlopig,316758,Y,140,101_1063L_12.3,4.2439916214558e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,d8ccc264-445d-4a08-b530-6d064c15177f,1.20420803850498
1128,211-2015-08-0006,,Perronobstakel,2015/06/10 10:50:02+00,0,211__,16.316,kb,211__,16.31383,KB,Y,N,250,Middel,Definitief,17878,,,211_21V_21.6,,,2015/06/10 10:45:27+00,d41dcdc0-f08d-4194-b053-3556d8df0083,2.32450002597403
1129,610-2015-37-0018,,Perronobstakel,2021/07/22 05:52:11+00,0,610__,14.299,602,610__,14.297534,602,Y,N,250,Middel,Definitief,246212,,,610_143T_14.6,,,2015/11/12 08:05:39+00,ed640d4c-fec4-461d-9709-b0c3331350b8,2.151
1130,950-2021-12-0988,3528,Lichtsein,2021/10/21 16:24:49+00,2948,950_d,204.994,RA,950_d,204.994312,RA,N,Y,250,Hoog,Definitief,278470,,,950_403BL_205.8,,,2021/03/28 00:00:00+00,44b6c611-c035-42d3-bf26-e125fdd4c82d,2.45599539711245
1131,520-2018-15-0134,126,Lichtsein,2018/07/25 13:00:04+00,9000,520_a,0.596,6,520_a,0.595729,s6-w127B/129AS,Y,N,250,Hoog,Definitief,94839,,,520_53L_0.1,,,2018/04/11 00:00:00+00,9a736b1c-531f-4d2a-9afc-9366bea8e687,2.30908857273859
1132,609-2022-16-1665,,Spoelen en Potten,2022/09/21 11:04:22+00,2953,609__,27.997,501g,609__,27.997488,501g,N,N,250,Hoog,Voorlopig,307487,Y,1,609_23T_28.9,4.2439915883534e-314,4.24399602852136e-314,2022/04/23 00:00:00+00,12f588d5-d9f8-4b7d-a59e-d931127d2a65,1.72920062173202
