ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"00-01-416-0080","Tilia x europaea","Hollandse linde","8","30","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105583.517","425786.073","4.67082441981978","51.8194472982157"
"00-01-416-0090","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105575.641","425777.093","4.67071146658205","51.8193658804358"
"00-01-416-0100","Tilia x europaea","Hollandse linde","10","30","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105567.596","425767.547","4.67059614345233","51.8192793598796"
"00-01-416-0110","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105559.144","425756.961","4.67047506623795","51.8191834547276"
"00-01-416-0120","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105551.38","425747.018","4.67036387655581","51.8190933902807"
"00-01-416-0130","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105544.402","425738.772","4.67026384491641","51.8190186495032"
"00-01-416-0140","Tilia x europaea","Hollandse linde","8","30","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105537.168","425729.864","4.6701601952376","51.8189379353188"
"00-01-416-0150","Tilia x europaea","Hollandse linde","10","40","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105528.869","425719.419","4.67004131884251","51.8188433107156"
"00-01-416-0160","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105521.947","425710.704","4.66994216766876","51.8187643588613"
"00-01-416-0170","Tilia x europaea","Hollandse linde","10","40","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105515.473","425700.284","4.66984975884407","51.8186701206874"
"00-01-416-0180","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105509.009","425690.39","4.66975742013164","51.8185806114617"
"00-01-416-0190","Tilia x europaea","Hollandse linde","10","35","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105503.531","425680.318","4.66967940839698","51.8184895896541"
"00-01-416-0200","Tilia x europaea 'Euchlora'","Krimlinde","10","30","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","105497.322","425669.392","4.66959091675126","51.8183908264364"
"00-01-206-0030","Aesculus hippocastanum","witte paardenkastanje","15","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105436.269","425877.877","4.6686754980583","51.8202594435286"
"00-01-206-0040","Aesculus hippocastanum","witte paardenkastanje","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","105427.847","425872.159","4.66855415923103","51.8202072967686"
"01-05-171-0020","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","11","45","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105801.214","425795.058","4.67398072655093","51.8195473099801"
"01-05-171-0340","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105833.212","425797.228","4.67444453388107","51.819569637629"
"01-05-171-0050","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105836.547","425795.176","4.6744931984082","51.8195514865012"
"01-05-171-0060","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105834.515","425791.752","4.67446421226277","51.8195205295334"
"01-05-171-0070","Aesculus hippocastanum","witte paardenkastanje","7","20","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105807.195","425786.087","4.6740687549938","51.8194671985654"
"01-05-171-0080","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105827.013","425796.328","4.67435474828702","51.8195610011269"
"01-05-171-0380","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105830.998","425785.934","4.67441402752633","51.8194679223213"
"01-05-171-0370","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105828.164","425787.667","4.67437267520242","51.8194832501446"
"01-05-171-0360","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105823.478","425790.56","4.67430429543826","51.8195088417239"
"01-05-171-0110","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105828.573","425781.961","4.67437941932644","51.8194319958033"
"01-05-171-0120","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105825.813","425783.677","4.67433914277553","51.8194471773286"
"01-05-171-0130","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105821.052","425786.571","4.67426967506686","51.819472771264"
"01-05-171-0150","Ginkgo biloba","Japanse noteboom","9","20","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105813.41","425784.11","4.67415918184745","51.8194499757648"
"01-05-171-0390","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105825.544","425776.791","4.67433622077783","51.8193852563607"
"01-05-171-0160","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105822.727","425778.407","4.67429513172706","51.8193995339598"
"01-05-171-0170","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105820.494","425774.741","4.67426326485004","51.8193663839158"
"01-05-171-0180","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105823.194","425773.052","4.67430266724429","51.8193514398247"
"01-05-171-0410","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105828.425","425769.93","4.67437898428049","51.8193238378491"
"01-05-171-0400","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105832.481","425767.36","4.67443817996793","51.8193010940847"
"01-05-171-0190","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105837.897","425764.127","4.67451719594694","51.8192725105654"
"01-05-171-0210","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105830.726","425764.44","4.67441314005228","51.8192746919065"
"01-05-171-0220","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105826.611","425766.891","4.67435310555473","51.8192963607827"
"01-05-171-0230","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105821.37","425770.093","4.67427663212178","51.8193246809682"
"01-05-171-0240","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105818.703","425771.708","4.67423771891958","51.8193389627855"
"01-05-171-0250","Ailanthus altissima","Hemelboom","10","30","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105814.454","425762.536","4.6741773946913","51.8192561423036"
"01-05-171-0270","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","7","20","1995","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105828.644","425758.965","4.67438372070436","51.8192252943696"
"01-05-171-0280","Ailanthus altissima","Hemelboom","8","20","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105838.339","425776.59","4.67452183419436","51.8193845776215"
"01-05-171-0300","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","7","25","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105843.426","425756.872","4.67459842284761","51.8192077837786"
"01-05-241-0110","Tilia cordata","Winterlinde","13","40","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105774.69","425709.427","4.67360820406629","51.8187752450009"
"00-01-566-0010","Robinia pseudoacacia 'Bessoniana'","Witte acacia","15","40","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105555.147","425561.001","4.67044512424729","51.8174216455045"
"00-01-566-0020","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105553.918","425568.682","4.67042620028209","51.8174905799065"
"00-01-566-0030","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105548.478","425570.67","4.67034701487309","51.817507967432"
"00-01-566-0040","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105548.137","425565.563","4.67034279968528","51.817462031141"
"00-01-566-0050","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","15","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105546.572","425568.048","4.67031974563256","51.81748422967"
"00-01-566-0060","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105543.216","425566.921","4.67027123193553","51.8174738016569"
"00-01-566-0070","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105537.874","425569.44","4.67019339189199","51.8174959708479"
"00-01-566-0080","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","","Bomenlijst","105534.246","425582.478","4.67013896409369","51.8176128460667"
"00-01-566-0100","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","15","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105530.728","425573.694","4.67008913848902","51.8175335756356"
"00-01-566-0110","Robinia pseudoacacia 'Bessoniana'","Witte acacia","5","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105527.053","425570.426","4.67003630449044","51.8175038741046"
"00-01-566-0120","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105526.509","425574.409","4.67002784431257","51.8175396284368"
"00-01-566-0130","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105540.409","425580.742","4.67022854200803","51.8175977876332"
"00-01-566-0140","Robinia pseudoacacia 'Bessoniana'","Witte acacia","0","10","1970","GRAS INTENSIEF","","Gemeente Dordrecht","","Bomenlijst","105548.78","425577.874","4.6703503644144","51.8175727498827"
"00-01-566-0150","Robinia pseudoacacia 'Bessoniana'","Witte acacia","10","20","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Vormboom","Bomenlijst","105554.769","425576.036","4.67043749110989","51.8175567593538"
"00-01-566-0160","Robinia pseudoacacia 'Bessoniana'","Witte acacia","15","20","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105525.662","425581.044","4.6700146098621","51.8175991943187"
"00-01-566-0280","Robinia pseudoacacia 'Bessoniana'","Witte acacia","15","20","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105522.906","425577.742","4.66997510977257","51.8175692686592"
"01-05-546-0040","Carpinus betulus 'Fastigiata'","","7","10","2003","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106012.411","425458.369","4.67709175890462","51.8165394508105"
"01-05-546-0050","Carpinus betulus 'Fastigiata'","","7","10","2003","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106010.25","425452.737","4.67706121485783","51.8164886357368"
"01-05-546-0100","Carpinus betulus 'Fastigiata'","","8","15","2003","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106035.829","425453.261","4.67743212708346","51.8164955920199"
"01-05-546-0110","Carpinus betulus 'Fastigiata'","","7","15","2003","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106032.831","425454.454","4.67738847642244","51.8165060525355"
"01-05-546-0120","Carpinus betulus 'Fastigiata'","","6","15","2003","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106030.14","425455.647","4.6773492783355","51.8165165399889"
"01-05-076-0010","Robinia pseudoacacia","Witte acacia","11","45","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106038.372","425557.874","4.67745419198274","51.8174361670493"
"01-05-076-0020","Robinia pseudoacacia","Witte acacia","13","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106024.669","425571.02","4.67725358298218","51.817553131514"
"01-05-076-0210","Betula pendula","Ruwe berk","13","20","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2/6 beide zijde verschil.","Bomenlijst","106019.427","425568.635","4.67717789150891","51.8175312327524"
"01-05-076-0200","Betula pendula","Ruwe berk","17","40","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106024.954","425566.171","4.67725840362572","51.8175095695541"
"01-05-076-0040","Betula pendula","Ruwe berk","12","20","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2/6 beide zijde verschil.","Bomenlijst","106013.756","425571.121","4.67709528763592","51.8175530810025"
"01-05-076-0050","Betula pendula","Ruwe berk","8","20","1995","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106004.603","425575.355","4.67696193331936","51.8175903358501"
"01-05-076-0060","Alnus incana","Grauwe els","14","30","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105991.962","425581.171","4.67677776480947","51.8176415044434"
"01-05-076-0070","Tilia tomentosa","Zilverlinde","11","25","1993","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105987.225","425585.592","4.67670843283938","51.8176808279336"
"01-05-076-0230","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1985","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105983.071","425590.8","4.67664744494829","51.8177272768526"
"01-05-076-0220","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","10","2005","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105981.682","425587.74","4.67662773290315","51.8176996488671"
