MAATREGEL;OPMERKING;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OMSCHRIJVING;UITGEVOERD;JAAR_GEREALISEERD;ECO_CODE;IMGEO_KUNSTWERK_TYPE_CODE;IMGEO_KUNSTWERK_TYPE_OMSC;GEBIED_ID;GEBIED_CODE;GEBIED_OMSC;IMGEO_KUNSTWERKDEELTYPE_P_CODE;IMGEO_KUNSTWERKDEELTYPE_P_OMSC;BUURT_ID;BUURT_CODE;BUURT_OMSC;IMGEO_PLUS_STATUS_CODE;IMGEO_PLUS_STATUS_OMSC;STRAAT_CODE;STRAAT_OMSC;BEHEERDER_CODE;BEHEERDER_OMSC;EIGENAAR_CODE;EIGENAAR_OMSC;FAUNAVOORZIENINGTYPE_CODE;FAUNAVOORZIENINGTYPE_OMSC;COUNTER;ID;GUID
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KML;Kademuur-laag;258;2829076;{A5C157E1-A0FE-48A8-B288-E8BD3A5E2ACD}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KMW;Kademuur-waardevol;259;2829077;{307CD24F-5AFD-4A94-BE1D-86D22998197D}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KML;Kademuur-laag;260;2829078;{91BEBC8F-F37B-4F50-A18F-42C943A4401C}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KMW;Kademuur-waardevol;261;2829079;{FF94DB8B-B490-40A9-AA52-E11B5E3FBA39}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30175;36;Zuiderpark;;;;;;;;;KMW;Kademuur-waardevol;262;2829080;{76050049-97B1-4E72-B886-DDFDDA546C07}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30175;36;Zuiderpark;;;;;;;;;KML;Kademuur-laag;263;2829081;{485CB77C-C4EB-4265-A0CC-BEE9FE75ADEB}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KMW;Kademuur-waardevol;264;2829082;{8CEF328E-CBEB-490D-92DD-FC157F9EFCF1}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KMW;Kademuur-waardevol;265;2829083;{EBC9F3A9-949F-4D8F-9934-066877A645C3}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KMW;Kademuur-waardevol;266;2829084;{2FBD0511-51E1-44B8-AF57-B6468CAFA49F}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;117601;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;267;2966975;{8DE9EFA2-7512-4C36-AA20-D349132985E5}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;117601;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;268;2966976;{F50EE4A6-964A-4C2E-92F1-20A85137CEFF}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;1191055;;Recreatiegebied;NBGT_FVZ;faunavoorziening;30234;99;De Uithof;;;;;;;;;ET;Ecotunnel;269;2966977;{5E2DA22E-A863-4FC6-A324-58409DB7724E}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;117601;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;270;2966978;{904E1F2A-464D-4C70-9593-2B592993747A}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;2395828;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;271;2966979;{1CB836AD-236F-46AD-95A4-9D810FA11B71}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;2395828;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;272;2966984;{2A0D9E9F-E1AE-4F17-A6E5-AB73B9C72FD7}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;273;2966985;{72547738-DC2D-4D1E-A39A-BA54766FE587}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;274;2966986;{90041D6F-029E-44F1-994B-2ACA70A14F14}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;275;2966991;{DE832024-5D51-4393-BF47-B3ED78CFD4B1}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;276;2966992;{A4F42D1C-A953-499E-B5F6-032036FB5790}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;123518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;277;2966995;{AC7A4A2B-5FEE-48B2-9EDF-96F27D0840C5}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedrijf: 21.1;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de vierkante markering (nr. 659 t/m 917);Ja;;GA A;NBGT;niet BGT;123518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;278;2967000;{33AE0009-C4ED-4CAF-9CA9-D9B0C0C118B0}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;279;2967001;{9A1E71D3-3DE8-4808-AB73-466C97D5E6AC}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;280;2967002;{CA5F5F80-DBA3-42A1-BF35-82186E1D929D}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;123518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;281;2967003;{26E99E0A-7CC5-4494-84BC-E48F745FA2A5}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;2395828;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;282;2967006;{9953E431-7170-4874-8925-F30BF3A47CB4}
;te vervangen in 2019;;;;;Ja;;KMG;NBGT;niet BGT;2575561;;Vliegroute vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KMG;Kademuur-gemiddeld;283;2828864;{D7DEB0B3-D64D-426A-96E1-3460A084BAA0}
;;;;;;Ja;;KMG;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KMG;Kademuur-gemiddeld;284;2828865;{1D8C9CF0-C5FA-4343-A63C-281FE3DDBC88}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KMG;Kademuur-gemiddeld;285;2828866;{A7B08F9A-EC1C-4EAE-90D1-52C8DFA4907F}
;;;;;;Ja;;KML;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;286;2828868;{5E8AB34A-6198-45D7-AC81-40FCB1C3858D}
;;;;;;Ja;;KML;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;287;2828873;{398757A4-CBD2-420A-B07D-DADE35D1D2C1}
;vervangen tussen 2011 en 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KMV;Kademuur-vervangen traditioneel;288;2828877;{34BF82C2-0CCA-41D0-8883-6D8D62FFD441}
;vervangen tussen 2011 en 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KMV;Kademuur-vervangen traditioneel;289;2828879;{E5E2344A-C112-49DB-81BF-263B97B0C03C}
;vervangen tussen 2011 en 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30183;44;Koningsplein e.o.;;;;;;;;;KMV;Kademuur-vervangen traditioneel;290;2828881;{A94CECEB-2649-4B21-AF9C-7F5C9B8B542D}
;vervangen tussen 2011 en 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2391464;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30183;44;Koningsplein e.o.;;;;;;;;;KMV;Kademuur-vervangen traditioneel;291;2828888;{1EB0CE65-A60E-4945-B99D-B075261A2F00}
;te vervangen in 2019;;;;;Ja;;KML;NBGT;niet BGT;344605;;Gazon;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;292;2828892;{BB2941ED-6E38-4F3E-A042-6EB4FDEC8F59}
;te vervangen in 2019;;;;;Ja;;KML;NBGT;niet BGT;344605;;Gazon;NBGT_FVZ;faunavoorziening;30152;10;Rond de Energiecentrale;;;;;;;;;KML;Kademuur-laag;293;2828893;{FA7053AE-B34C-4B51-8AA4-3236D8F4B16C}
;deel 1 vervangen 2010, deel 2 vervangen 2017;;2011;7;;Ja;;KMV;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMV;Kademuur-vervangen traditioneel;294;2828907;{0FD8FC76-576A-4A29-8D04-3F34D0A9C10C}
;deel 1 vervangen in 2010, deel 2 vervangen in 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMV;Kademuur-vervangen traditioneel;295;2828922;{1948989E-6AEA-469B-BA04-04352073AB94}
;deel 1 vervangen in 2010, deel 2 in 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMV;Kademuur-vervangen traditioneel;296;2828932;{B4B9DC8E-425E-4980-BDA9-154B2C5B1A78}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMW;Kademuur-waardevol;297;2828955;{688A8078-FA8E-4436-9310-5863FB9A0F79}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMW;Kademuur-waardevol;298;2828956;{DD8929BE-CF6B-4066-97F1-4EA4C34D94E7}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMW;Kademuur-waardevol;299;2828957;{C4281114-1805-4DC6-A79D-25438B1D88A1}
;vervangen 2018;;2018;0;;Ja;;KMVP;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMVP;Kademuur-vervangen permavoid;300;2828958;{0703EA14-4F3A-4BC4-A505-1B4C20234C43}
;te vervangen in 2019;;;;;Ja;;KMW;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KMW;Kademuur-waardevol;301;2828959;{7F1F01BD-FF90-4C8A-92B6-CCC5266B9C7F}
;vervangen 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMV;Kademuur-vervangen traditioneel;302;2828960;{3E3BC6CD-53D8-478E-9A5F-0493DC5BBB79}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;303;2828961;{977D9B86-290A-447F-A37A-F154A6F527C3}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;304;2828962;{48DC7CAB-99B2-4719-B86B-25F26D221151}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;305;2828963;{26E3A6B4-6D4B-4F53-B7C9-1D8F78EA1ED6}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;306;2828964;{B87E727F-5B31-4266-8FFA-588844373693}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;307;2828965;{BCD25CE3-12FE-41C6-916C-38140A297B50}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;308;2828966;{3777A81F-900C-4F85-86A4-DEA60129F39D}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;309;2828967;{808ED989-BC94-4D4F-8F5A-132E9B244CF9}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;310;2828968;{C47B2BE7-E804-4BB2-9C0B-C0FA80D0E9B8}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;311;2828969;{AEE12A40-D9C9-4924-B73E-264A45DC21BE}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KMG;Kademuur-gemiddeld;312;2828970;{E9DF02B5-1406-4601-B33C-59DCF41CEADD}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KMG;Kademuur-gemiddeld;313;2828971;{957F2FFB-9D5E-422C-BE25-20898C72FCCB}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KMG;Kademuur-gemiddeld;314;2828972;{F4C11FC0-F171-4904-BB02-CF682AFD32A6}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KMW;Kademuur-waardevol;315;2828973;{AD6FD453-8168-4425-B6D3-2A9857B179CA}
;te vervangen 2019;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30164;22;Laakhaven-west;;;;;;;;;KMW;Kademuur-waardevol;316;2828974;{BD8D849C-963D-4B14-9347-7EDD8F34FF70}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KML;Kademuur-laag;317;2828975;{B67836ED-1A41-440E-AEE8-933375164D9A}
;vervangen in 2016;;2016;2;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30161;19;Laakhaven-oost;;;;;;;;;KMV;Kademuur-vervangen traditioneel;318;2828976;{743EE18D-E79A-48DA-8516-C1F9072485EA}
;vervangen in 2016;;2016;2;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30164;22;Laakhaven-west;;;;;;;;;KMV;Kademuur-vervangen traditioneel;319;2828977;{6AE39E8F-4BA7-4E93-A778-03DB24280026}
;;;2018;0;;Ja;2018;FN 1;NBGT;niet BGT;344359;;Doorgroei en Struweel;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;346;3062255;{7ECAD3C6-DCD1-4667-AAD5-03A318A126CD}
;;;2018;0;;Ja;2018;FN 1;NBGT;niet BGT;344497;;Beplanting;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;347;3062256;{38E6249C-6468-4EC0-BBA1-3A6F045038FB}
;;;2018;0;;Ja;2018;FN 1;NBGT;niet BGT;344497;;Beplanting;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;348;3062257;{7BE71DC1-A44A-46F4-9944-EFD53DF6F9FF}
;;;2018;0;;Ja;2018;FN 2;NBGT;niet BGT;2395652;;Groengebied Groene Assen Zuidwest;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;349;3062258;{955D9CA7-73C4-4D2D-A6C3-38AC8259FDD3}
;;;2018;0;;Ja;2018;FN 2;NBGT;niet BGT;2395652;;Groengebied Groene Assen Zuidwest;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;350;3062259;{D0A31E17-C01A-42CE-896A-24CA331EEE1A}
;;;;;;Nee;;ET;NBGT;niet BGT;117473;;Amateurtuindersvereniging Zonnegaarde;NBGT_FVZ;faunavoorziening;30236;101;Erasmus Veld;;;;;;;;;ET;Ecotunnel;351;4249184;{2B4C8A6F-5CEA-4E9D-AFEE-3D50D972DD41}
;;;;;;Nee;;ET;NBGT;niet BGT;234108;;Eco-lint;NBGT_FVZ;faunavoorziening;30236;101;Erasmus Veld;;;;;;;;;ET;Ecotunnel;352;4249185;{495DC18E-FFF2-4239-9B30-6E3D4DE1E25A}
;;;;;;Nee;;ET;NBGT;niet BGT;234277;;Eco-lint;NBGT_FVZ;faunavoorziening;30236;101;Erasmus Veld;;;;;;;;;ET;Ecotunnel;353;4249186;{B6364BD9-5688-414E-BE08-9F5F761FBE8E}
;;;;;;Nee;;ET;NBGT;niet BGT;117728;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30237;102;Hoge Veld;;;;;;;;;ET;Ecotunnel;354;4249187;{B47B7D1F-31A7-4863-960F-EEA5ECFC196A}
;;;;;;Nee;;LV 10;NBGT;niet BGT;117453;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30254;119;De Velden;;;;;;;;;ET;Ecotunnel;355;4249227;{47C9A0DA-1C62-4FA8-B264-4612DF34394D}
;;;;;;Nee;;SCH 18a;NBGT;niet BGT;793037;;Struweel;NBGT_FVZ;faunavoorziening;30209;74;Duttendel;;;;;;;;;ET;Ecotunnel;356;4249228;{32C7D0E2-5A9F-4E93-BBF9-2BBDE6822071}
;;;;;;Nee;;TB;NBGT;niet BGT;207171;;Marlot en Reigersbergen;NBGT_FVZ;faunavoorziening;30203;68;Marlot;;;;;;;;;TB;Touwbrug;357;4249230;{C1F8256F-A0AC-4FFA-AC03-B8DF7E424A9A}
;;;;;;Nee;;TB;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;TB;Touwbrug;358;4249232;{A529A07D-C970-461F-BF1E-CCB14FFF8FB7}
;;;;;;Nee;;TB;NBGT;niet BGT;117492;;Zorgvliet;NBGT_FVZ;faunavoorziening;30147;5;Van Stolkprk./Schev.Bosjes;;;;;;;;;TB;Touwbrug;359;4249233;{271068AD-09C8-4666-85BE-F4DC602DC13E}
