FID,gdb_geomattr_data,shape
water_nacht.59,,"POLYGON ((196063.40890000015 320812.4134999998, 196096.1158999987 320818.59010000154, 196093.35269999877 320840.34369999915, 196070.80669999868 320855.35269999877, 196096.4646999985 320857.21510000154, 196095.20749999955 320868.20650000125, 196101.3115000017 320999.2259000018, 196108.5800999999 321012.5694999993, 196130.41090000048 321067.62249999866, 196164.83190000057 321072.1046999991, 196159.0001000017 321058.74170000106, 196120.82510000095 320987.2580999993, 196129.73270000145 320863.5278999992, 196130.84470000118 320858.5826999992, 196143.9710999988 320867.76309999824, 196185.20490000024 320883.83089999855, 196204.73490000144 320877.13910000026, 196206.79630000144 320791.2696999982, 196197.96970000118 320782.05409999937, 196200.77849999815 320796.18670000136, 196192.8060999997 320796.46609999985, 196184.68409999833 320741.64510000125, 196147.12909999862 320733.0161000006, 196144.5960999988 320717.48910000175, 196156.2210999988 320703.82389999926, 196152.37669999897 320693.1805000007, 196154.20430000126 320692.0439000018, 196150.54069999978 320683.77369999886, 196147.86190000176 320672.0337000005, 196146.99069999903 320668.47470000014, 196123.4387000017 320661.7622999996, 196107.7591000013 320663.0289000012, 196095.37530000135 320667.6655000001, 196092.374499999 320677.2045000009, 196071.44810000062 320743.9642999992, 196063.40890000015 320812.4134999998))"
water_nacht.60,,"POLYGON ((190131.8691000007 321229.45109999925, 190130.3920999989 321237.6480999999, 190141.31949999928 321242.1673000008, 190131.8691000007 321229.45109999925))"
water_nacht.61,,"POLYGON ((191602.59050000086 314283.40790000185, 191621.67749999836 314287.936900001, 191780.77950000018 314151.1743000001, 191749.1677000001 314121.11730000004, 191571.4039000012 314288.4519000016, 191573.76150000095 314294.8515000008, 191580.34629999846 314317.2507000007, 191599.45910000056 314300.13589999825, 191602.59050000086 314283.40790000185))"
water_nacht.62,,"POLYGON ((195067.8761 315285.53449999914, 195066.5234999992 315275.7364999987, 195009.2485000007 315231.8984999992, 194970.99109999835 315221.9395000003, 194958.9963000007 315211.6286999993, 194959.8911000006 315221.627700001, 194972.09409999847 315241.17909999937, 195026.04769999906 315274.83029999956, 195067.8761 315285.53449999914))"
water_nacht.63,,"POLYGON ((197450.00710000098 315413.92170000076, 197452.7875000015 315436.57389999926, 197483.5260999985 315450.5960999988, 197490.84470000118 315450.7131000012, 197502.37790000066 315439.0822999999, 197466.23889999837 315419.33469999954, 197450.00710000098 315413.92170000076))"
water_nacht.64,,"POLYGON ((197689.1660999991 316040.3429000005, 197694.60709999874 316045.0469000004, 197660.7072999999 316067.90370000154, 197661.17190000042 316067.5817000009, 197657.77809999883 316068.54089999944, 197657.01269999892 316069.67770000175, 197665.13949999958 316075.3783, 197663.8636999987 316076.4880999997, 197682.72709999979 316063.14449999854, 197755.79509999976 315951.8519000001, 197757.19570000097 315936.1919, 197747.75329999998 315936.04670000076, 197723.55429999903 315968.63650000095, 197689.1660999991 316040.3429000005))"
water_nacht.65,,"POLYGON ((196367.00549999997 316061.56329999864, 196323.44209999964 316073.4371000007, 196323.4134999998 316080.07229999825, 196324.00730000064 316090.054299999, 196326.685899999 316115.9791000001, 196359.9877000004 316111.0566999987, 196390.69289999828 316112.5692999996, 196420.1977000013 316107.74010000005, 196447.04509999976 316109.0535000004, 196459.00989999995 316108.5190999992, 196486.2712999992 316118.870099999, 196501.09950000048 316115.15850000083, 196515.0650999993 316075.44029999897, 196503.64930000156 316070.4384999983, 196412.15529999882 316062.48209999874, 196367.00549999997 316061.56329999864))"
water_nacht.66,,"POLYGON ((196698.67969999835 316173.5144999996, 196676.23149999976 316171.1992999986, 196666.59310000017 316154.79830000177, 196647.80310000107 316151.15949999914, 196621.93169999868 316147.25470000133, 196605.87669999897 316132.17330000177, 196582.23310000077 316126.77010000125, 196547.71009999886 316103.6840999983, 196535.19509999827 316106.0560999997, 196514.32809999958 316129.0062999986, 196495.72769999877 316130.5357000008, 196493.71909999847 316154.5907000005, 196498.9464999996 316157.0080999993, 196522.72529999912 316163.08150000125, 196581.80169999972 316155.99650000036, 196600.377700001 316163.46829999983, 196641.0560999997 316175.25609999895, 196665.9620999992 316199.0181000009, 196681.57609999925 316203.94150000066, 196687.06390000135 316205.1149000004, 196703.30649999902 316173.74450000003, 196698.67969999835 316173.5144999996))"
water_nacht.67,,"POLYGON ((197388.04509999976 316380.1928999983, 197406.87909999862 316381.99069999903, 197443.19469999894 316352.7402999997, 197430.81430000067 316344.09970000014, 197436.2179000005 316316.1446999982, 197435.27309999987 316302.63390000165, 197410.28770000115 316317.933699999, 197403.34149999917 316321.94249999896, 197376.36470000073 316346.00869999826, 197372.11089999974 316349.27329999954, 197379.05590000004 316374.0694999993, 197388.04509999976 316380.1928999983))"
water_nacht.68,,"POLYGON ((197196.0199000016 316750.84849999845, 197187.747299999 316758.2725000009, 197199.81210000068 316760.96770000085, 197214.0331000015 316759.55409999937, 197196.0199000016 316750.84849999845))"
water_nacht.69,,"POLYGON ((198419.7991000004 316811.6695000008, 198409.27169999853 316828.0078999996, 198436.98790000007 316795.3029000014, 198453.56289999932 316765.51209999993, 198444.45870000124 316771.1383000016, 198419.7991000004 316811.6695000008))"
water_nacht.70,,"POLYGON ((198564.8467000015 316922.23889999837, 198554.29630000144 316904.50129999965, 198558.44049999863 316916.2859000005, 198564.8467000015 316922.23889999837))"
water_nacht.71,,"POLYGON ((198523.06010000035 316945.21229999885, 198503.16690000147 316908.4563000016, 198498.88850000128 316848.9032999985, 198480.84070000052 316831.29670000076, 198469.84789999947 316852.05590000004, 198478.38549999893 316870.76850000024, 198507.34050000086 316931.1136999987, 198526.88529999927 316951.52809999883, 198523.06010000035 316945.21229999885))"
water_nacht.72,,"POLYGON ((193930.77690000087 317029.8482999988, 193940.12570000067 317029.28929999843, 193981.64130000025 317003.0333000012, 193956.5036999993 316986.2879000008, 193955.0331000015 316985.3176999986, 193930.77690000087 317029.8482999988))"
water_nacht.73,,"POLYGON ((187979.29210000113 318529.81529999897, 187972.46550000086 318530.4252999984, 187965.19350000098 318545.2476999983, 187957.97430000082 318560.0756999999, 187950.09530000016 318574.75930000097, 187943.39909999818 318589.72470000014, 187973.68710000068 318598.59530000016, 187965.71930000186 318592.78290000185, 187966.7927000001 318571.1532999985, 187972.7393000014 318559.4818999991, 187979.07869999856 318546.3515000008, 187985.73950000107 318532.63489999995, 187979.29210000113 318529.81529999897))"
water_nacht.74,,"POLYGON ((188055.19729999825 318604.78009999916, 188034.23050000146 318591.3949000016, 187996.80710000172 318599.0139000006, 187974.7798999995 318593.3093000017, 188000.82090000063 318611.6728999987, 188038.52450000122 318605.9301000014, 188055.19729999825 318604.78009999916))"
water_nacht.75,,"POLYGON ((188168.49010000005 318482.5449000001, 188112.1772999987 318629.57609999925, 188169.35229999945 318482.6964999996, 188168.49010000005 318482.5449000001))"
water_nacht.76,,"POLYGON ((187626.15729999915 318618.6497000009, 187626.82649999857 318617.83729999885, 187622.93710000068 318593.9211000018, 187601.51209999993 318582.6290999986, 187581.58410000056 318585.98209999874, 187555.70309999958 318615.1961000003, 187544.85970000178 318718.77430000156, 187549.32930000126 318728.6046999991, 187562.9941000007 318737.96709999815, 187620.3761 318739.66110000014, 187673.4365000017 318733.8585000001, 187697.5822999999 318719.16789999977, 187713.32990000024 318654.7930999994, 187704.75730000064 318626.5075000003, 187686.3099000007 318610.2166999988, 187659.97069999948 318602.3125, 187626.2217000015 318618.6114999987, 187626.15729999915 318618.6497000009), (187682.25989999995 318652.3958999999, 187672.42489999905 318701.21489999816, 187625.2622999996 318708.64770000055, 187621.97729999945 318665.6165000014, 187611.99870000035 318665.9602999985, 187616.90909999982 318709.06709999964, 187564.6581000015 318699.37110000104, 187574.6050999984 318632.4690999985, 187585.41530000046 318611.4378999993, 187595.73189999908 318603.9375, 187619.64909999818 318625.25510000065, 187619.75250000134 318625.1590999998, 187624.04210000113 318630.34010000154, 187612.16809999943 318648.90509999916, 187624.95969999954 318649.94629999995, 187635.98470000178 318639.43890000135, 187662.89730000123 318635.6629000008, 187682.25989999995 318652.3958999999))"
water_nacht.77,,"POLYGON ((194420.47590000182 318775.06529999897, 194428.71029999852 318765.8911000006, 194426.17449999973 318757.08790000156, 194415.09230000153 318761.8473000005, 194409.72049999982 318769.09490000084, 194412.90349999815 318774.81489999965, 194420.47590000182 318775.06529999897))"
water_nacht.78,,"POLYGON ((186837.2223000005 319000.63650000095, 186838.37950000167 318983.0749000013, 186811.9899000004 318999.4585000016, 186822.92009999976 319015.3739, 186821.94729999825 319016.52010000125, 186818.80429999903 319027.87150000036, 186817.43210000172 319030.44790000096, 186823.10350000113 319023.23530000076, 186839.02749999985 319007.0645000003, 186839.48270000145 319005.8770999983, 186837.2223000005 319000.63650000095))"
water_nacht.79,,"POLYGON ((196904.74049999937 319257.0817000009, 196884.83909999952 319264.0295000002, 196880.2248999998 319267.6539000012, 196863.03269999847 319297.33689999953, 196868.74769999832 319317.0207000002, 196928.97610000148 319280.82869999856, 196904.74049999937 319257.0817000009))"
water_nacht.80,,"POLYGON ((195766.6213000007 319444.12889999896, 195794.67390000075 319376.5813000016, 195766.0465000011 319375.0042999983, 195751.55710000172 319464.7580999993, 195763.1715000011 319462.5097000003, 195766.6213000007 319444.12889999896))"
water_nacht.81,,"POLYGON ((195420.7879000008 319982.43389999866, 195433.45010000095 319987.9937000014, 195457.37269999832 319944.3498999998, 195471.9375 319927.9759000018, 195458.76469999924 319922.41209999844, 195420.7879000008 319982.43389999866))"
water_nacht.82,,"POLYGON ((195582.8949000016 320068.20809999853, 195607.83850000054 320064.63069999963, 195601.44150000066 320063.16750000045, 195582.8949000016 320068.20809999853))"
water_nacht.83,,"POLYGON ((189857.06210000068 320441.36030000076, 189856.8093000017 320440.58570000157, 189849.9946999997 320441.58570000157, 189857.06210000068 320441.36030000076))"
water_nacht.84,,"POLYGON ((187758.0062999986 320589.6171000004, 187768.21609999985 320590.6130999997, 187803.34230000153 320589.3533000015, 187816.07649999857 320578.72509999946, 187798.12790000066 320572.57609999925, 187792.5929000005 320563.40309999883, 187784.8291000016 320560.37310000136, 187750.53009999916 320558.84910000116, 187747.48110000044 320579.0491000004, 187761.41110000014 320581.7961000018, 187758.0062999986 320589.6171000004))"
water_nacht.85,,"POLYGON ((194944.26909999922 320786.99610000104, 195001.22129999846 320741.61890000105, 194953.04630000144 320769.0538999997, 194901.05530000106 320773.0298999995, 194891.5762999989 320779.4065000005, 194933.5967000015 320790.09109999985, 194944.26909999922 320786.99610000104))"
water_nacht.86,,"POLYGON ((188760.4327000007 321126.78990000114, 188776.75389999896 321129.1510999985, 188760.9365000017 321119.54030000046, 188760.4327000007 321126.78990000114))"
water_nacht.87,,"POLYGON ((195964.69170000032 316012.9813000001, 195991.0436999984 316016.0683000013, 195994.6350999996 316002.37150000036, 195983.02290000021 315994.28269999847, 195966.02270000055 315999.5835000016, 195975.7558999993 315970.4268999994, 195964.50549999997 315966.2721000016, 195952.41010000184 315970.51729999855, 195949.20210000128 315979.83949999884, 195954.82669999823 316006.55849999934, 195964.69170000032 316012.9813000001))"
water_nacht.88,,"POLYGON ((201951.08469999954 320480.0753000006, 201947.89029999822 320486.8707000017, 201973.0346999988 320495.6398999989, 201978.57829999924 320497.2703000009, 201979.05429999903 320496.92969999835, 202012.752700001 320503.5800999999, 202014.43169999868 320475.32030000165, 202016.3834999986 320450.93730000034, 202031.05110000074 320390.34690000117, 202029.07429999858 320381.0395000018, 201974.82349999994 320349.45329999924, 201963.90190000087 320363.99430000037, 201933.06929999962 320386.4059000015, 201919.46429999918 320476.2093000002, 201920.55090000108 320476.4770999998, 201920.72250000015 320476.5229000002, 201945.26790000126 320485.71930000186, 201958.8044999987 320464.18670000136, 201943.49810000136 320442.22670000046, 201958.96990000084 320400.3418999985, 201976.3060999997 320392.14350000024, 201982.35810000077 320381.85830000043, 202004.01190000027 320391.9726999998, 201981.2888999991 320458.568500001, 201958.6897 320464.4470999986, 201951.08469999954 320480.0753000006))"
water_nacht.89,,"POLYGON ((201740.48790000007 320518.0491000004, 201723.6405000016 320517.41750000045, 201757.39009999856 320534.063099999, 201789.9138999991 320562.1072999984, 201798.56190000102 320553.2197000012, 201771.64130000025 320538.38489999995, 201780.75349999964 320525.5938999988, 201740.48790000007 320518.0491000004))"
water_nacht.90,,"POLYGON ((201879.8658999987 320578.9624999985, 201880.01909999922 320578.9331, 201890.00310000032 320586.01309999824, 201907.27309999987 320593.9010999985, 201931.4250999987 320606.2201000005, 201974.28330000117 320580.45490000024, 201980.81749999896 320573.0859000012, 201960.8627000004 320556.04830000177, 201913.35610000044 320536.5881000012, 201924.56210000068 320530.064100001, 201966.12209999934 320538.66910000145, 201977.75609999895 320523.8361000009, 201978.57829999924 320497.2703000009, 201973.0346999988 320495.6398999989, 201947.89029999822 320486.8707000017, 201945.26790000126 320485.71930000186, 201920.72250000015 320476.5229000002, 201879.8658999987 320578.9624999985))"
water_nacht.91,,"POLYGON ((201851.3968999982 320614.43989999965, 201842.91409999877 320637.1149000004, 201839.129900001 320657.25869999826, 201835.01110000163 320692.50829999894, 201836.10350000113 320713.6983000003, 201830.9924999997 320752.29030000046, 201849.69150000066 320769.1394999996, 201862.21810000017 320778.7914999984, 201871.72769999877 320780.67969999835, 201880.73809999973 320778.28449999914, 201888.04410000145 320772.6261, 201902.79210000113 320746.056499999, 201909.10610000044 320671.6805000007, 201927.45789999887 320621.2740999982, 201926.86410000175 320620.7430999987, 201931.4250999987 320606.2201000005, 201907.27309999987 320593.9010999985, 201890.00310000032 320586.01309999824, 201880.01909999922 320578.9331, 201879.8658999987 320578.9624999985, 201866.74909999967 320583.85810000077, 201855.63269999996 320608.4419, 201851.3968999982 320614.43989999965))"
water_nacht.92,,"POLYGON ((201871.72769999877 320780.67969999835, 201832.5164999999 320817.71009999886, 201833.0982999988 320824.0080999993, 201834.7201000005 320826.18989999965, 201850.15729999915 320828.623300001, 201856.5020999983 320825.9068999998, 201864.3476999998 320815.5245000012, 201900.02430000156 320802.5883000009, 201921.65830000117 320772.752700001, 201938.99450000003 320673.6290999986, 201909.10610000044 320671.6805000007, 201902.79210000113 320746.056499999, 201888.04410000145 320772.6261, 201880.73809999973 320778.28449999914, 201871.72769999877 320780.67969999835))"
