straatnaam_identificatie_mast;objectid;stadsdeel;wijk;buurt;straatnaam;wegvak;identificatie;lokatie;eigenaar;x;y;identificatie_lamp;type_lamp;datum_plaatsing_lamp;datum_onderhoud_lamp;soort_lamp;kleur_lamp;wattage_lamp;lumen_lamp;ra_waarde_lamp;fitting_lamp;schakelschema_lamp;identificatie_armatuur;type_armatuur;datum_plaatsing_armatuur;datum_onderhoud_armatuur;lph_armatuur;brandstand_armatuur;identificatie_drager_mast;type_drager_mast;datum_plaatsing_drager_mast;datum_onderhoud_drager_mast;identificatie_drager_uithouder;type_drager_uithouder;datum_plaatsing_drager_uithoud;datum_onderhoud_drager_uithoud;geo_shape;geo_point_2d;locat
Oirschotsedijk 061;100895;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;061;;Gemeente Eindhoven;157797.335;385728.947;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.427450870551371, 51.460625698682705], ""type"": ""Point""}";51.460625698682705, 5.427450870551371;51.46062601857695, 5.427452402701401
Oirschotsedijk 086;100897;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;086;;Gemeente Eindhoven;157229.116;386053.593;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.41927671145605, 51.46354638245352], ""type"": ""Point""}";51.46354638245352, 5.41927671145605;51.46354669697202, 5.419278266547817
Oirschotsedijk 059;100898;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;059;;Gemeente Eindhoven;157812.877;385720.066;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.4276744365939065, 51.460545792574806], ""type"": ""Point""}";51.460545792574806, 5.4276744365939065;51.46054611260166, 5.427675967992945
Oirschotsedijk 056;100904;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;056;;Gemeente Eindhoven;157891.947;385674.886;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.428811817803973, 51.460139282382436], ""type"": ""Point""}";51.460139282382436, 5.428811817803973;51.46013960307847, 5.428813345359615
Oirschotsedijk 053;100910;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;053;;Gemeente Eindhoven;157955.697;385638.462;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.429728813967091, 51.45981154681754], ""type"": ""Point""}";51.45981154681754, 5.429728813967091;51.45981186804654, 5.42973033839638
Oirschotsedijk 085;100916;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;085;;Gemeente Eindhoven;157253.814;386039.42;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.419632027773717, 51.46341888718368], ""type"": ""Point""}";51.46341888718368, 5.419632027773717;51.46341920194782, 5.419633581971746
Oirschotsedijk 049;100919;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;049;;Gemeente Eindhoven;158025.858;385598.378;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;A;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.430738012375614, 51.45945087097921], ""type"": ""Point""}";51.45945087097921, 5.430738012375614;51.45945119278804, 5.430739533335701
Oirschotsedijk 048;100920;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;048;;Gemeente Eindhoven;158049.94;385585.05;;16 LED 19W 350mA (Pi;2013-11-15;2038-12-09;LED;wit;19;2200;70;LED;in30lux 100% - 19:00;B;SCHREDER PIANO-MINI/;2013-11-15;2033-11-15;700;;;AL 7 NEDAL   K070UD06.8E.001;2013-11-15;2043-11-15;;AL DUBBEL 2M UD8.200;2013-11-15;2043-11-15;"{""coordinates"": [5.431084408791296, 51.45933093959952], ""type"": ""Point""}";51.45933093959952, 5.431084408791296;51.45933126160871, 5.43108592857648
Waterfront 003;100925;6 Strijp;63 Meerhoven;635 Waterrijk;Waterfront;;003;;Gemeente Eindhoven;156176.21;383182.35;1;CDM-T  35W;2020-08-20;2022-11-16;cdm-t;wit;35;3300;82;G12;in30lux 100% - uit30;B;SITECO R2 MINI HCI-T;2010-09-18;2040-09-18;700;;;AL 12 K120PT07.8F.001;2010-09-18;2040-09-18;B;AL ZETBEUGEL 0,3 M;2010-09-18;2040-09-18;"{""coordinates"": [5.404115747852044, 51.437740956412505], ""type"": ""Point""}";51.437740956412505, 5.404115747852044;51.43774124426626, 5.404117165885378
Waterfront 006;100927;6 Strijp;63 Meerhoven;635 Waterrijk;Waterfront;;006;;Gemeente Eindhoven;156143.32;383179.07;1;CDM-T  35W;2019-05-21;2021-09-27;cdm-t;wit;35;3300;82;G12;in30lux 100% - uit30;B;SITECO R2 MINI HCI-T;2010-09-18;2040-09-18;700;;;AL 12 K120PT07.8F.001;2010-09-18;2040-09-18;B;AL ZETBEUGEL 0,3 M;2010-09-18;2040-09-18;"{""coordinates"": [5.403642714932262, 51.43771154226313], ""type"": ""Point""}";51.43771154226313, 5.403642714932262;51.43771182970062, 5.403644132847725
Waterfront 006;100928;6 Strijp;63 Meerhoven;635 Waterrijk;Waterfront;;006;;Gemeente Eindhoven;156143.32;383179.07;1;CDM-T  35W;2019-10-10;2021-12-21;cdm-t;wit;35;3300;82;G12;in30lux 100% - uit30;A;POLLUX WB LED 3 X 1;2010-09-18;2040-09-18;600;;;AL 12 K120PT07.8F.001;2010-09-18;2040-09-18;A;AL ZETBEUGEL 0,3 M;2010-09-18;2040-09-18;"{""coordinates"": [5.403642714932262, 51.43771154226313], ""type"": ""Point""}";51.43771154226313, 5.403642714932262;51.43771182970062, 5.403644132847725
Waterfront 033;100939;6 Strijp;63 Meerhoven;635 Waterrijk;Waterfront;;033;;Gemeente Eindhoven;156026.56;383402.58;;LED34/830 DX70;2020-12-09;2046-01-12;LED;;23;3400;80;LED;in30lux 100% - 19:00;A;BGP760 LED34/830 I D;2020-12-09;2040-12-09;600;;;AL 6 NEDAL V.060PT03.0T.000 (Avenue);2016-03-04;2046-03-04;;AL OPZETSTUK 0,20 M;2016-03-04;2046-03-04;"{""coordinates"": [5.4019641280248445, 51.43972082977651], ""type"": ""Point""}";51.43972082977651, 5.4019641280248445;51.43972111576456, 5.401965555742018
Waterfront 037;100941;6 Strijp;63 Meerhoven;635 Waterrijk;Waterfront;;037;;Gemeente Eindhoven;155969.84;383485.64;;LED34/830 DX70;2020-12-09;2046-01-12;LED;;23;3400;80;LED;in30lux 100% - 19:00;A;BGP760 LED34/830 I D;2020-12-09;2040-12-09;600;;;AL 6 NEDAL V.060PT03.0T.000 (Avenue);2021-01-20;2051-01-20;;AL OPZETSTUK 0,20 M;2016-03-04;2046-03-04;"{""coordinates"": [5.401148576101611, 51.440467531469295], ""type"": ""Point""}";51.440467531469295, 5.401148576101611;51.44046781671529, 5.401150007389328
Hastelweg 125;100949;6 Strijp;62 Halve Maan;621 Hurk;Hastelweg;;125;;Gemeente Eindhoven;159248.63;382901.64;1;SON-T PIA PLUS 100W;2022-02-10;2027-06-01;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2010-11-19;2040-11-19;800;;;ST 8 V-100.N.183 VZ CIL;2010-11-19;2050-11-19;;ST ENKEL 1,50 M LOS;2010-11-19;2050-11-19;"{""coordinates"": [5.448299812220451, 51.43520288417941], ""type"": ""Point""}";51.43520288417941, 5.448299812220451;51.43520319551537, 5.448301146966248
Hastelweg 124;100950;6 Strijp;62 Halve Maan;621 Hurk;Hastelweg;;124;;Gemeente Eindhoven;159277.18;382917.43;1;SON-T PIA PLUS 100W;2022-02-10;2027-06-01;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2010-11-19;2040-11-19;800;;;ST 8 V-100.N.183 VZ CIL;2010-11-19;2050-11-19;;ST ENKEL 1,50 M LOS;2010-11-19;2050-11-19;"{""coordinates"": [5.448710586188224, 51.43534459877124], ""type"": ""Point""}";51.43534459877124, 5.448710586188224;51.43534491033413, 5.4487119206374715
Hastelweg 121;100953;6 Strijp;62 Halve Maan;621 Hurk;Hastelweg;;121;;Gemeente Eindhoven;159357.91;382931.24;1;SON-T PIA PLUS 100W;2022-01-18;2027-04-20;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2010-11-19;2040-11-19;800;;;ST 8 V-100.N.183 VZ CIL;2010-11-19;2050-11-19;;ST ENKEL 1,50 M LOS;2010-11-19;2050-11-19;"{""coordinates"": [5.449871753002028, 51.43546811236434], ""type"": ""Point""}";51.43546811236434, 5.449871753002028;51.4354684243297, 5.449873084940918
Meerenakkerweg 113;100957;6 Strijp;62 Halve Maan;621 Hurk;Meerenakkerweg;;113;;Gemeente Eindhoven;158061.16;382196.65;1;CPO-TW 140W;2020-12-11;2026-12-18;cpo-t;wit;140;0;0;PGZ12;in30lux 100% - uit30;A;SGS253 CPO-TW 140W I;2013-05-10;2043-05-10;1200;;;ST 12 V-100.T.609 VZ;2013-05-10;2053-05-10;;ST ENKEL 1,50 M LOS;2013-05-10;2053-05-10;"{""coordinates"": [5.431216482781287, 51.428873683065], ""type"": ""Point""}";51.428873683065, 5.431216482781287;51.42887398575133, 5.431217825982026
Meerenakkerweg 103;100959;6 Strijp;62 Halve Maan;621 Hurk;Meerenakkerweg;;103;;Gemeente Eindhoven;158141.75;382180.24;1;CPO-TW 140W;2020-12-11;2026-12-18;cpo-t;wit;140;0;0;PGZ12;in30lux 100% - uit30;A;SGS253 CPO-TW 140W I;2013-05-10;2043-05-10;1200;;;ST 12 V-100.T.609 VZ;2013-05-10;2053-05-10;;ST ENKEL 1,50 M LOS;2013-05-10;2053-05-10;"{""coordinates"": [5.432375154547404, 51.428725733643105], ""type"": ""Point""}";51.428725733643105, 5.432375154547404;51.42872603682924, 5.432376494764976
Meerenakkerweg 086;100965;6 Strijp;62 Halve Maan;621 Hurk;Meerenakkerweg;;086;;Gemeente Eindhoven;158106.11;382206.73;1;CPO-TW 140W;2020-09-03;2026-09-16;cpo-t;wit;140;0;0;PGZ12;in30lux 100% - uit30;A;SGS253 CPO-TW 140W I;2013-05-10;2043-05-10;1200;;;ST 12 V-100.T.609 VZ;2013-05-10;2053-05-10;;ST ENKEL 1,50 M LOS;2013-05-10;2053-05-10;"{""coordinates"": [5.4318629153623155, 51.42896404202023], ""type"": ""Point""}";51.42896404202023, 5.4318629153623155;51.42896434503955, 5.431864257778334
Waterweg 045;100979;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;045;;Gemeente Eindhoven;156066.81;382938.21;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.40254162651594, 51.43554668180084], ""type"": ""Point""}";51.43554668180084, 5.40254162651594;51.43554696822949, 5.402543033988655
Waterweg 043;100981;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;043;;Gemeente Eindhoven;156015.83;382974.35;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.401808573703856, 51.43587162839314], ""type"": ""Point""}";51.43587162839314, 5.401808573703856;51.43587191420883, 5.401809982844134
Waterweg 029;100991;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;029;;Gemeente Eindhoven;155671.66;383196.95;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.3968593643506395, 51.4378730340507], ""type"": ""Point""}";51.4378730340507, 5.3968593643506395;51.43787331566371, 5.396860781795196
Waterweg 026;100994;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;026;;Gemeente Eindhoven;155615.9;383278.59;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.396057566885138, 51.438606935141955], ""type"": ""Point""}";51.438606935141955, 5.396057566885138;51.438607216026135, 5.396058987270322
Waterweg 025;100995;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;025;;Gemeente Eindhoven;155599.13;383302.84;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.395816418153544, 51.438824929177876], ""type"": ""Point""}";51.438824929177876, 5.395816418153544;51.43882520983955, 5.395817839401235
Waterweg 021;100999;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;021;;Gemeente Eindhoven;155608.14;383383.93;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.395946141693885, 51.43955381108336], ""type"": ""Point""}";51.43955381108336, 5.395946141693885;51.43955409179098, 5.39594756636675
Waterweg 017;101002;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;017;;Gemeente Eindhoven;155662.15;383304.8;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.396722793279502, 51.43884247448106], ""type"": ""Point""}";51.43884247448106, 5.396722793279502;51.43884275590828, 5.396724215135699
Waterweg 014;101005;6 Strijp;63 Meerhoven;635 Waterrijk;Waterweg;;014;;Gemeente Eindhoven;155716.13;383225.88;;Fortimo LED LLM 4500;2014-06-25;2026-12-29;LED;wit;67;4536;70;LED;in30lux 100% - 19:00;A;BGP070 Koffer2 LED 4;2014-06-25;2034-06-25;700;;;AL 7 NEDAL;2014-06-25;2044-06-25;;AL OPZETSTUK 0,20 M;2014-06-25;2044-06-25;"{""coordinates"": [5.397498989625291, 51.43813302035611], ""type"": ""Point""}";51.43813302035611, 5.397498989625291;51.438133302485056, 5.397500408628402
Weijerbeemd 013;101013;6 Strijp;62 Halve Maan;628 Mispelhoef;Weijerbeemd;;013;;Gemeente Eindhoven;156868.68;387702.94;1;SON-T PIA PLUS 100W;2019-01-29;2024-04-29;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2008-01-01;2038-01-01;800;;;ST 8 V-100.N.183 VZ CIL;2008-01-01;2048-01-01;;ST ENKEL 1,50 M LOS;2008-01-01;2048-01-01;"{""coordinates"": [5.4140987530997124, 51.47837311089254], ""type"": ""Point""}";51.47837311089254, 5.4140987530997124;51.47837342942873, 5.414100368924781
Weijerbeemd 012;101014;6 Strijp;62 Halve Maan;628 Mispelhoef;Weijerbeemd;;012;;Gemeente Eindhoven;156892.13;387676.89;1;SON-T PIA PLUS 100W;2019-01-29;2024-04-29;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2008-01-01;2038-01-01;800;;;ST 8 V-100.N.183 VZ CIL;2008-01-01;2048-01-01;;ST ENKEL 1,50 M LOS;2008-01-01;2048-01-01;"{""coordinates"": [5.4144361701773445, 51.47813887741232], ""type"": ""Point""}";51.47813887741232, 5.4144361701773445;51.47813919627618, 5.414437785675799
Weijerbeemd 011;101015;6 Strijp;62 Halve Maan;628 Mispelhoef;Weijerbeemd;;011;;Gemeente Eindhoven;156915.57;387650.96;1;SON-T PIA PLUS 100W;2019-01-29;2024-04-29;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2008-01-01;2038-01-01;800;;;ST 8 V-100.N.183 VZ CIL;2008-01-01;2048-01-01;;ST ENKEL 1,50 M LOS;2008-01-01;2048-01-01;"{""coordinates"": [5.414773440498475, 51.47790572162777], ""type"": ""Point""}";51.47790572162777, 5.414773440498475;51.47790604081736, 5.414775055664967
Weijerbeemd 009;101016;6 Strijp;62 Halve Maan;628 Mispelhoef;Weijerbeemd;;009;;Gemeente Eindhoven;156939.08;387625.02;1;SON-T PIA PLUS 100W;2019-01-29;2024-04-29;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2008-01-01;2038-01-01;800;;;ST 8 V-100.N.183 VZ CIL;2008-01-01;2048-01-01;;ST ENKEL 1,50 M LOS;2008-01-01;2048-01-01;"{""coordinates"": [5.415111714935784, 51.47767247473737], ""type"": ""Point""}";51.47767247473737, 5.415111714935784;51.477672794251646, 5.415113329762836
Achtseweg Noord 267;101021;6 Strijp;62 Halve Maan;628 Mispelhoef;Achtseweg Noord;;267;;Gemeente Eindhoven;156505.89;387778.98;1;SON-T PIA PLUS 100W;2019-01-03;2024-03-19;sont;geel;100;10700;25;E40;in30lux 100% - 19:00;A;SGS253 SON/T100W GB;2005-01-01;2035-01-01;800;;;ST 8 V-100.N.183 VZ CIL;2005-01-01;2045-01-01;;ST ENKEL 1 M LOS VZ;2005-01-01;2045-01-01;"{""coordinates"": [5.408876800496244, 51.47905770864488], ""type"": ""Point""}";51.47905770864488, 5.408876800496244;51.47905802051115, 5.4088784126487
Flight Forum 548;101023;6 Strijp;63 Meerhoven;637 Flight Forum;Flight Forum;;548;;FF-EHV (KOSTEN  90%FF);155809.21;384195.3;;96 LED type II short;2015-03-01;2027-11-01;LED;blauw;160;10400;0;LED;in30lux 100% - uit30;A;8Times1 M-Concept ML;2015-03-01;2035-03-01;1600;;;ST 16 CON PT108 PJ.7100627753 VZ;2001-12-01;2041-12-01;;ST HULPSTUK SILL VZ;2001-12-01;2041-12-01;"{""coordinates"": [5.398839886205389, 51.44684669056221], ""type"": ""Point""}";51.44684669056221, 5.398839886205389;51.44684697562908, 5.398841349182063
Flight Forum 436;101024;6 Strijp;63 Meerhoven;637 Flight Forum;Flight Forum;;436;;FF-EHV (KOSTEN 100%FF);155725.78;384477.89;;96 LED type II short;2015-03-01;2027-11-01;LED;blauw;160;10400;0;LED;in30lux 100% - uit30;A;8Times1 M-Concept ML;2015-03-01;2035-03-01;1000;;;ST 10 CON PT76 PJ.7100627703 VZ;2015-03-01;2055-03-01;;ST ENKEL 0,2 M VZ IL;2015-03-01;2055-03-01;"{""coordinates"": [5.397640340155439, 51.44938691502395], ""type"": ""Point""}";51.44938691502395, 5.397640340155439;51.449387199517076, 5.397641814611654
Flight Forum 488;101025;6 Strijp;63 Meerhoven;637 Flight Forum;Flight Forum;;488;;FF-EHV (KOSTEN 100%FF);156008.76;384485.55;;96 LED type II short;2013-12-06;2026-06-26;LED;blauw;160;10400;0;LED;in30lux 100% - uit30;A;8Times1 M-Concept ML;2013-12-06;2033-12-06;1600;;;ST 16 CON PT108 PJ.7100627753 VZ;2006-07-01;2046-07-01;;ST HULPSTUK SILL VZ;2006-07-01;2046-07-01;"{""coordinates"": [5.40171120351648, 51.449455322892554], ""type"": ""Point""}";51.449455322892554, 5.40171120351648;51.44945561174418, 5.401712681109497
Lievendaalseweg 015;101037;6 Strijp;62 Halve Maan;623 Lievendaal;Lievendaalseweg;;015;;Gemeente Eindhoven;158255.79;383696.92;;32 LED ECO58-2S/830;2014-11-17;2032-05-08;LED;wit;58;5800;76;LED;in30lux 100% - 19:00;A;BGP352 ECO58-2S/740;2014-11-17;2034-11-17;800;;;ST 8 V-100.N.183 VZ CIL;2014-11-17;2054-11-17;;ST DUBBEL 1,50 M L.;2014-11-17;2054-11-17;"{""coordinates"": [5.434028932444285, 51.44235802291138], ""type"": ""Point""}";51.44235802291138, 5.434028932444285;51.442358333272324, 5.434030343423903
Lievendaalseweg 015;101038;6 Strijp;62 Halve Maan;623 Lievendaal;Lievendaalseweg;;015;;Gemeente Eindhoven;158255.79;383696.92;;32 LED ECO58-2S/830;2014-11-17;2032-05-08;LED;wit;58;5800;76;LED;in30lux 100% - 19:00;B;BGP352 ECO58-2S/740;2014-11-17;2034-11-17;800;;;ST 8 V-100.N.183 VZ CIL;2014-11-17;2054-11-17;;ST DUBBEL 1,50 M L.;2014-11-17;2054-11-17;"{""coordinates"": [5.434028932444285, 51.44235802291138], ""type"": ""Point""}";51.44235802291138, 5.434028932444285;51.442358333272324, 5.434030343423903
Sliffertsestraat 045;101040;6 Strijp;63 Meerhoven;633 Grasrijk;Sliffertsestraat;;045;;Gemeente Eindhoven;157388.03;383036.9;1;SON-T PIA PLUS 70W;2020-09-16;2024-09-17;sont;geel;70;6600;25;E27;in30lux 100% - 19:00;B;CDS590 SON-T 70 W BO;2014-06-25;2044-06-25;800;;;ST 8 V-200.N.285 VZ CON VUD RAL7021;2014-06-25;2054-06-25;;ST DUBBEL 1 M M40393;2014-06-25;2054-06-25;"{""coordinates"": [5.421543108664106, 51.43642968787343], ""type"": ""Point""}";51.43642968787343, 5.421543108664106;51.43642998774495, 5.421544507413594
Oirschotsedijk 234;101044;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;234;;Gemeente Eindhoven;158181.39;386343.18;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 7 NEDAL;2013-09-10;2043-09-10;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.432982649538684, 51.466144776469626], ""type"": ""Point""}";51.466144776469626, 5.432982649538684;51.46614510562803, 5.432984207046497
Oirschotsedijk 233;101045;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;233;;Gemeente Eindhoven;158166.14;386328.59;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 7 NEDAL;2013-09-10;2043-09-10;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.432763056701847, 51.46601371846157], ""type"": ""Point""}";51.46601371846157, 5.432763056701847;51.4660140472918, 5.4327646138608605
Oirschotsedijk 231;101047;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;231;;Gemeente Eindhoven;158135.47;386299.44;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 7 NEDAL;2013-09-10;2043-09-10;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.43232142879179, 51.46575187183036], ""type"": ""Point""}";51.46575187183036, 5.43232142879179;51.465752199985005, 5.432322985115523
Oirschotsedijk 238;101048;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;238;;Gemeente Eindhoven;158242.48;386401.27;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 6 NEDAL V.060PT03.0T.000 (Avenue);2016-12-14;2046-12-14;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.433862326592837, 51.466666576956584], ""type"": ""Point""}";51.466666576956584, 5.433862326592837;51.46666690737074, 5.433863885132107
Oirschotsedijk 226;101052;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;226;;Gemeente Eindhoven;158074.34;386241.21;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 7 NEDAL;2013-09-10;2043-09-10;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.431441211319847, 51.4652288014652], ""type"": ""Point""}";51.4652288014652, 5.431441211319847;51.46522912839877, 5.431442765508434
Oirschotsedijk 224;101054;6 Strijp;62 Halve Maan;627 Herdgang;Oirschotsedijk;;224;;Gemeente Eindhoven;158043.93;386211.93;;24 LED GRN24-2S/830;2013-09-10;2078-06-15;LED;Rood;24;2400;80;LED;in30lux 100% - 00:00;A;BGS451 GRN 24-Led Cl;2013-09-10;2033-09-10;700;;;AL 7 NEDAL;2013-09-10;2043-09-10;;AL OPZETSTUK 0,20 M;2013-09-10;2043-09-10;"{""coordinates"": [5.43100333926705, 51.4649657798111], ""type"": ""Point""}";51.4649657798111, 5.43100333926705;51.46496610613927, 5.431004892391018
