OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
1019,06.24.G.1217,Gazon,,Stadsdeel 6,,179.369,299.516,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",178.668804625,299.494276557652
1020,04.05.G.0588,Heesters laag,Gemengde soorten,Stadsdeel 4,,176.397,67.913,,Onkruid beheersen,,Presikhaaf,176.3965605,67.9129425310643
1021,05.23.G.0784,Gazon,,Stadsdeel 5,,57.084,140.192,16 x per jaar | Machinaal,,,VKR,56.884101965,140.17968478732
1022,06.22.G.2887,Blokhaag,,Stadsdeel 6,,13.726,15.272,,,,Elden en De Laar,13.725935,15.27242222791
1023,06.22.G.3262,Blokhaag,Acer campestre,Stadsdeel 6,,52.949,58.518,,,,Elden en De Laar,52.9492595,58.5178880738247
1024,06.21.G.2378,Gazon,,Stadsdeel 6,,91.444,39.904,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",91.444312,39.9035869582726
1025,06.21.G.0434,Gazon,,Stadsdeel 6,,95.074,38.468,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",95.07397,38.4680084187756
1026,06.21.G.0809,Struweel,,Stadsdeel 6,,356.138,179.291,,,,"Schuytgraaf, Elderveld",356.138313,179.291312840929
1027,05.18.G.0522,Gazon,,Stadsdeel 5,,1324.296,173.488,16 x per jaar | Machinaal,,,Malburgen,1322.409707,173.487627387897
1028,03.08.G.1444,Gazon,,Stadsdeel 3,,22.212,19.016,16 x per jaar | Machinaal,,,Noord-Oost,22.211115155,19.0138350994002
1029,05.18.G.1482,Heesters laag,Gemengde soorten,Stadsdeel 5,,23.385,21.287,,Onkruid beheersen,,Malburgen,23.3853125,21.2872112515614
1030,06.24.G.3236,Haag,Acer campestre,Stadsdeel 6,,2.97,13.355,,,,"Schuytgraaf, Elderveld",2.969676,13.3550623309999
1031,04.03.G.0019,Vlak onderhoud derden,,Derden,,19.174,24.188,,,,CSA,19.174269,24.1884821220388
1032,03.09.G.1853,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,81.968,73.176,,Graven verplicht onderhoud,,Noord-Oost,81.968188,73.1759427872461
1033,04.05.G.0859,Blokhaag,,Stadsdeel 4,,24.544,51.413,,,,Presikhaaf,24.5442945,51.4132352623808
1034,03.11.G.2216,Gazon,,Stadsdeel 3,,2.964,9.619,16 x per jaar | Machinaal,,,Noord-Oost,2.982727195,9.61575347699828
1035,04.02.G.0686,Vlak onderhoud derden,,Derden,,5.787,9.445,,,,CSA,5.78462569,9.4430152035074
1036,04.05.G.0617,Boomspiegel,,Stadsdeel 4,,9.57,12.699,,,,Presikhaaf,9.566296335,12.6949259550633
1037,03.09.G.3825,Gras/kruiden,,Stadsdeel 3,,76.105,91.306,3 x per jaar | Machinaal,,,Noord-Oost,76.10516,91.3058328353988
1038,03.08.G.0939,Gazon,,Stadsdeel 3,,4.622,8.744,16 x per jaar | Machinaal,,,Noord-Oost,4.622445,8.74379350160915
1039,02.12.G.2541,Gras/kruiden,,Afdeling Bossen & Parken,Park Sonsbeek,355.927,241.684,2 x per jaar | Machinaal,,,Noord-West,356.166236135,241.662834569997
1040,02.12.G.3063,Gazon,,Stadsdeel 2,,8.746,13.556,16 x per jaar | Machinaal,,,Noord-West,8.745709785,13.5547653756188
1041,05.23.G.0708,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,267.246,658.8,2 x per jaar | Machinaal,,,VKR,267.246465,658.799673216857
1042,05.23.G.0138,Gazon,,Stadsdeel 5,,746.867,208.978,16 x per jaar | Machinaal,,,VKR,746.2348552,208.972603930432
1043,03.09.G.0696,Gras/kruiden,,Stadsdeel 3,,48.546,25.565,2 x per jaar | Machinaal,,,Noord-Oost,48.37728015,25.533305842348
1044,04.05.G.0314,Gazon,,Stadsdeel 4,,97.001,195.277,16 x per jaar | Machinaal,,,Presikhaaf,97.001829705,195.274787605477
1045,06.24.G.0010,Gras/kruiden,,Stadsdeel 6,,107.209,144.855,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",107.2086355,144.855464285877
1046,06.21.G.3145,Gazon,,Stadsdeel 6,,629.773,364.486,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",629.7729755,364.486409166295
1047,09.504.V.0024,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Deelen-Kemperheide,363.004,308.178,1 x per jaar | Machinaal,,,Noord-West,363.004058,308.177640826385
1048,09.412.V.0052,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,87.189,176.189,1 x per jaar | Machinaal,,,Noord-West,87.1894905,176.188730340137
1049,05.19.G.0814,Gazon,,Stadsdeel 5,,69.373,41.583,16 x per jaar | Machinaal,,,VKR,69.3729265,41.5833362903551
1050,03.09.G.1369,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,179.607,74.256,25 x per jaar | Machinaal,,,Noord-Oost,179.6068935,74.2559994545644
1051,05.18.G.1754,Blokhaag,,Stadsdeel 5,,3.125,7.515,,,,Malburgen,3.124014485,7.51318189317899
1052,05.16.G.0154,Gazon,,Stadsdeel 5,,308.334,114.427,16 x per jaar | Machinaal,,,Malburgen,308.333736,114.42729002461
1053,03.07.G.1021,Vaste planten,Geranium cantabrigiense 'Cambridge',Stadsdeel 3,,6.926,11.032,,,,Noord-West,6.902967705,11.0282829661457
1054,06.24.G.2460,Gazon,,Stadsdeel 6,,207.674,94.381,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",207.604930955,94.3698060161231
1055,05.19.G.0326,Gazon,,Stadsdeel 5,,21.916,25.854,16 x per jaar | Machinaal,,,VKR,21.9161955,25.8540334789693
1056,05.19.G.0026,Blokhaag,,Stadsdeel 5,,258.727,177.967,,,,VKR,258.727245,177.967342079258
1057,02.12.G.0913,Gazon,,Stadsdeel 2,,319.14,176.909,16 x per jaar | Machinaal,,,Noord-West,319.139898,176.908680241046
1058,04.02.G.0067,Vlak onderhoud derden,,Derden,,42.877,32.753,,,,CSA,42.8772175,32.7528699852681
1059,02.13.G.0148,Gras/kruiden,,Stadsdeel 2,,107.649,85.721,2 x per jaar | Machinaal,,,Noord-West,107.64911,85.7208338928908
1060,04.03.G.1105,Gazon,,Stadsdeel 4,,45.03,84.364,16 x per jaar | Machinaal,,,CSA,45.027883765,84.3625231708437
1061,01.01.G.1772,Boomspiegel,,Stadsdeel 1,,2.28,6.039,,,,CSA,2.27962,6.03947978874143
1062,04.05.G.1734,Gazon,,Afdeling Bossen & Parken,Park Presikhaaf,30.697,25.828,18 x per jaar | Machinaal,,,Presikhaaf,30.697405,25.8280701462997
1063,05.19.G.0801,Gazon,,Stadsdeel 5,,3.404,8.317,16 x per jaar | Machinaal,,,VKR,3.40004938,8.31317027306003
1064,05.18.G.1672,Heesters laag,Mahonia aquifolium 'Blackfoot',Stadsdeel 5,,24.742,21.006,,Onkruid beheersen,,Malburgen,24.739252785,21.0034210271937
1065,06.22.G.2073,Struweel,,Stadsdeel 6,,249.388,62.798,,,,Elden en De Laar,249.3883405,62.7977770471982
1066,05.23.G.1348,Struweel,,Stadsdeel 5,,29.934,22.543,,,,VKR,29.9338555,22.5425237845833
1067,06.22.G.0611,Gazon,,Stadsdeel 6,,776.086,900.922,16 x per jaar | Machinaal,,,Elden en De Laar,776.63002314,900.907144862391
1068,04.03.G.1065,Gazon,,Stadsdeel 4,,68.477,46.724,16 x per jaar | Machinaal,,,CSA,67.941079655,46.7108693592
1069,05.18.G.2529,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,13.161,15.447,,,,Malburgen,13.1613885,15.4474468513505
1070,03.09.G.3562,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,19.923,20.793,,Graven onkruidvrij,,Noord-Oost,19.9227815,20.7931681706324
1071,03.11.G.1233,Haag,Crataegus sp.,Afdeling Bossen & Parken,Park Klarenbeek,5.958,18.389,,,,Noord-Oost,5.958107,18.3886394087152
1072,09.212.V.0016,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,34.899,29.453,2 x per jaar | Machinaal,,,Noord-West,34.898786,29.4532464730487
1073,09.205.V.0017,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,1207.861,522.986,1 x per jaar | Machinaal,,,Noord-West,1207.860851,522.985588484283
1074,06.22.G.2076,Struweel,,Stadsdeel 6,,140.678,79.13,,,,Elden en De Laar,140.678283,79.1304258505021
1075,05.19.G.3391,Gazon,,Stadsdeel 5,,87.084,61.573,16 x per jaar | Machinaal,,,VKR,87.082110015,61.5706969675272
1076,03.09.G.4497,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,4.995,11.998,,Graven onkruidvrij,,Noord-Oost,4.995446,11.9977344529583
1077,05.19.G.1588,Heesters hoog,Gemengde soorten,Stadsdeel 5,,144.479,94.097,,Geen onkruid beheersen,,VKR,144.479221,94.0971553955207
1078,05.23.G.1731,Gazon,,Stadsdeel 5,,442.144,233.934,16 x per jaar | Machinaal,,,VKR,442.01038057,233.917991193441
1079,05.16.G.1021,Gazon,,Stadsdeel 5,,13.006,15.08,16 x per jaar | Machinaal,,,Malburgen,13.005635,15.079539527276
1080,04.03.G.0251,Gazon,,Stadsdeel 4,,119.837,62.6,16 x per jaar | Machinaal,,,CSA,119.64464763,62.5829775817655
1081,05.18.G.1450,Gazon,,Stadsdeel 5,,291.928,266.863,16 x per jaar | Machinaal,,,Malburgen,291.92313383,266.859406060365
1082,03.11.G.1697,Gazon,,Stadsdeel 3,,4.8,8.775,16 x per jaar | Machinaal,,,Noord-Oost,4.8003305,8.77525260175336
1083,01.01.G.1838,Haag,Taxus sp.,Stadsdeel 1,,5.989,24.968,,,,CSA,5.9885205,24.9675362765883
1084,03.09.G.0547,Gras/kruiden,,Stadsdeel 3,,475.315,229.764,2 x per jaar | Machinaal,,,Noord-Oost,475.315039,229.764342947022
1085,06.22.G.3026,Gazon,,Stadsdeel 6,,2.474,6.387,16 x per jaar | Machinaal,,,Elden en De Laar,2.474278,6.38749630699851
1086,05.18.G.1187,Gazon,,Stadsdeel 5,,33.153,26.542,16 x per jaar | Machinaal,,,Malburgen,33.1533635,26.5417046688932
1087,03.09.G.2086,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,57.33,33.117,3 x per jaar | Handmatig,,,Noord-Oost,57.32992,33.1173089276381
1088,04.05.G.0407,Gras/kruiden,,Stadsdeel 4,,1118.017,349.849,3 x per jaar | Machinaal,,,Presikhaaf,1118.379080505,349.815007971907
1089,06.22.G.1174,Gazon,,Stadsdeel 6,,40.952,43.543,16 x per jaar | Machinaal,,,Elden en De Laar,40.9524675,43.5429868898349
1090,05.19.G.0397,Gazon,,Stadsdeel 5,,28.53,26.031,16 x per jaar | Handmatig,,,VKR,28.5287711,26.0296652485644
1091,09.702.V.0013,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed compl. Sportlaan,297.462,96.972,2 x per jaar | Machinaal,,,Noord-West,297.556771805,96.935826359596
1092,05.19.G.2001,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,1285.67,151.08,2 x per jaar | Machinaal,,,VKR,1285.6696755,151.079842272127
1093,06.22.G.3764,Heesters laag,Spiraea japonica 'Pygmaea Alba',Stadsdeel 6,,6.451,9.972,,Onkruid beheersen,,Elden en De Laar,6.44897656,9.97011137811942
1094,05.19.G.2721,Gazon,,Stadsdeel 5,,21.794,18.794,16 x per jaar | Machinaal,,,VKR,21.79428,18.794269211431
1095,05.19.G.3883,Heesters hoog,,Stadsdeel 5,,28.381,26.895,,Geen onkruid beheersen,,VKR,28.3813295,26.8952627155201
1096,06.22.G.3436,Heesters hoog,Gemengde soorten,Stadsdeel 6,,93.474,59.919,,Onkruid beheersen,,Elden en De Laar,93.4743065,59.9190606001585
1097,03.09.G.2861,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,3.003,8.001,,Graven 3 x maaien handmatig,,Noord-Oost,3.002866,8.00115591687598
1098,05.19.G.2846,Gazon,,Stadsdeel 5,,439.02,133.689,16 x per jaar | Machinaal,,,VKR,439.020007,133.689087066541
1099,06.21.G.3111,Heesters hoog,,Stadsdeel 6,,61.404,74.57,,Geen onkruid beheersen,,"Schuytgraaf, Elderveld",61.404185,74.5702223398301
1100,03.10.G.0129,Heesters laag,Lonicera nitida 'Maigrun',Stadsdeel 3,,13.446,14.668,,Onkruid beheersen,,Noord-Oost,13.445947,14.668349505814
1101,02.12.G.3935,Gras/kruiden,,Stadsdeel 2,,26.429,61.719,2 x per jaar | Machinaal,,,Noord-West,26.429069,61.7190749549983
1102,01.01.G.1807,Heesters hoog,Prunus laurocerasus,Stadsdeel 1,,4.815,11.487,,Onkruid beheersen,,CSA,4.8145185,11.4867668649534
1103,06.22.G.4844,Gras/kruiden,,Stadsdeel 6,,256.002,192.311,2 x per jaar | Machinaal,,,Elden en De Laar,257.664106595,192.294656624032
1104,06.22.G.3915,Heesters hoog,Gemengde soorten,Stadsdeel 6,,110.03,66.422,,Onkruid beheersen,,Elden en De Laar,110.029732,66.4223336992974
1105,03.11.G.1081,Gras/kruiden,,Afdeling Bossen & Parken,Park Klarenbeek,152.271,326.776,2 x per jaar | Machinaal,,,Noord-Oost,152.271205,326.776168581155
1106,05.18.G.1439,Gazon,,Stadsdeel 5,,68.85,40.136,16 x per jaar | Machinaal,,,Malburgen,68.708133435,40.1241551175855
1107,05.16.G.0805,Gazon,,Stadsdeel 5,,45.682,26.535,16 x per jaar | Machinaal,,,Malburgen,45.636397965,26.527890953749
1108,05.19.G.2927,Gazon,,Stadsdeel 5,,86.252,49.999,16 x per jaar | Machinaal,,,VKR,86.2516925,49.999311821135
1109,05.23.G.1914,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,216.473,211.781,Niet van toepassing | Begrazing schapen,,,VKR,216.473204,211.781033531178
1110,05.19.G.2764,Heesters laag,,Stadsdeel 5,,56.851,58.636,,Onkruid beheersen,,VKR,56.851172,58.6361855003114
1111,02.14.G.0578,Vlak onderhoud derden,,Derden,,3.76,7.756,,,,Noord-West,3.7595825,7.7562551958133
1112,06.21.G.0960,Vlak onderhoud derden,Acer campestre,Derden,,35.478,90.276,,,,"Schuytgraaf, Elderveld",35.4783195,90.2761677469313
1113,04.03.G.0498,Gazon,,Stadsdeel 4,,303.827,304.537,16 x per jaar | Machinaal,,,CSA,303.827248,304.536521491101
1114,06.22.G.4352,Gazon,,Stadsdeel 6,,44.817,94.925,16 x per jaar | Machinaal,,,Elden en De Laar,44.8066774,94.9185874092345
1115,09.806.V.0035,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Johannahoeve,177.978,366.141,1 x per jaar | Handmatig,,,Noord-West,177.9780215,366.14095351811
1116,09.408.V.0010,Haag,Fagus sylvatica,Afdeling Bossen & Parken,Landgoed Koningsheide,223.225,426.898,,,,Noord-West,223.224947,426.897552801005
1117,09.105.V.0016,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Berkenhove,348.357,582.037,1 x per jaar | Machinaal,,,Noord-West,348.22578139,582.023861527478
1118,09.402.V.0009,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,465.539,160.437,1 x per jaar | Machinaal,,,Noord-West,465.5392265,160.436859374964
1119,09.412.V.0007,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,500.776,170.478,1 x per jaar | Machinaal,,,Noord-West,500.7760325,170.478026760802
1120,09.306.V.0004,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Waterberg,2804.561,843.53,3 x per jaar | Machinaal,,,Noord-West,2804.2935178,843.522494705258
1121,09.702.V.0037,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed compl. Sportlaan,191.701,385.551,2 x per jaar | Handmatig,,,Noord-West,191.7013395,385.551310453987
1122,04.05.G.1212,Gazon,,Stadsdeel 4,,197.071,94.343,16 x per jaar | Machinaal,,,Presikhaaf,197.099264,94.3425869321612
1123,01.01.G.1767,Boomspiegel,,Stadsdeel 1,,2.278,6.038,,,,CSA,2.2783395,6.03779074760675
1124,03.09.G.0782,Gras/kruiden,,Stadsdeel 3,,849.238,718.583,2 x per jaar | Machinaal,,,Noord-Oost,849.867076205,718.566723222846
1125,06.22.G.1501,Heesters hoog,,Stadsdeel 6,,146.19,69,,Onkruid beheersen,,Elden en De Laar,146.1898485,68.9999487793577
1126,06.20.G.1631,Blokhaag,,Stadsdeel 6,,1.965,5.93,,,,Elden en De Laar,1.965348,5.93033153798491
1127,03.09.G.2058,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,63.699,53.685,3 x per jaar | Handmatig,,,Noord-Oost,63.6988505,53.68514276633
1128,06.24.G.0723,Gazon,,Stadsdeel 6,,39.688,25.735,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",39.61851117,25.7239917139605
1129,05.19.G.0320,Gazon,,Stadsdeel 5,,23.345,26.274,16 x per jaar | Machinaal,,,VKR,23.345322,26.2738820915425
1130,06.22.G.3987,Gazon,,Stadsdeel 6,,3.309,7.337,16 x per jaar | Machinaal,,,Elden en De Laar,3.3094525,7.33682507362929
1131,06.20.G.0384,Haag,Fagus sp.,Stadsdeel 6,,13.905,22.734,,,,Elden en De Laar,13.8969689,22.7330534665084
1132,05.16.G.0024,Blokhaag,,Stadsdeel 5,,5.756,11.037,,,,Malburgen,5.755598485,11.0356199321162
1133,06.21.G.2786,Haag,Hedera sp.,Stadsdeel 6,,10.501,27.86,,,,"Schuytgraaf, Elderveld",10.5014555,27.8603744019671
1134,05.19.G.0888,Gazon,,Stadsdeel 5,,16.823,16.54,16 x per jaar | Machinaal,,,VKR,16.82315,16.5400703543075
1135,03.09.G.1778,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,27.704,29.301,,Graven onkruidvrij,,Noord-Oost,27.7041125,29.3008839491364
1136,05.18.G.1316,Gazon,,Stadsdeel 5,,44.325,36.994,16 x per jaar | Machinaal,,,Malburgen,44.32464,36.9943887689331
1137,06.22.G.3683,Blokhaag,Carpinus betulus,Stadsdeel 6,,2.708,6.392,,,,Elden en De Laar,2.706599615,6.39085446746559
1138,06.24.G.2652,Gazon,,Stadsdeel 6,,435.402,446.338,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",432.1771019,446.305211128505
1139,03.10.G.0052,Gazon,,Stadsdeel 3,,473.905,88.665,16 x per jaar | Machinaal,,,Noord-Oost,473.9051765,88.6652282606231
1140,06.22.G.4720,Vlak onderhoud derden,,Derden,,1.112,4.299,,,,Elden en De Laar,1.1123915,4.29898931266981
1141,03.09.G.3994,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,15.34,20.537,3 x per jaar | Handmatig,,,Noord-Oost,15.3404055,20.5368691525309
1142,05.19.G.3427,Gras/kruiden,,Stadsdeel 5,,1660.842,388.112,2 x per jaar | Machinaal,,,VKR,1660.842229,388.111939028572
1143,06.22.G.2857,Gazon,,Stadsdeel 6,,26.843,20.72,16 x per jaar | Machinaal,,,Elden en De Laar,26.785824705,20.7128954868232
1144,09.228.V.0017,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen noord,857.196,526.432,2 x per jaar | Machinaal,,,Noord-West,857.196326,526.432172869248
1145,09.310.V.0030,Overig terrein,,Afdeling Bossen & Parken,Landgoed Waterberg,954.306,180.446,,,,Noord-West,954.3056655,180.446445011983
1146,09.101.V.0024,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Maasbergse bos,1870.76,1109.702,1 x per jaar | Machinaal,,,Noord-West,1870.759518,1109.70207884022
1147,09.412.V.0044,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,157.451,54.553,1 x per jaar | Machinaal,,,Noord-West,157.4514195,54.5525354588329
1148,09.401.V.0038,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,36.869,54.874,1 x per jaar | Machinaal,,,Noord-West,36.8687805,54.8735957753797
1149,09.104.V.0004,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Maasbergse bos,811.067,820.255,1 x per jaar | Machinaal,,,Noord-West,811.067189,820.254675234163
1150,09.203.V.0016,Overig terrein,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,5021.26,390.954,,,,Noord-West,5021.260195,390.953956426473
1151,06.22.G.0753,Gazon,,Stadsdeel 6,,143.532,56.792,16 x per jaar | Machinaal,,,Elden en De Laar,143.531834,56.7917016640328
1152,05.17.G.0410,Gazon,,Stadsdeel 5,,394.084,96.648,16 x per jaar | Machinaal,,,Malburgen,393.96899646,96.6369282863375
1153,03.09.G.0944,Vlak onderhoud derden,AA zie document,Derden,,31.147,27.392,,Onkruid beheersen,,Noord-Oost,31.1467095,27.3921478625479
1154,05.18.G.1277,Blokhaag,,Stadsdeel 5,,9.287,16.368,,,,Malburgen,9.286221865,16.3652773517095
1155,05.19.G.1392,Vlak onderhoud derden,Prunus laurocerasus 'Caucasica',Derden,,19.33,20.506,,Onkruid beheersen,,VKR,19.330173,20.5057599178056
1156,03.09.G.4586,Gras/kruiden,,Stadsdeel 3,,328.085,248.325,2 x per jaar | Machinaal,,,Noord-West,328.14971657,248.313502378344
1157,05.19.G.0343,Gazon,,Stadsdeel 5,,304.333,72.237,16 x per jaar | Machinaal,,,VKR,304.33269,72.237474422127
1158,03.09.G.1590,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,35.216,38.442,,Graven verplicht onderhoud,,Noord-Oost,35.2155205,38.4419626781121
1159,06.24.G.2281,Gazon,,Stadsdeel 6,,360.114,252.063,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",360.03964854,252.044965296188
1160,05.23.G.0465,Gazon,,Stadsdeel 5,,99.806,39.592,16 x per jaar | Machinaal,,,VKR,99.61505691,39.5792918409294
1161,06.24.G.0661,Gras/kruiden,,Stadsdeel 6,,600.886,416.474,3 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",600.8864265,416.473969784595
1162,03.09.G.4576,Gras/kruiden,,Stadsdeel 3,,17.189,21.419,2 x per jaar | Machinaal,,,Noord-Oost,17.185931395,21.4170608443891
1163,03.11.G.2471,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 3,,27.07,22.885,,,,Noord-Oost,27.070386,22.8854803266266
1164,02.13.G.0423,Gras/kruiden,,Stadsdeel 2,,12.868,19.975,2 x per jaar | Machinaal,,,Noord-West,12.8675945,19.9751230963482
1165,03.11.G.0274,Gazon,,Stadsdeel 3,,10.082,20.4,16 x per jaar | Machinaal,,,Noord-Oost,10.082166,20.3997838906259
1166,05.17.G.1089,Gazon,,Stadsdeel 5,,133.545,72.187,16 x per jaar | Machinaal,,,Malburgen,133.5453745,72.1867057427326
1167,04.04.G.1836,Haag,,Stadsdeel 4,,2.505,13.325,,,,Presikhaaf,2.5049095,13.3250725887769
1168,03.09.G.0469,Gazon,,Stadsdeel 3,,582.992,154.912,16 x per jaar | Machinaal,,,Noord-Oost,582.9921995,154.91155909712
1169,06.22.G.0759,Gazon,,Stadsdeel 6,,164.338,51.339,16 x per jaar | Handmatig,,,Elden en De Laar,164.3377215,51.3385970232655
1170,06.21.G.0262,Gazon,,Stadsdeel 6,,201.918,102.048,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",201.9184355,102.048172114937
1171,09.208.V.0017,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Schaarbergen zuid,810.112,120.941,1 x per jaar | Machinaal,,,Noord-West,810.11178,120.940980360682
1172,09.103.V.0008,Overig terrein,,Afdeling Bossen & Parken,Landgoed Maasbergse bos,32274.193,815.182,,,,Noord-West,32273.979991455,815.164365236415
1173,09.401.V.0035,Vlak onderhoud derden,,Derden,Landgoed Koningsheide,3.049,6.987,,,,Noord-West,3.049411,6.9873614478498
1174,09.306.V.0005,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Waterberg,324.78,97.742,3 x per jaar | Machinaal,,,Noord-West,324.779514,97.7416537992113
1175,09.306.V.0006,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Waterberg,632.929,197.029,3 x per jaar | Machinaal,,,Noord-West,632.805588005,197.018614228762
1176,09.412.V.0010,Gras/kruiden,,Afdeling Bossen & Parken,Landgoed Koningsheide,783.827,1572.64,1 x per jaar | Machinaal,,,Noord-West,783.827224,1572.63954557069
1177,06.21.G.0015,Blokhaag,,Stadsdeel 6,,3.482,8.608,,,,"Schuytgraaf, Elderveld",3.482145,8.60773318991811
1178,02.12.G.3279,Gazon,,Stadsdeel 2,,7.579,12.101,16 x per jaar | Machinaal,,,Noord-West,7.578829665,12.0980081202386
1179,02.12.G.3156,Gazon,,Stadsdeel 2,,8.137,14.835,16 x per jaar | Machinaal,,,Noord-West,8.138140255,14.8314268146741
1180,06.22.G.0553,Gazon,,Stadsdeel 6,,51.359,40.011,16 x per jaar | Machinaal,,,Elden en De Laar,51.3594645,40.0114943445263
1181,03.07.G.1111,Heesters laag,Mahonia aquifolium 'Blackfoot',Stadsdeel 3,,42.904,97.538,,Onkruid beheersen,,Noord-Oost,42.9040815,97.5381009112192
1182,06.20.G.0985,Blokhaag,,Stadsdeel 6,,5.011,9.035,,,,Elden en De Laar,5.0108425,9.0346664611937
1183,02.12.G.3919,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,1016.444,683.292,2 x per jaar | Machinaal,,,Noord-West,1016.4436965,683.29235722087
1184,03.09.G.0473,Gras/kruiden,,Stadsdeel 3,,95.359,44.346,2 x per jaar | Machinaal,,,Noord-Oost,95.358682,44.346130234933
1185,06.20.G.0618,Gazon,,Stadsdeel 6,,21.027,61.152,16 x per jaar | Machinaal,,,Elden en De Laar,22.365288,61.1385748360499
1186,06.21.G.2413,Struweel,,Stadsdeel 6,,123.703,44.229,,,,"Schuytgraaf, Elderveld",123.703482,44.2286064742465
1187,02.12.G.0698,Gazon,,Stadsdeel 2,,47.576,41.722,16 x per jaar | Machinaal,,,Noord-West,47.574282955,41.7203687728236
1188,06.24.G.3176,Gazon,,Stadsdeel 6,,629.518,147.026,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",629.5176365,147.025766750362
1189,04.05.G.0233,Gazon,,Stadsdeel 4,,65.994,32.591,16 x per jaar | Machinaal,,,Presikhaaf,65.64440538,32.5708499445511
1190,04.05.G.0258,Gras/kruiden,,Stadsdeel 4,,583.57,127.129,2 x per jaar | Machinaal,,,Presikhaaf,583.570055,127.128847627151
1191,03.09.G.1906,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,9.602,13.604,,Graven onkruidvrij,,Noord-Oost,9.602132,13.6035130864626
1192,05.23.G.0802,Gras/kruiden,,Stadsdeel 5,,3138.387,969.292,2 x per jaar | Machinaal,,,VKR,3138.386726,969.292010262689
1193,05.18.G.1134,Rozen,,Stadsdeel 5,,30.339,22.387,,,,Malburgen,30.339397,22.3870104942575
1194,03.07.G.0657,Gazon,,Stadsdeel 3,,9.992,12.167,16 x per jaar | Machinaal,,,Noord-West,9.979638065,12.1629440566728
1195,04.02.G.0789,Vlak onderhoud derden,,Derden,,6.587,11.21,,,,CSA,6.587096,11.210038913654
1196,03.11.G.0400,Gras/kruiden,,Stadsdeel 3,,30.646,23.353,2 x per jaar | Machinaal,,,Noord-Oost,30.6462805,23.3529707518902
1197,05.23.G.1391,Struweel,,Stadsdeel 5,,255.359,105.315,,,,VKR,255.359448,105.315275961303
