OBJECTID_1,OBJECTID,Gemeentena,Kruispuntn,KPX,KPY,Nomenclatu,Nomencla_1,Omschrijvi,Onderhouds,Onderhou_1,Onderhou_2,Ordernumme,Provincie,Wegbeheerd,Wegbehee_1,Wegbehee_2,Wegnummer,Wegwijzern,WWX,WWY,F21
952,952,TYNAARLO,63304,239442,565351, paddestoel, NTG, Hoofdweg - Munkakker, Gemeente Tynaarlo,11474, GEM,19303, Drenthe, Gemeente Tynaarlo,11474, GEM, ,2, , , 
953,953,TYNAARLO,63305,237043,566399, paddestoel, NTG, te tynaarlo schoolstraat, Gemeente Tynaarlo,11474, GEM,0, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
954,954,TYNAARLO,63305,237043,566399, paddestoel, NTG, te tynaarlo schoolstraat, Gemeente Tynaarlo,11474, GEM,0, Drenthe, Gemeente Tynaarlo,11474, GEM, ,2, , , 
955,955,TYNAARLO,64209,234647,567161, wijk-/objectbord, VWF, Veenweg,15038, , GEM,21826, Drenthe, Gemeente Tynaarlo,11474, O, ,1, , , 
956,956,TYNAARLO,65339,238996,566924, straatnaam-/objectbord, VXF, Zuidlaarderweg,15038, , PROV,21832, Drenthe, Provincie Drenthe,11233, O, ,1, , , 
957,957,TYNAARLO,65339,238996,566924, straatnaam-/objectbord, VXF, Zuidlaarderweg,15038, , PROV,21832, Drenthe, Provincie Drenthe,11233, O, ,2, , , 
958,958,TYNAARLO,65859,233385,565435, kleine handwijzer, VHM, Hooidijk - Vriezerhoek, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
959,959,TYNAARLO,65860,232620,565282, fietswegwijzer, NFM, Hooidijk, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
960,960,TYNAARLO,68381,232459,566654, fietswegwijzer, NFM, ZEIJERLAAR - WIERBROEKEN, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
961,961,TYNAARLO,68383,232076,567083, fietswegwijzer, NFM, ZUURSCHE LANDEN - ROOZAND, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
962,962,TYNAARLO,68385,231259,566652, fietswegwijzer, NFM, Zuursche Landen - Roozand, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
963,963,TYNAARLO,68388,232414,564070, fietswegwijzer, NFM, PEESTERWEG - NOORDSCHEVELD, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
964,964,TYNAARLO,68393,234738,567363, fietswegwijzer, NFM, OOSTERWATERWEG - VEENWEG, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
965,965,TYNAARLO,69033,239236,564520, fietswegwijzer, NFM, , Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
966,966,TYNAARLO,69150,239078,566954, fietswegwijzer, NFM, Zuidlaarderweg - Wedbroek, Provincie Drenthe,11233, PROV, S01731, Drenthe, Provincie Drenthe,11233, PROV, N386,1, , , 
967,967,TYNAARLO,69150,239078,566954, fietswegwijzer, NFM, Zuidlaarderweg - Wedbroek, Provincie Drenthe,11233, PROV, S01731, Drenthe, Provincie Drenthe,11233, PROV, N386,2, , , 
968,968,TYNAARLO,69151,239244,567018, fietswegwijzer, NFM, Zuidlaarderweg-Zwijnmaden, Provincie Drenthe,11233, PROV, S01731, Drenthe, Provincie Drenthe,11233, PROV, ,1, , , 
969,969,TYNAARLO,69151,239244,567018, fietswegwijzer, NFM, Zuidlaarderweg-Zwijnmaden, Provincie Drenthe,11233, PROV, S01731, Drenthe, Provincie Drenthe,11233, PROV, ,2, , , 
970,970,TYNAARLO,70072,236938,563096, stapelbord, VSF, Linthorst Homanweg - Kanaalweg,15038, , GEM,10296, Drenthe, Gemeente Tynaarlo,11474, O, ,1, , , 
971,971,TYNAARLO,70641,236820,561818, fietswegwijzer, NFM, Jagerstraat-Kanaalweg Oost, Gemeente Tynaarlo,11474, GEM, S02082, Drenthe, Gemeente Tynaarlo,11474, GEM, ,42, , , 
972,972,TYNAARLO,70642,237013,561715, fietswegwijzer, NFM, Jagerstraat-Buitenstrengen, Gemeente Tynaarlo,11474, GEM, S02082, Drenthe, Gemeente Tynaarlo,11474, GEM, ,43, , , 
973,973,TYNAARLO,70643,237380,562927, fietswegwijzer, NFM, Horst Homanweg-Buitenstrengen, Gemeente Tynaarlo,11474, GEM, S02082, Drenthe, Gemeente Tynaarlo,11474, GEM, ,44, , , 
974,974,TYNAARLO,70721,239488,564863, wijk-/objectbord, VWF, Hoofdweg-Clingelaan,15038, , GEM,15327, Drenthe, Gemeente Tynaarlo,11474, O, ,1, , , 
975,975,TYNAARLO,71351,238186,563184, fietswegwijzer, NFM, Linthorst - Homanweg, Gemeente Tynaarlo,11474, GEM, S02547, Drenthe, Gemeente Tynaarlo,11474, GEM, ,1, , , 
976,976,Tynaarlo,91188,236405,564494, VKS, VKS, ,15664, , RWS,0, Drenthe,15664,0, RWS, ?00,1,236405,564494, 
977,977,Tynaarlo,91188,236405,564494, VKS, VKS, ,15664, , RWS,0, Drenthe,15664,0, RWS, A028,1,236405,564494, 
978,978,Tynaarlo,91192,236564,565507, VWT, VWT, ,15664, , RWS,0, Drenthe,15664,0, RWS, ?00,1,236564,565507, 
979,979,Tynaarlo,91192,236564,565507, VWT, VWT, ,15664, , RWS,0, Drenthe,15664,0, RWS, A028,1,236564,565507, 
980,980,Voerendaal,10828,232709,548612, VVT, VVT, Hoofdstraat - Smilderweg,15664, , RWS,0, Limburg,15664,0, RWS, ,12,193628,320401, 
