Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speelplek   ;443 290 - Amstenrade                                ;443 290      ;Amstenrade                                ;                                                      ;Amstenrade         ;de Landerijen-Oost;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;163495;500779;5,512291495;52,4946543206
Speelplek   ;443 320 - de Waardenborg 41                         ;443 320      ;de Waardenborg 41                         ;                                                      ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;                       ;                       ;2008           ;                       ;     ;1;163208;500366;5,5080604894;52,4909453233
Speeltoestel;443 320 - de Waardenborg 41                         ;443 320.003  ;Booster                                   ;Schommelen / Klimmen                                  ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Schommel               ;765941,0               ;2008           ;Kunstgras              ;35,0 ;1;163205;500358;5,508010074;52,4908692519
Speeltoestel;443 320 - de Waardenborg 41                         ;443 320.001  ;Sijpestein                                ;Klimmen/ glijden                                      ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;772121,0               ;2008           ;Kunstgras              ;92,0 ;1;163209;500364;5,5080689679;52,490923026
Speeltoestel;443 320 - de Waardenborg 41                         ;443 320.002  ;Big Bumper                                ;Wippen                                                ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Wip                    ;796273,0               ;2008           ;Kunstgras              ;21,0 ;1;163210;500372;5,5080902167;52,4909939145
Speeltoestel;443 320 - de Waardenborg 41                         ;443 320.004  ;Chopper                                   ;draaimolen                                            ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;765944 (KF08)          ;2008           ;Kunstgras              ;22,0 ;1;163201;500363;5,5079576488;52,4909195446
Speeltoestel;443 320 - de Waardenborg 41                         ;443 320.005  ;Low rotator                               ;Draaien                                               ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;749570 (SC15)          ;2008           ;Kunstgras              ;23,0 ;1;163207;500370;5,5080365883;52,4909812072
Speelplek   ;443 340 - Den Essenburg 7                           ;443 340      ;Den Essenburg 7                           ;                                                      ;Den Essenburg      ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163373;500390;5,5104845645;52,4911552857
Speeltoestel;443 340 - Den Essenburg 7                           ;443 340.03   ;Duikelrek 2-delig                         ;2 Delig                                               ;Den Essenburg      ;de Landerijen-Oost;Lelystad ;Duikelrek              ;721244,0               ;2008           ;Dekowood               ;15,0 ;1;163376;500392;5,5105243648;52,4911719607
Speeltoestel;443 340 - Den Essenburg 7                           ;443 340.05   ;Muizenfort                                ;Klimmen / Glijden                                     ;Den Essenburg      ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;772105,0               ;2008           ;Dekowood               ;38,0 ;1;163370;500393;5,5104447506;52,4911864233
Speeltoestel;443 340 - Den Essenburg 7                           ;443 340.04   ;Fietsmolen Play-point                     ;Draaien en fietsen                                    ;Den Essenburg      ;de Landerijen-Oost;Lelystad ;Draaitoestel           ;766016 (PP16)          ;2008           ;Dekowood               ;27,0 ;1;163371;500388;5,5104547846;52,491141566
Speeltoestel;443 360 - Tautenburg                                ;443 360.004  ;Klimboog Archie                           ;Klimmen/ Voetbal                                      ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Klimtoestel            ;739995 (KF07)          ;2008           ;Dekowood               ;36,0 ;1;163253;500239;5,5087160572;52,4897971479
Speeltoestel;443 360 - Tautenburg                                ;443 360.006  ;Wip Bumper                                ;Wippen                                                ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Wip                    ;796272 (KF03)          ;2008           ;Dekowood               ;15,0 ;1;163257;500237;5,5087688824;52,4897859494
Speeltoestel;443 360 - Tautenburg                                ;443 260.06   ;Speelboot                                 ;Wippen                                                ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Wip                    ;S168                   ;2007           ;Dekowood               ;30,0 ;1;163248;500235;5,5086429521;52,4897686432
Speeltoestel;443 360 - Tautenburg                                ;443 360.005  ;Schommel T for 2                          ;Schommelen                                            ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Schommel               ;765940 (KF06)          ;2008           ;Dekowood               ;50,0 ;1;163253;500234;5,5087075433;52,4897529389
Speeltoestel;443 360 - Tautenburg                                ;443 360.     ;Booster                                   ;Schommelen / Klimmen                                  ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Schommel               ;765941,0               ;2008           ;Dekowood               ;50,0 ;1;163236;500219;5,5084685258;52,4896234066
Speeltoestel;443 360 - Tautenburg                                ;443 360.001  ;Acroclimber                               ;Klimmen/ Glijden                                      ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;725367,0               ;2008           ;Dekowood               ;80,0 ;1;163240;500218;5,5085251897;52,4896161587
Speeltoestel;443 360 - Tautenburg                                ;443 360.002  ;Slider                                    ;glijden                                               ;Tautenburg         ;de Landerijen-Oost;Lelystad ;Glijbaan               ;725343 (KF01)          ;2008           ;Dekowood               ;45,0 ;1;163247;500232;5,5086252004;52,4897381044
Speelplek   ;443 360 - Tautenburg                                ;443 360      ;Tautenburg                                ;                                                      ;Tautenburg         ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163244;500229;5,5085884606;52,4897092926
Speelplek   ;443 350 - de Waardenborg 69                         ;443 350      ;de Waardenborg 69                         ;Trapveld                                              ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;                       ;                       ;               ;                       ;     ;1;163104;500253;5,5065235612;52,4899323001
Speeltoestel;443 350 - de Waardenborg 69                         ;443 350.01   ;Speldoel Kick                             ;                                                      ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Speelhuis met glijbaan ;772099,0               ;2009           ;Gras                   ;     ;1;163093;500241;5,5063640943;52,4898176922
Speeltoestel;443 350 - de Waardenborg 69                         ;443 350.02   ;Speldoel Kick                             ;                                                      ;de Waardenborg     ;de Landerijen-Oost;Lelystad ;Speelhuis met glijbaan ;772099,0               ;2009           ;Gras                   ;0,0  ;1;163114;500263;5,5066677835;52,490017175
Speeltoestel;443 370 - Leeuwenburg 36                            ;443 370.03   ;Muizenfort                                ;Klimmen Glijden                                       ;Leeuwenburg        ;de Landerijen-Oost;Lelystad ;Combinatietoestel      ;772105,0               ;2007           ;Dekowood               ;108,0;1;163039;500039;5,5055627241;52,4880097917
