FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.149,202210,334210058,B,050-0025,A50 KP Ekkersrijt - KP Paalgraven v.v.,050-0025-R,KP Ekkersrijt - KP Paalgraven,5,Veghel(11) - Veghel-Noord(12),asw,hoofdrijbaan,,050,R,a,R,AFR,117.86,117.874,Meierijstad,ZN District Midden,RWS Zuid-Nederland,13,RW50,A50,0,0,0,0,113469,118373,A50 Eindhoven - Oss,A50R,2022-12-01T08:38:13,,050-0025-R_005,050-0025_005,,"LINESTRING (167499.311999999 405379.4539999999, 167511.04399999976 405373.04100000113)"
hwn_netwerkcategorieen.150,202210,478389007,A,036-0020,N36 Vriezenveen - Ommen (v.v.),036-0020-M,Vriezenveen - Twentseweg Beerse (M),402,verzorgingsplaats Smokkelpad,vpl,verzorgingsplaats,Smokkelpad(Gulf),036,R,n,L,PKB,15.73,15.488,Twenterand,ON District Oost,RWS Oost-Nederland,244,RW36,N36,0,0,0,0,15846,15388,N36 Dedemsvaart - Ommen,N36L,2022-12-01T08:38:13,,036-0020-M_402,036-0020_402,,"LINESTRING (239448.68499999866 494853.30000000075, 239452.00499999896 494824.48800000176, 239455.91000000015 494740.36199999973, 239458.04399999976 494707.9450000003, 239460.86199999973 494679.5639999993, 239465.4910000004 494649.7729999982, 239473.04800000042 494610.45600000024)"
hwn_netwerkcategorieen.151,202210,64187010,A,057-0080,N57 Vrouwenpolder - Middelburg v.v.,057-0080-R,N57R6 Vrouwenpolder - Middelburg (R),5,Middelburg(P.A. Bouwensestraat) - Middelburg-Centrum,aw,hoofdrijbaan,,057,R,a,R,PST,78.06,78.084,Middelburg,ZD District Zuid,RWS Zee en Delta,26,RW57,N57,0,0,0,0,78014,79862,N57 Ouddorp - Middelburg,N57R,2022-12-01T08:38:13,,057-0080-R_005,057-0080_005,,"LINESTRING (32324.517000000924 393744.6640000008, 32339 393750.58199999854, 32348.340999998152 393754.4479999989)"
hwn_netwerkcategorieen.152,202210,165182042,B,058-0060,A58 KP De Stok - KP Zoomland v.v.,058-0060-L,KP Zoomland - KP De Stok,403,verzorgingsplaats Wouwse Tol Zuid,vpl,verzorgingsplaats,De Wouwse Tol Zuid (Esso),058,R,n,L,PKB,101.626,101.577,Bergen op Zoom,ZN District West,RWS Zuid-Nederland,49,RW58,A58,0,0,0,0,101665,101146,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:13,,058-0060-L_403,058-0060_403,,"LINESTRING (82805.61600000039 391094.9279999994, 82839.06199999899 391098.4149999991, 82854.24769999832 391097.253800001)"
hwn_netwerkcategorieen.153,202210,334327011,B,030-0010,A30 KP Maanderbroek - Barneveld (v.v.),030-0020-R,KP Maanderbroek - Barneveld (R),4,KP Barneveld,asw,hoofdrijbaan,,030,R,#,R,HR,24.267,24.348,Barneveld,ON District Noord,RWS Oost-Nederland,83,RW30,A30,0,1,0,1,24267,24895,A30 Ede - Barneveld,A30R,2022-12-01T08:38:13,,030-0020-R_004,030-0010_004,,"LINESTRING (167247.92220000178 463953.2531000003, 167245.56899999827 464035.7890000008)"
hwn_netwerkcategorieen.154,202210,199284059,C,020-0050,A20 KP Terbregseplein - KP Gouwe,020-0050-R,KP Terbregseplein - KP Gouwe,402,verzorgingsplaats De Vink,vpl,verzorgingsplaats,De Vink(BP),020,R,m,R,PKB,39.997,40.072,Zuidplas,WNZ District Noord,RWS West-Nederland Zuid,75,RW20,A20,0,0,0,0,39903,40566,A20 Hoek van Holland - Gouda,A20R,2022-12-01T08:38:13,,020-0050-R_402,020-0050_402,,"LINESTRING (99955.58199999854 442207.2679999992, 99968 442215, 99984.60700000077 442221.7470000014, 100000 442228, 100024.51099999994 442236.62900000066)"
hwn_netwerkcategorieen.155,202210,600145339,A,079-0015,A79 KP A2/A79 - KP Kunderberg v.v.,079-0015-L,KP Kunderberg - KP A2/A79,4,Hulsberg(4) - Valkenburg(3),asw,hoofdrijbaan,,079,R,c,L,AFR,7.259,6.883,Valkenburg aan de Geul,ZN District Zuid-Oost,RWS Zuid-Nederland,374,RW79,A79,0,0,0,0,9900,6700,A79 Heerlen - Maastricht,A79L,2022-12-01T08:38:13,,079-0015-L_004,079-0015_004,,"LINESTRING (185520.7928000018 320693.57360000163, 185468.60649999976 320680.2047000006, 185429.93210000172 320670.0472000018, 185410.51179999858 320665.26619999856, 185386.44420000166 320659.7038999982, 185366.60819999874 320655.4699999988, 185347.02899999917 320651.5064999983, 185317.56859999895 320645.83619999886, 185297.88049999997 320642.3165999986, 185274.3924999982 320638.4825000018, 185254.60860000178 320635.54560000077, 185222.87739999965 320631.39510000125, 185172.2463000007 320625.2421000004, 185154.64299999923 320619.7890000008)"
hwn_netwerkcategorieen.156,202210,600144839,C,002-0136,A2 KP Het Vonderen - KP Kerensheide v.v.,002-0136-R,KP Het Vonderen - KP Kerensheide,3,Roosteren(46) - Born(47),asw,hoofdrijbaan,,002,R,a,R,AFR,228.954,229.326,Sittard-Geleen,ZN District Zuid-Oost,RWS Zuid-Nederland,373,RW2,A2,0,0,0,0,228877,232828,A2 Eindhoven - Maastricht,A2R,2022-12-01T08:38:13,,002-0136-R_003,002-0136_003,,"LINESTRING (185591.96090000123 342486.61879999936, 185583.07519999892 342441.3638000004, 185580.9646999985 342431.58900000155, 185579.30810000002 342424.7523000017, 185576.6634999998 342415.12139999866, 185573.60709999874 342405.9017000012, 185569.9321999997 342396.6011000015, 185567.0661999993 342390.373300001, 185562.34059999883 342381.6026000008, 185559.5293999985 342376.9497999996, 185556.76179999858 342372.8183000013, 185553.89169999957 342368.71559999883, 185550.78510000184 342364.79769999906, 185547.60610000044 342360.9362999983, 185544.5309999995 342357.5892999992, 185541.10970000178 342353.9774999991, 185536.57979999855 342349.6392999999, 185532.85190000013 342346.3249000013, 185526.50699999928 342341.2094999999, 185522.52450000122 342338.2382000014, 185518.37570000067 342335.44640000165, 185514.1420999989 342332.8491999991, 185505.39059999958 342328.03649999946, 185496.2265000008 342323.8016999997, 185490.38949999958 342321.51619999856, 185485.66750000045 342319.9032999985, 185477.7857999988 342317.58949999884, 185472.94790000096 342316.40989999846, 185461.05150000006 342314.3473000005, 185456.08850000054 342313.7399000004, 185443.82239999995 342313.1206, 185433.81760000065 342313.2228000015, 185423.83480000123 342313.81810000166, 185407.52919999883 342315.5993000008, 185355.8396999985 342322.8784000017, 185324.8062000014 342327.5159999989)"
hwn_netwerkcategorieen.157,202210,600475680,B,004-0100,A4/A29 Oud-Beijerland - Willemstad,004-0100-L,Willemstad - Oud-Beijerland (A29),3,KP Hellegatsplein,asw,hoofdrijbaan,,004,R,#,L,HR,99.476,99.191,Moerdijk,WNZ District Zuid,RWS West-Nederland Zuid,284,RW4,A29,0,0,0,1,99723,97845,A4/A29 KP Sabina - Rotterdam,A4L,2022-12-01T08:38:13,,004-0100-L_003,004-0100_003,,"LINESTRING (86798.03280000016 412129.0687999986, 86744.02459999919 412193.6229999997, 86731.22850000113 412208.9937000014, 86718.64039999992 412224.5379000008, 86690.93120000139 412259.9492000006, 86678.87999999896 412275.9118999988, 86666.73699999973 412292.5414999984, 86645.8713000007 412322.59530000016, 86635.87959999964 412337.5731000006, 86625.29349999875 412353.86459999904)"
hwn_netwerkcategorieen.158,202210,600146657,C,001-0093,A1 KP Beekbergen - Deventer-Oost (v.v.),001-0093-L,Deventer-Oost - KP Beekbergen (L),2,Twello(22) - Voorst(21),asw,hoofdrijbaan,,001,R,#,L,HR,90.094,90.072,Apeldoorn,ON District Noord,RWS Oost-Nederland,20,RW1,A1,0,0,0,0,95883,89573,A1 Hengelo - Apeldoorn,A1L,2022-12-01T08:38:13,,001-0093-L_002,001-0093_002,,"LINESTRING (200618.7637999989 468191.72670000046, 200599.7939000018 468184.6286999993)"
hwn_netwerkcategorieen.159,202210,600113433,C,004-0060,A4 Aansluiting N11 - Leidschendam,004-0060-L,Leidschendam - Aansluiting N11,102,parallelbaan Zoeterwoude Dorp(7) - Zoeterwoude Rijndijk(6a),asw,parallelbaan,,004,R,d,L,OPR,35.25,35.033,Zoeterwoude,WNZ District Noord,RWS West-Nederland Zuid,213,RW4,A4,0,0,0,0,35633,33711,A4 Den Haag - Amsterdam,A4L,2022-12-01T08:38:13,,004-0060-L_102,004-0060_102,,"LINESTRING (93925 460486, 93885.87200000137 460473.1528999992, 93851.90940000117 460462.37110000104, 93846.99929999933 460461.50829999894, 93837.38089999929 460458.61030000076, 93832.52400000021 460457.39939999953, 93827.09569999948 460456.29250000045, 93822.08100000024 460455.688000001, 93813.00609999895 460455.02629999816, 93807.94060000032 460455.1374000013, 93802.95430000126 460455.5170999989, 93795.94839999825 460456.6981000006, 93791.02690000087 460457.79729999974, 93786.20259999856 460459.11290000007, 93778.19260000065 460462.1217, 93773.64809999987 460464.32559999824, 93769.31509999931 460466.84420000017, 93765.21510000154 460469.7069000006, 93760.38320000097 460473.56709999964, 93757.20630000159 460477.5260999985, 93753.81509999931 460481.20419999957, 93750.64440000057 460485.1000000015, 93747.96909999847 460488.76419999823, 93745.28979999945 460492.77529999986, 93742.79340000078 460497.11989999935, 93740.61980000138 460501.6229000017, 93738.91340000182 460505.8154999986)"
hwn_netwerkcategorieen.160,202210,600120127,A,009-0090,N9 Huiswaarderweg - KP de Kooy,009-0090-M,Huiswaarderweg - KP de Kooy (M),3,Schoorl - Burgervlotbrug/Petten,aw,hoofdrijbaan,,009,R,#,R,HR,93.209,93.261,Schagen,WNN District Noord,RWS West-Nederland Noord,52,RW9,N9,0,0,0,0,87878,93642,N9 Alkmaar - Den Helder,N9,2022-12-01T08:38:13,,009-0090-M_003,009-0090_003,,"LINESTRING (107423.46999999881 529518.6818000004, 107424.53489999846 529523.4792000018, 107423.72729999945 529540.2881000005, 107422.4904000014 529547.7912000008, 107420.17689999938 529554.9512000009, 107416.80860000104 529563.8577000014, 107413.8462000005 529568.8927000016)"
hwn_netwerkcategorieen.161,202210,600144214,C,015-0093,A15 Valburg - KP Ressen (v.v.),325-0093-M,KP Ressen (A325),1,KP Ressen (A325),asw,hoofdrijbaan,,325,R,x,L,VBR,12.948,12.745,Lingewaard,ON District Zuid,RWS Oost-Nederland,204,RW325,A325,1,1,1,1,11895,14091,A15 Nijmegen - Zevenaar,A325,2022-12-01T08:38:13,,325-0093-M_001,015-0093_001,,"LINESTRING (188019.45199999958 434395.10500000045, 188009.95059999824 434371.93349999934, 187931.2109999992 434211.6206)"
hwn_netwerkcategorieen.162,202210,600123439,D,010-0040,A10 Haarlem N200 - KP De Nieuwe Meer,010-0040-L,Haarlem (N200) - KP De Nieuwe Meer (L),2,Osdorp(6) - Amsterdam-Slotervaart(7),asw,hoofdrijbaan,,010,R,c,L,AFR,23.66,23.372,Amsterdam,WNN District Zuid,RWS West-Nederland Noord,285,RW10,A10,0,0,0,0,23748,22263,A10 Coenplein - KP De Nieuwe Meer,A10L,2022-12-01T08:38:13,,010-0040-L_002,010-0040_002,,"LINESTRING (117868.96389999986 486013.5020999983, 117867.82440000027 485993.5282999985, 117866.67069999874 485958.54729999974, 117866.59959999844 485943.54190000147, 117866.23429999873 485926.0152999982, 117865.05090000108 485911.05970000103, 117862.53810000047 485889.007100001, 117861.65480000153 485879.0450000018, 117858.70740000159 485833.0320000015, 117855.3209999986 485790.0342000015, 117854.33460000157 485770.0582000017, 117853.81679999828 485754.0625, 117852 485729)"
hwn_netwerkcategorieen.163,202210,194269109,D,016-0010,A16 KP Terbregseplein - KP Ridderkerk-Noord,016-0010-R,KP Terbregseplein - KP Ridderkerk-Noord,3,hoofdrijbaan Rotterdam-Kralingen(26) - Rotterdam-Feijenoord(24),asw,hoofdrijbaan,Brienenoordbrug,016,R,#,R,HR,21.585,22.497,Rotterdam,WNZ District Zuid,RWS West-Nederland Zuid,924,RW16,A16,0,0,0,0,17447,22497,A16 Rotterdam - Breda,A16R,2022-12-01T08:38:13,,016-0010-R_003,016-0010_003,,"LINESTRING (97213.37339999899 434768.8401999995, 97227.20199999958 434754.3872999996, 97235.21930000186 434746.28720000014, 97249.63210000098 434732.34789999947, 97264.46489999816 434718.8962999992, 97272.73250000179 434711.7041000016, 97288.05530000106 434698.8156999983, 97303.7184999995 434686.3764999993, 97327.04270000011 434669.05629999936, 97343.4085999988 434657.53979999945, 97352.8236999996 434651.18279999867, 97369.5251000002 434640.2809999995, 97377.69530000165 434635.13919999823, 97394.72030000016 434624.6873999983, 97420.26610000059 434609.46460000053, 97633.33920000121 434486.54580000043, 97658.8434999995 434471.7338999994, 97693.20270000026 434451.2569999993, 97705.74210000038 434443.5791000016, 97722.66010000184 434432.92350000143, 97739.45430000126 434422.0601999983, 97759.22890000045 434408.8869000003, 97775.63690000027 434397.52149999887, 97791.96279999986 434385.9497000016, 97810.38780000061 434372.5315999985, 97826.39090000093 434360.5397000015, 97845.57919999957 434345.45710000023, 97864.15850000083 434329.9123999998, 97879.25279999897 434316.75780000165, 97894.17880000174 434303.4274000004, 97908.83749999851 434289.8178999983, 97917.8553000018 434281.01689999923, 97932.00180000067 434266.8354000002, 97946.64970000088 434251.4428000003, 97958.42350000143 434232.4338000007)"
hwn_netwerkcategorieen.164,202210,357017018,A,002-0225,A2 Maastricht-Centrum-Zuid - Belgische grens v.v.,002-0225-L,Belgische grens - A2 Maastricht-Centrum-Zuid,4,Eijsden(58) - Oost Maarland(57),asw,hoofdrijbaan,,002,R,#,L,HR,270.528,269.632,Eijsden-Margraten,ZN District Zuid-Oost,RWS Zuid-Nederland,900,RW2,A2,0,0,0,0,270528,267477,A2 Luik - Maastricht,A2L,2022-12-01T08:38:13,,002-0225-L_004,002-0225_004,,"LINESTRING (178466.45919999853 308754.9970000014, 178497.62640000135 308782.5920000002, 178512.42280000076 308796.0524000004, 178527.0843999982 308809.6559999995, 178552.86169999838 308834.38800000027, 178567.8322999999 308849.08399999887, 178595.96310000122 308877.5234999992, 178623.42920000106 308906.6079999991, 178637.71229999885 308922.1479999982, 178664.38379999995 308951.9138999991, 178681.6451999992 308971.9855999984, 178694.51220000163 308987.2972000018, 178713.6495999992 309010.6405999996, 178726.2045999989 309026.2120000012, 178738.57499999925 309041.9384999983, 178758.5234999992 309068.0218000002, 178770.37970000133 309084.0170000009, 178782.12900000066 309100.20219999924, 178798.8460999988 309123.66739999875, 178810.1900999993 309140.0742999986, 178833.05909999833 309174.2765999995, 178854.66809999943 309207.93989999965, 178865.1772999987 309224.9569000006, 178883.5989000015 309255.61510000005, 178893.7137000002 309272.86879999936, 178903.60880000144 309290.25090000033, 178918.1886 309316.7087999992, 178927.65929999948 309334.3247000016, 178936.93450000137 309352.0469999984, 178946.00079999864 309369.8830999993, 178956.8647999987 309391.94110000134, 178971.7965000011 309423.2049999982, 178980.25180000067 309441.3300999999, 178994.9739000015 309474.12970000133)"
hwn_netwerkcategorieen.165,202210,479384027,A,036-0010,N36 Wierden - Vriezenveen  (v.v.),036-0010-M,Wierden - Vriezenveen (M),5,Almelo-Noord - Vriezenveen,aw,hoofdrijbaan,,036,R,#,L,HR,12.792,12.47,Twenterand,ON District Oost,RWS Oost-Nederland,319,RW36,N36,0,1,0,0,12480,13780,N36 Dedemsvaart - Ommen,N36,2022-12-01T08:38:13,,036-0010-M_005,036-0010_005,,"LINESTRING (240044.6686999984 491998.1292999983, 240043.0747999996 491991.75890000165, 240065.375500001 491926.9567000009, 240145.51529999822 491696.07840000093)"
hwn_netwerkcategorieen.166,202210,600101291,B,058-0150,A58 Kapelle - KP De Poel v.v.,058-0150-R,A58R4 Kapelle - KP De Poel (R),1,Kapelle(35) - Goes-Zuid(35a),asw,hoofdrijbaan,,058,R,#,R,HR,146.733,147.488,Goes,ZD District Zuid,RWS Zee en Delta,755,RW58,A58,1,0,1,0,145509,148293,A58 Bergen op Zoom - Vlissingen,A58R,2022-12-01T08:38:13,,058-0150-R_001,058-0150_001,,"LINESTRING (52625.58999999985 388857.06599999964, 52605.46680000052 388860.070700001, 52526.2714000009 388871.40139999986, 52427.01339999959 388885.10060000047, 52347.70949999988 388895.6680999994, 52248.52829999849 388908.45120000094, 52136.76570000127 388922.15619999915, 52057.327500000596 388931.62139999866, 51957.96799999848 388942.940200001, 51876.610199999064 388951.85550000146)"
hwn_netwerkcategorieen.167,202210,600953366,C,001-0040,A1 KP Eemnes -  KP Hoevelaken v.v,001-0040-R,KP Eemnes - Bunschoten,102,parallelbaan KP Eemnes (m) - Soest(10),asw,parallelbaan,,001,R,b,R,OPR,30.452,30.472,Baarn,MN District Zuid,RWS Midden-Nederland,20,RW1,A1,0,0,0,0,30101,31805,A1 Amsterdam - Amersfoort,A1R,2022-12-01T08:38:13,,001-0040-R_102,001-0040_102,,"LINESTRING (145670 470437, 145667.38929999992 470456.45540000126)"
hwn_netwerkcategorieen.168,202210,600948981,A,032-1010,A32 Beheergrens Oost-Nederland - KP Heerenveen v.v.,032-1010-R,Beheergrens Oost-Nederland (A32) - KP Heerenveen,7,KP Heerenveen,asw,hoofdrijbaan,,032,R,r,R,PST,48.499,48.678,Heerenveen,NN District West,RWS Noord-Nederland,179,RW32,A32,0,1,1,1,47717,48956,A32 Meppel - Heerenveen,A32R,2022-12-01T08:38:13,,032-1010-R_007,032-1010_007,,"LINESTRING (191008.6900999993 554606.3099000007, 191012.75759999827 554608.5533999987, 191048.8610999994 554627.9125999995, 191066.5406000018 554637.2650999986, 191084.34640000015 554646.3735000007, 191106.7173999995 554657.5388000011, 191158.1275999993 554682.6392999999, 191164.22450000048 554691.7118000016)"
hwn_netwerkcategorieen.169,202210,600184548,B,028-1020,A28 KP Hoogeveen - KP Assen v.v.,028-1020-R,KP Hoogeveen - Westerbork,4,Ruinen(28) - Dwingeloo(29),asw,hoofdrijbaan,,028,R,b,R,PST,147.991,148.091,Hoogeveen,NN District Oost,RWS Noord-Nederland,83,RW28,A28,0,0,0,0,148073,152470,A28 Hoogeveen - Assen,A28R,2022-12-01T08:38:13,,028-1020-R_004,028-1020_004,,"LINESTRING (226538.97439999878 532732.1744000018, 226536.63720000163 532752.0485000014, 226535.08830000088 532766.9684999995, 226533.2800000012 532786.8870999999, 226532.1638999991 532803.0221999995, 226525.98059999943 532812.6948000006)"
hwn_netwerkcategorieen.170,202210,600113621,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-R,KP Princeville - KP De Stok,3,Etten Leur(18) - Industrieterrein Vosdonk(19),asw,hoofdrijbaan,,058,R,#,R,HR,76.506,79.898,Etten-Leur,ZN District West,RWS Zuid-Nederland,3388,RW58,A58,0,0,0,0,76506,80901,A58 Breda - Bergen op Zoom,A58R,2022-12-01T08:38:13,,058-0050-R_003,058-0050_003,,"LINESTRING (104532.94519999996 397528.76469999924, 104532.3498999998 397527.60539999977, 104518.16869999841 397499.94779999927, 104510.71330000088 397485.4076000005, 104482.08999999985 397429.58359999955, 104437.3126000017 397342.2540999986, 104418.84809999913 397306.77050000057, 104406.18820000067 397282.9930000007, 104405.44299999997 397281.6660999991, 104390.53610000014 397255.12220000103, 104380.92960000038 397239.4417000003, 104380.0859999992 397238.0647, 104376.98050000146 397232.41000000015, 104366.77650000155 397215.1587000005, 104356.24549999833 397198.1534000002, 104338.41600000113 397171.11349999905, 104317.7520999983 397141.16059999913, 104304.25609999895 397122.5304999985, 104292.2949000001 397106.52369999886, 104280.08520000055 397090.679299999, 104269.18200000003 397076.9442999996, 104269.01190000027 397076.7300999984, 104256.40839999914 397061.2635000013, 104240.04140000045 397041.7916000001, 104226.08339999989 397025.73479999974, 104223.8740000017 397023.2965000011, 104204.80849999934 397002.2558000013, 104191.1101000011 396987.64730000123, 104177.17980000004 396973.2285999991, 104163.06940000132 396959.00979999825, 104148.74300000072 396945.0311000012, 104134.2239000015 396931.2664999999, 104118.7912000008 396917.0722000003, 104103.93910000101 396903.7958999984, 104088.83249999955 396890.60880000144, 104076.48550000042 396880.18670000136, 104061.0251000002 396867.4737999998, 104045.40399999917 396854.9686000012, 104028.13980000094 396841.57759999856, 104012.1774000004 396829.5331000015, 104001.25030000135 396821.54289999977, 103996.03110000119 396817.7263999991, 103979.6939000003 396806.1724999994, 103968.92889999971 396798.78830000013, 103953.06309999898 396788.120099999, 103952.3225999996 396787.62220000103, 103935.58449999988 396776.6752000004, 103918.71090000123 396765.935899999, 103891.61059999838 396749.60269999877, 103874.33210000023 396739.5304000005, 103856.94049999863 396729.6528000012, 103835.71570000052 396718.25829999894, 103817.95169999823 396708.9895000011, 103799.28779999912 396699.5984000005, 103781.21669999883 396690.91490000114, 103769.74399999902 396685.49980000034, 103751.51260000095 396677.20169999823, 103736.00499999896 396670.4404999986, 103729.23710000142 396667.4897999987, 103710.7787999995 396659.7544, 103695.68530000001 396653.73699999973, 103663.82409999892 396641.5245999992, 103645.02569999918 396634.6770000011, 103607.26929999888 396621.4609999992, 103550.4979000017 396602.0428000018, 103512.58619999886 396589.28709999844, 103495.89510000125 396583.72989999875, 103418.06210000068 396557.8156999983, 103391.42969999835 396549.0533000007, 103361.066300001 396539.06329999864, 103246.90430000052 396502.0656000003, 103180.70960000157 396480.97509999946, 103141.1876000017 396468.3828999996, 103116.7274999991 396460.75510000065, 103038.09420000017 396436.2336000018, 102923.31679999828 396401.2008999996, 102841.38080000132 396376.69209999964, 102832.03090000153 396373.8953000009, 102819.35979999974 396370.1689000018, 102774.46840000153 396356.9668999985, 102735.99909999967 396346.0023000017, 102716.7173999995 396340.67990000173, 102676.36050000042 396330.09600000083, 102664.21559999883 396327.07339999825, 102656.08619999886 396325.0502000004, 102653.88850000128 396324.5031999983, 102614.94819999859 396315.3420000002, 102587.38030000031 396309.5441999994, 102575.80249999836 396307.10920000076, 102548.2650000006 396301.74980000034, 102531.63450000063 396298.6739999987, 102528.59739999846 396298.1123000011, 102508.89220000058 396294.6915999986, 102479.23149999976 396289.91910000145, 102439.6323999986 396284.2399000004, 102399.93730000034 396279.30799999833, 102380.05460000038 396277.1149000004, 102358.99509999901 396275.0487000011, 102319.14229999855 396271.5810999982, 102296.6688000001 396270.1314000003, 102279.22430000082 396269.00609999895, 102259.247299999 396267.9712000005, 102239.25710000098 396267.1198000014, 102218.95479999855 396266.4569000006, 102179.00560000166 396265.78929999843, 102159.00429999828 396265.74749999866, 102139.00490000099 396265.8984999992, 102110.01040000096 396266.38709999993, 102070.0364000015 396267.70760000125, 102050.0614 396268.7135999985, 102030.09329999983 396269.875, 101998.09019999951 396272.14119999856, 101979.82959999889 396273.65249999985, 101978.18809999898 396273.7884000018, 101949.86100000143 396276.56069999933, 101938.37350000069 396277.6849000007, 101898.64200000092 396282.3136, 101878.81190000102 396284.9411999993, 101866.10130000114 396286.68939999864, 101826.57759999856 396292.7809000015, 101787.15659999847 396299.5689999983, 101767.4990000017 396303.257100001, 101743.97459999844 396307.8781000003, 101724.3872999996 396311.97019999847, 101688.72140000015 396319.8361000009, 101669.26630000025 396324.4882000014, 101649.84319999814 396329.25730000064, 101614.72340000048 396338.38529999927)"
