FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.201,1997,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172392.803 508446.625))
O10002_Bomenkaart_OD.202,1985,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((173027.999 508636))
O10002_Bomenkaart_OD.203,2016,Straat- / laanboom,Fraxinus americana 'Skyline',Amerikaanse es,Boom,MULTIPOINT ((172219.867 508013.872))
O10002_Bomenkaart_OD.204,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((172015.599 509141.264))
O10002_Bomenkaart_OD.205,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172069.286 509119.323))
O10002_Bomenkaart_OD.206,1970,Straat- / laanboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175908.907 496840.349))
O10002_Bomenkaart_OD.207,1996,Straat- / laanboom,Aesculus pavia 'Atrosanguinea',Kastanje,Boom,MULTIPOINT ((176113.587 495763.12))
O10002_Bomenkaart_OD.208,1978,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175879.919 496322.662))
O10002_Bomenkaart_OD.209,1975,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((175564.069 496097.96))
O10002_Bomenkaart_OD.210,1980,Solitaire boom,Salix alba 'Chermesina',Wilg,Boom,MULTIPOINT ((175114.309 496114.33))
O10002_Bomenkaart_OD.211,1965,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((175427.192 496358.635))
O10002_Bomenkaart_OD.212,2000,Straat- / laanboom,Fraxinus americana 'Skyline',Amerikaanse es,Boom,MULTIPOINT ((172303.765 508033.8))
O10002_Bomenkaart_OD.213,1997,Solitaire boom,Carpinus betulus 'Frans Fontaine',Haagbeuk,Boom,MULTIPOINT ((172222.17 508458.222))
O10002_Bomenkaart_OD.214,1995,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((172827.265 508439.543))
O10002_Bomenkaart_OD.215,1997,Solitaire boom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((172399.274 508384.541))
O10002_Bomenkaart_OD.216,2005,Solitaire boom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((175464.41 496497.257))
O10002_Bomenkaart_OD.217,1984,Straat- / laanboom,Aesculus hippocastanum 'Pyramidalis,Kastanje,Boom,MULTIPOINT ((176283.019 496329.3))
O10002_Bomenkaart_OD.218,1978,Straat- / laanboom,Populus canescens 'Witte v Haamsted,Grauwe abeel,Boom,MULTIPOINT ((176025.158 496677.144))
O10002_Bomenkaart_OD.219,1995,Straat- / laanboom,Tilia cordata 'Erecta',Kleinbladige linde,Boom,MULTIPOINT ((176482.328 496613.94))
O10002_Bomenkaart_OD.220,2015,Straat- / laanboom,Celtis australis,Oosterse netelboom,Boom,MULTIPOINT ((175214.723 496238.861))
O10002_Bomenkaart_OD.221,2009,Solitaire boom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((172533.967 508794.5))
O10002_Bomenkaart_OD.222,1995,Solitaire boom,Liquidambar styraciflua 'Parasol',Amberboom,Boom,MULTIPOINT ((172652.891 508881.704))
O10002_Bomenkaart_OD.223,2014,Lei- / vormboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177687.439 502714.61))
O10002_Bomenkaart_OD.224,1994,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((175927.749 503356.469))
O10002_Bomenkaart_OD.225,1974,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((178049.231 504875.097))
O10002_Bomenkaart_OD.226,2001,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177630.415 503420.163))
O10002_Bomenkaart_OD.227,1978,Straat- / laanboom,Juglans regia,Walnoot,Boom,MULTIPOINT ((178325.954 503709.221))
O10002_Bomenkaart_OD.228,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((177199.027 506209.749))
O10002_Bomenkaart_OD.229,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177919.405 504495.445))
O10002_Bomenkaart_OD.230,2008,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177143.65 503634.478))
O10002_Bomenkaart_OD.231,2010,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((176272.239 504894.313))
O10002_Bomenkaart_OD.232,1985,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((177987.149 502846.06))
O10002_Bomenkaart_OD.233,1985,Straat- / laanboom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((177490.299 503227.04))
O10002_Bomenkaart_OD.234,1995,Straat- / laanboom,Ginkgo biloba,Japanse notenboom,Boom,MULTIPOINT ((177676.719 503460.723))
O10002_Bomenkaart_OD.235,1989,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((177976.969 502206.7))
O10002_Bomenkaart_OD.236,1999,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((178057.335 505289.914))
O10002_Bomenkaart_OD.237,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178197.247 503766.841))
O10002_Bomenkaart_OD.238,1997,Solitaire boom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((178166.394 504245.338))
O10002_Bomenkaart_OD.239,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177885.926 503555.474))
O10002_Bomenkaart_OD.240,1995,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177957.333 503768.59))
O10002_Bomenkaart_OD.241,1997,Straat- / laanboom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((175850.602 504788.994))
O10002_Bomenkaart_OD.242,2004,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178065.625 504388.369))
O10002_Bomenkaart_OD.243,1998,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175824.755 504588.233))
O10002_Bomenkaart_OD.244,1998,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175746.428 504843.663))
O10002_Bomenkaart_OD.245,2009,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((175535.881 505380.586))
O10002_Bomenkaart_OD.246,2006,Straat- / laanboom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((176210.894 505450.834))
O10002_Bomenkaart_OD.247,2004,Lei- / vormboom,Acer saccharinum 'Pyramidale',Esdoorn,Boom,MULTIPOINT ((175767.379 505245.086))
O10002_Bomenkaart_OD.248,1991,Straat- / laanboom,Tilia americana 'Redmond',Linde,Boom,MULTIPOINT ((177115.479 503144.69))
O10002_Bomenkaart_OD.249,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175900.641 503712.467))
O10002_Bomenkaart_OD.250,1975,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((175564.368 495970.644))
O10002_Bomenkaart_OD.251,1975,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((175783.27 496052.506))
O10002_Bomenkaart_OD.252,1980,Straat- / laanboom,Acer pseudopl. 'Rotterdam',Esdoorn,Boom,MULTIPOINT ((178279.239 503395.283))
O10002_Bomenkaart_OD.253,2005,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176250.205 503853.635))
O10002_Bomenkaart_OD.254,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176199.698 505188.675))
O10002_Bomenkaart_OD.255,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178137.347 503441.14))
O10002_Bomenkaart_OD.256,1997,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178372.459 504626.799))
O10002_Bomenkaart_OD.257,1997,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178390.906 504714.634))
O10002_Bomenkaart_OD.258,1996,Solitaire boom,Alnus incana,Els,Boom,MULTIPOINT ((176166.082 495867.023))
O10002_Bomenkaart_OD.259,1996,Solitaire boom,Prunus 'Pandora',Sierkers,Boom,MULTIPOINT ((176070.943 495669.574))
O10002_Bomenkaart_OD.260,1989,Straat- / laanboom,Acer pseudopl. 'Rotterdam',Esdoorn,Boom,MULTIPOINT ((177897.651 504332.744))
O10002_Bomenkaart_OD.261,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177946.005 504377.962))
O10002_Bomenkaart_OD.262,1994,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175386.501 496009.057))
O10002_Bomenkaart_OD.263,2005,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((177743.029 502841.884))
O10002_Bomenkaart_OD.264,2004,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176491.115 505331.35))
O10002_Bomenkaart_OD.265,1998,Straat- / laanboom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((176706.853 505287.315))
O10002_Bomenkaart_OD.266,1980,Solitaire boom,Crataegus lavallei,Meidoorn,Boom,MULTIPOINT ((172801.958 508803.735))
O10002_Bomenkaart_OD.267,1980,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176472.97 496531.309))
O10002_Bomenkaart_OD.268,1995,Straat- / laanboom,Tilia cordata 'Erecta',Kleinbladige linde,Boom,MULTIPOINT ((175572.249 496352.93))
O10002_Bomenkaart_OD.269,1970,Straat- / laanboom,Tilia europaea,Linde,Boom,MULTIPOINT ((175678.071 496318.671))
O10002_Bomenkaart_OD.270,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171758.012 509098.648))
O10002_Bomenkaart_OD.271,2007,Boomgroep boom,Juglans regia,Walnoot,Boom,MULTIPOINT ((171982.72 508015.114))
O10002_Bomenkaart_OD.272,1980,Straat- / laanboom,Populus nigra,Zwarte populier,Boom,MULTIPOINT ((172208.859 509744.78))
O10002_Bomenkaart_OD.273,2016,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((172316.609 509432.34))
O10002_Bomenkaart_OD.274,1980,Straat- / laanboom,Populus nigra,Zwarte populier,Boom,MULTIPOINT ((172100.649 509708.66))
O10002_Bomenkaart_OD.275,2002,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175896.518 496781.269))
O10002_Bomenkaart_OD.276,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176423.036 497273.681))
O10002_Bomenkaart_OD.277,1999,Straat- / laanboom,Acer platanoides 'Deborah',Esdoorn,Boom,MULTIPOINT ((175810.459 496035.329))
O10002_Bomenkaart_OD.278,1978,Lei- / vormboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175908.765 496333.771))
O10002_Bomenkaart_OD.279,2010,Straat- / laanboom,Malus sylvestris,Appel,Boom,MULTIPOINT ((175651.487 496274.178))
O10002_Bomenkaart_OD.280,1997,Solitaire boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((172526.584 508472.076))
O10002_Bomenkaart_OD.281,1996,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((176067.416 495937.006))
O10002_Bomenkaart_OD.282,2009,Straat- / laanboom,Tilia europaea 'Euchlora',Hollandse linde,Boom,MULTIPOINT ((175760.183 496194.577))
O10002_Bomenkaart_OD.283,2015,Straat- / laanboom,Alnus glutinosa,Els,Boom,MULTIPOINT ((172427.829 508164.002))
O10002_Bomenkaart_OD.284,2016,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((172565.651 508852.621))
O10002_Bomenkaart_OD.285,2012,Straat- / laanboom,Prunus 'Accolade',Sierkers,Boom,MULTIPOINT ((172498.399 508080.509))
O10002_Bomenkaart_OD.286,1980,Straat- / laanboom,Robinia ambigua 'Decaisneana',Acacia,Boom,MULTIPOINT ((172572.693 508778.008))
O10002_Bomenkaart_OD.287,1998,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172279.344 508584.162))
O10002_Bomenkaart_OD.288,2003,Boomgroep boom,Fraxinus excelsior 'Geessink',Es,Boom,MULTIPOINT ((172587.113 507929.173))
O10002_Bomenkaart_OD.289,1997,Straat- / laanboom,Alnus spaethii,Els,Boom,MULTIPOINT ((172033.532 508631.151))
O10002_Bomenkaart_OD.290,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((175736.589 496415.52))
O10002_Bomenkaart_OD.291,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171880.053 508942.45))
O10002_Bomenkaart_OD.292,1997,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((176826.763 497271.284))
O10002_Bomenkaart_OD.293,1984,Solitaire boom,Betula nigra,Rode berk,Boom,MULTIPOINT ((176355.455 496545.488))
O10002_Bomenkaart_OD.294,1995,Solitaire boom,Carpinus betulus 'Fastigiata',Haagbeuk,Boom,MULTIPOINT ((176112.475 496554.052))
O10002_Bomenkaart_OD.295,2003,Boomgroep boom,Ulmus 'Plantijn',Iep,Boom,MULTIPOINT ((172629.246 508061.611))
O10002_Bomenkaart_OD.296,1988,Straat- / laanboom,Tilia platyphyllos,Grootbladige linde,Boom,MULTIPOINT ((177360.36 503810.868))
O10002_Bomenkaart_OD.297,1975,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((172512.199 509040.41))
O10002_Bomenkaart_OD.298,1988,Straat- / laanboom,Fraxinus excelsior 'Diversifolia',Es,Boom,MULTIPOINT ((171902.383 509300.306))
O10002_Bomenkaart_OD.299,1998,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172290.845 508584.306))
O10002_Bomenkaart_OD.300,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171796.398 509133.63))
O10002_Bomenkaart_OD.301,2010,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((172009.953 508364.895))
O10002_Bomenkaart_OD.302,2000,Straat- / laanboom,Salix alba 'Sericea',Wilg,Boom,MULTIPOINT ((172290.722 508001.191))
O10002_Bomenkaart_OD.303,1985,Straat- / laanboom,Fraxinus excelsior Dronten 2,Es,Boom,MULTIPOINT ((171809.26 509360.183))
O10002_Bomenkaart_OD.304,2003,Solitaire boom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177836.837 503749.975))
O10002_Bomenkaart_OD.305,2000,Straat- / laanboom,Fraxinus excelsior 'Diversifolia',Es,Boom,MULTIPOINT ((171914.717 509640.098))
O10002_Bomenkaart_OD.306,1996,Solitaire boom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((172096.673 508818.54))
O10002_Bomenkaart_OD.307,1998,Straat- / laanboom,Alnus glutinosa 'Imperialis',Els,Boom,MULTIPOINT ((172435.377 508999.749))
O10002_Bomenkaart_OD.308,2007,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((172244.164 509306.269))
O10002_Bomenkaart_OD.309,2011,Straat- / laanboom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((172079.352 508916.199))
O10002_Bomenkaart_OD.310,2006,Straat- / laanboom,Fraxinus americana 'Skyline',Amerikaanse es,Boom,MULTIPOINT ((171974.235 508793.644))
O10002_Bomenkaart_OD.311,2006,Straat- / laanboom,Fraxinus americana 'Skyline',Amerikaanse es,Boom,MULTIPOINT ((172002.381 508748.197))
O10002_Bomenkaart_OD.312,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172085.961 508614.989))
O10002_Bomenkaart_OD.313,1997,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((171956.648 508933.203))
O10002_Bomenkaart_OD.314,1995,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172813.148 508588.275))
O10002_Bomenkaart_OD.315,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((172035.327 509138.07))
O10002_Bomenkaart_OD.316,2000,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((172254.904 508339.89))
O10002_Bomenkaart_OD.317,2000,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((172264.132 508333.621))
O10002_Bomenkaart_OD.318,1980,Solitaire boom,Acer saccharinum,Esdoorn,Boom,MULTIPOINT ((172131.364 508874.677))
O10002_Bomenkaart_OD.319,2003,Boomgroep boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((172395.406 507879.244))
O10002_Bomenkaart_OD.320,1988,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172716.019 509018.09))
O10002_Bomenkaart_OD.321,1975,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((171934.167 509151.794))
O10002_Bomenkaart_OD.322,2006,Straat- / laanboom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((172151.328 509387.847))
O10002_Bomenkaart_OD.323,2000,Lei- / vormboom,Catalpa bignonioides 'Nana',Trompetboom,Boom,MULTIPOINT ((172244.027 508126.985))
O10002_Bomenkaart_OD.324,2003,Boomgroep boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((172435.543 507849.405))
O10002_Bomenkaart_OD.325,1993,Solitaire boom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((172754.678 508766.058))
O10002_Bomenkaart_OD.326,2000,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((172033.874 508345.773))
O10002_Bomenkaart_OD.327,1985,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((177343.814 503667.302))
O10002_Bomenkaart_OD.328,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172098.367 509060.088))
O10002_Bomenkaart_OD.329,1975,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((171948.649 509218.14))
O10002_Bomenkaart_OD.330,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176193.461 505233.068))
O10002_Bomenkaart_OD.331,1999,Solitaire boom,Prunus schmittii,Sierkers,Boom,MULTIPOINT ((177092.242 503606.033))
O10002_Bomenkaart_OD.332,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((177291.675 502734.6))
O10002_Bomenkaart_OD.333,2017,Straat- / laanboom,Quercus palustris,Moeraseik,Boom,MULTIPOINT ((175138.242 505913.563))
O10002_Bomenkaart_OD.334,1985,Straat- / laanboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177561.178 503219.57))
O10002_Bomenkaart_OD.335,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176616.462 503936.763))
O10002_Bomenkaart_OD.336,1999,Straat- / laanboom,Tilia tomentosa,Linde,Boom,MULTIPOINT ((177902.946 504223.482))
O10002_Bomenkaart_OD.337,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176544.739 503963.471))
O10002_Bomenkaart_OD.338,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178003.488 505738.154))
O10002_Bomenkaart_OD.339,1994,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176716.978 503876.782))
O10002_Bomenkaart_OD.340,2014,Straat- / laanboom,Tilia cordata 'Van Pelt',Kleinbladige linde,Boom,MULTIPOINT ((176430.158 505811.551))
O10002_Bomenkaart_OD.341,2017,Boomgroep boom,Pyrus communis 'Conference',Peer,Boom,MULTIPOINT ((174903.739 504905.951))
O10002_Bomenkaart_OD.342,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176388.393 503896.594))
O10002_Bomenkaart_OD.343,1998,Straat- / laanboom,Fraxinus pennsylvanica 'Urbanite',Zachte es,Boom,MULTIPOINT ((176897.398 503993.08))
O10002_Bomenkaart_OD.344,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176481.732 503885.94))
O10002_Bomenkaart_OD.345,1980,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176623.231 504086.364))
O10002_Bomenkaart_OD.346,2017,Straat- / laanboom,Parrotia persica 'Vanessa',Parrotia,Boom,MULTIPOINT ((172253.394 509093.777))
O10002_Bomenkaart_OD.347,2017,Straat- / laanboom,Parrotia persica 'Vanessa',Parrotia,Boom,MULTIPOINT ((172248.506 509105.671))
O10002_Bomenkaart_OD.348,2014,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176648.038 504110.068))
O10002_Bomenkaart_OD.349,1998,Solitaire boom,Ginkgo biloba 'Princeton Sentry',Japanse notenboom,Boom,MULTIPOINT ((172187.043 509650.273))
O10002_Bomenkaart_OD.350,2015,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((178149.979 503729.977))
O10002_Bomenkaart_OD.351,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176468.462 503939.624))
O10002_Bomenkaart_OD.352,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176626.229 504114.66))
O10002_Bomenkaart_OD.353,1989,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176579.475 504058.76))
O10002_Bomenkaart_OD.354,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176575.16 503973.107))
O10002_Bomenkaart_OD.355,1980,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176616.048 504080.835))
O10002_Bomenkaart_OD.356,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176650.044 504004.796))
O10002_Bomenkaart_OD.357,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176789.986 504039.329))
O10002_Bomenkaart_OD.358,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176899.279 504025.707))
O10002_Bomenkaart_OD.359,2014,Straat- / laanboom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176657 504081.518))
O10002_Bomenkaart_OD.360,2003,Boomgroep boom,Fraxinus excelsior,Gewone es,Boom,MULTIPOINT ((172549.776 508099.086))
O10002_Bomenkaart_OD.361,2014,Straat- / laanboom,Fraxinus angustifolia 'Raywood',Es,Boom,MULTIPOINT ((176610.969 504238.868))
O10002_Bomenkaart_OD.362,2014,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176572.579 504265.614))
O10002_Bomenkaart_OD.363,2010,Boomgroep boom,Betula ermanii 'Holland',Berk,Boom,MULTIPOINT ((177159.331 504423.154))
O10002_Bomenkaart_OD.364,2009,Straat- / laanboom,Ulmus 'New Horizon',Iep,Boom,MULTIPOINT ((177215.549 504393.46))
O10002_Bomenkaart_OD.365,2016,Straat- / laanboom,Ulmus 'New Horizon',Iep,Boom,MULTIPOINT ((177313.703 504178.544))
