Gemeente,CBS Gemeentecode,Bouwjaar,BAG Pand nummer,Status Pand,Gekoppeld adres,GEOMETRIE
Stichtse Vecht,G1904,1936,0333100000019828,Pand in gebruik,,"POLYGON ((130545.55 461853.341,130549.638 461848.335,130553.09 461851.199,130554.593 461852.446,130550.5 461857.39,130548.999 461856.162,130545.55 461853.341))"
Stichtse Vecht,G1904,1936,0333100000015746,Pand in gebruik,,"POLYGON ((130988.285 462594.47,131000 462587.818,131005.731 462584.561,131010.079 462592.217,131000 462597.979,130992.692 462602.156,130988.285 462594.47))"
Stichtse Vecht,G1904,1936,0333100000020180,Pand in gebruik,,"POLYGON ((130452.42 461839.039,130446.979 461845.113,130446.854 461845,130443.656 461842.107,130449.184 461836.04,130452.42 461839.039))"
Stichtse Vecht,G1904,1936,0311100000007322,Pand in gebruik,Stationsweg 17,"POLYGON ((128518.787 464836.87,128519.216 464833.854,128521.323 464834.154,128520.892 464837.17,128518.787 464836.87))"
Stichtse Vecht,G1904,1936,0333100000012849,Pand in gebruik,,"POLYGON ((133335.72 461500.01,133340.76 461495.3,133345.04 461500.01,133379.32 461537.06,133368.48 461546.94,133330.16 461504.94,133335.72 461500.01))"
Stichtse Vecht,G1904,1936,0333100000020155,Pand in gebruik,Klokjeslaan 111 Maarssen,"POLYGON ((131389.46 462411.015,131394.264 462406.79,131398.943 462411.869,131394.299 462416.267,131389.46 462411.015))"
Stichtse Vecht,G1904,1936,0311100000007326,Pand in gebruik,Stationsweg 33,"POLYGON ((128428.631 464821.482,128424.936 464820.787,128425.602 464816.889,128429.254 464817.65,128428.631 464821.482))"
Stichtse Vecht,G1904,1936,0333100000020333,Pand in gebruik,,"POLYGON ((131596.355 460810.379,131596.717 460806.892,131605.02 460808.012,131604.658 460811.499,131596.355 460810.379))"
Stichtse Vecht,G1904,1936,0311100000007318,Pand in gebruik,Stationsweg 13,"POLYGON ((128545.435 464840.357,128545.749 464837.368,128547.787 464837.582,128547.512 464840.575,128545.435 464840.357))"
Stichtse Vecht,G1904,1936,0333100000020423,Pand in gebruik,,"POLYGON ((131594.738 460825.927,131594.784 460825.208,131594.979 460823.414,131599.334 460824.028,131598.981 460826.526,131594.738 460825.927))"
Stichtse Vecht,G1904,1936,0311100000007324,Pand in gebruik,Stationsweg 29,"POLYGON ((128438.471 464819.612,128442.376 464820.449,128441.718 464825.89,128437.72 464825.417,128438.471 464819.612))"
Stichtse Vecht,G1904,1936,0333100000019262,Pand in gebruik,,"POLYGON ((134260.782 464066.929,134254.188 464064.264,134255.612 464060.6,134262.24 464063.176,134260.782 464066.929))"
Stichtse Vecht,G1904,1936,0329100000002366,Pand in gebruik,Rijksstraatweg 130 Loenen aan de Vecht,"POLYGON ((129994.914 469240.085,129996.358 469237.664,129996.537 469237.414,129999.137 469239.265,129997.312 469241.807,129994.914 469240.085))"
Stichtse Vecht,G1904,1936,0333100000012794,Pand in gebruik,,"POLYGON ((130441.811 461824.065,130445.475 461819.89,130445.63 461819.713,130455.627 461828.484,130451.809 461832.837,130441.811 461824.065))"
Stichtse Vecht,G1904,1936,0333100000020076,Pand in gebruik,,"POLYGON ((130539.168 461868.091,130539.734 461867.395,130547.069 461858.376,130548.287 461859.367,130549.075 461860.007,130546.238 461863.486,130545.263 461864.683,130541.169 461869.718,130539.505 461868.365,130539.168 461868.091))"
Stichtse Vecht,G1904,1936,0333100000013121,Pand in gebruik,,"POLYGON ((129834.912 462154.006,129825.133 462147.547,129827.216 462144.393,129836.996 462150.852,129834.912 462154.006))"
Stichtse Vecht,G1904,1936,0333100000013808,Pand in gebruik,,"POLYGON ((133232.918 461492.424,133275.283 461453.149,133328.64 461510.966,133357.978 461542.651,133360.794 461545.389,133317.72 461584.82,133232.918 461492.424))"
Stichtse Vecht,G1904,1936,0333100000020181,Pand in gebruik,,"POLYGON ((130590.828 461875.597,130591.07 461873.252,130593.683 461873.132,130593.911 461872.524,130594.317 461872.385,130595.366 461869.825,130595.19 461869.411,130595.396 461868.942,130595.87 461868.752,130596.315 461868.933,130598.871 461867.87,130599.011 461867.465,130599.491 461867.25,130599.939 461867.435,130600.061 461867.853,130602.672 461868.908,130603.032 461868.702,130603.533 461868.925,130603.711 461869.393,130603.461 461869.805,130604.575 461872.428,130604.995 461872.551,130605.193 461873.042,130604.977 461873.528,130604.581 461873.627,130603.468 461876.258,130603.68 461876.612,130603.486 461877.099,130602.98 461877.301,130602.618 461877.116,130599.984 461878.195,130599.86 461878.586,130599.388 461878.789,130598.891 461878.579,130598.836 461878.201,130596.143 461877.07,130595.797 461877.273,130595.26 461877.056,130593.421 461878.845,130591.802 461877.485,130590.828 461875.597))"
Stichtse Vecht,G1904,1937,0329100000002687,Pand in gebruik,Vreelandseweg 3 Loenen aan de Vecht,"POLYGON ((130415.847 469279.593,130419.147 469274.94,130422.277 469277.055,130418.893 469282.046,130415.847 469279.593))"
Stichtse Vecht,G1904,1937,0311100000003094,Pand in gebruik,Engel de Ruijterstraat 22,"POLYGON ((128374.622 464713.597,128375.273 464709.509,128378.047 464709.951,128377.751 464711.817,128380.585 464712.268,128380.276 464714.497,128374.622 464713.597))"
Stichtse Vecht,G1904,1937,0311100000003708,Pand in gebruik,Willink van Collenstraat 81,"POLYGON ((128515.266 464570.444,128517.146 464564.792,128520.219 464565.833,128518.314 464571.458,128515.266 464570.444))"
Stichtse Vecht,G1904,1937,0333100000010355,Pand in gebruik,,"POLYGON ((131281.634 462249.52,131286.419 462245.18,131288.464 462247.494,131283.724 462251.825,131281.634 462249.52))"
Stichtse Vecht,G1904,1937,0333100000018846,Pand in gebruik,,"POLYGON ((134357.027 463994.336,134358.508 463991.731,134362.888 463994.221,134361.912 463995.938,134361.457 463996.738,134361.389 463996.858,134357.027 463994.336))"
Stichtse Vecht,G1904,1937,0333100000015267,Pand in gebruik,,"POLYGON ((131536.997 461014.218,131542.523 461008.841,131547.404 461013.858,131541.879 461019.235,131536.997 461014.218))"
Stichtse Vecht,G1904,1937,1904100000039017,Pand in gebruik,Looijersdijk 16 Breukelen,"POLYGON ((128323.607 465391.253,128326.417 465390.621,128326.66 465390.566,128328.22 465398.38,128325.088 465399.049,128323.607 465391.253))"
Stichtse Vecht,G1904,1937,1904100000042010,Pand in gebruik,Looijersdijk 18 Breukelen,"POLYGON ((128320.683 465391.91,128321.74 465391.673,128323.607 465391.253,128325.088 465399.049,128322.257 465399.652,128322.074 465398.662,128320.683 465391.91))"
Stichtse Vecht,G1904,1937,0333100000014764,Pand in gebruik,,"POLYGON ((132664.833 460744.788,132661.827 460745.51,132659.641 460736.959,132662.772 460736.206,132664.833 460744.788))"
Stichtse Vecht,G1904,1937,0333100000012383,Pand in gebruik,,"POLYGON ((133044.591 461827.806,133040.699 461823.958,133047.013 461817.569,133050.935 461821.445,133044.591 461827.806))"
Stichtse Vecht,G1904,1937,0333100000014849,Pand in gebruik,,"POLYGON ((131251.118 462254.422,131256.744 462260.287,131252.647 462264.217,131247.205 462258.036,131251.118 462254.422))"
Stichtse Vecht,G1904,1937,0329100000002924,Pand in gebruik,Binnenweg 75 Loenersloot,"POLYGON ((128531.971 470927.916,128537.688 470927.085,128539.52 470938.74,128533.788 470939.69,128532.698 470932.63,128531.971 470927.916))"
Stichtse Vecht,G1904,1937,0311100000003014,Pand in gebruik,Engel de Ruijterstraat 16,"POLYGON ((128371.47 464736.85,128371.874 464734.345,128376.706 464734.964,128376.332 464737.605,128371.47 464736.85))"
Stichtse Vecht,G1904,1937,0311100000003012,Pand in gebruik,Engel de Ruijterstraat 12,"POLYGON ((128368.892 464747.446,128369.572 464742.527,128372.837 464743.023,128372.093 464748.001,128368.892 464747.446))"
Stichtse Vecht,G1904,1937,0333100000015907,Pand in gebruik,,"POLYGON ((131630.517 460936.701,131631.696 460932.68,131636.324 460934.037,131635.146 460938.058,131630.517 460936.701))"
Stichtse Vecht,G1904,1937,0311100000003101,Pand in gebruik,Engel de Ruijterstraat 36,"POLYGON ((128386.603 464670.249,128387.956 464666.654,128390.469 464667.582,128389.077 464671.216,128386.603 464670.249))"
Stichtse Vecht,G1904,1937,0311100000003095,Pand in gebruik,Engel de Ruijterstraat 24,"POLYGON ((128375.563 464708.33,128376.14 464703.835,128379.193 464704.381,128378.609 464708.911,128375.563 464708.33))"
Stichtse Vecht,G1904,1937,0311100000003013,Pand in gebruik,Engel de Ruijterstraat 14,"POLYGON ((128369.42 464741.813,128369.752 464739.51,128373.536 464740.106,128373.245 464742.382,128370.908 464742.034,128369.42 464741.813))"
Stichtse Vecht,G1904,1937,0311100000008496,Pand in gebruik,Oukoop 2,"POLYGON ((128085.72 470749.788,128094.171 470752.865,128089.927 470764.475,128092.861 470765.515,128092.469 470766.699,128096.39 470768.126,128095.375 470770.966,128088.455 470768.453,128087.638 470770.682,128079.231 470767.611,128085.72 470749.788))"
Stichtse Vecht,G1904,1937,0311100000003096,Pand in gebruik,Engel de Ruijterstraat 26,"POLYGON ((128376.14 464703.835,128376.667 464699.475,128379.721 464700.017,128379.193 464704.381,128376.14 464703.835))"
Stichtse Vecht,G1904,1937,0333100000007815,Pand in gebruik,,"POLYGON ((131557.778 461148.775,131556.949 461151.23,131553.599 461150.07,131554.439 461147.647,131554.278 461147.593,131554.297 461147.537,131557.778 461148.775))"
Stichtse Vecht,G1904,1937,0333100000017112,Pand in gebruik,,"POLYGON ((130973.174 462541.836,130979.1 462537.925,130981.296 462541.252,130975.37 462545.163,130973.174 462541.836))"
Stichtse Vecht,G1904,1937,0311100000003100,Pand in gebruik,Engel de Ruijterstraat 34,"POLYGON ((128381.595 464682.921,128382.782 464679.704,128389.284 464682.085,128388.099 464685.321,128381.595 464682.921))"
Stichtse Vecht,G1904,1937,0311100000008497,Pand in gebruik,Oukoop 2,"POLYGON ((128105.673 470752.313,128104.331 470745.752,128109.372 470741.409,128116.47 470744.063,128118.109 470750.915,128112.299 470754.845,128105.673 470752.313))"
Stichtse Vecht,G1904,1937,0333100000018437,Pand in gebruik,,"POLYGON ((130994.411 462574.13,130999.854 462570.675,131005.262 462579.149,130999.819 462582.603,130994.411 462574.13))"
Stichtse Vecht,G1904,1937,0333100000018435,Pand in gebruik,,"POLYGON ((130995.614 462562.792,130997.593 462561.564,130998.239 462561.163,131001.437 462566.319,131000.869 462566.678,130998.824 462567.968,130995.614 462562.792))"
Stichtse Vecht,G1904,1938,0333100000017097,Pand in gebruik,,"POLYGON ((131614.576 460803.285,131614.197 460807.839,131604.53 460807.034,131604.91 460802.479,131614.576 460803.285))"
Stichtse Vecht,G1904,1938,0333100000012357,Pand in gebruik,,"POLYGON ((132923.988 461891.197,132926.392 461889.054,132930.616 461893.662,132928.212 461895.805,132923.988 461891.197))"
Stichtse Vecht,G1904,1938,0329100000003160,Pand in gebruik,Binnenweg 57 Loenersloot,"POLYGON ((128637.672 470880.916,128640.788 470879.277,128643.517 470884.76,128640.457 470886.333,128637.672 470880.916))"
Stichtse Vecht,G1904,1938,0329100000001982,Pand in gebruik,Oostkanaaldijk 15 Loenen aan de Vecht,"POLYGON ((129547.56 473441.76,129550.36 473431.64,129561.726 473434.834,129576.12 473438.88,129573.32 473449,129547.56 473441.76))"
Stichtse Vecht,G1904,1938,0333100000019094,Pand in gebruik,,"POLYGON ((132793.883 461790.988,132807.239 461776.13,132810.074 461778.678,132796.718 461793.537,132793.883 461790.988))"
Stichtse Vecht,G1904,1938,0333100000018100,Pand in gebruik,,"POLYGON ((132936.183 461905.473,132934.099 461903.19,132937.215 461900.344,132939.3 461902.627,132936.183 461905.473))"
Stichtse Vecht,G1904,1938,1904100000038885,Pand in gebruik,Straatweg 7 Maarssen,"POLYGON ((131546.695 460458.811,131563.132 460443.36,131572.24 460434.798,131573.698 460433.428,131576.976 460430.346,131576.189 460429.508,131571.34 460424.35,131577.934 460418.151,131584.309 460412.157,131589.946 460418.155,131610.304 460399.018,131619.358 460408.651,131619.475 460408.541,131634.399 460424.418,131629.466 460429.055,131618.938 460417.884,131618.865 460417.953,131614.605 460413.421,131613.221 460414.722,131592.819 460433.9,131605.431 460443.457,131609.229 460446.755,131602.39 460453.227,131599.337 460449.42,131586.563 460439.781,131561.656 460463.193,131575.162 460477.562,131572.175 460480.369,131569.406 460482.972,131561.93 460475.019,131560.139 460473.114,131555.655 460468.343,131553.374 460465.916,131551.16 460463.561,131548.996 460461.258,131546.695 460458.811))"
Stichtse Vecht,G1904,1938,1904100000041376,Pand in gebruik,Diependaalsedijk 44 Maarssen,"POLYGON ((131154.774 461642.81,131156.915 461641.422,131159.592 461645.837,131157.447 461647.205,131154.774 461642.81))"
Stichtse Vecht,G1904,1938,0333100000018683,Pand in gebruik,,"POLYGON ((131234.143 461128.485,131234.383 461124.713,131240.105 461125.017,131240.654 461125.052,131240.41 461128.884,131234.143 461128.485))"
Stichtse Vecht,G1904,1938,0329100000003153,Pand in gebruik,Binnenweg 45 Loenersloot,"POLYGON ((128679.147 470849.526,128681.872 470848.042,128682.952 470850.07,128685.382 470854.567,128682.534 470856.046,128680.225 470851.586,128679.147 470849.526))"
Stichtse Vecht,G1904,1938,0333100000018914,Pand in gebruik,Laan van Niftarlake 26,"POLYGON ((134258.061 464316.08,134259.702 464310.961,134265.321 464312.81,134265.941 464311.098,134269.312 464312.132,134268.758 464313.902,134271.633 464314.72,134269.961 464319.959,134258.061 464316.08))"
Stichtse Vecht,G1904,1938,0333100000003199,Pand in gebruik,,"POLYGON ((131001.347 460936.571,131000 460935.254,130998.97 460934.248,131000 460933.219,131005.55 460927.66,131007.862 460929.718,131001.347 460936.571))"
Stichtse Vecht,G1904,1938,0333100000015205,Pand in gebruik,,"POLYGON ((131039.448 462009.494,131045.13 462004.194,131049.236 462008.597,131043.554 462013.896,131039.448 462009.494))"
Stichtse Vecht,G1904,1938,0333100000018101,Pand in gebruik,,"POLYGON ((132921.714 461919.864,132919.066 461916.897,132922.971 461913.415,132925.618 461916.381,132921.714 461919.864))"
Stichtse Vecht,G1904,1938,0329100000004961,Pand in gebruik,Lindengracht 2 Vreeland,"POLYGON ((130925.178 471278.875,130925.448 471276.145,130925.761 471276.176,130931.209 471276.715,130931.171 471277.099,130930.939 471279.445,130925.178 471278.875))"
Stichtse Vecht,G1904,1938,0333100000004253,Pand in gebruik,,"POLYGON ((131312.632 460987.845,131309.907 460990.626,131305.801 460986.602,131308.561 460983.785,131312.632 460987.845))"
Stichtse Vecht,G1904,1938,0329100000003148,Pand in gebruik,Binnenweg 39 Loenersloot,"POLYGON ((128717.891 470858.932,128721.076 470857.231,128724.495 470863.573,128721.317 470865.287,128717.891 470858.932))"
Stichtse Vecht,G1904,1938,0329100000001980,Pand in gebruik,Oostkanaaldijk 15 Loenen aan de Vecht,"POLYGON ((129521.12 473426.84,129523.36 473419.36,129525.24 473412.92,129529.08 473399.84,129538 473402.44,129530.04 473429.4,129521.12 473426.84))"
Stichtse Vecht,G1904,1938,1904100000041366,Pand in gebruik,Klokjeslaan 15 Maarssen,"POLYGON ((131012.868 462040.513,131009.475 462036.923,131015.689 462031.049,131019.082 462034.64,131012.868 462040.513))"
Stichtse Vecht,G1904,1939,1904100000038853,Pand in gebruik,Looijersdijk 4 Breukelen,"POLYGON ((128444.782 465312.521,128447.691 465310.629,128452.514 465318.046,128449.605 465319.938,128444.945 465312.771,128444.782 465312.521))"
Stichtse Vecht,G1904,1939,0333100000014763,Pand in gebruik,,"POLYGON ((132634.64 460724.436,132634.342 460730.353,132627.727 460730.022,132628.016 460724.23,132628.056 460723.418,132634.675 460723.748,132634.64 460724.436))"
Stichtse Vecht,G1904,1939,0311100000002537,Pand in gebruik,Eendrachtlaan 77,"POLYGON ((128300.07 465292.401,128298.842 465288.051,128301.087 465287.489,128302.28 465291.804,128300.07 465292.401))"
Stichtse Vecht,G1904,1939,0311100000008737,Pand in gebruik,Oukoop 26 a,"POLYGON ((126948.434 468862.548,126950.336 468853.311,126970.756 468857.772,126968.854 468867.009,126948.434 468862.548))"
Stichtse Vecht,G1904,1939,0329100000001945,Pand in gebruik,Oostkanaaldijk 8 Loenen aan de Vecht,"POLYGON ((129218.561 471418.292,129207.341 471418.597,129206.927 471409.369,129218.128 471408.985,129218.561 471418.292))"
Stichtse Vecht,G1904,1939,0333100000011849,Pand in gebruik,,"POLYGON ((130976.749 462131.515,130979.737 462134.816,130977.043 462137.306,130974.016 462133.962,130976.749 462131.515))"
Stichtse Vecht,G1904,1939,0333100000011004,Pand in gebruik,,"POLYGON ((131168.24 461513.19,131168.02 461512.46,131173.11 461511.61,131174.098 461517.685,131174.113 461517.784,131169.191 461518.42,131168.24 461513.19))"
Stichtse Vecht,G1904,1939,0333100000020160,Pand in gebruik,,"POLYGON ((131236.673 462246.437,131241.019 462242.224,131246.25 462247.829,131241.845 462251.978,131236.673 462246.437))"
Stichtse Vecht,G1904,1939,0333100000014762,Pand in gebruik,,"POLYGON ((132604.286 460754.337,132605.943 460744.371,132605.975 460744.18,132608.618 460744.636,132609.121 460741.714,132607.814 460741.489,132609.036 460734.399,132609.066 460734.225,132619.627 460736.046,132617.729 460747.055,132616.382 460746.823,132614.802 460756.068,132611.505 460755.525,132608.025 460754.952,132604.286 460754.337))"
Stichtse Vecht,G1904,1939,0333100000016387,Pand in gebruik,,"POLYGON ((133897.504 464970.355,133897.334 464970.878,133893.538 464969.644,133892.584 464972.574,133889.818 464971.675,133891.663 464965.998,133898.227 464968.132,133897.504 464970.355))"
Stichtse Vecht,G1904,1939,0311100000002532,Pand in gebruik,Eendrachtlaan 61,"POLYGON ((128346.694 465269.756,128352.525 465268.075,128352.694 465268.661,128353.56 465271.638,128347.75 465273.305,128346.694 465269.756))"
Stichtse Vecht,G1904,1939,1904100000041935,Pand in gebruik,Stationsweg 15 Maarssen,"POLYGON ((131034.713 460959.224,131037.876 460955.028,131040.307 460956.909,131037.061 460961.055,131034.713 460959.224))"
Stichtse Vecht,G1904,1939,0329100000001947,Pand in gebruik,Oostkanaaldijk 8 Loenen aan de Vecht,"POLYGON ((129202.468 471402.289,129203.6 471396.109,129209.649 471394.238,129214.218 471398.242,129213.304 471404.16,129207.125 471406.38,129202.468 471402.289))"
Stichtse Vecht,G1904,1939,0311100000002535,Pand in gebruik,Eendrachtlaan 67 Breukelen,"POLYGON ((128335.024 465279.605,128332.388 465280.368,128330.67 465274.373,128333.295 465273.617,128335.024 465279.605))"
