FID,omschrijving,structuurtype,geometrie
O10002_GBI_Groenstructuur.1519,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175896.669 505098.972, 175895.808 505098.933, 175894.955 505098.816, 175894.116 505098.622, 175893.297 505098.353, 175892.507 505098.011, 175891.75 505097.599, 175891.034 505097.12, 175890.365 505096.578, 175889.747 505095.978, 175889.186 505095.324, 175888.687 505094.623, 175888.253 505093.878, 175887.888 505093.098, 175887.596 505092.288, 175887.378 505091.454, 175887.237 505090.604, 175887.173 505089.745, 175887.187 505088.884, 175887.279 505088.028, 175887.449 505087.183, 175887.694 505086.357, 175888.013 505085.557, 175888.403 505084.789, 175888.861 505084.06, 175889.384 505083.375, 175889.966 505082.74, 175890.603 505082.161, 175891.29 505081.641, 175892.022 505081.186, 175892.791 505080.799, 175893.593 505080.484, 175894.42 505080.242, 175895.265 505080.076, 175895.965 505079.998, 175896.669 505079.972, 175897.512 505080.009, 175898.348 505080.122, 175899.172 505080.307, 175899.975 505080.566, 175900.752 505080.894, 175901.497 505081.291, 175902.204 505081.751, 175902.868 505082.273, 175903.482 505082.852, 175904.043 505083.482, 175904.545 505084.16, 175904.986 505084.88, 175905.36 505085.637, 175905.666 505086.423, 175905.901 505087.234, 175906.064 505088.062, 175906.152 505088.901, 175906.165 505089.745, 175906.103 505090.587, 175905.967 505091.419, 175905.757 505092.237, 175905.476 505093.033, 175905.125 505093.8, 175904.708 505094.534, 175904.227 505095.227, 175903.686 505095.875, 175903.091 505096.473, 175902.444 505097.015, 175901.752 505097.498, 175901.019 505097.917, 175900.337 505098.235, 175899.631 505098.498, 175898.907 505098.704, 175898.169 505098.853, 175897.421 505098.942, 175896.669 505098.972)))"
O10002_GBI_Groenstructuur.1520,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((175921.177 505160.414, 175920.476 505160.753, 175919.75 505161.034, 175919.004 505161.254, 175918.241 505161.413, 175917.469 505161.508, 175916.691 505161.54, 175915.826 505161.501, 175914.968 505161.382, 175914.124 505161.187, 175913.302 505160.915, 175912.508 505160.569, 175911.748 505160.153, 175911.03 505159.669, 175910.359 505159.122, 175909.74 505158.516, 175909.179 505157.856, 175908.681 505157.148, 175908.249 505156.397, 175907.887 505155.61, 175907.599 505154.794, 175907.386 505153.954, 175907.25 505153.099, 175907.193 505152.235, 175907.215 505151.369, 175907.315 505150.509, 175907.494 505149.661, 175907.748 505148.834, 175908.078 505148.033, 175908.478 505147.265, 175908.947 505146.537, 175909.481 505145.854, 175910.074 505145.224, 175910.722 505144.649, 175911.42 505144.136, 175912.162 505143.689, 175912.941 505143.312, 175913.752 505143.006, 175914.586 505142.776, 175915.439 505142.623, 175916.063 505142.561, 175916.691 505142.54, 175917.558 505142.58, 175918.417 505142.698, 175919.262 505142.895, 175920.086 505143.168, 175920.881 505143.515, 175921.642 505143.932, 175922.361 505144.418, 175923.033 505144.967, 175923.652 505145.575, 175924.213 505146.237, 175924.711 505146.948, 175925.142 505147.701, 175925.502 505148.49, 175925.79 505149.309, 175926.001 505150.151, 175926.134 505151.008, 175926.189 505151.874, 175926.165 505152.741, 175926.061 505153.603, 175925.88 505154.451, 175925.621 505155.28, 175925.288 505156.081, 175924.884 505156.849, 175924.411 505157.576, 175923.874 505158.257, 175923.276 505158.887, 175922.624 505159.459, 175921.923 505159.97, 175921.177 505160.414)))"
O10002_GBI_Groenstructuur.1521,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((176576.303 506251.579, 176575.547 506251.077, 176573.933 506248.246, 176573.241 506246.616, 176573.347 506245.096, 176573.833 506244.127, 176574.494 506243.447, 176585.076 506237.412, 176587.914 506237.375, 176589.977 506239.093, 176592.021 506242.626, 176576.303 506251.579)))"
O10002_GBI_Groenstructuur.1522,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176230.012 505052.874, 176230.718 505052.529, 176231.45 505052.243, 176232.204 505052.018, 176232.973 505051.857, 176233.753 505051.759, 176234.538 505051.727, 176235.381 505051.764, 176236.217 505051.876, 176237.039 505052.062, 176237.843 505052.32, 176238.619 505052.648, 176239.364 505053.044, 176240.071 505053.504, 176240.734 505054.026, 176241.349 505054.603, 176241.909 505055.234, 176242.412 505055.911, 176242.852 505056.63, 176243.227 505057.386, 176243.533 505058.172, 176243.769 505058.982, 176243.932 505059.809, 176244.02 505060.648, 176244.034 505061.491, 176243.973 505062.333, 176243.838 505063.165, 176243.63 505063.982, 176243.349 505064.778, 176242.999 505065.546, 176242.583 505066.279, 176242.103 505066.973, 176241.596 505067.585, 176241.039 505068.153, 176240.437 505068.673, 176239.794 505069.14, 176239.113 505069.552, 176238.401 505069.906, 176237.661 505070.198, 176236.9 505070.428, 176236.122 505070.594, 176235.333 505070.693, 176234.538 505070.727, 176233.673 505070.687, 176232.815 505070.569, 176231.971 505070.373, 176231.149 505070.101, 176230.354 505069.756, 176229.595 505069.339, 176228.877 505068.855, 176228.205 505068.308, 176227.587 505067.702, 176227.026 505067.042, 176226.527 505066.333, 176226.096 505065.582, 176225.734 505064.795, 176225.446 505063.979, 176225.233 505063.139, 176225.097 505062.283, 176225.04 505061.419, 176225.062 505060.553, 176225.163 505059.693, 176225.341 505058.845, 176225.597 505058.018, 176225.926 505057.217, 176226.327 505056.449, 176226.796 505055.721, 176227.33 505055.039, 176227.924 505054.408, 176228.572 505053.834, 176229.27 505053.321, 176230.012 505052.874)))"
O10002_GBI_Groenstructuur.1523,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((176041.464 505006.763, 176042.166 505006.57, 176042.88 505006.431, 176043.603 505006.348, 176044.33 505006.32, 176045.179 505006.358, 176046.02 505006.472, 176046.849 505006.66, 176047.657 505006.921, 176048.438 505007.254, 176049.187 505007.655, 176049.897 505008.122, 176050.562 505008.65, 176051.178 505009.235, 176051.738 505009.873, 176052.24 505010.558, 176052.678 505011.286, 176053.05 505012.05, 176053.352 505012.843, 176053.582 505013.661, 176053.737 505014.496, 176053.818 505015.342, 176053.823 505016.191, 176053.752 505017.037, 176053.605 505017.874, 176053.385 505018.694, 176053.092 505019.491, 176052.729 505020.259, 176052.299 505020.992, 176051.805 505021.683, 176051.252 505022.327, 176050.643 505022.919, 176049.983 505023.455, 176049.279 505023.929, 176048.535 505024.339, 176047.757 505024.68, 176046.952 505024.951, 176046.126 505025.148, 176045.286 505025.272, 176044.809 505025.308, 176044.33 505025.32, 176043.463 505025.28, 176042.602 505025.161, 176041.756 505024.964, 176040.932 505024.691, 176040.136 505024.344, 176039.375 505023.925, 176038.655 505023.439, 176037.983 505022.889, 176037.364 505022.279, 176036.804 505021.616, 176036.306 505020.905, 176035.875 505020.15, 176035.515 505019.36, 176035.228 505018.54, 176035.018 505017.697, 176034.885 505016.839, 176034.832 505015.972, 176034.857 505015.104, 176034.962 505014.242, 176035.146 505013.393, 176035.406 505012.564, 176035.74 505011.763, 176036.147 505010.995, 176036.621 505010.268, 176037.161 505009.587, 176037.76 505008.958, 176038.414 505008.387, 176039.118 505007.878, 176039.865 505007.435, 176040.649 505007.062, 176041.464 505006.763)))"
O10002_GBI_Groenstructuur.1524,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177512.942 503136.639, 177512.918 503137.475, 177512.819 503138.306, 177512.649 503139.125, 177512.406 503139.925, 177512.095 503140.701, 177511.716 503141.447, 177511.273 503142.156, 177510.769 503142.824, 177510.209 503143.445, 177509.596 503144.014, 177508.936 503144.527, 177508.233 503144.98, 177507.493 503145.37, 177506.721 503145.693, 177505.924 503145.946, 177505.108 503146.129, 177504.279 503146.239, 177503.444 503146.276, 177502.61 503146.239, 177501.783 503146.13, 177500.969 503145.948, 177500.174 503145.695, 177499.404 503145.374, 177498.665 503144.987, 177497.963 503144.536, 177497.304 503144.025, 177496.692 503143.459, 177496.131 503142.841, 177495.628 503142.176, 177495.184 503141.469, 177494.804 503140.727, 177494.491 503139.953, 177494.247 503139.156, 177494.073 503138.34, 177493.97 503137.478, 177493.945 503136.611, 177494 503135.745, 177494.133 503134.887, 177494.344 503134.046, 177494.632 503133.227, 177494.992 503132.437, 177495.423 503131.684, 177495.921 503130.974, 177496.482 503130.312, 177497.101 503129.703, 177497.773 503129.154, 177498.492 503128.668, 177499.253 503128.25, 177500.048 503127.904, 177500.872 503127.631, 177501.717 503127.434, 177502.577 503127.316, 177503.444 503127.276, 177504.312 503127.316, 177505.173 503127.435, 177506.02 503127.632, 177506.845 503127.906, 177507.642 503128.254, 177508.404 503128.674, 177509.124 503129.161, 177509.796 503129.712, 177510.415 503130.323, 177510.976 503130.987, 177511.474 503131.7, 177511.904 503132.455, 177512.264 503133.247, 177512.549 503134.068, 177512.759 503134.912, 177512.89 503135.771, 177512.942 503136.639)))"
O10002_GBI_Groenstructuur.1525,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177641.815 503157.604, 177640.981 503157.568, 177640.154 503157.458, 177639.34 503157.277, 177638.545 503157.024, 177637.775 503156.703, 177637.036 503156.315, 177636.335 503155.865, 177635.675 503155.354, 177635.063 503154.787, 177634.502 503154.169, 177633.999 503153.504, 177633.555 503152.798, 177633.175 503152.055, 177632.862 503151.282, 177632.618 503150.484, 177632.444 503149.668, 177632.341 503148.807, 177632.316 503147.939, 177632.371 503147.073, 177632.504 503146.216, 177632.716 503145.374, 177633.003 503144.555, 177633.363 503143.766, 177633.794 503143.013, 177634.293 503142.302, 177634.853 503141.64, 177635.472 503141.032, 177636.144 503140.483, 177636.863 503139.997, 177637.624 503139.579, 177638.419 503139.232, 177639.243 503138.959, 177640.088 503138.763, 177640.948 503138.644, 177641.815 503138.605, 177642.683 503138.644, 177643.544 503138.764, 177644.391 503138.961, 177645.216 503139.235, 177646.013 503139.583, 177646.775 503140.002, 177647.495 503140.49, 177648.167 503141.041, 177648.786 503141.651, 177649.347 503142.316, 177649.845 503143.029, 177650.275 503143.784, 177650.635 503144.576, 177650.921 503145.397, 177651.13 503146.241, 177651.261 503147.1, 177651.314 503147.968, 177651.289 503148.804, 177651.191 503149.635, 177651.02 503150.453, 177650.777 503151.254, 177650.466 503152.03, 177650.087 503152.775, 177649.644 503153.485, 177649.141 503154.153, 177648.58 503154.774, 177647.967 503155.343, 177647.307 503155.856, 177646.604 503156.309, 177645.864 503156.698, 177645.092 503157.021, 177644.295 503157.275, 177643.479 503157.458, 177642.65 503157.568, 177641.815 503157.604)))"
O10002_GBI_Groenstructuur.1526,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177731.303 503034.685, 177732.171 503034.725, 177733.033 503034.844, 177733.88 503035.041, 177734.705 503035.315, 177735.501 503035.663, 177736.263 503036.082, 177736.983 503036.57, 177737.655 503037.121, 177738.275 503037.731, 177738.835 503038.396, 177739.333 503039.109, 177739.764 503039.864, 177740.123 503040.656, 177740.409 503041.477, 177740.618 503042.321, 177740.75 503043.18, 177740.802 503044.048, 177740.777 503044.884, 177740.679 503045.715, 177740.508 503046.533, 177740.266 503047.334, 177739.954 503048.11, 177739.575 503048.856, 177739.132 503049.565, 177738.629 503050.233, 177738.069 503050.854, 177737.456 503051.423, 177736.795 503051.936, 177736.092 503052.389, 177735.352 503052.778, 177734.581 503053.101, 177733.784 503053.355, 177732.968 503053.538, 177732.138 503053.648, 177731.303 503053.685, 177730.47 503053.648, 177729.643 503053.538, 177728.828 503053.357, 177728.033 503053.104, 177727.263 503052.783, 177726.525 503052.396, 177725.823 503051.945, 177725.163 503051.434, 177724.551 503050.867, 177723.991 503050.249, 177723.487 503049.585, 177723.043 503048.878, 177722.663 503048.135, 177722.35 503047.362, 177722.106 503046.565, 177721.933 503045.749, 177721.829 503044.887, 177721.804 503044.02, 177721.859 503043.154, 177721.993 503042.296, 177722.204 503041.454, 177722.491 503040.636, 177722.852 503039.846, 177723.283 503039.093, 177723.781 503038.383, 177724.342 503037.72, 177724.961 503037.112, 177725.632 503036.563, 177726.352 503036.077, 177727.112 503035.659, 177727.907 503035.312, 177728.731 503035.04, 177729.576 503034.843, 177730.436 503034.724, 177731.303 503034.685)))"
O10002_GBI_Groenstructuur.1527,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177313.153 503046.681, 177312.32 503046.645, 177311.493 503046.535, 177310.679 503046.353, 177309.884 503046.101, 177309.114 503045.78, 177308.375 503045.392, 177307.673 503044.941, 177307.014 503044.431, 177306.401 503043.864, 177305.841 503043.246, 177305.337 503042.581, 177304.894 503041.875, 177304.514 503041.132, 177304.2 503040.359, 177303.956 503039.561, 177303.783 503038.745, 177303.679 503037.884, 177303.655 503037.016, 177303.709 503036.15, 177303.843 503035.293, 177304.054 503034.451, 177304.341 503033.632, 177304.702 503032.843, 177305.133 503032.09, 177305.631 503031.379, 177306.192 503030.717, 177306.811 503030.109, 177307.483 503029.559, 177308.202 503029.074, 177308.962 503028.656, 177309.758 503028.309, 177310.582 503028.036, 177311.427 503027.84, 177312.286 503027.721, 177313.153 503027.681, 177314.022 503027.721, 177314.883 503027.84, 177315.73 503028.037, 177316.555 503028.311, 177317.352 503028.659, 177318.113 503029.079, 177318.833 503029.566, 177319.506 503030.118, 177320.125 503030.728, 177320.686 503031.392, 177321.183 503032.105, 177321.614 503032.861, 177321.973 503033.652, 177322.259 503034.473, 177322.468 503035.317, 177322.6 503036.177, 177322.652 503037.045, 177322.627 503037.881, 177322.529 503038.711, 177322.358 503039.53, 177322.116 503040.33, 177321.804 503041.106, 177321.426 503041.852, 177320.983 503042.562, 177320.479 503043.229, 177319.919 503043.85, 177319.306 503044.419, 177318.646 503044.933, 177317.943 503045.386, 177317.202 503045.775, 177316.431 503046.098, 177315.634 503046.352, 177314.818 503046.534, 177313.989 503046.644, 177313.153 503046.681)))"
O10002_GBI_Groenstructuur.1528,Groenstructuur,Wijkstructuur,"MULTIPOLYGON (((177130.112 504382.19, 177129.609 504377.69, 177129.67 504377.406, 177130.26 504377.094, 177130.451 504376.771, 177130.179 504373.69, 177137.899 504372.97, 177138.626 504380.845, 177136.468 504381.412, 177134.598 504381.724, 177130.112 504382.19)))"
O10002_GBI_Groenstructuur.1529,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177644.885 504216.951, 177645.729 504216.988, 177646.566 504217.101, 177647.391 504217.287, 177648.195 504217.546, 177648.973 504217.875, 177649.719 504218.272, 177650.426 504218.734, 177651.09 504219.257, 177651.705 504219.837, 177652.265 504220.469, 177652.768 504221.148, 177653.207 504221.87, 177653.582 504222.627, 177653.887 504223.415, 177654.121 504224.227, 177654.284 504225.069, 177654.37 504225.923, 177654.379 504226.781, 177654.31 504227.636, 177654.165 504228.482, 177653.944 504229.311, 177653.649 504230.117, 177653.282 504230.893, 177652.847 504231.632, 177652.347 504232.329, 177651.786 504232.979, 177651.169 504233.575, 177650.501 504234.113, 177649.786 504234.588, 177649.032 504234.997, 177648.244 504235.337, 177647.428 504235.604, 177646.592 504235.796, 177645.742 504235.912, 177644.885 504235.95, 177644.056 504235.914, 177643.233 504235.806, 177642.422 504235.626, 177641.631 504235.376, 177640.864 504235.057, 177640.128 504234.674, 177639.428 504234.227, 177638.77 504233.721, 177638.159 504233.159, 177637.599 504232.546, 177637.094 504231.887, 177636.65 504231.186, 177636.268 504230.449, 177635.951 504229.682, 177635.703 504228.889, 177635.526 504228.079, 177635.419 504227.255, 177635.385 504226.426, 177635.423 504225.597, 177635.534 504224.777, 177635.715 504223.97, 177635.965 504223.181, 177636.283 504222.418, 177636.667 504221.685, 177637.113 504220.988, 177637.617 504220.332, 177638.177 504219.723, 177638.788 504219.165, 177639.445 504218.662, 177640.143 504218.219, 177640.877 504217.837, 177641.642 504217.521, 177642.431 504217.273, 177643.238 504217.094, 177644.058 504216.987, 177644.885 504216.951)))"
O10002_GBI_Groenstructuur.1530,Groenstructuur,Boomstructuur,"MULTIPOLYGON (((177449.654 505859.348, 177450.429 505859.11, 177451.22 505858.938, 177452.024 505858.835, 177452.833 505858.8, 177453.683 505858.838, 177454.527 505858.952, 177455.357 505859.142, 177456.166 505859.404, 177456.949 505859.738, 177457.699 505860.141, 177458.409 505860.609, 177459.075 505861.139, 177459.691 505861.726, 177460.252 505862.366, 177460.753 505863.054, 177461.191 505863.784, 177461.562 505864.55, 177461.862 505865.346, 177462.09 505866.166, 177462.244 505867.003, 177462.322 505867.851, 177462.325 505868.702, 177462.251 505869.55, 177462.101 505870.387, 177461.877 505871.209, 177461.58 505872.006, 177461.214 505872.774, 177460.78 505873.506, 177460.282 505874.197, 177459.724 505874.839, 177459.111 505875.43, 177458.448 505875.963, 177457.734 505876.439, 177456.98 505876.847, 177456.192 505877.187, 177455.376 505877.453, 177454.54 505877.645, 177453.69 505877.761, 177452.833 505877.8, 177451.976 505877.761, 177451.126 505877.645, 177450.29 505877.453, 177449.475 505877.187, 177448.687 505876.847, 177447.933 505876.438, 177447.218 505875.963, 177446.55 505875.425, 177445.933 505874.83, 177445.372 505874.18, 177444.872 505873.483, 177444.437 505872.744, 177444.07 505871.968, 177443.775 505871.163, 177443.554 505870.334, 177443.408 505869.489, 177443.339 505868.633, 177443.348 505867.776, 177443.434 505866.922, 177443.596 505866.08, 177443.834 505865.256, 177444.146 505864.456, 177444.528 505863.688, 177444.978 505862.958, 177445.492 505862.271, 177446.066 505861.633, 177446.695 505861.05, 177447.374 505860.526, 177448.098 505860.065, 177448.86 505859.671, 177449.654 505859.348)))"
