FID,aanlegjaar,categorie,leeftijd_doelgroep,max_valhoogte,omschrijving,toesteltype,geometrie
O10002_Speelobjecten_OD.710,2014,speeltoestel,0-6 jaar,140 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((176276.099 496327.653))
O10002_Speelobjecten_OD.711,2014,speeltoestel,6-12 jaar,143 cm,speelvoorziening,Boomstam,MULTIPOINT ((176235.744 496297.275))
O10002_Speelobjecten_OD.712,2014,speeltoestel,6-12 jaar,208 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((175268.145 505842.218))
O10002_Speelobjecten_OD.713,2003,speeltoestel,0-6 jaar,0 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((176612.219 503131.613))
O10002_Speelobjecten_OD.714,2015,speeltoestel,6-12 jaar,148 cm,speelvoorziening,Schommel,MULTIPOINT ((177861.837 504256.978))
O10002_Speelobjecten_OD.715,2014,speeltoestel,6-12 jaar,190 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177829.923 504273.844))
O10002_Speelobjecten_OD.716,2014,speeltoestel,6-12 jaar,180 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176520.711 503093.851))
O10002_Speelobjecten_OD.717,2006,speeltoestel,6-12 jaar,110 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((176528.879 503108.72))
O10002_Speelobjecten_OD.718,2003,speeltoestel,0-6 jaar,0 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((176625.22 503169.358))
O10002_Speelobjecten_OD.719,2008,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Zwerfkeien,MULTIPOINT ((176125.266 495773.166))
O10002_Speelobjecten_OD.720,2008,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176119.679 495775.475))
O10002_Speelobjecten_OD.721,2008,speeltoestel,6-12 jaar,130 cm,speelvoorziening,Kabelbaan,MULTIPOINT ((176136.393 495783.272))
O10002_Speelobjecten_OD.722,2001,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175795.747 505275.108))
O10002_Speelobjecten_OD.723,2008,speeltoestel,0-6 jaar,10 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((172631.919 508569.815))
O10002_Speelobjecten_OD.724,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Wiptoestel,MULTIPOINT ((177647.554 503856.137))
O10002_Speelobjecten_OD.725,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Combinatietoestel,MULTIPOINT ((177651.218 503851.45))
O10002_Speelobjecten_OD.726,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((177647.793 503846.894))
O10002_Speelobjecten_OD.727,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((177652.898 503846.601))
O10002_Speelobjecten_OD.728,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Draaitoestel,MULTIPOINT ((177707.175 503471.243))
O10002_Speelobjecten_OD.729,2010,speeltoestel,0-6 jaar,80 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177703.932 503476.836))
O10002_Speelobjecten_OD.730,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelhuisje,MULTIPOINT ((177699.608 503470.703))
O10002_Speelobjecten_OD.731,2008,speeltoestel,0-6 jaar,0 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((177002.802 502737.196))
O10002_Speelobjecten_OD.732,2014,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177858.105 504247.824))
O10002_Speelobjecten_OD.733,1996,speeltoestel,6-12 jaar,110 cm,speelvoorziening,Kruiptunnel,MULTIPOINT ((176147.778 503298.459))
O10002_Speelobjecten_OD.734,2001,speeltoestel,6-12 jaar,135 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((177760.929 504286.719))
O10002_Speelobjecten_OD.735,1994,speeltoestel,6-12 jaar,120 cm,speelvoorziening,Glijbaan,MULTIPOINT ((176130.555 503302.492))
O10002_Speelobjecten_OD.736,2016,speeltoestel,0-6 jaar,45 cm,speelvoorziening,Speelprikkels,MULTIPOINT ((172121.629 508906.59))
O10002_Speelobjecten_OD.737,2013,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Schommel,MULTIPOINT ((172108.001 508920.342))
O10002_Speelobjecten_OD.738,2010,speeltoestel,0-6 jaar,48 cm,speelvoorziening,Veertoestel,MULTIPOINT ((175641.366 496281.034))
O10002_Speelobjecten_OD.739,2015,speeltoestel,6-12 jaar,48 cm,speelvoorziening,Veertoestel,MULTIPOINT ((175643.779 496276.58))
O10002_Speelobjecten_OD.740,2011,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Combinatietoestel,MULTIPOINT ((177772.401 502766.625))
O10002_Speelobjecten_OD.741,2002,speeltoestel,0-6 jaar,90 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((177800.419 502806.552))
O10002_Speelobjecten_OD.742,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Schommel,MULTIPOINT ((176402.908 504189.506))
O10002_Speelobjecten_OD.743,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Duikeltoestel,MULTIPOINT ((176402.407 504185.528))
O10002_Speelobjecten_OD.744,2010,speeltoestel,6-12 jaar,70 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((176612.185 504744.958))
O10002_Speelobjecten_OD.745,2010,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((176614.155 504756.87))
O10002_Speelobjecten_OD.746,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((176403.903 504180.649))
O10002_Speelobjecten_OD.747,2010,speeltoestel,6-12 jaar,60 cm,speelvoorziening,Klimelement,MULTIPOINT ((176622.128 504754.323))
O10002_Speelobjecten_OD.748,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((176405.078 504183.455))
O10002_Speelobjecten_OD.749,2009,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Schommel,MULTIPOINT ((176443.511 496658.601))
O10002_Speelobjecten_OD.750,2009,speeltoestel,0-6 jaar,50 cm,speelvoorziening,Veertoestel,MULTIPOINT ((176447.468 496661.138))
O10002_Speelobjecten_OD.751,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((175862.169 505354.913))
O10002_Speelobjecten_OD.752,2011,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((175271.138 504678.796))
O10002_Speelobjecten_OD.753,2006,speeltoestel,0-6 jaar,28 cm,speelvoorziening,Zandbak,MULTIPOINT ((178000.558 503802.759))
O10002_Speelobjecten_OD.754,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177958.19 504341.959))
O10002_Speelobjecten_OD.755,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((177997.213 504316.939))
O10002_Speelobjecten_OD.756,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((177974.388 504302.589))
O10002_Speelobjecten_OD.757,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177937.391 504329.633))
O10002_Speelobjecten_OD.758,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177933.234 504276.043))
O10002_Speelobjecten_OD.759,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((177959.479 504290.63))
O10002_Speelobjecten_OD.760,2017,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((177931.25 504264.089))
O10002_Speelobjecten_OD.761,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((177925.836 504261.365))
O10002_Speelobjecten_OD.762,2017,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((177994.227 504338.074))
O10002_Speelobjecten_OD.763,2016,speeltoestel,Niet ingevuld,52 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((176631.646 503188.979))
O10002_Speelobjecten_OD.764,2016,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Speelhuisje,MULTIPOINT ((176617.445 503159.918))
O10002_Speelobjecten_OD.765,2016,speeltoestel,Niet ingevuld,180 cm,speelvoorziening,Glijbaan,MULTIPOINT ((176636.141 503173.637))
O10002_Speelobjecten_OD.766,2016,speeltoestel,Niet ingevuld,54 cm,speelvoorziening,Speelelement,MULTIPOINT ((176622.798 503178.457))
O10002_Speelobjecten_OD.767,2016,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176624.377 503126.157))
O10002_Speelobjecten_OD.768,1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Schommel,MULTIPOINT ((177586.135 503034.846))
O10002_Speelobjecten_OD.769,1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((177582.848 503016.366))
O10002_Speelobjecten_OD.770,1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((177583.219 503021.45))
O10002_Speelobjecten_OD.771,1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177594.982 503030.232))
O10002_Speelobjecten_OD.772,-1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((177581.16 503018.925))
O10002_Speelobjecten_OD.773,-1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((177598.057 503027.243))
O10002_Speelobjecten_OD.774,Niet ingevuld,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Stappalen,MULTIPOINT ((177443.551 503568.083))
O10002_Speelobjecten_OD.775,2016,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((178015.555 503295.219))
O10002_Speelobjecten_OD.776,-1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Fitnesstoestel,MULTIPOINT ((177593.11 503017.254))
O10002_Speelobjecten_OD.777,1,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimtoestel,MULTIPOINT ((177588.592 503019.496))
O10002_Speelobjecten_OD.778,2010,speeltoestel,0-6 jaar,40 cm,speelvoorziening,Veertoestel,MULTIPOINT ((176770.982 504763.185))
O10002_Speelobjecten_OD.779,Niet ingevuld,speeltoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,,MULTIPOINT ((186224.587 506541.606))
O10002_Speelobjecten_OD.780,2014,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Pleinplakker,MULTIPOINT ((175545.408 495985.537))
O10002_Speelobjecten_OD.781,2016,speeltoestel,6-12 jaar,249 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176645.501 503091.341))
O10002_Speelobjecten_OD.782,2016,speeltoestel,6-12 jaar,100 cm,speelvoorziening,Draaitoestel,MULTIPOINT ((176602.46 503127.507))
O10002_Speelobjecten_OD.783,2016,speeltoestel,6-12 jaar,1200 cm,speelvoorziening,Duikeltoestel,MULTIPOINT ((176608.373 503128.982))
O10002_Speelobjecten_OD.784,2017,speeltoestel,6-12 jaar,148 cm,speelvoorziening,Glijbaan,MULTIPOINT ((176604.262 503132.446))
O10002_Speelobjecten_OD.785,2016,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Speelelement,MULTIPOINT ((176608.982 503140.759))
O10002_Speelobjecten_OD.786,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Combinatietoestel,MULTIPOINT ((176654.399 505161.101))
O10002_Speelobjecten_OD.787,2010,speeltoestel,0-6 jaar,160 cm,speelvoorziening,Speelhuisje,MULTIPOINT ((176651.1 505167.588))
O10002_Speelobjecten_OD.788,2010,speeltoestel,0-6 jaar,Niet ingevuld,speelvoorziening,Wiptoestel,MULTIPOINT ((176669.228 505165.921))
O10002_Speelobjecten_OD.789,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Draaitoestel,MULTIPOINT ((176666.327 505166.61))
O10002_Speelobjecten_OD.790,1996,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Schommel,MULTIPOINT ((176680.25 505162.225))
O10002_Speelobjecten_OD.791,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Klimelement,MULTIPOINT ((176676.733 505157.441))
O10002_Speelobjecten_OD.792,2010,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Bokspringpaal,MULTIPOINT ((176654.725 505173.495))
O10002_Speelobjecten_OD.793,2012,speeltoestel,6-12 jaar,145 cm,speelvoorziening,Schommel,MULTIPOINT ((175794.089 503365.828))
O10002_Speelobjecten_OD.794,1997,speeltoestel,6-12 jaar,68 cm,speelvoorziening,Loopton,MULTIPOINT ((178462.608 503864.77))
O10002_Speelobjecten_OD.795,2001,speeltoestel,0-6 jaar,45 cm,speelvoorziening,Veertoestel,MULTIPOINT ((178457.643 503858.57))
O10002_Speelobjecten_OD.796,1997,speeltoestel,0-6 jaar,85 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((178462.253 503859.248))
O10002_Speelobjecten_OD.797,2013,speeltoestel,6-12 jaar,150 cm,speelvoorziening,Schommel,MULTIPOINT ((178459.358 503853.943))
O10002_Speelobjecten_OD.798,1997,speeltoestel,0-6 jaar,148 cm,speelvoorziening,Klimtoestel,MULTIPOINT ((178458.615 503863.246))
O10002_Speelobjecten_OD.799,2003,speeltoestel,0-6 jaar,30 cm,speelvoorziening,Zandbak,MULTIPOINT ((176608.997 503139.35))
O10002_Speelobjecten_OD.800,2016,speeltoestel,Niet ingevuld,238 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((176684.88 503178.724))
O10002_Speelobjecten_OD.801,2015,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speeltoestel,MULTIPOINT ((177857.356 504263.743))
O10002_Speelobjecten_OD.802,2016,speeltoestel,0-6 jaar,30 cm,speelvoorziening,Evenwichtsbalk,MULTIPOINT ((175037.711 506033.991))
O10002_Speelobjecten_OD.803,2016,speeltoestel,Niet ingevuld,150 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175033.041 506034.925))
O10002_Speelobjecten_OD.804,2016,speeltoestel,Niet ingevuld,40 cm,speelvoorziening,Fantasiespeelstruc.,MULTIPOINT ((175035.122 506029.936))
O10002_Speelobjecten_OD.805,2010,speeltoestel,0-6 jaar,40 cm,speelvoorziening,Veertoestel,MULTIPOINT ((172228.361 508177.613))
O10002_Speelobjecten_OD.806,2012,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((175316.986 496541.594))
O10002_Speelobjecten_OD.807,2012,speeltoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Vogelnestschommel,MULTIPOINT ((175309.733 496534.464))
O10002_Speelobjecten_OD.808,2012,speeltoestel,6-12 jaar,70 cm,speelvoorziening,Trimparcours,MULTIPOINT ((175323.507 496552.684))
O10002_Speelobjecten_OD.809,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172137.085 509192.492))
O10002_Speelobjecten_OD.810,2014,speeltoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Skatetoestel,MULTIPOINT ((172140.317 509192.928))
O10002_Speelobjecten_OD.811,2011,speeltoestel,6-12 jaar,140 cm,speelvoorziening,Schommel,MULTIPOINT ((177623.438 502770.189))
O10002_Speelobjecten_OD.812,2015,speeltoestel,6-12 jaar,300 cm,speelvoorziening,Combinatietoestel,MULTIPOINT ((177631.356 502765.366))
O10002_Speelobjecten_OD.813,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176865.441 502968.407))
O10002_Speelobjecten_OD.814,2020,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((172025.16 509149.743))
O10002_Speelobjecten_OD.815,2020,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((172012.756 509167.636))
O10002_Speelobjecten_OD.816,2013,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176900.718 502954.092))
O10002_Speelobjecten_OD.817,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((175512.982 496016.551))
O10002_Speelobjecten_OD.818,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((175498.85 496003.79))
O10002_Speelobjecten_OD.819,2017,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175467.834 496440.828))
O10002_Speelobjecten_OD.820,2017,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175480.028 496426.405))
O10002_Speelobjecten_OD.821,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doelpalen,MULTIPOINT ((175862.075 495859.057))
O10002_Speelobjecten_OD.822,2021,sporttoestel,12-18 jaar,167 cm,speelvoorziening,Calisthenics,MULTIPOINT ((174968.647 505091.825))
O10002_Speelobjecten_OD.823,2020,speelelement,4-12 jaar,Niet ingevuld,speelvoorziening,Boomstam,MULTIPOINT ((172611.486 508571.326))
O10002_Speelobjecten_OD.824,2021,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177091.476 504304.313))
O10002_Speelobjecten_OD.825,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177059.721 504259.59))
O10002_Speelobjecten_OD.826,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177003.655 504369.494))
O10002_Speelobjecten_OD.827,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((177086.348 504261.3))
O10002_Speelobjecten_OD.828,2021,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177081.899 504326.339))
O10002_Speelobjecten_OD.829,2021,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,,MULTIPOINT ((177081.348 504313.537))
O10002_Speelobjecten_OD.830,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176985.942 504371.513))
O10002_Speelobjecten_OD.831,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178304.569 503691.307))
O10002_Speelobjecten_OD.832,2010,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((175309.479 506024.817))
O10002_Speelobjecten_OD.833,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177385.725 502575.087))
O10002_Speelobjecten_OD.834,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177378.823 502558.358))
O10002_Speelobjecten_OD.835,2021,sporttoestel,12-18 jaar,149 cm,speelvoorziening,Calisthenics,MULTIPOINT ((175507.295 505578.664))
O10002_Speelobjecten_OD.836,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177874.061 503649.519))
O10002_Speelobjecten_OD.837,2016,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177864.084 503678.093))
O10002_Speelobjecten_OD.838,2021,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((175437.469 505596.466))
O10002_Speelobjecten_OD.839,2021,sporttoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175276.937 505397.236))
O10002_Speelobjecten_OD.840,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178302.859 503664.505))
O10002_Speelobjecten_OD.841,2021,sporttoestel,3-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175300.71 505399.608))
O10002_Speelobjecten_OD.842,2022,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((175804.408 505221.558))
O10002_Speelobjecten_OD.843,2001,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((175773.985 505246.507))
O10002_Speelobjecten_OD.844,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((176317.402 503190.057))
O10002_Speelobjecten_OD.845,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177920.976 504354.409))
O10002_Speelobjecten_OD.846,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177910.764 504312.69))
O10002_Speelobjecten_OD.847,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176136.159 503280.1))
O10002_Speelobjecten_OD.848,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176147.691 503249.496))
O10002_Speelobjecten_OD.849,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((176463.735 503045.202))
O10002_Speelobjecten_OD.850,2022,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175780.294 505255.406))
O10002_Speelobjecten_OD.851,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((175910.348 505414.825))
O10002_Speelobjecten_OD.852,2010,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Multi sportveld,MULTIPOINT ((175329.48 506014.516))
O10002_Speelobjecten_OD.853,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176472.512 504873.945))
O10002_Speelobjecten_OD.854,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((176513.62 504835.62))
O10002_Speelobjecten_OD.855,2021,sporttoestel,3-99 jaar,133 cm,speelvoorziening,Calisthenics,MULTIPOINT ((174967.476 505048.038))
O10002_Speelobjecten_OD.856,2019,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175194.279 504840.075))
O10002_Speelobjecten_OD.857,2021,sporttoestel,12-18 jaar,107 cm,speelvoorziening,Calisthenics,MULTIPOINT ((174965.699 505081.769))
O10002_Speelobjecten_OD.858,2021,sporttoestel,12-18 jaar,40 cm,speelvoorziening,Calisthenics,MULTIPOINT ((174971.006 505041.944))
O10002_Speelobjecten_OD.859,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((171987.469 508792.099))
O10002_Speelobjecten_OD.860,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((171963.14 508830.016))
O10002_Speelobjecten_OD.861,2022,sporttoestel,4-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((175778.369 505233.066))
O10002_Speelobjecten_OD.862,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177851.502 503324.298))
O10002_Speelobjecten_OD.863,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177804.185 502703.986))
O10002_Speelobjecten_OD.864,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((177798.037 502696.736))
O10002_Speelobjecten_OD.865,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((177738.067 504275.456))
O10002_Speelobjecten_OD.866,2018,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176617.149 504740.168))
O10002_Speelobjecten_OD.867,2010,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Basketbalpaal,MULTIPOINT ((176636.394 504736.543))
O10002_Speelobjecten_OD.868,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((176594.914 503114.547))
O10002_Speelobjecten_OD.869,2016,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Speelprikkels,MULTIPOINT ((176658.907 503087.441))
O10002_Speelobjecten_OD.870,Niet ingevuld,sporttoestel,Niet ingevuld,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((176685.789 503162.128))
O10002_Speelobjecten_OD.871,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((172398.698 509123.506))
O10002_Speelobjecten_OD.872,2016,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((172396.001 509143.559))
O10002_Speelobjecten_OD.873,2016,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((172391.283 509150.963))
O10002_Speelobjecten_OD.874,2013,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Korfbalpaal,MULTIPOINT ((172396.657 509139.51))
O10002_Speelobjecten_OD.875,Niet ingevuld,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Tafeltennistafel,MULTIPOINT ((176676.192 503183.132))
O10002_Speelobjecten_OD.876,2015,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177966.974 503753.145))
O10002_Speelobjecten_OD.877,2015,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Doel,MULTIPOINT ((177942.334 503755.519))
O10002_Speelobjecten_OD.878,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177893.771 503322.424))
O10002_Speelobjecten_OD.879,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((177933.023 503330.625))
O10002_Speelobjecten_OD.880,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178267.065 503363.442))
O10002_Speelobjecten_OD.881,Niet ingevuld,sporttoestel,12-18 jaar,Niet ingevuld,speelvoorziening,Portaaldoel,MULTIPOINT ((178261.013 503329.372))
O10002_Speelobjecten_OD.882,2015,sporttoestel,6-12 jaar,Niet ingevuld,speelvoorziening,Minidoel,MULTIPOINT ((177598.176 502788.529))
