Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd doordebezoekers(in sec),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec)na het hier in te voeren,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
volksgezondheid/jeugdgezondheidszorg/index,374,468,41608,4,338,0.001,5.547,227,960,83116,61,114,367,221,112,111,27%,30%,0.532,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2F,
startpagina/gemeentezaken/index,373,479,13747,8,366,0.001,2.458,29,172,7812,5,18,361,29,17,37,17%,5%,0.414,http://www.utrecht.nl/startpagina/gemeentezaken/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fgemeentezaken%2F,
wmo-in-utrecht/welke-hulp-hebt-u-nodig/huishouden/index,371,476,41593,10,389,0.001,6.076,142,580,60487,55,106,361,137,103,112,39%,29%,0.67,http://www.utrecht.nl/wmo-in-utrecht/welke-hulp-hebt-u-nodig/huishouden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fwelke-hulp-hebt-u-nodig%2Fhuishouden%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Snoeiafval,370,463,70107,72,335,0.019,6.049,175,686,51696,96,189,361,169,182,189,55%,51%,0.554,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Snoeiafval,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DSnoeiafval,
Loket/prodcat/products/getProductDetailsAction.do?id=702,369,484,30465,24,398,0.015,6.784,122,678,41061,38,95,356,115,90,83,31%,26%,0.678,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=702,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D702,
volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/index,368,428,30522,7,267,0.001,14.431,235,705,54573,70,102,361,232,100,83,30%,28%,0.811,http://www.utrecht.nl/volksgezondheid/jeugdgezondheidszorg/het-consultatiebureau/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fjeugdgezondheidszorg%2Fhet-consultatiebureau%2F,
wijk-noordoost/index,368,478,27138,11,377,0.001,6.371,159,941,64638,43,74,350,153,70,74,27%,20%,0.725,http://www.utrecht.nl/wijk-noordoost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordoost%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Ondergrondse container, pas of sleutel aanvragen,367,512,45487,86,397,0.055,36.264,174,1239,93523,52,92,353,162,88,124,30%,25%,0.75,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Ondergrondse+container%2C+pas+of+sleutel+aanvragen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DOndergrondse+container%2C+pas+of+sleutel+aanvragen
welzijn/onderwijs/basisonderwijs/index,367,449,31558,6,328,0.001,3.869,229,631,49130,74,106,357,221,104,86,32%,29%,0.633,http://www.utrecht.nl/welzijn/onderwijs/basisonderwijs/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fbasisonderwijs%2F,
parken-en-groen/index,366,498,12221,2,355,0.001,6.031,13,61,3997,3,31,354,13,29,33,23%,8%,0.485,http://www.utrecht.nl/parken-en-groen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparken-en-groen%2F,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,365,442,49025,1,376,0.049,73.965,1,5,321,0,65,360,1,63,134,0%,18%,0.798,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Dbevestiging,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=overzicht,365,499,22296,1,393,0.05,264.661,,,,,9,359,,9,61,0%,2%,2.388,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Doverzicht,
sociale-stad-in-ontwikkeling/buurtteams/index,365,446,52105,23,354,0.001,2.705,167,476,39191,85,149,355,162,144,143,51%,41%,0.521,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/buurtteams/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Fbuurtteams%2F,
milieu/luchtkwaliteit/maatregelenpakket-utrecht-west/index,360,446,41209,13,347,0.001,13.069,240,971,97142,83,120,334,221,109,114,35%,33%,0.613,http://www.utrecht.nl/milieu/luchtkwaliteit/maatregelenpakket-utrecht-west/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmilieu%2Fluchtkwaliteit%2Fmaatregelenpakket-utrecht-west%2F,
sociale-stad-in-ontwikkeling/index,359,477,33293,9,398,0.001,3.91,166,883,72152,55,100,350,164,98,93,33%,28%,0.485,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2F,
economie-bedrijf/ondernemersloket/index,358,455,29901,10,371,0.001,3.86,40,358,26433,14,43,352,40,42,84,35%,12%,0.498,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2F,
Formulieren/flow/stateAction.do?flow=process_add_bezoekersvergunning&state=uwgegevens_personen,358,464,11522,1,347,0.02,8.821,1,1,0,1,20,355,1,19,32,100%,6%,0.986,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bezoekersvergunning&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bezoekersvergunning%26state%3Duwgegevens_personen,
wijk-zuid/nieuws/index,358,490,39940,6,358,0.001,9.151,206,840,78763,84,136,339,197,130,112,41%,38%,0.669,http://www.utrecht.nl/wijk-zuid/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2Fnieuws%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/index,357,732,27205,1,475,0.001,4.14,68,841,35232,12,43,342,65,41,76,18%,12%,0.378,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2F,
wijk-overvecht/index,357,489,29848,8,406,0.001,13.323,177,757,57442,56,104,338,172,103,84,32%,29%,0.695,http://www.utrecht.nl/wijk-overvecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-overvecht%2F,
college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/index,355,488,45492,8,379,0.001,16.429,114,438,35668,53,117,342,105,110,128,46%,33%,0.773,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/jeroen-kreijkamp/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fjeroen-kreijkamp%2F,
college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/index,353,511,21963,7,405,0.001,13.984,124,462,27511,60,120,339,119,112,62,48%,34%,0.532,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fvictor-everhardt%2F,
parkeren/contact/stel-een-parkeervraag/index,353,410,19136,3,316,0.001,41.899,24,168,9413,6,34,346,20,32,54,25%,10%,0.789,http://www.utrecht.nl/parkeren/contact/stel-een-parkeervraag/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fcontact%2Fstel-een-parkeervraag%2F,
wonen-in-veemarkt/woningaanbod/huurwoningen/index,353,459,33912,9,271,0.001,4.466,50,204,17529,18,68,341,47,67,96,36%,19%,0.762,http://www.utrecht.nl/wonen-in-veemarkt/woningaanbod/huurwoningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen-in-veemarkt%2Fwoningaanbod%2Fhuurwoningen%2F,
"Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning, ongeboren kind,350,425,43991,22,275,0.001,35.318,214,931,71659,75,115,344,208,113,126,35%,33%,0.86,""https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning,+ongeboren+kind"",pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DErkenning%2C+ongeboren+kind",,,,,,,,,,,,,,,,,,,,,,
sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/index,350,429,48211,10,285,0.001,40.56,117,481,54517,62,142,330,103,128,138,53%,41%,0.98,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fzwemles%2Finformatie-zwemles%2F,
wijk-west/index,349,499,37984,5,402,0.001,3.857,176,929,81372,49,87,315,154,82,109,28%,25%,0.661,http://www.utrecht.nl/wijk-west/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-west%2F,
begraafplaatsen/index,344,586,30033,5,442,0.001,3.657,245,1275,95072,59,119,328,235,114,87,24%,35%,0.492,http://www.utrecht.nl/begraafplaatsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2F,
wijk-oost/index,344,489,32782,16,381,0.001,5.814,146,920,64445,27,62,322,138,60,95,18%,18%,0.625,http://www.utrecht.nl/wijk-oost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-oost%2F,
utrechts-onderzoek-en-cijfers/utrecht-monitor/index,343,462,24708,8,388,0.001,7.429,121,696,71114,26,59,335,117,59,72,21%,17%,0.63,http://www.utrecht.nl/utrechts-onderzoek-en-cijfers/utrecht-monitor/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechts-onderzoek-en-cijfers%2Futrecht-monitor%2F,
utrechtse-energie/stadsgesprek-energie/factsheets-energie/index,342,1110,46187,3,827,0.001,13.985,93,775,75397,19,68,317,81,64,135,20%,20%,0.27,http://www.utrecht.nl/utrechtse-energie/stadsgesprek-energie/factsheets-energie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechtse-energie%2Fstadsgesprek-energie%2Ffactsheets-energie%2F,
nieuws/artikel/utrechtse-lucht-beter-maar-nog-niet-overal-gezond/index,341,461,26145,6,260,0.001,26.043,279,615,25802,134,188,335,276,186,77,48%,55%,0.873,http://www.utrecht.nl/nieuws/artikel/utrechtse-lucht-beter-maar-nog-niet-overal-gezond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Futrechtse-lucht-beter-maar-nog-niet-overal-gezond%2F,
economie-bedrijf/ondernemersloket/horecaloket/index,340,487,28759,22,364,0.001,10.521,141,1139,87645,21,54,326,134,52,85,15%,16%,0.634,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/horecaloket/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fhorecaloket%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Melding&processName=Aanvraag met DigiD,340,386,23364,2,273,0.002,7.755,50,589,38034,11,25,339,49,25,69,22%,7%,0.36,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Melding&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DMelding%26processName%3DAanvraag+met+DigiD,
sport-in-utrecht/zwembaden/zwemles-volwassenen/index,339,473,39589,5,312,0.001,23.479,128,531,42206,61,160,330,123,154,117,48%,47%,0.758,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwemles-volwassenen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwemles-volwassenen%2F,
startpagina/openbare-orde-en-veiligheid/index,339,438,10881,6,338,0.001,5.378,12,46,2729,5,20,332,12,19,32,42%,6%,0.514,http://www.utrecht.nl/startpagina/openbare-orde-en-veiligheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fopenbare-orde-en-veiligheid%2F,
Loket/prodcat/topics/getTopicsAction.do?id=137,337,391,4741,1,324,0.002,6.458,1,6,1604,0,5,336,1,5,14,0%,1%,0.562,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=137,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D137,
Loket/prodcat/products/getProductDetailsAction.do?id=441,336,490,61165,40,324,0.002,22,37,123,8998,23,114,329,35,110,182,62%,34%,0.851,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=441,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D441,
nieuws/artikel/college-stelt-stedenbouwkundig-plan-leidsche-rijn-centrum-oost-vast/index,336,381,37316,3,265,0.002,23.36,222,758,60854,105,135,330,217,132,111,47%,40%,0.765,http://www.utrecht.nl/nieuws/artikel/college-stelt-stedenbouwkundig-plan-leidsche-rijn-centrum-oost-vast/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fcollege-stelt-stedenbouwkundig-plan-leidsche-rijn-centrum-oost-vast%2F,
volksgezondheid/seksuele-gezondheid-en-soa/testen-op-soa/index,336,416,48275,6,276,0.001,45.481,267,581,53499,167,243,329,261,238,144,63%,72%,1.032,http://www.utrecht.nl/volksgezondheid/seksuele-gezondheid-en-soa/testen-op-soa/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fseksuele-gezondheid-en-soa%2Ftesten-op-soa%2F,
wonen/tijdelijke-verhuur/index,336,427,44032,14,332,0.001,21.426,173,536,44682,93,166,329,166,160,131,54%,49%,0.762,http://www.utrecht.nl/wonen/tijdelijke-verhuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Ftijdelijke-verhuur%2F,
begraafplaatsen/daelwijck/index,335,444,45520,5,302,0.001,22.016,235,957,83847,112,169,326,228,165,136,48%,50%,0.789,http://www.utrecht.nl/begraafplaatsen/daelwijck/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Fdaelwijck%2F,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/recreatief-zwemmen/index,335,413,27212,2,247,0.001,4.752,27,105,8982,9,45,326,26,44,81,33%,13%,0.847,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/recreatief-zwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fvrij-zwemmen%2Frecreatief-zwemmen%2F,
bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,334,507,20620,1,429,0.001,4.905,15,52,1432,3,34,330,15,34,62,20%,10%,1.557,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2F%3Ftx_powermail_pi1%5Baction%5D%3Dconfirmation%26tx_powermail_pi1%5Bcontroller%5D%3DForms%26cHash%3Dc67a8368962f715d97e59c030580a188,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,334,426,17770,1,322,0.002,18.031,1,1,0,1,25,322,1,25,53,100%,7%,0.451,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3DbedrijfOfLease,
utrecht-fietst/index,334,434,19146,1,309,0.001,14.375,158,835,71480,24,64,322,150,61,57,15%,19%,0.696,http://www.utrecht.nl/utrecht-fietst/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2F,
naar-utrecht/index,333,432,21350,4,309,0.001,6.515,27,97,4159,9,59,328,27,58,64,33%,18%,0.47,http://www.utrecht.nl/naar-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnaar-utrecht%2F,
gemeenteraad/raadscommissies/stad-en-ruimte/index,332,427,18685,9,320,0.001,4.657,90,419,30156,29,52,317,86,51,56,32%,16%,0.587,http://www.utrecht.nl/gemeenteraad/raadscommissies/stad-en-ruimte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadscommissies%2Fstad-en-ruimte%2F,
leidsche-rijn/informatiecentrum/index,331,420,36454,3,277,0.001,48.761,183,766,54426,69,108,319,177,102,110,38%,33%,0.975,http://www.utrecht.nl/leidsche-rijn/informatiecentrum/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Finformatiecentrum%2F,
parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/index,331,407,26028,13,301,0.001,3.547,49,402,32867,10,46,330,49,46,79,20%,14%,0.65,http://www.utrecht.nl/parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bedrijf%2Ftijdelijke-parkeervergunning%2F,
economie-bedrijf/ondernemersloket/bedrijfshuisvesting/leegstaande-kantoren/index,327,393,24429,7,322,0.001,39.988,196,517,43705,96,148,318,189,143,75,49%,45%,0.823,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/bedrijfshuisvesting/leegstaande-kantoren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fbedrijfshuisvesting%2Fleegstaande-kantoren%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Gft-afval,325,418,35878,38,312,0.002,9.321,138,530,33244,42,95,317,132,90,110,30%,29%,0.702,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Gft-afval,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DGft-afval,
werk-en-inkomen/beleid-werk-en-inkomen/index,325,424,22993,74,359,0.001,16.942,131,926,66433,27,70,313,129,69,71,21%,22%,0.669,http://www.utrecht.nl/werk-en-inkomen/beleid-werk-en-inkomen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fbeleid-werk-en-inkomen%2F,
wonen-in-veemarkt/woningaanbod/zelfbouw/index,324,419,19296,1,264,0.001,3.488,40,246,13363,15,41,318,38,39,60,38%,13%,0.679,http://www.utrecht.nl/wonen-in-veemarkt/woningaanbod/zelfbouw/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen-in-veemarkt%2Fwoningaanbod%2Fzelfbouw%2F,
cookies/index,323,513,41779,14,301,0.001,8.782,41,101,7857,24,86,316,37,80,129,59%,27%,0.776,http://www.utrecht.nl/cookies/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcookies%2F,
wijk-noordwest/index,323,439,30633,6,342,0.001,33.242,124,881,71409,44,75,305,116,73,95,35%,23%,0.807,http://www.utrecht.nl/wijk-noordwest/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordwest%2F,
wijk-zuid/index,323,448,33432,8,354,0.001,4.516,154,1001,89186,41,85,305,149,81,104,27%,26%,0.682,http://www.utrecht.nl/wijk-zuid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2F,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=178,322,372,29030,17,283,0.076,8.749,18,68,8369,9,88,319,18,86,90,50%,27%,0.575,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=178,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D178,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=1544,320,351,28104,10,289,0.098,31.745,161,348,26455,123,177,315,158,175,88,76%,55%,0.692,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=1544,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D1544,
college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/index,319,421,33692,11,333,0.001,5.048,101,524,30423,43,111,317,99,111,106,43%,35%,0.587,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/paulus-jansen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fpaulus-jansen%2F,
parkeren/invoering-betaald-parkeren/projecten/rijnsweerd-zuid-acteursbuurt/internetpeiling/index,318,381,17999,2,270,0.001,7.142,34,158,13851,12,35,309,32,34,57,35%,11%,0.558,http://www.utrecht.nl/parkeren/invoering-betaald-parkeren/projecten/rijnsweerd-zuid-acteursbuurt/internetpeiling/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Finvoering-betaald-parkeren%2Fprojecten%2Frijnsweerd-zuid-acteursbuurt%2Finternetpeiling%2F,
verkeer-en-vervoer/milieuzone/personen-en-bestelautos/index,317,416,39813,3,305,0.001,131.893,100,533,73566,50,126,310,98,123,126,50%,40%,1.044,http://www.utrecht.nl/verkeer-en-vervoer/milieuzone/personen-en-bestelautos/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fverkeer-en-vervoer%2Fmilieuzone%2Fpersonen-en-bestelautos%2F,
gemeenteraad/raadsvergadering/vergaderdata-2015/index,314,462,35615,3,371,0.001,4.251,54,181,13170,31,146,301,51,139,113,57%,46%,0.55,http://www.utrecht.nl/gemeenteraad/raadsvergadering/vergaderdata-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsvergadering%2Fvergaderdata-2015%2F,
wijken-en-participatie/index,314,412,23830,8,291,0.001,5.58,54,423,29813,23,65,312,53,65,76,43%,21%,0.625,http://www.utrecht.nl/wijken-en-participatie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijken-en-participatie%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Bijzondere bijstand,313,398,29606,95,314,0.004,4.091,21,121,9198,13,49,305,18,45,95,62%,16%,0.344,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Bijzondere+bijstand,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DBijzondere+bijstand,
wonen/legaal-wonen/index,313,440,40171,11,339,0.001,7.558,111,555,40564,47,107,298,106,101,128,42%,34%,0.682,http://www.utrecht.nl/wonen/legaal-wonen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Flegaal-wonen%2F,
wijk-en-warenmarkten/index,312,386,31289,14,294,0.001,191.365,224,720,62545,81,130,291,205,117,100,36%,42%,1.587,http://www.utrecht.nl/wijk-en-warenmarkten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-en-warenmarkten%2F,
stadskantoor/culturele-activiteiten-en-exposities/fietsactiviteiten-26-maart/index,311,363,43484,4,265,0.001,7.131,122,245,27759,93,192,302,117,186,140,76%,62%,0.62,http://www.utrecht.nl/stadskantoor/culturele-activiteiten-en-exposities/fietsactiviteiten-26-maart/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadskantoor%2Fculturele-activiteiten-en-exposities%2Ffietsactiviteiten-26-maart%2F,
Loket/prodcat/process/ - Andere,310,362,25927,,253,0.001,18.69,209,1506,106555,15,26,302,202,26,84,7%,8%,0.531,,,
Loket/prodcat/events/getEventsAction.do,309,376,5798,82,314,0.003,5.028,3,19,750,1,11,307,3,11,19,33%,4%,0.334,https://pki.utrecht.nl/Loket/prodcat/events/getEventsAction.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fevents%2FgetEventsAction.do,
sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/index,307,378,49648,4,249,0.001,5.398,223,514,45596,139,201,299,215,195,162,62%,65%,0.765,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2Fsporthal-de-dreef%2F,
volksgezondheid/werken-in-de-prostitutie/index,307,370,32513,,263,0.001,8.437,225,554,44856,141,210,301,219,206,106,63%,68%,0.826,http://www.utrecht.nl/volksgezondheid/werken-in-de-prostitutie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fwerken-in-de-prostitutie%2F,
sport-in-utrecht/zwembaden/zwembad-de-krommerijn/nieuws/index,305,342,17383,,238,0.001,3.968,15,46,3078,9,44,299,15,43,57,60%,14%,0.726,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-krommerijn/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-krommerijn%2Fnieuws%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,304,387,18289,2,361,0.003,180.253,1,9,129,0,10,301,1,10,60,0%,3%,3.388,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Doverzicht,
