FID,CLUS_ID,ACNR,HOID,K_PRE_HO,K_NA_HO,LEGENDA,GEOMETRIE
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac5,C0268004745,4745,166,7,6,HO PE,"POLYGON ((187488.68442044 427672.594041192, 187491.449867969 427672.448491322, 187495.379714458 427701.121815705, 187496.835213158 427701.849565055, 187504.258256526 427700.685166095, 187504.112706656 427698.501918046, 187508.042553145 427698.065268436, 187507.169253925 427690.787774938, 187526.96403624 427688.167877279, 187527.10958611 427690.787774938, 187527.69178559 427692.388823507, 187529.00173442 427693.989872077, 187530.893882729 427695.299820907, 187532.349381429 427695.882020387, 187533.077130778 427696.027570257, 187554.036312053 427693.262122727, 187554.472961663 427696.464219866, 187526.52738663 427700.102966616, 187527.69178559 427707.962659594, 187527.25513598 427707.962659594, 187530.166133379 427727.320792299, 187528.85618455 427727.466342169, 187529.292834159 427731.541738528, 187513.718998073 427733.724986577, 187512.991248724 427728.776290998, 187497.451890709 427730.88273321, 187488.68442044 427672.594041192))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac4,C0268003735,3735,164,7,7,HO PU,"POLYGON ((185109.137738438 429466.478362799, 185146.016533475 429423.453101922, 185170.295073542 429436.053356893, 185189.041794352 429443.121792609, 185205.329928827 429447.424318696, 185226.535235973 429450.804874908, 185240.364784112 429452.956137952, 185263.106707719 429453.570784536, 185279.087518901 429452.956137952, 185303.673382259 429449.268258448, 185314.737020771 429451.419521492, 185338.093590961 429464.327099755, 185324.878689406 429488.298316529, 185319.961516734 429494.137459077, 185293.531713624 429507.04503734, 185281.546105237 429504.279127712, 185201.027402739 429542.694539209, 185154.006939067 429541.772569333, 185109.137738438 429466.478362799))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac3,C0268003062,3062,162,8,8,HO PU,"POLYGON ((185699.188775627 429479.943688942, 185699.530685541 429442.931940764, 185751.928379844 429443.359328157, 185751.080473061 429479.961890827, 185748.043154262 429479.887714146, 185744.162974251 429483.517559962, 185699.188775627 429479.943688942))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac2,C0268002660,2660,161,8,8,HO PU,"POLYGON ((187546.615817828 428477.156711043, 187524.969584781 428451.056520579, 187528.26551327 428444.464663602, 187551.871487581 428472.791832775, 187546.615817828 428477.156711043))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ac1,C0268001418,1418,157,6,6,HO PE,"POLYGON ((185232.179318484 428578.031880081, 185311.158769047 428721.057691814, 185239.148093534 428759.220031372, 185162.491567988 428617.189758931, 185232.179318484 428578.031880081))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7abf,C0268001267,1267,156,8,8,HO PU,"POLYGON ((184566.837831062 427949.824119859, 184526.880376247 427916.841057157, 184548.384751929 427890.687086733, 184588.342206744 427923.234249928, 184566.837831062 427949.824119859))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7abe,C0268001113,1113,155,5,6,HO PE,"POLYGON ((184058.556421822 428922.083234434, 184083.867231608 428890.32533159, 184153.591349131 428948.110387893, 184128.516470516 428979.219110761, 184058.556421822 428922.083234434))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7abd,C0268001066,1066,154,8,7,HO PU,"POLYGON ((186777.199081671 427560.56222966, 186766.323954072 427579.433774612, 186789.673492741 427674.43121276, 186770.162234401 427687.545337218, 186691.157630958 427578.154347836, 186720.584446815 427527.936846862, 186777.199081671 427560.56222966))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7abc,C0268001065,1065,153,6,7,HO PU,"POLYGON ((186789.695882067 427674.586737216, 186766.392849938 427579.518614988, 186777.322590671 427560.752456371, 186825.578427116 427588.798583535, 186837.333053943 427663.038331913, 186830.733965198 427664.069439529, 186789.695882067 427674.586737216))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7abb,C0268001059,1059,152,8,8,HO PU,"POLYGON ((185476.829152799 427468.816119204, 185491.066425717 427445.303047264, 185525.437682595 427479.969044371, 185553.289325751 427498.380774861, 185547.126076986 427507.664655912, 185476.829152799 427468.816119204))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aba,C0268003442,3442,93,4,7,HO PU,"POLYGON ((185900.778643965 429432.668193027, 185896.56228904 429305.506624409, 185949.841156803 429301.186716212, 185952.329620762 429343.749409579, 186031.023034128 429338.353289806, 186037.759812929 429422.937290314, 185900.778643965 429432.668193027))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab9,C0268005507,5507,410,7,7,HO PU,"POLYGON ((187154.709282238 428306.07528677, 187154.684966941 428306.079794042, 187147.957683739 428280.149148536, 187192.939983997 428252.918709151, 187195.585178944 428257.456159001, 187201.516534064 428299.546135689, 187154.709282238 428306.07528677))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab8,C0268005480,5480,409,7,7,HO PU,"POLYGON ((187105.132390267 425428.986170273, 187102.699000405 425422.60350834, 187132.829405835 425413.627517516, 187134.129983914 425420.087055305, 187105.132390267 425428.986170273))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab7,C0268005479,5479,408,7,7,HO PU,"MULTIPOLYGON (((187125.657809575 425496.222865598, 187121.171496878 425486.51421816, 187125.257067741 425484.71656698, 187151.01758219 425475.906241528, 187154.198297778 425489.403893574, 187134.661454879 425492.564339076, 187135.011781782 425494.483986149, 187125.657809575 425496.222865598)), ((187125.602263667 425496.23319144, 187125.657809575 425496.222865598, 187125.66258109 425496.23319144, 187125.602263667 425496.23319144)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab6,C0268005369,5369,407,7,4,HO PV,"POLYGON ((187487.030265095 427916.611267938, 187487.027548181 427916.613984852, 187486.322301084 427910.590858616, 187500.786905583 427912.09108285, 187500.199351051 427917.991109607, 187487.030265095 427916.611267938))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab3,C0268005283,5283,406,8,7,HO PU,"POLYGON ((188615.328353909 428832.015827536, 188601.891445323 428813.242962472, 188604.607932258 428811.399632053, 188606.839332239 428814.69822333, 188611.253623508 428811.690684224, 188623.041236455 428825.273118896, 188615.328353909 428832.015827536))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab2,C0268005168,5168,405,7,8,HO PU,"POLYGON ((188990.127953338 427670.362428054, 188982.65508339 427630.279856628, 188987.90458714 427628.87539377, 188995.191362428 427669.382413391, 188990.127953338 427670.362428054))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab1,C0268005047,5047,404,7,7,HO PU,"POLYGON ((188032.512362435 427900.353825931, 188040.44611241 427890.436638462, 188068.675119575 427914.28495903, 188061.34614413 427924.166134044, 188032.512362435 427900.353825931))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7ab0,C0268005043,5043,403,7,7,HO PU,"POLYGON ((188067.797124937 427951.065277932, 188067.797124937 427951.006856359, 188057.07676633 427943.003100887, 188059.523444729 427939.790455017, 188070.351272909 427947.679876293, 188067.797124937 427951.065277932))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aaf,C0268005011,5011,402,7,7,HO PU,"POLYGON ((187492.316329083 427993.911069093, 187495.256489271 427987.598372219, 187519.901441733 427998.954417297, 187516.986883959 428005.218001086, 187492.316329083 427993.911069093))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aae,C0268004809,4809,400,7,7,HO PU,"MULTIPOLYGON (((187165.110557432 424918.088176726, 187165.153105217 424918.082241193, 187165.119107374 424918.150236879, 187165.110557432 424918.088176726)), ((187144.04529732 424910.707137301, 187163.716227922 424907.967370884, 187165.110557432 424918.088176726, 187140.538666643 424921.516023369, 187139.181843623 424910.58243336, 187144.04529732 424910.707137301)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aac,C0268004804,4804,399,7,7,HO PU,"POLYGON ((187155.93411448 425304.502165782, 187217.524766033 425296.331517227, 187218.795092705 425305.447979225, 187158.787229762 425313.672893476, 187155.93411448 425304.502165782))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aaa,C0268004634,4634,398,8,8,HO PU,"POLYGON ((187204.794840632 425204.239188978, 187172.48234694 425204.638032369, 187172.864623165 425217.271930801, 187131.668484052 425219.052433346, 187130.019484422 425204.890826069, 187159.831881342 425204.565007523, 187158.202788615 425174.58970133, 187200.396290267 425172.79769933, 187204.794840632 425204.239188978))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa9,C0268004465,4465,397,7,7,HO PU,"POLYGON ((185764.752719464 428146.29109245, 185742.673032997 428139.659796876, 185736.928042946 428138.625698667, 185727.965858468 428137.246901055, 185723.369866427 428136.902201652, 185713.258683939 428135.753203642, 185702.228303042 428134.834005234, 185703.951800057 428117.828834684, 185732.332050906 428069.685818062, 185734.630046926 428065.894124629, 185775.189676682 428102.891860553, 185772.033762148 428128.08848574, 185764.752719464 428146.29109245))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa8,C0268004385,4385,396,7,8,HO PU,"POLYGON ((186697.024481469 427863.303127207, 186717.939062595 427838.840432403, 186782.653202086 427991.144301933, 186762.847543274 428017.844228836, 186697.024481469 427863.303127207))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa7,C0268004333,4333,395,7,7,HO PU,"POLYGON ((188075.147411304 428706.771855315, 188082.224443978 428666.694608468, 188093.04722446 428668.493791925, 188085.97715755 428708.692023089, 188075.147411304 428706.771855315))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa6,C0268004136,4136,394,7,7,HO PU,"POLYGON ((187733.270536703 428030.01947975, 187733.270536703 428030.008558602, 187723.147137438 428017.344060444, 187740.164972829 428003.668096051, 187750.499066224 428016.572859445, 187733.270536703 428030.01947975))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa5,C0268003953,3953,393,7,5,HO PE,"POLYGON ((188673.512939263 428756.406834818, 188679.477693371 428754.23995149, 188683.392063254 428760.344504522, 188677.776806457 428763.443380679, 188673.512939263 428756.406834818))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa4,C0268003952,3952,392,7,5,HO PE,"POLYGON ((188657.793714402 428762.165456751, 188668.62342657 428758.170890788, 188673.061833196 428764.872884793, 188663.424116886 428770.969222775, 188657.793714402 428762.165456751))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa3,C0268003921,3921,391,7,7,HO PU,"POLYGON ((187548.115686126 429124.906849553, 187542.758173265 429096.295451085, 187548.799623938 429095.155554732, 187554.898069428 429123.7669532, 187548.115686126 429124.906849553))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa2,C0268003716,3716,389,7,8,HO PU,"POLYGON ((187940.817280181 428709.192054874, 187940.817280181 428709.240263624, 187934.803516327 428692.362159661, 187962.78085756 428682.260941492, 187968.814234068 428698.932113424, 187940.817280181 428709.192054874))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7aa0,C0268003708,3708,388,7,7,HO PU,"POLYGON ((186389.075440332 428142.739991291, 186389.098428059 428142.739991291, 186425.152112305 428190.595609896, 186418.064379732 428193.844153992, 186401.825447038 428171.849951644, 186401.176164979 428172.014951068, 186393.477283978 428162.144590811, 186383.489422651 428148.303021245, 186389.075440332 428142.739991291))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a9e,C0268003680,3680,387,7,7,HO PU,"POLYGON ((187408.299102186 429096.417359302, 187408.276385673 429096.417359302, 187406.776442603 429089.543305967, 187428.463868786 429084.973348246, 187428.083140037 429083.16488669, 187435.412168447 429081.641971696, 187437.125447815 429089.875230883, 187408.299102186 429096.417359302))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a9c,C0268003679,3679,386,7,7,HO PU,"POLYGON ((187405.327613897 429082.668325552, 187402.469127696 429069.114186083, 187424.245643258 429064.424364207, 187427.197279404 429077.837910691, 187405.327613897 429082.668325552))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a9b,C0268003678,3678,385,7,7,HO PU,"POLYGON ((187402.472705724 429069.128373695, 187400.911238248 429062.076585092, 187424.235383686 429057.128798478, 187426.477710609 429063.891945809, 187402.472705724 429069.128373695))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a99,C0268003594,3594,384,7,7,HO PU,"MULTIPOLYGON (((187259.683406549 427100.384407746, 187259.68470839 427100.393892586, 187259.441543128 427100.393892586, 187259.683406549 427100.384407746)), ((187320.232858618 427131.275880855, 187295.186836636 427135.166525046, 187289.759721745 427098.641672316, 187284.244399848 427099.421231538, 187259.683406549 427100.384407746, 187254.578237889 427063.189607506, 187315.35167358 427054.818285767, 187334.816729426 427190.18467003, 187329.01094915 427190.895581901, 187320.232858618 427131.275880855)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a97,C0268003533,3533,383,8,8,HO PU,"POLYGON ((185949.741459118 427904.51989276, 185943.111066213 427897.515956592, 185960.854371171 427881.453596313, 185966.644291737 427887.710445957, 185949.741459118 427904.51989276))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a96,C0268003422,3422,382,8,8,HO PU,"POLYGON ((183519.208962123 424848.489647639, 183535.445146688 424836.607019965, 183538.292155155 424840.461273305, 183522.02882171 424852.316599935, 183519.208962123 424848.489647639))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a95,C0268003389,3389,381,8,8,HO PU,"MULTIPOLYGON (((188074.952856052 428777.247420394, 188058.504355707 428733.579480296, 188081.167256944 428725.069329628, 188097.559791534 428769.586410827, 188087.059788439 428773.044495679, 188074.952856052 428777.247420394)), ((188074.925054323 428777.257071771, 188074.952856052 428777.247420394, 188074.956491458 428777.257071771, 188074.925054323 428777.257071771)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a94,C0268005587,5587,223,8,8,HO PU,"MULTIPOLYGON (((187257.041282088 429045.57787564, 187256.920846795 429045.614412189, 187256.920846795 429045.198883461, 187257.041282088 429045.57787564)), ((187354.154569351 429219.720949586, 187316.341455024 429232.186811452, 187257.041282088 429045.57787564, 187293.902903665 429034.39513651, 187354.154569351 429219.720949586)))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a92,C0268003744,3744,188,8,8,HO PU,"POLYGON ((184690.009560048 428714.663331829, 184690.009560048 428714.904201993, 184658.696438781 428659.74493453, 184632.824352227 428618.889229048, 184642.799007983 428586.761274961, 184665.681673525 428574.958636944, 184692.234947741 428580.407366045, 184751.983103457 428615.176066829, 184757.384066686 428620.914590259, 184780.663315452 428664.722230519, 184690.009560048 428714.663331829))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a91,C0268005908,5908,169,8,8,HO PU,"POLYGON ((186475.912459473 429491.463949892, 186443.433844055 429450.580325372, 186469.063933538 429433.770307168, 186499.778534701 429472.474855254, 186475.912459473 429491.463949892))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a90,C0268002113,2113,160,5,7,HO PU,"POLYGON ((185112.634191566 428878.757382707, 185190.857855973 428835.321146451, 185226.990654274 428899.706717892, 185146.460641039 428941.989779734, 185112.634191566 428878.757382707))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a8f,C0268005278,5278,120,8,7,HO PU,"POLYGON ((189957.40534372 427536.813234803, 189926.545272294 427476.116093973, 189969.010982559 427475.322342379, 189992.498129906 427518.81227194, 189957.40534372 427536.813234803))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a8e,C0268005857,5857,419,7,7,HO PU,"POLYGON ((185565.39247894 424850.153220469, 185565.39247894 424850.141118596, 185551.84024466 424840.32423231, 185543.797703346 424833.651901738, 185550.231736397 424825.490211663, 185555.057261186 424829.183823229, 185558.929595893 424831.626372814, 185562.68278184 424834.72424058, 185571.733860713 424841.948150159, 185565.39247894 424850.153220469))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a8c,C0268005415,5415,76,5,8,HO PU,"POLYGON ((187477.669706167 427743.041230662, 187477.71760416 427742.993332669, 187487.440896738 427741.987474816, 187490.911186831 427738.508027753, 187490.075286353 427730.923038434, 187510.81511732 427728.863424735, 187511.677281194 427736.335511642, 187490.922658199 427738.599798698, 187487.457157905 427742.04809194, 187488.11146864 427747.01676408, 187478.244482083 427748.118417919, 187477.669706167 427743.041230662))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a8b,C0268003197,3197,323197,8,8,HO PU,"POLYGON ((187584.012894693 428921.143023429, 187579.208441455 428904.852924167, 187583.036990129 428904.102228349, 187587.991582532 428919.866840538, 187584.012894693 428921.143023429))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a8a,C0268003206,3206,323206,8,0,HO onverdacht,"POLYGON ((187488.29917783 428943.588828404, 187473.510470205 428946.891890005, 187464.652259546 428921.218093011, 187469.531782367 428919.716701374, 187470.507686931 428922.494275903, 187476.288044734 428920.617536356, 187475.912696825 428915.587874372, 187480.567010899 428914.386761063, 187481.092497972 428915.662943954, 187479.966454245 428916.038291863, 187488.29917783 428943.588828404))"
MIL_BOD_VERDACHT.fid-36cc8544_1861f8fe6be_-7a89,C0268003983,3983,323983,8,0,HO onverdacht,"POLYGON ((187541.636115737 428700.701196317, 187556.837706062 428720.031613644, 187544.075877147 428728.946126489, 187531.501722187 428712.430818481, 187541.636115737 428700.701196317))"
