Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd doordebezoekers (in sec),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec)nahethierintevoeren,Bounces,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Vertrekken,Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
werken-en-leren-bij-utrecht/traineeprogramma/basisprofiel-en-arbeidsvoorwaarden/index,329,420,27626,8,364,0.001,8.839,7,26,1098,3,328,7,85,85,84,43%,26%,0.676,http://www.utrecht.nl/werken-en-leren-bij-utrecht/traineeprogramma/basisprofiel-en-arbeidsvoorwaarden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerken-en-leren-bij-utrecht%2Ftraineeprogramma%2Fbasisprofiel-en-arbeidsvoorwaarden%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=793,328,535,30430,27,444,0.002,28.077,172,1283,94394,32,319,165,87,85,93,19%,27%,0.744,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=793,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D793,
sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/index,328,382,22920,4,216,0.001,3.458,33,110,11661,11,323,31,38,36,70,33%,12%,0.662,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/recreatief-zwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fvrij-zwemmen%2Frecreatief-zwemmen%2F,
Loket/persondetails/displayIdentificationsAction.do,323,360,7459,1,329,0.006,2.011,4,29,2454,1,321,3,16,16,23,25%,5%,0.422,https://pki.utrecht.nl/Loket/persondetails/displayIdentificationsAction.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fpersondetails%2FdisplayIdentificationsAction.do,
volksgezondheid/over-volksgezondheid/vacatures/index,321,407,14637,55,310,0.001,3.074,155,528,20963,35,317,154,81,80,46,23%,25%,0.535,http://www.utrecht.nl/volksgezondheid/over-volksgezondheid/vacatures/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fover-volksgezondheid%2Fvacatures%2F,
wijk-west/nieuws/index,320,404,31292,2,268,0.001,6.129,181,498,53489,81,304,172,121,115,98,45%,38%,0.764,http://www.utrecht.nl/wijk-west/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-west%2Fnieuws%2F,
"Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning, ongeboren kind,317,382,39249,7,259,0.017,54.651,158,683,58511,62,309,151,97,95,124,39%,31%,1.044,""https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Erkenning,+ongeboren+kind"",pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DErkenning%2C+ongeboren+kind",,,,,,,,,,,,,,,,,,,,,,
werk-en-inkomen/participatiewet/index,316,403,29577,7,327,0.001,2.414,81,311,18444,29,310,80,82,82,94,36%,26%,0.546,http://www.utrecht.nl/werk-en-inkomen/participatiewet/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fparticipatiewet%2F,
makelpunt-utrecht/index,315,416,39315,10,343,0.001,9.039,157,924,99022,36,305,148,76,71,125,23%,24%,0.618,http://www.utrecht.nl/makelpunt-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmakelpunt-utrecht%2F,
sport-in-utrecht/sportaccommodaties/sporthallen/index,315,512,35376,10,375,0.001,2.864,108,466,35297,31,307,106,79,76,112,29%,25%,0.536,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2F,
webmail-inlog-veranderd/index,314,393,25477,5,338,0.002,8.518,218,758,70356,80,270,175,124,109,81,37%,39%,0.522,http://www.utrecht.nl/webmail-inlog-veranderd/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwebmail-inlog-veranderd%2F,
wmo-in-utrecht/welke-hulp-hebt-u-nodig/index,314,405,16721,8,317,0.001,16.509,12,114,5180,2,309,12,22,22,53,17%,7%,0.603,http://www.utrecht.nl/wmo-in-utrecht/welke-hulp-hebt-u-nodig/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fwelke-hulp-hebt-u-nodig%2F,
utrecht-fietst/index,313,401,23341,1,307,0.001,36.89,138,735,57310,22,304,133,59,56,75,16%,19%,0.836,http://www.utrecht.nl/utrecht-fietst/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2F,
afval/het-nieuwe-inzamelen/veelgestelde-vragen/index,312,379,53574,36,242,0.001,13.908,42,81,6399,33,303,41,106,101,172,79%,34%,0.646,http://www.utrecht.nl/afval/het-nieuwe-inzamelen/veelgestelde-vragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fafval%2Fhet-nieuwe-inzamelen%2Fveelgestelde-vragen%2F,
utrechtse-energie/stadsgesprek-energie/index,312,442,46280,9,296,0.001,6.158,217,583,54559,122,300,207,189,181,148,56%,61%,0.581,http://www.utrecht.nl/utrechtse-energie/stadsgesprek-energie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechtse-energie%2Fstadsgesprek-energie%2F,
bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/dakterras-en-balkon/index,309,371,52658,22,249,0.001,8.083,208,453,43739,132,298,201,170,163,170,63%,55%,0.752,http://www.utrecht.nl/bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/dakterras-en-balkon/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fsoorten-verbouwingen%2Fbuitenshuis-verbouwen%2Fdakterras-en-balkon%2F,
Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,309,508,13104,1,468,0.048,8.124,1,3,195,0,302,1,7,7,42,0%,2%,0.629,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_afspraakweni%26state%3Duwgegevens_personen,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/index,309,424,19496,2,308,0.001,8.775,89,736,60793,13,286,80,51,42,63,15%,17%,0.638,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoflaan%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=616,309,384,35832,19,333,0.001,224.989,146,1322,106126,43,293,137,74,72,116,29%,24%,2.116,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=616,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D616,
utrecht-fietst/fiets-weg/opruimacties-weesfietsen/index,309,384,31113,7,286,0.001,20.505,76,205,11514,50,300,73,110,106,101,66%,36%,1.025,http://www.utrecht.nl/utrecht-fietst/fiets-weg/opruimacties-weesfietsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2Ffiets-weg%2Fopruimacties-weesfietsen%2F,
Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=formulier,308,513,108956,1,469,0.009,23.954,2,11,497,1,301,2,97,96,354,50%,31%,0.596,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_afspraakweni&state=formulier,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_afspraakweni%26state%3Dformulier,
leidsche-rijn/leidsche-rijn-centrum/infrastructuur/index,308,455,21117,9,291,0.001,8.338,78,285,14344,36,304,77,64,64,69,46%,21%,0.615,http://www.utrecht.nl/leidsche-rijn/leidsche-rijn-centrum/infrastructuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fleidsche-rijn-centrum%2Finfrastructuur%2F,
nieuws/artikel/merel-van-hall-nieuwe-raadsgriffier-utrecht/index,307,373,37487,4,169,0.001,40.991,233,467,52303,172,292,222,237,227,122,74%,77%,1.133,http://www.utrecht.nl/nieuws/artikel/merel-van-hall-nieuwe-raadsgriffier-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fmerel-van-hall-nieuwe-raadsgriffier-utrecht%2F,
sport-in-utrecht/index,306,376,19310,7,295,0.001,3.415,60,251,12908,23,298,59,66,65,63,38%,22%,0.523,http://www.utrecht.nl/sport-in-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2F,
begraafplaatsen/tolsteeg/index,305,438,43948,10,289,0.001,14.638,175,585,51593,73,289,163,145,140,144,42%,48%,0.622,http://www.utrecht.nl/begraafplaatsen/tolsteeg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Ftolsteeg%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=779,305,488,46599,6,321,0.025,48.099,140,788,71799,45,300,140,105,105,153,32%,34%,1.327,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=779,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D779,
sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/index,305,356,32091,6,228,0.001,6.907,33,109,11862,11,298,30,44,42,105,33%,14%,0.819,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fvrij-zwemmen%2Fgezinszwemmen%2F,
welzijn/welzijnsaccommodaties/speeltuinen/index,304,358,25597,21,199,0.002,6.193,176,648,82166,43,289,164,70,68,84,24%,23%,0.884,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/speeltuinen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Fspeeltuinen%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=a_bestaandeKlant,303,428,4328,,380,0.002,3.856,,,,,295,,1,1,14,0%,0%,0.297,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=a_bestaandeKlant,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Da_bestaandeKlant,
nieuws/artikel/vervalsing-paspoorten-ontdekt-bij-gemeente-utrecht/index,302,347,36861,2,240,0.001,12.118,237,526,58225,186,291,228,227,219,122,78%,75%,1.197,http://www.utrecht.nl/nieuws/artikel/vervalsing-paspoorten-ontdekt-bij-gemeente-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fvervalsing-paspoorten-ontdekt-bij-gemeente-utrecht%2F,
sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/index,302,358,39647,4,217,0.002,10.169,103,291,27178,52,289,95,110,101,131,50%,36%,0.922,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fzwemles%2Finformatie-zwemles%2F,
wonen/studentenhuisvesting/index,302,360,21365,4,293,0.001,10.069,85,249,16036,36,296,81,59,58,71,42%,20%,0.767,http://www.utrecht.nl/wonen/studentenhuisvesting/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Fstudentenhuisvesting%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=578,298,345,43591,6,239,0.005,9.01,130,616,61104,59,289,123,89,85,146,45%,30%,0.963,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=578,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D578,
english/about-utrecht/index,296,362,17549,3,314,0.001,7.852,19,50,2847,9,293,19,80,79,59,47%,27%,0.885,http://www.utrecht.nl/english/about-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fabout-utrecht%2F,
Loket/prodcat/topics/getTopicsAction.do?id=165,296,421,13186,3,353,0.007,5.199,3,14,1433,0,294,3,14,14,45,0%,5%,0.557,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=165,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D165,
begraafplaatsen/daelwijck/index,294,396,48905,4,257,0.001,17.346,198,624,60756,91,283,189,151,145,166,46%,51%,0.618,http://www.utrecht.nl/begraafplaatsen/daelwijck/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2Fdaelwijck%2F,
bouwen-en-verbouwen/tarieven/index,292,376,14233,23,286,0.001,2.935,114,480,42269,19,286,111,46,45,49,17%,16%,0.559,http://www.utrecht.nl/bouwen-en-verbouwen/tarieven/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Ftarieven%2F,
sport-in-utrecht/zwembaden/zwemles-volwassenen/index,291,410,51747,9,275,0.001,9.791,120,514,43737,56,270,106,133,119,178,47%,46%,0.715,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwemles-volwassenen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwemles-volwassenen%2F,
wijk-noordwest/index,291,369,31083,4,282,0.001,6.244,74,1031,108443,27,282,73,58,57,107,36%,20%,0.774,http://www.utrecht.nl/wijk-noordwest/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordwest%2F,
havens/index,290,433,42947,16,270,0.001,13.327,123,698,70283,38,287,122,102,101,148,31%,35%,0.76,http://www.utrecht.nl/havens/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fhavens%2F,
gemeenteraad/raadscommissies/stad-en-ruimte/index,289,389,15983,10,306,0.001,2.52,64,238,18674,20,258,60,39,38,55,31%,13%,0.525,http://www.utrecht.nl/gemeenteraad/raadscommissies/stad-en-ruimte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadscommissies%2Fstad-en-ruimte%2F,
sport-in-utrecht/sportaccommodaties/tarieven-indoor-sportlocaties/index,288,354,30503,8,274,0.001,9.29,12,62,4725,7,278,12,98,96,106,58%,34%,0.774,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/tarieven-indoor-sportlocaties/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Ftarieven-indoor-sportlocaties%2F,
sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/banenzwemmen/index,288,349,22996,1,216,0.001,10.895,67,252,19478,13,278,62,35,32,80,19%,12%,0.895,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/vrij-zwemmen/banenzwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fvrij-zwemmen%2Fbanenzwemmen%2F,
utrecht-elektrisch/index,288,393,39153,6,249,0.001,7.565,158,744,68929,50,285,155,94,94,136,32%,33%,0.583,http://www.utrecht.nl/utrecht-elektrisch/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-elektrisch%2F,
stadsparken-en-landgoederen/griftpark/plattegrond/index,287,369,34062,7,249,0.002,3.565,30,82,4303,16,278,28,91,85,119,53%,32%,0.614,http://www.utrecht.nl/stadsparken-en-landgoederen/griftpark/plattegrond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadsparken-en-landgoederen%2Fgriftpark%2Fplattegrond%2F,
auto/autoprojecten/monicabrug/paardenveldkop-amsterdamsestraatweg/index,286,370,31505,7,236,0.001,3.204,39,155,10572,20,278,38,69,66,110,51%,24%,0.655,http://www.utrecht.nl/auto/autoprojecten/monicabrug/paardenveldkop-amsterdamsestraatweg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fauto%2Fautoprojecten%2Fmonicabrug%2Fpaardenveldkop-amsterdamsestraatweg%2F,
leidsche-rijn/plattegrond/index,286,339,14684,3,227,0.001,96.054,25,86,5450,8,282,25,35,35,51,32%,12%,1.067,http://www.utrecht.nl/leidsche-rijn/plattegrond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fplattegrond%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,285,428,20542,,382,0.003,8.695,,,,,278,,1,1,72,0%,0%,0.276,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Di_PersoonlijkeOmstandigheden,
stadsparken-en-landgoederen/maximapark/index,285,364,32179,4,250,0.001,8.697,129,464,39151,66,280,127,114,110,113,51%,40%,0.74,http://www.utrecht.nl/stadsparken-en-landgoederen/maximapark/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadsparken-en-landgoederen%2Fmaximapark%2F,
wijk-west/index,285,407,24362,3,320,0.001,7.185,111,525,37711,29,271,108,66,63,85,26%,23%,0.575,http://www.utrecht.nl/wijk-west/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-west%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=bijlagen,284,489,61765,,422,0.004,4.615,2,46,2810,0,276,2,19,18,217,0%,7%,0.366,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Dbijlagen,
afval/bedrijfsafval/index,283,423,35496,15,339,0.001,3.099,63,298,19277,17,275,60,71,70,125,27%,25%,0.516,http://www.utrecht.nl/afval/bedrijfsafval/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fafval%2Fbedrijfsafval%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,283,489,19678,,439,0.004,5.112,1,8,2319,0,276,1,2,2,70,0%,1%,0.345,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Dj_Uitbetaling,
wijk-noordoost/index,282,378,25313,17,282,0.001,25.17,100,532,35194,34,269,95,67,64,90,34%,24%,0.789,http://www.utrecht.nl/wijk-noordoost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordoost%2F,
college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/index,281,407,23314,3,308,0.001,4.316,83,310,20155,39,280,83,72,72,83,47%,26%,0.486,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/victor-everhardt/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fvictor-everhardt%2F,
parkeren/parkeren-bezoeker/parkeergarages/parkeergarage-kop-van-lombok/index,281,386,23284,,280,0.001,171.184,69,310,33774,13,274,64,67,63,83,19%,24%,1.213,http://www.utrecht.nl/parkeren/parkeren-bezoeker/parkeergarages/parkeergarage-kop-van-lombok/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bezoeker%2Fparkeergarages%2Fparkeergarage-kop-van-lombok%2F,
parkeren/parkeren-fietser/index,281,347,24093,6,226,0.001,4.286,125,329,29611,66,277,123,120,118,86,53%,43%,0.689,http://www.utrecht.nl/parkeren/parkeren-fietser/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-fietser%2F,
nederlands-leren-en-inburgeren/index,279,340,31847,11,254,0.002,63.857,192,488,50450,78,275,188,112,109,114,41%,40%,0.854,http://www.utrecht.nl/nederlands-leren-en-inburgeren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnederlands-leren-en-inburgeren%2F,
parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/index,279,355,21979,16,270,0.001,3.617,55,474,35025,11,275,55,36,36,79,20%,13%,0.615,http://www.utrecht.nl/parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bedrijf%2Ftijdelijke-parkeervergunning%2F,
college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/index,277,375,48218,2,307,0.001,18.362,101,285,28484,53,260,93,140,134,174,52%,51%,1.305,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fburgemeester%2Ffotodagboek%2F,
wijk-overvecht/index,277,383,30548,5,282,0.001,5.763,117,624,50593,41,268,115,74,71,110,35%,27%,0.596,http://www.utrecht.nl/wijk-overvecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-overvecht%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=663,276,400,51001,19,326,0.001,40.968,137,943,103535,65,257,123,141,130,185,47%,51%,1.567,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=663,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D663,
Loket/prodcat/products/getProductDetailsAction.do?id=761,276,344,43490,2,259,0.031,29.437,160,624,62290,69,267,153,113,109,158,43%,41%,1.199,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=761,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D761,
sport-in-utrecht/sportaccommodaties/index,274,375,35943,13,262,0.001,5.734,114,531,40582,34,272,113,72,72,131,30%,26%,0.738,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/index,271,358,28935,1,217,0.001,10.096,40,129,10091,28,253,39,57,54,107,70%,21%,0.754,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fkavelprijzen-oppervlakte%2F,
nieuws/artikel/waarschuwingsbrieven-voor-overtreders-milieuzone/index,271,310,13913,5,238,0.001,7.139,7,41,4653,3,269,7,50,49,51,43%,18%,0.738,http://www.utrecht.nl/nieuws/artikel/waarschuwingsbrieven-voor-overtreders-milieuzone/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fwaarschuwingsbrieven-voor-overtreders-milieuzone%2F,
Loket/prodcat/topics/getTopicsAction.do?id=211,270,356,4652,1,307,0.013,8.138,1,12,255,0,265,1,4,4,17,0%,1%,0.599,https://pki.utrecht.nl/Loket//prodcat/topics/getTopicsAction.do?id=211,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2F%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D211,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,269,342,43371,,286,0.004,6.987,,,,,268,,28,28,161,0%,10%,0.456,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Dbevestiging,
bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,268,391,15227,1,312,0.001,4.635,13,55,1463,0,266,13,24,24,57,0%,9%,1.479,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2F%3Ftx_powermail_pi1%5Baction%5D%3Dconfirmation%26tx_powermail_pi1%5Bcontroller%5D%3DForms%26cHash%3Dc67a8368962f715d97e59c030580a188,
leidsche-rijn/woningaanbod/wonen-in/hoge-weide/index,267,376,43397,6,257,0.001,6.301,148,635,65832,50,260,144,79,78,163,34%,30%,0.681,http://www.utrecht.nl/leidsche-rijn/woningaanbod/wonen-in/hoge-weide/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fwoningaanbod%2Fwonen-in%2Fhoge-weide%2F,
sport-in-utrecht/zwembaden/zwembad-de-krommerijn/programma-tarieven/voorwaarden-zomer-en-gezinsabonnementen/index,267,314,34229,3,199,0.001,5.893,10,43,10154,8,264,10,75,74,128,80%,28%,0.785,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-krommerijn/programma-tarieven/voorwaarden-zomer-en-gezinsabonnementen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-krommerijn%2Fprogramma-tarieven%2Fvoorwaarden-zomer-en-gezinsabonnementen%2F,
begraafplaatsen/index,266,441,23866,10,277,0.001,4.361,139,680,42688,32,259,134,71,66,90,23%,27%,0.488,http://www.utrecht.nl/begraafplaatsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbegraafplaatsen%2F,
