FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.60,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((178316.048 504572.711, 178313.868 504573.235, 178312.423 504566.455, 178314.415 504565.977, 178316.048 504572.711)))"
O10002_Beplantingskaart_OD.61,Heesters/botanische rozen,1977,cultuurlijk,"MULTIPOLYGON (((178309.053 503507.606, 178318.421 503505.779, 178321.495 503542.134, 178316.816 503542.466, 178316.006 503532.805, 178309.053 503507.606)))"
O10002_Beplantingskaart_OD.62,Heesters/botanische rozen,1998,cultuurlijk,"MULTIPOLYGON (((178284.618 503763.082, 178284.115 503758.82, 178284.101 503758.539, 178283.982 503758.327, 178283.786 503758.185, 178283.474 503758.147, 178272.817 503759.276, 178272.43 503759.415, 178272.23 503759.553, 178272.143 503759.791, 178272.557 503763.815, 178272.442 503764.102, 178272.349 503764.194, 178272.061 503764.306, 178265.864 503764.98, 178265.474 503764.431, 178264.863 503758.256, 178264.803 503758.002, 178264.866 503757.766, 178265.023 503757.593, 178265.124 503757.538, 178265.26 503757.504, 178265.785 503757.427, 178286.203 503755.454, 178286.966 503762.485, 178286.743 503762.936, 178284.906 503763.106, 178284.618 503763.082)))"
O10002_Beplantingskaart_OD.63,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175878.853 504809.984, 175885.193 504806.723, 175891.815 504838.496, 175885.064 504837.95, 175878.853 504809.984)))"
O10002_Beplantingskaart_OD.64,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((175672.538 503393.832, 175679.889 503393.63, 175679.896 503393.792, 175679.946 503394.886, 175677.953 503396.685, 175677.948 503396.936, 175673.741 503397.037, 175672.538 503393.832)))"
O10002_Beplantingskaart_OD.65,Vaste planten,2021,cultuurlijk,"MULTIPOLYGON (((176822.069 503053.47, 176822.319 503053.92, 176824.049 503058.1, 176818.868 503060.28, 176818.545 503060.405, 176818.369 503060.462, 176817.987 503060.561, 176817.548 503060.636, 176817.094 503060.67, 176816.636 503060.661, 176816.239 503060.618, 176815.654 503060.494, 176815.172 503060.332, 176814.782 503060.157, 176814.373 503059.927, 176814.03 503059.69, 176813.706 503059.423, 176813.435 503059.158, 176813.105 503058.772, 176812.967 503058.582, 176812.75 503058.241, 176812.571 503057.899, 176812.439 503057.595, 176812.34 503057.318, 176814.119 503056.53, 176814.229 503056.7, 176822.069 503053.47)))"
O10002_Beplantingskaart_OD.66,Heesters/botanische rozen,1989,cultuurlijk,"MULTIPOLYGON (((178127.269 502581.28, 178138.429 502581.89, 178134.429 502593.08, 178126.529 502582.06, 178127.269 502581.28)))"
O10002_Beplantingskaart_OD.67,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176025.877 503087.992, 176026.809 503090.19, 175999.809 503103.37, 175988.139 503109.78, 175987.677 503110.036, 175987.262 503110.227, 175986.564 503110.471, 175985.787 503110.641, 175984.767 503110.715, 175983.714 503110.618, 175983.107 503110.479, 175982.42 503110.243, 175981.903 503110.004, 175981.283 503109.636, 175980.54 503109.052, 175979.814 503108.264, 175979.45 503107.743, 175979.17 503107.249, 176025.877 503087.992)))"
O10002_Beplantingskaart_OD.68,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176089.22 504893.46, 176095.287 504892.175, 176097.286 504902.54, 176091.575 504903.91, 176089.22 504893.46)))"
O10002_Beplantingskaart_OD.69,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175876.599 504810.484, 175882.75 504838.374, 175876.306 504842.088, 175870.255 504811.619, 175876.599 504810.484)))"
O10002_Beplantingskaart_OD.70,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((173280.765 509174.203, 173280.268 509173.416, 173269.645 509156.606, 173274.26 509153.704, 173285.306 509171.348, 173280.765 509174.203)))"
O10002_Beplantingskaart_OD.71,Bodembedekkende heesters,2015,cultuurlijk,"MULTIPOLYGON (((173258.499 508983.627, 173259.98 508985.961, 173259.372 508988.846, 173249.184 508995.299, 173245.514 508997.61, 173242.644 508996.871, 173241.233 508994.482, 173258.499 508983.627)))"
O10002_Beplantingskaart_OD.72,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178353.885 504207.002, 178353.033 504203.135, 178500.207 504171.75, 178586.275 504153.517, 178587.671 504153.115, 178589.217 504152.67, 178591.795 504151.658, 178597.352 504148.612, 178601.099 504147.79, 178602.697 504155.952, 178591.252 504156.774, 178584.428 504157.854, 178353.885 504207.002)))"
O10002_Beplantingskaart_OD.73,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172120.161 509225.462, 172129.439 509219.402, 172130.652 509221.273, 172121.323 509227.299, 172120.161 509225.462)))"
O10002_Beplantingskaart_OD.74,Heesters/botanische rozen,2016,cultuurlijk,"MULTIPOLYGON (((171745.83 509231.56, 171747.827 509232.845, 171761.015 509212.352, 171764.963 509214.668, 171743.065 509248.781, 171737.262 509245.083, 171745.83 509231.56)))"
O10002_Beplantingskaart_OD.75,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177522.791 504471.115, 177519.262 504468.229, 177502.515 504482.65, 177497.133 504476.4, 177498.774 504473.982, 177500.783 504472.085, 177502.862 504470.79, 177505.068 504469.927, 177506.415 504469.613, 177508.918 504467.793, 177510.548 504466.397, 177512.499 504464.456, 177514.437 504462.159, 177515.591 504461.478, 177517.351 504460.931, 177518.774 504460.843, 177520.086 504461.026, 177520.801 504461.239, 177532.894 504470.378, 177529.831 504473.746, 177524.437 504469.331, 177522.791 504471.115)))"
O10002_Beplantingskaart_OD.76,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((172610.164 508616.263, 172610.083 508617.042, 172620.709 508632.673, 172620.917 508632.858, 172621.083 508632.892, 172621.325 508632.923, 172621.627 508632.788, 172623.844 508631.19, 172624.044 508631.096, 172624.359 508630.986, 172624.677 508630.99, 172625.075 508631.169, 172626.53 508633.68, 172619.219 508638.584, 172605.975 508619.137, 172610.164 508616.263)))"
O10002_Beplantingskaart_OD.77,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((172085.966 508378.965, 172091.875 508387.625, 172092.195 508387.452, 172092.726 508388.189, 172090.18 508389.899, 172083.73 508380.467, 172085.966 508378.965)))"
O10002_Beplantingskaart_OD.78,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176139.42 502900.2, 176140.01 502902.06, 176128.76 502914.64, 176128.121 502914.196, 176129.44 502904.35, 176131.86 502902.96, 176139.42 502900.2)))"
O10002_Beplantingskaart_OD.79,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176406.379 503978.673, 176407.089 503978.89, 176406.171 503981.927, 176405.712 503983.333, 176404.982 503983.104, 176405.425 503981.693, 176406.379 503978.673)))"
O10002_Beplantingskaart_OD.80,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((177326.299 503231.799, 177339.837 503230.38, 177340.033 503230.515, 177340.176 503230.635, 177340.288 503230.745, 177340.483 503230.977, 177340.592 503231.141, 177340.806 503231.612, 177340.875 503231.885, 177340.915 503232.3, 177340.902 503232.551, 177340.812 503232.982, 177340.698 503233.274, 177340.557 503233.529, 177340.361 503233.79, 177340.108 503234.039, 177326.599 503235.309, 177326.227 503234.999, 177325.966 503234.674, 177325.729 503234.206, 177325.608 503233.695, 177325.609 503233.168, 177325.669 503232.856, 177325.823 503232.444, 177326.065 503232.057, 177326.299 503231.799)))"
O10002_Beplantingskaart_OD.81,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((178344.385 503584.902, 178351.08 503580.282, 178371.721 503585.474, 178370.769 503589.522, 178369.113 503588.976, 178367.254 503588.534, 178362.479 503587.672, 178357.919 503586.848, 178349.646 503585.572, 178346.497 503585.117, 178344.385 503584.902)))"
O10002_Beplantingskaart_OD.82,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((178210.22 503322.077, 178210.736 503320.724, 178211.387 503319.559, 178212.249 503318.429, 178213.446 503317.291, 178214.9 503316.329, 178217.648 503315.349, 178221.978 503314.303, 178222.668 503314.913, 178223.258 503318.936, 178210.22 503322.077)))"
O10002_Beplantingskaart_OD.83,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((178314.092 503653.815, 178311.599 503654.148, 178309.234 503647.711, 178314.741 503645.736, 178314.092 503653.815)))"
O10002_Beplantingskaart_OD.84,Heesters/botanische rozen,2001,cultuurlijk,"MULTIPOLYGON (((177983.249 505320.91, 177987.969 505323.53, 177988.43 505324.957, 177976.679 505328.554, 177973.28 505330.476, 177972.089 505328.38, 177971.059 505328.91, 177969.799 505326.69, 177973.54 505325.011, 177976.094 505323.896, 177977.987 505323.086, 177979.364 505322.505, 177980.625 505321.98, 177982.329 505321.28, 177983.249 505320.91)))"
O10002_Beplantingskaart_OD.85,Bodembedekkende heesters,1996,cultuurlijk,"MULTIPOLYGON (((176085.554 495673.456, 176086.823 495675.252, 176088.145 495676.849, 176089.192 495677.961, 176090.188 495678.914, 176091.184 495679.778, 176092.479 495680.788, 176093.787 495681.692, 176094.84 495682.343, 176096.222 495683.105, 176095.945 495685.429, 176094.677 495684.951, 176093.569 495684.471, 176092.348 495683.87, 176091.073 495683.157, 176089.963 495682.457, 176088.477 495681.394, 176087.493 495680.599, 176086.402 495679.622, 176084.983 495678.173, 176083.866 495676.858, 176082.768 495675.375, 176081.785 495673.835, 176085.554 495673.456)))"
O10002_Beplantingskaart_OD.86,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178426.849 504479.7, 178425.439 504473.27, 178427.179 504472.92, 178428.589 504479.35, 178426.849 504479.7)))"
O10002_Beplantingskaart_OD.87,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((176318.08 504862.376, 176321.959 504861.565, 176321.394 504858.859, 176321.367 504858.739, 176326.412 504857.69, 176328.984 504860.476, 176329.099 504860.591, 176322.948 504867.481, 176318.08 504862.376)))"
O10002_Beplantingskaart_OD.110,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172115.013 509319.697, 172117.136 509318.342, 172119.438 509316.844, 172120.624 509318.676, 172116.205 509321.538, 172115.013 509319.697)))"
O10002_Beplantingskaart_OD.88,Bodembedekkende heesters,2010,cultuurlijk,"MULTIPOLYGON (((177424.029 503026.73, 177423.409 503024.17, 177417.029 502998.15, 177416.469 502995.89, 177420.638 502994.237, 177423.022 503000, 177423.97 503002.291, 177424.496 503003.804, 177425.098 503005.013, 177425.747 503006.022, 177426.518 503006.983, 177427.369 503007.841, 177428.127 503008.473, 177429.209 503009.21, 177424.299 503021.02, 177426.4 503026.193, 177424.029 503026.73)))"
O10002_Beplantingskaart_OD.89,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((175763.258 503637.784, 175769.53 503639.693, 175768.503 503642.733, 175709.946 503624.772, 175706.527 503623.642, 175703.574 503622.587, 175699.676 503621.075, 175696.684 503619.822, 175694.29 503618.759, 175684.32 503614.088, 175685.48 503610.976, 175687.038 503611.849, 175688.003 503612.357, 175689.896 503613.345, 175693.798 503615.248, 175695.263 503615.917, 175698.501 503617.314, 175703.001 503619.07, 175705.454 503619.94, 175709.154 503621.14, 175729.516 503627.428, 175752.027 503634.204, 175753.936 503634.82, 175761.097 503637.129, 175761.844 503638.527, 175763.258 503637.784)))"
O10002_Beplantingskaart_OD.90,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178320.144 503854.433, 178320.113 503852.92, 178321.538 503852.864, 178321.544 503854.415, 178320.144 503854.433)))"
O10002_Beplantingskaart_OD.91,Heesters/botanische rozen,2015,cultuurlijk,"MULTIPOLYGON (((171932.476 508882.376, 171936.257 508884.788, 171930.841 508893.38, 171927.056 508890.962, 171932.476 508882.376)))"
O10002_Beplantingskaart_OD.92,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((171924.019 509226.95, 171923.469 509227.75, 171922.948 509228.507, 171923.389 509228.81, 171920.069 509234.11, 171916.507 509232.174, 171921.158 509225.06, 171924.019 509226.95)))"
O10002_Beplantingskaart_OD.93,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176045.924 496697.964, 176046.157 496699.253, 176039.181 496696.207, 176039.953 496695.363, 176045.924 496697.964)))"
O10002_Beplantingskaart_OD.94,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((178319.081 504585.219, 178316.554 504585.826, 178314.747 504577.353, 178317.04 504576.803, 178319.081 504585.219)))"
O10002_Beplantingskaart_OD.95,Heesters/botanische rozen,2010,cultuurlijk,"MULTIPOLYGON (((178235.346 504618.059, 178238.02 504617.497, 178238.131 504617.489, 178238.312 504617.488, 178238.443 504617.498, 178238.699 504617.542, 178238.916 504617.607, 178239.089 504617.677, 178239.272 504617.774, 178239.452 504617.895, 178239.601 504618.018, 178239.758 504618.177, 178239.89 504618.343, 178240.004 504618.521, 178240.096 504618.704, 178240.173 504618.908, 178240.251 504619.249, 178241.382 504624.577, 178241.411 504624.743, 178241.424 504624.886, 178241.425 504625.112, 178241.393 504625.374, 178241.337 504625.596, 178241.251 504625.824, 178241.135 504626.043, 178241.026 504626.203, 178240.85 504626.408, 178240.703 504626.542, 178240.507 504626.685, 178240.282 504626.81, 178240.044 504626.904, 178239.868 504626.952, 178237.385 504627.493, 178237.326 504627.506, 178237.248 504627.511, 178237.186 504627.505, 178237.116 504627.487, 178237.055 504627.461, 178237.004 504627.43, 178236.95 504627.386, 178236.917 504627.35, 178236.881 504627.3, 178236.853 504627.248, 178236.835 504627.201, 178236.819 504627.133, 178235.026 504618.655, 178235.011 504618.586, 178235.005 504618.512, 178235.019 504618.402, 178235.051 504618.314, 178235.113 504618.214, 178235.216 504618.12, 178235.346 504618.059)))"
O10002_Beplantingskaart_OD.96,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((178451.672 505351.62, 178450.788 505347.467, 178463.261 505344.998, 178464.085 505349.164, 178451.672 505351.62)))"
O10002_Beplantingskaart_OD.97,Heesters/botanische rozen,2003,cultuurlijk,"MULTIPOLYGON (((178478.433 505302.151, 178476.277 505290.253, 178480.614 505289.316, 178482.796 505301.36, 178478.433 505302.151)))"
O10002_Beplantingskaart_OD.98,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176022.24 502968.744, 176036.42 502954.35, 176036.786 502954.038, 176037.222 502953.711, 176037.662 502953.424, 176038.11 502953.17, 176039.27 502957.24, 176039.243 502957.466, 176039.148 502957.981, 176039.011 502958.474, 176038.763 502959.109, 176038.47 502959.667, 176038.151 502960.148, 176037.81 502960.57, 176022.24 502968.744)))"
O10002_Beplantingskaart_OD.99,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172320.983 508952.864, 172318.094 508957.424, 172318.01 508957.37, 172313.761 508954.66, 172316.651 508950.124, 172317.078 508950.364, 172320.983 508952.864)))"
O10002_Beplantingskaart_OD.100,Vaste planten,2016,cultuurlijk,"MULTIPOLYGON (((178007.763 504738.572, 178007.201 504735.868, 178009.951 504735.245, 178010.53 504737.983, 178007.763 504738.572)))"
O10002_Beplantingskaart_OD.101,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172038.87 509277.948, 172043.223 509275.116, 172043.575 509274.88, 172044.774 509276.737, 172040.056 509279.784, 172038.87 509277.948)))"
O10002_Beplantingskaart_OD.102,Vaste planten,2002,cultuurlijk,"MULTIPOLYGON (((172830.809 508929.25, 172831.999 508930.97, 172831.299 508931.47, 172830.109 508929.72, 172830.809 508929.25)))"
O10002_Beplantingskaart_OD.103,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177215.529 502663.76, 177213.626 502663.168, 177211.539 502662.565, 177207.286 502661.481, 177203.563 502660.689, 177200.198 502660.095, 177194.821 502659.384, 177189.439 502658.958, 177186.269 502658.84, 177187.629 502653.8, 177192.477 502654.108, 177196.014 502654.467, 177199.727 502654.968, 177203.794 502655.664, 177207.543 502656.445, 177211.441 502657.401, 177215.508 502658.56, 177215.529 502663.76)))"
O10002_Beplantingskaart_OD.104,Heesters/botanische rozen,2010,cultuurlijk,"MULTIPOLYGON (((171897.232 508906.341, 171904.533 508894.687, 171906.385 508895.9, 171899.032 508907.509, 171897.232 508906.341)))"
O10002_Beplantingskaart_OD.105,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176275.36 502850.13, 176279.87 502840.5, 176282.72 502847.37, 176275.36 502850.13)))"
O10002_Beplantingskaart_OD.106,Heesters/botanische rozen,2009,cultuurlijk,"MULTIPOLYGON (((172155.749 508801.271, 172171.024 508811.018, 172176.416 508814.467, 172175.125 508816.482, 172154.458 508803.293, 172155.749 508801.271)))"
O10002_Beplantingskaart_OD.107,Heesters/botanische rozen,2016,cultuurlijk,"MULTIPOLYGON (((176020.107 496399.357, 176019.339 496399.249, 176018.566 496399.057, 176017.661 496398.722, 176016.703 496398.217, 176015.886 496397.636, 176015.458 496397.262, 176014.959 496396.748, 176014.566 496396.268, 176014.057 496395.504, 176013.774 496394.975, 176013.569 496394.516, 176013.355 496393.928, 176013.159 496393.194, 176013.072 496392.718, 176013.013 496392.224, 176012.983 496391.622, 176012.991 496391.191, 176013.037 496390.621, 176013.167 496389.851, 176013.305 496389.314, 176013.491 496388.76, 176013.789 496388.075, 176014.109 496387.52, 176014.471 496387.001, 176014.763 496386.634, 176015.025 496386.334, 176015.396 496385.953, 176015.745 496385.632, 176016.229 496385.24, 176016.786 496384.871, 176017.369 496384.553, 176017.706 496384.397, 176018.387 496384.14, 176019.094 496383.946, 176019.723 496383.833, 176020.559 496383.763, 176021.432 496383.786, 176022.217 496383.892, 176022.834 496384.034, 176023.428 496384.223, 176024.025 496384.468, 176024.576 496384.748, 176025.225 496385.155, 176025.798 496385.596, 176026.357 496386.118, 176026.894 496386.735, 176027.277 496387.269, 176027.583 496387.761, 176027.772 496388.114, 176028.036 496388.696, 176028.212 496389.175, 176028.415 496389.908, 176028.51 496390.407, 176028.576 496390.951, 176028.588 496392.109, 176028.497 496392.9, 176028.373 496393.495, 176028.16 496394.204, 176027.815 496395.027, 176027.563 496395.501, 176027.242 496396.01, 176026.971 496396.381, 176026.496 496396.938, 176026.314 496397.125, 176025.828 496397.57, 176025.385 496397.915, 176024.904 496398.237, 176023.978 496398.724, 176023.542 496398.901, 176022.806 496399.134, 176021.96 496399.308, 176021.573 496399.355, 176020.874 496399.39, 176020.107 496399.357)))"
