OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
1663,4.105,079_163BV_14.9,079_163AL_15.0,Exact_naar_Exact,Onvolledig,2019/02/06 20:36:32+00,2019/02/06 20:36:32+00,079,079,14.786468,14.786474,s481-w163BV,s482-w163AL,4.5,,,,,4.10455474442722
1664,4.121,079_169AL_14.4,079_163BV_14.9,Exact_naar_Exact,Volledig,2019/02/06 20:36:30+00,2019/02/06 20:36:32+00,079,079,14.380369,14.380385,169A,w169BL-s481,4.5,,,,,4.12054019031486
1665,4.031,079_169AR_14.4,079_163BV_14.9,Exact_naar_Exact,Volledig,2020/07/01 13:57:14+00,2019/02/06 20:36:32+00,079,079,14.377996,14.378185,169A,w169BL-s481,4.5,,,,,4.03100399528455
1666,4.058,079_169AR_14.4,079_169AL_14.4,Exact_naar_Exact,Volledig,2020/07/01 13:57:14+00,2019/02/06 20:36:32+00,079,079,14.335819,14.335618,169B,w171BR-w169AL,4.5,,,,,4.05825813496382
1667,4.271,079_169BV_14.3,079_169AL_14.4,Exact_naar_Exact,Volledig,2019/02/06 20:36:32+00,2020/07/01 13:57:14+00,079,079,14.293859,14.293838,171A,w171BR-w169AL,4.5,,,,,4.27148917006704
1668,4.061,079_171AL_14.3,079_169AL_14.4,Exact_naar_Exact,Volledig,2019/02/06 20:36:30+00,2020/07/01 13:57:14+00,079,079,14.282768,14.282904,171A,w171BR-w169AL,4.5,,,,,4.06050949635634
1669,4.181,079_171AR_14.3,079_169AL_14.4,Exact_naar_Exact,Volledig,2020/07/01 13:57:14+00,2019/02/06 20:36:30+00,079,079,14.237651,14.237631,sPB-w171AR,171B,4.5,,,,,4.18083152016438
1670,4.062,079_171AR_14.3,079_171AL_14.3,Exact_naar_Exact,Volledig,2020/07/01 13:57:14+00,2020/07/01 13:57:14+00,079,079,14.240308,14.240482,sPB-w171AR,171B,4.5,,,,,4.06184779256929
1671,3.929,079_171BV_14.2,079_171AR_14.3,Exact_naar_Exact,Volledig,2020/07/01 13:54:05+00,2019/02/06 20:36:32+00,079,079,8.824229,8.824314,PO,PB,4.5,,,,,3.92930762476037
1672,3.744,079_181AL_3.1,079_171AR_14.3,Exact_naar_Exact,Volledig,2019/02/06 20:36:30+00,2019/02/06 20:36:32+00,079,079,3.069625,3.069637,181A,w181BL-sPB,4.5,,,,,3.74441800284103
1673,3.887,079_181AR_3.1,079_171AR_14.3,Exact_naar_Exact,Volledig,2020/07/01 13:53:07+00,2019/02/06 20:36:32+00,079,079,3.073089,3.073242,181A,w181BL-sPB,4.5,,,,,3.88660495805787
1674,3.905,079_181AR_3.1,079_181AL_3.1,Exact_naar_Exact,Volledig,2020/07/01 13:53:07+00,2019/02/06 20:36:32+00,079,079,3.02881,3.028667,181B,w183BR-w181AL,4.5,,,,,3.90541441206948
1675,4.026,079_181BV_3.0,079_181AL_3.1,Spoortakdeel_naar_Spoortak,Onvolledig,,,079,079,3.022552,3.022536,181B,w183BR-w181AL,4.5,,,,,4.02633561691024
1676,4.005,079_181BV_3.0,079_181AL_3.1,Exact_naar_Exact,Onvolledig,2020/07/01 13:53:07+00,2020/07/01 13:53:07+00,079,079,2.990932,2.990937,183A,w183BR-w181AL,4.5,,,,,4.00454945280989
1677,3.887,079_183AL_3.0,079_181AL_3.1,Exact_naar_Exact,Volledig,2020/07/01 13:53:07+00,2020/07/01 13:53:07+00,079,079,2.980936,2.981074,183A,w183BR-w181AL,4.5,,,,,3.88741018803007
1678,3.559,079_183AR_3.0,079_181AL_3.1,Exact_naar_Exact,Volledig,2020/07/01 13:53:07+00,2019/02/06 20:36:30+00,079,079,2.943185,2.943192,sPC-w183AR,183B,4.5,,,,,3.55884479290682
1679,3.882,079_183AR_3.0,079_183AL_3.0,Exact_naar_Exact,Volledig,2020/07/01 13:53:07+00,2020/07/01 13:53:07+00,079,079,2.936522,2.93666,sPC-w183AR,183B,4.5,,,,,3.88195312310698
1680,3.932,079_183BV_2.9,079_183AR_3.0,Exact_naar_Exact,Volledig,2019/09/26 17:19:34+00,2019/09/26 17:19:34+00,079,079,1.660881,1.660879,PP,PC,4.5,,,,,3.93215600148316
1681,4.324,080_3251R_6.1,080_3251L_6.1,Exact_naar_Exact,Volledig,2022/10/21 19:56:48+00,2022/10/21 19:59:06+00,080,080,6.331615,6.331671,w3251R-w3271R,3253,4.5,,,,,4.32422061994991
1682,5.147,080_3253V_6.4,080_3251R_6.1,Exact_naar_Exact,Volledig,2022/10/21 19:56:48+00,2022/10/21 19:56:48+00,080,080,6.383836,6.383682,3253,w3251R-w3271R,4.5,,,,,5.14674385704204
1683,4.032,080_3255R_6.0,080_3255L_6.0,Exact_naar_Exact,Volledig,2022/10/20 18:24:26+00,2022/10/20 18:25:33+00,080,080,6.121227,6.121067,w3255R-w3261L,3257,4.5,,,,,4.03163213847692
1684,4.368,080_3257V_6.1,080_3255R_6.0,Exact_naar_Exact,Volledig,2015/08/25 23:25:47+00,2022/10/20 18:20:36+00,080,080,6.16557,6.165748,3259,w3255R-w3261L,4.5,,,,,4.36817605528898
1685,4.221,080_3259L_6.2,080_3255R_6.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,6.284047,6.284179,3259,3261,4.5,,,,,4.22062023878008
1686,4.242,080_3259L_6.2,080_3255R_6.0,Exact_naar_Exact,Onvolledig,2022/06/29 17:17:13+00,2015/08/25 23:24:47+00,080,080,6.292347,6.292484,w3259L-w3273L,3261,4.5,,,,,4.24214420429103
1687,4.162,080_3259R_6.2,080_3255R_6.0,Exact_naar_Exact,Volledig,2021/10/07 18:29:11+00,2022/10/20 18:20:36+00,080,080,6.194093,6.194204,3259,w3255R-w3261L,4.5,,,,,4.16194260532266
1688,4.362,080_3259R_6.2,080_3259L_6.2,Exact_naar_Exact,Volledig,2015/08/25 23:25:47+00,2016/09/19 22:35:05+00,080,080,6.35632,6.356268,3261,w3259L-w3273L,4.5,,,,,4.36222752730758
1689,4.923,080_3261V_6.4,080_3259L_6.2,Exact_naar_Exact,Volledig,2015/08/25 23:25:47+00,2016/09/19 22:35:05+00,080,080,6.384239,6.384045,3261,w3259L-w3273L,4.5,,,,,4.9230879130887
1690,4.47,080_3291R_7.9,080_3291L_7.9,Exact_naar_Exact,Volledig,2022/10/24 17:29:21+00,2022/10/24 17:34:55+00,080,080,7.991378,7.991463,w3291R-wK3295P,w3291L-w3303R,4.5,,,,,4.47034620583239
1691,4.413,080_3295L_7.9,080_3291R_7.9,Exact_naar_Exact,Volledig,2022/10/24 17:33:07+00,2022/10/24 17:29:21+00,080,080,8.020729,8.020819,w3295L-wK3295T,w3291R-wK3295P,4.5,,,,,4.41261219687387
1692,4.461,080_3295R_7.9,080_3295L_7.9,Exact_naar_Exact,Volledig,2022/10/24 17:33:54+00,2022/10/24 17:33:07+00,080,080,7.981953,7.981857,w3295R-w3299L,w3295L-wK3295T,4.5,,,,,4.46148730806219
1693,4.392,080_3299R_8.2,080_3295R_7.9,Exact_naar_Exact,Volledig,2022/10/24 17:33:54+00,2022/10/24 17:33:54+00,080,080,8.101736,8.101697,wK3295S-w3299R,w3295R-w3299L,4.5,,,,,4.39172965584176
1694,4.256,080_3299V_8.2,080_3261V_6.4,Exact_naar_Exact,Volledig,2022/10/24 17:29:21+00,2015/08/25 23:24:47+00,080,080,8.51355,8.513539,UN3,UB3,4.5,,,,,4.25569158304499
1695,4.431,080_3303L_8.1,080_3291L_7.9,Exact_naar_Exact,Volledig,2015/08/25 23:25:47+00,2022/10/24 17:34:55+00,080,080,8.090359,8.090403,wK3295Q-w3303L,w3291L-w3303R,4.5,,,,,4.43068377228617
1696,4.413,080_3303L_8.1,080_3299R_8.2,Exact_naar_Exact,Volledig,2022/10/24 17:34:55+00,2022/10/24 17:33:54+00,080,080,8.060443,8.060363,wK3295Q-w3303L,wK3295S-w3299R,4.5,,,,,4.41257855000905
1697,4.216,080_3303V_8.1,080_3253V_6.4,Exact_naar_Exact,Volledig,2015/08/25 23:22:19+00,2015/08/25 20:23:50+00,080,080,9.349383,9.349514,AN3,AB3,4.5,,,,,4.21588391680796
1698,4.27,080_3401L_9.7,080_3303V_8.1,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,9.775533,9.775515,3401,3403,4.5,,,,,4.26973167892316
1699,4.243,080_3401L_9.7,080_3303V_8.1,Exact_naar_Exact,Onvolledig,2015/08/25 20:23:50+00,2020/04/17 16:52:25+00,080,080,9.822541,9.822493,671,3403,4.5,,,,,4.24332384811718
1700,3.973,080_3401R_9.7,080_3303V_8.1,Exact_naar_Exact,Volledig,2020/04/17 16:51:25+00,2020/04/17 16:52:25+00,080,080,9.735493,9.735481,3401,sAN3-w3403L,4.5,,,,,3.97307777170294
1701,3.96,080_3401R_9.7,080_3401L_9.7,Exact_naar_Exact,Volledig,2020/04/17 16:52:25+00,2020/04/17 16:51:25+00,080,080,9.805819,9.805863,3403,671,4.5,,,,,3.95973737639253
1702,4.229,080_3403V_9.8,080_3401L_9.7,Exact_naar_Exact,Volledig,2015/08/25 23:22:19+00,2015/08/25 20:23:50+00,080,080,11.036063,11.036054,672,s671-w3423R,4.5,,,,,4.22904497138538
1703,3.97,080_3405L_9.7,080_3299V_8.2,Exact_naar_Exact,Volledig,2020/04/17 16:28:53+00,2020/04/17 16:34:00+00,080,080,9.736146,9.736117,3405,sUN3-w3407R,4.5,,,,,3.97044755663641
1704,4.286,080_3405R_9.7,080_3299V_8.2,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,9.764348,9.764364,3405,sUN3-w3407R,4.5,,,,,4.28627567592193
1705,4.255,080_3405R_9.7,080_3299V_8.2,Exact_naar_Exact,Onvolledig,2020/04/17 16:28:53+00,2015/08/25 23:23:35+00,080,080,9.814144,9.81419,674,3407,4.5,,,,,4.2555213135408
1706,3.966,080_3405R_9.7,080_3405L_9.7,Exact_naar_Exact,Volledig,2020/04/17 16:28:53+00,2020/04/17 16:34:00+00,080,080,9.805235,9.805233,674,3407,4.5,,,,,3.96569108353134
1707,5.928,080_3407V_9.8,080_3403V_9.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.1494,11.149403,3425,3421,4.5,,,,,5.92788843096764
1708,5.995,080_3407V_9.8,080_3403V_9.8,Exact_naar_Exact,Onvolledig,2015/08/25 23:23:35+00,2015/08/25 23:22:19+00,080,080,11.132914,11.13292,s673-w3425V,s672-w3421V,4.5,,,,,5.99520798304779
1709,4.338,080_3407V_9.8,080_3405R_9.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.152486,11.152481,3425,s674-w3427L,4.5,,,,,4.33838339707315
1710,4.213,080_3407V_9.8,080_3405R_9.7,Exact_naar_Exact,Onvolledig,2015/08/25 23:23:35+00,2016/09/12 16:59:07+00,080,080,9.954331,9.954357,673,674,4.5,,,,,4.21341007380008
1711,3.956,080_3421L_11.2,080_3401L_9.7,Exact_naar_Exact,Volledig,2020/04/17 15:59:58+00,2015/08/25 20:23:50+00,080,080,11.169068,11.169076,3421,s671-w3423R,4.5,,,,,3.95574304650846
1712,4.355,080_3421R_11.2,080_3401L_9.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.205506,11.205491,3421,3423,4.5,,,,,4.35486992802311
1713,4.226,080_3421R_11.2,080_3401L_9.7,Exact_naar_Exact,Onvolledig,2020/04/17 15:59:58+00,2015/08/25 20:23:50+00,080,080,11.195542,11.195546,3421,3423,4.5,,,,,4.22570160920054
1714,5.934,080_3421R_11.2,080_3407V_9.8,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.152434,11.152419,3421,3425,4.5,,,,,5.9341037511995
1715,6.769,080_3421R_11.2,080_3407V_9.8,Exact_naar_Exact,Onvolledig,2020/04/17 15:59:58+00,2020/04/17 16:00:49+00,080,080,11.152434,11.149401,3421,3425,4.5,,,,,6.76903623642243
1716,3.946,080_3421R_11.2,080_3421L_11.2,Exact_naar_Exact,Volledig,2020/04/17 15:59:58+00,2015/08/25 23:25:47+00,080,080,11.239219,11.239208,AP1,3423,4.5,,,,,3.9463548003189
1717,4.196,080_3423V_11.3,080_3421R_11.2,Exact_naar_Exact,Volledig,2015/08/25 20:23:50+00,2015/08/25 23:22:19+00,080,080,11.881655,11.881683,AC1,AP1,4.5,,,,,4.1956861476998
1718,4.244,080_3425L_11.2,080_3405R_9.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.212302,11.212312,3425,3427,4.5,,,,,4.24394316644321
1719,4.247,080_3425L_11.2,080_3405R_9.7,Exact_naar_Exact,Onvolledig,2020/04/17 16:00:49+00,2015/08/25 23:24:47+00,080,080,11.19895,11.198951,3425,3427,4.5,,,,,4.2468653722481
1720,5.999,080_3425L_11.2,080_3421L_11.2,Exact_naar_Exact,Volledig,2015/08/25 23:23:35+00,2015/08/25 23:25:47+00,080,080,11.156993,11.156998,3425,3421,4.5,,,,,5.99940795829055
1721,6.051,080_3425L_11.2,080_3421R_11.2,Spoortakdeel_naar_Spoortak,Onvolledig,,,080,080,11.202316,11.202296,3425,3421,4.5,,,,,6.05081747948159
1722,4.185,080_3425L_11.2,080_3421R_11.2,Exact_naar_Exact,Onvolledig,2015/08/25 23:23:35+00,2015/08/31 21:45:28+00,080,080,16.240703,16.240729,UP4,AP4,4.5,,,,,4.18515060780374
1723,3.958,080_3425R_11.2,080_3405R_9.7,Exact_naar_Exact,Volledig,2020/04/17 16:00:49+00,2020/04/17 16:01:39+00,080,080,11.169203,11.169155,3425,s674-w3427L,4.5,,,,,3.95789423810187
1724,6.05,080_3425R_11.2,080_3421L_11.2,Exact_naar_Exact,Volledig,2020/04/17 16:00:49+00,2020/04/17 15:59:58+00,080,080,11.152487,11.152454,3425,3421,4.5,,,,,6.05001458593283
1725,6.048,080_3425R_11.2,080_3421R_11.2,Exact_naar_Exact,Volledig,2020/04/17 16:00:49+00,2020/04/17 15:59:58+00,080,080,11.152487,11.152494,3425,3421,4.5,,,,,6.04821578401432
1726,3.966,080_3425R_11.2,080_3425L_11.2,Exact_naar_Exact,Volledig,2020/04/17 16:01:39+00,2020/04/17 16:00:49+00,080,080,11.239227,11.239255,3427,UP1,4.5,,,,,3.96563382701933
1727,4.144,080_3427V_11.3,080_3425L_11.2,Exact_naar_Exact,Volledig,2015/08/25 23:24:47+00,2015/08/31 22:08:48+00,097,097,19.533357,19.533333,UC6,UP6,4.5,,,,,4.14392490520762
1728,4.089,081_964R_74.7,081_963L_74.7,Spoortak_naar_Spoortak,Volledig,,,081,081,74.695978,74.696274,2266,963,4.5,,,,,4.08886368689395
1729,4.176,081_964R_74.7,081_963V_74.7,Exact_naar_Exact,Volledig,2016/03/08 15:57:22+00,2016/07/26 16:52:02+00,081,081,74.619317,74.619321,2266,2265,4.5,,,,,4.17618466186542
1730,5.296,081_975L_74.5,081_964R_74.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,081,081,74.527094,74.527383,975,2266,4.5,,,,,5.29592429326553
1731,5.285,081_975L_74.5,081_964R_74.7,Exact_naar_Exact,Onvolledig,2016/03/08 15:59:31+00,2016/07/26 16:52:02+00,081,081,74.510969,74.511299,975,2266,4.5,,,,,5.2849800273984
1732,5.007,081_975R_74.5,081_964R_74.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,081,081,74.527151,74.527425,975,2266,4.5,,,,,5.00698274213123
1733,4.481,081_975R_74.5,081_964R_74.7,Exact_naar_Exact,Onvolledig,2018/04/07 05:19:32+00,2016/07/26 16:52:02+00,081,081,74.519497,74.52007,975,2266,4.5,,,,,4.48099587257119
1734,5.802,081_975R_74.5,081_975L_74.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,081,081,74.480441,74.480106,976,2365,4.5,,,,,5.8018008928263
1735,4.906,081_975R_74.5,081_975L_74.5,Exact_naar_Exact,Onvolledig,2016/03/08 15:57:22+00,2016/07/26 16:52:02+00,081,081,74.487704,74.487433,976,2365,4.5,,,,,4.9059767233447
1736,4.563,081_976V_74.5,081_961L_74.4,Exact_naar_Exact,Volledig,2018/04/07 05:19:32+00,2016/07/26 16:52:02+00,081,081,74.451188,74.45127,977,2268,4.5,,,,,4.56327066148831
1737,6.651,081_976V_74.5,081_975L_74.5,Exact_naar_Exact,Volledig,2016/03/08 15:57:53+00,2016/07/26 16:52:02+00,081,081,74.470341,74.469974,976,2365,4.5,,,,,6.65111511327236
1738,4.095,081_978R_74.5,081_961L_74.4,Exact_naar_Exact,Volledig,2016/03/08 15:57:22+00,2016/07/26 16:52:02+00,081,081,74.476213,74.476146,979,2268,4.5,,,,,4.09549186545401
1739,4.23,081_979V_74.5,081_961L_74.4,Exact_naar_Exact,Volledig,2018/04/07 05:20:14+00,2016/03/08 15:57:53+00,081,081,74.446029,74.446067,980,2268,4.5,,,,,4.23019076638395
1740,6.995,081_979V_74.5,081_961R_74.4,Exact_naar_Exact,Volledig,2016/03/08 15:57:22+00,2016/03/08 15:57:53+00,081,081,74.429925,74.429577,980,961,4.5,,,,,6.99498623301004
1741,4.3,081_980L_74.4,081_961L_74.4,Exact_naar_Exact,Volledig,2018/04/07 05:20:14+00,2016/07/26 16:52:02+00,081,081,74.438428,74.438568,980,2268,4.5,,,,,4.30051569582068
1742,6.882,081_980L_74.4,081_961R_74.4,Exact_naar_Exact,Volledig,2016/03/08 15:57:22+00,2016/03/08 15:57:53+00,081,081,74.42798,74.427626,980,961,4.5,,,,,6.88199977041557
1743,4.803,081_980V_74.4,081_961L_74.4,Exact_naar_Exact,Volledig,2016/03/08 16:01:12+00,2016/07/26 16:52:02+00,081,081,74.42754,74.427891,980,961,4.5,,,,,4.80321290908492
1744,5.146,081_980V_74.4,081_961R_74.4,Exact_naar_Exact,Volledig,2016/07/26 16:52:02+00,2016/03/08 16:01:35+00,081,081,74.399739,74.399948,2369,961,4.5,,,,,5.14601540028788
1745,5.024,081_980V_74.4,081_961V_74.4,Exact_naar_Exact,Volledig,2016/07/26 16:52:02+00,2016/07/26 16:52:02+00,081,081,74.397997,74.397885,2369,961,4.5,,,,,5.02394381835625
1746,3.878,082_137AR_1.5,082_137AL_1.5,Exact_naar_Exact,Volledig,2021/05/25 23:36:48+00,2018/11/13 20:31:12+00,082,082,1.537464,1.5376,137B,w137AL-sBP,4.5,,,,,3.87789438355404
1747,3.929,082_137BV_1.5,082_137AL_1.5,Spoortakdeel_naar_Spoortak,Onjuist,,,082,082,1.547465,1.547474,137B,w137AL-sBP,4.5,,,,,3.9293564982068
1748,3.968,082_137BV_1.5,082_137AL_1.5,Exact_naar_Exact,Onjuist,2021/05/25 23:36:48+00,2018/11/13 20:31:12+00,082,082,1.782503,1.782651,w137BV-sBC,w137AL-sBP,4.5,,,,,3.9683412365874
1749,4.432,083_251AR_7.4,083_251AL_7.4,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.443553,7.443503,251B,w251AL-w253BR,4.5,,,,,4.43181670424218
1750,4.044,083_251BL_7.4,083_251AL_7.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,083,083,7.403943,7.40389,251B,251A,4.5,,,,,4.04405809058179
1751,3.985,083_251BL_7.4,083_251AL_7.4,Exact_naar_Exact,Onvolledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.39433,7.394323,sZN-w251BL,251A,4.5,,,,,3.98524734615055
1752,3.897,083_251BL_7.4,083_251AR_7.4,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2018/11/13 20:27:50+00,083,083,7.364875,7.364864,sZN-w251BL,251A,4.5,,,,,3.896732379828
1753,3.923,083_251BL_7.4,083_251AV_7.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,083,083,7.352442,7.352446,sZN-w251BL,251A,4.5,,,,,3.92347010183587
1754,3.875,083_251BL_7.4,083_251AV_7.4,Exact_naar_Exact,Onvolledig,2021/05/25 22:18:01+00,2018/11/13 20:27:58+00,083,083,2.550614,2.550647,ZN,ZA,4.5,,,,,3.87532992789001
1755,4.68,083_251BV_7.4,083_251AL_7.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,083,083,7.447486,7.447424,251B,w251AL-w253BR,4.5,,,,,4.68043810449407
1756,4.738,083_251BV_7.4,083_251AL_7.4,Exact_naar_Exact,Onvolledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.451607,7.451547,251B,w251AL-w253BR,4.5,,,,,4.73786232070963
1757,4.29,083_253AL_7.5,083_251AL_7.4,Exact_naar_Exact,Volledig,2018/11/13 20:44:57+00,2021/05/25 22:18:01+00,083,083,7.526359,7.526121,w253AL-w253BL,w251AL-w253BR,4.5,,,,,4.28964588048944
1758,6.967,083_253AR_7.5,083_251AL_7.4,Spoortakdeel_naar_Spoortak,Onvolledig,,,083,083,7.515957,7.5159,253A,w251AL-w253BR,4.5,,,,,6.96724145268413
1759,6.007,083_253AR_7.5,083_251AL_7.4,Exact_naar_Exact,Onvolledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.488738,7.488662,253A,w251AL-w253BR,4.5,,,,,6.00714155401718
1760,4.411,083_255L_7.5,083_251AL_7.4,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.577029,7.576816,w255L-s3,253B,4.5,,,,,4.41098327020178
1761,3.886,083_255L_7.5,083_253AL_7.5,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.539345,7.53908,255,w253AL-w253BL,4.5,,,,,3.88621858623521
1762,4.221,083_255L_7.5,083_253BV_7.6,Spoortakdeel_naar_Spoortak,Onjuist,,,083,083,7.580771,7.580613,3,253B,4.5,,,,,4.22113016619957
1763,3.954,083_255L_7.5,083_253BV_7.6,Exact_naar_Exact,Onjuist,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.604894,7.604886,3,w253BV-s1b,4.5,,,,,3.95416626104669
1764,4.78,083_255R_7.5,083_253AL_7.5,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.539344,7.53908,255,w253AL-w253BL,4.5,,,,,4.78000305962245
1765,6.306,083_255R_7.5,083_255L_7.5,Spoortakdeel_naar_Spoortak,Onvolledig,,,083,083,7.768827,7.768785,2b,s3-w257AV,4.5,,,,,6.30613865055313
1766,4.211,083_255R_7.5,083_255L_7.5,Exact_naar_Exact,Onvolledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.571479,7.571252,w255R-s2b,w255L-s3,4.5,,,,,4.21107600738814
1767,4.275,083_257AL_7.8,083_253BV_7.6,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.785376,7.78559,257A,s1b-w257BR,4.5,,,,,4.27483306925545
1768,6.322,083_257AL_7.8,083_255R_7.5,Exact_naar_Exact,Volledig,2018/11/13 20:29:34+00,2021/05/25 22:18:01+00,083,083,7.774271,7.774289,257A,2b,4.5,,,,,6.32240947898821
1769,4.489,083_257AR_7.8,083_253BV_7.6,Exact_naar_Exact,Volledig,2018/11/13 20:27:58+00,2021/05/25 22:18:01+00,083,083,7.798615,7.798953,257A,s1b-w257BR,4.5,,,,,4.48940201474539
1770,4.484,083_257AR_7.8,083_255R_7.5,Exact_naar_Exact,Volledig,2018/11/13 20:27:58+00,2021/05/25 22:18:01+00,083,083,7.839903,7.839243,w257AR-w259R,s2b-w259L,4.5,,,,,4.4839472131148
1771,4.996,083_257AR_7.8,083_257AL_7.8,Exact_naar_Exact,Volledig,2021/05/25 22:18:01+00,2021/05/25 22:18:01+00,083,083,7.824245,7.824081,w257AR-w259R,257B,4.5,,,,,4.9962163003617
1772,6.663,083_257BV_7.8,083_257AR_7.8,Spoortak_naar_Spoortak,Volledig,,,083,083,7.835307,7.834277,257B,w257AR-w259R,4.5,,,,,6.66329821109636
1773,4.068,084_13AR_10.4,084_13AL_10.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,10.421143,10.421152,13B,w13AL-sSM,4.5,,,,,4.06791386831137
1774,4.131,084_13BV_10.4,084_13AL_10.4,Spoortakdeel_naar_Spoortak,Onjuist,,,084,084,10.433629,10.433628,13B,w13AL-sSM,4.5,,,,,4.13080936621384
1775,3.892,084_13BV_10.4,084_13AL_10.4,Exact_naar_Exact,Onjuist,2014/02/04 12:06:58+00,2018/11/13 20:27:58+00,527,527,16.327716,16.327572,101,102,4.5,,,,,3.89153530884663
1776,4.081,084_3R_9.3,084_3L_9.3,Exact_naar_Exact,Volledig,2021/05/26 04:14:37+00,2019/05/08 21:24:35+00,084,084,9.375807,9.375806,w3R-s603,w3L-w7AV,4.5,,,,,4.08117332271003
1777,4.003,084_5L_9.4,084_3L_9.3,Exact_naar_Exact,Volledig,2018/11/13 20:27:50+00,2019/05/08 21:24:35+00,084,084,9.415497,9.41542,5,w3L-w7AV,4.5,,,,,4.00263361425949
1778,4.001,084_5R_9.4,084_3L_9.3,Exact_naar_Exact,Volledig,2018/11/13 20:27:50+00,2019/05/08 21:24:35+00,084,084,9.417511,9.417434,5,w3L-w7AV,4.5,,,,,4.00098238436512
1779,4.091,084_5R_9.4,084_5L_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2019/05/08 21:24:35+00,084,084,9.463657,9.46363,7B,604,4.5,,,,,4.091341668695
1780,3.976,084_5V_9.4,084_3L_9.3,Exact_naar_Exact,Volledig,2021/05/26 04:14:37+00,2018/11/13 20:29:34+00,084,084,9.32551,9.325587,w5025L-w5V,3,4.5,,,,,3.97564320582217
1781,3.976,084_5V_9.4,084_3R_9.3,Exact_naar_Exact,Volledig,2021/05/26 04:14:37+00,2021/05/26 04:14:37+00,084,084,9.325406,9.325483,w5025L-w5V,3,4.5,,,,,3.97605533789458
1782,4.038,084_5V_9.4,084_3V_9.3,Spoortakdeel_naar_Spoortak,Onjuist,,,084,084,9.322129,9.322203,w5025L-w5V,3,4.5,,,,,4.03852598481178
1783,3.923,084_5V_9.4,084_3V_9.3,Exact_naar_Exact,Onjuist,2021/05/25 23:49:30+00,2019/05/08 21:24:35+00,084,084,5.080458,5.080472,w5025L-w5V,SJ,4.5,,,,,3.92282388337789
1784,4.361,084_7AL_9.4,084_3R_9.3,Exact_naar_Exact,Volledig,2018/11/13 20:29:34+00,2019/05/08 21:24:35+00,084,084,9.422101,9.422012,7A,603,4.5,,,,,4.36136415585766
1785,4.261,084_7AL_9.4,084_5L_9.4,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2018/11/13 20:27:50+00,084,084,9.42206,9.421928,7A,5,4.5,,,,,4.26109821759602
1786,3.879,084_7AL_9.4,084_5R_9.4,Exact_naar_Exact,Volledig,2018/11/13 20:44:52+00,2019/05/08 21:24:35+00,084,084,9.428467,9.428495,7A,5,4.5,,,,,3.87948457659004
1787,4.111,084_7AR_9.4,084_3R_9.3,Exact_naar_Exact,Volledig,2021/05/25 23:49:30+00,2021/05/25 23:49:30+00,084,084,9.954989,9.955237,s602-w9BR,s603-w9BL,4.5,,,,,4.11079672691317
