"fiscal_year","buildingcode","buildingname","districtcode","districtname","isdcode","isdname","entitytype","status","school_emphasis","setting","phonenumber","address_line_1","zip_code","school_type","school_level","locale_name","county_name","unique_id","attribute","url"
"2015","5854","Da Vinci Institute (9-12)","38901","Da Vinci Institute","38","Jackson ISD","PSA School","Open-Active","Alternative Education","Multiple Settings","5177960031","2255 EMMONS RD","49201","Alternative Education","High School","Rural: Fringe","Jackson","923","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9036","Da Vinci Institute (K-8)","38901","Da Vinci Institute","38","Jackson ISD","PSA School","Open-Active","General Education","Multiple Settings","5177809980","559 MURPHY ST","49202","General Education","Elem_Middle School","Suburb: Small","Jackson","924","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6315","Dailey Elementary School","25240","Beecher Community School District","25","Genesee ISD","LEA School","Open-Active","Special Education","Multiple Settings","8105919890","1020 WEST COLDWATER RD","48505","Special Education","Elementary","Suburb: Large","Genesee","925","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1834","Daisy Brook Elementary School","62040","Fremont Public School District","62","Newaygo County RESA","LEA School","Open-Active","General Education","Multiple Settings","2319244380","502 NORTH DIVISION AVE","49412","General Education","Elementary","Town: Distant","Newaygo","926","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5596","Dakota High School","50080","Chippewa Valley Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867232702","21051 21 MILE RD","48044","General Education","High School","Suburb: Large","Macomb","927","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6074","Daly School","82240","Westwood Community School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3135650016","25824 MICHIGAN AVE","48141","General Education","Elem_Middle School","Suburb: Large","Wayne","928","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1469","Daniel Axford Elementary School","63110","Oxford Community Schools","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2489695048","74 MECHANIC ST","48371","General Education","Elementary","Suburb: Large","Oakland","929","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7230","David Ellis Academy","82947","David Ellis Academy","82","Wayne RESA","PSA School","Open-Active","General Education","Multiple Settings","3139275395","18977 SCHAEFER HWY","48235","General Education","Elem_Middle School","City: Large","Wayne","930","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1189","David Ellis Academy - PK","82947","David Ellis Academy","82","Wayne RESA","PSA Unique Education Provider","Open-Active","General Education","Multiple Settings","3139275395","23500 West 7 Mile","48219","General Education","Elementary","Not Specified","Wayne","931","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7293","David Ellis Academy West","82994","David Ellis Academy West","82","Wayne RESA","PSA District","Open-Active",,,"2488096138","19800 BEECH DALY RD","48240",,"Elem_Middle School","Suburb: Large","Wayne","932","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2601","David Hicks School","82160","Wayne-Westland Community School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7344192660","100 HELEN ST","48141","General Education","Elementary","Suburb: Large","Wayne","933","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","840","Davidson Middle School","82405","Southgate Community School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","7342464628","15800 TRENTON RD","48195","General Education","Middle School","Suburb: Large","Wayne","934","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3297","Davis Aerospace High School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138228820","900 DICKERSON ST","48215","General Education","High School","City: Large","Wayne","935","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2132","Davis Elementary School","80050","Decatur Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2694236950","409 NORTH PHELPS ST","49045","General Education","Elementary","Rural: Distant","Van Buren","936","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7728","Davis Junior High School","50210","Utica Community Schools","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5867972700","11311 PLUMBROOK RD","48312","General Education","Middle_High School","Suburb: Large","Macomb","937","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Davis Middle School","30020","Hillsdale Community Schools","30","Hillsdale ISD","LEA School","Open-Active","General Education","Multiple Settings","5174394326","30 NORTH WEST ST","49242","General Education","Elem_Middle School","Town: Distant","Hillsdale","938","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","6265","Davisburg Elementary School","63210","Holly Area School District","63","Oakland Schools","LEA School","Open-Active","General Education","Multiple Settings","2483283500","12003 DAVISBURG RD","48350","General Education","Elementary","Rural: Fringe","Oakland","939","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5838","Davison Alternative Education","25140","Davison Community Schools","25","Genesee ISD","LEA School","Open-Active","Alternative Education","Multiple Settings","8105911020","1250 NORTH OAK RD","48423","Alternative Education","High School","Suburb: Large","Genesee","940","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Davison Bus Lot","25140","Davison Community Schools","25","Genesee ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8105910816","1250 NORTH OAK RD","48423",,"Other","Not Specified","Genesee","941","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","9333","Davison Cardinals Nest","25140","Davison Community Schools","25","Genesee ISD","LEA Unique Education Provider","Open-Active","Reportable Program","Multiple Settings","8105910821","1490 NORTH OAK RD","48423","Reportable Program","Other","Suburb: Large","Genesee","942","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2172","Davison Elementary-Middle School","82010","Detroit City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132523118","2800 EAST DAVISON ST","48212","General Education","Elem_Middle School","City: Large","Wayne","943","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","5862","Davison High School","25140","Davison Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105913540","1250 NORTH OAK RD","48423","General Education","High School","Suburb: Large","Genesee","944","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7812","Davison Middle School","25140","Davison Community Schools","25","Genesee ISD","LEA School","Open-Active","General Education","Multiple Settings","8105912754","600 SOUTH DAYTON ST","48423","General Education","Middle School","Suburb: Large","Genesee","945","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8421","Dawson Elementary School","3030","Allegan Public Schools","3","Allegan Area Educational Service Agency","LEA School","Open-Active","General Education","Multiple Settings","2696736925","550 5TH ST","49010","General Education","Elementary","Town: Distant","Allegan","946","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","842","Dean A. Naldrett School","50040","Anchor Bay School District","50","Macomb ISD","LEA School","Open-Active","General Education","Multiple Settings","5869491212","47800 SUGARBUSH RD","48047","General Education","Elementary","Suburb: Large","Macomb","947","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2704","Dean Jennings Educational Center","30000","Hillsdale ISD","30","Hillsdale ISD","ISD Unique Education Provider","Open-Active","Special Education","SpecEd","5174370990","3471 BECK RD","49242","Special Education","Other","Rural: Fringe","Hillsdale","948","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3403","Dearborn 6/7 STEM School","82030","Dearborn City School District","82","Wayne RESA","LEA School","Open-Active","General Education","General Education","3138271915","22586 ANN ARBOR TRL","48127","General Education","Middle School","Not Specified","Wayne","949","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1307","Dearborn Academic Center of Excellence","82030","Dearborn City School District","82","Wayne RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","3138271915","22586 ANN ARBOR TRL","48127","Alternative Education","Middle_High School","Not Specified","Wayne","950","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","0","Dearborn Center for Math, Science and Technology","82030","Dearborn City School District","82","Wayne RESA","LEA Unique Education Provider","Open-Active","Reportable Program","General Education","3138272720","22586 ANN ARBOR TRL","48127","Reportable Program","Middle_High School","Suburb: Large","Wayne","951","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","836","Dearborn City School District","82030","Dearborn City School District","82","Wayne RESA","LEA District","Open-Active",,,"3138273022","18700 AUDETTE ST","48124",,"Elem thru High School","City: Small","Wayne","952","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","639","Dearborn Heights School District #7","82040","Dearborn Heights School District #7","82","Wayne RESA","LEA District","Open-Active",,,"3132031000","20629 ANNAPOLIS ST","48125",,"Elem thru High School","Suburb: Large","Wayne","953","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","3385","Dearborn Heights Virtual Academy","82040","Dearborn Heights School District #7","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3132031000","20629 Annapolis","48125","General Education","High School","Suburb: Large","Wayne","954","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2798","Dearborn High School","82030","Dearborn City School District","82","Wayne RESA","LEA School","Open-Active","General Education","Multiple Settings","3138271600","19501 OUTER DR","48124","General Education","High School","City: Small","Wayne","955","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","2393","Dearborn Magnet High School","82030","Dearborn City School District","82","Wayne RESA","LEA School","Open-Active","Alternative Education","Multiple Settings","3138274804","22586 ANN ARBOR TRL","48127","Alternative Education","High School","Suburb: Large","Wayne","956","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","7986","Decatur High School","80050","Decatur Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2694236851","110 CEDAR ST","49045","General Education","High School","Rural: Distant","Van Buren","957","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8710","Decatur Middle School","80050","Decatur Public Schools","80","Van Buren ISD","LEA School","Open-Active","General Education","Multiple Settings","2694236901","405 NORTH PHELPS ST","49045","General Education","Middle School","Rural: Distant","Van Buren","958","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","8443","Decatur Public Schools","80050","Decatur Public Schools","80","Van Buren ISD","LEA District","Open-Active",,,"2694236800","110 CEDAR ST","49045",,"Elem thru High School","Rural: Distant","Van Buren","959","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","810","Deckerville Bus Garage","76090","Deckerville Community School District","76","Sanilac ISD","LEA Non-Instructional Ancillary Facility","Open-Active",,,"8103763875","2633 BLACK RIVER ST","48427",,"Other","Not Specified","Sanilac","960","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
"2015","1242","Deckerville Community High School","76090","Deckerville Community School District","76","Sanilac ISD","LEA School","Open-Active","General Education","Multiple Settings","8103763875","2633 BLACK RIVER ST","48427","General Education","Middle_High School","Rural: Distant","Sanilac","961","Pupil.Enrollment","https://mischooldata.data.socrata.com/stories/s/7iv6-trzb"
