"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"KC19054408","2019-07-20T00:00:00.000","17:55","2019-07-20T00:00:00.000","14:00","2019-07-20T00:00:00.000","16:00","Property Damage","290","Vandalism/Destruction of Property","641","8300  N CHURCH RD","KANSAS CITY","64157","PC0387","SCP","N","VIC","W","M","23","false",
"KC19097597","2019-12-25T00:00:00.000","15:50","2019-12-25T00:00:00.000","15:45",,,"City Weapons Offense","520","Weapon Law Violations","342","2300  TOPPING AVE","KANSAS CITY","64126","PJ2074","EPD","N","SUS","B","M",,"true",
"KC19090685","2019-11-27T00:00:00.000","17:33","2019-11-23T00:00:00.000","18:00","2019-11-25T00:00:00.000","9:00","Loss",,,"231","7600  WORNALL RD","KANSAS CITY","64114","PJ5683","MPD","N","VIC",,,,"false",
"KC19096327","2019-12-19T00:00:00.000","19:48","2019-11-19T00:00:00.000","12:00",,,"Embezzlement","270","Embezzlement","132","100  E LINWOOD BLVD","KANSAS CITY","64108","PJ2650","CPD","N","ARR CHA SUS","B","M","18","false",
"KC19088985","2019-11-20T00:00:00.000","16:41","2019-11-20T00:00:00.000","7:00",,,"Abuse of a Child","13A","Aggravated Assault","325","2700  ELMWOOD AVE","KANSAS CITY","64128",,"EPD","N","SUS","B","M","48","false",
"KC19098304","2019-12-28T00:00:00.000","18:45","2019-12-28T00:00:00.000","18:45","2019-12-28T00:00:00.000","18:45","Stealing – Shoplift","290","Vandalism/Destruction of Property","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19096846","2019-12-22T00:00:00.000","1:05","2019-12-22T00:00:00.000","1:05","2019-12-22T00:00:00.000","1:05","Alcohol Influence Report",,,"141","36TH and MAIN","KANSAS CITY",,,"CPD","N","ARR CHA SUS","W","F","30","false",
"KC19088683","2019-11-19T00:00:00.000","20:14","2019-11-12T00:00:00.000","19:00",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","411","00  NE 50TH CT","KANSAS CITY","64154",,"NPD","Y","VIC","B","F","20","false",
"KC19088594","2019-11-19T00:00:00.000","15:42","2019-11-19T00:00:00.000","13:40",,,"Stolen Auto","240","Motor Vehicle Theft","331","2700  INDIANA AVE","KANSAS CITY","64127","PJ2264","EPD","N","SUS","W","F","41","false",
"KC19056415","2019-07-28T00:00:00.000","9:00","2019-07-26T00:00:00.000","22:00","2019-07-28T00:00:00.000","9:00","Burglary (Residential)",,,"242","2300  E 72ND ST","KANSAS CITY",,"PJ5427","MPD","N","VIC","B","F","28","false","2300  E 72ND ST
KANSAS CITY,  
(38.996377, -94.560319)"
"KC19089270","2019-11-21T00:00:00.000","20:57","2019-11-21T00:00:00.000","18:16",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","309","4600  NE WINN RD","KANSAS CITY","64117",,"SCP","Y","SUS","B","M","26","false",
"KC19096406","2019-12-20T00:00:00.000","8:26","2019-12-20T00:00:00.000","8:26",,,"Trespass of Real Property","90J","Trespass of Real Property","115","00  W PERSHING RD","KANSAS CITY","64105","PJ1831","CPD","N","VIC",,,,"false",
"KC19095266","2019-12-16T00:00:00.000","7:19","2019-12-16T00:00:00.000","7:11",,,"Stolen Auto","240","Motor Vehicle Theft","421","9800  NW 87 TER","KANSAS CITY","64153",,"NPD","N","VIC",,,,"false","9800  NW 87 TER
KANSAS CITY,  64153
(39.253022, -94.695051)"
"KC19096316","2019-12-19T00:00:00.000","15:30","2019-12-16T00:00:00.000","19:00",,,"Assault (Non-Aggravated)","13B","Simple Assault","411","2000  NE RUSSELL RD","KANSAS CITY","64116",,"NPD","N","VIC","W","M","20","false",
"KC19088900","2019-11-20T00:00:00.000","15:04","2019-11-20T00:00:00.000","9:30",,,"Property Damage","290","Vandalism/Destruction of Property","531","1800  E 103RD ST","KANSAS CITY","64134",,"SPD","N","VIC",,,,"false",
"KC19089441","2019-11-22T00:00:00.000","16:29","2019-10-21T00:00:00.000","18:02","2019-10-21T00:00:00.000","18:24","Stealing – Shoplift","23C","Shoplifting","641","8100  N FLINTLOCK RD","KANSAS CITY","64158","PC0406","SCP","N","VIC",,,,"false",
"KC19098720","2019-12-30T00:00:00.000","13:00","2019-12-30T00:00:00.000","13:00",,,"City/Municipal Warrant Arrest",,,"OSPD","00  S WATER ST","LIBERTY","64056",,"OSPD","N","ARR CHA SUS","B","F","42","false",
"KC19094035","2019-12-11T00:00:00.000","9:51","2019-12-11T00:00:00.000","9:00",,,"Forgery","250","Counterfeiting / Forgery","636","8800  NE BIRMINGHAM RD","KANSAS CITY","64161","PC1390","SCP","N","SUS","W","F","23","false",
"KC19094445","2019-12-12T00:00:00.000","19:41","2019-12-12T00:00:00.000","19:41",,,"Domestic Violence Assault (Aggravated)","13C","Intimidation","412","5400  N SUMMIT ST","KANSAS CITY","64118",,"NPD","Y","VIC","B","F","25","false",
"KC19088121","2019-11-17T00:00:00.000","20:11","2019-11-17T00:00:00.000","20:10",,,"Robbery (Business)","120","Robbery","345","15700  E US 40 HWY","KANSAS CITY",,"PJ4026","EPD","N","SUS","B","M",,"true",
"KC19094426","2019-12-12T00:00:00.000","17:21","2019-12-12T00:00:00.000","17:00",,,"Stealing – Purse Snatch",,,"121","1700  INDEPENDENCE BLVD","KANSAS CITY","64106","PJ0663","CPD","N","VIC","B","F","29","false",
"KC19095917","2019-12-18T00:00:00.000","11:07","2019-12-18T00:00:00.000","11:00",,,"Vehicular – Injury",,,"641","N SKILES AVE and NE 82ND TER","KANSAS CITY","64158","PC0406","SCP","N","ARR CHA VDR","W","M","24","false",
"KC19094821","2019-12-14T00:00:00.000","4:04","2019-12-14T00:00:00.000","4:04",,,"Property Damage",,,"543","11400  DELMAR CIR","KANSAS CITY",,"PJ7202","SPD","N","VIC","B","M","37","false",
"KC19087566","2019-11-15T00:00:00.000","11:09","2019-11-15T00:00:00.000","11:00",,,"Stolen Auto",,,"323","1600  BELLEFONTAINE AVE","KANSAS CITY","64124",,"EPD","N","VIC","B","M","23","false",
"KC19062934","2019-08-20T00:00:00.000","13:19","2019-08-20T00:00:00.000","13:30",,,"Legacy Incident Report/Arrest",,,"533","10200  STATE LINE RD","KANSAS CITY","64114",,"SPD","N","ARR CHA SUS","B","M","29","false","10200  STATE LINE RD
KANSAS CITY,  64114
(38.945497, -94.608095)"
"KC19090269","2019-11-25T00:00:00.000","16:30","2019-11-26T00:00:00.000","5:12",,,"Property Damage",,,"534","11300  COLORADO AVE","KANSAS CITY",,,"SPD","N","VIC",,,,"false","11300  COLORADO AVE
KANSAS CITY,  
(38.919644, -94.529954)"
"KC19087867","2019-11-16T00:00:00.000","15:27","2019-11-16T00:00:00.000","15:27",,,"Disorderly Conduct","90C","Disorderly Conduct","312","8500  WILSON AVE","KANSAS CITY","64125","PJ0353","EPD","Y","VIC","W","M","55","false",
"KC19098709","2019-12-30T00:00:00.000","15:45","2019-12-28T00:00:00.000","17:00",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","OSPD","7800  NW ROANRIDGE RD","KANSAS CITY","64151",,"OSPD","Y","VIC","B","F","28","false",
"KC19097596","2019-12-25T00:00:00.000","15:08","2019-12-25T00:00:00.000","15:00",,,"Service of a Full Order of Protection",,,"533","00  W BRIDLESPUR DR","KANSAS CITY","64114","PJ6848","SPD","N","CMP VIC","W","M","70","false",
"KC19087558","2019-11-15T00:00:00.000","12:25","2019-11-15T00:00:00.000","12:31","2019-11-15T00:00:00.000","13:45","City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY",,,"OSPD","N","ARR CHA","W","M","33","false",
"KC19094876","2019-12-14T00:00:00.000","9:49","2019-12-14T00:00:00.000","9:49",,,"Stealing – Shoplift","23C","Shoplifting","313","3200  INDEPENDENCE AVE","KANSAS CITY","64123",,"EPD","N","VIC",,,,"false",
"KC19090885","2019-11-28T00:00:00.000","18:05","2019-11-28T00:00:00.000","6:00","2019-11-28T00:00:00.000","12:00","Stolen Auto","240","Motor Vehicle Theft","224","1700  E 63RD ST","KANSAS CITY","64130","PJ4883","MPD","N","VIC","B","M","63","false",
"KC19096689","2019-12-21T00:00:00.000","11:19","2019-12-21T00:00:00.000","3:00",,,"Kidnapping","100","Kidnapping / Abduction","543","11400  DELMAR CIR","KANSAS CITY",,"PJ7202","SPD","N","SUS","B","M",,"false",
"KC19094353","2019-12-12T00:00:00.000","13:25","2019-11-14T00:00:00.000","13:54",,,"Miscellaneous Investigation",,,"225","1700  63 ST E","KANSAS","64130",,"MPD","N","SUS","B","M","25","false",
"KC19058430","2019-08-04T00:00:00.000","20:34","2019-08-04T00:00:00.000","20:34",,,"Stealing – Shoplift","23C","Shoplifting","423","8500  N MADISON AVE","KANSAS CITY","64155","PC0323","NPD","N","VIC",,,,"false","8500  N MADISON AVE
KANSAS CITY,  64155
(39.248754, -94.593197)"
"KC19089332","2019-11-22T00:00:00.000","8:53","2019-11-01T00:00:00.000","12:15",,,"Recovered Property",,,"9999","17000  S US-71 HWY","BELTON","64012",,"OSPD","N","VIC","B","F","34","false",
"KC19092801","2019-12-06T00:00:00.000","12:45","2019-12-06T00:00:00.000","12:45",,,"Miscellaneous Investigation",,,"321","1800  WOODLAND AV","KANSAS CITY","64127",,"EPD","Y","SUS","B","M","43","false",
"KC19088939","2019-11-20T00:00:00.000","17:36","2019-11-20T00:00:00.000","17:36",,,"State Warrant Arrest",,,"123","1300  BROOKLYN AVE","KANSAS CITY","64124","PJ1225","CPD","N","ARR SUS","B","F","23","false",
"KC19094451","2019-12-12T00:00:00.000","20:30","2019-12-12T00:00:00.000","20:30",,,"City/Municipal Warrant Arrest",,,"242","E 75 ST and PROSPECT AVE","KANSAS CITY","64132",,"MPD","N","ARR CHA SUS","B","F","19","false",
"KC19087616","2019-11-15T00:00:00.000","16:53","2019-05-24T00:00:00.000","12:49",,,"Assault (Non-Aggravated)",,,"144","1300  BRUSH CREEK BLVD","KANSAS CITY","64111","PJ3714","CPD","N","SUS","U","M","46","false",
"KC19098841","2019-12-31T00:00:00.000","10:56","2019-08-31T00:00:00.000","12:00","2019-12-19T00:00:00.000","12:00","Stolen Auto","240","Motor Vehicle Theft","411","00  NE VIVION RD","KANSAS CITY","64148","PC0996","NPD","N","VIC",,,,"false",
"KC19093969","2019-12-10T00:00:00.000","22:52","2019-12-10T00:00:00.000","20:42","2019-12-10T00:00:00.000","20:43","Stolen Auto","240","Motor Vehicle Theft","313","2800  INDEPENDENCE BLVD","KANSAS CITY","64124","PJ0496","EPD","N","VIC",,,,"false",
"KC19061333","2019-08-14T00:00:00.000","19:15","2019-08-10T00:00:00.000","18:30",,,"Assault (Non-Aggravated)",,,"534","6200  E 113 ST","KANSAS CITY","64134",,"SPD","N","SUS","W","F","60","false","6200  E 113 ST
KANSAS CITY,  64134
(39.09933, -94.50974)"
"KC19095374","2019-12-16T00:00:00.000","14:04","2019-12-10T00:00:00.000","12:59","2019-12-10T00:00:00.000","16:50","Forgery",,,"112","800  E 12TH ST",,,,"CPD","N","SUS","B","M","39","false","800  E 12TH ST
,  
(30.856878, -96.967045)"
"KC19090663","2019-11-27T00:00:00.000","15:10","2019-11-27T00:00:00.000","15:10","2019-11-27T00:00:00.000","16:45","Trespass of Real Property","90J","Trespass of Real Property","345","E 42ND ST and PITTMAN RD","KANSAS CITY","64133","PJ3584","EPD","N","SUS CHA","W","M","27","false",
"KC19096993","2019-12-22T00:00:00.000","17:04","2019-12-22T00:00:00.000","17:00",,,"Stealing – Shoplift",,,"234","8600  WARD PARKWAY BLVD","KANSAS CITY","64114",,"MPD","N","VIC",,,,"false",
"KC19089852","2019-11-24T00:00:00.000","13:10","2019-11-24T00:00:00.000","13:10","2019-11-24T00:00:00.000","14:00","State Warrant Arrest",,,"345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","W","M","39","false",
"KC19088852","2019-11-20T00:00:00.000","13:58","2019-11-20T00:00:00.000","13:53",,,"Outside State Warrant Arrest",,,"222","E 54 ST E and S PASEO","KANSAS CITY",,,"MPD","N","SUS","W","M","18","false",
"KC19088415","2019-11-18T00:00:00.000","22:05","2019-11-18T00:00:00.000","22:00",,,"Rape","11A","Forcible Rape","342","6700  E 23RD TRFY","KANSAS CITY","64127",,"EPD","N","CMP VIC","W","F","19","false",
"KC19092750","2019-12-06T00:00:00.000","9:37","2019-11-14T00:00:00.000","13:00",,,"Recovered Property",,,"242","7600  PROSPECT AVE","KANSAS CITY","64130","PJ5702","MPD","N","SUS","W","M","35","false",
"KC19096617","2019-12-20T00:00:00.000","22:42","2019-12-21T00:00:00.000","0:05",,,"City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","N","ARR CHA SUS","W","M","33","false",
"KC19090367","2019-11-26T00:00:00.000","12:57","2019-11-26T00:00:00.000","12:57",,,"Assault (Non-Aggravated)","13B","Simple Assault","544","9500  WALLACE AVE","KANSAS CITY","64138","PJ6592","SPD","N","VIC","W","F","51","false",
"KC19056082","2019-07-26T00:00:00.000","21:15","2019-07-26T00:00:00.000","21:15",,,"Burglary (Residential)",,,"632","3000  NE 37 ST","KANSAS CITY",,,"SCP","N","VIC","I","M","32","false","3000  NE 37 ST
KANSAS CITY,  
(39.161368, -94.544581)"
"KC19069060","2019-09-10T00:00:00.000","18:20","2019-09-10T00:00:00.000","18:00","2019-09-10T00:00:00.000","18:00","Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","B","M","61","false",
"KC19088839","2019-11-20T00:00:00.000","12:36","2019-11-19T00:00:00.000","14:00",,,"Stealing – Shoplift","23C","Shoplifting","345","4200  STERLING AVE","KANSAS CITY","64133","PJ3601","EPD","N","SUS","W","M",,"false",
"KC19095303","2019-12-16T00:00:00.000","9:48","2019-12-08T00:00:00.000","10:32","2019-12-12T00:00:00.000","19:07","Stolen Auto",,,"425","700  N LONDON DR","KANSAS CITY","64153",,"NPD","N","VIC",,,,"false",
"KC19097033","2019-11-07T00:00:00.000","21:41","2019-11-07T00:00:00.000","12:00",,,"Abuse of a Child",,,"641","N BOOTH AVE and NE 82ND TER","KANSAS CITY","64158","PC0406","SCP","N","VIC","W","M",,"false",
"KC19065137","2019-08-27T00:00:00.000","20:05","2019-08-27T00:00:00.000","19:00",,,"Domestic Violence Assault (Aggravated)","13B","Simple Assault","413","62500  LONDON AVE","KANSAS CITY","64151",,"NPD","Y","ARR CHA SUS","B","M","30","false",
"KC19058634","2019-08-05T00:00:00.000","16:03","2019-08-05T00:00:00.000","15:55",,,"Possession/Sale/Distribution of a Controlled Substance",,,"145","3600  PROSPECT","KANSAS CITY","64131",,"CPD","N","ARR CHA SUS","B","M","40","false","3600  PROSPECT
KANSAS CITY,  64131
(39.060642, -94.55332)"
"KC19095661","2019-12-17T00:00:00.000","14:37","2019-12-17T00:00:00.000","14:37",,,"Violation of Ex-Parte Order of Protection","90Z","All Other Offenses","631","1300  NE 39TH ST","KANSAS CITY","64116",,"SCP","Y","VIC","W","F","28","false",
"KC19097024","2019-12-22T00:00:00.000","21:02","2019-12-22T00:00:00.000","21:00","2019-12-22T00:00:00.000","21:30","Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","W","M","27","false",
"KC19096619","2019-12-21T00:00:00.000","1:10","2019-12-21T00:00:00.000","0:38",,,"Assault (Aggravated)","13A","Aggravated Assault","544","E 87TH ST and S 350 HWY","KANSAS CITY",,,"SPD","N","SUS","B","M",,"true",
"KC19098692","2019-12-30T00:00:00.000","15:39","2019-12-30T00:00:00.000","14:33",,,"Stealing – Shoplift","23H","All Other Larceny","415","300  NW BARRY RD","KANSAS CITY","64155",,"NPD","N","SUS","W","M",,"false",
"KC19093530","2019-12-09T00:00:00.000","11:00","2019-12-09T00:00:00.000","10:26",,,"Assault (Non-Aggravated)","13B","Simple Assault","241","2300  E MEYER BLVD","KANSAS CITY","64131","PJ4990","MPD","N","ARR CHA SUS","B","M","50","false",
"KC19092125","2019-12-03T00:00:00.000","21:48","2019-12-03T00:00:00.000","21:48",,,"Robbery (Armed Street)","120","Robbery","423","300  NW 96TH ST","KANSAS CITY","64155",,"NPD","N","ARR CHA SUS","W","M","39","true",
"180032109","2019-03-07T00:00:00.000","13:53","2018-04-27T00:00:00.000","18:00","2018-04-30T00:00:00.000","12:00","Family Offense","90F",,"222","E 56 ST/HIGHLAND AV","KANSAS CITY","64130","PJ4428","MPD","Y","VIC","B","F",,"false",
"190000085","2019-01-01T00:00:00.000","11:32","2019-01-01T00:00:00.000","11:15",,,"Property Damage","290",,"333","3807 MONROE AV","KANSAS CITY","64130","PJ3124","EPD","Y","VIC","B","M","33","false",
"190000260","2019-01-02T00:00:00.000","1:14","2019-01-02T00:00:00.000","1:14",,,"Fraud/Confidence Gam","26A",,"133","E 58 ST/OLIVE ST","KANSAS CITY","64111","PJ4576","MPD","U","SUS","B","F",,"false",
"190000297","2019-01-02T00:00:00.000","9:24","2018-12-31T00:00:00.000","20:00","2019-01-01T00:00:00.000","20:00","Stealing Auto Parts/","23G",,"531","414 E 101 ST","KANSAS CITY","64131","PJ6695","SPD","U","VIC","W","M","28","false",
"190000332","2019-01-02T00:00:00.000","11:37","2019-01-02T00:00:00.000","8:30","2019-01-02T00:00:00.000","9:30","Stealing From Auto","23F",,"642","1301 NE 113 TE","KANSAS CITY","64155","PC0091","SCP","U","SUS","W","F",,"false",
"190000418","2019-01-02T00:00:00.000","14:52","2019-01-02T00:00:00.000","14:52",,,"Possession/Sale/Dist","35A",,"322","E 16 ST/CYPRESS AV","KANSAS CITY","64126","PJ1444","EPD","U","VIC",,,,"false",
"190000468","2019-01-02T00:00:00.000","17:44","2019-01-02T00:00:00.000","17:44",,,"Aggravated Assault (","13A",,"321","E 12 ST/CHESTNUT AV","KANSAS CITY","64125","PJ1088","EPD","U","VIC","B","F",,"true",
"190000484","2019-01-02T00:00:00.000","18:44","2019-01-02T00:00:00.000","18:44",,,"Trespassing","90J",,"332","E 36 ST/PROSPECT AV","KANSAS CITY","64128","PJ2944","EPD","U","ARR","B","M","40","false",
"190000553","2019-01-03T00:00:00.000","0:36","2019-01-03T00:00:00.000","0:36",,,"Property Damage","290",,"316","8503 WILSON AV APT 4","KANSAS CITY","64125","PJ0511","EPD","Y","VIC","B","F","29","false",
"190000627","2019-01-03T00:00:00.000","10:45","2019-01-02T00:00:00.000","14:00","2019-01-03T00:00:00.000","9:20","Burglary - Residence","220",,"643","9201 NE 94 ST","KANSAS CITY","64157","PC0249","SCP","U","VIC",,,,"false",
"190000716","2019-01-03T00:00:00.000","16:48","2018-12-15T00:00:00.000","10:00","2019-01-02T00:00:00.000","12:00","Stealing Bicycles","23H",,"141","E 36 ST/GILLHAM RD","KANSAS CITY","64111","PJ2858","CPD","U","SUS","U","U",,"false",
"190000833","2019-01-04T00:00:00.000","2:49","2019-01-04T00:00:00.000","2:49",,,"Weapons Law Violatio","520",,"324","E 26 ST/BRIGHTON AV","KANSAS CITY","64127","PJ2092","EPD","U","VIC",,,,"true",
"190000852","2019-01-04T00:00:00.000","7:15","2019-01-03T00:00:00.000","10:00",,,"Non Agg Assault Dome","13B",,"313","508 BENTON BL #2","KANSAS CITY","64124","PJ0590","EPD","Y","VIC","B","F","49","false",
"190000921","2019-01-04T00:00:00.000","11:37","2019-01-04T00:00:00.000","11:37",,,"Possession/Sale/Dist","35A",,"411","NW BRIARCLIFF PK W/M 9 HW","KANSAS CITY","64118","PC1119","NPD","U","VIC",,,,"false",
"190001074","2019-01-04T00:00:00.000","19:35","2019-01-04T00:00:00.000","19:35",,,"Possession/Sale/Dist","35A",,"123","E 23 ST/BROOKLYN AV","KANSAS CITY","64127","PJ1840","CPD","U","VIC",,,,"false",
"KC19027119","2019-04-13T00:00:00.000","10:38","2019-04-12T00:00:00.000","20:00","2019-04-14T00:00:00.000","10:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","631","4100  NE DAVIDSON RD","KANSAS CITY","64116","PC1199","SCP","N","VIC","B","M","40","false","4100  NE DAVIDSON RD
KANSAS CITY,  64116
(39.171999, -94.560342)"
"KC19031678","2019-05-01T00:00:00.000","4:32","2019-05-01T00:00:00.000","4:41",,,"Property Damage","290","Vandalism/Destruction of Property","314","400  SPRUCE AVE","KANSAS CITY",,"PJ0503","EPD","N","CMP VIC","B","M","20","false","400  SPRUCE AVE
KANSAS CITY,  
(39.10912, -94.531703)"
"KC19028843","2019-04-20T00:00:00.000","11:09","2019-04-20T00:00:00.000","11:09","2019-04-20T00:00:00.000","12:35","Recovered Stolen Auto","35A","Drug / Narcotic Violations","332","PROSPECT AVE and PASEO","KANSAS CITY","64109",,"EPD","N","ARR CHA SUS","W","M","30","false",
"KC19030509","2019-04-26T00:00:00.000","13:11","2019-04-26T00:00:00.000","13:11",,,"Stealing – Shoplift","23C","Shoplifting","411","300  NE ENGLEWOOD RD","KANSAS CITY","64118",,"NPD","N","SUS","B","F","28","false","300  NE ENGLEWOOD RD
KANSAS CITY,  64118
(39.195654, -94.577803)"
"KC19023846","2019-04-02T00:00:00.000","15:26","2019-04-02T00:00:00.000","12:45",,,"Stealing – Other","23H","All Other Larceny","641","N FLINTLOCK RD and NE 152 HWY","KANSAS CITY","64156",,,"N","VIC",,,,"false",
"190001194","2019-01-05T00:00:00.000","12:13","2019-01-05T00:00:00.000","12:13",,,"Disorderly Conduct","90C",,"144","4532 PASEO","KANSAS CITY","64110","PJ3641","CPD","U","ARR","B","F","33","false","4532 PASEO
KANSAS CITY,  64110
(39.043977, -94.568262)"
"190001294","2019-01-05T00:00:00.000","16:38","2019-01-05T00:00:00.000","16:38",,,"Forcible Sodomy","11B",,"312","500  BLUE RIDGE BL","KANSAS CITY","64126","PJ0700","EPD","U","SUS","W","M",,"false",
"190001320","2019-01-05T00:00:00.000","20:50","2019-01-05T00:00:00.000","20:50",,,"Non Aggravated Assau","13B",,"134","W 47 ST/CENTRAL ST","KANSAS CITY","64112","PJ3703","CPD","U","SUS","W","M",,"false",
"190001374","2019-01-06T00:00:00.000","1:26","2019-01-06T00:00:00.000","1:26",,,"Stolen Property OFFE","280",,"124","E 26 ST/GARFIELD AV","KANSAS CITY","64127","PJ2090","CPD","U","VIC","W","M",,"false",
"190001480","2019-01-06T00:00:00.000","9:59","2019-01-05T00:00:00.000","20:30",,,"Property Damage","290",,"221","303 EMANUEL CLEAVER II BL #105","KANSAS CITY","64112","PJ3774","MPD","U","SUS","U","U",,"false",
"190001546","2019-01-06T00:00:00.000","21:21","2019-01-06T00:00:00.000","20:40",,,"Non Aggravated Assau","13B",,"531","551 E 99 ST","KANSAS CITY","64114","PJ6659","SPD","U","SUS","B","F",,"false",
"190001573","2019-01-06T00:00:00.000","23:00","2019-01-06T00:00:00.000","23:00",,,"Aggravated Assault (","13A",,"233","700 E 85 ST","KANSAS CITY","64132","PJ6060","MPD","U","SUS","B","M",,"false",
"190001578","2019-01-07T00:00:00.000","1:35","2019-01-07T00:00:00.000","1:35",,,"Misc Violation","90Z",,"324","2326 ELMWOOD AV","KCMO","64128","PJ1954","EPD","U","SUS","U","U",,"false",
"190001711","2019-01-07T00:00:00.000","13:30","2019-01-06T00:00:00.000","5:00","2019-01-06T00:00:00.000","9:00","Stealing All Other","23H",,"123","E 31 ST/PASEO","KANSAS CITY","64109","PJ2436","CPD","U","SUS","U","U",,"false",
"190001862","2019-01-07T00:00:00.000","22:51","2019-01-07T00:00:00.000","22:51",,,"Armed Robbery","120",,"321","E 11 ST/PROSPECT AV","KANSAS CITY","64124","PJ0983","EPD","U","SUS","B","F",,"true",
"190002009","2019-01-08T00:00:00.000","12:01","2019-01-08T00:00:00.000","12:01",,,"Possession of Drug E","35B",,"322","E 23 ST/LISTER AV","KANSAS CITY","64127","PJ1878","EPD","U","VIC",,,,"false",
"190002075","2019-01-08T00:00:00.000","15:10","2019-01-08T00:00:00.000","15:10",,,"Misc Violation","90Z",,"242","905 E 76 TE","KANSAS CITY","64132","PJ5714","MPD","U","VIC",,,,"false",
"190002116","2019-01-08T00:00:00.000","16:33","2019-01-08T00:00:00.000","16:33",,,"Arson","200",,"342","5544 BONITA AV","KCMO","64127","PJ2337","EPD","U","VIC","B","F","23","false",
"190002322","2019-01-09T00:00:00.000","14:24","2019-01-09T00:00:00.000","14:24",,,"Burglary - Residence","220",,"212","7030 SOUTH BENTON AV","KANSAS CITY","64130","PJ5370","MPD","U","SUS","B","M","27","false",
"190002441","2019-01-09T00:00:00.000","22:05","2019-01-08T00:00:00.000","19:15",,,"Property Damage","290",,"642","N BRIGHTON AV/NE M 152 HW","KANSAS CITY","64158","PC0374","SCP","U","SUS","W","M",,"false",
"190002522","2019-01-10T00:00:00.000","9:13","2019-01-10T00:00:00.000","9:13",,,"Property Damage","290",,"332","3640 CLEVELAND AV","KANSAS CITY","64130","PJ2965","EPD","U","VIC","B","F","29","false",
"190002559","2019-01-10T00:00:00.000","12:06","2019-01-06T00:00:00.000","10:00",,,"Burglary - Residence","220",,"533","600 W 107 ST #110","KANSAS CITY","64114","PJ6815","SPD","U","VIC","W","F","76","false",
"190002769","2019-01-11T00:00:00.000","10:23","2019-01-11T00:00:00.000","10:23",,,"Stealing Shoplifting","23C",,"232","6415 TROOST AV","KANSAS CITY","64110","PJ4974","MPD","U","VIC",,,,"false",
"190002853","2019-01-11T00:00:00.000","15:32","2019-01-11T00:00:00.000","15:30",,,"Non Agg Assault Dome","13B",,"332","3537 BALES AV","KANSAS CITY","64127","PJ2887","EPD","Y","SUS","B","M","38","false",
"190002906","2019-01-11T00:00:00.000","19:06","2019-01-11T00:00:00.000","19:00",,,"Non Agg Assault Dome","13B",,"131","1218 W 39 ST #2FLOO","KANSAS CITY","64111","PJ3040","CPD","U","SUS","B","F","33","false",
"190002930","2019-01-11T00:00:00.000","20:58","2019-01-11T00:00:00.000","20:58",,,"Resisting an Officer","90Z",,"535","14540 S US 71 HWY WEST FRONT RD","KANSAS CITY","64134","PJ7443","SPD","N","ARR","B","M","24","false",
"190003196","2019-01-13T00:00:00.000","9:12","2018-09-01T00:00:00.000","4:00","2019-01-13T00:00:00.000","8:30","Stealing Shoplifting","23C",,"422","6200 NW BARRY RD","KANSAS CITY","64152","PP0347","NPD","U","VIC",,,,"false",
"190003237","2019-01-13T00:00:00.000","12:02","2019-01-13T00:00:00.000","12:02",,,"Non Agg Assault Dome","13B",,"422","5604 NW 86 TE #C90","KANSAS CITY","64154","PP0303","NPD","Y","VIC","W","F","42","false",
"190003413","2019-01-14T00:00:00.000","9:44","2019-01-12T00:00:00.000","22:00","2019-01-14T00:00:00.000","5:30","Auto Theft","240",,"134","W 47 ST/PENNSYLVANIA AV","KANSAS CITY","64111","PJ3688","CPD","U","SUS","U","U",,"false",
"190003427","2019-01-14T00:00:00.000","10:45","2019-01-14T00:00:00.000","9:15",,,"Non Aggravated Assau","13B",,"212","BLUE PK/EASTWOOD TR","KANSAS CITY","64130","PJ4311","MPD","U","SUS","B","F","20","false",
"190003584","2019-01-14T00:00:00.000","18:26","2019-01-14T00:00:00.000","18:26",,,"Stealing All Other","23H",,"233","8008 EUCLID AV","KANSAS CITY","64130","PJ5915","MPD","N","SUS","B","M","40","false",
"190003619","2019-01-14T00:00:00.000","20:53","2019-01-14T00:00:00.000","20:50",,,"Misc Violation","90Z",,"142","2007 E 37 ST","KANSAS CITY","64111","PJ2998","CPD","U","VIC","B","F",,"false",
