"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2019-01-02| City of Mesa110","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-02T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Los Angeles","t-mobile usa inc.","Chrome","mobile","California","0"
"2019-01-02| City of Mesa111","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-02T00:00:00.000","| City of Mesa","1","1","5","1","0","0","1","1","1","New York","telx","Chrome","desktop","New York","10"
"2019-01-02| City of Mesa112","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-02T00:00:00.000","| City of Mesa","1","1","4","0","0","0","1","0","0","Orem","xmission l.c.","Chrome","desktop","Utah","0"
"2019-01-03| City of Mesa113","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Los Angeles","at&amp;t mobility llc","Safari","mobile","California","0"
"2019-01-03| City of Mesa114","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","14","0","0","0","1","0","0","Bengaluru","atria convergence technologies pvt. ltd.","Chrome","desktop","Karnataka","0"
"2019-01-03| City of Mesa115","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","33","1","0","50","1","1","1","South Haven","bloomingdale communications","Chrome","desktop","Michigan","33"
"2019-01-03| City of Mesa116","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Ridgeland","bomgar","Chrome","desktop","Mississippi","0"
"2019-01-03| City of Mesa117","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","cellco partnership dba verizon wireless","Chrome","mobile","Arizona","0"
"2019-01-03| City of Mesa118","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Phoenix","cellco partnership dba verizon wireless","Safari","mobile","Arizona","0"
"2019-01-03| City of Mesa119","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","2","28","1","100","50","2","1","1","Phoenix","centurylink communications llc","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa120","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Scottsdale","centurylink communications llc","Edge","desktop","Arizona","0"
"2019-01-03| City of Mesa121","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","5","0","0","50","1","0","0","Mesa","centurylink communications llc","Chrome","mobile","Arizona","0"
"2019-01-03| City of Mesa122","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","4","4","251","4","25","25","4","0","4","Mesa","city of mesa","Chrome","desktop","Arizona","395.25"
"2019-01-03| City of Mesa123","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","5","5","44","4","50","40","5","0","4","Mesa","city of mesa","Internet Explorer","desktop","Arizona","39"
"2019-01-03| City of Mesa124","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","8","1","0","0","1","1","1","Tucson","city of tucson","Internet Explorer","desktop","Arizona","18"
"2019-01-03| City of Mesa125","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","3","3","6","1","0","33.33","1","1","1","Hockessin","corporation service company","Internet Explorer","desktop","Delaware","12"
"2019-01-03| City of Mesa126","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Chandler","cox communications","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa127","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Mesa","cox communications","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa128","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","3","2","4","1","0","33.33","2","0","1","Scottsdale","cox communications","Chrome","desktop","Arizona","62"
"2019-01-03| City of Mesa129","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","20","0","0","0","1","0","0","Gilbert","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa130","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","3","3","13","0","0","66.67","3","0","0","Mesa","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa131","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Scottsdale","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa132","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","6","0","0","0","1","0","0","Sierra Vista","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-03| City of Mesa133","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","21","1","0","50","1","1","1","Tempe","cox communications inc.","Chrome","desktop","Arizona","85"
"2019-01-03| City of Mesa134","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","8","1","0","0","1","0","1","Tempe","cox communications inc.","Safari","desktop","Arizona","540"
"2019-01-03| City of Mesa135","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","3","2","7","2","50","66.67","2","0","2","Mesa","cox communications inc.","Safari","mobile","Arizona","3.5"
"2019-01-03| City of Mesa136","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Mesa","cox communications inc.","Samsung Internet","mobile","Arizona","0"
"2019-01-03| City of Mesa137","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","11","1","0","0","1","1","1","Gilbert","cox communications inc.","Safari","tablet","Arizona","1456"
"2019-01-03| City of Mesa138","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","1","16","1","0","0","1","1","1","Wichita","cox communications inc.","Chrome","mobile","Kansas","40"
"2019-01-03| City of Mesa139","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","30","1","0","0","1","1","1","Cebu City","eastern telecoms philippines inc.","Chrome","desktop","Central Visayas","55"
"2019-01-03| City of Mesa140","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","10","3","180","0","0","0","1","0","0","Phoenix","haydon building corp","Internet Explorer","desktop","Arizona","0"
"2019-01-03| City of Mesa141","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Phoenix","maricopa county","Internet Explorer","desktop","Arizona","0"
"2019-01-03| City of Mesa142","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","4","1","55","0","0","25","1","0","0","San Francisco","mci communications services inc. d/b/a verizon bus","Chrome","desktop","California","0"
"2019-01-03| City of Mesa143","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","18","18","0","18","100","100","18","18","18","Chicago","microsoft corporation","Internet Explorer","desktop","Illinois","0"
"2019-01-03| City of Mesa144","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","2","0","2","50","50","2","2","2","San Antonio","microsoft corporation","Chrome","desktop","Texas","0"
"2019-01-03| City of Mesa145","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","0","0","1","1","1","Cheyenne","microsoft corporation","Chrome","desktop","Wyoming","0"
"2019-01-03| City of Mesa146","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","5","0","0","0","1","0","0","Denver","sprint englewood pop","Safari","mobile","Colorado","0"
"2019-01-03| City of Mesa147","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","2","19","1","0","50","2","1","1","Phoenix","sprint phoenix pop","Chrome","mobile","Arizona","19"
"2019-01-03| City of Mesa148","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","t-mobile usa inc.","Chrome","mobile","Arizona","0"
"2019-01-03| City of Mesa149","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Los Angeles","t-mobile usa inc.","Chrome","mobile","California","0"
"2019-01-03| City of Mesa150","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","2","2","29","1","0","0","1","0","1","Los Angeles","t-mobile usa inc.","Samsung Internet","mobile","California","58"
"2019-01-03| City of Mesa151","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Udaipur","ucom digital private limited","Chrome","desktop","Rajasthan","0"
"2019-01-03| City of Mesa152","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-03T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Willcox","valley connections llc","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa153","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Phoenix","cellco partnership dba verizon wireless","Chrome","mobile","Arizona","0"
"2019-01-04| City of Mesa154","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","5","3","11","3","33.33","40","2","0","3","Phoenix","cellco partnership dba verizon wireless","Safari","mobile","Arizona","56.33"
"2019-01-04| City of Mesa155","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Phoenix","centurylink communications llc","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa156","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","1494","0","0","0","1","0","0","Mesa","centurylink communications llc","Internet Explorer","desktop","Arizona","0"
"2019-01-04| City of Mesa157","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","3","1","71","1","0","33.33","1","1","1","Phoenix","centurylink communications llc","Chrome","mobile","Arizona","160"
"2019-01-04| City of Mesa158","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","34","0","0","0","1","0","0","Mesa","centurylink communications llc","Safari","mobile","Arizona","0"
"2019-01-04| City of Mesa159","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","2","1","25","1","0","50","1","1","1","Phoenix","centurylink communications llc","Safari","mobile","Arizona","25"
"2019-01-04| City of Mesa160","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","2","2","687","0","0","50","1","0","0","Spring Hill","charter communications","Chrome","desktop","Tennessee","0"
"2019-01-04| City of Mesa161","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","2","0","0","0","1","0","0","Mesa","city of mesa","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa162","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Mesa","community bridges","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa163","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","6","4","127","3","66.67","66.67","3","1","3","Mesa","cox communications","Chrome","desktop","Arizona","84.67"
"2019-01-04| City of Mesa164","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","20","0","0","0","1","0","0","Gilbert","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa165","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","7","0","0","0","1","0","0","Mesa","cox communications inc.","Chrome","desktop","Arizona","0"
"2019-01-04| City of Mesa166","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","39","1","0","0","1","1","1","Mesa","cox communications inc.","Firefox","desktop","Arizona","160"
"2019-01-04| City of Mesa167","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","2","2","0","2","100","100","2","2","2","Gilbert","cox communications inc.","Internet Explorer","desktop","Arizona","0"
"2019-01-04| City of Mesa168","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","25","0","0","0","1","0","0","Glendale","cox communications inc.","Internet Explorer","desktop","Arizona","0"
"2019-01-04| City of Mesa169","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Gilbert","cox communications inc.","Chrome","mobile","Arizona","0"
"2019-01-04| City of Mesa170","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Mesa","cox communications inc.","Chrome","mobile","Arizona","0"
"2019-01-04| City of Mesa171","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","6","0","0","0","1","0","0","Chandler","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-04| City of Mesa172","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","cox communications inc.","Safari","mobile","Arizona","0"
"2019-01-04| City of Mesa173","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","365","0","0","0","1","0","0","Mesa","cox communications inc.","Samsung Internet","mobile","Arizona","0"
"2019-01-04| City of Mesa174","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","21","0","0","0","1","0","0","Queen Creek","cox communications inc.","Samsung Internet","mobile","Arizona","0"
"2019-01-04| City of Mesa175","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","0","1","Mesa","cox communications inc.","Amazon Silk","tablet","Arizona","0"
"2019-01-04| City of Mesa176","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Mesa","cox communications inc.","Chrome","tablet","Arizona","0"
"2019-01-04| City of Mesa177","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","North Port","frontier communications corporation","Safari","mobile","Florida","0"
"2019-01-04| City of Mesa178","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","1712","0","0","0","1","0","0","Mountain View","google llc","Chrome","desktop","California","0"
"2019-01-04| City of Mesa179","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","(not set)","microsoft corporation","Chrome","desktop","(not set)","0"
"2019-01-04| City of Mesa180","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","23","23","0","23","100","100","23","23","23","Chicago","microsoft corporation","Internet Explorer","desktop","Illinois","0"
"2019-01-04| City of Mesa181","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","73","0","0","0","1","0","0","Chandler","paypal inc.","Internet Explorer","desktop","Arizona","0"
"2019-01-04| City of Mesa182","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","Targovishte","subscribers targovishte pppoe 40","Internet Explorer","desktop","Targovishte Province","0"
"2019-01-04| City of Mesa183","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Phoenix","t-mobile usa inc.","Chrome","mobile","Arizona","0"
"2019-01-04| City of Mesa184","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","0","1","100","100","1","1","1","West Valley City","vivint wireless inc.","Safari","mobile","Utah","0"
"2019-01-04| City of Mesa185","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-04T00:00:00.000","| City of Mesa","1","1","3","0","0","0","1","0","0","Reston","zscaler inc.","Chrome","desktop","Virginia","0"
"2019-01-05| City of Mesa186","City Of Mesa","2019-01-01T00:00:00.000","2019","2019-01-05T00:00:00.000","| City of Mesa","1","1","0","0","0","100","1","0","0","Dallas","at&amp;t mobility llc","Safari","mobile","Texas","0"
