"street","x_street","direction","st_facing","dist","cnn","concatenat","mtab_date","mtab_reso_text","mtab_motion","status","workorder","install_date","shape",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"SHIELDS","RAMSELL","SW","EB",,"22698000.0","SHIELDS & RAMSELL",,,,,,,"POINT (-122.466225 37.717907)","65","65","10","1","24"
"OAKDALE","INGALLS","NE","WB","0","20131000.0","OAKDALE & INGALLS",,,,,,,"POINT (-122.38287 37.730335)","78","78","2","9","1"
"DELTA","WILDE",,"SB",,"20838000.0",,,,,,,,"POINT (-122.40726 37.717815)","75","75","9","9","40"
"GILLETTE","BLANKEN","NW","SB","0","20268000.0","GILLETTE & BLANKEN",,,,,,,"POINT (-122.39647 37.71099)","89","89","2","9","1"
"BRODERICK","UNION","NW","SB","0","26879000.0","BRODERICK ST & UNION ST",,,,,,,"POINT (-122.44375 37.796032)","14","14","4","6","13"
"PRAGUE","PERSIA","SE","NB","0","21626000.0","PRAGUE ST & PERSIA AVE",,,,"I",,,"POINT (-122.42718 37.718937)","90","90","9","1","7"
"COLBY","DWIGHT","SE","NB","0","20874000.0","COLBY ST & DWIGHT ST",,,,,,,"POINT (-122.41098 37.72171)","91","91","2","2","25"
"BENNINGTON","CORTLAND","NW","SB","00","21221000.0","BENNINGTON & CORTLAND",,,,,,,"POINT (-122.41776 37.739178)","61","61","9","2","2"
"30TH ST","CHURCH ST",,"WB",,"21876000.0",,,,,,,,"POINT (-122.426506 37.742085)","59","59","9","5","10"
"MOSCOW","AVALON","SE","NB","0","21637000.0","MOSCOW & AVALON",,,,,,,"POINT (-122.425285 37.724377)","90","90","9","1","7"
"PROSPER","16TH ST","SE","NB",,"25798000.0","PROSPER ST & 16TH ST","20170307000000",,"170307-025","I",,,"POINT (-122.43169 37.76432)","38","38","3","5","5"
"26TH ST","TREAT","SW","EB",,"23981000.0","26TH ST & TREAT ST",,,,,,,"POINT (-122.412674 37.749367)","53","53","3","2","20"
"ANZA","06TH AVE","SW","EB","0","27275000.0","ANZA ST & 06TH AVE",,,,,,,"POINT (-122.464134 37.779087)","5","5","8","4","11"
"AMAZON","VIENNA","SW","EB",,"21408000.0","AMAZON & VIENNA",,,,,,,"POINT (-122.43448 37.71506)","90","90","9","1","7"
"18TH ST","HARRISON","NE","WB","0","24051000.0","18TH ST & HARRISON",,,,,,,"POINT (-122.412834 37.762226)","53","53","3","2","20"
"GRAFTON","HAROLD","NE","WB","0","22208000.0","GRAFTON AVE & HAROLD AVE",,,,,,,"POINT (-122.45308 37.720036)","64","64","10","1","24"
"17TH ST","ROOSEVELT","SW","EB","0","26205000.0","17TH ST & ROOSEVELT",,,,,,,"POINT (-122.4453 37.761875)","115","115","7","5","5"
"21ST AVE","CLEMENT","SE","NB","0","27539000.0","21ST AVE & CLEMENT",,,,,,,"POINT (-122.480576 37.782207)","8","8","8","4","29"
"GREAT HIGHWAY","RIVERA","SE","NB",,"23514000.0","GREAT HIGHWAY & RIVERA",,,,,,,"POINT (-122.50743 37.745388)","39","39","10","7","35"
"ULLOA","33RD AVE","SW","EB","0","23353000.0","ULLOA ST & 33RD AVE",,,,,,,"POINT (-122.49055 37.740517)","40","40","10","7","35"
"WILLIAMS","REDDY","SW","EB",,"20525000.0","WILLIAMS AVE & REDDY ST",,,,,,,"POINT (-122.39536 37.72965)","86","86","2","9","1"
"DIVISADERO","GREEN","NW","SB","0","26871000.0","DIVISADERO ST & GREEN ST",,,,,,,"POINT (-122.44189 37.795315)","102","102","4","6","30"
"DONNER","INGALLS","SW","EB","0","20449000.0","DONNER & INGALLS",,,,,,,"POINT (-122.39017 37.72222)","88","88","2","9","1"
"LEAVENWORTH","JEFFERSON","SE","NB","0","25599000.0","LEAVENWORTH ST & JEFFERSON",,,,,,,"POINT (-122.419075 37.807796)","99","99","6","3","23"
"JERSEY ST","NOE","NE","WB","0","25737000.0","JERSEY ST & NOE",,,,,,,"POINT (-122.43178 37.75062)","84","84","3","5","22"
"27TH ST","DOLORES","SW","EB","0","21900000.0","27TH ST & DOLORES",,,,"I",,,"POINT (-122.424675 37.74703)","84","84","9","5","22"
"GREENWICH","STEINER","NE","WB","0","26765000.0","GREENWICH ST & STEINER ST",,,,,,,"POINT (-122.4375 37.798737)","15","15","4","6","13"
"SACRAMENTO","PIERCE","SW","EB",,"26638000.0","SACRAMENTO ST & PIERCE ST",,,,"I",,,"POINT (-122.4373 37.789417)","102","102","4","6","30"
"ARLINGTON","ROANOKE",,"EB",,"33878000.0","ARLINGTON & ROANOKE",,,,,,,"POINT (-122.42898 37.73548)","59","59","9","5","10"
"EUREKA","18TH ST","NW","SB","00","25819000.0","EUREKA & 18TH ST",,,,,,,"POINT (-122.438255 37.76069)","115","115","3","5","5"
"23RD AVE","NORIEGA","SE","NB","0","27381000.0","23RD AVE & NORIEGA",,,,,,,"POINT (-122.48074 37.754047)","39","39","10","7","35"
"33RD AVE","KIRKHAM","SE","NB","0","27714000.0","33RD AVE & KIRKHAM",,,,,,,"POINT (-122.49185 37.759167)","39","39","10","7","35"
"ALLISON","MORSE","NW","SB","0","21467000.0","ALLISON & MORSE",,,,,,,"POINT (-122.441574 37.712376)","58","58","9","1","7"
"CHANNEL","EL DORADO","SW","EB",,"19993000.0","CHANNEL ST & EL DORADO ST",,,,"I","19-7529","20190503000000","POINT (-122.39378 37.772614)","34","34","1","10","4"
"39TH AVE","SANTIAGO","SE","NB","0","23464000.0","39TH AVE & SANTIAGO",,,,,,,"POINT (-122.49724 37.74397)","39","39","10","7","35"
"JERROLD AVE","PHELPS","SW","EB","0","20672000.0","JERROLD AVE & PHELPS",,,,,,,"POINT (-122.39126 37.73985)","86","86","2","9","1"
"PERSIA","OCEAN","SE","NB","0","21748000.0","PERSIA AVE & OCEAN AVE",,,,,,,"POINT (-122.43644 37.72378)","80","80","9","1","28"
"FUNSTON","GEARY","NW","SB","0","27481000.0","FUNSTON & GEARY",,,,,,,"POINT (-122.47176 37.780678)","5","5","8","4","11"
"ELLIOT","RAYMOND","SE","NB",,"20385000.0","ELLIOT ST & RAYMOND AVE",,,,,,,"POINT (-122.4113 37.714363)","75","75","9","9","40"
"LAGUNA ST","WASHINGTON","NW","SB","0","26558000.0","LAGUNA ST & WASHINGTON",,,,,,,"POINT (-122.429436 37.792213)","102","102","4","6","30"
"WOOD","GEARY","NW","SB","0","26907000.0","WOOD & GEARY",,,,,,,"POINT (-122.449066 37.78231)","11","11","8","4","18"
"STOCKTON","GREENWICH","SE","NB","0","25395000.0","STOCKTON & GREENWICH",,,,,,,"POINT (-122.409546 37.802296)","106","106","6","3","23"
"DARTMOUTH","DWIGHT","SE","NB",,"20866000.0","DARTMOUTH ST & DWIGHT ST",,,,,,,"POINT (-122.40999 37.72197)","91","91","2","2","25"
"27TH AVE","LAWTON","SE","NB","0","27404000.0","27TH AVE & LAWTON",,,,,,,"POINT (-122.48529 37.757584)","39","39","10","7","35"
"BRADY","COLTON",,"EB",,"24394000.0","BRADY & COLTON",,,,,,,"POINT (-122.42039 37.772865)","32","32","1","10","20"
"25TH AVE","EL CAMINO DEL MAR","SE","NB","0","27662000.0","25TH AVE & EL CAMINO DEL MAR",,,,,,,"POINT (-122.48527 37.787605)","1","1","8","6","33"
"ALEMANY BIKE PATH","BAYSHORE","SW","EB","0","33674000.0",,,,,"I","19-8108","20210112000000","POINT (-122.4069 37.73796)","82","82","2","9","1"
"HAZELWOOD","BRENTWOOD","SE","NB","0","22799000.0","HAZELWOOD & BRENTWOOD",,,,,,,"POINT (-122.456505 37.73426)","70","70","9","8","41"
"19TH AVE","BALBOA","NW","SB","0","27496000.0","19TH AVE & BALBOA",,,,,,,"POINT (-122.47802 37.77659)","5","5","8","4","29"
"42ND AVE","JUDAH","NW","SB","0","27797000.0","42ND AVE & JUDAH",,,,,,,"POINT (-122.501625 37.76061)","39","39","10","7","35"
"LAWTON","17TH AVE","NE","WB","0","27331000.0","LAWTON ST & 17TH AVE",,,,,,,"POINT (-122.47458 37.758057)","44","44","10","8","14"
"WASHINGTON","LAGUNA","NE","WB","0","26558000.0","WASHINGTON ST & LAGUNA",,,,,,,"POINT (-122.429436 37.792213)","102","102","4","6","30"
"PERSIA","LISBON",,"WB",,"21719000.0","PERSIA AVE & LISBON ST",,,,,,,"POINT (-122.43359 37.721996)","90","90","9","1","7"
"26TH AVE","KIRKHAM","SE","NB","0","27425000.0","26TH AVE & KIRKHAM",,,,,,,"POINT (-122.48435 37.759495)","39","39","10","7","35"
"GREEN","BRODERICK","SW","EB","0","26878000.0","GREEN & BRODERICK",,,,,,,"POINT (-122.44356 37.7951)","102","102","4","6","30"
"SAN JOSE","LAKEVIEW","NW","SB",,"21575000.0","SAN JOSE & LAKEVIEW",,,,,,,"POINT (-122.45036 37.716164)","81","81","10","1","24"
"OCTAVIA","BROADWAY","SE","NB","0","26571000.0","OCTAVIA ST & BROADWAY",,,,,,,"POINT (-122.42833 37.7951)","102","102","4","6","30"
"25TH ST","FLORIDA","NE","WB",,"23956000.0","25TH ST & FLORIDA",,,,,,,"POINT (-122.409904 37.75114)","53","53","3","2","20"
"23RD ST","DAKOTA ST","NE","WB",,"23641000.0","23RD ST & DAKOTA ST","20161004000000",,"16-136","I","18-6901",,"POINT (-122.39666 37.754704)","54","54","2","9","26"
"MISSISSIPPI","MARIPOSA","NW","SB","0","23674000.0","MISSISSIPPI & MARIPOSA",,,,,,,"POINT (-122.3947 37.763958)","54","54","2","9","26"
"LEVANT ST","STATES","SE","NB","0","26167000.0","LEVANT ST & STATES",,,,,,,"POINT (-122.44231 37.765)","113","113","7","5","5"
"VALLEY","CASTRO","SW","EB",,"22005000.0","VALLEY ST & CASTRO ST",,,,"I",,,"POINT (-122.43338 37.74411)","84","84","9","5","22"
"DOUGLASS","19TH ST","NW","SB","0","26138000.0","DOUGLASS & 19TH ST",,,,,,,"POINT (-122.439156 37.75902)","115","115","3","5","5"
"VICENTE","20TH AVE","SW","EB",,"23168000.0","VICENTE ST & 20TH AVE",,,,"I",,,"POINT (-122.47647 37.739273)","40","40","10","7","35"
"JERROLD AVE","FRIEDELL ST","NE","WB",,,"JERROLD AVE & FRIEDELL ST","20170620000000",,"170620-076",,,,"POINT (-122.37024 37.727936)","78","78","2","9","1"
"27TH AVE","SANTIAGO","NW","SB","0","23278000.0","27TH AVE & SANTIAGO",,,,,,,"POINT (-122.48438 37.744534)","40","40","10","7","35"
"LOMBARD","POLK",,"WB",,"26691000.0","LOMBARD ST & POLK ST",,,,"I",,,"POINT (-122.42289 37.80155)","107","107","4","6","32"
"BAKER","BEACH","SE","NB",,"27018000.0","BAKER ST & BEACH ST","20181215000000",,"181218-155","I","18-7026","20190315000000","POINT (-122.4469 37.80328)","17","17","4","6","13"
"NEWCOMB","MENDELL","NE","WB",,"20661000.0","NEWCOMB AVE & MENDELL ST",,,,,,,"POINT (-122.389755 37.735218)","86","86","2","9","1"
"26TH AVE","ANZA","NW","SB","0","27548000.0","26TH AVE & ANZA",,,,,,,"POINT (-122.48566 37.77811)","8","8","8","4","29"
"THERESA","ALEMANY","SW","EB","0","21766000.0","THERESA & ALEMANY",,,,,,,"POINT (-122.43446 37.728725)","94","94","9","1","28"
"25TH AVE","NORIEGA","NW","SB","0","27384000.0","25TH AVE & NORIEGA",,,,,,,"POINT (-122.48289 37.753952)","39","39","10","7","35"
"GREENWICH","SCOTT","NE","WB","0","26966000.0","GREENWICH ST & SCOTT ST",,,,,,,"POINT (-122.44079 37.79832)","14","14","4","6","13"
"BAY","DIVISADERO","NE","WB","0","27004000.0","BAY ST & DIVISADERO ST",,,,"I",,,"POINT (-122.44321 37.801834)","17","17","4","6","13"
"JENNINGS ST","CARGO","SE","NB","0","33104000.0","JENNINGS ST & CARGO",,,,,,,"POINT (-122.37683 37.74019)","56","56","2","9","1"
"PACIFIC","PRESIDIO","NE","WB","0","26956000.0","PACIFIC & PRESIDIO",,,,,,,"POINT (-122.44766 37.7917)","10","10","8","6","31"
"ELSIE","HOLLY PARK","NW","SB",,"21259000.0","ELSIE & HOLLY PARK",,,,,,,"POINT (-122.42067 37.73792)","61","61","9","2","2"
"BERRY","07TH ST","SW","EB","0","23851000.0","BERRY ST & 07TH ST",,,,,,,"POINT (-122.40001 37.77051)","34","34","1","10","4"
"OCTAVIA","VALLEJO","SE","NB","0","26575000.0","OCTAVIA ST & VALLEJO ST",,,,,,,"POINT (-122.42853 37.79606)","102","102","4","6","30"
"LAWTON","32ND AVE","SW","EB","0","27687000.0","LAWTON ST & 32ND AVE",,,,,,,"POINT (-122.490654 37.757347)","39","39","10","7","35"
"22ND ST","INDIANA","NE","WB",,"23619000.0","22ND ST & INDIANA ST",,,,"I",,,"POINT (-122.39116 37.757763)","55","55","2","9","26"
"LINCOLN WY","45TH AVE","SW","EB","0","27954000.0","LINCOLN WY & 45TH AVE",,,,,,,"POINT (-122.505104 37.76421)","39","39","10","7","35"
"JUANITA WY","DEL SUR","SE","NB","0","22431000.0","JUANITA WY & DEL SUR",,,,,,,"POINT (-122.45492 37.74177)","72","72","9","8","41"
"BUCHANAN","SACRAMENTO","SE","NB","0","26561000.0","BUCHANAN & SACRAMENTO",,,,,,,"POINT (-122.430725 37.79025)","102","102","4","6","30"
"DOLORES","21ST ST","SE","NB","0","25635000.0","DOLORES ST & 21ST ST",,,,"I",,,"POINT (-122.4256 37.756626)","52","52","3","5","20"
"46TH AVE","VICENTE","SE","NB","10S","23491000.0","46TH AVE & VICENTE ST",,,,"I",,,"POINT (-122.50435 37.738045)","40","40","10","7","35"
"INNES","PHELPS","NE","WB",,"20671000.0","INNES AVE & PHELPS ST",,,,,,,"POINT (-122.390686 37.74048)","86","86","2","9","1"
"GREEN","GOUGH","SW","EB","0","26573000.0","GREEN & GOUGH",,,,,,,"POINT (-122.42707 37.797195)","102","102","4","6","13"
"QUINTARA","24TH AVE","SW","EB","0","23269000.0","QUINTARA & 24TH AVE",,,,,,,"POINT (-122.48143 37.748405)","40","40","10","7","35"
"HAYES","LAGUNA","NE","WB","0","25932000.0","HAYES & LAGUNA",,,,,,,"POINT (-122.42625 37.77646)","22","22","4","11","9"
"07TH AVE","ANZA","NW","SB","0","27276000.0","07TH AVE & ANZA",,,,,,,"POINT (-122.465195 37.779037)","5","5","8","4","11"
"17TH ST","ALABAMA","SW","EB",,"24050000.0","17TH ST & ALABAMA ST",,,,"I",,,"POINT (-122.41228 37.764187)","53","53","3","2","20"
"SAN FERNANDO","ST FRANCIS","SE","NB","0","22935000.0","SAN FERNANDO & ST FRANCIS",,,,,,,"POINT (-122.46967 37.734783)","116","116","10","8","41"
"MILTON ROSS","JERROLD",,"NB",,"33113000.0","MILTON ROSS & JERROLD",,,,,,,"POINT (-122.398415 37.743736)","85","85","2","9","1"
"PAGE","LAGUNA","NE","WB","0","25908000.0","PAGE & LAGUNA",,,,,,,"POINT (-122.42569 37.773663)","26","26","4","11","9"
"OXFORD","SILLIMAN","NW","SB","0","20983000.0","OXFORD & SILLIMAN",,,,,,,"POINT (-122.41987 37.727364)","92","92","9","2","7"
"YORK","20TH ST","NW","SB","0","24006000.0","YORK & 20TH ST",,,,,,,"POINT (-122.40889 37.759243)","53","53","3","2","20"
"44TH AVE","JUDAH","NW","SB","0","27801000.0","44TH AVE & JUDAH",,,,,,,"POINT (-122.50377 37.760513)","39","39","10","7","35"
"CAROLINA","22ND ST","SE","NB","0","23703000.0","CAROLINA & 22ND ST",,,,,,,"POINT (-122.399895 37.757236)","54","54","2","9","26"
"CLEARY","LAGUNA","NE","WB","10E","26513000.0","CLEARY & LAGUNA",,,,,,,"POINT (-122.427765 37.78392)","100","100","4","11","39"
"48TH AVE","ORTEGA","NW","SB","0","27925000.0","48TH AVE & ORTEGA",,,,,,,"POINT (-122.5074 37.751)","39","39","10","7","35"
"QUINTARA","41ST AVE","SW","EB",,"23473000.0","QUINTARA & 41ST AVE",,,,,,,"POINT (-122.49964 37.7476)","39","39","10","7","35"
"NORTH POINT","BUCHANAN","NE","WB","00","26756000.0","NORTH POINT & BUCHANAN",,,,,,,"POINT (-122.43351 37.804028)","17","17","4","6","13"
"FRANCISCO","JONES","WB","WB",,"25528000.0","FRANCISCO ST & JONES ST",,,,,,,"POINT (-122.41668 37.80427)","107","107","6","3","32"
"25TH ST","DOLORES","NE","WB","0","25610000.0","25TH ST & DOLORES",,,,,,,"POINT (-122.42499 37.75023)","52","52","3","5","20"
"PACIFIC","SCOTT","SW","EB","0","26857000.0","PACIFIC & SCOTT",,,,,,,"POINT (-122.43965 37.792717)","102","102","4","6","30"
"08TH AVE","KIRKHAM","SE","NB","0","27142000.0","08TH AVE & KIRKHAM",,,,,,,"POINT (-122.464966 37.760353)","109","109","10","8","14"
"STILLINGS","MARTHA","NE","WB",,"22265000.0","STILLINGS & MARTHA",,,,,,,"POINT (-122.44074 37.734383)","95","95","9","5","41"
"HUGO","ARGUELLO","SW","EB",,"27069000.0","HUGO ST & ARGUELLO BLVD",,,,,,,"POINT (-122.45774 37.76535)","110","110","7","11","14"
"SEVILLE","CORDOVA","NE","WB","0","21404000.0","SEVILLE & CORDOVA",,,,,,,"POINT (-122.43554 37.711575)","58","58","9","1","7"
"24TH ST","HOFFMAN",,"WB",,"26083000.0",,,,,,,,"POINT (-122.440605 37.750896)","51","51","3","5","22"
"PERSIA","MADRID","NE","WB","0","21718000.0","PERSIA AVE & MADRID ST",,,,,,,"POINT (-122.43279 37.721615)","90","90","9","1","7"
"30TH AVE","ORTEGA","SE","NB","0","27673000.0","30TH AVE & ORTEGA ST",,,,"I",,,"POINT (-122.48813 37.75185)","39","39","10","7","35"
"36TH AVE","TARAVAL","NW","SB","0","23377000.0","36TH AVE & TARAVAL",,,,,,,"POINT (-122.4939 37.742245)","40","40","10","7","35"
"PANORAMA","DELLBROOK","NE","WB","0","26246000.0","PANORAMA & DELLBROOK",,,,,,,"POINT (-122.45256 37.753536)","48","48","7","8","38"
"GREENWICH","COLUMBUS","SW","EB",,"4299000.0","GREENWICH ST & COLUMBUS AVE",,,,"I",,,"POINT (-122.41264 37.80191)","107","107","6","3","6"
"18TH AVE","SANTIAGO","SE","NB","0","23185000.0","18TH AVE & SANTIAGO",,,,,,,"POINT (-122.47474 37.74496)","44","44","10","8","41"
"20TH AVE","CABRILLO","NW","SB","0","27471000.0","20TH AVE & CABRILLO ST",,,,"I",,,"POINT (-122.47896 37.774677)","8","8","8","4","29"
"DEVONSHIRE","WARREN","NE","WB","0","27051000.0","DEVONSHIRE & WARREN",,,,,,,"POINT (-122.461205 37.754494)","111","111","7","8","14"
"40TH AVE","ANZA","SE","NB",,"27905000.0","40TH AVE & ANZA",,,,,,,"POINT (-122.50065 37.77743)","8","8","8","4","29"
"AMHERST","BACON",,"NB",,"20938000.0","AMHERST & BACON",,,,,,,"POINT (-122.41542 37.72453)","92","92","2","2","25"
"GRIFFITH","PALOU","SE","NB","0","20073000.0","GRIFFITH & PALOU",,,,,,,"POINT (-122.379684 37.72761)","78","78","2","9","1"
"MIDDLEPOINT","HARE","SE","NB",,"20168000.0","MIDDLEPOINT RD & HARE ST",,,,"I",,,"POINT (-122.37941 37.734474)","76","76","2","9","1"
"PRAGUE","SOUTH HILL","SE","NB","0","21386000.0","PRAGUE ST & SOUTH HILL BLVD",,,,"I",,,"POINT (-122.432304 37.712223)","58","58","9","1","7"
"CLAY","STEINER","NE","WB","0","26636000.0","CLAY ST & STEINER",,,,,,,"POINT (-122.43584 37.790497)","102","102","4","6","30"
"CAMBRIDGE","BACON","NW","SB","12S","20942000.0","CAMBRIDGE & BACON",,,,,,,"POINT (-122.4174 37.72401)","92","92","2","2","25"
"JENNINGS","NEWHALL","NW","SB","0","20178000.0","JENNINGS ST & NEWHALL ST","20201030000000",,"6319","I","20-01057","20210121000000","POINT (-122.37771 37.739216)","76","76","2","9","1"
"TARAVAL","22ND AVE","SW","EB","0","23199000.0","TARAVAL & 22ND AVE",,,,,,,"POINT (-122.47889 37.742905)","40","40","10","7","35"
"29TH AVE","CLEMENT","SE","NB","0","27842000.0","29TH AVE & CLEMENT",,,,,,,"POINT (-122.48914 37.78182)","8","8","8","4","29"
"DORCHESTER","ULLOA","NW","SB","0","22873000.0","DORCHESTER & ULLOA",,,,,,,"POINT (-122.462746 37.74077)","49","49","10","8","41"
"FITZGERALD","JENNINGS","SW","EB","0","20454000.0","FITZGERALD & JENNINGS",,,,,,,"POINT (-122.39316 37.72203)","88","88","2","9","1"
"DARIEN","SAN FERNANDO","NE","WB","0","22792000.0","DARIEN WY & SAN FERNANDO WY",,,,,,,"POINT (-122.46961 37.731873)","63","63","10","8","41"
"ELLSWORTH","CRESCENT","SE","NB","0","21180000.0","ELLSWORTH & CRESCENT",,,,,,,"POINT (-122.414925 37.73479)","83","83","9","2","2"
"CHENERY","MIGUEL","SW","EB","0","21869000.0","CHENERY & MIGUEL",,,,,,,"POINT (-122.4277 37.73721)","59","59","9","5","10"
"CASTRO","25TH ST","SE","NB","6S","25743000.0","CASTRO ST & 25TH ST",,,,,,,"POINT (-122.433914 37.74969)","84","84","3","5","22"
"STEINER","PACIFIC","SE","NB","0","26672000.0","STEINER ST & PACIFIC AVE",,,,"I",,,"POINT (-122.43637 37.793133)","102","102","4","6","30"
"SCOTT","SUTTER","SE","NB","0","26625000.0","SCOTT & SUTTER",,,,,,,"POINT (-122.438194 37.785454)","103","103","4","11","15"
"24TH ST","YORK","NE","WB",,"23957000.0",,,,,"I",,,"POINT (-122.40817 37.752846)","53","53","3","2","20"
"SAN PABLO","YERBA BUENA","NW","SB","0","22832000.0","SAN PABLO & YERBA BUENA",,,,,,,"POINT (-122.46203 37.736343)","116","116","10","8","41"
"SAN LEANDRO","MONTEREY","NW","SB","0","22930000.0","SAN LEANDRO & MONTEREY",,,,,,,"POINT (-122.468666 37.733143)","63","63","10","8","41"
"SAN LEANDRO","ST FRANCIS","SE","NB","0","22932000.0","SAN LEANDRO & ST FRANCIS",,,,,,,"POINT (-122.468796 37.73482)","116","116","10","8","41"
"CAYUGA","COTTER","NW","SB","0","21798000.0","CAYUGA & COTTER",,,,,,,"POINT (-122.43574 37.728664)","94","94","9","1","28"
"TAYLOR","BROADWAY","NW","SB",,"25118000.0","TAYLOR & BROADWAY",,,,,,,"POINT (-122.41354 37.797035)","107","107","6","3","21"
"CONNECTICUT","18TH ST","SE","NB","0","23679000.0","CONNECTICUT & 18TH ST",,,,,,,"POINT (-122.397484 37.762516)","54","54","2","9","26"
"32ND AVE","JUDAH","NW","SB","0","27715000.0","32ND AVE & JUDAH",,,,,,,"POINT (-122.49091 37.76108)","39","39","10","7","35"
"SYLVAN","SLOAT","SE","NB","0","23244000.0","SYLVAN DR & SLOAT BLVD",,,,"I",,,"POINT (-122.48551 37.734188)","62","62","10","8","35"
"HOLLY PARK","BOCANA","NW","EB",,"21244000.0","HOLLY PARK CIR & BOCANA ST","20171003000000",,"171003-122",,,,"POINT (-122.41929 37.73818)","61","61","9","2","2"
"QUESADA","KEITH","NE","WB",,"20161000.0","QUESADA & KEITH",,,,,,,"POINT (-122.38772 37.731228)","86","86","2","9","1"
"PRINCETON","BACON","NW","SB",,"20950000.0","PRINCETON & BACON",,,,,,,"POINT (-122.414764 37.7247)","92","92","2","2","25"
"17TH AVE","QUINTARA","NW","SB","0","23193000.0","17TH AVE & QUINTARA",,,,,,,"POINT (-122.47393 37.748734)","44","44","10","8","41"
"41ST AVE","WAWONA",,"NB",,"23430000.0","41ST AVE & WAWONA",,,,,,,"POINT (-122.498856 37.736412)","40","40","10","7","35"
"TEXAS","20TH ST","SE","NB","0","23661000.0","TEXAS ST & 20TH ST","20150106000000",,"15-002","I",,,"POINT (-122.3953 37.76008)","54","54","2","9","26"
"CLAYTON","PARNASSUS","NW","SB","0","26401000.0","CLAYTON & PARNASSUS",,,,,,,"POINT (-122.447624 37.765133)","114","114","7","11","3"
"TERRA VISTA","ST JOSEPHS","SW","EB","0","26368000.0","TERRA VISTA & ST JOSEPHS",,,,,,,"POINT (-122.44133 37.78123)","13","13","7","6","39"
"34TH AVE","LAWTON","SE","NB","0","27701000.0","34TH AVE & LAWTON",,,,,,,"POINT (-122.49279 37.757256)","39","39","10","7","35"
"ANZA","19TH AVE","NE","WB","0","27498000.0","ANZA ST & 19TH AVE",,,,,,,"POINT (-122.47815 37.778454)","5","5","8","4","29"
"BALTIMORE","POPE","NE","WB",,"21447000.0","BALTIMORE WY & POPE ST",,,,,,,"POINT (-122.43962 37.709534)","58","58","9","1","7"
"BARTLETT","24TH ST","SW","NB","0","24092000.0","BARTLETT ST & 24TH ST",,,,,,,"POINT (-122.41954 37.752167)","53","53","3","2","20"
"RUSS","NATOMA","NW","SB","0","24288000.0","RUSS & NATOMA",,,,,,,"POINT (-122.4088 37.77929)","32","32","1","10","34"
"LOBOS ST","PLYMOUTH","NE","WB","0","21596000.0","LOBOS ST & PLYMOUTH",,,,,,,"POINT (-122.45606 37.7149)","81","81","10","1","24"
"46TH AVE","SANTIAGO","SE","NB",,"23507000.0","46TH AVE & SANTIAGO ST",,,,"I","19-7535","20191009000000","POINT (-122.50474 37.743637)","39","39","10","7","35"
"BAYVIEW","NEWHALL","NE","WB",,"20534000.0","BAYVIEW & NEWHALL",,,,,,,"POINT (-122.39467 37.732914)","87","87","2","9","1"
"ORTEGA","35TH AVE","SW","EB","0","27690000.0","ORTEGA ST & 35TH AVE",,,,,,,"POINT (-122.49348 37.75161)","39","39","10","7","35"
"BURROWS","SAN BRUNO","SW","EB",,"20650000.0","BURROWS ST & SAN BRUNO AVE",,,,"I",,,"POINT (-122.40408 37.72883)","91","91","2","2","25"
"24TH ST","UTAH",,"WB",,"23724000.0","24TH ST & UTAH",,,,,,,"POINT (-122.40532 37.75306)","54","54","3","9","20"
"GREENWICH","LEAVENWORTH","SE","NB","0","25518000.0","GREENWICH ST & LEAVENWORTH ST","20210716000000",,"6438","L",,,"POINT (-122.417786 37.80126)","107","107","6","6","32"
"PAGE","CLAYTON","SW","EB","0","26415000.0","PAGE & CLAYTON",,,,,,,"POINT (-122.44875 37.770725)","25","25","7","11","3"
"HUDSON","NEWHALL","SW","EB","0","20226000.0","HUDSON & NEWHALL",,,,,,,"POINT (-122.38826 37.74004)","86","86","2","9","1"
"33RD AVE","JUDAH","SE","NB","0","27716000.0","33RD AVE & JUDAH",,,,,,,"POINT (-122.49198 37.761036)","39","39","10","7","35"
"21ST AVE","OCEAN","SE","NB","0","23085000.0","21ST AVE & OCEAN",,,,,,,"POINT (-122.47694 37.732647)","62","62","10","8","35"
"25TH ST","CASTRO","NE","WB","0","25743000.0","25TH ST & CASTRO",,,,,,,"POINT (-122.433914 37.74969)","84","84","3","5","22"
"ROME","CAYUGA","SW","EB",,"21564000.0","ROME & CAYUGA",,,,,,,"POINT (-122.447495 37.715736)","66","66","9","1","28"
"BRUSSELS","BACON","SE","NB","0","20641000.0","BRUSSELS ST & BACON ST",,,,,,,"POINT (-122.40557 37.727108)","91","91","2","2","25"
"LARKIN ST","CLAY","NW","SB","0","25297000.0","LARKIN ST & CLAY",,,,,,,"POINT (-122.41939 37.792587)","16","16","6","3","21"
"GREEN","DIVISADERO","SW","EB","0","26871000.0","GREEN & DIVISADERO",,,,,,,"POINT (-122.44189 37.795315)","102","102","4","6","30"
"JACKSON ST","DIVISADERO","NE","WB","0","26855000.0","JACKSON ST & DIVISADERO",,,,,,,"POINT (-122.44114 37.791626)","102","102","4","6","30"
"ELIZABETH","SANCHEZ","SW","EB",,"25654000.0","ELIZABETH & SANCHEZ",,,,,,,"POINT (-122.42972 37.752357)","84","84","3","5","22"
