"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"836","230000","PS - POLICE BUREAU","Police Zone 2 - Hill Dist","Full-time","Police","40-49 years old","Male","White","Commander","1995-02-20T00:00:00.000",,"21-25 years with the City","147217.23","17311.69",,"164528.92","2020","124862.74","22354.49"
"836","230000","PS - POLICE BUREAU","Police Zone 2 - Hill Dist","Full-time","Non Union","40-49 years old","Male","White","Commander","1995-02-20T00:00:00.000",,"26-30 years with the City","142193.80","19160.43",,"161354.23","2021","130447.81","11745.99"
"864","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-07-05T00:00:00.000","2017-01-27T00:00:00.000","21-25 years with the City","53863.89","1276.02","0.00","55139.91","2017",,
"864","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","40-49 years old","Male","White","Police Officer/Detective","1993-07-05T00:00:00.000","2017-01-27T23:59:00.000","26-30 years with the City","96.30","0.00",,"96.30","2020","96.30","0.00"
"930","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1990-02-13T00:00:00.000",,"26-30 years with the City","79491.33","19030.68","6652.08","105174.09","2017",,
"930","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1990-02-13T00:00:00.000",,"26-30 years with the City","94132.42","20118.34","6652.08","120902.84","2018",,
"930","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1990-02-13T00:00:00.000",,"26-30 years with the City","107431.84","20357.92","7670.04","135459.80","2019",,
"930","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1990-02-13T00:00:00.000",,"26-30 years with the City","105635.64","19906.12",,"125541.76","2020","80202.62","25433.02"
"930","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","50-59 years old","Male","White","Paramedic 5th Year","1990-02-13T00:00:00.000",,"31-35 years with the City","111604.64","16985.39",,"128590.03","2021","79719.72","31884.92"
"940","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-23T00:00:00.000",,"26-30 years with the City","93385.27","15305.40","1269.99","109960.66","2017",,
"940","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-23T00:00:00.000",,"26-30 years with the City","92139.02","16321.84","1269.99","109730.85","2018",,
"940","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-23T00:00:00.000",,"26-30 years with the City","87958.66","15642.18","1212.13","104812.97","2019",,
"940","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-23T00:00:00.000",,"26-30 years with the City","110565.26","17159.02",,"127724.28","2020","91340.53","19224.73"
"940","230000","PS - POLICE BUREAU","Police Zone 5 - East Liberty","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-23T00:00:00.000",,"31-35 years with the City","111021.41","16820.58",,"127841.99","2021","96793.86","14227.55"
"944","230000","PS - POLICE BUREAU","Police Zone 2 - Hill Dist","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-05T00:00:00.000",,"21-25 years with the City","159870.36","15328.24","2358.86","177557.46","2017",,
"944","230000","PS - POLICE BUREAU","Police Zone 2 - Hill Dist","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-07-05T00:00:00.000",,"21-25 years with the City","168922.38","16347.40","2358.86","187628.64","2018",,
"944","230000","PS - POLICE BUREAU","Police Zone 4 - Squirrel Hill","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","170181.02","15685.01","2380.59","188246.62","2019",,
"944","230000","PS - POLICE BUREAU","Police Zone 4 - Squirrel Hill","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","189930.66","17311.69",,"207242.35","2020","143703.41","46227.25"
"944","230000","PS - POLICE BUREAU","Police Zone 4 - Squirrel Hill","Full-time","Police","50-59 years old","Male","White","Police Lieutenant","1993-07-05T00:00:00.000",,"26-30 years with the City","189639.37","13822.40",,"203461.77","2021","176852.65","12786.72"
"1002","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1991-01-07T00:00:00.000",,"26-30 years with the City","125247.31","5166.82","1706.60","132120.73","2017",,
"1002","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1991-01-07T00:00:00.000",,"26-30 years with the City","118989.22","5511.24","1706.60","126207.06","2018",,
"1002","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","60-69 years old","Male","Black or African-American","Master Police Officer","1991-01-07T00:00:00.000",,"26-30 years with the City","117424.47","5326.85","1685.35","124436.67","2019",,
"1002","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","60-69 years old","Male","Black or African-American","Master Police Officer","1991-01-07T00:00:00.000",,"26-30 years with the City","92706.61","5773.55",,"98480.16","2020","77266.13","15440.48"
"1002","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","60-69 years old","Male","Black or African American","Master Police Officer","1991-01-07T00:00:00.000","2021-01-07T23:59:00.000","26-30 years with the City","27514.11","771.09",,"28285.20","2021","17227.86","10286.25"
"1022","410000","PW - BUREAU OF ADMINISTRATION","PW-Director's Office","Full-time","Non-Union","50-59 years old","Male","White","Mgr, Personnel & Finance-SH","1991-02-11T00:00:00.000",,"26-30 years with the City","79350.51","6473.30","6005.20","91829.01","2017",,
"1022","410000","PW - BUREAU OF ADMINISTRATION","PW-Director's Office","Full-time","Non-Union","50-59 years old","Male","White","Mgr, Personnel & Finance-SH","1991-02-11T00:00:00.000",,"26-30 years with the City","80927.87","6842.76","6005.20","93775.83","2018",,
"1022","410000","PW - BUREAU OF ADMINISTRATION","PW-Director's Office","Full-time","Non-Union","50-59 years old","Male","White","Mgr, Personnel & Finance-SH","1991-02-11T00:00:00.000",,"26-30 years with the City","79497.57","6916.81","5901.59","92315.97","2019",,
"1022","410000","PW - BUREAU OF ADMINISTRATION","PW-Director's Office","Full-time","Non Union","50-59 years old","Male","White","Mgr, Personnel & Finance-SH","1991-02-11T00:00:00.000",,"26-30 years with the City","91371.22","8005.33",,"99376.55","2020","90871.22","500.00"
"1022","410000","PW - BUREAU OF ADMINISTRATION","PW-Director's Office","Full-time","Non Union","60-69 years old","Male","White","Mgr, Personnel and Finance-SH","1991-02-11T00:00:00.000",,"26-30 years with the City","90053.70","9209.44",,"99263.14","2021","90053.70","0.00"
"1070","230000","PS - POLICE BUREAU","Police - OMI","Full-time","Police","40-49 years old","Female","White","Police Officer/Detective","1994-03-28T00:00:00.000",,"21-25 years with the City","75712.26","5115.40","1079.52","81907.18","2017",,
"1070","230000","PS - POLICE BUREAU","Police - OMI","Full-time","Police","40-49 years old","Female","White","Police Officer/Detective","1994-03-28T00:00:00.000",,"21-25 years with the City","75698.56","5455.42","1079.52","82233.50","2018",,
"1070","230000","PS - POLICE BUREAU","Police - OMI","Full-time","Police","50-59 years old","Female","White","Police Officer/Detective","1994-03-28T00:00:00.000","2019-04-18T00:00:00.000","21-25 years with the City","61218.57","129.05","887.52","62235.14","2019",,
"1070","230000","PS - POLICE BUREAU","Police - OMI","Full-time","Police","50-59 years old","Female","White","Police Officer/Detective","1994-03-28T00:00:00.000","2019-04-18T23:59:00.000","26-30 years with the City","1230.79","0.00",,"1230.79","2020","955.79","275.00"
"1070","230000","PS - POLICE BUREAU","Police - OMI","Full-time","Police","50-59 years old","Female","White","Police Officer/Detective","1994-03-28T00:00:00.000","2019-04-18T23:59:00.000","26-30 years with the City","454.59","0.00",,"454.59","2021","454.59","0.00"
"1124","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","Non-Union","60-69 years old","Male","White","Right of Way Manager","2005-05-02T00:00:00.000",,"11-15 years with the City","66792.26","12791.28","4965.97","84549.51","2017",,
"1124","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","Non-Union","60-69 years old","Male","White","Right of Way Manager","2005-05-02T00:00:00.000",,"11-15 years with the City","68157.11","13524.52","4965.97","86647.60","2018",,
"1124","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","Non-Union","60-69 years old","Male","White","Right of Way Manager","2005-05-02T00:00:00.000",,"11-15 years with the City","66927.36","13673.56","4869.58","85470.50","2019",,
"1124","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","Non Union","60-69 years old","Male","White","Right of Way Manager","1991-09-09T00:00:00.000",,"26-30 years with the City","74216.56","14974.01",,"89190.57","2020","74216.56","0.00"
"1124","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","Non Union","60-69 years old","Male","White","Right of Way Manager","1991-09-09T00:00:00.000",,"26-30 years with the City","73382.54","17209.08",,"90591.62","2021","73382.54","0.00"
"1158","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","40-49 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000","2018-12-04T00:00:00.000","21-25 years with the City","127811.95","15290.68","1554.21","144656.84","2017",,
"1158","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","40-49 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000","2018-12-04T00:00:00.000","21-25 years with the City","111900.08","16305.82","1554.21","129760.11","2018",,
"1158","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African-American","Master Police Officer","1994-06-27T00:00:00.000","2018-12-04T23:59:00.000","26-30 years with the City","2016.75","0.00",,"2016.75","2020","2016.75","0.00"
"1158","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","Black or African American","Master Police Officer","1994-06-27T00:00:00.000","2018-12-04T23:59:00.000","26-30 years with the City","602.18","0.00",,"602.18","2021","602.18","0.00"
"1206","250000","PS - FIRE BUREAU","Fire Engine Co. 33","Full-time","Fire","50-59 years old","Male","Black or African-American","Master Fire Fighter","1996-02-26T00:00:00.000",,"21-25 years with the City","92588.28","18006.96","1302.19","111897.43","2017",,
"1206","250000","PS - FIRE BUREAU","Fire Engine Co. 33","Full-time","Fire","50-59 years old","Male","Black or African-American","Master Fire Fighter","1996-02-26T00:00:00.000",,"21-25 years with the City","93546.10","18144.60","1302.19","112992.89","2018",,
"1206","250000","PS - FIRE BUREAU","Fire Engine Co. 33","Full-time","Fire","50-59 years old","Male","Black or African-American","Master Fire Fighter","1996-02-26T00:00:00.000",,"21-25 years with the City","84046.39","8120.33","1187.69","93354.41","2019",,
"1206","250000","PS - FIRE BUREAU","Fire Engine Co. 33","Full-time","Fire","50-59 years old","Male","Black or African-American","Master Fire Fighter","1996-02-26T00:00:00.000",,"21-25 years with the City","111475.11","12200.63",,"123675.74","2020","106475.11","5000.00"
"1206","250000","PS - FIRE BUREAU","Fire Engine Co. 33","Full-time","Fire","50-59 years old","Male","Black or African American","Master Fire Fighter","1996-02-26T00:00:00.000",,"21-25 years with the City","108305.17","11760.48",,"120065.65","2021","102802.62","5502.55"
"1314","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Supervisory Clerk PS/Admin","1997-03-10T00:00:00.000",,"21-25 years with the City","43069.54","6502.88","2822.70","52395.12","2017",,
"1314","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Supervisory Clerk PS/Admin","1997-03-10T00:00:00.000",,"21-25 years with the City","38840.92","6775.32","2822.70","48438.94","2018",,
"1314","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","Non-Union","60-69 years old","Female","Black or African-American","Supervisory Clerk PS/Admin","1997-03-10T00:00:00.000",,"21-25 years with the City","38140.30","6771.43","2763.02","47674.75","2019",,
"1314","210000","PS - ADMIN AND SUPPORT SERVICE","Police Admin-Payroll","Full-time","Non Union","60-69 years old","Female","Black or African-American","Supervisory Clerk PS/Admin","1997-03-10T00:00:00.000",,"21-25 years with the City","42293.76","7512.13",,"49805.89","2020","42293.76","0.00"
"1314","210000","PS - ADMIN AND SUPPORT SERVICE","Police Admin-Payroll","Full-time","Non Union","60-69 years old","Female","Black or African American","Supervisory Clerk PS/Admin","1997-03-10T00:00:00.000",,"21-25 years with the City","41816.21","8635.84",,"50452.05","2021","41816.21","0.00"
"1322","250000","PS - FIRE BUREAU","Fire Engine Co. 13","Full-time","Fire","40-49 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","72549.28","18006.96","1020.08","91576.32","2017",,
"1322","250000","PS - FIRE BUREAU","Fire Engine Co. 13","Full-time","Fire","40-49 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","73965.15","18144.60","1020.08","93129.83","2018",,
"1322","250000","PS - FIRE BUREAU","Fire Engine Co. 13","Full-time","Fire","40-49 years old","Male","White","Master Fire Fighter","1997-07-07T00:00:00.000",,"21-25 years with the City","75473.64","18074.32","1042.69","94590.65","2019",,
