"f","departamento","municipio","n_convocatoria","estado","g_nero_benef","cant_estudiantes_en_el_hogar","zona","zona_geografica","barrio","estrato_socieconomico","velocidad","medio_de_tramisi_n"
"836","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"837","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"838","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"839","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"840","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"841","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"842","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"843","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"844","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"845","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"846","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"847","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"848","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"849","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Mirador","1","10 Mb","Fibra Optica"
"850","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","El Portal de Los Patios","1","10 Mb","Fibra Optica"
"851","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","El Triunfo","1","10 Mb","Fibra Optica"
"852","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Kilómetro 9","1","10 Mb","Fibra Optica"
"853","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"854","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"855","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"856","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"857","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"858","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"859","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"860","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"861","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"862","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"863","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"864","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"865","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"866","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"867","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"868","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"869","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"870","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"871","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"872","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"873","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"874","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"875","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"876","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"877","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"878","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"879","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"880","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"881","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","La Esperanza","1","10 Mb","Fibra Optica"
"882","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"883","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"884","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"885","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"886","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"887","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"888","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"889","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"890","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"891","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"892","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"893","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"894","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"895","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"896","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"897","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"898","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"899","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"900","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"901","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"902","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"903","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"904","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"905","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"906","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"907","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"908","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"909","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"910","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"911","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"912","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"913","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"914","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"915","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"916","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"917","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"918","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"919","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"920","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"921","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"922","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"923","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"924","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"925","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"926","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"927","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"928","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"929","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"930","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"931","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"932","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"933","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"934","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"935","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"936","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"937","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"938","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"939","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"940","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"941","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llanitos","1","10 Mb","Fibra Optica"
"942","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llano Grande","2","10 Mb","Fibra Optica"
"943","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Llano Grande","2","10 Mb","Fibra Optica"
"944","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llano Grande","2","10 Mb","Fibra Optica"
"945","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llano Grande","2","10 Mb","Fibra Optica"
"946","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Llano Grande","2","10 Mb","Fibra Optica"
"947","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Los Naranjos","2","10 Mb","Fibra Optica"
"948","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Los Naranjos","2","10 Mb","Fibra Optica"
"949","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Los Naranjos","2","10 Mb","Fibra Optica"
"950","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Montebello 2","2","10 Mb","Fibra Optica"
"951","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Montebello 2","2","10 Mb","Fibra Optica"
"952","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Montebello 2","2","10 Mb","Fibra Optica"
"953","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Montebello 2","2","10 Mb","Fibra Optica"
"954","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"955","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"956","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"957","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"958","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"959","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"960","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"961","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"962","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"963","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"964","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"965","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"966","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"967","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"968","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"969","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"970","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"971","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"972","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"973","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"974","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"975","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"976","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"977","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"978","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"979","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"980","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"981","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"982","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"983","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"984","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"985","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"986","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"987","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"988","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"989","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"990","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"991","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"992","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"993","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"994","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"995","Norte de Santander","Los Patios","1","Aspirante","Masculino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"996","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"997","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"998","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"999","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
"1000","Norte de Santander","Los Patios","1","Aspirante","Femenino","1","Urbana","Sur","Pisarreal","1","10 Mb","Fibra Optica"
