"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_victima","grupo_edad_victima","pais_nacimiento","homicidio_doloso_consumado","total_victimas"
"NO","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","224"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Magdalena","CIÉNAGA","DIRECCIÓN SECCIONAL DE MAGDALENA","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","534"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","111"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Arauca","ARAUCA","DIRECCIÓN SECCIONAL DE ARAUCA","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO",,"JUVENTUD 18 - 28","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","574"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","179"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","769"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Antioquia","PUERTO NARE","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","10"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Arauca","ARAUQUITA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","SECUESTRO SIMPLE","SECUESTRO SIMPLE ART. 168 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2018","Ley 906","Colombia","Archipiélago de San Andrés, Providencia y Santa Catalina","SAN ANDRÉS","DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","CALIMA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO ART. 239 C.P. DE AUTOMOTOR MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Norte de Santander","EL ZULIA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Venezuela","NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2020","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","129"
"SI","NO","SI","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Cundinamarca","PUERTO SALGAR","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","TERMINACIÓN ANTICIPADA","2022","2022","2022","Ley 906","Colombia","Sucre","SAN MARCOS","DIRECCIÓN SECCIONAL DE SUCRE","FEMINICIDIO","FEMINICIDIO ART. 104A C.P.","SI","NO","NO","NO","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Huila","LA ARGENTINA","DIRECCIÓN SECCIONAL DE HUILA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Nariño","IPIALES","DIRECCIÓN SECCIONAL DE NARIÑO","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2011","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","15"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","11"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","93"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","19"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","310"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","233"
"SI","NO","NO","INACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","NO","NO","SI","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","19"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","26"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Caquetá","SOLANO","DIRECCIÓN SECCIONAL DE CAQUETÁ","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Huila","PALERMO","DIRECCIÓN SECCIONAL DE HUILA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Córdoba","LORICA","DIRECCIÓN SECCIONAL DE CÓRDOBA","DELITOS SEXUALES","DE LOS ACTOS SEXUALES ABUSIVOS","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Antioquia","GUARNE","DIRECCIÓN SECCIONAL DE ANTIOQUIA","PATRIMONIO ECONOMICO","USURPACION DE TIERRAS. ART. 261 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","12"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","Putumayo","MOCOA","DIRECCIÓN SECCIONAL DE PUTUMAYO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","SI","NO","NO","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","44"
"SI","NO","NO","ACTIVO","JUICIO","2017","2017","2017","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P. AGRAVADO","SI","NO","NO","SI","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Antioquia","GUARNE","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS SEXUALES","PORNOGRAFIA CON MENORES ART. 218 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","9"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","166"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","989"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 1098","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","APARTADÓ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","DESAPARICION FORZADA","DESAPARICION FORZADA ART. 165 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","280"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","109"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","63"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","60"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","INFANCIA 6 - 11",,"NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","Guaviare","SAN JOSÉ DEL GUAVIARE","DIRECCIÓN SECCIONAL DE GUAVIARE","DESPLAZAMIENTO","DESPLAZAMIENTO FORZADO ART. 180  C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P. AGRAVADO","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","SI","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Guaviare","SAN JOSÉ DEL GUAVIARE","DIRECCIÓN SECCIONAL DE GUAVIARE","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CORRUPCION JUDICIAL","PREVARICATO POR ACCION ART. 413 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","115"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","25"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","14"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","7"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Boyaca","SAMACÁ","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","18"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","146"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","TULUÁ","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","234"
"NO","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Sucre","SAMPUÉS","DIRECCIÓN SECCIONAL DE SUCRE","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","EL SANTUARIO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","9"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","40"
"SI","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","184"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Vichada","PUERTO CARREÑO","DIRECCIÓN SECCIONAL DE VICHADA","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Santander","GUACA","DIRECCIÓN SECCIONAL DE SANTANDER","FEMINICIDIO","FEMINICIDIO ART. 104A C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","SI","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","SI","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","8"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","HISPANIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","147"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2018","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Boyaca","CHIQUINQUIRÁ","DIRECCIÓN SECCIONAL DE BOYACÁ","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","26"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2013","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Casanare","TAURAMENA","DIRECCIÓN SECCIONAL DE CASANARE","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Boyaca","RAMIRIQUÍ","DIRECCIÓN SECCIONAL DE BOYACÁ","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2010","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","PATRIMONIO ECONOMICO","FRAUDE MEDIANTE CHEQUE","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
