"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
,"GC00229","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de El Rodeo, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_95.pdf"
,"GC00230","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de San Nicolás, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_96.pdf"
,"GC00232","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Bocas de Caná, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_98.pdf"
,"GC00233","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Retiro, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_99.pdf"
,"GC00234","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Porquera, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_100.pdf"
,"GC00235","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Pueblo Nuevo, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_101.pdf"
,"GC00236","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Chilona El Salto, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_102.pdf"
,"GC00237","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Aguacate, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_103.pdf"
,"GC00238","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Porce Medio, municipio de Zaragoza","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_104.pdf"
,"GC00231","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Caño Bodegas, municipio de Yondó","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_97.pdf"
,"GC00200","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Tigre 1 y 2, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_66.pdf"
,"GC00201","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Tigre 3, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_67.pdf"
,"GC00202","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Chaparrosa, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_68.pdf"
,"GC00203","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Dos Bocas, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_69.pdf"
,"GC00204","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Real, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_70.pdf"
,"GC00205","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Capilla, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_71.pdf"
,"GC00206","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Los Colonos, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_72.pdf"
,"GC00207","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Nueva Esperanza, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_73.pdf"
,"GC00208","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Puerto Claver, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_74.pdf"
,"GC00209","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Villa Grande, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_75.pdf"
,"GC00210","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Villa Larga, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_76.pdf"
,"GC00211","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Puerto López, municipio del Bagre","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_77.pdf"
,"AIRNR00427","Central","AIRNR","MEMORIA","Estandarización y homologación de la cartografía predial digital asociada para las áreas protegidas de la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_1407_89_2014.pdf"
,"GA00085","Central","AIRNR","MEMORIA","Proyecto elaborar estudio de alternativas de solución al problema actual y futuro (largo plazo), para el manejo integral de residuos sólidos en el Valle de Aburrá : informe final","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1802_1999_TOMO_1.pdf"
,"GA00085","Central","AIRNR","MEMORIA","Proyecto elaborar estudio de alternativas de solución al problema actual y futuro (largo plazo), para el manejo integral de residuos sólidos en el Valle de Aburrá : informe final","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1802_1999_TOMO_2.pdf"
,"AIRNR00436","Central","AIRNR","MEMORIA","Realizar la construcción e implementación de estrategias para la consolidación de corredores de conservación de felinos en la jurisdicción de CORANTIOQUIA, bajo un enfoque participativo","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_1411_272_%202014_2.pdf"
,"AIRNR00437","Central","AIRNR","MEMORIA","Estudios y diseños geológicos, geotécnicos, hidráulicos y estructurales de 1 km de vía en la Vereda El Totumo, Municipio de Girardota","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_1409_41_2014_1.pdf"
,"AIRNR00438","Central","AIRNR","MEMORIA","Estudios y diseños geológicos, geotécnicos, hidráulicos y estructurales de 1 km de vía en la Vereda El Totumo, Municipio de Girardota","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_1409_41_2014_2.pdf"
,"AIRNR00439","Central","AIRNR","MEMORIA","Estudios y diseños geológicos, geotécnicos, hidráulicos y estructurales de 1 km de vía en la Vereda El Totumo, Municipio de Girardota","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_1409_41_2014_3.pdf"
,"AIRNR00442","Central","AIRNR","MEMORIA","Sistema Local de Áreas Protegidas, SILAP, municipio de Angostura /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CV_1409_62_2014.pdf"
"000000004050","1242Le","Central","Especializ","Libro","Legislación ambiental y participación ciudadana /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_829_1997.pdf"
,"AIRNR00440","Central","AIRNR","MEMORIA","Primera fase del aprestamiento para la formulación del plan general de ordenación forestal en la Jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1412_281_2014.pdf"
,"AIRNR00441","Central","AIRNR","MEMORIA","Aunar esfuerzos para estimar la capacidad de captura/emisión de carbono de los humedales en la cuenca baja del Río Claro - Cocorná Sur (Campos Teca, Nare y Cocorná) y en la cuenca baja del Río Cimitarra (Campos de Casabe, Yondó)","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_129_2014.pdf"
,"AIRNR00422","Central","AIRNR","MEMORIA","Prospección arqueológica en el municipio de La Estrella, Corregimiento de Pueblo Viejo (Valle de Aburrá)","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_850_1997.pdf"
,"GC00243","Central","Gestión de la Cultura","MEMORIA","Programa: capacitación sobre Patrimonio Cultural de la Nación","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_908_1997.pdf"
,"GA00084","Central","AIRNR","MEMORIA","Alternativas técnico - operativas para la prestación del servicio de aseo integral urbano en el municipio de Cisneros (Ant.)","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_831_1997.pdf"
,"AIRNR00443","Central","AIRNR","MEMORIA","Realizar acciones para el manejo y conservación de bosques y la biodiversidad local y regional en áreas estratégicas de importancia ambiental en el valle de Aburrá","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1411_268_2014.pdf"
,"AIRNR00445","Central","AIRNR","MEMORIA","Plan de manejo ambiental del distrito de conservación de suelos de los complejos cenagosos El Sapo y Hoyo Grande, municipio de Nechí, Antioquia /","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CV_1412_120_2014.pdf"
,"AIRNR00446","Central","AIRNR","MEMORIA","Informe final sobre el estudio melisopalinológico y oferta floral en la zona del Bajo Cauca municipios del Bagre y Nechí","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CV_1411_94_2014.pdf"
,"GC00245","Central","Gestión de la Cultura","MEMORIA","Programa de educación ambiental con énfasis en los modelos de restauración ecológica, en áreas críticas de la región antioqueña de los farallones del Citará","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_847_1997.pdf"
,"AIRNR00533","Central","AIRNR","MEMORIA","Consolidación de iniciativas de conservación en el municipio de Santa Rosa de Osos - Antioquia /","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CV_1409_47_2014.pdf"
,"AIRNR00447","Central","AIRNR","MEMORIA","Convenio 1505-69 :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CV_1505_69_2015.pdf"
,"AIRNR00453","Central","AIRNR","MEMORIA","Diagnóstico del Sistema Local de Áreas Protegidas SILAP del municipio de Jardín :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_1505_61_2015.pdf"
,"AIRNR00454","Central","AIRNR","MEMORIA","SILAPE, Sistema Local de Áreas Protegidas de Envigado :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CV_1506_102_2015.pdf"
,"GA00088","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_1.pdf"
,"GA00089","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_2.pdf"
,"AIRNR00456","Central","AIRNR","MEMORIA","Plan de manejo del Sistema Local de Áreas Protegidas de Envigado","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CV_1506_102_2015_1.pdf"
,"GA00090","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_3.pdf"
,"GA00091","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_4.pdf"
,"GA00092","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_5.pdf"
,"GA00093","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_6.pdf"
,"GA00094","Central","AIRNR","MEMORIA","Gestión en el departamento de Antioquia de los residuos hospitalarios y similares en cumplimiento del Decreto 2676 del 2000 de los Ministerios de Salud y Ambiente","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_7.pdf"
,"GA00095","Central","AIRNR","MEMORIA","Manual Gestión Integral de Residuos Hospitalarios y similares","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CV_073_2002_8.pdf"
,"AIRNR00457","Central","AIRNR","MEMORIA","Análisis hidrológico y recomendaciones para la estabilización de cauces en algunas cuencas de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1506_87_2015_1.pdf"
,"AIRNR00458","Central","AIRNR","MEMORIA","Análisis hidrológico y recomendaciones para la estabilización de cauces en algunas cuencas de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1506_87_2015_2.pdf"
,"AIRNR00459","Central","AIRNR","MEMORIA","Análisis hidrológico y recomendaciones para la estabilización de cauces en algunas cuencas de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1506_87_2015_3.pdf"
,"AIRNR00550","Central","AIRNR","MEMORIA","Actualización Plan de Ordenación y Manejo de la Cuenca Hidrográfica Río Aurra /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1605_48_2016_FASE%20PROSPECTIVA%20ZONIFICACION.pdf"
,"AIRNR00460","Central","AIRNR","MEMORIA","Convenio interinstitucional 1411-102 de 2014 desarrollo de programas de conservación, manejo y propagación de especies de flora priorizadas en la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CV_%201411_102_2014.pdf"
,"GC00224","Central","Gestión de la Cultura","MEMORIA","Aunar esfuerzos para el desarrollo de un proceso educativo ambiental que permita la incorporación del ordenamiento ambiental del territorio - OAT – en los Planes de Etnodesarrollo en las Comunidades Afrodescendientes de la Jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1009_2013_1.pdf"
,"GC00255","Central","Gestión de la Cultura","MEMORIA","Diagnóstico de saneamiento básico y agua potable para 30 comunidades afrocolombianas de la jurisdicción de CORANTIOQUIA – Territorial Panzenú :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1009_2013_2.pdf"
,"AIRNR00475","Central","AIRNR","MEMORIA","Humedales de vida 2016 :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1505_182_2015.pdf"
"000000023132","2429Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) Quebrada La Sopetrana :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_QSOPETRANA_DIAGNOSTICO.pdf"
"000000023132","2429Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) Quebrada La Sopetrana :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_QSOPETRANA_PROSPECTIVA.pdf"
"000000023132","2429Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) Quebrada La Sopetrana :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_QSOPETRANA_FORMULACION.pdf"
"000000023132","2429Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) Quebrada La Sopetrana :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_QSOPETRANA_INFO_EJECUTIVO.pdf"
"000000023132","2429Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) Quebrada La Sopetrana :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_QSOPETRANA_CARTILLA.pdf"
"000000023130","2430Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) de la Quebrada La Cianurada :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_CIANURADA_DIAGNOSTICO.pdf"
"000000023130","2430Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) de la Quebrada La Cianurada :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_CIANURADA_PROSPECTIVA.pdf"
"000000023130","2430Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) de la Quebrada La Cianurada :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_CIANURADA_FORMULACION.pdf"
"000000023130","2430Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) de la Quebrada La Cianurada :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_CIANURADA_INFO_EJECUTIVO.pdf"
"000000023130","2430Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico (PORH) de la Quebrada La Cianurada :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_CIANURADA_CARTILLA.pdf"
"000000023127","2431Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Guadalupe (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RGUADALUPE_DIAGNOSTICO.pdf"
"000000023127","2431Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Guadalupe (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RGUADALUPE_PROSPECTIVA.pdf"
"000000023127","2431Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Guadalupe (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RGUADALUPE_FORMULACION.pdf"
"000000023127","2431Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Guadalupe (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RGUADALUPE_INFOEJECUTIVO.pdf"
"000000023127","2431Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Guadalupe (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RGUADALUPE_CARTILLA.pdf"
"000000023125","2432Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico Río Piedras (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_R%20PIEDRAS_DIAGNOSTICO.pdf"
"000000023125","2432Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico Río Piedras (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_R%20PIEDRAS_PROSPECTIVA.pdf"
"000000023125","2432Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico Río Piedras (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_1412_114_2014_R%20PIEDRAS_FORMULACION.pdf"
"000000023125","2432Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico Río Piedras (PORH) :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_2014_R%20PIEDRAS_CARTILLA.pdf"
"000000023124","2433Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Aurra :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RAURRA_DIAGNOSTICO.pdf"
"000000023124","2433Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Aurra :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RAURRA_PROSPECTIVA.pdf"
"000000023124","2433Reg","Central","Regiones","Libro","Plan de Ordenamiento del Recurso Hídrico del Río Aurra :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CV_1412_114_RAURRA_FORMULACION.pdf"
