"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2022","91577","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2022-06-09T00:00:00.000","Unión Temporal DELL EMC","Emitida","159369","Ver Conjunto detalle","184203194","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","82241","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2021-12-09T00:00:00.000","Unión Temporal DELL EMC","Cerrada","144453","Ver Conjunto detalle","350956228","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","91639","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2022-06-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","159444","Ver Conjunto detalle","118763428","IAD Softare I  Microsoft","Bogota","Obligada"
"2022","91648","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2022-06-10T00:00:00.000","Unión Temporal DELL EMC","Emitida","159414","Ver Conjunto detalle","243155080","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2022","91664","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA FINANCIERA DE COLOMBIA","Clara Fernandez Jaramillo","2022-06-10T00:00:00.000","UT Soft IG 3","Emitida","159440","Ver Conjunto detalle","2540186753","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","73625","Ejecutiva","Inclusión social y reconciliación","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","Gustavo Mauricio Martinez Perdomo","2021-08-03T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Cerrada","130649","Ver Conjunto detalle","889494578","IAD Softare I  Microsoft","BOGOTA D.C.","Obligada"
"2022","91735","Ejecutiva","Justicia y del Derecho","SUPERINTENDENCIA DE NOTARIADO Y REGISTRO","Camila Lucía Montes Ballestas","2022-06-13T00:00:00.000","CONTROLES EMPRESARIALES SAS","Emitida","159588","Ver Conjunto detalle","4828013705","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","69106","Ejecutiva","Defensa Nacional","INSTITUTO DE CASAS FISCALES DEL EJERCITO","Patricia Fuquene Ahumada","2021-05-14T00:00:00.000","Union Temporal Nimbit","Cerrada","122798","Ver Conjunto detalle","23107539","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","94614","Organismos autónomo o independientes","Hacienda y Crédito Público","LOTERIA DE BOGOTA","Oscar Alvarez Melo","2022-08-12T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","164291","Ver Conjunto detalle","53751842","IAD Softare I  Microsoft","Bogotá","No obligada"
"2022","91879","Ejecutiva","Planeación","AGENCIA NACIONAL DE CONTRATACION PUBLICA  CCE","Jonathan Sichaca","2022-06-15T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","159646","Ver Conjunto detalle","7679772","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2022","91886","Ejecutiva","Agricultura y Desarrollo Rural","INSTITUTO COLOMBIANO AGROPECUARIO ICA","Cesar  Cortes Gomez","2022-06-15T00:00:00.000","Unión Temporal DELL EMC","Emitida","159791","Ver Conjunto detalle","1859523600","IAD Softare I  Microsoft","bogota","Obligada"
"2022","91892","Ejecutiva","Justicia y del Derecho","ANDJE","Juan Camilo Guerrero Restrepo","2022-06-15T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","159906","Ver Conjunto detalle","128376266","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2022","91904","Ejecutiva",,"ALCALDIA LOCAL DE TEUSAQUILLO","Rosa  Montero Torres","2022-06-15T00:00:00.000","COLSOF SAS","Emitida","159926","Ver Conjunto detalle","44216150","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83643","Ejecutiva","Agricultura y Desarrollo Rural","BOGOTA DCAGENCIA DE DESARROLLO RURAL","John Fredy Toro Gonzalez","2021-12-24T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","146531","Ver Conjunto detalle","79615186","IAD Softare I  Microsoft","BOGOTA D.C.","Obligada"
"2021","83758","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","Jose Chinchilla Lemus","2021-12-28T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146625","Ver Conjunto detalle","801162244","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","79261","Ejecutiva","Defensa Nacional","EJERCITO NACIONAL  INTENDENCIA LOCAL","Juan Eriberto Espitia Caicedo","2021-11-09T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Cerrada","140245","Ver Conjunto detalle","16824886","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","94656","Ejecutiva","Vivienda, Ciudad y Territorio","CAJA DE VIVIENDA POPULAR","Maria Mercederes Medina Orozco","2022-08-16T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","164370","Ver Conjunto detalle","102465264","IAD Softare I  Microsoft","Bogotá D.C","No obligada"
"2022","92205","Organismos autónomo o independientes","Función Pública","ANTIOQUIA  ALCALDIA DE RIONEGRO","Rodrigo Hernandez Alzate","2022-06-22T00:00:00.000","Unión Temporal DELL EMC","Emitida","160368","Ver Conjunto detalle","56347200","IAD Softare I  Microsoft","Rionegro","No obligada"
"2022","92229","Ejecutiva","Vivienda, Ciudad y Territorio","MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO","Catalina Franco Gómez","2022-06-22T00:00:00.000","Unión Temporal DELL EMC","Emitida","159912","Ver Conjunto detalle","135474003","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2022","92285","Organismos autónomo o independientes","Función Pública","PROCURADURIA GENERAL DE LA NACION","Reymundo Sojo Ortiz","2022-06-23T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","160510","Ver Conjunto detalle","1142080000","IAD Softare I  Microsoft","Bogotá","No obligada"
"2022","84554","Organismos autónomo o independientes",,"SECRETARIA DISTRITAL DEL HABITAT","Nelson Javier Vasquez Torres","2022-01-26T00:00:00.000","UT Soft IG 3","Emitida","147910","Ver Conjunto detalle","820614527","IAD Softare I  Microsoft","Bogota","No obligada"
"2021","83769","Ejecutiva","Transporte","AGENCIA NACIONAL DE SEGURIDAD VIAL","Luz Andrea Venegas Casallas","2021-12-28T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146666","Ver Conjunto detalle","120649057","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","92463","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","BOGOTA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BOGOTÁ ESP","Noel Valencia Lopez","2022-06-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","160792","Ver Conjunto detalle","2570392678","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2022","92478","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2022-06-28T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","160810","Ver Conjunto detalle","4194637522","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2022","94391","Ejecutiva","Función Pública","MUNICIPIO DE SANTIAGO DE CALI  DEPARTAMENTO ADMINISTRATIVO DE CONTRATACIÓN PÚBLICA","Julian Andres Lopez Moreno","2022-08-08T00:00:00.000","ALFAPEOPLE ALFA PEOPLE ANDINO SAS","Emitida","163673","Ver Conjunto detalle","281365609","IAD Softare I  Microsoft","Cali","No obligada"
"2022","92648","Ejecutiva","Agricultura y Desarrollo Rural","INSTITUTO COLOMBIANO AGROPECUARIO ICA","Cesar  Cortes Gomez","2022-06-29T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","161043","Ver Conjunto detalle","189917455","IAD Softare I  Microsoft","bogota","Obligada"
"2022","92668","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2022-06-29T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","161067","Ver Conjunto detalle","209904242","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","92709","Ejecutiva","Transporte","AGENCIA NACIONAL DE INFRAESTRUCTURA","Bibiana Andrea Alvarez Rivera","2022-06-30T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","161045","Ver Conjunto detalle","469645124","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2022","92728","Ejecutiva","Función Pública","ALCALDIA LOCAL RAFAEL URIBE URIBE  ALRUU","Eduardo   Quintana Arrellano","2022-06-30T00:00:00.000","COLSOF SAS","Emitida","161132","Ver Conjunto detalle","91809798","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2022","92731","Ejecutiva","Trabajo","SERVICIO NACIONAL DE APRENDIZAJE  SEDE CALLE 57","Pablo Fernando Arciniegas Chamorro","2022-06-30T00:00:00.000","UT Soft IG 3","Emitida","161178","Ver Conjunto detalle","22148462610","IAD Softare I  Microsoft","Bogotá DC","Obligada"
"2022","92746","Ejecutiva","Transporte","MINISTERIO DE TRANSPORTE","Daniela Del Pilar Lozano Cuellar","2022-06-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","161182","Ver Conjunto detalle","410870400","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2022","92758","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2022-06-30T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","161122","Ver Conjunto detalle","482062716","IAD Softare I  Microsoft","Bogota","Obligada"
"2022","92788","Ejecutiva","Comercio Industria y Turismo","UAE  JUNTA CENTRAL DE CONTADORES","Henry Alfonso Moreno Pareja","2022-07-01T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","161256","Ver Conjunto detalle","132855226","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2022","92900","No Definido","No Definido","No Definido","Sebastian Saldarriaga Rivera","2022-07-05T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","161382","Ver Conjunto detalle","66309339","IAD Softare I  Microsoft","Bogotá",
"2022","94746","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA  CORMACARENA","Maria Piedad Matus Alvarez","2022-08-17T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","164436","Ver Conjunto detalle","216069156","IAD Softare I  Microsoft","Villavicencio","No obligada"
"2022","92908","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE CHAPINERO","Oscar Yesid Ramos Calderon","2022-07-05T00:00:00.000","Unión Temporal DELL EMC","Emitida","161407","Ver Conjunto detalle","125006400","IAD Softare I  Microsoft","Bogota","No obligada"
"2022","92914","Ejecutiva","Función Pública","VALLE DEL CAUCAMUNICIPIO CANDELARIA","Jorge Ramírez Mosquera","2022-07-05T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","160883","Ver Conjunto detalle","19327248","IAD Softare I  Microsoft","Candelaria",
"2022","92916","Ejecutiva","Función Pública","VALLE DEL CAUCAMUNICIPIO CANDELARIA","Jorge Ramírez Mosquera","2022-07-05T00:00:00.000","UT SOFTLINEBEX 2020","Cancelada","161373","Ver Conjunto detalle","815004","IAD Softare I  Microsoft","Candelaria",
"2022","92975","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Pahola Patricia Tellez Basante","2022-07-07T00:00:00.000","CONTROLES EMPRESARIALES SAS","Emitida","161546","Ver Conjunto detalle","326770465","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2022","94782","Ejecutiva","Interior","UAE  DIRECCION NACIONAL DE BOMBEROS","Charles ilber Benavides Castillo","2022-08-18T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","164563","Ver Conjunto detalle","34591968","IAD Softare I  Microsoft","bogota","Obligada"
"2022","93049","Ejecutiva","Presidencia de la República","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN  ARN","Cindy Cervantes Arias","2022-07-08T00:00:00.000","Unión Temporal DELL EMC","Emitida","161389","Ver Conjunto detalle","6103157555","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2022","93124","Ejecutiva","Educación Nacional","MUNICIPIO DE ENVIGADO","Alejandra Valbuena Uribe","2022-07-11T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","161780","Ver Conjunto detalle","139296922","IAD Softare I  Microsoft","ENVIGADO","No obligada"
"2022","93127","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2022-07-11T00:00:00.000","CONTROLES EMPRESARIALES SAS","Emitida","161735","Ver Conjunto detalle","799533079","IAD Softare I  Microsoft","Bogota","Obligada"
"2022","93128","Ejecutiva","Defensa Nacional","POLICIA NACIONAL  GESTION GENERAL","Yuly Katherine Beltran Gutierrez","2022-07-11T00:00:00.000","COLSOF SAS","Emitida","161799","Ver Conjunto detalle","412573623","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93169","Organismos autónomo o independientes",,"CONTRALORIA DE BOGOTA DC","Sandra Patricia Sotelo Tellez","2022-07-12T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","161665","Ver Conjunto detalle","5377392","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","56595","Ejecutiva","Ambiente y Desarrollo Sostenible","UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS","Carlos Arturo Quintana Astro","2020-10-16T00:00:00.000","Unión Temporal DELL EMC","Cerrada","100761","Ver Conjunto detalle","132701058","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2022","93285","Ejecutiva","Defensa Nacional","POLICIA NACIONAL  GESTION GENERAL","Yuly Katherine Beltran Gutierrez","2022-07-13T00:00:00.000","Unión Temporal DELL EMC","Emitida","162107","Ver Conjunto detalle","3351600000","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93335","Organismos autónomo o independientes","Cultura","INSTITUTO DISTRITAL DE LAS ARTES","Adriana Maria Cruz Rivera","2022-07-13T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","162156","Ver Conjunto detalle","439068","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2022","93355","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE TUNJUELITO","Joseph Siter Plaza Pinilla","2022-07-13T00:00:00.000","Dell Colombia INC","Emitida","162174","Ver Conjunto detalle","105504000","IAD Softare I  Microsoft","BOGOTÁ D.C.","No obligada"
"2022","94830","Ejecutiva",,"FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES","Christian Molano Alvarado","2022-08-18T00:00:00.000","UT Soft IG 3","Emitida","164521","Ver Conjunto detalle","265112960","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93438","Ejecutiva","Salud y Protección Social","ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD","Claudia  Morales Gomez","2022-07-14T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","161961","Ver Conjunto detalle","3085259781","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2022","93498","Organismos autónomo o independientes",,"INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA","Leidy  Lopez Zuluaga","2022-07-15T00:00:00.000","Unión Temporal DELL EMC","Emitida","162420","Ver Conjunto detalle","127826040","IAD Softare I  Microsoft","MEDELLIN","No obligada"
"2022","93500","Ejecutiva","Educación Nacional","MINISTERIO DE EDUCACION NACIONAL","Karen Ezpeleta Merchán","2022-07-15T00:00:00.000","Unión Temporal DELL EMC","Emitida","162437","Ver Conjunto detalle","2078669374","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2022","93516","Ejecutiva","Transporte","MINISTERIO DE TRANSPORTE","Claudia Susana Morales Gomez","2022-07-18T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","162430","Ver Conjunto detalle","130355309","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2022","93527","Ejecutiva","Vivienda, Ciudad y Territorio","COMISION REG AGUA POTABLE SANEAMIENTO BASICO","Sandro Javier Romero Hernández","2022-07-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","162483","Ver Conjunto detalle","396831975","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93566","Ejecutiva","Función Pública","ANTIOQUIA  MUNICIPIO DE EL RETIRO","Hector Ivan Bedoya Escobar","2022-07-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","162538","Ver Conjunto detalle","47280000","IAD Softare I  Microsoft","El Retiro","No obligada"
"2020","55404","Ejecutiva","Justicia y del Derecho","MINISTERIO DE JUSTICIA Y DEL DERECHO","Jose Eliberto Fonseca Ruiz","2020-09-18T00:00:00.000","Union Temporal Nimbit","Cerrada","98193","Ver Conjunto detalle","53413040","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93593","Organismos autónomo o independientes","Función Pública","PROCURADURIA GENERAL DE LA NACION","Reymundo Sojo Ortiz","2022-07-19T00:00:00.000","Unión Temporal DELL EMC","Emitida","162582","Ver Conjunto detalle","7244305181","IAD Softare I  Microsoft","Bogotá","No obligada"
"2022","94884","Ejecutiva","Defensa Nacional","CELIC","Ever Ariel Esquivel Millan","2022-08-19T00:00:00.000","CONTROLES EMPRESARIALES SAS","Emitida","164751","Ver Conjunto detalle","25579543","IAD Softare I  Microsoft","bogota","Obligada"
"2021","81084","No Definido","No Definido","No Definido","Diana Reyes Pulido","2021-11-29T00:00:00.000","UT Soft IG 3","Emitida","142829","Ver Conjunto detalle","254382921","IAD Softare I  Microsoft","Bogotá",
"2022","93633","Organismos autónomo o independientes","Educación Nacional","INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIOS TECNICOS EN EL EXTERIOR MARIANO OSPINA PEREZ ICETEX","Oscar Yovany Baquero Moreno","2022-07-21T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","162668","Ver Conjunto detalle","1407877476","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2022","94959","Ejecutiva","Hacienda y Crédito Público","UAE  CONTADURIA GENERAL DE LA NACION","Luz Mary Murillo Franco","2022-08-22T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","164801","Ver Conjunto detalle","142218960","IAD Softare I  Microsoft","Bogotá","Obligada"
"2022","93746","Ejecutiva","Educación Nacional","MUNICIPIO DE BUCARAMANGA  SECRETARIA DE EDUCACION","Ana Leonor Rueda Vivas","2022-07-22T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","162876","Ver Conjunto detalle","82060748","IAD Softare I  Microsoft","BUCARAMANGA","No obligada"
"2022","93907","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE FONTIBON","Anderson Albey Acosta Torres","2022-07-27T00:00:00.000","ALFAPEOPLE ALFA PEOPLE ANDINO SAS","Emitida","163104","Ver Conjunto detalle","148663216","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2022","93909","Ejecutiva","Cultura","ARCHIVO GENERAL DE LA NACION","Andrea Paola Sandra Beatriz Prieto Mosquera","2022-07-27T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","163099","Ver Conjunto detalle","60645538","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2022","93925","Ejecutiva","Comercio Industria y Turismo","UAE  JUNTA CENTRAL DE CONTADORES","Henry Alfonso Moreno Pareja","2022-07-27T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","163032","Ver Conjunto detalle","30245418","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2022","93938","Ejecutiva","Función Pública","FONDO DE DESARROLLO LOCAL DE LOS MARTIRES","Alberto  Orozco Ravelo","2022-07-27T00:00:00.000","Unión Temporal DELL EMC","Emitida","163178","Ver Conjunto detalle","69022800","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","62771","Ejecutiva","Hacienda y Crédito Público","FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS","Paola Cardona Hernandez","2020-12-24T00:00:00.000","COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Cerrada","111542","Ver Conjunto detalle","50369766","IAD Softare I  Microsoft","BOGOTA","No obligada"
