"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"2.03","44","LA GUAJIRA","44001","RIOHACHA","4.4","440.002","CL 15","CL 40","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"742","15","BOYACA","15774","SUSACON","1.508","150.88","LIMITE URBANO","CL 2","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.708","25","CUNDINAMARCA","25035","ANAPOIMA","2.526","252.647","MUNICIPIO QUIPILE","VIA APULO - LA MESA","MUNICIPIO LA MESA","MUNICIPIO APULO","Rural","Sin Informacion de Barrios","Lautania"
"922","15","BOYACA","15224","CUCAITA","1.54","154.06","CL 9","CL 3","LIMITE URBANO","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.298","19","CAUCA","19532","PATIA","1.955","195.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.135","73","TOLIMA","73347","HERVEO","7.315","731.54","CL 6","CL 1","KR 0","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.77","25","CUNDINAMARCA","25320","GUADUAS","2.534","253.448","VIA HONDA - GUADUAS","MUNICIPIO CHAGUANI","VIA HONDA-GUADUAS-CHAGUANI","MPIO. HONDA Y ARMERO","Rural","Sin Informacion de Barrios","ACEROS Y PITAL- ACUAPAL-  BRAMADERA-  CAMPEONA-  CENICEROS-  CUCHARAL-  EL HATO-  GUACAMAYAS-  LA DESPENSA-  LA PALMITA-  LA TABLA-  LAJITAS-  MADREGAL Y CHAPAIMA-  MALAMBO-  PARAMILLO O AGUA CLARA-  PERU-  PUERTO BOGOTA  QUEBRADA GRANDE-  RIO SECO-  SAN"
"3.524","86","PUTUMAYO","86757","SAN MIGUEL","8.62","862.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"930","15","BOYACA","15696","SANTA SOFIA","1.542","154.24","LIMITE URBANO","CL 6","KR 1","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"703","15","BOYACA","15837","TUTA","1.504","150.401","CL 10","CL 2","KR 3","KR 9","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.614","25","CUNDINAMARCA","25326","GUATAVITA","2.51","251.06","CL 12","CL 2 SUR","KR 4 E","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.091","70","SUCRE","70823","TOLU VIEJO","7.07","707.05","CL 10","LIMITE URBANO","KR 1","KR 4B","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"294","5","ANTIOQUIA","5091","BETANIA","560","56.077","MUNICIPIO CIUDAD BOLIVAR","MUNICIPIO ANDES","MUNICIPIO HISPANIA","M. EL CARMEN DE ATRATO","Rural","Sin Informacion de Barrios","Altos de Jaramillos- Angostura Baja-  Angostura Media-  Arboleda-  Area sin Levantar-  Barlovento-  Bellavista-  Cascada-  Cortaderal-  El Contento-  El Tablazo-  Guadualejo-  Guaduas-  Guarico-  Hermosa-  La Armenia-  La Florida-  La Ladera-  La Libia-"
"325","5","ANTIOQUIA","5044","ANZA","568","56.858","QUEBRADA NIVERENGO","MUNICIPIO BETULIA","MUNICIPIO EBEJICO","MPIO. URRAO Y BETULIA","Rural","Sin Informacion de Barrios","Lomitas"
"1.812","25","CUNDINAMARCA","25653","SAN CAYETANO","2.54","254.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.615","95","GUAVIARE","95025","EL RETORNO","9.51","951.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"590","13","BOLIVAR","13760","SOPLAVIENTO","1.315","131.501","KR 33","KR 10 S","CL 24","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"579","13","BOLIVAR","13052","ARJONA","1.31","131.027","MUNICIPIO TURBACO","VIA B/QUILLA-SINCELEJO","M. SAN ESTANIS. Y MAHATES","MUNICIPIO TURBANA","Rural","Sin Informacion de Barrios","Gamero"
"2.842","68","SANTANDER","68855","VALLE DE SAN JOSE","6.825","682.571","CL 8","CL 1","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","LLano Hondo"
"2.847","68","SANTANDER","68322","GUAPOTA","6.83","683.011","CL 1","CL 6A","KR 6","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Centro"
"832","15","BOYACA","15514","PAEZ","1.526","152.62","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"576","13","BOLIVAR","13838","TURBANA","1.31","131.01","CL 27","CL 1","KR 1","KR 22","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.17","47","MAGDALENA","47675","SALAMINA","4.77","477.04","CL 22","LIMITE URBANO","KR 24","KR 0","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"546","13","BOLIVAR","13001","CARTAGENA","1.3","130.005","MAR CARIBE","DG 31 Y TV 53","CL  33","KR  0  Y  60B","Urbano","Chapacua- Chipre- El Gallo- La Castellana- La Floresta- Las Gaviotas- Las Palmeras- Los Alpes- Nuevo Porvenir- Olaya Sr Central- Olaya Sr La Magdalena- Olaya Sr La Puntilla- Olaya Sr Playa Blanca- Olaya Sr Progreso- Olaya Sr Stella- Olaya Sr Zarabanda- Re","Sin Informacion de Veredas"
"809","15","BOYACA","15806","TIBASOSA","1.522","152.26","CL 7","DG 3","KR 4 E","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"124","5","ANTIOQUIA","5120","CACERES","524","52.45","CL 51","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.367","20","CESAR","20517","PAILITAS","2.04","204.007","MUNICIPIO CHIMICHAGUA","MUNICIPIO PELAYA","MUNICIPIO EL CARMEN","MUNICIPIO TAMALAMEQUE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.549","25","CUNDINAMARCA","25769","SUBACHOQUE","2.502","250.228","VIA ZIPAQUIRA - LA PRADERA","MPIO. MADRID Y EL ROSAL","MUNICIPIO TABIO Y TENJO","VIA EL ROSAL - LA PRADERA","Rural","Sin Informacion de Barrios","SANTA ROSA"
"3.439","85","CASANARE","85001","YOPAL","8.5","850.009","RIO PERMANENTE","VIA YOPAL - AGUAZUL","MUNICIPIO OROCUE","MUNICIPIO MANI Y OROCUE","Rural","Sin Informacion de Barrios","La Arenosa- La Defensa"
"1.037","17","CALDAS","17867","VICTORIA","1.74","174.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Canaan- El Aguacate"
"1.584","25","CUNDINAMARCA","25745","SIMIJACA","2.506","250.647","M. CALDAS Y CHIQUINQUIRA","MUNICIPIO SUSA","M. SAN MIGUEL DE SEMA","MUNICIPIO BUENAVISTA","Rural","Sin Informacion de Barrios","APOSENTOS- CENTRO"
"598","13","BOLIVAR","13062","ARROYOHONDO","1.315","131.567","MPIO. CALAMAR Y MAHATES","MPIO. CALAMAR Y MAHATES","MUNICIPIO CALAMAR","MUNICIPIO MAHATES","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.66","25","CUNDINAMARCA","25339","GUTIERREZ","2.518","251.86","CL 10","CL 2","KR 0","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.308","76","VALLE DEL CAUCA","76890","YOTOCO","7.61","761.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.697","66","RISARALDA","66170","DOSQUEBRADAS","6.61","661.002","LIMITE URBANO","AC DEL RIO","KR  16","LIMITE URBANO","Urbano","Bosques de La Acuarela- Bosques de La Acuarela Etapa I Lote I- Bosques de La Acuarela Etapa I Lote II- Bosques de La Acuarela Etapa II- Bosques de La Acuarela Etapa III- Bosques de La Acuarela Etapa IV- Buenos Aires- Bulevar Norte- Campestre- Campestre A-","Sin Informacion de Veredas"
"1.268","19","CAUCA","19785","SUCRE","1.94","194.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"93","5","ANTIOQUIA","5854","VALDIVIA","520","52.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 12","Urbano","Sin Informacion de Barrios","Nevado- Zapatillo"
"3.103","73","TOLIMA","73001","IBAGUE","7.3","730.017","VIA IBAGUE - CAJAMARCA","MUNICIPIO ROVIRA","RIO COELLO","MUNICIPIO CAJAMARCA","Rural","Sin Informacion de Barrios","Altamira- Cerrajosa-  Coello Cocora-  Curalito-  Dantas-  Dantas las Pavas-  El Aguila-  El Oso-  El Paraiso-  Gamboa-  Honduras-  La Cima-  La Desputa-  La Esmeralda-  La Islandia-  La Linda-  La Loma de Cocona-  La Osera-  La Plata-Montebello-  Las Horm"
"1.814","27","CHOCO","27001","QUIBDO","2.7","270.001","LIMITE URBANO","CL  30  Y  31","LIMITE URBANO","RIO ATRATO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.165","19","CAUCA","19780","SUAREZ","1.905","190.58","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","La Toma"
"1.17","19","CAUCA","19110","BUENOS AIRES","1.91","191.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"378","5","ANTIOQUIA","5837","TURBO","578","57.86","CL 116","CL 91","KR 23","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.991","41","HUILA","41770","SUAZA","4.16","416.08","DG 8","CL 1","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"641","13","BOLIVAR","13030","ALTOS DEL ROSARIO","1.335","133.508","M. BARRANCO DE LOBA","MUNICIPIO TIQUISIO","VIA ALTOS DEL ROSARIO-EL SIDAI","MUNICIPIO PINILLOS","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"373","5","ANTIOQUIA","5045","APARTADO","578","57.841","L .U- C 119- K 100-C 94-K 95 Y C 103","LIMITE URBANO","LIMITE URBANO","KR  116 Y LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.166","73","TOLIMA","73200","COELLO","7.335","733.501","CL 7","LIMITE URBANO","LIMITE URBANO","KR 4","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.87","68","SANTANDER","68549","PINCHOTE","6.835","683.511","CL 7","CL 0","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"858","15","BOYACA","15778","SUTATENZA","1.53","153.06","KR 8","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.963","68","SANTANDER","68190","CIMITARRA","6.86","686.041","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"817","15","BOYACA","15047","AQUITANIA","1.524","152.42","CL 13","LIMITE URBANO","KR 1","KR 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"762","15","BOYACA","15180","CHISCAS","1.514","151.401","KR 10","KR 1","CL 1","CL 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"447","8","ATLANTICO","8675","SANTA LUCIA","840","84.08","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"836","15","BOYACA","15455","MIRAFLORES","1.526","152.66","CL 11","LIMITE URBANO","KR 2","KR 15A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.631","25","CUNDINAMARCA","25839","UBALA","2.512","251.26","LIMITE URBANO","CL 1","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","SANTA MARIA"
"2.569","54","NORTE DE SANTANDER","54125","CACOTA","5.44","544.01","CL 6A","CL 1 SUR","KR 1","KR 4","Urbano","Blanco- Calle Real- El Calvario- El Centro- La Esperanza- La Paz","Sin Informacion de Veredas"
"613","13","BOLIVAR","13212","CORDOBA","1.325","132.507","MUNICIPIO ZAMBRANO","MUNICIPIO SAN PEDRO","VIA ZAMBRANO-SAN PEDRO","M. OVEJAS Y EL CARMEN DE BOL.","Rural","Sin Informacion de Barrios","Barro Prieto"
"209","5","ANTIOQUIA","5652","SAN FRANCISCO","548","54.81","CL 12","LIMITE URBANO","CL 10A","CL 6","Urbano","Sin Informacion de Barrios","Asiento Grande- Guacales-  La Maravilla"
"267","5","ANTIOQUIA","5347","HELICONIA","558","55.82","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"816","15","BOYACA","15518","PAJARITO","1.524","152.407","MUNICIPIO AQUITANIA","MUNICIPIO AGUAZUL","MUNICIPIO LABRANZAGRANDE","MUNICIPIO RECETOR","Rural","Sin Informacion de Barrios","Cabecera Municipal- Charanga-  Curisi-  Huerta Vieja-  Jotas-  Miraflores-  Quebrada Negra-  Sabana"
"1.232","19","CAUCA","19824","TOTORO","1.925","192.57","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"281","5","ANTIOQUIA","5789","TAMESIS","560","56.02","LIMITE URBANO","CL 4","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","El Encanto"
"2.715","66","RISARALDA","66572","PUEBLO RICO","6.63","663.011","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Indio-  El Recreo-  La Palma"
"803","15","BOYACA","15226","CUITIVA","1.522","152.23","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.344","76","VALLE DEL CAUCA","76403","LA VICTORIA","7.625","762.51","CL 21","CL 1 S","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"734","15","BOYACA","15723","SATIVASUR","1.508","150.801","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.969","68","SANTANDER","68092","BETULIA","6.865","686.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.574","54","NORTE DE SANTANDER","54743","SILOS","5.44","544.05","CL 2","CL 8","LIMITE URBANO","LIMITE URBANO","Urbano","Buenos Aires- Calvario- El Centro- Guane- La Candelaria- La Milagrosa- Los Andes- Portal de la Pradera- Santo Domingo","Sin Informacion de Veredas"
"838","15","BOYACA","15897","ZETAQUIRA","1.526","152.68","CL 9","CL 1","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.674","63","QUINDIO","63302","GENOVA","6.32","632.08","KR 15","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.431","23","CORDOBA","23675","SAN BERNARDO DEL VIENTO","2.315","231.501","KR 23","KR 4","CL 4","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"127","5","ANTIOQUIA","5790","TARAZA","524","52.46","CL 50A","LIMITE URBANO","KR 33","KR 35","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.83","27","CHOCO","27787","TADO","2.71","271.07","CL 11","CL 2","KR 7","KR 23","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"848","15","BOYACA","15236","CHIVOR","1.53","153.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.925","68","SANTANDER","68368","JESUS MARIA","6.845","684.551","CL 7","CL 2","KR 3","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"941","15","BOYACA","15686","SANTANA","1.544","154.44","KR 1","KR 8","CL 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.204","73","TOLIMA","73563","PRADO","7.345","734.52","LIMITE URBANO","CL 3","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"996","17","CALDAS","17001","MANIZALES","1.7","170.007","MUNICIPIO NEIVA","RIO GUACAICA","MUNICIPIO NEIVA","MUNICIPIO ANSERMA","Rural","Sin Informacion de Barrios","El 41- El Cacique-  El Guineo-  El Yunque-  Fonditos-  La Esperanza-  La Garucha-  Pueblo Viejo-  Tarroliso"
"2.542","54","NORTE DE SANTANDER","54405","LOS PATIOS","5.41","541.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Barrio Torcoroma- BARRIO  LA SABANA- BARRIO BONITO- BARRIO DOCE DE OCTUBRE- BARRIO EL MIRADOR- BARRIO EL SOL- BARRIO KILOMETRO 8- BARRIO KILOMETRO 9- BARRIO LA CORDIALIDAD- BARRIO LA ESPERANZA- BARRIO LA INVASION JUANA PAULA- BARRIO LLANITOS- BARRIO LOS C","Sin Informacion de Veredas"
"784","15","BOYACA","15377","LABRANZAGRANDE","1.518","151.84","CL 12","LIMITE URBANO","LIMITE URBANO","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.832","27","CHOCO","27050","ATRATO","2.72","272.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.712","66","RISARALDA","66687","SANTUARIO","6.63","663.001","LIMITE URBANO","CL 1","TV 2","KR 11A","Urbano","Sin Informacion de Barrios","Buenos Aires- El Tambo-  Mapa"
"2.19","50","META","50001","VILLAVICENCIO","5","500.002","LIMITE URBANO","CL  35","LIMITE URBANO","KR 22C  Y  CL 36A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.133","47","MAGDALENA","47660","SABANAS DE SAN ANGEL","4.75","475.001","A CASA CAMPESINA","CL 11","KR 1","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.215","19","CAUCA","19743","SILVIA","1.92","192.07","KR 3","LIMITE URBANO","CL 22","CL 2 S","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.518","86","PUTUMAYO","86320","ORITO","8.62","862.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.192","19","CAUCA","19455","MIRANDA","1.915","191.52","CL 15","CL 2S","KR 1S","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.545","91","AMAZONAS","91001","LETICIA","9.1","910.001","LIMITE URBANO","RIO AMAZONAS","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"662","13","BOLIVAR","13655","SAN JACINTO DEL CAUCA","1.34","134.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"908","15","BOYACA","15676","SAN MIGUEL DE SEMA","1.538","153.82","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.953","41","HUILA","41349","HOBO","4.13","413.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","CENTRO"
"1.006","17","CALDAS","17050","ARANZAZU","1.71","171.04","CL 12","CL 2 S","LIMITE URBANO","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.118","47","MAGDALENA","47245","EL BANCO","4.73","473.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","10 de Julio- 15 de Enero- 2 de Febrero- 20 de Enero- Almirante Padilla- Chapinero- Club de Leones- El Banquito- El Bosque- El Canal- El Carmen- El Centro- El Huerto- El Proceso- Gore- Inscredial- La Candelaria- La Esperanza- La Paz- La Playa- La Plegaria-","Sin Informacion de Veredas"
"1.921","41","HUILA","41872","VILLAVIEJA","4.11","411.02","CL 6","CL 3","TV 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"829","15","BOYACA","15660","SAN EDUARDO","1.526","152.607","MUICIPIO ZETAQUIRA","MUNICIPIO PAEZ","MUNICIPIO AQIUTANIA","MUNICIPIO BERBEO","Rural","Sin Informacion de Barrios","Cabecera Municipal- Villanueva"
"3.23","73","TOLIMA","73675","SAN ANTONIO","7.355","735.53","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.114","47","MAGDALENA","47318","GUAMAL","4.73","473.02","KR 1","KR 14","CL 15","CL 1","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"410","8","ATLANTICO","8549","PIOJO","810","81.067","M. JUAN DE ACOSTA","MUNICIPIO LURUACO","MUNICIPIO USIACURI","MPIO. SANTA CATALINA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.279","19","CAUCA","19701","SANTA ROSA","1.945","194.52","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.294","76","VALLE DEL CAUCA","76606","RESTREPO","7.605","760.54","CL 27","CL 2","KR 2","KR 21","Urbano","Sin Informacion de Barrios","El Agrado"
"750","15","BOYACA","15097","BOAVITA","1.51","151.06","CL 10","CL 0","KR 4","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.853","27","CHOCO","27660","SAN JOSE DEL PALMAR","2.73","273.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.407","76","VALLE DEL CAUCA","76109","BUENAVENTURA","7.645","764.507","M. EL LITORAL DE SAN JUAN","VIA BUENAVENTURA - RESTREPO","MUNICIPIO CALIMA","VIA BUENAVENTURA - LITORAL DE SAN JUAN","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"108","5","ANTIOQUIA","5361","ITUANGO","520","52.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"408","8","ATLANTICO","8372","JUAN DE ACOSTA","810","81.048","MAR CARIBE","MUNICIPIO PIOJO","VIA TUBARA-PIOJO","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.711","66","RISARALDA","66383","LA CELIA","6.62","662.037","MUNICIPIO SANTUARIO","MPIO. BALBOA Y EL AGUILA","MPIO. SANTUARIO Y BALBOA","MUNICIPIO EL AGUILA","Rural","Sin Informacion de Barrios","Caimal- Caimalito-  El Condor-  El Diamante-  El Silencio-  El Yarumo-  La Polonia-  La Primavera-  La Sombra-  San Carlos-  San Eugenio-  San Gabriel-  San Gerardo"
"1.447","23","CORDOBA","23815","TUCHIN","2.32","232.027","M. PALMITO SUCRE","M CHIMA Y S.ANDRES DE SOTAVENTO","M. S. ANDRES DE SOTAVENTO Y SINCELEJO","M. MOMIL Y CHIMA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"640","13","BOLIVAR","13030","ALTOS DEL ROSARIO","1.335","133.507","M. BARRANCO DE LOBA","M. BARRANCO DE LOBA","M. BARRANCO DE LOBA","VIA ALTOS DEL ROSARIO-EL SIDAI","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"831","15","BOYACA","15090","BERBEO","1.526","152.617","MUNICIPIO ZETAQUIRA","MUNICIPIO PAEZ","MUNICIPIO SAN EDUARDO","MUNICIPIO MIRAFLORES","Rural","Sin Informacion de Barrios","Bombita- Libertad-  Patanoa-  Quebradas-  San Pablo"
"697","15","BOYACA","15500","OICATA","1.502","150.227","M. COMBITA Y TUTA","M. TINJA Y CHIVATA","M. TUTA Y CHIVATA","MUNICIPIO COMVITA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.924","41","HUILA","41799","TELLO","4.11","411.04","KR 6","A TANQUE DE ACUEDUCTO","CL 1","CL 10","Urbano","Sin Informacion de Barrios","POTRERILLOS- TELLO"
"3.151","73","TOLIMA","73349","HONDA","7.32","732.048","LIMITE URBANO","MUNICIPIO ARMERO","MUNICIPIO GUADUAS","MUNICIPIO MARIQUITA","Rural","Sin Informacion de Barrios","El Caucho- Pantano Grande"
"2.921","68","SANTANDER","68020","ALBANIA","6.845","684.531","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Canoas-  Canutillo-  Honda-  Mochila-  Poveda-  Salitre"
"402","8","ATLANTICO","8573","PUERTO COLOMBIA","810","81.008","VIA B/QUILLA-PTO. COL.","M. TUBARA Y B/QUILLA","MPIO. B/QUILLA","L. U. Y MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"693","15","BOYACA","15204","COMBITA","1.502","150.201","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"2.042","44","LA GUAJIRA","44847","URIBIA","4.41","441.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.86","27","CHOCO","27450","MEDIO SAN JUAN","2.74","274.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","El Cascote- El Centro- El Comercio- El Llano- El Porvenir- Guarapito- La Barca- La Virgen- Palmeras- San Judas","Sin Informacion de Veredas"
"1.114","18","CAQUETA","18479","MORELIA","1.85","185.01","CL 5","CL 5 S","KR 10","KR 0","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.728","25","CUNDINAMARCA","25099","BOJACA","2.53","253.001","DG 16","CL 2","KR 3","KR 15","Urbano","Sin Informacion de Barrios","BOBACE- CORTES-  CUBIA"
"1.702","25","CUNDINAMARCA","25645","SAN ANTONIO DEL TEQUENDAMA","2.526","252.62","KR 7","KR 1","CL 9","CL 1","Urbano","Sin Informacion de Barrios","LAGUNA GRANDE- PATIO DE BOLAS"
"744","15","BOYACA","15753","SOATA","1.51","151.001","CL 13","CL 1","KR 1","KR 10","Urbano","Sin Informacion de Barrios","Centro"
"1.656","25","CUNDINAMARCA","25594","QUETAME","2.518","251.84","CL 7A","LIMITE URBANO","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
