"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
"P2022-002910","2022-05-09T00:00:00.000","2023-05-02T00:00:00.000","OTHER","ELLERSLIE ROAD [EASTBOUND SIDE] SW","From GRAYDON HILL BOULEVARD [NORTHBOUND SIDE] SW; To HERITAGE VALLEY TRAIL SW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.4247183996155","-113.54772908416693","
,  
(53.4247183996155, -113.54772908416693)",
"P2021-001303","2021-03-10T00:00:00.000","2031-06-22T00:00:00.000","X - OSCAM ADMIN","95 AVENUE NW","From 100A STREET NW; To 101 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Unknown","Unknown","53.53088036256588","-113.49305744635426","
,  
(53.53088036256588, -113.49305744635426)",
"P2022-007288","2022-09-07T00:00:00.000","2022-11-25T00:00:00.000","ROAD CONSTRUCTION REHAB","111 STREET [SOUTHBOUND SIDE] NW","From 61 AVENUE [EASTBOUND SIDE] NW; To 57 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.496117744720586","-113.51693774011846","
,  
(53.496117744720586, -113.51693774011846)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59564257555492 53.54330826809065, -113.59566269596269 53.54485626825545))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47675179076535 53.51420342633666, -113.47976462575393 53.51419652411751))"
"P2022-001708","2022-03-23T00:00:00.000","2022-09-25T00:00:00.000","WASTE BIN POD SEACAN","121 STREET [SOUTHBOUND SIDE] NW","From 102 AVENUE NW; To JASPER AVENUE NW",,"Actual Road Segment","2 - No Restrictions",,,,"53.54197816718783","-113.53091667789192","
,  
(53.54197816718783, -113.53091667789192)",
"P2021-010278","2021-12-09T00:00:00.000","2023-04-30T00:00:00.000","DRAINAGE TUNNEL SHAFT","SUMMIT DRIVE NW","From 147 STREET NW; To 148 STREET NW","SUMMIT DRIVE NW, 148 STREET NW","Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.54106097191564","-113.57526515476427","
,  
(53.54106097191564, -113.57526515476427)",
"P2022-005507","2022-07-18T00:00:00.000","2022-09-16T00:00:00.000","POWER REPAIR REPLACE","144 AVENUE [EASTBOUND SIDE] NW","From 87 STREET NW; To 86 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.60644418177794","-113.47297682719197","
,  
(53.60644418177794, -113.47297682719197)",
"P2021-008534","2021-10-02T00:00:00.000","2022-12-01T00:00:00.000","CROSSING TEMPORARY TCP","39 AVENUE NW","From ASPEN DRIVE WEST NW; To 39 AVENUE NW",,"Lat/Long Point for Reference","2 - No Restrictions","No","No","Yes","53.474076768057316","-113.55044090478265","
,  
(53.474076768057316, -113.55044090478265)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5538389262646 53.55438693218002, -113.55472300767664 53.55438721885873, -113.55551715235057 53.554388661929416))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53248722226925 53.56367698946795, -113.53247980325253 53.564167468056766, -113.53246339808686 53.56525196892186))"
"P2022-001598","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 87 STREET NW; To 89 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48816115332864","-113.46057786800145","
,  
(53.48816115332864, -113.46057786800145)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50403609061435 53.46779674947952, -113.50403812307245 53.468463631050255))"
"P2021-010588","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","104 AVENUE NW","From 117 STREET NW; To 118 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.546221135381955","-113.52405515446311","
,  
(53.546221135381955, -113.52405515446311)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50658819452858 53.54981497569702, -113.50751342312051 53.54981002475726, -113.5083295497968 53.54981034560311))"
"P2022-007277","2022-09-12T00:00:00.000","2022-09-17T00:00:00.000","WATER VALVE INSTALL","92A AVENUE NW","From 62 STREET NW; To 68 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.52769273195617","-113.42913069920563","
,  
(53.52769273195617, -113.42913069920563)",
"P2021-010584","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000",,"156 STREET NW","From 96 AVENUE NW; To 97 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.53385685741162","-113.5903295517459","
,  
(53.53385685741162, -113.5903295517459)",
"P2022-002971","2022-05-02T00:00:00.000","2022-10-21T00:00:00.000","OTHER","104 STREET NW","From 81 AVENUE NW; To 82 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.517577533289874","-113.497633944574","
,  
(53.517577533289874, -113.497633944574)",
"P2022-002698","2022-05-15T00:00:00.000","2022-09-14T00:00:00.000","WASTE BIN POD SEACAN","117 STREET NW","From 38A AVENUE NW; To 39 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.47431649079937","-113.53469079970736","
,  
(53.47431649079937, -113.53469079970736)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50658285927385 53.544605826753795, -113.50658090244845 53.5462277667622))"
"P2022-006815","2022-08-31T00:00:00.000","2022-09-16T00:00:00.000","TREE SHRUB INSTALL REMOVE","82 AVENUE [WESTBOUND SIDE] NW","From 96 STREET NW; To 97 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.518098940781606","-113.47819094795246","
,  
(53.518098940781606, -113.47819094795246)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51661778063435 53.51416276314156, -113.51994307279533 53.51416446940336))"
"P2022-003229","2022-05-16T00:00:00.000","2022-10-20T00:00:00.000","STREETSCAPE","124 STREET NW","From 117 AVENUE NW; To 118 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.56936423068421","-113.53592738725388","
,  
(53.56936423068421, -113.53592738725388)",
"P2022-006020","2022-08-01T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","18 STREET NW","From ALBERTA HOSPITAL 1 ROAD NW; To 195 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","Unknown","53.65352384902452","-113.3689121507801","
,  
(53.65352384902452, -113.3689121507801)",
"P2022-006390","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","113 AVENUE NW","From 123 STREET NW; To 124 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","No","53.5620794574278","-113.53504116380255","
,  
(53.5620794574278, -113.53504116380255)",
"P2022-005292","2022-07-20T00:00:00.000","2022-09-30T00:00:00.000","TELECOM INSTALL","STANTON DRIVE SW","From 70 STREET SW; To 69 STREET SW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Yes","Unknown","53.42008930599554","-113.44780362206671","
,  
(53.42008930599554, -113.44780362206671)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50474780208721 53.543014393718295, -113.50566757014312 53.543014999929675, -113.50658564346368 53.54301569991922))"
"P2022-005498","2022-07-28T00:00:00.000","2023-01-13T00:00:00.000","HOARDING","99 STREET NW","From JASPER AVENUE NW; To SHOCTOR ALLEY NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.54182014210256","-113.48867548252625","
,  
(53.54182014210256, -113.48867548252625)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.58907597088535 53.50788641136994, -113.59036347097305 53.507893586081025))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57796351457027 53.52126333419634, -113.57807285558825 53.521273049912274, -113.57889011586093 53.52127289746133, -113.57978937339757 53.5212790566994))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47957273318262 53.468580180146354, -113.47980060301265 53.468593003460974, -113.48024061745912 53.46864403342271, -113.48052478291807 53.46866856793856, -113.48081159421217 53.46867658598411, -113.4818449953424 53.46867572568116, -113.48197277714641 53.46868252971578, -113.48208684071533 53.46871756608714))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56652650162475 53.49457409014778, -113.5665384218486 53.4958076742305))"
"P2022-007213","2022-09-12T00:00:00.000","2022-09-21T00:00:00.000","TELECOM INSTALL","167 AVENUE [EASTBOUND SIDE] NW","From 130 STREET NW; To 127 STREET [SOUTHBOUND SIDE] NW","167 AVENUE [EASTBOUND SIDE] NW, 127 STREET [NORTHBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown",,"No","53.628654541738406","-113.54440295767711","
,  
(53.628654541738406, -113.54440295767711)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52509920172538 53.58757296776213, -113.52509892999826 53.58800785780664, -113.52509781277189 53.58979612460933, -113.52506870705156 53.589850853702146))"
"P2022-006103","2022-08-15T00:00:00.000","2022-09-26T00:00:00.000","CONCRETE REPAIR","115 AVENUE NW","From 123 STREET NW; To 124 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","Yes","53.56525451307567","-113.53505120622006","
,  
(53.56525451307567, -113.53505120622006)",
"P2022-003333","2022-05-24T00:00:00.000","2022-09-20T00:00:00.000","PAVING","WINTERBURN ROAD [SOUTHBOUND SIDE] NW","From 118A AVENUE NW; To YELLOWHEAD TRAIL [WESTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.57207361865724","-113.68914374124522","
,  
(53.57207361865724, -113.68914374124522)",
"P2022-004650","2022-06-20T00:00:00.000","2022-09-20T00:00:00.000","WASTE BIN POD SEACAN","126 STREET NW","From 106 AVENUE NW; To 107 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Unknown","Unknown","53.550143137618356","-113.5394555288056","
,  
(53.550143137618356, -113.5394555288056)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57568791271218 53.47675297055706, -113.57574959242535 53.47668342977613, -113.5759274430013 53.47644202425443, -113.57656467806652 53.47521447530309, -113.5769553304064 53.47452245607187, -113.57769987363196 53.47352423436459, -113.57882552710298 53.472260675881756, -113.57970770393067 53.47135173319911, -113.58195736243313 53.4690952466684, -113.58225765077206 53.46873427471311))"
"P2022-006129","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","132 STREET NW","From 114 AVENUE NW; To 116 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","No","53.565237673715835","-113.54875322755606","
,  
(53.565237673715835, -113.54875322755606)",
"P2021-010613","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","102 AVENUE NW","From 97 STREET NW; To 96 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.54435319080921","-113.48436970933076","
,  
(53.54435319080921, -113.48436970933076)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56770594095367 53.62904846509028, -113.56760301334151 53.62899991584263, -113.56727325530694 53.62890821804533, -113.5671014340252 53.628861204966576, -113.56693633008766 53.628821841434124, -113.56676493928916 53.628787669317134, -113.56656738876909 53.628756239891736, -113.56641909423657 53.62873725691253, -113.5662345079549 53.628717816926546, -113.56600643534098 53.62870007752732, -113.56569551130144 53.628686859937254, -113.56541210266437 53.62868425862209, -113.55959103777668 53.628669448460734, -113.55942758709787 53.62867749494153))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50032681065875 53.4898437005648, -113.50112382743602 53.48984328582896))"
"P2021-001303","2021-03-10T00:00:00.000","2031-06-22T00:00:00.000","X - OSCAM ADMIN","96 AVENUE NW","From 100 STREET NW; To 100A STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Unknown","Unknown","53.53245714780915","-113.4917624806953","
,  
(53.53245714780915, -113.4917624806953)",
"P2022-002422","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","88 AVENUE NW","From 109 STREET NW; To 110 STREET NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.52384632108567","-113.5135382653606","
,  
(53.52384632108567, -113.5135382653606)",
"P2022-001997","2022-04-18T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","115 STREET NW","From 127 AVENUE NW; To 129 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Yes","Yes","53.58626319048499","-113.51997561309204","
,  
(53.58626319048499, -113.51997561309204)",
"P2019-005345","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","199 STREET [SOUTHBOUND SIDE] NW","From 69 AVENUE [EASTBOUND SIDE] NW; To 62 AVENUE [WESTBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","No","53.49384884708922","-113.66584791474368","
,  
(53.49384884708922, -113.66584791474368)",
"P2022-002802","2022-05-10T00:00:00.000","2022-12-31T00:00:00.000","HOARDING","114 STREET NW","From NOT NAMED ROAD NW; To 83 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","Yes","53.52135776730862","-113.5255112572883","
,  
(53.52135776730862, -113.5255112572883)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.69788332509845 53.5132078830782, -113.7003484240052 53.513206241959196, -113.70039843905504 53.51321103981155, -113.70042999755417 53.51321967062348, -113.70046032664027 53.51323375318437))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56748083065423 53.560477257157814, -113.5781118677866 53.560484052100485, -113.57810545579808 53.560761958489394))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.40454362674933 53.573532178611174, -113.4045380149648 53.57508453627634))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4569069862935 53.57984678892758, -113.4576662817993 53.579846126962835, -113.45843171865931 53.57984545484782))"
"P2022-002417","2022-04-13T00:00:00.000","2022-11-01T00:00:00.000","CAFE RETAIL SPACE","124 STREET NW","From 107 AVENUE NW; To 108 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.55176143540453","-113.5358969496744","
,  
(53.55176143540453, -113.5358969496744)",
"P2022-006756","2022-08-17T00:00:00.000","2023-08-17T00:00:00.000","CROSSING TEMPORARY TCP","59 STREET NW","From 118 AVENUE NW; To 119 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.57128077428569","-113.432247450511","
,  
(53.57128077428569, -113.432247450511)",
"P2022-002425","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","110 STREET NW","From UNIVERSITY AVENUE NW; To 79 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.514892764391526","-113.51500381956593","
,  
(53.514892764391526, -113.51500381956593)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59030594222882 53.5361815944515, -113.59031442196606 53.537486438195465))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49489699564558 53.5180697432344, -113.49498615316153 53.51859176361636, -113.49506610137237 53.51905985239563))"
"P2022-006498","2022-08-15T00:00:00.000","2022-09-14T00:00:00.000","F.A.C. INSPECTION","109 AVENUE NW","From 116 STREET NW; To 117 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.55458485742171","-113.52222972421228","
,  
(53.55458485742171, -113.52222972421228)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52601700499812 53.47601681824122, -113.52676328871411 53.476082434269024, -113.52824248885966 53.476220220419094, -113.52865620471312 53.47625545390467, -113.52921091849086 53.476296281366835, -113.52973125223947 53.47632799494612, -113.5301830369863 53.47635037096925, -113.53025595525284 53.47635309051382))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50426194324494 53.471211972703095, -113.50425324911153 53.468463386579174))"
"P2022-006805","2022-08-13T00:00:00.000","2022-11-07T00:00:00.000","ROAD CONSTRUCTION NEW","MERIDIAN STREET NW","From 178 AVENUE NE; To MERIDIAN STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.64076972202762","-113.34431881893136","
,  
(53.64076972202762, -113.34431881893136)",
"P2022-000962","2022-03-01T00:00:00.000","2023-02-28T00:00:00.000","CROSSING TEMPORARY TCP","41 STREET NW","From 120 AVENUE NW; To 121 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.57430835749432","-113.40454082096296","
,  
(53.57430835749432, -113.40454082096296)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5233995614983 53.589895518780764, -113.52424314177354 53.58989214132455, -113.5249543075629 53.58988928939763, -113.52506870705156 53.589850853702146))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.6370609112759 53.519456345614756, -113.63715288675674 53.519901392837944, -113.63714975374612 53.521548630755646))"
"P2022-006977","2022-09-06T00:00:00.000","2022-11-30T00:00:00.000","GAS LINE REPAIR REPLACE","53 AVENUE NW","From 108 STREET NW; To 107 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.490344057183385","-113.50973157900253","
,  
(53.490344057183385, -113.50973157900253)",
"P2022-007201","2022-09-06T00:00:00.000","2022-09-16T00:00:00.000","POWER INSTALL","170 STREET NW","From STONY PLAIN ROAD NW; To 103 AVENUE NW","105 AVENUE NW, 170 STREET [SOUTHBOUND SIDE] NW","No Spatial Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No",,,,
"P2022-002425","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","111 STREET NW","From 81 AVENUE NW; To 82 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.517580697449986","-113.51782164441782","
,  
(53.517580697449986, -113.51782164441782)",
"P2022-003049","2022-05-16T00:00:00.000","2022-09-15T00:00:00.000","WATER LINE INSTALL","50 STREET [SOUTHBOUND SIDE] NW","From 82 AVENUE NW; To 50 STREET [SOUTHBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","No","No","53.5180892108928","-113.41860180529304","
,  
(53.5180892108928, -113.41860180529304)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48418760985086 53.565803096954454, -113.48493680783484 53.56580277788999, -113.48568737330703 53.565800742959915))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47297597154326 53.53231468561249, -113.47317704842384 53.53239252626686, -113.47338176813761 53.53246692120184, -113.47358996368274 53.53253780999644, -113.47380146621234 53.53260513473853, -113.47401610321133 53.53266884109518, -113.47423370093207 53.5327288765262, -113.47467706939675 53.53283774524139, -113.47487244452986 53.5328784226478, -113.47506986171128 53.532915437003915, -113.47526911596094 53.53294877266324, -113.47547000086819 53.53297843194631, -113.47567232427829 53.533004386325565, -113.47587589397705 53.53302661194709, -113.47608051772647 53.533045086755415, -113.47628600080317 53.53305979443645, -113.47647038848442 53.53307009144084, -113.47665518208183 53.53307737134846, -113.47684024330101 53.53308159293562, -113.47702543036522 53.533082752705596, -113.4772106002511 53.53308085039203, -113.4773956099265 53.53307588644835, -113.47758031751728 53.53306786528772, -113.47776457992087 53.533056793116025, -113.47911771607367 53.53293061357505, -113.47913109645503 53.53295079324098, -113.47916547430586 53.53296759736539, -113.47921018176885 53.53297092286441, -113.47936708859797 53.53296465373586, -113.47958165913207 53.53296093475947, -113.47983714835414 53.532963797661, -113.48013575210067 53.5329772250754, -113.48035941250156 53.5329940390499, -113.48057824564223 53.53302290200651, -113.4810225693221 53.53312972656665, -113.48141684311773 53.5332734393539))"
