"neighborhood","site_type","category","target","size","number_of_tags","lir_value","latitude","longitude","location","group_value","icon","geometry_point"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Pole","Small (>1sq ft<=2sqft)","1","20","53.5194166666667","-113.498466666667","
,  
(53.5194166666667, -113.498466666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498466666667 53.5194166666667)"
"Central McDougall","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","3","21","53.5552166666667","-113.494866666667","
,  
(53.5552166666667, -113.494866666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.494866666667 53.5552166666667)"
"Downtown","Random","Marker / Plain Graffiti","Ventilation Unit","Small (>1sq ft<=2sqft)","3","19","53.5449","-113.50385","
,  
(53.5449, -113.50385)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50385 53.5449)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","17","53.5186","-113.496583333333","
,  
(53.5186, -113.496583333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496583333333 53.5186)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Disposal Bin - Small","X-Small (<=1sq ft)","2","17","53.5518166666667","-113.515683333333","
,  
(53.5518166666667, -113.515683333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.515683333333 53.5518166666667)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Walls","Large (>9sq ft<=20sqft)","1","29","53.51475","-113.4987","
,  
(53.51475, -113.4987)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.4987 53.51475)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","21","53.5545666666667","-113.521","
,  
(53.5545666666667, -113.521)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.521 53.5545666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","22","53.546","-113.480216666667","
,  
(53.546, -113.480216666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.480216666667 53.546)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","20","53.54525","-113.50205","
,  
(53.54525, -113.50205)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50205 53.54525)"
"Oliver","Random","Marker / Plain Graffiti","Ventilation Unit","X-Small (<=1sq ft)","4","21","53.5401333333333","-113.5116","
,  
(53.5401333333333, -113.5116)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5116 53.5401333333333)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","17","53.5515666666667","-113.5159","
,  
(53.5515666666667, -113.5159)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5159 53.5515666666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","20","53.553","-113.506633333333","
,  
(53.553, -113.506633333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.506633333333 53.553)"
"Boyle Street","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","7","24","53.5433333333333","-113.484866666667","
,  
(53.5433333333333, -113.484866666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.484866666667 53.5433333333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","23","53.5185333333333","-113.4954","
,  
(53.5185333333333, -113.4954)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4954 53.5185333333333)"
"Ritchie","Hot Spot","Artistic Tag","Utility Box","Small (>1sq ft<=2sqft)","1","22","53.5151333333333","-113.485583333333","
,  
(53.5151333333333, -113.485583333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.485583333333 53.5151333333333)"
"Eastwood","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","20","53.5711","-113.463283333333","
,  
(53.5711, -113.463283333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.463283333333 53.5711)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","10","21","53.5395333333333","-113.50155","
,  
(53.5395333333333, -113.50155)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50155 53.5395333333333)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","20","53.5459","-113.480766666667","
,  
(53.5459, -113.480766666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.480766666667 53.5459)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Pole","Med (>2sq ft<=9sqft)","2","20","53.5558166666667","-113.47075","
,  
(53.5558166666667, -113.47075)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.47075 53.5558166666667)"
"Westmount","Hot Spot","Artistic Tag","Walls","Small (>1sq ft<=2sqft)","1","19","53.5502","-113.535933333333","
,  
(53.5502, -113.535933333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.535933333333 53.5502)"
"Alberta Avenue","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","19","53.5700833333333","-113.479583333333","
,  
(53.5700833333333, -113.479583333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.479583333333 53.5700833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5186833333333","-113.501616666667","
,  
(53.5186833333333, -113.501616666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501616666667 53.5186833333333)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","1","17","53.56685","-113.536266666667","
,  
(53.56685, -113.536266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.536266666667 53.56685)"
"Downtown","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","8","19","53.5430666666667","-113.5034","
,  
(53.5430666666667, -113.5034)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5034 53.5430666666667)"
"Belvedere","Random","Marker / Plain Graffiti","Bus Shelter","Small (>1sq ft<=2sqft)","3","14","53.5980333333333","-113.430616666667","
,  
(53.5980333333333, -113.430616666667)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.430616666667 53.5980333333333)"
"Boyle Street","Random","Marker / Plain Graffiti","Barricades","Small (>1sq ft<=2sqft)","1","22","53.5444","-113.48175","
,  
(53.5444, -113.48175)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.48175 53.5444)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","3","22","53.5426","-113.4999","
,  
(53.5426, -113.4999)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4999 53.5426)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5453333333333","-113.4839","
,  
(53.5453333333333, -113.4839)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4839 53.5453333333333)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Pole","Small (>1sq ft<=2sqft)","3","23","53.5552833333333","-113.4722","
,  
(53.5552833333333, -113.4722)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4722 53.5552833333333)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Phone booth","Small (>1sq ft<=2sqft)","1","23","53.5510833333333","-113.53245","
,  
(53.5510833333333, -113.53245)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53245 53.5510833333333)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","17","53.5558166666667","-113.471566666667","
,  
(53.5558166666667, -113.471566666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.471566666667 53.5558166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","21","53.5432833333333","-113.485716666667","
,  
(53.5432833333333, -113.485716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.485716666667 53.5432833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.51855","-113.496383333333","
,  
(53.51855, -113.496383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496383333333 53.51855)"
"Strathcona","Hot Spot","Artistic Tag","Phone booth","Small (>1sq ft<=2sqft)","1","18","53.5181","-113.501183333333","
,  
(53.5181, -113.501183333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501183333333 53.5181)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Garbage Enclosure","Small (>1sq ft<=2sqft)","2","13","53.5174333333333","-113.505283333333","
,  
(53.5174333333333, -113.505283333333)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.505283333333 53.5174333333333)"
"Ritchie","Hot Spot","Splash","Walls","X-Large (>20sqft)","2","29","53.5170666666667","-113.485566666667","
,  
(53.5170666666667, -113.485566666667)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.485566666667 53.5170666666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Signs","X-Small (<=1sq ft)","3","20","53.5496833333333","-113.503883333333","
,  
(53.5496833333333, -113.503883333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.503883333333 53.5496833333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","2","13","53.5917666666667","-113.4337","
,  
(53.5917666666667, -113.4337)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.4337 53.5917666666667)"
"Downtown","Random","Marker / Plain Graffiti","Walls","X-Large (>20sqft)","13","29","53.5396","-113.501633333333","
,  
(53.5396, -113.501633333333)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.501633333333 53.5396)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","22","53.53925","-113.499566666667","
,  
(53.53925, -113.499566666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.499566666667 53.53925)"
"Garneau","Hot Spot","Etching","Window","Small (>1sq ft<=2sqft)","1","21","53.5209666666667","-113.5119","
,  
(53.5209666666667, -113.5119)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5119 53.5209666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","X-Small (<=1sq ft)","5","20","53.5440833333333","-113.48045","
,  
(53.5440833333333, -113.48045)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48045 53.5440833333333)"
"Beverly Heights","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.56705","-113.399933333333","
,  
(53.56705, -113.399933333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.399933333333 53.56705)"
"Killarney","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","3","17","53.5849","-113.48765","
,  
(53.5849, -113.48765)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48765 53.5849)"
"Central McDougall","Random","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","2","19","53.5514666666667","-113.507","
,  
(53.5514666666667, -113.507)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507 53.5514666666667)"
"Inglewood","Random","Marker / Plain Graffiti","Pole","Med (>2sq ft<=9sqft)","1","21","53.5651666666667","-113.55075","
,  
(53.5651666666667, -113.55075)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.55075 53.5651666666667)"
"CPR West","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","18","53.5170666666667","-113.496266666667","
,  
(53.5170666666667, -113.496266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.496266666667 53.5170666666667)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","21","53.54575","-113.535933333333","
,  
(53.54575, -113.535933333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.535933333333 53.54575)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","3","24","53.5187","-113.499716666667","
,  
(53.5187, -113.499716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.499716666667 53.5187)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","23","53.5459","-113.480766666667","
,  
(53.5459, -113.480766666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.480766666667 53.5459)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","17","53.5161166666667","-113.48685","
,  
(53.5161166666667, -113.48685)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48685 53.5161166666667)"
"Strathcona","Random","Marker / Plain Graffiti","Barricades","X-Small (<=1sq ft)","1","19","53.5254","-113.486433333333","
,  
(53.5254, -113.486433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.486433333333 53.5254)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Ventilation Unit","X-Small (<=1sq ft)","2","19","53.5190833333333","-113.4989","
,  
(53.5190833333333, -113.4989)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4989 53.5190833333333)"
"Garneau","Random","Artistic Tag","Postal Box","Small (>1sq ft<=2sqft)","2","18","53.52188","-113.517866666667","
,  
(53.52188, -113.517866666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.517866666667 53.52188)"
"Boyle Street","Random","Marker / Plain Graffiti","Vehicles/Rolling Stock","Small (>1sq ft<=2sqft)","2","18","53.5447","-113.47995","
,  
(53.5447, -113.47995)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.47995 53.5447)"
"McCauley","Random","Marker / Plain Graffiti","Walls","Large (>9sq ft<=20sqft)","5","21","53.5521666666667","-113.488433333333","
,  
(53.5521666666667, -113.488433333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.488433333333 53.5521666666667)"
"Westmount","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","3","23","53.5586166666667","-113.546183333333","
,  
(53.5586166666667, -113.546183333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.546183333333 53.5586166666667)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","22","53.5873","-113.439716666667","
,  
(53.5873, -113.439716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.439716666667 53.5873)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","18","53.5891666666667","-113.442816666667","
,  
(53.5891666666667, -113.442816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.442816666667 53.5891666666667)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Phone booth","Small (>1sq ft<=2sqft)","1","18","53.5545666666667","-113.514383333333","
,  
(53.5545666666667, -113.514383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.514383333333 53.5545666666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Newspaper Box","Small (>1sq ft<=2sqft)","6","20","53.5518166666667","-113.508166666667","
,  
(53.5518166666667, -113.508166666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.508166666667 53.5518166666667)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","19","53.5516166666667","-113.473433333333","
,  
(53.5516166666667, -113.473433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.473433333333 53.5516166666667)"
"Westmount","Hot Spot","Artistic Tag","Postal Box","Med (>2sq ft<=9sqft)","3","23","53.54785","-113.53945","
,  
(53.54785, -113.53945)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53945 53.54785)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","19","53.5425333333333","-113.499066666667","
,  
(53.5425333333333, -113.499066666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.499066666667 53.5425333333333)"
"Inglewood","Random","Marker / Plain Graffiti","Utility Box","Med (>2sq ft<=9sqft)","1","21","53.5652333333333","-113.5452","
,  
(53.5652333333333, -113.5452)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5452 53.5652333333333)"
"CPR West","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","25","53.50435","-113.494966666667","
,  
(53.50435, -113.494966666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.494966666667 53.50435)"
"Alberta Avenue","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","19","53.5706","-113.481333333333","
,  
(53.5706, -113.481333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.481333333333 53.5706)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","20","53.5515833333333","-113.510183333333","
,  
(53.5515833333333, -113.510183333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.510183333333 53.5515833333333)"
"Oliver","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","2","23","53.54045","-113.5099","
,  
(53.54045, -113.5099)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5099 53.54045)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","17","53.5170666666667","-113.490783333333","
,  
(53.5170666666667, -113.490783333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.490783333333 53.5170666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","20","53.5463883333333","-113.4834","
,  
(53.5463883333333, -113.4834)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4834 53.5463883333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","24","53.5398833333333","-113.495566666667","
,  
(53.5398833333333, -113.495566666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.495566666667 53.5398833333333)"
"Garneau","Random","Artistic Tag","Barricades","Small (>1sq ft<=2sqft)","1","19","53.51825","-113.515","
,  
(53.51825, -113.515)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.515 53.51825)"
"Boyle Street","Random","Etching","Door","Small (>1sq ft<=2sqft)","1","20","53.5452333333333","-113.486716666667","
,  
(53.5452333333333, -113.486716666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.486716666667 53.5452333333333)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","20","53.5527833333333","-113.475316666667","
,  
(53.5527833333333, -113.475316666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.475316666667 53.5527833333333)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","18","53.5181","-113.505333333333","
,  
(53.5181, -113.505333333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.505333333333 53.5181)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","21","53.5434166666667","-113.4844","
,  
(53.5434166666667, -113.4844)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4844 53.5434166666667)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","X-Small (<=1sq ft)","1","16","53.5175333333333","-113.501033333333","
,  
(53.5175333333333, -113.501033333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501033333333 53.5175333333333)"
"Killarney","Hot Spot","Marker / Plain Graffiti","Garage","Med (>2sq ft<=9sqft)","2","21","53.5854833333333","-113.468233333333","
,  
(53.5854833333333, -113.468233333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.468233333333 53.5854833333333)"
"Inglewood","Random","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","2","19","53.5693333333333","-113.547233333333","
,  
(53.5693333333333, -113.547233333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.547233333333 53.5693333333333)"
"Central McDougall","Random","Marker / Plain Graffiti","Stairs","Small (>1sq ft<=2sqft)","1","20","53.55175","-113.5075","
,  
(53.55175, -113.5075)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5075 53.55175)"
"Central McDougall","Random","Outline Bubble Tag - Two Colors","Garage","Large (>9sq ft<=20sqft)","3","26","53.5536333333333","-113.505666666667","
,  
(53.5536333333333, -113.505666666667)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.505666666667 53.5536333333333)"
"Parkdale","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","2","20","53.5701833333333","-113.468816666667","
,  
(53.5701833333333, -113.468816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.468816666667 53.5701833333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","17","53.54155","-113.500083333333","
,  
(53.54155, -113.500083333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.500083333333 53.54155)"
"Downtown","Random","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","23","53.5398666666667","-113.504","
,  
(53.5398666666667, -113.504)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.504 53.5398666666667)"
"Strathcona","Hot Spot","Artistic Tag","Walls","Med (>2sq ft<=9sqft)","2","19","53.5181333333333","-113.4991","
,  
(53.5181333333333, -113.4991)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4991 53.5181333333333)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.5165333333333","-113.498483333333","
,  
(53.5165333333333, -113.498483333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498483333333 53.5165333333333)"
"Strathcona","Hot Spot","Etching","Window","Small (>1sq ft<=2sqft)","2","18","53.518","-113.4986","
,  
(53.518, -113.4986)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4986 53.518)"
"Central McDougall","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","20","53.5514666666667","-113.507","
,  
(53.5514666666667, -113.507)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507 53.5514666666667)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.5399","-113.503666666667","
,  
(53.5399, -113.503666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.503666666667 53.5399)"
"Downtown","Random","Marker / Plain Graffiti","Benches","Small (>1sq ft<=2sqft)","1","20","53.5460166666667","-113.5045","
,  
(53.5460166666667, -113.5045)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5045 53.5460166666667)"
"McCauley","Hot Spot","Marker / Plain Graffiti","Utility Box","Med (>2sq ft<=9sqft)","1","17","53.557","-113.488416666667","
,  
(53.557, -113.488416666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488416666667 53.557)"
