"agency","invoice_date","client_reference","program_year","city","county","zip","unit_ownership","housing_unit_type","elderly","children","disabled_occupants","native_american_occupants","other_occupants","total_occupants","primary_heating_fuel","utility","unit_year_built","unit_size","unit_stories","auditor","wx_contractor","hvac_contractor","final_inspector","pre_wx_test_cfm","post_wx_test_cfm","total_cfm_difference","funding_assignment","furnace_replacement","total_invoice_cost","po_amount_wap_base","po_amount_rggi_wap","po_amount_wap_utility","po_amount_liheap","hs_amount_wap_base","hs_amount_rggi_wap","hs_amount_wap_utility","hs_amount_liheap"
"Catholic Charities","2018-02-27T00:00:00.000","K17-1370892130","2017","Dover","Kent","19904","Own","Mobile Home","2","0","1","0","0","2","Propane","DEC/Carl King","1986","1056","1","Gary H.","RS Bauer",,"Gary H.","2287","906","1381","WAP BASE","N","7107.20","6216.20",,,,"891.00",,,
"Catholic Charities","2018-02-27T00:00:00.000","N17-748765198","2017","New Castle","New Castle","19720","Own","Single-Family Detached","1","0","0","0","0","1","Gas","Delmarva","1991","1775","2","Chris R.","Green Home Solutions",,"Steve C.","4055","2904","1151","WAP BASE","N","2254.00","1651.00",,,,"603.00",,,
"Catholic Charities","2018-02-27T00:00:00.000","S17-1666777459","2017","Milford","Sussex","19963","Own","Mobile Home","1","0","1","0","0","1","Propane","City of Milford/Poore's Propane","2001","1904","1","Gary H.","RS Bauer",,"Gary H.","3674","2018","1656","RGGI WAP","N","8811.75",,"8130.75",,,,"681.00",,
"Catholic Charities","2018-02-28T00:00:00.000","S17-9873614044","2017","Bridgeville","Sussex","19933","Own","Mobile Home","0","3","0","0","2","5","Propane","DEC/Paradee Gas","1998","1064","1","Gary H.","Free Lighting Corp",,"Gary H.","1844","1320","524","WAP BASE/RGGI WAP","N","4940.35","4463.35",,,,,"477.00",,
"Catholic Charities","2018-02-28T00:00:00.000","S17-1159404245","2017","Delmar","Sussex","19940","Own","Single-Family Detached","0","0","1","0","1","2","Oil","DEC/Laurel Petroleum","1962","1170","1","Gary H.","Free Lighting Corp",,"Gary H.","1949","1590","359","WAP BASE/RGGI WAP","N","6347.35","5580.35",,,,,"767.00",,
"Catholic Charities","2018-03-01T00:00:00.000","N17-115200166","2017","New Castle","New Castle","19720","Own","Single-Family Detached","1","1","1","0","0","3","Oil","Delmarva/Cochran Oil","1945","1350","2","Steve C.","Efficient Home",,"Steve C.","3670","3171","499","WAP BASE/WAP Utility","N","6467.95","5183.45",,,,,,"1284.50",
"Catholic Charities","2018-03-02T00:00:00.000","S17-389490856","2017","Milford","Sussex","19963","Own","Mobile Home","1","0","0","0","0","1","Oil","Delmarva/Bob Wiley & Sons","1978","1344","1","Gary H.","RS Bauer",,"Gary H.","4655","1521","3134","WAP BASE/WAP Utility","N","9075.10","8120.10",,,,,,"955.00",
"Catholic Charities","2018-03-06T00:00:00.000","S17-6274322136","2017","Millsboro","Sussex","19966","Own","Mobile Home","0","2","0","0","2","4","Propane","Delmarva/Peninsula Oil","1989","924","1","Gary H.","Free Lighting Corp",,"Gary H.","3290","1840","1450","WAP Utility","N","6210.05",,,"5288.05",,,,"922.00",
"Catholic Charities","2018-03-08T00:00:00.000","N17-1595450818","2017","Newark","New Castle","19711","Own","Single-Family Detached","1","0","2","0","0","3","Gas","Delmarva","1960","1376","1","Chris R.","Efficient Home",,"Gary H.","2643","2147","496","LIHEAP","N","5790.46",,,,"4489.96",,,,"1300.50"
"Catholic Charities","2018-03-08T00:00:00.000","K17-2029873343","2017","Harrington","Kent","19952","Own","Mobile Home","0","1","0","0","1","2","Electric","DEC/Houston Fuel Oil","2004","1008","1","Gary H.","RS Bauer",,"Gary H.","2395","745","1650","LIHEAP","N","6025.65",,,,"5198.65",,,,"827.00"
"Catholic Charities","2018-03-08T00:00:00.000","S17-203308337","2017","Milford","Sussex","19963","Own","Single-Family Detached","0","0","1","0","0","1","Propane","City of Milford/Poore's Propane","1950","540","1","Gary H.","RS Bauer",,"Gary H.","1625","1182","443","LIHEAP","N","3226.30",,,,"2519.30",,,,"707.00"
"Catholic Charities","2018-03-09T00:00:00.000","N17-1724736115","2017","Newark","New Castle","19702","Own","Mobile Home","1","0","0","0","0","1","Gas","Delmarva/Kirkwood Gas","1999","924","1","Steve C.","Efficient Home",,"Steve C.","1824","971","853","WAP BASE/RGGI WAP","N","5512.55","5093.55",,,,,"419.00",,
"Catholic Charities","2018-03-12T00:00:00.000","N17-35157687","2017","Newark","New Castle","19702","Rent","Single-Family Attached","1","0","0","0","0","1","Oil","Delmarva/Hillside Oil","1979","1350","2","Steve C.","Efficient Home",,"Steve C.","2591","1660","931","LIHEAP","N","3400.06",,,,"2100.06",,,,"1300.00"
"Catholic Charities","2018-03-14T00:00:00.000","K17-2016303108","2017","Harrington","Kent","19952","Rent","Mobile Home","0","2","0","0","1","3","Electric","DEC","1998","1064","1","Gary H.","RS Bauer",,"Gary H.","1651","930","721","LIHEAP","N","5296.35",,,,"4724.35",,,,"572.00"
"Catholic Charities","2018-03-14T00:00:00.000","S17-294376419","2017","Milton","Sussex","19968","Own","Single-Family Detached","0","1","0","0","1","2","Electric","Delmarva","1993","1008","1","Gary H.","Free Lighting Corp",,"Gary H.","1421","1021","400","WAP Utility","N","2925.78",,,"2129.78",,,,"796.00",
"Catholic Charities","2018-03-15T00:00:00.000","S17-770471954","2017","Lincoln","Sussex","19960","Own","Single-Family Detached","0","0","0","0","0","0","Electric","Delmarva","1973","1200","1","Gary H.","Free Lighting Corp",,"Gary H.","3176","2020","1156","LIHEAP","N","6618.77",,,,"5671.77",,,,"947.00"
"Catholic Charities","2018-03-15T00:00:00.000","N17-2000561154","2017","Wilmington","New Castle","19805","Rent","Single-Family Attached","0","1","1","0","0","2","Gas","Delmarva","1940","1830","2","Steve C.","Efficient Home","H&H HVAC","Steve C.","3478","2875","603","LIHEAP","N","2492.40",,,,"2066.40",,,,"426.00"
"Catholic Charities","2018-03-19T00:00:00.000","N17-11174620","2017","Newark","New Castle","19713","Own","Single-Family Attached","0","1","0","0","1","2","Oil","Delmarva/AWE Oil Co","1972","1088","2","Steve C.","Efficient Home",,"Steve C.","3743","3020","723","LIHEAP","N","5679.81",,,,"4842.81",,,,"837.00"
"Catholic Charities","2018-03-19T00:00:00.000","S17-1635293639","2017","Rehoboth","Sussex","19971","Own","Mobile Home","1","0","0","0","0","1","Propane","Delamarva/Suburban Pro Millsboro","1978","984","1","Gary H.","RS Bauer",,"Gary H.","2064","1150","914","LIHEAP","N","5544.10",,,,"4500.10",,,,"1044.00"
"Catholic Charities","2018-03-19T00:00:00.000","N17-1268153500","2017","Wilmington","New Castle","19803","Own","Single-Family Detached","0","2","1","0","1","4","Oil","Delmarva/Superior Plus Energy","1953","1250","1","Steve C.","Efficient Home",,"Steve C.","4322","3395","927","WAP Utility","N","3853.42",,,"2922.42",,,,"931.00",
"Catholic Charities","2018-03-20T00:00:00.000","N16-1308728837","2017",,,,,,,,,,,,,,,,,,,,,,,,,"Y","89.00",,,"89.00",,,,,
"Catholic Charities","2018-03-20T00:00:00.000","N17-56033676274","2017","New Castle","New Castle","19702","Own","Single-Family Detached","0","1","0","0","1","2","Electric","Delmarva","1989","1190","2","Steve C.","Efficient Home",,"Steve C.","3025","1571","1454","LIHEAP","N","4788.95",,,,"3754.95",,,,"1034.00"
"Catholic Charities","2018-03-21T00:00:00.000","K17-558083321","2017","Clayton","New Castle","19938","Own","Mobile Home","0","0","0","0","1","1","Propane","Delmarva","1980","938","1","Gary H.","RS Bauer",,"Gary H.","4553","2290","2263","LIHEAP","N","6798.10",,,,"6044.10",,,,"754.00"
"Catholic Charities","2018-03-23T00:00:00.000","S17-1984935357","2017","Greenwood","Sussex","19950","Own","Mobile Home","1","0","1","0","0","2","Gas","DEC/Paradee Gas","2002","2052","1","Gary H.","Free Lighting Corp",,"Gary H.","3126","2337","789","LIHEAP","N","8836.75",,,,"8319.75",,,,"517.00"
"Catholic Charities","2018-03-26T00:00:00.000","S17-1908230931","2017","Seaford","Sussex","19973","Own","Mobile Home","0","0","1","0","0","1","Electric","DEC","1996","1080","1","Gary H.","First Class HVAC",,"Gary H.","1736","940","796","LIHEAP","Y","5290.65",,,,"4862.65",,,,"428.00"
"Catholic Charities","2018-03-28T00:00:00.000","K17-36356378","2017","Dover","Kent","19904","Own","Single-Family Detached","0","1","1","0","0","2","Gas","City of Dover/Chesapeake","1957","1172","1","Gary H.","RS Bauer",,"Gary H.","3185","2320","865","LIHEAP","N","5017.08",,,,"4103.08",,,,"914.00"
"Catholic Charities","2018-03-28T00:00:00.000","S17-1499524376","2017","Lewes","Sussex","19958","Own","Mobile Home","2","0","0","0","0","2","Propane","DEC/Wilson Baker","1982","924","1","Gary H.","Free Lighting Corp",,"Gary H.","2329","1680","649","LIHEAP","N","5302.45",,,,"4129.45",,,,"1173.00"
"Catholic Charities","2018-03-28T00:00:00.000","N17-1397883474","2017","Bear","New Castle","19701","Own","Single-Family Attached","1","0","0","0","0","1","Gas","Delmarva","2006","1575","2","Steve C.","Green Home Solutions",,"Steve C.","2463","1990","473","WAP Utility","N","911.20",,,"645.20",,,,"266.00",
"Catholic Charities","2018-04-02T00:00:00.000","N17-1764089459","2017","Claymont","New Castle","19703","Own","Single-Family Detached","1","0","1","0","0","2","Gas","Delmarva","1948","1575","2","Steve C.","Efficient Home",,"Steve C.","2899","2751","148","LIHEAP","N","1298.44",,,,"800.44",,,,"498.00"
"Catholic Charities","2018-04-03T00:00:00.000","N17-949483242","2017","Wilmington","New Castle","19808","Own","Mobile Home","1","1","0","0","1","3","Oil","Delmarva/Hillside Oil","1989","952","1","Steve C.","Efficient Home",,"Steve C.","2086","1524","562","LIHEAP","N","5255.96",,,,"4360.45",,,,"895.51"
"Catholic Charities","2018-04-03T00:00:00.000","K17-1503780604","2017","Camden","Kent","19934","Own","Mobile Home","1","0","0","0","0","1","Oil","Delmarva/JH Wilkerson","1982","938","1","Gary H.","RS Bauer",,"Gary H.","4416","1912","2504","LIHEAP","N","8275.74",,,,"6312.20",,,,"1963.54"
"Catholic Charities","2018-04-03T00:00:00.000","N171017589607","2017","New Castle","New Castle","19720","Own","Single-Family Detached","0","2","1","0","3","6","Oil","Delmarva/Cochran Oil","1947","1000","1","Steve C.","Efficient Home",,"Steve C.","1742","1481","261","LIHEAP","N","3089.62",,,,"2141.12",,,,"948.50"
"Catholic Charities","2018-04-03T00:00:00.000","K17-1694185562","2017","Hartly","Kent","19953","Own","Mobile Home","1","0","0","0","0","1","Electric","DEC","1988","1144","1","Gary H.","RS Bauer",,"Gary H.","3200","1389","1811","LIHEAP","Y","6658.50",,,,"5928.50",,,,"730.00"
"Catholic Charities","2018-04-04T00:00:00.000","N17-194812250","2017","Wilmington","New Castle","19810","Own","Mobile Home","1","0","1","0","0","1","Propane","Delmarva/Superior Plus Energy","1987","924","1","Steve C.","Efficient Home/Pfaff Bros","H&H HVAC","Steve C.","2107","1247","860","LIHEAP","N","6005.88",,,,"5081.10",,,,"924.78"
"Catholic Charities","2018-04-16T00:00:00.000","N15-126813532","2017","Wilmington","New Castle","19805","Own","Single-Family Detached","0","0","1","0","0","1","Gas","Delmarva","1930","1320","2","Steve C.","Efficient Home","H&H HVAC","Steve C.","4384","4300","84","WAP Utility","N","3718.35",,,"3232.35",,,,"486.00",
"Catholic Charities","2018-05-02T00:00:00.000","S16-1067593541","2017","Laurel","New Castle","19956","Own","Mobile Home","0","1","1","0","0","1","Electric","DEC","2001","1080","1","Gary H.","Free Lighting Corp",,"Gary H.","1850","1484","366","LIHEAP","N","5525.55",,,,"4878.55",,,,"647.00"
"Catholic Charities","2017-01-23T00:00:00.000","K15-1380295871","2016","Dover","Kent","19901","Own","Mobile Home","0","0","1","0","0","2","Electric","City of Dover","1968","528","1","Gary H.","RS Bauer",,"Gary H.","2215","1332","883","RGGI WAP","N","4054.4",,"3428.4",,,,"626",,
"Catholic Charities","2016-01-28T00:00:00.000","N14-84945334","2015","Middletown","New Castle","19709","Own","Mobile Home","0","0","1","0","0","1","Propane",,"1992","924","1","Ed W.","Efficient Home",,"Ed W.","2581","1843","738","RGGI WAP","N","7413.35",,"6225.35",,,,"1188",,
"Catholic Charities","2016-06-23T00:00:00.000","K15-824110989","2016","Dover","Kent","19901","Own","Mobile Home",,,,,,,"Electric","City of Dover/Sharp Energy","1984","924","1","Gary H.","RS Bauer","RS Bauer","Gary H.",,,"0","RGGI WAP","N","625",,"0",,,,"625",,
"Catholic Charities","2017-03-08T00:00:00.000","S16-465489537","2016","Laurel","Sussex","19956","Own","Single-Family Detached","1","0","0","0","0","4","Propane","DEC/Sharp Energy","1952","1245","2","Gary H.","RS Bauer",,"Gary H.","3288","2105","1183","LIHEAP","N","3931.5600000000004",,,,"3390.3",,,,"541.26"
"Catholic Charities","2015-01-08T00:00:00.000","N14-1269643588","2014","Newark","New Castle","19702","Own","Single-Family Detached","0","0","0","0","2","2","Electric",,"1987","1475","2","Ed W.","CSC",,"Ed W.","2593","2176","417","WAP BASE","N","3026.4","2084.9",,,,"941.5",,,
"Catholic Charities","2015-09-21T00:00:00.000","N14-1116014585","2015","Newark","New Castle","19711","Own","Single-Family Detached","1","0","0","0","0","1","Oil",,"1958","2050","1","Ed W.","CSC",,"Ed W.","4941","2896","2045","WAP UTILITY","N","9043.98","0",,"7738.48",,,,"1305.5",
"Catholic Charities","2018-07-06T00:00:00.000","S17-188635864","2018","Millsboro","Sussex","19966","Own","Mobile Home","0","2","1","0","1","4","Oil","DEC/Pep-Up","1986","1323","1","Gary H.","RS Bauer",,"Gary H.","3383","2615","768","LIHEAP/RGGI WAP","N","5174.75",,,,"4280.75",,"394",,"500"
"Catholic Charities","2015-09-22T00:00:00.000","K14-1210552861","2015","Dover","Kent","19901","Own","Mobile Home","0","0","1","0","2","3","Propane",,"1998","1232","1","Gary H.","RS Bauer",,"Gary H.","1189","984","205","WAP BASE","N","5265.3","4745.3",,,,"520",,,
"Catholic Charities","2016-02-01T00:00:00.000","S15-254667334","2015","Milton","Sussex","19968","Own","Single-Family Detached","0","1","0","0","1","2","Propane",,"1953","2184","2","Gary H.","RS Bauer",,"Gary H.","3848","1248","2600","RGGI WAP","N","8753.58",,"7653.08",,,,"1100.5",,
"Catholic Charities","2016-06-28T00:00:00.000","N15-1448006765","2016","Wilmington","New Castle",,"Own","Mobile Home","0","2","0","0","1","3","OIl","Delmarva/Hillside","1981","728","1","Steve C./Ed W.","Efficient Home",,"Steve C./Ed W.","2215","1363","852","WAP BASE","N","5431.55","4447.05",,,,"984.5",,,
"Catholic Charities","2018-05-04T00:00:00.000","S17-50353399","2018","Lewes","Sussex","19958","Rent","Mobile Home","0","2","0","0","1","3","Electric","Delmarva","1974","672","1","Gary H.","RS Bauer",,"Gary H.","2454","1105","1349","LIHEAP","N","4961.15",,,,"4023.15",,,,"938"
"Catholic Charities","2016-01-14T00:00:00.000","S15-162035324","2015","Millsboro","Sussex","19966","Own","Mobile Home","0","1","2","0","0","3","Propane",,"2007","1350","1","Gary H.","RS Bauer",,"Gary H.","1324","1015","309","RGGI WAP","N","5257.9",,"4822.9",,,,"435",,
"Catholic Charities","2015-12-14T00:00:00.000","N14-2085715225","2015","Newark","New Castle","19711","Own","Single-Family Detached",,,,,,,"Gas",,"1961","1325","2","Ed W.","Efficient Home","Wysocki","Ed W.","6229","3090","3139","WAP UTILITY","N","3574.7",,,"3574.7",,,,"0",
"Catholic Charities","2018-10-24T00:00:00.000","S17-316564965","2018","Frankford","Sussex","19945","Own","Single-Family Detached","0","3","0","0","1","4","Electric","Delmarva","1966","1390","1","Gary H.","RS Bauer",,"Gary H.","1673","1348","325","LIHEAP/WAP Utility","N","3583.64",,,,"2830.64",,,"753",
"Catholic Charities","2015-12-17T00:00:00.000","S14-249048630","2015","Lincoln","Sussex","19960","Own","Mobile Home",,,,,,,"Propane",,"1994","1296","1","Steve C.","RS Bauer",,"Gary H.","2728","1620","1108","RGGI WAP","N","3063.5","0","3063.5",,,"0",,,
"Catholic Charities","2015-10-21T00:00:00.000","N14-673933745","2015","New Castle","New Castle","19720","Own","Single-Family Detached","0","2","0","0","2","4","Oil",,"1956","2028","2","Ed W.","CSC","RS Bauer","Ed W.","3500","0","3500","WAP UTILITY","N","3078.0699999999997",,,"1870.81",,,,"1207.26",
"Catholic Charities","2015-11-10T00:00:00.000","N14-3758565","2015","Bear","New Castle","19701","Own","Mobile Home","0","0","1","0","3","4","Gas",,"1996","1104","1","Ed W.","Efficient Home",,"Ed W.","1478","1035","443","WAP BASE","N","4787.42","3923.42",,,,"864",,,
"Catholic Charities","2016-06-03T00:00:00.000","N14-1847686797","2016","Newark","New Castle","19702","Own","Single-Family Detached",,,,,,,"Propane","Delmarva/Amerigas","1986","1125","1","Ed W.","Efficient Home",,"Ed W.","1706","1368","338","WAP UTILITY","N","1457.64",,,"1457.64",,,,"0",
"Catholic Charities","2018-09-28T00:00:00.000","K18-1284206704","2018","Frederica","Kent","19946","Own","Mobile Home","0","0","0","0","2","2","Propane","Delmarva/Tri-Gas Oil & Propane","1997","924","1","Steve C.","Efficient Home",,"Steve C.","1323","1046","277","LIHEAP/WAP Utility","N","4524.05",,,,"3930.05",,,"594",
"Catholic Charities","2015-05-26T00:00:00.000","K14-1559438450","2015","Clayton","Kent","19938","Own","Mobile Home","0","0","1","0","0","1","Propane",,"1981","938","1","Gary H.","RS Bauer",,"Gary H.","2330","1819","511","WAP BASE","N","4522",,"4005",,,,"517",,
"Catholic Charities","2016-03-11T00:00:00.000","N14-1813869947","2015","New Castle","New Castle","19720","Own","Single-Family Detached","0","0","0","0","1","1","Electric",,"1952","1075","1","Ed W.","Efficient Home",,"Ed W.","3771","2661","1110","LIHEAP","N","4679.5599999999995",,,,"3774.56",,,,"905"
"Catholic Charities","2015-06-19T00:00:00.000","S14-192790737","2015","Lewes","Sussex","19958","Own","Mobile Home","0","0","0","0","1","1","Gas",,"1983","910","1","Gary H.","RS Bauer",,"Gary H.","1868","829","1039","WAP BASE","N","5646.15",,"4713.15",,,,"933",,
"Catholic Charities","2017-08-28T00:00:00.000","N16-1620719832","2017","Wilmington","New Castle","19804","Own","Single-Family Detached","0","0","0","0","0","1","Electric","Delmarva","1995","2832","2","Chris R.","Efficient Home",,"Steve C.","2250","1381","869","WAP Utility","N","5545.780000000001",,,"3938.78",,,,"1607",
"Catholic Charities","2018-09-28T00:00:00.000","K17-141682962","2018","Harrington","Kent","19952","Own","Single-Family Detached","0","0","0","0","1","1","Electric","Delmarva","1996","1246","1","Gary H.","Efficient Home",,"Gary H.","1216","790","426","LIHEAP/WAP Utility","N","3528.4",,,,"2496.4",,,"1032",
"Catholic Charities","2016-06-23T00:00:00.000","N14-1041843460","2016","Newark","New Castle","19702","Own","Single-Family Attached",,,,,,,"Gas","Delmarva","1976","1225","2","Steve C.","Efficient Home",,"Ed W.",,,"0","WAP UTILITY","N","586.59",,,"0",,,,"586.59",
"Catholic Charities","2016-04-26T00:00:00.000","N14-1255560663","2016","Newark","New Castle","19713","Own","Mobile Home","1","0","1","0","0","1","Gas","Delmarva","1990","1095","1","Steve C.","Efficient Home",,"Ed W.","2268","1437","831","LIHEAP","N","6815.5",,,,"5834.5",,,,"981"
"Catholic Charities","2018-08-23T00:00:00.000","K17-744467106","2018","Dover","Kent","19901","Own","Mobile Home","0","1","1","0","1","3","Propane","City of Dover/Kent Oil Co","1999","1620","1","Gary H.","RS Bauer",,"Gary H.","1917","1346","571","LIHEAP","N","7461.6900000000005",,,,"6408.85",,,,"1052.84"
