"the_geom","objectid","masterneedssegmentid","need_segment_id","st_nm","vdot_rm","vdot_common_nm","from_measure","to_measure","direction","aadt_final","vdot_district","mpo","area_type","coss_name","coss_congestion_priority","coss_reliability_priority","coss_rail_reliability_priority","coss_capacity_preservation_prio","coss_tdm_priority","rn_name","rn_congestion_priority","rn_reliability_priority","rn_capacity_preservation_priori","rn_tdm_priority","rn_transit_equity_priority","rn_ac_transit_access_priority","rn_ac_bicycle_access_priority","rn_ac_pedestrian_access_priorit","ieda_priority","safety_segments_district_priori","safety_segments_statewide_prior","safety_pedestrian_priority","statewide_vulnerability_influen","district_vulnerability_influenc","statewide_bridge_influencing_fa","district_bridge_influencing_fac","statewide_pavement_influencing","district_pavement_influencing_f","statewide_distressed_area_influ","district_distressed_area_influe","statewide_priority_score","statewide_adjusted_priority_sco","statewide_priority","district_priority_score","district_adjusted_priority_scor","district_priority","shape_length"
"MULTILINESTRING ((-79.933003376786 37.224421963349, -79.932724194694 37.224294508333, -79.932352624571 37.224136319315))","19215","00000114669","114669","Blue Ridge Pkwy","R-VA   SR00048NB","VA-48N","97.554675","97.59695","Northbound","2444","Salem","YES","B",,"No Need","No Need","No Need","No Need","No Need","Roanoke Region","No Need","No Need","No Need","Low","No Need","High","Medium","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.6625","0.67575","Priority 4","82.7277988475979"
"MULTILINESTRING ((-77.549248469864 37.482131287828, -77.54923334686 37.48213694883, -77.549181425845 37.482155076835, -77.549132930831 37.482173911841, -77.549084435817 37.482193429847, -77.54888350876 37.482273529871, -77.548810753739 37.48230453388, -77.548734518718 37.482336187889, -77.548661738697 37.482367879898, -77.548588966677 37.482400257908, -77.548516170656 37.482433306917, -77.54838790662 37.482491338934, -77.548283923591 37.482537864947, -77.548231936576 37.482560808954, -77.54817651056 37.482583016961, -77.548121097544 37.482604540967, -77.548089943535 37.482615969971, -77.548055326525 37.482627356974, -77.548024169516 37.482638098978, -77.547989573506 37.482648124981, -77.547954989496 37.482657455984, -77.547923868487 37.482666136987, -77.547889285477 37.48267478099, -77.547854730467 37.482682050993, -77.547820167456 37.482689328996, -77.547782178445 37.482695891998, -77.547747631435 37.482701792001, -77.547713101424 37.482707010003, -77.547567997381 37.482734679014, -77.54706036323 37.482812991049, -77.546918776187 37.482835894059, -77.546317805008 37.482935408101, -77.54615547096 37.482963645113, -77.54598968591 37.482991145125, -77.545827338862 37.483018673136, -77.545675373817 37.483043546147, -77.544963845604 37.483164837198, -77.544860247574 37.483181169205, -77.544760079544 37.483198213212, -77.544659903514 37.483215947219, -77.544559719484 37.483234365227, -77.544462973455 37.483253485234, -77.544362776426 37.483273285242, -77.544262558396 37.48329376725, -77.544162332366 37.483314928258, -77.544058693336 37.483334003266, -77.54390668629 37.483362305277, -77.543775440251 37.483384587287, -77.543557837186 37.483421286302, -77.543385150135 37.483449410314, -77.543160682068 37.48348467733, -77.542894745988 37.483527180348, -77.542704791932 37.483557899361, -77.542541128883 37.483585924373))","85347","00000180733","180733","Elkhardt Rd","R-VA020SC00663WB","Rt. 663W (Chesterfield County)","0.120699999999999","0.508975000000007","Westbound","4100","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region, Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.35","0.35","Priority 4","778.681471757652"
"MULTILINESTRING ((-77.371992022164 37.338413954301, -77.372098347198 37.338435583302, -77.372485249322 37.338519791306))","83150","09851177054","177054","Ramblewood Dr","R-VA020SC00617NB","Rt. 617N (Chesterfield County)","1.34","1.36727500000001","Northbound","7900","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region, Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.4375","0.44625","Priority 4","56.8716794902552"
"MULTILINESTRING ((-77.384052713016 37.216049102307, -77.384058694017 37.216026395303, -77.384058897017 37.216025655302))","59990","00000152464","152464","S Crater Rd","R-VA   US00301NB","US-301N","51.41","51.413","Northbound","10222","Richmond","YES","C","Washington to North Carolina Corridor","No Need","No Need","No Need","No Need","Low","Tri-Cities Region","No Need","No Need","No Need","Low","High","Low","High","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium","Medium","0.15","0.15525","Priority 4","0.9125","0.9444375","Priority 3","3.34906335408345"
"MULTILINESTRING ((-77.122390033844 38.85430440849, -77.12240283585 38.854339464497))","66667","00000156084","156084","S Carlin Springs Rd","R-VA000SC06737SB","CR-6737S (Arlington County)","0.000275000000002024","0.00114999999999554","Southbound","28000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","High","High","Medium","Low","No Need","No Need","No Need","High","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","1.1","1.1","Priority 3","5.20987318371717"
"MULTILINESTRING ((-79.017497031422 38.147870217402, -79.017388653412 38.148244272482))","4722","00000100798","100798",,"R-VA   IS00081NB","I-81N","224.837825","224.86345","Northbound","29130","Staunton","NO","D","Crescent Corridor","No Need","No Need","No Need","No Need","High","Staunton/Augusta/Waynesboro","No Need","No Need","No Need","High","No Need","Low","No Need","No Need","Low","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium","Medium","0.9","0.9315","Priority 4","0.7875","0.8150625","Priority 3","54.3056091329435"
"MULTILINESTRING ((-77.786457662339 38.746062621624, -77.786457011339 38.746064053624, -77.786442669336 38.746095545631, -77.786428340334 38.746127034638, -77.786414002331 38.746157153644, -77.786396173327 38.746187247651, -77.786378335324 38.746218719658, -77.78636050132 38.746248814665, -77.786339179315 38.746277514671, -77.786321349312 38.746307612678, -77.786308556309 38.746324834682))","99556","00000201471","201471","Blackwell Rd","R-VA030SC00672NB","Rt. 672N (Fauquier County)","2.4581","2.47727500000001","Northbound","1100","Culpeper","NO","D",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.7125","0.7125","Priority 3","41.0242141277582"
"MULTILINESTRING ((-77.716872627742 37.504766711412, -77.716852124713 37.504750097411, -77.71681110272 37.504716180423, -77.716773551699 37.504680222429, -77.716739472678 37.504642916424, -77.716729273662 37.504629816432))","85703","00000180246","180246",,"R-VA020SC00652NB",,"4.865","4.86999988555908","Northbound","19300","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region, Tri-Cities Region","No Need","No Need","No Need","Low","No Need","Low","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.1625","0.1625","Priority 4","25.0363749574095"
"MULTILINESTRING ((-78.930795244807 38.066348516208, -78.930784895804 38.066351814209, -78.930764098798 38.066358758211, -78.930660099768 38.066393470223, -78.930625424758 38.066403206226, -78.930556091739 38.066426808233, -78.930465941713 38.066453228242, -78.930341103676 38.066488018254, -78.930306428666 38.066497755257, -78.930233607645 38.066518622264, -78.930139956618 38.066540937273, -78.929956085564 38.066581620288))","58361","00000151726","151726","Rosser Ave","R-VA   US00340SB","US-340S","12.9019","12.952","Southbound","11167","Staunton","YES","C",,"No Need","No Need","No Need","No Need","No Need","Staunton/Augusta/Waynesboro","No Need","No Need","No Need","Low","No Need","Low","High","High","No Need","Very High","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","2.25","2.32875","Priority 1","99.1673705450621"
"MULTILINESTRING ((-77.183953235878 38.770536586277, -77.183949952888 38.770715856313, -77.183935645905 38.771063022384))","92445","00000194517","194517","Backlick Rd","R-VA029SC00617NB","Rt. 617N (Fairfax County)","4.99","5.0342","Northbound","42168","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Medium","Medium","Medium","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.95","0.969","Priority 3","75.192759301303"
"MULTILINESTRING ((-78.252757961749 39.202517182951, -78.252742113743 39.20250988395, -78.252724436737 39.202501811949))","51712","00000142702","142702","Northwestern Pike","R-VA   US00050WB","US-50W","11.101675","11.10395","Westbound","18000","Staunton","YES","C","Northern Virginia Corridor","No Need","No Need","No Need","Low","Low","Winchester Region","No Need","No Need","Medium","Low","No Need","Very High","Low","No Need","No Need","Low","Low","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low","Low","0.6","0.612","Priority 4","1.3125","1.33875","Priority 2","4.33629913830001"
"MULTILINESTRING ((-78.395972589384 38.192732069408, -78.395770342341 38.193035325477, -78.395575062299 38.193335841546, -78.395508820285 38.193429144567, -78.395446050271 38.193523821589, -78.39544256627 38.19352931659, -78.395383287257 38.19361713361, -78.395320517244 38.193711814632, -78.395261226231 38.193806495653, -78.395201936219 38.193902558675, -78.395146138207 38.193986262694, -78.39479045613 38.194518665816, -78.394427778053 38.195073031943, -78.394144872991 38.195495236039))","47383","00000139791","139791","Seminole Trl","R-VA   US00029NB","US-29N","150.26","150.476025","Northbound","29427","Culpeper","NO","C","Seminole Corridor","No Need","No Need","Low","High","Low",,"No Need","No Need","High","No Need","No Need","Low","No Need","No Need","No Need","High","Low","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low","Low","1.6","1.632","Priority 3","2.1625","2.20575","Priority 2","441.127666383501"
"MULTILINESTRING ((-77.439172494813 39.055403684993, -77.439267812843 39.055409751991, -77.439443809898 39.055415449985, -77.439683152973 39.055424470978, -77.439766859999 39.055427329975, -77.439838006021 39.055431359974, -77.440186915131 39.055447506964))","109683","15171217792","217792","George Washington Blvd","R-VA053SC01050SB","Rt. 1050S (Loudoun County)","0.267075000000006","0.329175000000006","Southbound","12000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.4","0.4","Priority 4","113.107688261738"
"MULTILINESTRING ((-77.411452322712 37.522095468115, -77.411249541638 37.521886960079, -77.411114810588 37.521741330053, -77.411001554545 37.521590764026, -77.410899272503 37.521414071993, -77.410784431454 37.521183235949, -77.410717208425 37.521024807919, -77.410657057397 37.520858145886, -77.410620872378 37.520716615858, -77.410608384368 37.520619604839, -77.410538095322 37.520192604753, -77.410482371281 37.519767656666, -77.410482272281 37.519766903666, -77.410468919271 37.519665121645, -77.410416229229 37.519223349556, -77.410406277222 37.519141267539, -77.410400141217 37.519090579529, -77.410394038212 37.519041492519, -77.410323331158 37.518472491403, -77.41029699014 37.518304657369, -77.410269593125 37.518189883346, -77.410246202114 37.518115357332, -77.410243999113 37.51810964633))","140439","00000260852","260852","Williamsburg Ave W","R-VA127UR07614WB","City Rt. 7614W (City of Richmond)","0","0.279499999999999","Westbound","12000","Richmond","YES","B",,"No Need","No Need","No Need","No Need","No Need","Richmond Region","No Need","No Need","No Need","Low","No Need","High","Medium","Low","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low",,,"No Priority","0.725","0.7395","Priority 4","585.578357815494"
"MULTILINESTRING ((-76.714593436112 36.570478792465, -76.714487201088 36.570643475504, -76.714429152075 36.570733642525, -76.714368426062 36.570854276553))","146383","205889504491","9504491","Collins Rd","R-VA133UR00670WB","City Rt. 670W (City of Suffolk)","2.972475","3","Westbound","160","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.3","0.3","Priority 4","57.8133138251382"
"MULTILINESTRING ((-77.250277003945 38.728776119357, -77.250245942938 38.728827571369, -77.250071852904 38.729162108443, -77.249988496888 38.729319125478, -77.249900573874 38.729543469527))","91596","11003194033","194033","Hooes Rd","R-VA029SC00636EB","Rt. 636E (Fairfax County)","1.81180000000001","1.866125","Eastbound","18000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Medium","Low","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.65","0.65","Priority 4","117.363825019501"
"MULTILINESTRING ((-75.975939264794 36.846704881328, -75.975780432715 36.846139144213, -75.975604543626 36.845466329076, -75.97551329658 36.845126413007))","55047","00000150578","150578","Pacific Ave","R-VA   US00060WB","US-60W","302.8927","303.02","Westbound","16000","Hampton Roads","YES","A","East-West Corridor","No Need","No Need","No Need","No Need","Low","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","Low","High","High","No Need","Low","Low","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","0.65","0.65","Priority 4","1.1","1.1","Priority 3","224.640605194655"
"MULTILINESTRING ((-79.39270323479 36.849356711238, -79.392513615735 36.849415418257, -79.392207186648 36.84951455929, -79.392091282614 36.849539481299))","116310","000009396932","9396932","Neighborhood Rd","R-VA071SC01431WB","Rt. 1431W (Pittsylvania County)","0","0.0399999991059303","Westbound","460","Lynchburg","NO","D",,"No Need","No Need","No Need","No Need","No Need","Danville Region","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","0.0375","0.039375","Priority 4","72.7872994097191"
"MULTILINESTRING ((-77.260299818386 38.962288948067, -77.260241276376 38.962420137095, -77.259727539279 38.963449932322, -77.259526851243 38.963867941413, -77.2593012542 38.96430353651, -77.259057625152 38.964763655611, -77.25899209014 38.964892022639, -77.258930317128 38.965006697665, -77.258879699117 38.965085796683, -77.258822200103 38.965156585699, -77.258797129097 38.965182405705, -77.258743528083 38.965231268717, -77.258714990076 38.965254303723, -77.25869362607 38.965269183727, -77.258629764052 38.965301462735, -77.258491702013 38.965352175751, -77.258367935976 38.965390681763, -77.257919037845 38.965517745806, -77.25769995378 38.965575844826, -77.257198046633 38.965717443873, -77.255982256275 38.966053325986, -77.255872546243 38.966091981998, -77.255745280206 38.966129073011, -77.255420012111 38.966225860042, -77.255080526012 38.966330733076, -77.254804616931 38.966419799104, -77.253931056677 38.966694748193, -77.253623311587 38.966794456224, -77.253570252572 38.96681174023, -77.253471139543 38.966847764241, -77.253432095532 38.966867948246, -77.253407193525 38.96688415625, -77.253353418512 38.966942627264, -77.253323970508 38.96701782328, -77.253320022508 38.967042493285, -77.253326361512 38.967082377293, -77.253349686524 38.967156766307, -77.25340715655 38.967290550332, -77.253519439599 38.967508670372, -77.253570446621 38.96760943839, -77.253733231693 38.967957150454, -77.253916213775 38.968357250527, -77.254038477828 38.968608423573, -77.254421443999 38.969443126727, -77.254434917005 38.969477589733, -77.254437884008 38.969509202739, -77.25443733301 38.969540774746, -77.25442975301 38.969572270752, -77.254397097003 38.969629587765, -77.254372000997 38.969656781771, -77.25434700099 38.969678484777, -77.254318536983 38.969697406782, -77.254286642974 38.969710796786, -77.254201730949 38.969738730794, -77.254092231916 38.969765026804, -77.253661391788 38.96986343584, -77.252679830496 38.970075444919, -77.252439829424 38.970122325938, -77.252330492391 38.970139017945, -77.25222821336 38.970154405952, -77.251801184233 38.970234997985, -77.251176376046 38.970361545034, -77.251084703018 38.97037429804, -77.251035393003 38.970377893042, -77.250989648989 38.970378783044, -77.250908787964 38.970376548047, -77.25086665295 38.970371985047, -77.250828113938 38.970363336047, -77.250786081924 38.970353277047, -77.250747628911 38.970339139045, -77.250315009764 38.970135459021, -77.250269596749 38.970117129019, -77.2501227757 38.970064773014, -77.250049304676 38.970042024012, -77.249898615626 38.97000262801))","95333","00000194629","194629","Towlston Rd","R-VA029SC00676NB","Rt. 676N (Fairfax County)","4.57","5.553","Northbound","1800","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.25","0.25","Priority 4","2046.44420675768"
"MULTILINESTRING ((-82.556389732846 36.626899351049, -82.556186363795 36.627049385088, -82.556118774778 36.627099490101))","127105","177049450560","9450560","Dogwood St","R-VA084SC00730NB","Rt. 730N (Scott County)","0.409075000000001","0.430800000000005","Northbound","230","Bristol","YES","D",,"No Need","No Need","No Need","No Need","No Need","Kingsport Region","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Low","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","0.5","0.525","Priority 4","40.9937514460211"
"MULTILINESTRING ((-77.093831464157 38.791938305963, -77.093825464156 38.791939403963))","91634","00000193678","193678","Franconia Rd","R-VA029SC00644WB","Rt. 644W (Fairfax County)","11.299675","11.3","Westbound","14000","Northern Virginia","YES","A",,"No Need","No Need","No Need","No Need","No Need","Northern Virginia Region","No Need","No Need","No Need","Low","No Need","Medium","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.4","0.4","Priority 4","0.686079822059647"
"MULTILINESTRING ((-77.601055164232 38.961180321938, -77.600931291191 38.961131855933, -77.600673523104 38.961027347922, -77.60039418001 38.96091409591, -77.599946547859 38.960713143887, -77.599458398695 38.960517367866, -77.599033206552 38.960349372849, -77.598245865288 38.960035122815, -77.597300579971 38.959648254774, -77.597245856952 38.959626403772, -77.596109703571 38.959172676724, -77.595758714453 38.95903596771, -77.595447005349 38.958914556697, -77.595161314253 38.958803282686, -77.594661261086 38.958614139667, -77.594499758033 38.958556686661))","52424","00000143187","143187",,"R-VA   US00050EB","US-50E","53.973","54.377","Eastbound","17247","Northern Virginia","YES","A","Northern Virginia Corridor","No Need","No Need","No Need","No Need","Low","Northern Virginia Region","No Need","No Need","No Need","High","No Need","Low","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","0.15","0.15","Priority 4","0.7","0.7","Priority 4","820.851437345844"
"MULTILINESTRING ((-76.284248578239 36.717045153328, -76.284173529212 36.716986589318, -76.284043697167 36.7168831983, -76.28382343409 36.71670660527, -76.283661335033 36.716579074249, -76.283530054987 36.716475037231, -76.283411101945 36.716379512215, -76.283290380903 36.716282323198, -76.283156779856 36.71617813718, -76.283035711814 36.716079070163, -76.282920961774 36.715988324148, -76.28279717973 36.715889745131, -76.282680865689 36.715779435112, -76.282647258677 36.715751907107, -76.282558378646 36.715679106094, -76.282440165604 36.715583498078, -76.282317033561 36.71548098406, -76.282193987517 36.715377808043, -76.282067850473 36.715277495026, -76.281937708428 36.715172730008, -76.281812825384 36.715073389991, -76.28168807034 36.714976606974, -76.281558209295 36.714870012956, -76.281453928257 36.714772273939, -76.281334243216 36.714686645925, -76.281179840162 36.714570199905, -76.281050998117 36.714465732887, -76.280924149073 36.71436508887, -76.280789633026 36.714256823852, -76.280669098983 36.714161243836, -76.280533672937 36.714069575821, -76.280420789897 36.713980248805, -76.28028630285 36.713874423788, -76.280151931803 36.713767246769, -76.280020324757 36.713667062752, -76.279896537714 36.713566856735, -76.27977417867 36.713455463716, -76.279748098661 36.713433930712, -76.279668350633 36.713368089701, -76.279532791586 36.713264060683, -76.279491333571 36.713231753678))","27378","00000120600","120600","Cedar Rd","R-VA   SR00165NB","VA-165N","3.98","4.37","Northbound","30486","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","Low","Low","Low","No Need","Low","No Need","Low","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.6","0.6","Priority 4","749.234173829246"
"MULTILINESTRING ((-76.421491773608 36.98208627685, -76.42132048254 36.981806872797))","136992","00000256783","256783","Jefferson Ave","R-VA121UR07013EB","City Rt. 7013E (City of Newport News)","0.05","0.0717750000000024","Eastbound","8824","Hampton Roads","YES","A",,"No Need","No Need","No Need","No Need","No Need","Hampton Roads Region","No Need","No Need","No Need","High","No Need","High","Medium","No Need","No Need","No Need","No Need","Low","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High",,,"No Priority","1.05","1.1025","Priority 3","43.3544480886288"
"MULTILINESTRING ((-80.069043139514 37.200069954084, -80.069041156514 37.200069740085, -80.068985867497 37.200064266086, -80.06893086348 37.200059453087, -80.068911135474 37.200057538087))","53386","00000148690","148690","Bent Mountain Rd","R-VA   US00221SB","US-221S","88.81025","88.81695","Southbound","7500","Salem","YES","B",,"No Need","No Need","No Need","No Need","No Need","Roanoke Region","No Need","No Need","No Need","Low","No Need","No Need","Low","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",,,"No Priority","0.1625","0.1625","Priority 4","14.7970859396375"
"MULTILINESTRING ((-79.41205250066 37.753779345956, -79.411746779589 37.754144768042, -79.411426546516 37.754549565137, -79.411205190466 37.754835512204, -79.410990786419 37.755124835271, -79.410762888369 37.755442416345, -79.410548778323 37.755755767417, -79.410331411277 37.756086311493, -79.410315323274 37.756112491499))","2602","00000106185","106185",,"R-VA   IS00081SB","I-81S","189.23","189.39","Southbound","19639","Staunton","NO","D","Crescent Corridor","No Need","No Need","No Need","No Need","Low",,"No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High","Not Applicable","0.3","0.315","Priority 4",,,"No Priority","381.436115480839"
"MULTILINESTRING ((-78.689858037582 38.3518962684, -78.68972930255 38.352007686428, -78.689510731494 38.352197174474))","58371","07535151709","151709","S East Side Hwy","R-VA   US00340SB","US-340S","40.62","40.647875","Southbound","4300","Staunton","NO","D",,"No Need","No Need","No Need","No Need","No Need","Harrisonburg Region","No Need","No Need","Low","No Need","No Need","Low","No Need","No Need","No Need","Medium","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Medium",,,"No Priority","1.4375","1.4878125","Priority 2","57.6126176237215"
"MULTILINESTRING ((-76.324046113897 36.800447091702, -76.32392421887 36.800647444749, -76.323558829788 36.801237527887, -76.323189613706 36.801841974028, -76.322813288622 36.802455892171, -76.322616267578 36.802773675245, -76.322610646577 36.802782143247))","40654","00000136190","136190","George Washington Hwy","R-VA   US00017SB","US-17S","25.26","25.475225","Southbound","24000","Hampton Roads","YES","A","Coastal Corridor","No Need","No Need","No Need","No Need","Low","Hampton Roads Region","No Need","No Need","No Need","Low","No Need","Very High","High","No Need","No Need","Low","Low","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","High","High","0.65","0.6825","Priority 4","1.05","1.1025","Priority 3","361.830457317868"
"MULTILINESTRING ((-80.392181938908 37.145610151345, -80.392143201895 37.145586506342, -80.391999871846 37.145498015329, -80.391555823696 37.145228260291, -80.390555427356 37.144616693204, -80.390406251306 37.144526149191, -80.390257579256 37.144435051178, -80.390109446205 37.144343420165, -80.389678771059 37.144081240128, -80.389219499903 37.143799137088, -80.389034109841 37.143687247072, -80.388849319778 37.143574724056, -80.388665170716 37.14346154704, -80.388478551652 37.143347625024, -80.388291477589 37.143234141008, -80.388104001525 37.143121133992, -80.387709052391 37.142878007958))","65630","00000155008","155008","Rt 460 Bypass Ebl","R-VA   US00460EB","US-460E","122.758975","123.133925","Eastbound","36993","Salem","YES","C","Heartland Corridor","No Need","No Need","No Need","Medium","Low","New River Valley Region","No Need","No Need","Medium","Low","No Need","Low","No Need","No Need","Low","No Need","No Need","No Need","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Low","Low","0.55","0.561","Priority 4","0.775","0.7905","Priority 3","627.30245138323"
