"cttractid","geo_id","geo_id10","town","age_group","initiated_vaccination_count","fully_vaccinated_count","initiated_vaccination_percent","fully_vaccinated_percent","number_left_to_start","number_not_fully_vaccinated","dateupdated"
"CT09009175200","01400000US09009175200","09009175200","Wallingford","All Ages","1823","1691","74","68.6","642","774","2022-09-07T00:00:00.000"
"CT09009175300","01400000US09009175300","09009175300","Wallingford","All Ages","3341","3169","78.9","74.8","895","1067","2022-09-07T00:00:00.000"
"CT09009175400","01400000US09009175400","09009175400","Wallingford","All Ages","3327","3080","72","66.6","1297","1544","2022-09-07T00:00:00.000"
"CT09009175500","01400000US09009175500","09009175500","Wallingford","All Ages","6366","6040","85.7","81.3","1060","1386","2022-09-07T00:00:00.000"
"CT09009175600","01400000US09009175600","09009175600","Wallingford","All Ages","3776","3622","78.8","75.6","1018","1172","2022-09-07T00:00:00.000"
"CT09009175700","01400000US09009175700","09009175700","Wallingford","All Ages","1765","1675","65.5","62.2","929","1019","2022-09-07T00:00:00.000"
"CT09009175800","01400000US09009175800","09009175800","Wallingford","All Ages","3509","3316","81.5","77","797","990","2022-09-07T00:00:00.000"
"CT09009175900","01400000US09009175900","09009175900","Wallingford","All Ages","4179","3867","81.6","75.5","942","1254","2022-09-07T00:00:00.000"
"CT09009176000","01400000US09009176000","09009176000","Wallingford","All Ages","5074","4819","89.3","84.8","609","864","2022-09-07T00:00:00.000"
"CT09009180100","01400000US09009180100","09009180100","East Haven","All Ages","4265","3977","59.9","55.8","2856","3144","2022-09-07T00:00:00.000"
"CT09009180200","01400000US09009180200","09009180200","East Haven","All Ages","3769","3453","65.6","60.1","1980","2296","2022-09-07T00:00:00.000"
"CT09009180300","01400000US09009180300","09009180300","East Haven","All Ages","1839","1713","83.3","77.6","368","494","2022-09-07T00:00:00.000"
"CT09009180400","01400000US09009180400","09009180400","East Haven","All Ages","2135","2007","80.1","75.3","531","659","2022-09-07T00:00:00.000"
"CT09009180500","01400000US09009180500","09009180500","East Haven","All Ages","3419","3188","74.3","69.3","1184","1415","2022-09-07T00:00:00.000"
"CT09009180601","01400000US09009180601","09009180601","East Haven","All Ages","2250","2103","79.3","74.1","589","736","2022-09-07T00:00:00.000"
"CT09009180602","01400000US09009180602","09009180602","East Haven","All Ages","2623","2474","73.7","69.6","934","1083","2022-09-07T00:00:00.000"
"CT09009184100","01400000US09009184100","09009184100","Branford","All Ages","4020","3760","80.6","75.4","970","1230","2022-09-07T00:00:00.000"
"CT09009184200","01400000US09009184200","09009184200","Branford","All Ages","3398","3177","82.7","77.3","712","933","2022-09-07T00:00:00.000"
"CT09009184300","01400000US09009184300","09009184300","Branford","All Ages","3375","3154","75.8","70.8","1080","1301","2022-09-07T00:00:00.000"
"CT09009184400","01400000US09009184400","09009184400","Branford","All Ages","2608","2438","77.7","72.6","750","920","2022-09-07T00:00:00.000"
"CT09009184500","01400000US09009184500","09009184500","Branford","All Ages","1952","1837","76","71.5","617","732","2022-09-07T00:00:00.000"
"CT09009184600","01400000US09009184600","09009184600","Branford","All Ages","2298","2156","84.2","79","432","574","2022-09-07T00:00:00.000"
"CT09009184700","01400000US09009184700","09009184700","Branford","All Ages","4637","4375","79.8","75.3","1171","1433","2022-09-07T00:00:00.000"
"CT09009186100","01400000US09009186100","09009186100","North Branford","All Ages","5873","5548","82","77.5","1286","1611","2022-09-07T00:00:00.000"
"CT09009186200","01400000US09009186200","09009186200","North Branford","All Ages","5543","5231","78.8","74.4","1489","1801","2022-09-07T00:00:00.000"
"CT09009190100","01400000US09009190100","09009190100","Guilford","All Ages","3095","2869","92.8","86","240","466","2022-09-07T00:00:00.000"
"CT09009190200","01400000US09009190200","09009190200","Guilford","All Ages","2966","2741","82.3","76","639","864","2022-09-07T00:00:00.000"
"CT09009190301","01400000US09009190301","09009190301","Guilford","All Ages","6002","5679","89.4","84.5","715","1038","2022-09-07T00:00:00.000"
"CT09009190302","01400000US09009190302","09009190302","Guilford","All Ages","4801","4532","91.7","86.6","434","703","2022-09-07T00:00:00.000"
"CT09009190303","01400000US09009190303","09009190303","Guilford","All Ages","2849","2693","85.7","81","475","631","2022-09-07T00:00:00.000"
"CT09009194100","01400000US09009194100","09009194100","Madison","All Ages","4469","4122","90.6","83.6","461","808","2022-09-07T00:00:00.000"
"CT09009194201","01400000US09009194201","09009194201","Madison","All Ages","6934","6463","90.2","84.1","753","1224","2022-09-07T00:00:00.000"
"CT09009194202","01400000US09009194202","09009194202","Madison","All Ages","4794","4510","87.2","82.1","702","986","2022-09-07T00:00:00.000"
"CT09009341100","01400000US09009341100","09009341100","Beacon Falls","All Ages","4260","4031","69.1","65.4","1908","2137","2022-09-07T00:00:00.000"
"CT09009343101","01400000US09009343101","09009343101","Cheshire","All Ages","4317","4093","72.3","68.6","1651","1875","2022-09-07T00:00:00.000"
"CT09009343102","01400000US09009343102","09009343102","Cheshire","All Ages","3448","3212","87.6","81.6","490","726","2022-09-07T00:00:00.000"
"CT09009343200","01400000US09009343200","09009343200","Cheshire","All Ages","5047","4768","88","83.1","688","967","2022-09-07T00:00:00.000"
"CT09009343300","01400000US09009343300","09009343300","Cheshire","All Ages","6202","5831","88.7","83.4","787","1158","2022-09-07T00:00:00.000"
"CT09009343400","01400000US09009343400","09009343400","Cheshire","All Ages","5875","5532","90.1","84.9","642","985","2022-09-07T00:00:00.000"
"CT09009344100","01400000US09009344100","09009344100","Middlebury","All Ages","3713","3481","75.2","70.5","1224","1456","2022-09-07T00:00:00.000"
"CT09009344200","01400000US09009344200","09009344200","Middlebury","All Ages","2147","2007","76.6","71.6","655","795","2022-09-07T00:00:00.000"
"CT09009345100","01400000US09009345100","09009345100","Naugatuck","All Ages","4868","4513","66.2","61.4","2487","2842","2022-09-07T00:00:00.000"
"CT09009345201","01400000US09009345201","09009345201","Naugatuck","All Ages","5071","4723","67.7","63","2421","2769","2022-09-07T00:00:00.000"
"CT09009345202","01400000US09009345202","09009345202","Naugatuck","All Ages","2969","2818","71.2","67.6","1199","1350","2022-09-07T00:00:00.000"
"CT09009345300","01400000US09009345300","09009345300","Naugatuck","All Ages","4374","4020","72.8","66.9","1632","1986","2022-09-07T00:00:00.000"
"CT09009345400","01400000US09009345400","09009345400","Naugatuck","All Ages","4980","4650","78.7","73.5","1346","1676","2022-09-07T00:00:00.000"
"CT09009346101","01400000US09009346101","09009346101","Oxford","All Ages","5073","4782","73.2","69","1855","2146","2022-09-07T00:00:00.000"
"CT09009346102","01400000US09009346102","09009346102","Oxford","All Ages","4495","4269","73","69.3","1663","1889","2022-09-07T00:00:00.000"
"CT09009347100","01400000US09009347100","09009347100","Prospect","All Ages","4330","4155","74.3","71.3","1497","1672","2022-09-07T00:00:00.000"
"CT09009347200","01400000US09009347200","09009347200","Prospect","All Ages","2892","2755","74.6","71","986","1123","2022-09-07T00:00:00.000"
"CT09009348111","01400000US09009348111","09009348111","Southbury","All Ages","1878","1766","70.9","66.7","769","881","2022-09-07T00:00:00.000"
"CT09009348122","01400000US09009348122","09009348122","Southbury","All Ages","3251","3055","77.9","73.2","922","1118","2022-09-07T00:00:00.000"
"CT09009348123","01400000US09009348123","09009348123","Southbury","All Ages","4395","4137","73.6","69.3","1575","1833","2022-09-07T00:00:00.000"
"CT09009348124","01400000US09009348124","09009348124","Southbury","All Ages","2178","2027","87.5","81.4","311","462","2022-09-07T00:00:00.000"
"CT09009348125","01400000US09009348125","09009348125","Southbury","All Ages","3562","3292","80.9","74.8","840","1110","2022-09-07T00:00:00.000"
"CT09009350100","01400000US09009350100","09009350100","Waterbury","All Ages","3547","3060","93.1","80.3","262","749","2022-09-07T00:00:00.000"
"CT09009350200","01400000US09009350200","09009350200","Waterbury","All Ages","2022","1763","70.1","61.1","862","1121","2022-09-07T00:00:00.000"
"CT09009350300","01400000US09009350300","09009350300","Waterbury","All Ages","1312","1107","70","59.1","561","766","2022-09-07T00:00:00.000"
"CT09009350400","01400000US09009350400","09009350400","Waterbury","All Ages","1530","1301","65.2","55.5","816","1045","2022-09-07T00:00:00.000"
"CT09009350500","01400000US09009350500","09009350500","Waterbury","All Ages","1629","1402","71.5","61.5","650","877","2022-09-07T00:00:00.000"
"CT09009350800","01400000US09009350800","09009350800","Waterbury","All Ages","3495","3052","58.4","51","2494","2937","2022-09-07T00:00:00.000"
"CT09009350900","01400000US09009350900","09009350900","Waterbury","All Ages","1407","1300","63.4","58.6","812","919","2022-09-07T00:00:00.000"
"CT09009351000","01400000US09009351000","09009351000","Waterbury","All Ages","2564","2325","66","59.9","1319","1558","2022-09-07T00:00:00.000"
"CT09009351100","01400000US09009351100","09009351100","Waterbury","All Ages","2721","2430","71.8","64.1","1067","1358","2022-09-07T00:00:00.000"
"CT09009351200","01400000US09009351200","09009351200","Waterbury","All Ages","2484","2177","62.1","54.4","1517","1824","2022-09-07T00:00:00.000"
"CT09009351300","01400000US09009351300","09009351300","Waterbury","All Ages","3689","3351","68.1","61.8","1731","2069","2022-09-07T00:00:00.000"
"CT09009351400","01400000US09009351400","09009351400","Waterbury","All Ages","2631","2339","62.2","55.3","1598","1890","2022-09-07T00:00:00.000"
"CT09009351500","01400000US09009351500","09009351500","Waterbury","All Ages","3564","3245","72","65.5","1387","1706","2022-09-07T00:00:00.000"
"CT09009351601","01400000US09009351601","09009351601","Waterbury","All Ages","2374","2170","77.4","70.8","692","896","2022-09-07T00:00:00.000"
"CT09009351602","01400000US09009351602","09009351602","Waterbury","All Ages","4744","4373","62.5","57.6","2851","3222","2022-09-07T00:00:00.000"
"CT09009351700","01400000US09009351700","09009351700","Waterbury","All Ages","1652","1469","53.3","47.4","1448","1631","2022-09-07T00:00:00.000"
"CT09009351800","01400000US09009351800","09009351800","Waterbury","All Ages","3279","3039","86.1","79.8","530","770","2022-09-07T00:00:00.000"
"CT09009351900","01400000US09009351900","09009351900","Waterbury","All Ages","1600","1440","71.6","64.4","635","795","2022-09-07T00:00:00.000"
"CT09009352000","01400000US09009352000","09009352000","Waterbury","All Ages","3619","3371","79","73.6","960","1208","2022-09-07T00:00:00.000"
"CT09009352100","01400000US09009352100","09009352100","Waterbury","All Ages","2923","2675","68.6","62.8","1336","1584","2022-09-07T00:00:00.000"
"CT09009352200","01400000US09009352200","09009352200","Waterbury","All Ages","1501","1330","55.4","49.1","1210","1381","2022-09-07T00:00:00.000"
"CT09009352300","01400000US09009352300","09009352300","Waterbury","All Ages","1855","1688","70.8","64.4","766","933","2022-09-07T00:00:00.000"
"CT09009352400","01400000US09009352400","09009352400","Waterbury","All Ages","2231","2034","59.1","53.9","1546","1743","2022-09-07T00:00:00.000"
"CT09009352500","01400000US09009352500","09009352500","Waterbury","All Ages","2042","1885","61.3","56.6","1290","1447","2022-09-07T00:00:00.000"
"CT09009352600","01400000US09009352600","09009352600","Waterbury","All Ages","3818","3559","75.4","70.2","1249","1508","2022-09-07T00:00:00.000"
"CT09009352701","01400000US09009352701","09009352701","Waterbury","All Ages","2266","2113","75.4","70.3","741","894","2022-09-07T00:00:00.000"
"CT09009352702","01400000US09009352702","09009352702","Waterbury","All Ages","3980","3716","76.5","71.4","1226","1490","2022-09-07T00:00:00.000"
"CT09009352800","01400000US09009352800","09009352800","Waterbury","All Ages","4177","3855","66.9","61.8","2064","2386","2022-09-07T00:00:00.000"
"CT09009361100","01400000US09009361100","09009361100","Wolcott","All Ages","4920","4682","74","70.4","1727","1965","2022-09-07T00:00:00.000"
"CT09009361200","01400000US09009361200","09009361200","Wolcott","All Ages","4008","3795","71","67.3","1635","1848","2022-09-07T00:00:00.000"
"CT09009361300","01400000US09009361300","09009361300","Wolcott","All Ages","3253","3100","75.2","71.7","1072","1225","2022-09-07T00:00:00.000"
"CT09009361401","01400000US09009361401","09009361401","New Haven","All Ages","2717","2207","71.7","58.3","1070","1580","2022-09-07T00:00:00.000"
"CT09009361402","01400000US09009361402","09009361402","New Haven","All Ages","1279","1013","46.5","36.8","1470","1736","2022-09-07T00:00:00.000"
"CT09009361500","01400000US09009361500","09009361500","West Haven","All Ages","4390","3909","57.5","51.2","3243","3724","2022-09-07T00:00:00.000"
"CT09011650100","01400000US09011650100","09011650100","Lyme","All Ages","2021","1862","80.9","74.5","478","637","2022-09-07T00:00:00.000"
"CT09011660101","01400000US09011660101","09011660101","Old Lyme","All Ages","2868","2688","88.7","83.2","364","544","2022-09-07T00:00:00.000"
"CT09011660102","01400000US09011660102","09011660102","Old Lyme","All Ages","3474","3277","83.4","78.7","690","887","2022-09-07T00:00:00.000"
"CT09011690300","01400000US09011690300","09011690300","New London","All Ages","5415","4911","85.9","77.9","889","1393","2022-09-07T00:00:00.000"
"CT09011690400","01400000US09011690400","09011690400","New London","All Ages","1591","1430","78.4","70.5","438","599","2022-09-07T00:00:00.000"
"CT09011690500","01400000US09011690500","09011690500","New London","All Ages","2393","2149","92.9","83.4","183","427","2022-09-07T00:00:00.000"
"CT09011690700","01400000US09011690700","09011690700","New London","All Ages","945","830","76.8","67.5","285","400","2022-09-07T00:00:00.000"
"CT09011690800","01400000US09011690800","09011690800","New London","All Ages","2674","2472","79.9","73.8","674","876","2022-09-07T00:00:00.000"
"CT09011690900","01400000US09011690900","09011690900","New London","All Ages","3697","3407","73.5","67.7","1333","1623","2022-09-07T00:00:00.000"
"CT09011693300","01400000US09011693300","09011693300","Waterford","All Ages","4609","4360","84.9","80.3","821","1070","2022-09-07T00:00:00.000"
"CT09011693400","01400000US09011693400","09011693400","Waterford","All Ages","3376","3178","83.6","78.7","660","858","2022-09-07T00:00:00.000"
"CT09011693500","01400000US09011693500","09011693500","Waterford","All Ages","2869","2726","83.3","79.1","577","720","2022-09-07T00:00:00.000"
"CT09011693600","01400000US09011693600","09011693600","Waterford","All Ages","2261","2131","77.7","73.3","648","778","2022-09-07T00:00:00.000"
"CT09011693700","01400000US09011693700","09011693700","Waterford","All Ages","2250","2132","72.3","68.5","864","982","2022-09-07T00:00:00.000"
"CT09011695201","01400000US09011695201","09011695201","Montville","All Ages","3508","3270","65.3","60.9","1863","2101","2022-09-07T00:00:00.000"
"CT09011695202","01400000US09011695202","09011695202","Montville","All Ages","4196","3931","77.2","72.3","1239","1504","2022-09-07T00:00:00.000"
"CT09011696100","01400000US09011696100","09011696100","Norwich","All Ages","3211","2957","68.2","62.8","1494","1748","2022-09-07T00:00:00.000"
"CT09011696200","01400000US09011696200","09011696200","Norwich","All Ages","3629","3396","77.6","72.7","1045","1278","2022-09-07T00:00:00.000"
"CT09011696300","01400000US09011696300","09011696300","Norwich","All Ages","2187","2040","69.3","64.7","967","1114","2022-09-07T00:00:00.000"
"CT09011696400","01400000US09011696400","09011696400","Norwich","All Ages","3569","3237","68.3","61.9","1658","1990","2022-09-07T00:00:00.000"
"CT09011696500","01400000US09011696500","09011696500","Norwich","All Ages","2226","2050","76.2","70.2","695","871","2022-09-07T00:00:00.000"
"CT09011696600","01400000US09011696600","09011696600","Norwich","All Ages","3069","2815","75.4","69.1","1003","1257","2022-09-07T00:00:00.000"
"CT09011696700","01400000US09011696700","09011696700","Norwich","All Ages","3941","3554","66.2","59.7","2014","2401","2022-09-07T00:00:00.000"
"CT09011696800","01400000US09011696800","09011696800","Norwich","All Ages","2507","2231","77.9","69.3","711","987","2022-09-07T00:00:00.000"
"CT09011697000","01400000US09011697000","09011697000","Norwich","All Ages","2946","2708","55.2","50.8","2388","2626","2022-09-07T00:00:00.000"
"CT09011700100","01400000US09011700100","09011700100","Preston","All Ages","3328","3152","71.5","67.7","1329","1505","2022-09-07T00:00:00.000"
"CT09011701100","01400000US09011701100","09011701100","Ledyard","All Ages","5902","5490","74.8","69.6","1986","2398","2022-09-07T00:00:00.000"
"CT09011701200","01400000US09011701200","09011701200","Ledyard","All Ages","5107","4764","74.3","69.3","1766","2109","2022-09-07T00:00:00.000"
"CT09011702100","01400000US09011702100","09011702100","Groton","All Ages","3565","3334","86.9","81.3","538","769","2022-09-07T00:00:00.000"
"CT09011702300","01400000US09011702300","09011702300","Groton","All Ages","1439","1307","61.5","55.8","902","1034","2022-09-07T00:00:00.000"
"CT09011702400","01400000US09011702400","09011702400","Groton","All Ages","2269","2061","63.5","57.7","1302","1510","2022-09-07T00:00:00.000"
"CT09011702500","01400000US09011702500","09011702500","Groton","All Ages","3146","2877","71.7","65.6","1241","1510","2022-09-07T00:00:00.000"
"CT09011702600","01400000US09011702600","09011702600","Groton","All Ages","1003","962","93.6","89.7","69","110","2022-09-07T00:00:00.000"
"CT09011702700","01400000US09011702700","09011702700","Groton","All Ages","3285","2982","66.2","60.1","1675","1978","2022-09-07T00:00:00.000"
"CT09011702800","01400000US09011702800","09011702800","Groton","All Ages","3332","3100","77.8","72.3","953","1185","2022-09-07T00:00:00.000"
"CT09011702900","01400000US09011702900","09011702900","Groton","All Ages","1451","1346","65.9","61.2","750","855","2022-09-07T00:00:00.000"
"CT09011703000","01400000US09011703000","09011703000","Groton","All Ages","2845","2648","79.3","73.8","744","941","2022-09-07T00:00:00.000"
"CT09011705101","01400000US09011705101","09011705101","Stonington","All Ages","3469","3283","85","80.5","611","797","2022-09-07T00:00:00.000"
"CT09011705102","01400000US09011705102","09011705102","Stonington","All Ages","3104","2925","74.3","70","1074","1253","2022-09-07T00:00:00.000"
"CT09011705200","01400000US09011705200","09011705200","Stonington","All Ages","3076","2848","84.2","77.9","579","807","2022-09-07T00:00:00.000"
"CT09011705300","01400000US09011705300","09011705300","Stonington","All Ages","2848","2644","75.8","70.4","909","1113","2022-09-07T00:00:00.000"
"CT09011705400","01400000US09011705400","09011705400","Stonington","All Ages","2238","2092","80.6","75.4","537","683","2022-09-07T00:00:00.000"
"CT09011707100","01400000US09011707100","09011707100","North Stonington","All Ages","3584","3400","68.6","65.1","1639","1823","2022-09-07T00:00:00.000"
"CT09011708100","01400000US09011708100","09011708100","Voluntown","All Ages","1802","1708","71.1","67.4","733","827","2022-09-07T00:00:00.000"
"CT09011709100","01400000US09011709100","09011709100","Griswold","All Ages","4186","3952","72.3","68.3","1600","1834","2022-09-07T00:00:00.000"
"CT09011709200","01400000US09011709200","09011709200","Griswold","All Ages","3335","3112","57.1","53.3","2501","2724","2022-09-07T00:00:00.000"
"CT09011710100","01400000US09011710100","09011710100","Lisbon","All Ages","3002","2828","70.7","66.6","1245","1419","2022-09-07T00:00:00.000"
"CT09011711100","01400000US09011711100","09011711100","Sprague","All Ages","1776","1665","61.1","57.3","1130","1241","2022-09-07T00:00:00.000"
"CT09011712100","01400000US09011712100","09011712100","Franklin","All Ages","1344","1280","75.6","72","434","498","2022-09-07T00:00:00.000"
"CT09011713100","01400000US09011713100","09011713100","Bozrah","All Ages","1783","1693","68.9","65.4","806","896","2022-09-07T00:00:00.000"
"CT09011714101","01400000US09011714101","09011714101","Colchester","All Ages","2490","2355","78.7","74.5","672","807","2022-09-07T00:00:00.000"
"CT09011714103","01400000US09011714103","09011714103","Colchester","All Ages","5775","5507","78.4","74.8","1587","1855","2022-09-07T00:00:00.000"
"CT09011714104","01400000US09011714104","09011714104","Colchester","All Ages","4123","3894","77.3","73","1213","1442","2022-09-07T00:00:00.000"
"CT09011715100","01400000US09011715100","09011715100","Salem","All Ages","3335","3136","81.1","76.3","777","976","2022-09-07T00:00:00.000"
"CT09011716101","01400000US09011716101","09011716101","East Lyme","All Ages","4208","3922","74.9","69.8","1412","1698","2022-09-07T00:00:00.000"
"CT09011716102","01400000US09011716102","09011716102","East Lyme","All Ages","4303","4018","77","71.9","1288","1573","2022-09-07T00:00:00.000"
"CT09011870100","01400000US09011870100","09011870100","Lebanon","All Ages","5273","5003","73.1","69.3","1942","2212","2022-09-07T00:00:00.000"
"CT09011870200","01400000US09011870200","09011870200","Groton","All Ages","3142","2782","55.3","49","2537","2897","2022-09-07T00:00:00.000"
"CT09011870300","01400000US09011870300","09011870300","New London","All Ages","2894","2581","44.9","40","3555","3868","2022-09-07T00:00:00.000"
"CT09011870501","01400000US09011870501","09011870501","Montville","All Ages","3211","2883","73.1","65.6","1184","1512","2022-09-07T00:00:00.000"
"CT09011870502","01400000US09011870502","09011870502","Montville","All Ages","2289","2145","63","59","1345","1489","2022-09-07T00:00:00.000"
"CT09011870701","01400000US09011870701","09011870701","East Lyme","All Ages","1766","1654","84.9","79.6","313","425","2022-09-07T00:00:00.000"
"CT09011870703","01400000US09011870703","09011870703","East Lyme","All Ages","1445","1362","86.7","81.7","222","305","2022-09-07T00:00:00.000"
"CT09011870704","01400000US09011870704","09011870704","East Lyme","All Ages","3427","3201","91","85","340","566","2022-09-07T00:00:00.000"
"CT09011980000","01400000US09011980000","09011980000","Groton","All Ages","6","6","0.2","0.2","2631","2631","2022-09-07T00:00:00.000"
"CT09013526101","01400000US09013526101","09013526101","Hebron","All Ages","3315","3153","73.8","70.2","1179","1341","2022-09-07T00:00:00.000"
"CT09013526102","01400000US09013526102","09013526102","Hebron","All Ages","3903","3713","77.8","74","1115","1305","2022-09-07T00:00:00.000"
"CT09013528100","01400000US09013528100","09013528100","Andover","All Ages","2389","2290","74.6","71.5","814","913","2022-09-07T00:00:00.000"
"CT09013529100","01400000US09013529100","09013529100","Bolton","All Ages","3746","3567","76.3","72.6","1165","1344","2022-09-07T00:00:00.000"
"CT09013530100","01400000US09013530100","09013530100","Vernon","All Ages","1819","1692","81.8","76.1","405","532","2022-09-07T00:00:00.000"
"CT09013530200","01400000US09013530200","09013530200","Vernon","All Ages","4091","3814","59.7","55.6","2765","3042","2022-09-07T00:00:00.000"
"CT09013530301","01400000US09013530301","09013530301","Vernon","All Ages","3954","3685","78.4","73.1","1090","1359","2022-09-07T00:00:00.000"
"CT09013530302","01400000US09013530302","09013530302","Vernon","All Ages","5244","4900","86.6","81","809","1153","2022-09-07T00:00:00.000"
"CT09013530400","01400000US09013530400","09013530400","Vernon","All Ages","2871","2676","80.2","74.7","710","905","2022-09-07T00:00:00.000"
"CT09013530500","01400000US09013530500","09013530500","Vernon","All Ages","2590","2465","88.9","84.6","323","448","2022-09-07T00:00:00.000"
"CT09013530600","01400000US09013530600","09013530600","Vernon","All Ages","2226","2109","86.9","82.4","335","452","2022-09-07T00:00:00.000"
"CT09013533101","01400000US09013533101","09013533101","Tolland","All Ages","7290","6963","79.3","75.8","1901","2228","2022-09-07T00:00:00.000"
"CT09013533102","01400000US09013533102","09013533102","Tolland","All Ages","4522","4300","81.9","77.9","1000","1222","2022-09-07T00:00:00.000"
"CT09013535100","01400000US09013535100","09013535100","Ellington","All Ages","7652","7204","79.3","74.7","1994","2442","2022-09-07T00:00:00.000"
"CT09013535200","01400000US09013535200","09013535200","Ellington","All Ages","5155","4816","79","73.8","1369","1708","2022-09-07T00:00:00.000"
"CT09013538100","01400000US09013538100","09013538100","Somers","All Ages","851","804","49.9","47.1","855","902","2022-09-07T00:00:00.000"
"CT09013538201","01400000US09013538201","09013538201","Somers","All Ages","3541","3257","69.4","63.8","1562","1846","2022-09-07T00:00:00.000"
"CT09013538202","01400000US09013538202","09013538202","Somers","All Ages","2751","2536","65.6","60.4","1445","1660","2022-09-07T00:00:00.000"
"CT09013840100","01400000US09013840100","09013840100","Willington","All Ages","3910","3658","66.3","62.1","1983","2235","2022-09-07T00:00:00.000"
"CT09013850100","01400000US09013850100","09013850100","Coventry","All Ages","4381","4184","75.2","71.8","1443","1640","2022-09-07T00:00:00.000"
"CT09013850200","01400000US09013850200","09013850200","Coventry","All Ages","5062","4807","76.6","72.7","1547","1802","2022-09-07T00:00:00.000"
"CT09013860100","01400000US09013860100","09013860100","Columbia","All Ages","3994","3802","73.7","70.2","1423","1615","2022-09-07T00:00:00.000"
"CT09013881100","01400000US09013881100","09013881100","Mansfield","All Ages","3559","3283","80.2","73.9","881","1157","2022-09-07T00:00:00.000"
"CT09013881200","01400000US09013881200","09013881200","Mansfield","All Ages","266","182","2.4","1.7","10685","10769","2022-09-07T00:00:00.000"
"CT09013881300","01400000US09013881300","09013881300","Mansfield","All Ages","2234","2055","50.5","46.5","2188","2367","2022-09-07T00:00:00.000"
"CT09013881500","01400000US09013881500","09013881500","Mansfield","All Ages","4445","4063","74.3","67.9","1541","1923","2022-09-07T00:00:00.000"
"CT09013890100","01400000US09013890100","09013890100","Stafford","All Ages","2253","2090","57.7","53.5","1651","1814","2022-09-07T00:00:00.000"
"CT09013890201","01400000US09013890201","09013890201","Union","All Ages","2445","2303","66.9","63","1211","1353","2022-09-07T00:00:00.000"
"CT09013890202","01400000US09013890202","09013890202","Stafford","All Ages","3214","3019","61.6","57.9","2001","2196","2022-09-07T00:00:00.000"
"CT09015800300","01400000US09015800300","09015800300","Windham","All Ages","2754","2503","39","35.5","4303","4554","2022-09-07T00:00:00.000"
"CT09015800400","01400000US09015800400","09015800400","Windham","All Ages","2853","2684","82.9","78","588","757","2022-09-07T00:00:00.000"
"CT09015800500","01400000US09015800500","09015800500","Windham","All Ages","5125","4780","76.5","71.4","1572","1917","2022-09-07T00:00:00.000"
"CT09015800600","01400000US09015800600","09015800600","Windham","All Ages","2451","2186","64.1","57.2","1373","1638","2022-09-07T00:00:00.000"
"CT09015800700","01400000US09015800700","09015800700","Windham","All Ages","2497","2312","68.7","63.6","1139","1324","2022-09-07T00:00:00.000"
"CT09015815000","01400000US09015815000","09015815000","Chaplin","All Ages","1484","1387","59.6","55.7","1005","1102","2022-09-07T00:00:00.000"
"CT09015820000","01400000US09015820000","09015820000","Hampton","All Ages","1211","1138","66.2","62.2","619","692","2022-09-07T00:00:00.000"
"CT09015825000","01400000US09015825000","09015825000","Scotland","All Ages","954","919","60.8","58.6","615","650","2022-09-07T00:00:00.000"
"CT09015830100","01400000US09015830100","09015830100","Ashford","All Ages","2872","2714","67.8","64.1","1364","1522","2022-09-07T00:00:00.000"
"CT09015900100","01400000US09015900100","09015900100","Thompson","All Ages","2742","2481","60.1","54.4","1819","2080","2022-09-07T00:00:00.000"
"CT09015900200","01400000US09015900200","09015900200","Thompson","All Ages","2375","2191","49.6","45.7","2415","2599","2022-09-07T00:00:00.000"
"CT09015901100","01400000US09015901100","09015901100","Woodstock","All Ages","5388","4925","68.8","62.9","2448","2911","2022-09-07T00:00:00.000"
"CT09015902200","01400000US09015902200","09015902200","Eastford","All Ages","1006","951","60.9","57.5","647","702","2022-09-07T00:00:00.000"
"CT09015902500","01400000US09015902500","09015902500","Pomfret","All Ages","3091","2809","73.8","67.1","1095","1377","2022-09-07T00:00:00.000"
"CT09015903100","01400000US09015903100","09015903100","Putnam","All Ages","4268","3932","62.2","57.3","2597","2933","2022-09-07T00:00:00.000"
"CT09015903200","01400000US09015903200","09015903200","Putnam","All Ages","1832","1680","73.4","67.3","664","816","2022-09-07T00:00:00.000"
"CT09015904100","01400000US09015904100","09015904100","Killingly","All Ages","4625","4327","64.8","60.6","2513","2811","2022-09-07T00:00:00.000"
"CT09015904400","01400000US09015904400","09015904400","Killingly","All Ages","2254","2105","52.7","49.2","2026","2175","2022-09-07T00:00:00.000"
"CT09015904500","01400000US09015904500","09015904500","Killingly","All Ages","3590","3329","61.8","57.3","2223","2484","2022-09-07T00:00:00.000"
"CT09015905100","01400000US09015905100","09015905100","Brooklyn","All Ages","5605","5210","68","63.2","2633","3028","2022-09-07T00:00:00.000"
"CT09015906100","01400000US09015906100","09015906100","Canterbury","All Ages","3473","3290","68.5","64.9","1596","1779","2022-09-07T00:00:00.000"
"CT09015907100","01400000US09015907100","09015907100","Plainfield","All Ages","2267","2141","49.1","46.4","2351","2477","2022-09-07T00:00:00.000"
"CT09015907200","01400000US09015907200","09015907200","Plainfield","All Ages","3151","2945","56.7","53","2402","2608","2022-09-07T00:00:00.000"
"CT09015907300","01400000US09015907300","09015907300","Plainfield","All Ages","3623","3414","73.4","69.2","1311","1520","2022-09-07T00:00:00.000"
